year,state,county,subgroup_type,subgroup,index_transportation_cost,index_transportation_cost_quality
2015,46,081,race-ethnicity,Majority White-NH Tracts,32.93550531914894,1
2015,46,081,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,083,race-ethnicity,All,27.62493762820868,1
2015,46,083,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,083,race-ethnicity,Majority White-NH Tracts,27.62493762820868,1
2015,46,083,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,085,race-ethnicity,All,40.17790530846485,1
2015,46,085,race-ethnicity,Majority Non-White Tracts,38,1
2015,46,085,race-ethnicity,Majority White-NH Tracts,41,1
2015,46,085,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,087,race-ethnicity,All,31.83444296493564,1
2015,46,087,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,087,race-ethnicity,Majority White-NH Tracts,31.83444296493564,1
2015,46,087,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,089,race-ethnicity,All,40,1
2015,46,089,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,089,race-ethnicity,Majority White-NH Tracts,40,1
2015,46,089,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,091,race-ethnicity,All,34,1
2015,46,091,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,091,race-ethnicity,Majority White-NH Tracts,34,1
2015,46,091,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,093,race-ethnicity,All,31.001982441234777,1
2015,46,093,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,093,race-ethnicity,Majority White-NH Tracts,31.001982441234777,1
2015,46,093,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,095,race-ethnicity,All,51,1
2015,46,095,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,095,race-ethnicity,Majority White-NH Tracts,NA,1
2015,46,095,race-ethnicity,Mixed Race and Ethnicity Tracts,51,1
2015,46,097,race-ethnicity,All,36,1
2015,46,097,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,097,race-ethnicity,Majority White-NH Tracts,36,1
2015,46,097,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,099,race-ethnicity,All,24.732278300541772,1
2015,46,099,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,099,race-ethnicity,Majority White-NH Tracts,24.732278300541772,1
2015,46,099,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,101,race-ethnicity,All,33.54196195449459,1
2015,46,101,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,101,race-ethnicity,Majority White-NH Tracts,33.54196195449459,1
2015,46,101,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,102,race-ethnicity,All,54.49505625639277,1
2015,46,102,race-ethnicity,Majority Non-White Tracts,54.49505625639277,1
2015,46,102,race-ethnicity,Majority White-NH Tracts,NA,1
2015,46,102,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,103,race-ethnicity,All,28.395272378209743,1
2015,46,103,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,103,race-ethnicity,Majority White-NH Tracts,28.544614237793514,1
2015,46,103,race-ethnicity,Mixed Race and Ethnicity Tracts,24.177543859649123,1
2015,46,105,race-ethnicity,All,38,1
2015,46,105,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,105,race-ethnicity,Majority White-NH Tracts,38,1
2015,46,105,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,107,race-ethnicity,All,33,1
2015,46,107,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,107,race-ethnicity,Majority White-NH Tracts,33,1
2015,46,107,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,109,race-ethnicity,All,33.141018619934286,1
2015,46,109,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,109,race-ethnicity,Majority White-NH Tracts,36,1
2015,46,109,race-ethnicity,Mixed Race and Ethnicity Tracts,30.718765806777945,1
2015,46,111,race-ethnicity,All,33,1
2015,46,111,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,111,race-ethnicity,Majority White-NH Tracts,33,1
2015,46,111,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,115,race-ethnicity,All,32.81299885974914,1
2015,46,115,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,115,race-ethnicity,Majority White-NH Tracts,32.81299885974914,1
2015,46,115,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,117,race-ethnicity,All,28,1
2015,46,117,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,117,race-ethnicity,Majority White-NH Tracts,28,1
2015,46,117,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,119,race-ethnicity,All,30,1
2015,46,119,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,119,race-ethnicity,Majority White-NH Tracts,30,1
2015,46,119,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,121,race-ethnicity,All,46.57910120569967,1
2015,46,121,race-ethnicity,Majority Non-White Tracts,46.57910120569967,1
2015,46,121,race-ethnicity,Majority White-NH Tracts,NA,1
2015,46,121,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,123,race-ethnicity,All,39.909654905001936,1
2015,46,123,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,123,race-ethnicity,Majority White-NH Tracts,39.909654905001936,1
2015,46,123,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,125,race-ethnicity,All,32,1
2015,46,125,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,125,race-ethnicity,Majority White-NH Tracts,32,1
2015,46,125,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,127,race-ethnicity,All,32.47903687489476,1
2015,46,127,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,127,race-ethnicity,Majority White-NH Tracts,32.47903687489476,1
2015,46,127,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,129,race-ethnicity,All,33.908748430305565,1
2015,46,129,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,129,race-ethnicity,Majority White-NH Tracts,33.908748430305565,1
2015,46,129,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,135,race-ethnicity,All,30.819642656478255,1
2015,46,135,race-ethnicity,Majority Non-White Tracts,NA,1
2015,46,135,race-ethnicity,Majority White-NH Tracts,30.819642656478255,1
2015,46,135,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,46,137,race-ethnicity,All,45,1
2015,46,137,race-ethnicity,Majority Non-White Tracts,45,1
2015,46,137,race-ethnicity,Majority White-NH Tracts,NA,1
2015,46,137,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,001,race-ethnicity,All,31.49905265908794,1
2015,47,001,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,001,race-ethnicity,Majority White-NH Tracts,31.49905265908794,1
2015,47,001,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,003,race-ethnicity,All,36.40529872615274,1
2015,47,003,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,003,race-ethnicity,Majority White-NH Tracts,36.40529872615274,1
2015,47,003,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,005,race-ethnicity,All,42.85941644562334,1
2015,47,005,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,005,race-ethnicity,Majority White-NH Tracts,42.85941644562334,1
2015,47,005,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,007,race-ethnicity,All,42.31495368328187,1
2015,47,007,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,007,race-ethnicity,Majority White-NH Tracts,42.31495368328187,1
2015,47,007,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,009,race-ethnicity,All,31.982827891420065,1
2015,47,009,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,009,race-ethnicity,Majority White-NH Tracts,31.98282649044443,1
2015,47,009,race-ethnicity,Mixed Race and Ethnicity Tracts,32,1
2015,47,011,race-ethnicity,All,34.09057349347476,1
2015,47,011,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,011,race-ethnicity,Majority White-NH Tracts,34.09057349347476,1
2015,47,011,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,013,race-ethnicity,All,32.51147233510472,1
2015,47,013,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,013,race-ethnicity,Majority White-NH Tracts,32.51147233510472,1
2015,47,013,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,015,race-ethnicity,All,32.07683741648107,1
2015,47,015,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,015,race-ethnicity,Majority White-NH Tracts,32.07683741648107,1
2015,47,015,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,017,race-ethnicity,All,41.67084527220631,1
2015,47,017,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,017,race-ethnicity,Majority White-NH Tracts,41.67084527220631,1
2015,47,017,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,019,race-ethnicity,All,35.95471666527162,1
2015,47,019,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,019,race-ethnicity,Majority White-NH Tracts,35.95471666527162,1
2015,47,019,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,021,race-ethnicity,All,31.388233671287676,1
2015,47,021,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,021,race-ethnicity,Majority White-NH Tracts,31.388233671287676,1
2015,47,021,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,023,race-ethnicity,All,37.634343101745145,1
2015,47,023,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,023,race-ethnicity,Majority White-NH Tracts,37.634343101745145,1
2015,47,023,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,025,race-ethnicity,All,40.960960251869345,1
2015,47,025,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,025,race-ethnicity,Majority White-NH Tracts,40.960960251869345,1
2015,47,025,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,027,race-ethnicity,All,50.38062924120913,1
2015,47,027,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,027,race-ethnicity,Majority White-NH Tracts,50.38062924120913,1
2015,47,027,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,029,race-ethnicity,All,44.932087015635624,1
2015,47,029,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,029,race-ethnicity,Majority White-NH Tracts,44.932087015635624,1
2015,47,029,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,031,race-ethnicity,All,33.99211147850732,1
2015,47,031,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,031,race-ethnicity,Majority White-NH Tracts,33.99211147850732,1
2015,47,031,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,033,race-ethnicity,All,37.947185035760135,1
2015,47,033,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,033,race-ethnicity,Majority White-NH Tracts,37.947185035760135,1
2015,47,033,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,035,race-ethnicity,All,37.51784754105141,1
2015,47,035,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,035,race-ethnicity,Majority White-NH Tracts,37.51784754105141,1
2015,47,035,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,037,race-ethnicity,All,24.86272335368323,1
2015,47,037,race-ethnicity,Majority Non-White Tracts,23.363077013659915,1
2015,47,037,race-ethnicity,Majority White-NH Tracts,25.41338370560781,1
2015,47,037,race-ethnicity,Mixed Race and Ethnicity Tracts,24.417902611891325,1
2015,47,039,race-ethnicity,All,40.16392125351547,1
2015,47,039,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,039,race-ethnicity,Majority White-NH Tracts,40.16392125351547,1
2015,47,039,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,041,race-ethnicity,All,41.77514450867052,1
2015,47,041,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,041,race-ethnicity,Majority White-NH Tracts,41.77514450867052,1
2015,47,041,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,043,race-ethnicity,All,30.565531364518215,1
2015,47,043,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,043,race-ethnicity,Majority White-NH Tracts,30.565531364518215,1
2015,47,043,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,045,race-ethnicity,All,34.79271314714353,1
2015,47,045,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,045,race-ethnicity,Majority White-NH Tracts,35.135040280768926,1
2015,47,045,race-ethnicity,Mixed Race and Ethnicity Tracts,33,1
2015,47,047,race-ethnicity,All,34.26134985854776,1
2015,47,047,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,047,race-ethnicity,Majority White-NH Tracts,34.478882513404194,1
2015,47,047,race-ethnicity,Mixed Race and Ethnicity Tracts,33.712692763938314,1
2015,47,049,race-ethnicity,All,48.90087623220153,1
2015,47,049,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,049,race-ethnicity,Majority White-NH Tracts,48.90087623220153,1
2015,47,049,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,051,race-ethnicity,All,35.31867255551466,1
2015,47,051,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,051,race-ethnicity,Majority White-NH Tracts,35.31867255551466,1
2015,47,051,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,053,race-ethnicity,All,38.57457966990591,1
2015,47,053,race-ethnicity,Majority Non-White Tracts,36,1
2015,47,053,race-ethnicity,Majority White-NH Tracts,38.7284764603313,1
2015,47,053,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,055,race-ethnicity,All,37.01000265557228,1
2015,47,055,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,055,race-ethnicity,Majority White-NH Tracts,37.01000265557228,1
2015,47,055,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,057,race-ethnicity,All,33.8047363717605,1
2015,47,057,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,057,race-ethnicity,Majority White-NH Tracts,33.8047363717605,1
2015,47,057,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,059,race-ethnicity,All,39.78140479669292,1
2015,47,059,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,059,race-ethnicity,Majority White-NH Tracts,39.78140479669292,1
2015,47,059,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,061,race-ethnicity,All,53.31124305688565,1
2015,47,061,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,061,race-ethnicity,Majority White-NH Tracts,53.31124305688565,1
2015,47,061,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,063,race-ethnicity,All,35.106089088680015,1
2015,47,063,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,063,race-ethnicity,Majority White-NH Tracts,35.106089088680015,1
2015,47,063,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,065,race-ethnicity,All,28.841364740058246,1
2015,47,065,race-ethnicity,Majority Non-White Tracts,25.688439980021087,1
2015,47,065,race-ethnicity,Majority White-NH Tracts,29.587769895266558,1
2015,47,065,race-ethnicity,Mixed Race and Ethnicity Tracts,25.753014249177934,1
2015,47,067,race-ethnicity,All,53.12527233115468,1
2015,47,067,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,067,race-ethnicity,Majority White-NH Tracts,53.12527233115468,1
2015,47,067,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,069,race-ethnicity,All,44.86379764221129,1
2015,47,069,race-ethnicity,Majority Non-White Tracts,47,1
2015,47,069,race-ethnicity,Majority White-NH Tracts,46,1
2015,47,069,race-ethnicity,Mixed Race and Ethnicity Tracts,43.567895782733494,1
2015,47,071,race-ethnicity,All,42.62567115793739,1
2015,47,071,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,071,race-ethnicity,Majority White-NH Tracts,42.62567115793739,1
2015,47,071,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,073,race-ethnicity,All,36.484482237665645,1
2015,47,073,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,073,race-ethnicity,Majority White-NH Tracts,36.484482237665645,1
2015,47,073,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,075,race-ethnicity,All,43.23330479452055,1
2015,47,075,race-ethnicity,Majority Non-White Tracts,39,1
2015,47,075,race-ethnicity,Majority White-NH Tracts,48,1
2015,47,075,race-ethnicity,Mixed Race and Ethnicity Tracts,43.36659959758551,1
2015,47,077,race-ethnicity,All,38.57350356184661,1
2015,47,077,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,077,race-ethnicity,Majority White-NH Tracts,38.57350356184661,1
2015,47,077,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,079,race-ethnicity,All,38.08173112612278,1
2015,47,079,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,079,race-ethnicity,Majority White-NH Tracts,38.08173112612278,1
2015,47,079,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,081,race-ethnicity,All,31.16398677158171,1
2015,47,081,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,081,race-ethnicity,Majority White-NH Tracts,31.16398677158171,1
2015,47,081,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,083,race-ethnicity,All,38.14444102248229,1
2015,47,083,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,083,race-ethnicity,Majority White-NH Tracts,38.14444102248229,1
2015,47,083,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,085,race-ethnicity,All,36.354997192588435,1
2015,47,085,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,085,race-ethnicity,Majority White-NH Tracts,36.354997192588435,1
2015,47,085,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,087,race-ethnicity,All,43.71639814610461,1
2015,47,087,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,087,race-ethnicity,Majority White-NH Tracts,43.71639814610461,1
2015,47,087,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,089,race-ethnicity,All,37.4786320443112,1
2015,47,089,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,089,race-ethnicity,Majority White-NH Tracts,37.4786320443112,1
2015,47,089,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,091,race-ethnicity,All,45.6508774432872,1
2015,47,091,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,091,race-ethnicity,Majority White-NH Tracts,45.6508774432872,1
2015,47,091,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,093,race-ethnicity,All,29.179301606272375,1
2015,47,093,race-ethnicity,Majority Non-White Tracts,23.764874258842774,1
2015,47,093,race-ethnicity,Majority White-NH Tracts,29.57804910306353,1
2015,47,093,race-ethnicity,Mixed Race and Ethnicity Tracts,24.982199283758163,1
2015,47,095,race-ethnicity,All,42.530114722753346,1
2015,47,095,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,095,race-ethnicity,Majority White-NH Tracts,42.530114722753346,1
2015,47,095,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,097,race-ethnicity,All,45.281836734693876,1
2015,47,097,race-ethnicity,Majority Non-White Tracts,38,1
2015,47,097,race-ethnicity,Majority White-NH Tracts,47.949029643847304,1
2015,47,097,race-ethnicity,Mixed Race and Ethnicity Tracts,44.89673457996093,1
2015,47,099,race-ethnicity,All,39.9518132141083,1
2015,47,099,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,099,race-ethnicity,Majority White-NH Tracts,39.9518132141083,1
2015,47,099,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,101,race-ethnicity,All,41.53310696095076,1
2015,47,101,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,101,race-ethnicity,Majority White-NH Tracts,41.53310696095076,1
2015,47,101,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,103,race-ethnicity,All,37.59865142187042,1
2015,47,103,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,103,race-ethnicity,Majority White-NH Tracts,37.59865142187042,1
2015,47,103,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,105,race-ethnicity,All,32.79249337797991,1
2015,47,105,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,105,race-ethnicity,Majority White-NH Tracts,32.79249337797991,1
2015,47,105,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,107,race-ethnicity,All,38.076684352788064,1
2015,47,107,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,107,race-ethnicity,Majority White-NH Tracts,38.076684352788064,1
2015,47,107,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,109,race-ethnicity,All,46.158934359805514,1
2015,47,109,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,109,race-ethnicity,Majority White-NH Tracts,46.158934359805514,1
2015,47,109,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,111,race-ethnicity,All,31.218834688346885,1
2015,47,111,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,111,race-ethnicity,Majority White-NH Tracts,31.218834688346885,1
2015,47,111,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,113,race-ethnicity,All,34.12266768209759,1
2015,47,113,race-ethnicity,Majority Non-White Tracts,29.114215496054843,1
2015,47,113,race-ethnicity,Majority White-NH Tracts,36.94212949803877,1
2015,47,113,race-ethnicity,Mixed Race and Ethnicity Tracts,33.17222998951416,1
2015,47,115,race-ethnicity,All,33.21240780911063,1
2015,47,115,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,115,race-ethnicity,Majority White-NH Tracts,33.21240780911063,1
2015,47,115,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,117,race-ethnicity,All,35.99532085561497,1
2015,47,117,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,117,race-ethnicity,Majority White-NH Tracts,35.99532085561497,1
2015,47,117,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,119,race-ethnicity,All,29.30632989373171,1
2015,47,119,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,119,race-ethnicity,Majority White-NH Tracts,29.512434554973822,1
2015,47,119,race-ethnicity,Mixed Race and Ethnicity Tracts,26,1
2015,47,121,race-ethnicity,All,42.35909090909091,1
2015,47,121,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,121,race-ethnicity,Majority White-NH Tracts,42.35909090909091,1
2015,47,121,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,123,race-ethnicity,All,41.774675740126796,1
2015,47,123,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,123,race-ethnicity,Majority White-NH Tracts,41.774675740126796,1
2015,47,123,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,125,race-ethnicity,All,31.314581634809915,1
2015,47,125,race-ethnicity,Majority Non-White Tracts,28,1
2015,47,125,race-ethnicity,Majority White-NH Tracts,31.88559330008469,1
2015,47,125,race-ethnicity,Mixed Race and Ethnicity Tracts,29.076384887645073,1
2015,47,127,race-ethnicity,All,38,1
2015,47,127,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,127,race-ethnicity,Majority White-NH Tracts,38,1
2015,47,127,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,129,race-ethnicity,All,34.91886024423338,1
2015,47,129,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,129,race-ethnicity,Majority White-NH Tracts,34.91886024423338,1
2015,47,129,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,131,race-ethnicity,All,38.156573233320174,1
2015,47,131,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,131,race-ethnicity,Majority White-NH Tracts,38.758904357259084,1
2015,47,131,race-ethnicity,Mixed Race and Ethnicity Tracts,34,1
2015,47,133,race-ethnicity,All,43.790846733385806,1
2015,47,133,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,133,race-ethnicity,Majority White-NH Tracts,43.790846733385806,1
2015,47,133,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,135,race-ethnicity,All,46.40204587724737,1
2015,47,135,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,135,race-ethnicity,Majority White-NH Tracts,46.40204587724737,1
2015,47,135,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,137,race-ethnicity,All,41,1
2015,47,137,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,137,race-ethnicity,Majority White-NH Tracts,41,1
2015,47,137,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,139,race-ethnicity,All,38.12601927353595,1
2015,47,139,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,139,race-ethnicity,Majority White-NH Tracts,38.12601927353595,1
2015,47,139,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,141,race-ethnicity,All,38.79092224353151,1
2015,47,141,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,141,race-ethnicity,Majority White-NH Tracts,38.79092224353151,1
2015,47,141,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,143,race-ethnicity,All,39.53774412116381,1
2015,47,143,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,143,race-ethnicity,Majority White-NH Tracts,39.53774412116381,1
2015,47,143,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,145,race-ethnicity,All,32.601498606478735,1
2015,47,145,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,145,race-ethnicity,Majority White-NH Tracts,32.601498606478735,1
2015,47,145,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,147,race-ethnicity,All,30.985106123939776,1
2015,47,147,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,147,race-ethnicity,Majority White-NH Tracts,31.248010036338467,1
2015,47,147,race-ethnicity,Mixed Race and Ethnicity Tracts,27,1
2015,47,149,race-ethnicity,All,28.28054559362613,1
2015,47,149,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,149,race-ethnicity,Majority White-NH Tracts,28.34808409806591,1
2015,47,149,race-ethnicity,Mixed Race and Ethnicity Tracts,26.816891891891892,1
2015,47,151,race-ethnicity,All,48.21097605006619,1
2015,47,151,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,151,race-ethnicity,Majority White-NH Tracts,48.21097605006619,1
2015,47,151,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,153,race-ethnicity,All,33.26518254674978,1
2015,47,153,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,153,race-ethnicity,Majority White-NH Tracts,33.26518254674978,1
2015,47,153,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,155,race-ethnicity,All,34.83206688999646,1
2015,47,155,race-ethnicity,Majority Non-White Tracts,NA,1
2015,47,155,race-ethnicity,Majority White-NH Tracts,34.83206688999646,1
2015,47,155,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,1
2015,47,157,race-ethnicity,All,27.047004239338296,1
