year,state,place,subgroup_type,subgroup,index_transit_trips,index_transit_trips_quality
2019,12,54200,race-ethnicity,All,57.78,1
2019,12,54200,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,12,54200,race-ethnicity,Majority White-NH Tracts,78.43,1
2019,12,54200,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,12,55775,race-ethnicity,All,25.24,1
2019,12,55775,race-ethnicity,Majority Non-White Tracts,40.75,1
2019,12,55775,race-ethnicity,Majority White-NH Tracts,37.77,1
2019,12,55775,race-ethnicity,Mixed Race and Ethnicity Tracts,40.25,1
2019,12,57425,race-ethnicity,All,36.45,1
2019,12,57425,race-ethnicity,Majority Non-White Tracts,47.27,1
2019,12,57425,race-ethnicity,Majority White-NH Tracts,57.81,1
2019,12,57425,race-ethnicity,Mixed Race and Ethnicity Tracts,45.07,1
2019,12,58050,race-ethnicity,All,31.99,1
2019,12,58050,race-ethnicity,Majority Non-White Tracts,36.43,1
2019,12,58050,race-ethnicity,Majority White-NH Tracts,49.26,1
2019,12,58050,race-ethnicity,Mixed Race and Ethnicity Tracts,44.26,1
2019,12,58715,race-ethnicity,All,2.18,1
2019,12,58715,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,12,58715,race-ethnicity,Majority White-NH Tracts,2.2,1
2019,12,58715,race-ethnicity,Mixed Race and Ethnicity Tracts,2.06,1
2019,12,63000,race-ethnicity,All,98.04,1
2019,12,63000,race-ethnicity,Majority Non-White Tracts,90.94,1
2019,12,63000,race-ethnicity,Majority White-NH Tracts,98.35,1
2019,12,63000,race-ethnicity,Mixed Race and Ethnicity Tracts,92.04,1
2019,12,69700,race-ethnicity,All,35.8,1
2019,12,69700,race-ethnicity,Majority Non-White Tracts,41.37,1
2019,12,69700,race-ethnicity,Majority White-NH Tracts,38.4,1
2019,12,69700,race-ethnicity,Mixed Race and Ethnicity Tracts,46.45,1
2019,12,70600,race-ethnicity,All,89.45,1
2019,12,70600,race-ethnicity,Majority Non-White Tracts,76.13,1
2019,12,70600,race-ethnicity,Majority White-NH Tracts,94.49,1
2019,12,70600,race-ethnicity,Mixed Race and Ethnicity Tracts,85.5,1
2019,12,71000,race-ethnicity,All,89.12,1
2019,12,71000,race-ethnicity,Majority Non-White Tracts,77.61,1
2019,12,71000,race-ethnicity,Majority White-NH Tracts,94.39,1
2019,12,71000,race-ethnicity,Mixed Race and Ethnicity Tracts,83.71,1
2019,12,76600,race-ethnicity,All,31.56,1
2019,12,76600,race-ethnicity,Majority Non-White Tracts,45.16,1
2019,12,76600,race-ethnicity,Majority White-NH Tracts,38.11,1
2019,12,76600,race-ethnicity,Mixed Race and Ethnicity Tracts,40.97,1
2019,13,03440,race-ethnicity,All,95.83,1
2019,13,03440,race-ethnicity,Majority Non-White Tracts,77.47,1
2019,13,03440,race-ethnicity,Majority White-NH Tracts,93.82,1
2019,13,03440,race-ethnicity,Mixed Race and Ethnicity Tracts,80.59,1
2019,13,04000,race-ethnicity,All,100,1
2019,13,04000,race-ethnicity,Majority Non-White Tracts,94.68,1
2019,13,04000,race-ethnicity,Majority White-NH Tracts,99.62,1
2019,13,04000,race-ethnicity,Mixed Race and Ethnicity Tracts,98.36,1
2019,13,04204,race-ethnicity,All,27.72,1
2019,13,04204,race-ethnicity,Majority Non-White Tracts,28.62,1
2019,13,04204,race-ethnicity,Majority White-NH Tracts,26.65,1
2019,13,04204,race-ethnicity,Mixed Race and Ethnicity Tracts,26.36,1
2019,13,19000,race-ethnicity,All,93.43,1
2019,13,19000,race-ethnicity,Majority Non-White Tracts,64.14,1
2019,13,19000,race-ethnicity,Majority White-NH Tracts,86.07,1
2019,13,19000,race-ethnicity,Mixed Race and Ethnicity Tracts,69.69,1
2019,13,42425,race-ethnicity,All,96.15,1
2019,13,42425,race-ethnicity,Majority Non-White Tracts,72.75,1
2019,13,42425,race-ethnicity,Majority White-NH Tracts,94.81,1
2019,13,42425,race-ethnicity,Mixed Race and Ethnicity Tracts,82.44,1
2019,13,49008,race-ethnicity,All,NA,NA
2019,13,49008,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,13,49008,race-ethnicity,Majority White-NH Tracts,NA,NA
2019,13,49008,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,13,67284,race-ethnicity,All,97.76,1
2019,13,67284,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,13,67284,race-ethnicity,Majority White-NH Tracts,96.5,1
2019,13,67284,race-ethnicity,Mixed Race and Ethnicity Tracts,90.92,1
2019,13,68516,race-ethnicity,All,99.84,1
2019,13,68516,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,13,68516,race-ethnicity,Majority White-NH Tracts,98.9,1
2019,13,68516,race-ethnicity,Mixed Race and Ethnicity Tracts,97.35,1
2019,13,69000,race-ethnicity,All,92.95,1
2019,13,69000,race-ethnicity,Majority Non-White Tracts,59.83,1
2019,13,69000,race-ethnicity,Majority White-NH Tracts,86.55,1
2019,13,69000,race-ethnicity,Mixed Race and Ethnicity Tracts,64.56,1
2019,13,72122,race-ethnicity,All,NA,NA
2019,13,72122,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,13,72122,race-ethnicity,Majority White-NH Tracts,NA,NA
2019,13,72122,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,13,80508,race-ethnicity,All,89.58,1
2019,13,80508,race-ethnicity,Majority Non-White Tracts,52.52,1
2019,13,80508,race-ethnicity,Majority White-NH Tracts,79.53,2
2019,13,80508,race-ethnicity,Mixed Race and Ethnicity Tracts,60.52,1
2019,15,71550,race-ethnicity,All,100,1
2019,15,71550,race-ethnicity,Majority Non-White Tracts,95.54,1
2019,15,71550,race-ethnicity,Majority White-NH Tracts,98.64,1
2019,15,71550,race-ethnicity,Mixed Race and Ethnicity Tracts,96.6,1
2019,16,08830,race-ethnicity,All,99.56,1
2019,16,08830,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,16,08830,race-ethnicity,Majority White-NH Tracts,88.98,1
2019,16,08830,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,16,52120,race-ethnicity,All,92.95,1
2019,16,52120,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,16,52120,race-ethnicity,Majority White-NH Tracts,81.22,1
2019,16,52120,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,16,56260,race-ethnicity,All,82.38,1
2019,16,56260,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,16,56260,race-ethnicity,Majority White-NH Tracts,58.82,1
2019,16,56260,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,17,02154,race-ethnicity,All,94.77,1
2019,17,02154,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,17,02154,race-ethnicity,Majority White-NH Tracts,93.64,1
2019,17,02154,race-ethnicity,Mixed Race and Ethnicity Tracts,72.98,1
2019,17,03012,race-ethnicity,All,84.2,1
2019,17,03012,race-ethnicity,Majority Non-White Tracts,54.1,2
2019,17,03012,race-ethnicity,Majority White-NH Tracts,76.18,1
2019,17,03012,race-ethnicity,Mixed Race and Ethnicity Tracts,62.51,1
2019,17,06613,race-ethnicity,All,97.37,1
2019,17,06613,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,17,06613,race-ethnicity,Majority White-NH Tracts,95.41,1
2019,17,06613,race-ethnicity,Mixed Race and Ethnicity Tracts,89.23,1
2019,17,12385,race-ethnicity,All,99.12,1
2019,17,12385,race-ethnicity,Majority Non-White Tracts,91.08,1
2019,17,12385,race-ethnicity,Majority White-NH Tracts,97.94,1
2019,17,12385,race-ethnicity,Mixed Race and Ethnicity Tracts,88.55,1
2019,17,14000,race-ethnicity,All,100,1
2019,17,14000,race-ethnicity,Majority Non-White Tracts,95.16,1
2019,17,14000,race-ethnicity,Majority White-NH Tracts,99.6,1
2019,17,14000,race-ethnicity,Mixed Race and Ethnicity Tracts,97.72,1
2019,17,14351,race-ethnicity,All,99.63,1
2019,17,14351,race-ethnicity,Majority Non-White Tracts,93,1
2019,17,14351,race-ethnicity,Majority White-NH Tracts,NA,NA
2019,17,14351,race-ethnicity,Mixed Race and Ethnicity Tracts,90.8,1
2019,17,23074,race-ethnicity,All,87.64,1
2019,17,23074,race-ethnicity,Majority Non-White Tracts,62.37,1
2019,17,23074,race-ethnicity,Majority White-NH Tracts,80.49,1
2019,17,23074,race-ethnicity,Mixed Race and Ethnicity Tracts,69.72,1
2019,17,24582,race-ethnicity,All,99.71,1
2019,17,24582,race-ethnicity,Majority Non-White Tracts,90.8,1
2019,17,24582,race-ethnicity,Majority White-NH Tracts,98.72,1
2019,17,24582,race-ethnicity,Mixed Race and Ethnicity Tracts,96.83,1
2019,17,38570,race-ethnicity,All,73.59,1
2019,17,38570,race-ethnicity,Majority Non-White Tracts,56.38,1
2019,17,38570,race-ethnicity,Majority White-NH Tracts,63.9,1
2019,17,38570,race-ethnicity,Mixed Race and Ethnicity Tracts,54.93,1
2019,17,51622,race-ethnicity,All,75.31,1
2019,17,51622,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,17,51622,race-ethnicity,Majority White-NH Tracts,70.73,1
2019,17,51622,race-ethnicity,Mixed Race and Ethnicity Tracts,53.2,1
2019,17,59000,race-ethnicity,All,90.12,1
2019,17,59000,race-ethnicity,Majority Non-White Tracts,66.68,1
2019,17,59000,race-ethnicity,Majority White-NH Tracts,87.21,1
2019,17,59000,race-ethnicity,Mixed Race and Ethnicity Tracts,70.82,1
2019,17,65000,race-ethnicity,All,87.42,1
2019,17,65000,race-ethnicity,Majority Non-White Tracts,55.47,1
2019,17,65000,race-ethnicity,Majority White-NH Tracts,84.2,1
2019,17,65000,race-ethnicity,Mixed Race and Ethnicity Tracts,65.69,1
2019,17,68003,race-ethnicity,All,91,1
2019,17,68003,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,17,68003,race-ethnicity,Majority White-NH Tracts,88.73,1
2019,17,68003,race-ethnicity,Mixed Race and Ethnicity Tracts,73.67,1
2019,17,72000,race-ethnicity,All,93.78,1
2019,17,72000,race-ethnicity,Majority Non-White Tracts,70.76,1
2019,17,72000,race-ethnicity,Majority White-NH Tracts,91.7,1
2019,17,72000,race-ethnicity,Mixed Race and Ethnicity Tracts,85.76,1
2019,17,79293,race-ethnicity,All,75.79,1
2019,17,79293,race-ethnicity,Majority Non-White Tracts,49.57,1
2019,17,79293,race-ethnicity,Majority White-NH Tracts,64.48,2
2019,17,79293,race-ethnicity,Mixed Race and Ethnicity Tracts,51.31,1
2019,18,05860,race-ethnicity,All,96.62,1
2019,18,05860,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,18,05860,race-ethnicity,Majority White-NH Tracts,89.91,1
2019,18,05860,race-ethnicity,Mixed Race and Ethnicity Tracts,71.55,1
2019,18,10342,race-ethnicity,All,96.77,1
2019,18,10342,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,18,10342,race-ethnicity,Majority White-NH Tracts,89.89,1
2019,18,10342,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,18,22000,race-ethnicity,All,97.5,1
2019,18,22000,race-ethnicity,Majority Non-White Tracts,73.54,1
2019,18,22000,race-ethnicity,Majority White-NH Tracts,91.27,1
2019,18,22000,race-ethnicity,Mixed Race and Ethnicity Tracts,76.59,1
2019,18,23278,race-ethnicity,All,95.89,1
2019,18,23278,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,18,23278,race-ethnicity,Majority White-NH Tracts,85.61,1
2019,18,23278,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,18,25000,race-ethnicity,All,95.74,1
2019,18,25000,race-ethnicity,Majority Non-White Tracts,62.51,1
2019,18,25000,race-ethnicity,Majority White-NH Tracts,84.81,1
2019,18,25000,race-ethnicity,Mixed Race and Ethnicity Tracts,70.53,1
2019,18,31000,race-ethnicity,All,46.11,1
2019,18,31000,race-ethnicity,Majority Non-White Tracts,47.22,1
2019,18,31000,race-ethnicity,Majority White-NH Tracts,49.55,1
2019,18,31000,race-ethnicity,Mixed Race and Ethnicity Tracts,33.82,1
2019,18,36003,race-ethnicity,All,98.38,1
2019,18,36003,race-ethnicity,Majority Non-White Tracts,82.21,1
2019,18,36003,race-ethnicity,Majority White-NH Tracts,94.68,1
2019,18,36003,race-ethnicity,Mixed Race and Ethnicity Tracts,86.51,1
2019,18,71000,race-ethnicity,All,3.08,1
2019,18,71000,race-ethnicity,Majority Non-White Tracts,11.41,1
2019,18,71000,race-ethnicity,Majority White-NH Tracts,9.6,1
2019,18,71000,race-ethnicity,Mixed Race and Ethnicity Tracts,7.04,1
2019,19,12000,race-ethnicity,All,99.01,1
2019,19,12000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,19,12000,race-ethnicity,Majority White-NH Tracts,89.91,1
2019,19,12000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,19,19000,race-ethnicity,All,1.78,1
2019,19,19000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,19,19000,race-ethnicity,Majority White-NH Tracts,4.79,1
2019,19,19000,race-ethnicity,Mixed Race and Ethnicity Tracts,5.59,1
2019,19,21000,race-ethnicity,All,99.31,1
2019,19,21000,race-ethnicity,Majority Non-White Tracts,69.27,1
2019,19,21000,race-ethnicity,Majority White-NH Tracts,90.42,1
2019,19,21000,race-ethnicity,Mixed Race and Ethnicity Tracts,75.89,1
2019,19,73335,race-ethnicity,All,98.51,1
2019,19,73335,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,19,73335,race-ethnicity,Majority White-NH Tracts,88.2,1
2019,19,73335,race-ethnicity,Mixed Race and Ethnicity Tracts,76.37,1
2019,20,36000,race-ethnicity,All,99.7,1
2019,20,36000,race-ethnicity,Majority Non-White Tracts,86.48,1
2019,20,36000,race-ethnicity,Majority White-NH Tracts,95.96,1
2019,20,36000,race-ethnicity,Mixed Race and Ethnicity Tracts,88.84,1
2019,20,38900,race-ethnicity,All,97.62,1
2019,20,38900,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,20,38900,race-ethnicity,Majority White-NH Tracts,90.8,1
2019,20,38900,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,20,52575,race-ethnicity,All,97.91,1
2019,20,52575,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,20,52575,race-ethnicity,Majority White-NH Tracts,91.91,1
2019,20,52575,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,20,53775,race-ethnicity,All,98.66,1
2019,20,53775,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,20,53775,race-ethnicity,Majority White-NH Tracts,95.58,1
2019,20,53775,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,20,71000,race-ethnicity,All,96.87,1
2019,20,71000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,20,71000,race-ethnicity,Majority White-NH Tracts,87.66,1
2019,20,71000,race-ethnicity,Mixed Race and Ethnicity Tracts,65.63,1
2019,20,79000,race-ethnicity,All,97.47,1
2019,20,79000,race-ethnicity,Majority Non-White Tracts,68.94,1
2019,20,79000,race-ethnicity,Majority White-NH Tracts,90.42,1
2019,20,79000,race-ethnicity,Mixed Race and Ethnicity Tracts,76.28,1
2019,21,46027,race-ethnicity,All,85.69,1
2019,21,46027,race-ethnicity,Majority Non-White Tracts,66.73,1
2019,21,46027,race-ethnicity,Majority White-NH Tracts,90.27,1
2019,21,46027,race-ethnicity,Mixed Race and Ethnicity Tracts,77.1,1
2019,21,48006,race-ethnicity,All,93.13,1
2019,21,48006,race-ethnicity,Majority Non-White Tracts,77.66,1
2019,21,48006,race-ethnicity,Majority White-NH Tracts,92.35,1
2019,21,48006,race-ethnicity,Mixed Race and Ethnicity Tracts,83.28,1
2019,22,05000,race-ethnicity,All,98.94,1
2019,22,05000,race-ethnicity,Majority Non-White Tracts,65.96,1
2019,22,05000,race-ethnicity,Majority White-NH Tracts,88.72,1
2019,22,05000,race-ethnicity,Mixed Race and Ethnicity Tracts,70.44,1
2019,22,40735,race-ethnicity,All,99.79,1
2019,22,40735,race-ethnicity,Majority Non-White Tracts,69.18,1
2019,22,40735,race-ethnicity,Majority White-NH Tracts,90.53,1
2019,22,40735,race-ethnicity,Mixed Race and Ethnicity Tracts,73.76,1
2019,22,41155,race-ethnicity,All,97.89,1
2019,22,41155,race-ethnicity,Majority Non-White Tracts,61.24,1
2019,22,41155,race-ethnicity,Majority White-NH Tracts,86.39,1
2019,22,41155,race-ethnicity,Mixed Race and Ethnicity Tracts,68.74,1
2019,22,55000,race-ethnicity,All,100,1
2019,22,55000,race-ethnicity,Majority Non-White Tracts,82.93,1
2019,22,55000,race-ethnicity,Majority White-NH Tracts,98.06,1
2019,22,55000,race-ethnicity,Mixed Race and Ethnicity Tracts,91.52,1
2019,22,70000,race-ethnicity,All,99.15,1
2019,22,70000,race-ethnicity,Majority Non-White Tracts,65.72,1
2019,22,70000,race-ethnicity,Majority White-NH Tracts,90.06,1
2019,22,70000,race-ethnicity,Mixed Race and Ethnicity Tracts,70.42,1
2019,24,04000,race-ethnicity,All,97.49,1
2019,24,04000,race-ethnicity,Majority Non-White Tracts,97.17,1
2019,24,04000,race-ethnicity,Majority White-NH Tracts,99.72,1
2019,24,04000,race-ethnicity,Mixed Race and Ethnicity Tracts,98.53,1
2019,24,30325,race-ethnicity,All,62.36,1
2019,24,30325,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,24,30325,race-ethnicity,Majority White-NH Tracts,88.27,1
2019,24,30325,race-ethnicity,Mixed Race and Ethnicity Tracts,69.61,1
2019,25,07000,race-ethnicity,All,100,1
2019,25,07000,race-ethnicity,Majority Non-White Tracts,100,1
2019,25,07000,race-ethnicity,Majority White-NH Tracts,100,1
2019,25,07000,race-ethnicity,Mixed Race and Ethnicity Tracts,100,1
2019,25,09000,race-ethnicity,All,82.72,1
2019,25,09000,race-ethnicity,Majority Non-White Tracts,94.92,1
2019,25,09000,race-ethnicity,Majority White-NH Tracts,95.17,1
2019,25,09000,race-ethnicity,Mixed Race and Ethnicity Tracts,91.98,1
2019,25,11000,race-ethnicity,All,97.94,1
2019,25,11000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,25,11000,race-ethnicity,Majority White-NH Tracts,99.97,1
2019,25,11000,race-ethnicity,Mixed Race and Ethnicity Tracts,99.91,1
2019,25,23000,race-ethnicity,All,51.44,1
2019,25,23000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,25,23000,race-ethnicity,Majority White-NH Tracts,89.03,1
2019,25,23000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,25,34550,race-ethnicity,All,89.71,1
2019,25,34550,race-ethnicity,Majority Non-White Tracts,98.99,1
2019,25,34550,race-ethnicity,Majority White-NH Tracts,98.89,1
2019,25,34550,race-ethnicity,Mixed Race and Ethnicity Tracts,98.47,1
2019,25,37000,race-ethnicity,All,87.24,1
2019,25,37000,race-ethnicity,Majority Non-White Tracts,96.84,1
2019,25,37000,race-ethnicity,Majority White-NH Tracts,99.17,1
2019,25,37000,race-ethnicity,Mixed Race and Ethnicity Tracts,97.26,1
2019,25,37490,race-ethnicity,All,93,1
2019,25,37490,race-ethnicity,Majority Non-White Tracts,98.75,1
2019,25,37490,race-ethnicity,Majority White-NH Tracts,99.1,1
2019,25,37490,race-ethnicity,Mixed Race and Ethnicity Tracts,99.19,1
2019,25,45000,race-ethnicity,All,44.03,1
2019,25,45000,race-ethnicity,Majority Non-White Tracts,62.75,1
2019,25,45000,race-ethnicity,Majority White-NH Tracts,85.24,1
2019,25,45000,race-ethnicity,Mixed Race and Ethnicity Tracts,70.04,1
2019,25,45560,race-ethnicity,All,93.83,1
2019,25,45560,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,25,45560,race-ethnicity,Majority White-NH Tracts,99.82,1
2019,25,45560,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,25,55745,race-ethnicity,All,96.71,1
2019,25,55745,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,25,55745,race-ethnicity,Majority White-NH Tracts,99.89,1
2019,25,55745,race-ethnicity,Mixed Race and Ethnicity Tracts,99.65,1
2019,25,62535,race-ethnicity,All,98.35,1
2019,25,62535,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,25,62535,race-ethnicity,Majority White-NH Tracts,99.98,1
2019,25,62535,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,25,67000,race-ethnicity,All,76.95,1
2019,25,67000,race-ethnicity,Majority Non-White Tracts,87.39,1
2019,25,67000,race-ethnicity,Majority White-NH Tracts,96.72,1
2019,25,67000,race-ethnicity,Mixed Race and Ethnicity Tracts,91.29,1
2019,25,82000,race-ethnicity,All,78.6,1
2019,25,82000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,25,82000,race-ethnicity,Majority White-NH Tracts,97.33,1
2019,25,82000,race-ethnicity,Mixed Race and Ethnicity Tracts,95.13,1
2019,26,03000,race-ethnicity,All,100,1
2019,26,03000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,26,03000,race-ethnicity,Majority White-NH Tracts,99.16,1
2019,26,03000,race-ethnicity,Mixed Race and Ethnicity Tracts,95.18,1
2019,26,21000,race-ethnicity,All,76.01,1
2019,26,21000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,26,21000,race-ethnicity,Majority White-NH Tracts,77.34,1
2019,26,21000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,26,22000,race-ethnicity,All,85.4,1
2019,26,22000,race-ethnicity,Majority Non-White Tracts,58.92,1
2019,26,22000,race-ethnicity,Majority White-NH Tracts,81.33,1
2019,26,22000,race-ethnicity,Mixed Race and Ethnicity Tracts,64.5,1
2019,26,27440,race-ethnicity,All,96.97,1
2019,26,27440,race-ethnicity,Majority Non-White Tracts,73.68,1
2019,26,27440,race-ethnicity,Majority White-NH Tracts,94.65,1
2019,26,27440,race-ethnicity,Mixed Race and Ethnicity Tracts,82.21,1
2019,26,29000,race-ethnicity,All,93.64,1
2019,26,29000,race-ethnicity,Majority Non-White Tracts,69.65,1
2019,26,29000,race-ethnicity,Majority White-NH Tracts,90.3,1
2019,26,29000,race-ethnicity,Mixed Race and Ethnicity Tracts,77.08,1
2019,26,34000,race-ethnicity,All,99.71,1
2019,26,34000,race-ethnicity,Majority Non-White Tracts,91.9,1
2019,26,34000,race-ethnicity,Majority White-NH Tracts,98.35,1
2019,26,34000,race-ethnicity,Mixed Race and Ethnicity Tracts,93.19,1
2019,26,46000,race-ethnicity,All,98.12,1
2019,26,46000,race-ethnicity,Majority Non-White Tracts,84.2,1
2019,26,46000,race-ethnicity,Majority White-NH Tracts,95.01,1
2019,26,46000,race-ethnicity,Mixed Race and Ethnicity Tracts,85.44,1
2019,26,49000,race-ethnicity,All,55.2,1
2019,26,49000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,26,49000,race-ethnicity,Majority White-NH Tracts,64.75,1
2019,26,49000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,26,69035,race-ethnicity,All,90.61,1
2019,26,69035,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,26,69035,race-ethnicity,Majority White-NH Tracts,88.49,1
2019,26,69035,race-ethnicity,Mixed Race and Ethnicity Tracts,69.52,1
2019,26,74900,race-ethnicity,All,96.82,1
2019,26,74900,race-ethnicity,Majority Non-White Tracts,74.69,1
2019,26,74900,race-ethnicity,Majority White-NH Tracts,NA,NA
2019,26,74900,race-ethnicity,Mixed Race and Ethnicity Tracts,79.5,1
2019,26,76460,race-ethnicity,All,89.6,1
2019,26,76460,race-ethnicity,Majority Non-White Tracts,60.71,1
2019,26,76460,race-ethnicity,Majority White-NH Tracts,87.91,1
2019,26,76460,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,26,80700,race-ethnicity,All,93.79,1
2019,26,80700,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,26,80700,race-ethnicity,Majority White-NH Tracts,89.79,1
2019,26,80700,race-ethnicity,Mixed Race and Ethnicity Tracts,80.94,1
2019,26,84000,race-ethnicity,All,88.73,1
2019,26,84000,race-ethnicity,Majority Non-White Tracts,67.5,1
2019,26,84000,race-ethnicity,Majority White-NH Tracts,85.71,1
2019,26,84000,race-ethnicity,Mixed Race and Ethnicity Tracts,69.85,1
2019,26,86000,race-ethnicity,All,74.42,1
2019,26,86000,race-ethnicity,Majority Non-White Tracts,50.93,1
2019,26,86000,race-ethnicity,Majority White-NH Tracts,75.3,1
2019,26,86000,race-ethnicity,Mixed Race and Ethnicity Tracts,58.39,1
2019,26,88940,race-ethnicity,All,99.13,1
2019,26,88940,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,26,88940,race-ethnicity,Majority White-NH Tracts,96.84,1
2019,26,88940,race-ethnicity,Mixed Race and Ethnicity Tracts,94.06,1
2019,27,06616,race-ethnicity,All,97.57,1
2019,27,06616,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,27,06616,race-ethnicity,Majority White-NH Tracts,95.01,1
2019,27,06616,race-ethnicity,Mixed Race and Ethnicity Tracts,92.47,1
2019,27,07966,race-ethnicity,All,98.23,1
2019,27,07966,race-ethnicity,Majority Non-White Tracts,87.58,1
2019,27,07966,race-ethnicity,Majority White-NH Tracts,94.69,1
2019,27,07966,race-ethnicity,Mixed Race and Ethnicity Tracts,87.25,1
2019,27,17000,race-ethnicity,All,93.38,1
2019,27,17000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,27,17000,race-ethnicity,Majority White-NH Tracts,87.65,1
2019,27,17000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,27,43000,race-ethnicity,All,100,1
2019,27,43000,race-ethnicity,Majority Non-White Tracts,93.67,1
2019,27,43000,race-ethnicity,Majority White-NH Tracts,99.08,1
2019,27,43000,race-ethnicity,Mixed Race and Ethnicity Tracts,96.19,1
2019,27,51730,race-ethnicity,All,96.36,1
2019,27,51730,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,27,51730,race-ethnicity,Majority White-NH Tracts,93.26,1
2019,27,51730,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,27,54880,race-ethnicity,All,92.83,1
2019,27,54880,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,27,54880,race-ethnicity,Majority White-NH Tracts,86.86,1
2019,27,54880,race-ethnicity,Mixed Race and Ethnicity Tracts,65.89,1
2019,27,58000,race-ethnicity,All,99.89,1
2019,27,58000,race-ethnicity,Majority Non-White Tracts,94.58,1
2019,27,58000,race-ethnicity,Majority White-NH Tracts,99.23,1
2019,27,58000,race-ethnicity,Mixed Race and Ethnicity Tracts,94.38,1
2019,27,71428,race-ethnicity,All,86.31,1
2019,27,71428,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,27,71428,race-ethnicity,Majority White-NH Tracts,72.95,1
2019,27,71428,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2019,28,36000,race-ethnicity,All,98.34,1
2019,28,36000,race-ethnicity,Majority Non-White Tracts,65.92,1
2019,28,36000,race-ethnicity,Majority White-NH Tracts,90.05,1
2019,28,36000,race-ethnicity,Mixed Race and Ethnicity Tracts,70.88,2
2019,29,15670,race-ethnicity,All,89.89,1
2019,29,15670,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,29,15670,race-ethnicity,Majority White-NH Tracts,91.55,1
2019,29,15670,race-ethnicity,Mixed Race and Ethnicity Tracts,81.37,1
2019,29,35000,race-ethnicity,All,90.86,1
2019,29,35000,race-ethnicity,Majority Non-White Tracts,NA,NA
2019,29,35000,race-ethnicity,Majority White-NH Tracts,92.81,1
