year,state,county,subgroup_type,subgroup,score_transit_trips,score_transit_trips_quality,share_transportation_cost,share_transportation_cost_quality
2019,12,017,race-ethnicity,White neighborhoods,2,1,0.34133744759033313,1
2019,12,017,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,019,all,All,0,1,0.29717595146166575,1
2019,12,019,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,019,race-ethnicity,White neighborhoods,0,1,0.29503192023527725,1
2019,12,019,race-ethnicity,Mixed neighborhoods,0,1,0.30361462652808446,1
2019,12,021,all,All,4,1,0.2440448597346463,1
2019,12,021,race-ethnicity,Neighborhoods of color,3,1,0.26547472659013005,1
2019,12,021,race-ethnicity,White neighborhoods,4,1,0.2317039465031817,1
2019,12,021,race-ethnicity,Mixed neighborhoods,3,1,0.27611889876907547,1
2019,12,023,all,All,1,1,0.3598384593960132,1
2019,12,023,race-ethnicity,Neighborhoods of color,1,1,0.27,1
2019,12,023,race-ethnicity,White neighborhoods,1,1,0.3631631296469545,1
2019,12,023,race-ethnicity,Mixed neighborhoods,1,1,0.3648807053941909,1
2019,12,027,all,All,1,1,0.4515217031146454,1
2019,12,027,race-ethnicity,Neighborhoods of color,1,1,0.44220672931191274,1
2019,12,027,race-ethnicity,White neighborhoods,1,1,0.4484700220573491,1
2019,12,027,race-ethnicity,Mixed neighborhoods,1,1,0.46365821447437927,1
2019,12,029,all,All,1,1,0.40033825338253387,1
2019,12,029,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,029,race-ethnicity,White neighborhoods,1,1,0.40033825338253387,1
2019,12,029,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,031,all,All,8,1,0.2636001435151192,1
2019,12,031,race-ethnicity,Neighborhoods of color,9,1,0.25835457654705213,1
2019,12,031,race-ethnicity,White neighborhoods,7,1,0.2725068805482851,1
2019,12,031,race-ethnicity,Mixed neighborhoods,8,1,0.2565934750641776,1
2019,12,033,all,All,3,1,0.28398687803903283,1
2019,12,033,race-ethnicity,Neighborhoods of color,6,1,0.2398781000420345,1
2019,12,033,race-ethnicity,White neighborhoods,3,1,0.296555256201708,1
2019,12,033,race-ethnicity,Mixed neighborhoods,4,1,0.2661423197492163,1
2019,12,035,all,All,1,1,0.3234797369483156,1
2019,12,035,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,035,race-ethnicity,White neighborhoods,1,1,0.3234797369483156,1
2019,12,035,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,037,all,All,1,1,0.35322007200720074,1
2019,12,037,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,037,race-ethnicity,White neighborhoods,1,1,0.35322007200720074,1
2019,12,037,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,039,all,All,1,1,0.34763134876669194,1
2019,12,039,race-ethnicity,Neighborhoods of color,1,1,0.3438967011585743,1
2019,12,039,race-ethnicity,White neighborhoods,1,1,0.37,1
2019,12,039,race-ethnicity,Mixed neighborhoods,1,1,0.34683948677664306,1
2019,12,041,all,All,1,1,0.3836571782178218,1
2019,12,041,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,041,race-ethnicity,White neighborhoods,1,1,0.3836571782178218,1
2019,12,041,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,043,all,All,1,1,0.4083085106382979,1
2019,12,043,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,043,race-ethnicity,White neighborhoods,1,1,0.41,1
2019,12,043,race-ethnicity,Mixed neighborhoods,1,1,0.40777123633305296,1
2019,12,045,all,All,1,1,0.3572867813097099,1
2019,12,045,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,045,race-ethnicity,White neighborhoods,1,1,0.3572867813097099,1
2019,12,045,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,047,all,All,1,1,0.4243277790458799,1
2019,12,047,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,047,race-ethnicity,White neighborhoods,1,1,0.4475167186803389,1
2019,12,047,race-ethnicity,Mixed neighborhoods,1,1,0.4,1
2019,12,049,all,All,1,1,0.44487472974691594,1
2019,12,049,race-ethnicity,Neighborhoods of color,1,1,0.41999999999999993,1
2019,12,049,race-ethnicity,White neighborhoods,1,1,0.4975379939209727,1
2019,12,049,race-ethnicity,Mixed neighborhoods,1,1,0.44218454515813493,1
2019,12,051,all,All,1,1,0.4153971421729065,1
2019,12,051,race-ethnicity,Neighborhoods of color,1,1,0.4148356471115092,1
2019,12,051,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,12,051,race-ethnicity,Mixed neighborhoods,1,1,0.42,1
2019,12,053,all,All,2,1,0.2894769602378298,1
2019,12,053,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,053,race-ethnicity,White neighborhoods,2,1,0.2894651194353963,1
2019,12,053,race-ethnicity,Mixed neighborhoods,3,1,0.29,1
2019,12,055,all,All,1,1,0.35802707235265924,1
2019,12,055,race-ethnicity,Neighborhoods of color,1,1,0.35178512396694217,1
2019,12,055,race-ethnicity,White neighborhoods,1,1,0.36032401501621886,1
2019,12,055,race-ethnicity,Mixed neighborhoods,1,1,0.3539947824623412,1
2019,12,057,all,All,5,1,0.2728968118971825,1
2019,12,057,race-ethnicity,Neighborhoods of color,6,1,0.2544746324428925,1
2019,12,057,race-ethnicity,White neighborhoods,4,1,0.2844549458247444,1
2019,12,057,race-ethnicity,Mixed neighborhoods,4,1,0.28044720121731653,1
2019,12,059,all,All,1,1,0.44489283699943605,1
2019,12,059,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,059,race-ethnicity,White neighborhoods,1,1,0.44489283699943605,1
2019,12,059,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,061,all,All,2,1,0.28882703200709753,1
2019,12,061,race-ethnicity,Neighborhoods of color,1,1,0.3068040524982731,1
2019,12,061,race-ethnicity,White neighborhoods,2,1,0.283265181868175,1
2019,12,061,race-ethnicity,Mixed neighborhoods,1,1,0.35,1
2019,12,063,all,All,1,1,0.4134491807102455,1
2019,12,063,race-ethnicity,Neighborhoods of color,1,1,0.46,1
2019,12,063,race-ethnicity,White neighborhoods,1,1,0.4212409592691283,1
2019,12,063,race-ethnicity,Mixed neighborhoods,1,1,0.3771821305841924,1
2019,12,065,all,All,1,1,0.34379896013864825,1
2019,12,065,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,065,race-ethnicity,White neighborhoods,1,1,0.3501773948302079,1
2019,12,065,race-ethnicity,Mixed neighborhoods,1,1,0.33,1
2019,12,067,all,All,1,2,0.3962390804597702,2
2019,12,067,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,067,race-ethnicity,White neighborhoods,1,2,0.3962390804597702,2
2019,12,067,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,069,all,All,0,1,0.28734173634015053,1
2019,12,069,race-ethnicity,Neighborhoods of color,0,1,0.2573116883116883,1
2019,12,069,race-ethnicity,White neighborhoods,0,1,0.28476686825321473,1
2019,12,069,race-ethnicity,Mixed neighborhoods,0,1,0.2964239938477314,1
2019,12,071,all,All,4,1,0.27393419455365714,1
2019,12,071,race-ethnicity,Neighborhoods of color,3,1,0.29417308832246586,1
2019,12,071,race-ethnicity,White neighborhoods,4,1,0.27009982121573295,1
2019,12,071,race-ethnicity,Mixed neighborhoods,4,1,0.2794779925536798,1
2019,12,073,all,All,6,1,0.2885029650354573,1
2019,12,073,race-ethnicity,Neighborhoods of color,7,1,0.25637930222703514,1
2019,12,073,race-ethnicity,White neighborhoods,4,1,0.30653698318794076,1
2019,12,073,race-ethnicity,Mixed neighborhoods,7,1,0.27632270341610143,1
2019,12,075,all,All,1,1,0.36185110541101745,1
2019,12,075,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,075,race-ethnicity,White neighborhoods,1,1,0.36501141245972074,1
2019,12,075,race-ethnicity,Mixed neighborhoods,1,1,0.33,1
2019,12,077,all,All,1,1,0.4747702318015454,1
2019,12,077,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,077,race-ethnicity,White neighborhoods,1,1,0.4747702318015454,1
2019,12,077,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,079,all,All,1,1,0.44529654765417526,1
2019,12,079,race-ethnicity,Neighborhoods of color,1,1,0.38,1
2019,12,079,race-ethnicity,White neighborhoods,1,1,0.4617174369747899,1
2019,12,079,race-ethnicity,Mixed neighborhoods,1,1,0.48000000000000004,1
2019,12,081,all,All,5,1,0.2660369712980545,1
2019,12,081,race-ethnicity,Neighborhoods of color,6,1,0.2656763084359187,1
2019,12,081,race-ethnicity,White neighborhoods,4,1,0.26831409638954395,1
2019,12,081,race-ethnicity,Mixed neighborhoods,8,1,0.2429810901001112,1
2019,12,083,all,All,2,1,0.34539584111746613,1
2019,12,083,race-ethnicity,Neighborhoods of color,2,1,0.33905436928045934,1
2019,12,083,race-ethnicity,White neighborhoods,2,1,0.34433160751044845,1
2019,12,083,race-ethnicity,Mixed neighborhoods,2,1,0.3574210892529571,1
2019,12,085,all,All,1,1,0.28568605876518727,1
2019,12,085,race-ethnicity,Neighborhoods of color,1,1,0.33,1
2019,12,085,race-ethnicity,White neighborhoods,1,1,0.28467989767713364,1
2019,12,085,race-ethnicity,Mixed neighborhoods,2,1,0.27941758747697976,1
2019,12,086,all,All,0,1,0.24090905077362612,1
2019,12,086,race-ethnicity,Neighborhoods of color,0,1,0.24416741164846067,1
2019,12,086,race-ethnicity,White neighborhoods,0,1,0.22272092641261493,1
2019,12,086,race-ethnicity,Mixed neighborhoods,0,1,0.20299685386188462,1
2019,12,087,all,All,3,1,0.23707215916178118,1
2019,12,087,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,087,race-ethnicity,White neighborhoods,2,1,0.2432072632423756,1
2019,12,087,race-ethnicity,Mixed neighborhoods,4,1,0.22699060336300694,1
2019,12,089,all,All,0,1,0.3005217311290372,1
2019,12,089,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,089,race-ethnicity,White neighborhoods,0,1,0.3005217311290372,1
2019,12,089,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,091,all,All,2,1,0.2755511659526436,1
2019,12,091,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,091,race-ethnicity,White neighborhoods,2,1,0.2794733314716559,1
2019,12,091,race-ethnicity,Mixed neighborhoods,4,1,0.23125827814569536,1
2019,12,093,all,All,1,1,0.40128308400460294,1
2019,12,093,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,093,race-ethnicity,White neighborhoods,1,1,0.3965099806825499,1
2019,12,093,race-ethnicity,Mixed neighborhoods,1,1,0.4109812472743132,1
2019,12,095,all,All,14,1,0.2744027896600645,1
2019,12,095,race-ethnicity,Neighborhoods of color,16,1,0.267549232461384,1
2019,12,095,race-ethnicity,White neighborhoods,14,1,0.27484394267976364,1
2019,12,095,race-ethnicity,Mixed neighborhoods,11,1,0.28318141389164003,1
2019,12,097,all,All,14,1,0.3033838143900099,1
2019,12,097,race-ethnicity,Neighborhoods of color,17,1,0.29921697812457304,1
2019,12,097,race-ethnicity,White neighborhoods,7,1,0.30850990060867556,1
2019,12,097,race-ethnicity,Mixed neighborhoods,9,1,0.3119453250442587,1
2019,12,099,all,All,1,1,0.2633774352773442,1
2019,12,099,race-ethnicity,Neighborhoods of color,1,1,0.2628646392021569,1
2019,12,099,race-ethnicity,White neighborhoods,1,1,0.25880829226954594,1
2019,12,099,race-ethnicity,Mixed neighborhoods,1,1,0.27903202649903086,1
2019,12,101,all,All,0,1,0.2861656333558604,1
2019,12,101,race-ethnicity,Neighborhoods of color,0,1,0.27,1
2019,12,101,race-ethnicity,White neighborhoods,0,1,0.2800392277780632,1
2019,12,101,race-ethnicity,Mixed neighborhoods,0,1,0.32523449806673344,1
2019,12,103,all,All,14,1,0.2479477408685156,1
2019,12,103,race-ethnicity,Neighborhoods of color,15,1,0.2577651416349314,1
2019,12,103,race-ethnicity,White neighborhoods,14,1,0.2475976557551942,1
2019,12,103,race-ethnicity,Mixed neighborhoods,15,1,0.24602101195507792,1
2019,12,105,all,All,3,1,0.33327027452047103,1
2019,12,105,race-ethnicity,Neighborhoods of color,3,1,0.3260866411027049,1
2019,12,105,race-ethnicity,White neighborhoods,2,1,0.3336681500317864,1
2019,12,105,race-ethnicity,Mixed neighborhoods,3,1,0.3353289256634599,1
2019,12,107,all,All,1,1,0.4014404173720761,1
2019,12,107,race-ethnicity,Neighborhoods of color,2,1,0.3528635569967573,1
2019,12,107,race-ethnicity,White neighborhoods,1,1,0.4085798287102134,1
2019,12,107,race-ethnicity,Mixed neighborhoods,1,1,0.42,1
2019,12,109,all,All,2,1,0.29822581190226755,1
2019,12,109,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,109,race-ethnicity,White neighborhoods,2,1,0.29822581190226755,1
2019,12,109,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,111,all,All,0,1,0.2902687324090937,1
2019,12,111,race-ethnicity,Neighborhoods of color,0,1,0.2712455976424926,1
2019,12,111,race-ethnicity,White neighborhoods,0,1,0.28157789136769695,1
2019,12,111,race-ethnicity,Mixed neighborhoods,0,1,0.3115687665904492,1
2019,12,113,all,All,1,1,0.3168558113171899,1
2019,12,113,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,113,race-ethnicity,White neighborhoods,1,1,0.3168558113171899,1
2019,12,113,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,115,all,All,5,1,0.2550133448551207,1
2019,12,115,race-ethnicity,Neighborhoods of color,7,1,0.22999999999999998,1
2019,12,115,race-ethnicity,White neighborhoods,5,1,0.2564133947160073,1
2019,12,115,race-ethnicity,Mixed neighborhoods,8,1,0.23639386424175626,1
2019,12,117,all,All,9,1,0.273910680148329,1
2019,12,117,race-ethnicity,Neighborhoods of color,9,1,0.26233857751556866,1
2019,12,117,race-ethnicity,White neighborhoods,7,1,0.2871135778798123,1
2019,12,117,race-ethnicity,Mixed neighborhoods,12,1,0.2551976141993618,1
2019,12,119,all,All,3,1,0.2434746576560555,1
2019,12,119,race-ethnicity,Neighborhoods of color,1,2,0.26,2
2019,12,119,race-ethnicity,White neighborhoods,3,1,0.24337348101946446,1
2019,12,119,race-ethnicity,Mixed neighborhoods,1,3,0.2,3
2019,12,121,all,All,1,1,0.37724207415368083,1
2019,12,121,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,121,race-ethnicity,White neighborhoods,1,1,0.37724207415368083,1
2019,12,121,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,123,all,All,1,1,0.41353409858203916,1
2019,12,123,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,123,race-ethnicity,White neighborhoods,1,1,0.4286234579988251,1
2019,12,123,race-ethnicity,Mixed neighborhoods,1,1,0.38,1
2019,12,125,all,All,1,1,0.36793939393939395,1
2019,12,125,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,125,race-ethnicity,White neighborhoods,1,1,0.3695215021199273,1
2019,12,125,race-ethnicity,Mixed neighborhoods,1,2,0.36,2
2019,12,127,all,All,4,1,0.3021196794383242,1
2019,12,127,race-ethnicity,Neighborhoods of color,7,1,0.2576102279544092,1
2019,12,127,race-ethnicity,White neighborhoods,4,1,0.30095854779580516,1
2019,12,127,race-ethnicity,Mixed neighborhoods,4,1,0.3218173816828447,1
2019,12,129,all,All,1,1,0.36300625000000003,1
2019,12,129,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,129,race-ethnicity,White neighborhoods,1,1,0.36300625000000003,1
2019,12,129,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,12,131,all,All,1,1,0.29890007293946025,1
2019,12,131,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,131,race-ethnicity,White neighborhoods,1,1,0.29954138483794035,1
2019,12,131,race-ethnicity,Mixed neighborhoods,1,1,0.29,1
2019,12,133,all,All,1,1,0.46458026509572903,1
2019,12,133,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,12,133,race-ethnicity,White neighborhoods,1,1,0.46458026509572903,1
2019,12,133,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,001,all,All,1,1,0.43945012019230767,1
2019,13,001,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,001,race-ethnicity,White neighborhoods,1,1,0.44246284921735685,1
2019,13,001,race-ethnicity,Mixed neighborhoods,1,1,0.43,1
2019,13,003,all,All,1,1,0.4660902777777777,1
2019,13,003,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,003,race-ethnicity,White neighborhoods,1,1,0.48,1
2019,13,003,race-ethnicity,Mixed neighborhoods,1,1,0.4632103939647946,1
2019,13,005,all,All,1,1,0.45613835828600935,1
2019,13,005,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,005,race-ethnicity,White neighborhoods,1,1,0.46481937276697105,1
2019,13,005,race-ethnicity,Mixed neighborhoods,1,1,0.44000000000000006,1
2019,13,007,all,All,0,2,0.49381754385964916,2
2019,13,007,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,007,race-ethnicity,White neighborhoods,1,2,0.5,2
2019,13,007,race-ethnicity,Mixed neighborhoods,0,2,0.49,2
2019,13,009,all,All,1,1,0.3808424433327156,1
2019,13,009,race-ethnicity,Neighborhoods of color,1,1,0.33163841807909605,1
2019,13,009,race-ethnicity,White neighborhoods,1,1,0.3840377804014168,1
2019,13,009,race-ethnicity,Mixed neighborhoods,1,1,0.39463174046470845,1
2019,13,011,all,All,1,1,0.39095845697329373,1
2019,13,011,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,011,race-ethnicity,White neighborhoods,1,1,0.39095845697329373,1
2019,13,011,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,013,all,All,1,1,0.29698042197300895,1
2019,13,013,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,013,race-ethnicity,White neighborhoods,1,1,0.30418384539147675,1
2019,13,013,race-ethnicity,Mixed neighborhoods,1,1,0.2732473469387755,1
2019,13,015,all,All,1,1,0.2802314827118824,1
2019,13,015,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,015,race-ethnicity,White neighborhoods,1,1,0.28471615088440494,1
2019,13,015,race-ethnicity,Mixed neighborhoods,1,1,0.23,1
2019,13,017,all,All,1,1,0.469452118578302,1
2019,13,017,race-ethnicity,Neighborhoods of color,1,1,0.43,1
2019,13,017,race-ethnicity,White neighborhoods,1,1,0.5437439024390245,1
2019,13,017,race-ethnicity,Mixed neighborhoods,1,1,0.449844529187445,1
2019,13,019,all,All,1,1,0.43041129360662417,1
2019,13,019,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,019,race-ethnicity,White neighborhoods,1,1,0.43041129360662417,1
2019,13,019,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,021,all,All,2,1,0.34427334985202007,1
2019,13,021,race-ethnicity,Neighborhoods of color,2,1,0.32229976580796255,1
2019,13,021,race-ethnicity,White neighborhoods,2,1,0.3798554848789198,1
2019,13,021,race-ethnicity,Mixed neighborhoods,2,1,0.34203633732615163,1
2019,13,023,all,All,1,1,0.38188697318007664,1
2019,13,023,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,023,race-ethnicity,White neighborhoods,1,1,0.38454865181711606,1
2019,13,023,race-ethnicity,Mixed neighborhoods,1,1,0.37,1
2019,13,025,all,All,1,1,0.3627949582295178,1
2019,13,025,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,025,race-ethnicity,White neighborhoods,1,1,0.3627949582295178,1
2019,13,025,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,027,all,All,1,1,0.4265303867403315,1
2019,13,027,race-ethnicity,Neighborhoods of color,1,1,0.39,1
2019,13,027,race-ethnicity,White neighborhoods,1,1,0.44567255956956187,1
2019,13,027,race-ethnicity,Mixed neighborhoods,1,1,0.4,1
2019,13,029,all,All,1,1,0.3260239117106071,1
2019,13,029,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,029,race-ethnicity,White neighborhoods,1,1,0.3366180625170874,1
2019,13,029,race-ethnicity,Mixed neighborhoods,1,1,0.27,1
2019,13,031,all,All,1,1,0.3533318721461186,1
2019,13,031,race-ethnicity,Neighborhoods of color,1,1,0.3,1
2019,13,031,race-ethnicity,White neighborhoods,1,1,0.37428378709835664,1
2019,13,031,race-ethnicity,Mixed neighborhoods,1,1,0.32641513444574344,1
2019,13,033,all,All,1,1,0.3509166361528134,1
2019,13,033,race-ethnicity,Neighborhoods of color,1,1,0.32000000000000006,1
2019,13,033,race-ethnicity,White neighborhoods,1,1,0.35,1
2019,13,033,race-ethnicity,Mixed neighborhoods,1,1,0.36158935501755685,1
2019,13,035,all,All,1,1,0.2866880057978016,1
2019,13,035,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,035,race-ethnicity,White neighborhoods,1,1,0.3,1
2019,13,035,race-ethnicity,Mixed neighborhoods,1,1,0.2780501892053376,1
2019,13,037,all,All,1,2,0.4931336405529954,2
2019,13,037,race-ethnicity,Neighborhoods of color,1,2,0.4931336405529954,2
2019,13,037,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,13,037,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,039,all,All,1,1,0.30936032681766473,1
2019,13,039,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,039,race-ethnicity,White neighborhoods,1,1,0.30831497046796913,1
2019,13,039,race-ethnicity,Mixed neighborhoods,1,1,0.32,1
2019,13,043,all,All,1,1,0.47596810366309494,1
2019,13,043,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,043,race-ethnicity,White neighborhoods,1,1,0.48999999999999994,1
2019,13,043,race-ethnicity,Mixed neighborhoods,1,1,0.46,1
2019,13,045,all,All,1,1,0.28334200415244726,1
2019,13,045,race-ethnicity,Neighborhoods of color,1,1,0.2466030989272944,1
2019,13,045,race-ethnicity,White neighborhoods,1,1,0.2881129949712841,1
2019,13,045,race-ethnicity,Mixed neighborhoods,1,1,0.26,1
2019,13,047,all,All,2,1,0.32704011623214146,1
2019,13,047,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,047,race-ethnicity,White neighborhoods,2,1,0.32704011623214146,1
2019,13,047,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,049,all,All,1,1,0.4237959183673469,1
2019,13,049,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,049,race-ethnicity,White neighborhoods,1,1,0.46,1
2019,13,049,race-ethnicity,Mixed neighborhoods,1,1,0.41,1
2019,13,051,all,All,2,1,0.28211121140667605,1
2019,13,051,race-ethnicity,Neighborhoods of color,2,1,0.26052914235865,1
2019,13,051,race-ethnicity,White neighborhoods,1,1,0.2927276716397758,1
2019,13,051,race-ethnicity,Mixed neighborhoods,1,1,0.29340203502129675,1
2019,13,053,all,All,1,1,0.3299066147859922,1
2019,13,053,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,053,race-ethnicity,White neighborhoods,1,1,0.3347039473684211,1
2019,13,053,race-ethnicity,Mixed neighborhoods,1,1,0.31817694369973193,1
2019,13,055,all,All,1,1,0.43662634989200866,1
2019,13,055,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,055,race-ethnicity,White neighborhoods,1,1,0.43662634989200866,1
2019,13,055,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,057,all,All,0,1,0.2875005956635692,1
2019,13,057,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,057,race-ethnicity,White neighborhoods,0,1,0.2875005956635692,1
2019,13,057,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,059,all,All,6,1,0.2972975186307428,1
2019,13,059,race-ethnicity,Neighborhoods of color,5,1,0.30017358258011506,1
2019,13,059,race-ethnicity,White neighborhoods,7,1,0.2954537644132942,1
2019,13,059,race-ethnicity,Mixed neighborhoods,6,1,0.2980491967280645,1
2019,13,061,all,All,1,2,0.63,2
2019,13,061,race-ethnicity,Neighborhoods of color,1,2,0.63,2
2019,13,061,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,13,061,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,063,all,All,4,1,0.25471218404947027,1
2019,13,063,race-ethnicity,Neighborhoods of color,4,1,0.25471218404947027,1
2019,13,063,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,13,063,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,065,all,All,1,2,0.54,2
2019,13,065,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,065,race-ethnicity,White neighborhoods,1,2,0.54,2
2019,13,065,race-ethnicity,Mixed neighborhoods,1,2,0.54,2
2019,13,067,all,All,1,1,0.25407783888663005,1
2019,13,067,race-ethnicity,Neighborhoods of color,1,1,0.24304025018561431,1
2019,13,067,race-ethnicity,White neighborhoods,1,1,0.2776640889870862,1
2019,13,067,race-ethnicity,Mixed neighborhoods,1,1,0.2367843100975993,1
2019,13,069,all,All,1,1,0.42187906912314727,1
2019,13,069,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,069,race-ethnicity,White neighborhoods,1,1,0.44627655928718296,1
2019,13,069,race-ethnicity,Mixed neighborhoods,1,1,0.40532666821669383,1
2019,13,071,all,All,1,1,0.46362270235407926,1
2019,13,071,race-ethnicity,Neighborhoods of color,1,1,0.4040615874701354,1
2019,13,071,race-ethnicity,White neighborhoods,1,1,0.5103354657512872,1
2019,13,071,race-ethnicity,Mixed neighborhoods,1,1,0.44954588102833554,1
2019,13,073,all,All,0,1,0.35720343111299374,1
2019,13,073,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,073,race-ethnicity,White neighborhoods,0,1,0.35635796430931926,1
2019,13,073,race-ethnicity,Mixed neighborhoods,0,1,0.3606091586794462,1
2019,13,075,all,All,1,1,0.4159449895447966,1
2019,13,075,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,075,race-ethnicity,White neighborhoods,1,1,0.4240654699049631,1
2019,13,075,race-ethnicity,Mixed neighborhoods,1,1,0.39,1
2019,13,077,all,All,0,1,0.2887637167291246,1
2019,13,077,race-ethnicity,Neighborhoods of color,0,1,0.25,1
2019,13,077,race-ethnicity,White neighborhoods,0,1,0.3039494466530568,1
2019,13,077,race-ethnicity,Mixed neighborhoods,0,1,0.2507468234073818,1
2019,13,079,all,All,1,1,0.41519512195121944,1
2019,13,079,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,079,race-ethnicity,White neighborhoods,1,1,0.4133670033670033,1
2019,13,079,race-ethnicity,Mixed neighborhoods,1,1,0.41999999999999993,1
2019,13,081,all,All,1,1,0.43127781013395455,1
2019,13,081,race-ethnicity,Neighborhoods of color,1,1,0.44,1
2019,13,081,race-ethnicity,White neighborhoods,1,1,0.46557499999999996,1
2019,13,081,race-ethnicity,Mixed neighborhoods,1,1,0.4172385768466679,1
2019,13,083,all,All,1,1,0.32760613397901533,1
2019,13,083,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,083,race-ethnicity,White neighborhoods,1,1,0.32760613397901533,1
