year,state,county,r_black_nh_hv_hh,black_nh_wealth_quality,r_hispanic_hv_hh,hispanic_wealth_quality,r_other_nh_hv_hh,other_nh_wealth_quality,r_white_nh_hv_hh,white_nh_wealth_quality
2017,30,093,0.0%:0.5%,3,1.8%:2.7%,3,1.7%:2.8%,3,96.6%:94.0%,3
2017,30,095,0.0%:0.6%,3,1.1%:2.4%,3,1.4%:3.2%,3,97.4%:93.9%,3
2017,30,097,0.0%:0.6%,3,1.1%:2.4%,3,1.4%:3.2%,3,97.4%:93.9%,3
2017,30,099,0.3%:0.6%,3,0.2%:2.2%,3,2.5%:9.7%,3,97.0%:87.4%,3
2017,30,101,0.3%:0.6%,3,0.2%:2.2%,3,2.5%:9.7%,3,97.0%:87.4%,3
2017,30,103,0.0%:0.0%,3,1.4%:3.1%,3,5.9%:10.4%,3,92.7%:86.4%,3
2017,30,105,0.0%:0.0%,3,1.4%:3.1%,3,5.9%:10.4%,3,92.7%:86.4%,3
2017,30,107,0.3%:0.6%,3,0.2%:2.2%,3,2.5%:9.7%,3,97.0%:87.4%,3
2017,30,109,0.0%:0.0%,3,1.4%:3.1%,3,5.9%:10.4%,3,92.7%:86.4%,3
2017,30,111,0.2%:0.6%,3,2.2%:4.3%,3,3.5%:7.3%,1,94.1%:87.8%,1
2017,31,001,0.0%:0.0%,3,3.1%:5.3%,3,2.8%:1.8%,3,94.0%:92.8%,3
2017,31,003,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,005,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,007,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,009,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,011,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,013,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,015,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,017,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,019,0.0%:0.0%,3,3.1%:5.3%,3,2.8%:1.8%,3,94.0%:92.8%,2
2017,31,021,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,023,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,025,0.1%:0.5%,3,1.6%:4.9%,3,8.2%:2.8%,3,90.0%:91.8%,3
2017,31,027,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,029,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,031,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,033,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,035,0.0%:0.0%,3,3.1%:5.3%,3,2.8%:1.8%,3,94.0%:92.8%,3
2017,31,037,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,039,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,041,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,043,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,045,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,047,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,049,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,051,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,053,0.1%:0.5%,3,1.6%:4.9%,3,8.2%:2.8%,3,90.0%:91.8%,2
2017,31,055,2.9%:12.1%,1,4.2%:8.8%,1,4.1%:5.0%,1,88.8%:74.1%,1
2017,31,057,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,059,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,061,0.0%:0.0%,3,3.1%:5.3%,3,2.8%:1.8%,3,94.0%:92.8%,3
2017,31,063,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,065,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,067,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,069,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,071,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,073,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,075,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,077,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,079,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,2
2017,31,081,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,083,0.0%:0.0%,3,3.1%:5.3%,3,2.8%:1.8%,3,94.0%:92.8%,3
2017,31,085,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,087,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,089,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,091,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,093,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,095,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,097,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,099,0.0%:0.0%,3,3.1%:5.3%,3,2.8%:1.8%,3,94.0%:92.8%,3
2017,31,101,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,103,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,105,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,107,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,109,0.7%:1.5%,3,1.5%:4.8%,3,3.4%:6.1%,3,94.4%:87.6%,1
2017,31,111,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,113,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,115,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,117,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,119,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,121,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,123,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,125,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,127,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,129,0.0%:0.0%,3,3.1%:5.3%,3,2.8%:1.8%,3,94.0%:92.8%,3
2017,31,131,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,133,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,135,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,137,0.0%:0.0%,3,3.1%:5.3%,3,2.8%:1.8%,3,94.0%:92.8%,3
2017,31,139,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,141,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,143,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,145,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,147,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,149,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,151,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,153,1.0%:3.8%,3,4.4%:5.2%,3,2.3%:3.2%,3,92.3%:87.8%,1
2017,31,155,0.1%:0.5%,3,1.6%:4.9%,3,8.2%:2.8%,3,90.0%:91.8%,3
2017,31,157,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,159,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,161,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,163,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,165,0.2%:0.1%,3,6.5%:8.1%,3,2.2%:4.7%,3,91.0%:87.1%,3
2017,31,167,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,169,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,31,171,0.3%:2.8%,3,4.6%:10.5%,3,1.9%:1.7%,3,93.2%:84.9%,3
2017,31,173,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,175,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,177,0.1%:0.5%,3,1.6%:4.9%,3,8.2%:2.8%,3,90.0%:91.8%,3
2017,31,179,0.1%:1.4%,3,9.3%:9.5%,3,1.4%:3.7%,3,89.1%:85.4%,3
2017,31,181,0.0%:0.0%,3,3.1%:5.3%,3,2.8%:1.8%,3,94.0%:92.8%,3
2017,31,183,0.0%:0.6%,3,5.7%:14.1%,3,2.0%:1.5%,3,92.3%:83.9%,3
2017,31,185,0.2%:0.3%,3,1.6%:3.6%,3,0.6%:2.2%,3,97.7%:93.8%,3
2017,32,001,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,003,5.2%:11.8%,1,13.9%:23.4%,1,13.9%:12.7%,1,67.0%:52.1%,1
2017,32,005,0.5%:0.8%,3,6.4%:12.4%,3,6.7%:6.4%,3,86.4%:80.4%,3
2017,32,007,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,009,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,011,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,013,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,015,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,017,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,019,0.5%:0.8%,3,6.4%:12.4%,3,6.7%:6.4%,3,86.4%:80.4%,3
2017,32,021,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,023,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,027,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,029,0.5%:0.8%,3,6.4%:12.4%,3,6.7%:6.4%,3,86.4%:80.4%,3
2017,32,031,0.6%:1.9%,3,10.2%:18.3%,1,5.3%:7.8%,1,84.0%:72.0%,1
2017,32,033,0.3%:1.5%,3,13.3%:13.4%,3,4.6%:7.5%,3,81.8%:77.6%,3
2017,32,510,0.5%:0.8%,3,6.4%:12.4%,3,6.7%:6.4%,3,86.4%:80.4%,3
2017,33,001,0.2%:0.1%,3,0.9%:1.1%,3,2.2%:3.5%,3,96.7%:95.2%,2
2017,33,003,0.2%:0.2%,3,0.9%:1.2%,3,2.2%:3.6%,3,96.7%:95.0%,3
2017,33,005,0.0%:0.8%,3,0.3%:0.3%,3,1.2%:2.4%,3,98.6%:96.5%,2
2017,33,007,0.0%:0.7%,3,0.8%:0.9%,3,1.8%:2.4%,3,97.3%:96.0%,3
2017,33,009,0.0%:0.7%,3,0.8%:0.9%,3,1.8%:2.4%,3,97.3%:96.0%,2
2017,33,011,1.5%:2.5%,3,2.2%:4.7%,3,4.8%:4.9%,1,91.4%:87.9%,1
2017,33,013,0.6%:1.4%,3,0.5%:0.9%,3,1.4%:2.6%,3,97.5%:95.1%,1
2017,33,015,0.5%:0.9%,3,0.9%:1.7%,3,2.2%:2.8%,1,96.4%:94.6%,1
2017,33,017,0.0%:0.5%,3,0.8%:2.0%,3,2.5%:4.7%,3,96.7%:92.8%,1
2017,33,019,0.0%:0.8%,3,0.3%:0.3%,3,1.2%:2.4%,3,98.6%:96.5%,2
2017,34,001,4.3%:13.2%,1,4.7%:14.4%,1,6.9%:8.1%,1,84.0%:64.4%,1
2017,34,003,2.9%:5.3%,1,8.4%:17.6%,1,16.0%:16.5%,1,72.6%:60.6%,1
2017,34,005,11.3%:15.0%,1,3.5%:6.1%,1,7.0%:5.8%,1,78.1%:73.1%,1
2017,34,007,8.5%:18.3%,1,6.8%:14.4%,1,7.5%:6.7%,1,77.2%:60.7%,1
2017,34,009,2.1%:4.1%,3,0.9%:6.3%,3,1.0%:2.4%,3,96.0%:87.1%,1
2017,34,011,11.4%:15.4%,1,13.3%:22.6%,1,3.2%:3.0%,3,72.1%:59.1%,1
2017,34,013,12.6%:40.0%,1,12.2%:19.5%,1,10.3%:7.3%,1,64.9%:33.2%,1
2017,34,015,6.6%:10.1%,1,3.5%:5.0%,1,4.4%:3.3%,1,85.6%:81.6%,1
2017,34,017,6.0%:10.6%,1,21.1%:36.8%,1,23.2%:17.7%,1,49.7%:34.9%,1
2017,34,019,1.5%:1.1%,3,3.2%:4.8%,3,2.0%:3.4%,3,93.3%:90.8%,1
2017,34,021,6.5%:20.5%,1,5.0%:12.3%,1,17.0%:11.7%,1,71.5%:55.5%,1
2017,34,023,6.1%:9.7%,1,8.2%:17.1%,1,26.4%:22.8%,1,59.4%:50.4%,1
2017,34,025,2.2%:6.8%,1,4.9%:8.3%,1,6.6%:5.7%,1,86.2%:79.1%,1
2017,34,027,1.9%:2.6%,3,5.3%:10.7%,1,9.6%:10.9%,1,83.1%:75.9%,1
2017,34,029,1.1%:2.8%,3,4.1%:7.1%,1,2.1%:2.4%,1,92.6%:87.8%,1
2017,34,031,4.0%:10.9%,1,16.7%:35.1%,1,7.7%:5.5%,1,71.5%:48.5%,1
2017,34,033,7.8%:18.8%,3,2.3%:11.7%,3,5.7%:3.4%,3,84.2%:66.0%,2
2017,34,035,5.1%:9.4%,1,5.2%:11.0%,1,19.7%:17.7%,1,70.0%:61.9%,1
2017,34,037,1.5%:2.5%,3,6.5%:6.9%,3,2.3%:1.9%,3,89.7%:88.6%,1
2017,34,039,9.9%:21.2%,1,11.9%:27.2%,1,7.7%:6.5%,1,70.5%:45.1%,1
2017,34,041,2.3%:3.8%,3,3.2%:6.2%,3,4.2%:3.3%,3,90.2%:86.7%,1
2017,35,001,1.4%:3.0%,3,33.8%:44.4%,1,4.9%:6.7%,1,59.9%:45.9%,1
2017,35,003,0.6%:1.2%,3,38.4%:42.9%,3,1.6%:3.5%,3,59.4%:52.4%,3
2017,35,005,0.5%:3.4%,3,28.4%:35.9%,2,3.2%:4.5%,3,67.9%:56.2%,2
2017,35,006,0.1%:1.0%,3,14.3%:16.6%,3,53.4%:66.5%,3,32.1%:15.9%,3
2017,35,007,2.0%:4.7%,3,41.9%:36.3%,3,1.6%:3.9%,3,54.5%:55.1%,3
2017,35,009,2.0%:4.7%,3,41.9%:36.3%,2,1.6%:3.9%,3,54.5%:55.1%,2
2017,35,011,2.0%:4.7%,3,41.9%:36.3%,3,1.6%:3.9%,3,54.5%:55.1%,3
2017,35,013,4.0%:2.7%,3,43.0%:59.9%,1,1.5%:2.3%,3,51.5%:35.1%,1
2017,35,015,3.0%:4.4%,3,35.5%:43.9%,2,0.4%:2.5%,3,61.2%:49.2%,2
2017,35,017,0.6%:1.2%,3,38.4%:42.9%,3,1.6%:3.5%,3,59.4%:52.4%,3
2017,35,019,2.0%:4.7%,3,41.9%:36.3%,3,1.6%:3.9%,3,54.5%:55.1%,3
2017,35,021,2.0%:4.7%,3,41.9%:36.3%,3,1.6%:3.9%,3,54.5%:55.1%,3
2017,35,023,0.6%:1.2%,3,38.4%:42.9%,3,1.6%:3.5%,3,59.4%:52.4%,3
2017,35,025,3.0%:4.4%,3,35.5%:43.9%,2,0.4%:2.5%,3,61.2%:49.2%,2
2017,35,027,0.5%:3.4%,3,28.4%:35.9%,3,3.2%:4.5%,3,67.9%:56.2%,3
2017,35,028,0.2%:0.1%,3,46.7%:60.9%,3,14.9%:6.0%,3,38.2%:33.0%,3
2017,35,029,0.6%:1.2%,3,38.4%:42.9%,3,1.6%:3.5%,3,59.4%:52.4%,3
2017,35,031,0.1%:1.0%,3,14.3%:16.6%,2,53.4%:66.5%,2,32.1%:15.9%,2
2017,35,033,0.2%:0.1%,3,46.7%:60.9%,3,14.9%:6.0%,3,38.2%:33.0%,3
2017,35,035,0.5%:3.4%,3,28.4%:35.9%,2,3.2%:4.5%,3,67.9%:56.2%,2
2017,35,037,2.0%:4.7%,3,41.9%:36.3%,3,1.6%:3.9%,3,54.5%:55.1%,3
2017,35,039,0.2%:0.1%,3,46.7%:60.9%,3,14.9%:6.0%,3,38.2%:33.0%,3
2017,35,041,2.0%:4.7%,3,41.9%:36.3%,3,1.6%:3.9%,3,54.5%:55.1%,3
2017,35,043,1.0%:2.7%,3,17.7%:32.5%,1,30.1%:11.3%,1,51.2%:53.5%,1
2017,35,045,0.5%:0.6%,3,16.1%:19.6%,1,17.6%:29.4%,1,65.8%:50.4%,1
2017,35,047,0.2%:0.1%,3,46.7%:60.9%,3,14.9%:6.0%,3,38.2%:33.0%,3
2017,35,049,0.6%:1.3%,3,28.9%:40.4%,1,2.5%:5.4%,1,68.0%:52.9%,1
2017,35,051,0.6%:1.2%,3,38.4%:42.9%,3,1.6%:3.5%,3,59.4%:52.4%,3
2017,35,053,0.6%:1.2%,3,38.4%:42.9%,3,1.6%:3.5%,3,59.4%:52.4%,3
2017,35,055,0.2%:0.1%,3,46.7%:60.9%,3,14.9%:6.0%,3,38.2%:33.0%,3
2017,35,057,0.6%:1.2%,3,38.4%:42.9%,3,1.6%:3.5%,3,59.4%:52.4%,3
2017,35,059,2.0%:4.7%,3,41.9%:36.3%,3,1.6%:3.9%,3,54.5%:55.1%,3
2017,35,061,0.0%:0.0%,3,32.7%:43.5%,1,11.0%:7.7%,3,56.3%:48.8%,1
2017,36,001,2.2%:10.7%,3,2.9%:3.9%,3,6.1%:8.3%,1,88.7%:77.2%,1
2017,36,003,0.2%:0.7%,3,0.6%:0.9%,3,3.6%:3.1%,3,95.6%:95.4%,2
2017,36,005,29.5%:31.4%,1,29.6%:53.0%,1,8.2%:4.9%,1,32.7%:10.7%,1
2017,36,007,1.4%:4.5%,3,1.3%:3.6%,3,1.7%:4.9%,3,95.7%:87.0%,1
2017,36,009,0.2%:0.7%,3,0.6%:0.9%,3,3.6%:3.1%,3,95.6%:95.4%,2
2017,36,011,0.9%:0.8%,3,1.0%:1.8%,3,1.7%:1.3%,3,96.4%:96.2%,2
2017,36,013,0.3%:0.9%,3,1.4%:5.1%,3,1.3%:1.5%,3,97.0%:92.5%,1
2017,36,015,2.1%:3.2%,3,2.1%:1.2%,3,4.7%:5.0%,3,91.1%:90.6%,2
2017,36,017,0.9%:0.7%,3,2.8%:2.9%,3,0.8%:1.4%,3,95.5%:95.0%,2
2017,36,019,0.3%:0.6%,3,0.3%:0.8%,3,3.3%:3.2%,3,96.2%:95.4%,2
2017,36,021,3.2%:4.0%,3,1.6%:2.8%,3,0.8%:1.8%,3,94.4%:91.5%,2
2017,36,023,0.3%:0.6%,3,1.6%:1.3%,3,0.8%:1.4%,3,97.3%:96.7%,2
2017,36,025,0.9%:0.7%,3,2.8%:2.9%,3,0.8%:1.4%,3,95.5%:95.0%,2
2017,36,027,3.4%:8.2%,1,7.7%:7.7%,1,5.3%:6.0%,1,83.6%:78.1%,1
2017,36,029,4.7%:13.2%,1,1.6%:3.9%,1,3.1%:4.1%,1,90.6%:78.9%,1
2017,36,031,0.3%:0.6%,3,0.3%:0.8%,3,3.3%:3.2%,3,96.2%:95.4%,3
2017,36,033,0.3%:0.6%,3,0.3%:0.8%,3,3.3%:3.2%,3,96.2%:95.4%,3
2017,36,035,0.0%:1.3%,3,3.4%:5.8%,3,1.7%:1.7%,3,94.8%:91.1%,2
2017,36,037,0.6%:3.8%,3,0.6%:3.2%,3,0.8%:2.5%,3,97.9%:90.5%,2
2017,36,039,3.2%:4.0%,3,1.6%:2.8%,3,0.8%:1.8%,3,94.4%:91.5%,2
2017,36,041,0.3%:0.6%,3,0.3%:0.8%,3,3.3%:3.2%,3,96.2%:95.4%,3
2017,36,043,1.6%:0.6%,3,0.9%:1.1%,3,0.4%:1.8%,3,97.1%:96.5%,2
2017,36,045,1.0%:5.5%,3,1.3%:4.0%,3,2.4%:2.1%,3,95.3%:88.5%,1
2017,36,047,20.4%:30.9%,1,9.0%:17.2%,1,14.0%:12.3%,1,56.6%:39.6%,1
2017,36,049,1.0%:5.5%,3,1.3%:4.0%,3,2.4%:2.1%,3,95.3%:88.5%,3
2017,36,051,0.3%:0.5%,3,0.6%:2.4%,3,1.7%:1.8%,3,97.5%:95.3%,2
2017,36,053,0.3%:0.6%,3,1.6%:1.3%,3,0.8%:1.4%,3,97.3%:96.7%,2
2017,36,055,5.0%:13.4%,1,3.2%:7.0%,1,4.4%:4.9%,1,87.5%:74.8%,1
2017,36,057,0.0%:1.3%,3,3.4%:5.8%,3,1.7%:1.7%,3,94.8%:91.1%,2
2017,36,059,5.0%:10.1%,1,6.9%:13.3%,1,11.3%:10.1%,1,76.8%:66.5%,1
2017,36,061,3.8%:11.3%,1,5.0%:20.9%,1,10.6%:13.8%,1,80.5%:53.9%,1
2017,36,063,5.4%:7.0%,3,0.7%:1.5%,3,2.3%:2.6%,3,91.6%:88.8%,1
2017,36,065,1.5%:4.6%,3,2.4%:3.4%,3,1.7%:4.0%,3,94.4%:88.0%,1
2017,36,067,2.7%:10.0%,1,1.0%:3.7%,3,3.4%:5.0%,1,93.0%:81.4%,1
2017,36,069,0.1%:3.0%,3,1.1%:3.1%,3,1.3%:1.3%,3,97.5%:92.6%,1
2017,36,071,7.2%:9.9%,1,12.8%:17.1%,1,4.5%:4.0%,1,75.5%:69.0%,1
2017,36,073,0.6%:3.8%,3,0.6%:3.2%,3,0.8%:2.5%,3,97.9%:90.5%,2
2017,36,075,0.0%:0.3%,3,2.1%:2.3%,3,1.0%:1.3%,3,96.9%:96.1%,1
2017,36,077,0.0%:1.1%,3,2.3%:2.0%,3,1.2%:1.1%,3,96.5%:95.9%,2
2017,36,079,3.3%:2.7%,3,8.1%:11.2%,3,3.8%:2.9%,3,84.8%:83.3%,1
2017,36,081,14.9%:16.8%,1,14.2%:24.1%,1,32.7%:27.1%,1,38.3%:32.0%,1
2017,36,083,0.9%:5.5%,3,2.2%:4.2%,3,2.5%:3.6%,3,94.4%:86.7%,1
2017,36,085,3.2%:10.1%,1,8.8%:14.7%,1,10.1%:8.7%,1,77.9%:66.5%,1
2017,36,087,5.3%:10.1%,1,8.9%:14.2%,1,6.7%:6.7%,1,79.0%:69.0%,1
2017,36,089,0.0%:0.1%,3,0.8%:0.9%,3,2.2%:2.1%,3,97.0%:96.9%,1
2017,36,091,1.5%:2.2%,3,1.2%:1.8%,3,3.7%:3.6%,3,93.5%:92.4%,1
2017,36,093,3.9%:10.2%,3,2.3%:4.0%,3,3.3%:5.7%,3,90.5%:80.1%,1
2017,36,095,0.0%:1.1%,3,2.3%:2.0%,3,1.2%:1.1%,3,96.5%:95.9%,3
2017,36,097,0.5%:1.1%,3,0.1%:0.4%,3,1.2%:1.2%,3,98.2%:97.3%,3
2017,36,099,0.7%:2.2%,3,2.4%:2.5%,3,1.6%:1.5%,3,95.3%:93.8%,3
2017,36,101,1.0%:1.7%,3,0.7%:0.6%,3,2.2%:2.4%,3,96.1%:95.3%,2
2017,36,103,3.1%:5.9%,1,8.3%:13.3%,1,4.7%:4.6%,1,84.0%:76.2%,1
2017,36,105,0.7%:4.2%,3,5.6%:8.9%,3,7.2%:6.9%,3,86.4%:80.0%,2
2017,36,107,0.0%:0.0%,3,0.7%:1.1%,3,0.9%:1.8%,3,98.4%:97.1%,2
2017,36,109,2.1%:2.6%,3,1.9%:4.2%,3,8.3%:16.0%,3,87.8%:77.2%,1
2017,36,111,3.6%:3.7%,3,3.0%:5.8%,1,9.2%:6.0%,1,84.3%:84.5%,1
2017,36,113,0.0%:0.0%,3,1.4%:1.3%,3,2.8%:1.7%,3,95.8%:97.0%,2
2017,36,115,0.0%:0.0%,3,1.4%:1.3%,3,2.8%:1.7%,3,95.8%:97.0%,2
2017,36,117,0.7%:2.2%,3,2.4%:2.5%,3,1.6%:1.5%,3,95.3%:93.8%,2
2017,36,119,5.6%:14.3%,1,6.5%:20.0%,1,7.0%:6.6%,1,80.9%:59.1%,1
2017,36,121,0.3%:0.5%,3,0.6%:2.4%,3,1.7%:1.8%,3,97.5%:95.3%,2
2017,36,123,0.1%:3.0%,3,1.1%:3.1%,3,1.3%:1.3%,3,97.5%:92.6%,3
2017,37,001,9.5%:20.0%,1,3.5%:7.5%,3,2.4%:2.6%,3,84.5%:70.0%,1
2017,37,003,1.8%:4.4%,3,0.4%:3.3%,3,1.2%:1.1%,3,96.5%:91.2%,3
2017,37,005,1.1%:2.9%,3,1.6%:5.0%,3,1.3%:1.3%,3,96.0%:90.8%,3
2017,37,007,12.9%:23.8%,3,8.0%:8.2%,3,0.4%:3.1%,3,78.6%:64.9%,3
2017,37,009,0.7%:0.4%,3,1.1%:3.3%,3,0.8%:1.1%,3,97.4%:95.2%,3
2017,37,011,0.7%:0.4%,3,1.1%:3.3%,3,0.8%:1.1%,3,97.4%:95.2%,3
