year,state,place,r_black_nh_hv_hh,black_nh_wealth_quality,r_hispanic_hv_hh,hispanic_wealth_quality,r_other_nh_hv_hh,other_nh_wealth_quality,r_white_nh_hv_hh,white_nh_wealth_quality
2017,36,73000,15.9%:28.0%,1,3.5%:8.5%,3,5.8%:8.7%,1,74.7%:54.8%,1
2017,36,84000,5.0%:16.6%,1,14.8%:31.3%,1,14.2%:7.7%,1,66.0%:44.4%,1
2017,37,2140,3.4%:9.1%,3,1.9%:4.4%,3,2.8%:3.3%,3,91.9%:83.3%,3
2017,37,10740,5.0%:8.7%,2,4.4%:6.4%,2,13.5%:12.7%,2,77.2%:72.2%,2
2017,37,12000,12.7%:32.1%,1,5.1%:10.4%,1,5.4%:7.4%,1,76.8%:50.1%,1
2017,37,14100,7.8%:19.1%,2,5.1%:7.0%,3,11.7%:5.6%,3,75.3%:68.2%,2
2017,37,19000,21.7%:38.5%,2,4.0%:7.4%,2,6.3%:6.9%,2,68.0%:47.2%,2
2017,37,22920,33.7%:42.1%,2,8.6%:9.1%,2,5.9%:7.2%,2,51.8%:41.5%,2
2017,37,25580,9.5%:19.1%,2,1.2%:4.4%,3,5.3%:3.6%,3,83.9%:72.9%,2
2017,37,28000,14.4%:37.0%,2,2.4%:4.7%,2,7.2%:5.6%,2,75.9%:52.6%,2
2017,37,28080,16.9%:33.6%,3,2.3%:4.1%,3,0.8%:3.4%,3,80.1%:58.9%,3
2017,37,31400,14.3%:30.0%,3,3.0%:6.7%,3,5.4%:5.2%,3,77.3%:58.1%,3
2017,37,55000,9.9%:24.6%,2,1.6%:6.7%,2,5.1%:7.1%,2,83.4%:61.7%,2
2017,37,74440,3.1%:12.0%,2,1.7%:3.6%,3,1.8%:3.9%,3,93.4%:80.5%,2
2017,37,75000,16.4%:32.8%,2,4.2%:9.9%,2,1.3%:3.7%,2,78.1%:53.5%,2
2017,38,25700,0.2%:4.9%,3,1.6%:1.6%,3,4.8%:7.1%,3,93.4%:86.4%,3
2017,39,1000,12.6%:27.3%,2,0.6%:1.4%,3,2.9%:5.8%,2,83.9%:65.4%,2
2017,39,15000,17.7%:41.9%,1,2.0%:3.0%,3,2.6%:4.5%,1,77.7%:50.6%,1
2017,39,16000,29.8%:48.4%,1,10.2%:10.2%,1,4.2%:4.7%,1,55.9%:36.7%,1
2017,39,18000,10.9%:25.6%,2,1.6%:4.9%,2,4.8%:6.5%,2,82.7%:62.9%,2
2017,39,21000,21.4%:38.3%,2,1.1%:2.6%,3,4.3%:4.3%,2,73.2%:54.8%,2
2017,39,61000,0.6%:4.8%,2,2.0%:3.2%,3,2.0%:3.3%,2,95.3%:88.7%,2
2017,39,77000,15.4%:29.7%,1,4.2%:5.8%,1,1.5%:3.1%,3,78.9%:61.4%,1
2017,40,9050,3.8%:6.6%,3,7.2%:11.1%,3,8.5%:10.5%,3,80.4%:71.8%,3
2017,40,23200,4.9%:10.7%,3,1.4%:3.3%,3,5.9%:12.2%,3,87.8%:73.8%,2
2017,40,41850,13.7%:18.9%,3,4.0%:10.6%,3,6.0%:12.2%,3,76.3%:58.2%,3
2017,40,52500,2.3%:4.3%,3,5.1%:6.3%,3,10.2%:10.9%,3,82.3%:78.4%,3
2017,40,55000,7.1%:15.3%,2,6.0%:14.0%,2,7.0%:8.4%,2,79.9%:62.3%,2
2017,40,75000,3.7%:9.7%,2,4.9%:8.0%,2,8.9%:11.8%,2,82.5%:70.5%,2
2017,41,5350,1.8%:2.0%,3,5.9%:11.3%,2,13.4%:13.8%,2,78.8%:72.9%,2
2017,41,5800,0.1%:0.1%,3,0.8%:5.5%,3,4.3%:4.3%,3,94.8%:90.1%,3
2017,41,23850,1.0%:2.0%,3,4.6%:6.9%,2,5.9%:7.9%,2,88.5%:83.1%,2
2017,41,31250,2.8%:6.9%,3,6.6%:10.1%,3,8.8%:9.4%,3,81.7%:73.6%,3
2017,41,34100,3.5%:2.6%,3,10.7%:13.0%,3,14.6%:16.4%,3,71.2%:68.0%,3
2017,41,47000,0.3%:0.3%,3,5.1%:10.9%,3,1.4%:4.9%,3,93.1%:83.9%,3
2017,41,59000,2.7%:5.2%,1,3.3%:7.6%,1,9.7%:11.3%,1,84.3%:76.0%,1
2017,41,64900,0.7%:1.4%,3,5.3%:13.7%,2,4.6%:6.0%,2,89.5%:79.0%,2
2017,42,2000,4.9%:9.0%,3,27.5%:46.4%,1,3.8%:3.9%,3,63.8%:40.7%,1
2017,42,6088,2.0%:6.7%,3,7.7%:15.0%,3,6.2%:5.0%,3,84.1%:73.3%,3
2017,42,24000,3.5%:10.6%,3,6.7%:7.1%,3,0.7%:3.6%,3,89.1%:78.7%,1
2017,42,60000,25.7%:39.0%,1,6.1%:11.5%,1,10.1%:8.0%,1,58.1%:41.4%,1
2017,42,61000,9.4%:21.6%,1,1.5%:3.1%,3,6.2%:8.7%,1,82.8%:66.6%,1
2017,42,63624,2.6%:8.2%,3,12.4%:35.1%,3,3.2%:1.7%,3,81.8%:55.0%,3
2017,42,69000,0.1%:2.9%,3,1.9%:10.1%,3,5.6%:4.7%,3,92.3%:82.3%,2
2017,44,19180,4.0%:4.6%,2,4.2%:8.5%,2,4.6%:7.4%,2,87.2%:79.5%,2
2017,44,54640,2.2%:6.8%,3,5.7%:16.3%,3,9.8%:5.5%,3,82.3%:71.3%,3
2017,44,59000,8.4%:13.5%,1,17.4%:36.4%,1,5.7%:8.2%,1,68.5%:41.9%,1
2017,44,74300,0.7%:1.6%,3,2.4%:3.4%,3,3.1%:3.2%,3,93.9%:91.7%,3
2017,45,13330,16.0%:22.9%,3,1.1%:2.9%,3,0.5%:1.7%,3,82.3%:72.5%,3
2017,45,16000,28.2%:48.7%,2,2.7%:2.8%,2,4.9%:5.4%,2,64.3%:43.2%,2
2017,45,48535,8.9%:18.3%,3,1.1%:2.1%,3,3.2%:2.5%,3,86.8%:77.0%,3
2017,45,50875,19.2%:31.1%,3,4.5%:6.7%,3,3.6%:3.9%,3,72.7%:58.3%,3
2017,46,59020,0.2%:5.3%,3,1.2%:3.6%,3,4.6%:4.7%,3,94.0%:86.4%,2
2017,47,14000,12.7%:28.0%,2,5.0%:4.3%,3,3.2%:3.5%,2,79.1%:64.1%,2
2017,47,15160,11.8%:19.0%,3,6.2%:8.3%,3,4.4%:5.0%,3,77.6%:67.7%,3
2017,47,27740,2.2%:2.9%,3,2.7%:4.2%,3,5.0%:5.6%,3,90.0%:87.4%,3
2017,47,40000,7.9%:15.6%,2,1.6%:3.8%,3,1.8%:3.3%,2,88.6%:77.3%,2
2017,47,48000,30.3%:60.2%,1,2.2%:4.8%,1,2.2%:2.5%,1,65.3%:32.4%,1
2017,47,51560,9.3%:17.3%,3,1.7%:4.8%,3,4.4%:3.9%,3,84.6%:74.0%,3
2017,47,52006,15.4%:26.4%,1,2.9%:6.7%,1,4.3%:6.0%,1,77.3%:60.9%,1
2017,48,1000,2.9%:6.9%,3,10.9%:19.2%,3,4.1%:2.6%,3,82.2%:71.3%,3
2017,48,1924,6.7%:8.8%,2,4.8%:7.9%,2,19.5%:16.5%,2,69.0%:66.8%,2
2017,48,3000,1.8%:7.0%,3,13.2%:26.6%,3,3.2%:4.3%,3,81.8%:62.1%,3
2017,48,4000,16.7%:24.4%,2,16.9%:24.7%,2,9.8%:8.2%,2,56.6%:42.6%,2
2017,48,5000,2.4%:7.5%,2,12.0%:27.0%,2,8.6%:9.1%,2,77.0%:56.5%,2
2017,48,6128,11.1%:17.7%,3,37.1%:38.8%,3,3.7%:2.2%,3,48.1%:41.3%,3
2017,48,7000,22.9%:46.3%,1,7.6%:12.4%,1,5.7%:3.5%,1,63.9%:37.8%,1
2017,48,10768,0.0%:0.1%,3,83.5%:90.2%,2,1.9%:0.8%,3,14.6%:8.9%,2
2017,48,10912,4.1%:10.4%,3,10.9%:20.6%,3,7.0%:8.5%,3,77.9%:60.6%,3
2017,48,13024,5.8%:16.0%,2,12.0%:19.0%,2,21.6%:15.9%,2,60.7%:49.1%,2
2017,48,13552,2.0%:3.8%,3,9.7%:16.1%,3,15.6%:13.2%,3,72.7%:67.0%,3
2017,48,15976,4.1%:10.4%,3,10.9%:20.6%,3,7.0%:8.5%,3,77.9%:60.6%,3
2017,48,16432,2.8%:6.2%,3,8.9%:15.0%,3,7.9%:4.6%,3,80.4%:74.3%,3
2017,48,17000,2.1%:4.1%,3,50.9%:59.8%,2,7.2%:3.7%,3,39.8%:32.3%,2
2017,48,19000,5.9%:24.8%,2,14.5%:30.7%,2,6.5%:5.6%,2,73.2%:38.9%,2
2017,48,19972,4.7%:10.1%,2,12.4%:16.6%,2,5.2%:4.9%,2,77.7%:68.4%,2
2017,48,22660,2.5%:1.2%,3,83.0%:88.0%,3,3.1%:2.8%,3,11.4%:8.0%,3
2017,48,24000,3.4%:4.2%,1,70.1%:76.8%,1,3.1%:2.9%,1,23.4%:16.1%,1
2017,48,26232,4.8%:5.4%,3,5.2%:7.0%,3,10.7%:9.6%,3,79.3%:78.0%,3
2017,48,27000,7.6%:16.2%,2,14.7%:25.8%,2,7.0%:6.2%,2,70.7%:51.8%,2
2017,48,27684,7.5%:9.5%,3,7.1%:13.4%,3,20.6%:15.2%,3,64.8%:62.0%,3
2017,48,29000,8.9%:15.9%,2,17.7%:23.7%,2,15.8%:12.4%,2,57.6%:48.0%,2
2017,48,30464,14.9%:22.0%,2,31.0%:37.5%,2,11.3%:7.6%,2,42.8%:32.9%,2
2017,48,35000,9.1%:22.1%,2,18.6%:36.1%,2,12.1%:9.4%,2,60.2%:32.3%,2
2017,48,37000,2.8%:16.8%,2,17.6%:32.8%,2,16.3%:17.0%,2,63.2%:33.4%,2
2017,48,39148,30.9%:32.4%,2,19.4%:22.1%,2,7.4%:9.2%,2,42.4%:36.4%,2
2017,48,41464,0.0%:1.2%,3,90.2%:93.8%,3,0.7%:0.6%,3,9.1%:4.4%,3
2017,48,41980,3.7%:5.5%,3,9.3%:13.4%,2,7.7%:7.6%,2,79.2%:73.5%,2
2017,48,42508,9.7%:17.3%,1,8.4%:22.0%,1,23.3%:13.1%,1,58.5%:47.6%,1
2017,48,43888,7.4%:21.5%,3,11.6%:12.0%,3,3.6%:3.3%,3,77.4%:63.2%,3
2017,48,45000,2.4%:6.8%,3,20.5%:33.2%,3,3.7%:3.0%,3,73.4%:57.0%,3
2017,48,45384,0.5%:0.4%,3,81.3%:82.6%,2,3.1%:2.7%,3,15.1%:14.3%,2
2017,48,45744,5.9%:11.3%,2,7.5%:13.3%,2,14.2%:9.5%,2,72.4%:66.0%,2
2017,48,47892,12.5%:24.1%,2,31.0%:34.6%,2,6.9%:4.7%,2,49.6%:36.5%,2
2017,48,48072,2.2%:5.4%,3,27.5%:38.1%,3,3.7%:2.4%,3,66.5%:54.2%,3
2017,48,48768,0.3%:0.2%,3,85.9%:83.1%,2,2.6%:2.5%,3,11.3%:14.1%,2
2017,48,50820,3.2%:3.3%,3,19.2%:24.1%,3,1.7%:2.1%,3,75.9%:70.5%,3
2017,48,53388,0.9%:5.2%,3,41.5%:50.5%,3,2.5%:2.2%,3,55.0%:42.1%,3
2017,48,56000,1.6%:6.1%,2,38.3%:54.5%,2,7.2%:3.4%,2,52.9%:35.9%,2
2017,48,56348,17.0%:23.0%,2,19.7%:20.5%,2,19.7%:13.1%,2,43.6%:43.4%,2
2017,48,57200,0.0%:0.0%,3,93.8%:92.6%,3,0.0%:0.5%,3,6.1%:6.9%,3
2017,48,58016,3.8%:9.5%,1,5.9%:10.3%,1,20.7%:19.9%,1,69.6%:60.3%,1
2017,48,61796,2.4%:12.5%,2,6.7%:15.9%,2,13.7%:13.6%,2,77.1%:58.0%,2
2017,48,63500,10.4%:10.1%,2,15.0%:20.2%,2,13.7%:10.7%,2,60.9%:59.1%,2
2017,48,64472,1.5%:3.8%,3,19.2%:34.5%,3,1.5%:2.1%,3,77.8%:59.6%,3
2017,48,65000,4.9%:8.1%,2,43.6%:56.3%,2,3.6%:3.7%,2,47.9%:31.9%,2
2017,48,70808,5.7%:10.6%,2,6.8%:16.0%,2,41.0%:29.8%,2,46.5%:43.6%,2
2017,48,72176,12.8%:12.2%,3,6.8%:16.5%,3,2.8%:3.4%,3,77.6%:67.9%,3
2017,48,74144,10.2%:23.3%,2,14.6%:15.4%,2,3.6%:3.3%,3,71.6%:57.9%,2
2017,48,76000,11.7%:25.6%,2,22.7%:30.0%,2,5.2%:5.7%,3,60.5%:38.6%,2
2017,48,79000,2.4%:9.3%,3,9.1%:14.0%,3,2.9%:3.6%,3,85.7%:73.1%,3
2017,49,43660,1.6%:1.8%,3,7.9%:7.1%,3,3.5%:4.5%,3,87.1%:86.6%,3
2017,49,44320,0.1%:0.5%,3,4.9%:8.4%,3,6.2%:3.5%,3,88.8%:87.6%,3
2017,49,55980,0.0%:0.6%,3,9.6%:15.8%,3,1.9%:3.3%,3,88.4%:80.4%,3
2017,49,57300,0.0%:1.2%,3,6.7%:10.5%,2,2.3%:3.3%,3,91.0%:85.0%,2
2017,49,62470,0.0%:0.5%,3,6.6%:15.9%,2,2.3%:6.1%,2,91.2%:77.5%,2
2017,49,65330,0.2%:1.1%,3,3.6%:7.1%,3,7.5%:3.6%,3,88.7%:88.2%,3
2017,49,67000,0.9%:2.0%,3,13.1%:19.4%,3,6.8%:8.4%,3,79.2%:70.1%,3
2017,49,67440,0.0%:0.9%,3,2.3%:6.8%,3,3.6%:4.4%,3,94.0%:87.9%,3
2017,49,70850,0.1%:0.8%,3,5.3%:10.2%,3,5.4%:5.3%,3,89.2%:83.7%,3
2017,49,82950,0.1%:0.7%,3,6.6%:12.1%,3,5.5%:5.5%,3,87.8%:81.6%,3
2017,49,83470,1.4%:2.5%,3,20.1%:27.3%,3,9.5%:8.3%,3,69.0%:61.9%,3
2017,51,1000,5.9%:20.7%,1,2.6%:12.0%,1,8.5%:7.6%,1,83.1%:59.7%,1
2017,51,16000,19.2%:29.2%,1,2.7%:4.1%,3,7.2%:5.0%,1,70.9%:61.7%,1
2017,51,35000,39.4%:49.4%,1,1.7%:4.9%,3,7.0%:6.5%,1,51.9%:39.2%,1
2017,51,47672,10.3%:22.5%,3,2.0%:2.2%,3,0.5%:3.6%,3,87.2%:71.8%,3
2017,51,56000,25.8%:40.4%,1,4.7%:7.3%,1,4.6%:5.5%,1,64.8%:46.9%,1
2017,51,57000,19.3%:41.1%,1,3.0%:5.0%,1,8.1%:6.2%,1,69.7%:47.6%,1
2017,51,64000,34.4%:45.5%,1,3.0%:4.2%,3,3.6%:3.6%,3,58.9%:46.7%,1
2017,51,67000,21.0%:44.8%,1,1.5%:3.9%,1,3.6%:2.9%,1,73.8%:48.4%,1
2017,51,68000,9.7%:19.9%,2,1.9%:2.1%,3,4.0%:7.8%,3,84.3%:70.2%,2
2017,51,76432,21.3%:36.5%,3,3.4%:2.5%,3,3.6%:3.6%,3,71.7%:57.4%,3
2017,51,82000,9.2%:18.6%,1,3.9%:6.6%,1,7.9%:9.3%,1,79.1%:65.5%,1
2017,53,3180,3.6%:5.1%,2,3.6%:11.9%,2,19.5%:18.8%,2,73.3%:64.3%,2
2017,53,5210,1.2%:1.6%,3,3.7%:6.6%,3,29.6%:35.7%,1,65.4%:56.1%,1
2017,53,5280,0.1%:0.6%,3,4.0%:5.3%,3,6.5%:7.7%,3,89.3%:86.4%,3
2017,53,22640,2.1%:4.4%,3,9.0%:10.1%,2,14.2%:13.4%,2,74.7%:72.1%,2
2017,53,23515,2.8%:10.6%,3,7.3%:13.3%,3,15.7%:15.9%,3,74.3%:60.3%,3
2017,53,35275,0.0%:1.5%,3,8.3%:18.9%,3,7.5%:3.9%,3,84.2%:75.7%,3
2017,53,35415,5.2%:9.6%,2,4.5%:12.2%,2,27.7%:22.5%,2,62.6%:55.7%,2
2017,53,35940,0.2%:1.8%,3,1.3%:4.8%,2,23.2%:25.1%,2,75.4%:68.3%,2
2017,53,53545,0.6%:1.0%,3,15.4%:28.2%,3,4.4%:5.2%,3,79.6%:65.6%,3
2017,53,57745,10.1%:13.7%,2,3.6%:9.8%,2,24.5%:21.2%,2,61.8%:55.4%,2
2017,53,63000,2.8%:5.8%,1,2.8%:5.2%,1,14.5%:19.7%,1,79.9%:69.3%,1
2017,53,67000,0.3%:1.4%,3,3.1%:4.7%,2,6.9%:6.8%,2,89.7%:87.1%,2
2017,53,67167,0.4%:1.1%,3,3.0%:6.5%,3,3.0%:3.6%,3,93.7%:88.8%,3
2017,53,70000,5.3%:10.0%,2,7.4%:9.1%,2,10.4%:13.1%,2,77.0%:67.8%,2
2017,53,74060,0.9%:1.2%,3,3.4%:8.4%,2,16.0%:10.9%,2,79.7%:79.4%,2
2017,53,80010,0.4%:0.4%,3,19.2%:33.0%,2,3.3%:4.4%,3,77.1%:62.3%,2
2017,55,2375,0.8%:0.8%,3,1.5%:3.2%,3,5.4%:4.3%,3,92.3%:91.7%,3
2017,55,31000,0.7%:4.0%,3,4.7%:9.6%,3,4.8%:6.7%,3,89.8%:79.7%,1
2017,55,39225,0.4%:5.6%,3,5.4%:12.0%,3,1.6%:2.5%,3,92.5%:80.0%,3
2017,55,48000,0.1%:3.0%,3,4.3%:6.3%,3,5.3%:11.2%,3,90.2%:79.5%,3
2017,55,53000,16.6%:39.5%,1,9.1%:14.7%,1,6.9%:6.0%,1,67.4%:39.9%,1
2017,55,66000,1.3%:10.5%,3,5.5%:10.3%,3,2.0%:2.5%,3,91.2%:76.7%,3
2018,01,3076,11.1%:25.4%,3,1.7%:3.4%,3,6.4%:5.6%,3,80.8%:65.6%,3
2018,01,7000,24.8%:59.4%,2,1.5%:2.7%,2,2.8%:2.6%,2,70.9%:35.3%,2
2018,01,35896,3.9%:15.3%,3,1.4%:2.9%,3,3.2%:5.3%,3,91.5%:76.4%,3
2018,01,37000,11.0%:24.9%,2,1.9%:4.9%,2,5.1%:5.2%,2,82.1%:65.0%,2
2018,01,50000,27.0%:50.6%,2,1.4%:2.6%,3,3.2%:2.5%,3,68.4%:44.4%,2
2018,01,51000,30.2%:57.5%,2,0.8%:1.6%,3,4.8%:4.6%,3,64.1%:36.3%,2
2018,01,77256,19.4%:41.2%,2,2.2%:4.7%,3,2.8%:1.9%,3,75.6%:52.2%,2
2018,02,3000,3.2%:5.9%,3,4.7%:7.6%,2,11.9%:20.1%,2,80.2%:66.5%,2
2018,04,4720,9.6%:10.2%,3,31.3%:39.6%,3,4.8%:4.4%,3,54.2%:45.8%,3
2018,04,7940,4.9%:5.0%,3,17.7%:22.7%,3,3.6%:4.7%,3,73.9%:67.5%,3
2018,04,12000,2.0%:5.1%,2,10.9%:15.6%,2,13.0%:12.2%,2,74.1%:67.1%,2
2018,04,23620,0.0%:1.6%,3,8.3%:10.8%,3,8.2%:25.1%,3,83.5%:62.5%,3
2018,04,27400,2.6%:4.7%,2,10.7%:13.5%,2,7.7%:8.2%,2,79.0%:73.5%,2
2018,04,27820,2.1%:5.9%,1,20.7%:29.5%,1,7.4%:7.1%,1,69.8%:57.5%,1
2018,04,28380,6.2%:6.0%,3,21.0%:25.0%,3,4.4%:6.3%,3,68.4%:62.6%,3
2018,04,46000,1.0%:4.1%,1,11.6%:20.2%,1,3.9%:5.0%,1,83.5%:70.7%,1
2018,04,54050,1.9%:3.1%,3,10.1%:14.3%,3,6.9%:6.4%,3,81.1%:76.2%,3
2018,04,55000,2.8%:7.0%,1,17.5%:31.5%,1,6.8%:7.0%,1,72.9%:54.5%,1
2018,04,65000,1.4%:1.9%,3,6.7%:9.5%,3,3.8%:6.0%,3,88.2%:82.6%,3
2018,04,71510,3.5%:4.3%,3,10.1%:12.2%,3,4.3%:3.3%,3,82.1%:80.2%,3
2018,04,73000,1.9%:5.0%,1,10.0%:18.4%,1,9.2%:14.5%,1,78.9%:62.1%,1
2018,04,77000,2.1%:4.3%,2,22.6%:34.2%,2,4.8%:7.0%,2,70.4%:54.5%,2
2018,04,85540,0.8%:1.9%,3,53.3%:53.9%,3,3.3%:4.5%,3,42.7%:39.7%,3
2018,05,23290,1.4%:3.7%,3,6.4%:14.9%,3,4.4%:4.9%,3,87.9%:76.6%,3
2018,05,24550,1.1%:5.6%,3,3.4%:8.2%,3,5.6%:7.3%,3,90.0%:78.9%,3
2018,05,35710,2.4%:9.9%,3,0.5%:2.5%,3,0.7%:2.4%,3,96.4%:85.2%,3
2018,05,41000,22.6%:42.2%,1,1.7%:5.6%,1,6.1%:3.7%,1,69.7%:48.5%,1
2018,05,66080,1.1%:3.0%,3,6.7%:13.8%,3,4.7%:5.3%,3,87.5%:77.9%,3
2018,06,562,4.4%:10.9%,3,10.5%:17.1%,3,34.9%:30.8%,3,50.3%:41.2%,3
2018,06,884,1.1%:3.1%,3,23.6%:30.8%,2,43.4%:45.7%,2,31.9%:20.4%,2
2018,06,2000,2.5%:3.0%,2,25.7%:42.8%,2,23.4%:19.7%,2,48.3%:34.4%,2
2018,06,2252,8.0%:16.9%,2,26.9%:29.1%,2,21.9%:17.8%,2,43.3%:36.1%,2
2018,06,2364,5.1%:6.7%,3,35.9%:40.8%,3,4.6%:4.1%,3,54.4%:48.3%,3
2018,06,3526,5.1%:7.7%,2,36.8%:44.6%,2,11.2%:8.8%,2,46.9%:38.8%,2
2018,06,4982,7.4%:13.0%,3,56.4%:57.1%,2,18.3%:15.0%,2,17.9%:14.9%,2
2018,06,6000,2.5%:8.8%,2,9.0%:8.4%,2,16.3%:25.8%,2,72.3%:57.1%,2
2018,06,8786,0.9%:2.4%,3,12.2%:23.6%,3,33.2%:29.7%,3,53.7%:44.3%,3
2018,06,8954,0.7%:2.0%,3,15.8%:18.4%,2,14.1%:16.1%,2,69.4%:63.6%,2
2018,06,11194,0.4%:2.3%,3,5.8%:9.3%,1,9.4%:8.7%,1,84.5%:79.8%,1
2018,06,11530,25.0%:23.4%,1,32.9%:37.2%,1,29.3%:25.5%,1,12.9%:13.9%,1
2018,06,13014,0.1%:1.4%,3,6.7%:12.1%,3,4.2%:6.7%,3,89.0%:79.8%,3
2018,06,13210,5.0%:5.7%,3,27.8%:33.9%,2,35.1%:27.9%,2,32.1%:32.5%,2
2018,06,13214,4.5%:5.4%,2,25.8%:32.4%,2,34.7%:27.7%,2,35.0%:34.5%,2
2018,06,13392,2.9%:3.9%,2,52.6%:57.5%,2,16.6%:16.0%,2,27.9%:22.6%,2
2018,06,13588,0.8%:1.9%,3,13.0%:13.7%,1,6.6%:7.5%,1,79.6%:76.9%,1
2018,06,14218,2.6%:4.3%,3,22.8%:27.3%,2,12.0%:12.4%,2,62.5%:56.0%,2
2018,06,15044,48.0%:39.7%,2,46.1%:54.4%,2,4.2%:3.6%,2,1.8%:2.4%,2
2018,06,16000,5.5%:8.2%,3,12.7%:21.2%,3,16.8%:17.2%,3,65.1%:53.4%,3
2018,06,16350,3.7%:5.2%,2,31.0%:40.0%,2,13.9%:11.2%,2,51.4%:43.6%,2
2018,06,16532,0.0%:1.5%,3,13.8%:18.5%,2,18.7%:20.0%,2,67.5%:60.0%,2
2018,06,17918,1.4%:2.9%,3,13.0%:18.5%,3,48.4%:46.5%,3,37.1%:32.1%,3
2018,06,19766,0.6%:3.9%,3,60.0%:67.1%,1,8.3%:8.0%,1,31.1%:21.0%,1
2018,06,21712,0.6%:3.1%,3,12.1%:17.6%,2,12.7%:9.8%,2,74.6%:69.5%,2
2018,06,22020,9.3%:9.6%,2,11.8%:16.1%,2,29.6%:28.7%,2,49.3%:45.7%,2
2018,06,22230,0.0%:0.4%,3,43.0%:64.5%,2,47.8%:30.1%,2,9.1%:5.0%,2
2018,06,22804,1.8%:3.0%,3,22.0%:37.1%,3,12.1%:9.8%,3,64.2%:50.0%,3
2018,06,23182,13.0%:16.0%,3,17.7%:22.5%,3,22.7%:20.1%,3,46.6%:41.4%,3
2018,06,24638,1.3%:0.9%,2,11.4%:10.8%,2,14.9%:16.5%,2,72.4%:71.8%,2
2018,06,24680,7.2%:8.6%,2,61.7%:66.3%,2,7.7%:6.1%,2,23.3%:19.1%,2
2018,06,26000,1.7%:3.9%,2,7.5%:13.8%,2,61.2%:55.9%,2,29.5%:26.4%,2
2018,06,27000,3.1%:7.2%,2,27.5%:39.5%,2,16.1%:13.1%,2,53.3%:40.2%,2
2018,06,28000,0.8%:2.6%,3,16.7%:28.7%,2,31.7%:24.1%,2,50.8%:44.6%,2
2018,06,29000,0.7%:1.0%,3,25.8%:33.0%,1,45.9%:43.5%,1,27.6%:22.6%,1
2018,06,30000,0.4%:1.8%,3,7.8%:15.4%,1,19.5%:15.6%,1,72.3%:67.3%,1
2018,06,32548,12.5%:28.7%,2,43.1%:46.8%,2,16.8%:10.5%,2,27.7%:14.0%,2
2018,06,33000,7.5%:9.2%,2,16.6%:29.5%,2,49.5%:36.4%,2,26.4%:24.9%,2
2018,06,33182,3.5%:6.2%,3,21.3%:28.1%,3,15.8%:9.6%,3,59.3%:56.1%,3
2018,06,33434,5.2%:6.8%,3,36.0%:40.9%,3,4.6%:4.2%,3,54.3%:48.1%,3
2018,06,36000,0.4%:1.6%,3,8.5%:13.7%,1,19.0%:16.2%,1,72.2%:68.5%,1
2018,06,36448,1.6%:2.2%,3,48.5%:63.9%,3,2.8%:2.9%,3,47.1%:31.0%,3
2018,06,36546,50.4%:47.5%,1,34.2%:39.9%,1,6.8%:7.5%,1,8.6%:5.0%,1
2018,06,36770,0.5%:1.7%,3,5.4%:12.4%,2,37.8%:36.8%,2,56.3%:49.2%,2
2018,06,37692,4.0%:6.1%,2,39.2%:47.1%,2,22.3%:16.4%,2,34.5%:30.3%,2
2018,06,39496,1.0%:2.2%,3,7.5%:15.9%,3,34.0%:29.9%,3,57.5%:52.0%,3
2018,06,39892,7.5%:9.2%,2,15.9%:24.4%,2,37.2%:33.0%,2,39.4%:33.3%,2
2018,06,40130,9.6%:21.7%,2,28.5%:31.3%,2,8.0%:6.0%,2,53.8%:41.0%,2
2018,06,41992,1.1%:3.2%,3,5.1%:9.2%,3,35.5%:30.3%,3,58.2%:57.3%,3
2018,06,43000,4.9%:14.5%,1,17.4%:31.1%,1,16.0%:14.4%,1,61.6%:40.1%,1
2018,06,44000,6.1%:10.9%,1,17.6%:36.3%,1,15.2%:15.7%,1,61.1%:37.1%,1
2018,06,45484,5.6%:4.9%,3,24.5%:30.5%,3,22.2%:18.7%,3,47.7%:46.0%,3
2018,06,46842,5.5%:6.0%,3,26.5%:29.9%,3,10.2%:9.1%,3,57.8%:55.0%,3
2018,06,46898,2.0%:4.0%,3,36.8%:47.5%,3,7.0%:8.9%,3,54.2%:39.6%,3
2018,06,47766,0.4%:1.8%,3,5.7%:10.3%,2,74.6%:68.1%,2,19.2%:19.8%,2
2018,06,48256,1.0%:1.1%,3,10.6%:13.2%,2,13.0%:12.5%,2,75.4%:73.1%,2
2018,06,48354,1.5%:4.2%,3,25.3%:32.7%,2,10.4%:9.8%,2,62.9%:53.3%,2
2018,06,49270,16.1%:21.0%,2,47.0%:49.9%,2,10.3%:9.3%,2,26.6%:19.9%,2
2018,06,49670,0.2%:1.8%,3,3.8%:8.4%,3,35.8%:34.3%,3,60.2%:55.5%,3
2018,06,50076,5.7%:4.7%,3,21.7%:25.8%,2,12.9%:11.1%,2,59.6%:58.4%,2
2018,06,50258,1.0%:1.3%,3,9.4%:24.6%,3,5.8%:9.7%,3,83.8%:64.4%,3
2018,06,51182,0.5%:2.3%,3,7.0%:10.6%,3,12.2%:15.5%,3,80.3%:71.6%,3
2018,06,52526,3.4%:5.0%,3,65.1%:62.0%,1,15.6%:19.4%,1,15.9%:13.6%,1
2018,06,53000,13.0%:23.3%,2,9.0%:17.3%,2,20.1%:22.5%,2,57.9%:36.9%,2
2018,06,53322,2.0%:5.2%,3,13.6%:23.7%,3,9.5%:10.1%,3,74.9%:61.0%,3
