year,state,place,state_name,place_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2018,29,38000,Missouri,Kansas City city,10.6%:27.8%,1,4.6%:7.2%,1,3.0%:4.4%,1,81.7%:60.7%,1
2018,29,41348,Missouri,Lee's Summit city,3.9%:5.7%,3,1.4%:2.3%,3,3.7%:3.8%,3,91.0%:88.2%,1
2018,29,54074,Missouri,O'Fallon city,2.2%:3.0%,3,1.5%:2.1%,3,3.1%:3.5%,3,93.2%:91.4%,2
2018,29,65000,Missouri,St. Louis city,29.7%:42.0%,3,2.6%:3.8%,3,3.5%:5.7%,3,64.1%:48.5%,3
2018,29,70000,Missouri,Springfield city,1.8%:3.0%,3,1.1%:3.6%,3,4.2%:5.1%,3,93.0%:88.4%,3
2018,30,06550,Montana,Billings city,NA%:0.1%,NA,5.2%:4.7%,3,5.9%:9.0%,1,88.9%:86.3%,1
2018,31,28000,Nebraska,Lincoln city,0.6%:4.8%,3,3.6%:6.1%,3,1.8%:5.3%,3,94.0%:83.9%,3
2018,31,37000,Nebraska,Omaha city,3.1%:11.5%,3,5.6%:9.3%,3,4.4%:5.4%,3,86.9%:73.8%,3
2018,32,31900,Nevada,Henderson city,2.6%:5.5%,1,10.2%:14.1%,1,14.6%:12.5%,1,72.6%:68.0%,1
2018,32,40000,Nevada,Las Vegas city,5.5%:12.7%,2,17.2%:27.7%,2,12.2%:10.7%,2,65.1%:48.9%,2
2018,32,51800,Nevada,North Las Vegas city,15.1%:21.1%,1,26.3%:33.6%,1,12.2%:9.7%,1,46.4%:35.7%,1
2018,32,60600,Nevada,Reno city,0.5%:2.5%,3,8.6%:16.6%,1,5.8%:9.6%,1,85.0%:71.3%,1
2018,32,68400,Nevada,Sparks city,1.4%:1.6%,3,13.3%:20.8%,2,5.5%:7.9%,2,79.8%:69.7%,2
2018,33,45140,New Hampshire,Manchester city,2.3%:4.8%,3,1.2%:7.8%,3,6.4%:4.7%,3,90.1%:82.8%,1
2018,33,50260,New Hampshire,Nashua city,0.4%:1.3%,3,2.7%:8.6%,3,7.5%:6.6%,3,89.5%:83.5%,2
2018,34,13690,New Jersey,Clifton city,1.9%:4.5%,3,26.6%:45.9%,2,6.6%:5.5%,3,64.8%:44.1%,2
2018,34,21000,New Jersey,Elizabeth city,13.2%:16.1%,3,47.5%:63.2%,3,3.2%:5.1%,3,36.1%:15.6%,3
2018,34,36000,New Jersey,Jersey City city,17.2%:20.9%,3,12.5%:24.1%,3,34.5%:28.1%,3,35.8%:26.9%,3
2018,34,51000,New Jersey,Newark city,42.2%:50.1%,3,35.1%:33.6%,3,4.4%:5.1%,3,18.4%:11.2%,3
2018,34,57000,New Jersey,Paterson city,25.8%:30.4%,3,52.7%:54.6%,2,10.6%:4.6%,3,11.0%:10.4%,3
2018,34,74000,New Jersey,Trenton city,34.4%:43.2%,2,11.0%:21.8%,3,3.7%:3.2%,3,50.9%:31.8%,2
2018,35,02000,New Mexico,Albuquerque city,1.9%:3.1%,3,33.9%:41.0%,2,5.4%:7.4%,2,58.9%:48.5%,2
2018,35,39380,New Mexico,Las Cruces city,2.1%:5.5%,3,39.0%:52.2%,1,3.7%:5.6%,3,55.3%:36.8%,1
2018,35,63460,New Mexico,Rio Rancho city,0.8%:2.2%,3,25.7%:36.5%,2,19.0%:11.0%,2,54.4%:50.3%,2
2018,35,70500,New Mexico,Santa Fe city,0.3%:1.1%,3,23.4%:40.8%,2,3.4%:5.2%,2,72.9%:52.9%,2
2018,36,01000,New York,Albany city,10.2%:24.9%,3,2.9%:9.2%,3,9.6%:8.3%,3,77.3%:57.5%,3
2018,36,11000,New York,Buffalo city,18.6%:35.0%,2,5.9%:10.6%,3,8.0%:7.3%,3,67.5%:47.1%,2
2018,36,50617,New York,New Rochelle city,10.8%:29.6%,2,9.8%:17.3%,2,7.6%:6.6%,3,71.7%:46.5%,2
2018,36,51000,New York,New York city,12.9%:21.9%,1,9.7%:25.2%,1,18.3%:15.0%,1,59.1%:37.9%,1
2018,36,63000,New York,Rochester city,22.4%:34.9%,3,11.2%:15.2%,3,5.5%:5.8%,3,60.9%:44.0%,3
2018,36,73000,New York,Syracuse city,20.5%:24.7%,3,2.6%:8.4%,3,4.3%:9.1%,3,72.6%:57.7%,3
2018,36,84000,New York,Yonkers city,9.2%:17.1%,2,20.7%:36.6%,2,7.4%:5.7%,3,62.7%:40.6%,2
2018,37,02140,North Carolina,Asheville city,4.1%:8.6%,3,0.9%:5.3%,3,1.9%:2.2%,3,93.2%:83.9%,2
2018,37,10740,North Carolina,Cary town,2.9%:9.1%,2,2.8%:5.6%,2,14.5%:11.5%,2,79.8%:73.8%,2
2018,37,12000,North Carolina,Charlotte city,12.6%:32.7%,2,5.3%:10.4%,2,7.3%:7.9%,2,74.7%:49.0%,2
2018,37,14100,North Carolina,Concord city,11.2%:17.3%,2,6.0%:7.3%,3,8.3%:4.6%,3,74.4%:70.7%,2
2018,37,19000,North Carolina,Durham city,24.4%:36.3%,3,3.8%:7.8%,3,6.3%:8.3%,3,65.6%:47.5%,3
2018,37,22920,North Carolina,Fayetteville city,32.5%:42.4%,1,6.8%:9.9%,1,8.1%:6.3%,1,52.5%:41.3%,1
2018,37,25580,North Carolina,Gastonia city,6.3%:20.6%,2,1.2%:5.5%,3,4.0%:2.9%,3,88.4%:71.0%,2
2018,37,28000,North Carolina,Greensboro city,14.3%:37.9%,2,2.1%:5.3%,2,5.8%:6.6%,2,77.8%:50.1%,2
2018,37,28080,North Carolina,Greenville city,15.5%:34.9%,2,2.3%:5.2%,3,3.9%:3.9%,3,78.4%:55.9%,2
2018,37,31400,North Carolina,High Point city,14.4%:29.6%,2,4.2%:7.9%,2,5.2%:6.2%,2,76.1%:56.2%,2
2018,37,55000,North Carolina,Raleigh city,10.0%:24.0%,3,3.1%:6.7%,3,5.9%:7.2%,3,81.0%:62.1%,3
2018,37,74440,North Carolina,Wilmington city,2.3%:15.8%,2,1.0%:2.4%,3,2.4%:4.4%,3,94.3%:77.3%,2
2018,37,75000,North Carolina,Winston-Salem city,13.7%:34.4%,3,4.8%:9.4%,3,4.3%:4.1%,3,77.2%:52.2%,3
2018,38,25700,North Dakota,Fargo city,1.6%:5.4%,3,1.3%:2.0%,3,2.1%:5.0%,3,95.0%:87.6%,2
2018,39,01000,Ohio,Akron city,11.5%:27.5%,3,0.6%:1.5%,3,3.7%:5.2%,3,84.2%:65.8%,3
2018,39,15000,Ohio,Cincinnati city,17.2%:37.9%,2,5.5%:3.2%,3,4.4%:5.4%,2,72.8%:53.5%,2
2018,39,16000,Ohio,Cleveland city,28.7%:46.6%,3,6.0%:9.6%,3,7.6%:5.5%,3,57.7%:38.4%,3
2018,39,18000,Ohio,Columbus city,8.9%:23.3%,2,2.0%:4.0%,2,5.9%:8.9%,2,83.1%:63.7%,2
2018,39,21000,Ohio,Dayton city,20.4%:33.5%,3,1.8%:2.9%,3,2.2%:4.6%,3,75.6%:59.0%,3
2018,39,61000,Ohio,Parma city,2.1%:6.6%,3,2.3%:4.8%,3,3.8%:4.4%,3,91.9%:84.2%,3
2018,39,77000,Ohio,Toledo city,12.6%:29.1%,3,5.8%:6.3%,3,2.3%:2.5%,3,79.3%:62.1%,3
2018,40,09050,Oklahoma,Broken Arrow city,3.4%:6.6%,3,5.0%:10.8%,2,12.7%:13.0%,2,78.9%:69.6%,2
2018,40,23200,Oklahoma,Edmond city,3.5%:11.9%,3,1.6%:5.1%,3,7.7%:11.7%,3,87.2%:71.2%,2
2018,40,41850,Oklahoma,Lawton city,8.3%:14.7%,3,15.1%:13.9%,3,8.2%:15.1%,3,68.3%:56.3%,1
2018,40,52500,Oklahoma,Norman city,3.9%:4.7%,3,5.3%:5.2%,3,8.9%:11.9%,2,81.9%:78.3%,2
2018,40,55000,Oklahoma,Oklahoma City city,5.8%:13.4%,3,5.5%:13.0%,3,8.1%:10.6%,3,80.7%:63.0%,3
2018,40,75000,Oklahoma,Tulsa city,3.0%:10.9%,3,4.2%:8.7%,3,10.9%:12.6%,3,81.9%:67.8%,3
2018,41,05350,Oregon,Beaverton city,2.5%:2.3%,3,3.3%:13.2%,2,19.3%:15.5%,2,74.9%:68.9%,2
2018,41,05800,Oregon,Bend city,NA%:0.4%,NA,2.0%:5.0%,3,3.6%:3.2%,3,94.4%:91.4%,2
2018,41,23850,Oregon,Eugene city,1.1%:1.2%,3,4.8%:7.8%,2,4.8%:8.3%,2,89.3%:82.7%,2
2018,41,31250,Oregon,Gresham city,4.5%:4.0%,3,3.9%:13.7%,3,9.9%:8.5%,2,81.8%:73.7%,2
2018,41,34100,Oregon,Hillsboro city,1.1%:2.4%,3,5.5%:13.0%,1,15.3%:16.9%,1,78.2%:67.7%,1
2018,41,47000,Oregon,Medford city,NA%:0.5%,NA,7.8%:10.3%,3,6.0%:6.5%,3,86.2%:82.7%,2
2018,41,59000,Oregon,Portland city,2.0%:5.3%,2,6.0%:7.6%,2,9.2%:10.5%,2,82.8%:76.6%,2
2018,41,64900,Oregon,Salem city,1.2%:1.6%,3,8.9%:15.4%,2,4.2%:8.7%,2,85.8%:74.3%,2
2018,42,02000,Pennsylvania,Allentown city,3.0%:9.1%,3,27.7%:42.5%,3,4.0%:5.8%,3,65.3%:42.6%,3
2018,42,06088,Pennsylvania,Bethlehem city,4.1%:7.2%,3,7.2%:16.8%,3,5.4%:5.4%,3,83.4%:70.6%,2
2018,42,24000,Pennsylvania,Erie city,4.8%:14.2%,3,0.3%:4.8%,3,0.8%:4.0%,3,94.1%:76.9%,3
2018,42,60000,Pennsylvania,Philadelphia city,24.8%:39.8%,1,6.9%:11.1%,1,12.5%:9.5%,1,55.8%:39.6%,1
2018,42,61000,Pennsylvania,Pittsburgh city,9.5%:21.2%,2,0.6%:2.4%,3,6.9%:8.7%,3,83.0%:67.7%,2
2018,42,63624,Pennsylvania,Reading city,3.3%:6.8%,3,13.0%:36.5%,2,0.9%:3.1%,3,82.9%:53.6%,2
2018,42,69000,Pennsylvania,Scranton city,6.1%:4.3%,3,2.2%:10.2%,3,2.3%:6.8%,3,89.4%:78.7%,3
2018,44,19180,Rhode Island,Cranston city,3.6%:6.8%,3,4.0%:9.7%,3,4.5%:7.0%,3,87.8%:76.5%,2
2018,44,54640,Rhode Island,Pawtucket city,6.1%:7.9%,3,14.8%:19.9%,2,3.7%:5.4%,3,75.4%:66.7%,2
2018,44,59000,Rhode Island,Providence city,8.8%:12.5%,3,17.8%:32.8%,3,4.8%:9.7%,3,68.7%:45.0%,3
2018,44,74300,Rhode Island,Warwick city,0.4%:1.2%,3,1.5%:3.4%,3,3.3%:3.3%,3,94.7%:92.1%,2
2018,45,13330,South Carolina,Charleston city,11.5%:20.1%,2,2.1%:2.4%,3,2.1%:3.0%,3,84.2%:74.5%,2
2018,45,16000,South Carolina,Columbia city,22.8%:42.4%,3,2.6%:4.8%,3,4.7%:6.3%,3,69.9%:46.5%,3
2018,45,48535,South Carolina,Mount Pleasant town,9.3%:19.5%,2,1.7%:2.4%,3,1.4%:1.7%,3,87.6%:76.4%,2
2018,45,50875,South Carolina,North Charleston city,17.9%:32.8%,2,4.3%:8.7%,2,6.7%:6.3%,2,71.2%:52.2%,2
2018,46,59020,South Dakota,Sioux Falls city,2.6%:7.7%,3,3.0%:4.8%,3,1.0%:5.1%,3,93.4%:82.5%,1
2018,47,14000,Tennessee,Chattanooga city,10.6%:26.0%,3,1.7%:4.0%,3,2.5%:3.3%,3,85.2%:66.6%,3
2018,47,15160,Tennessee,Clarksville city,11.2%:17.0%,2,8.1%:9.2%,3,11.7%:5.9%,3,69.0%:67.9%,2
2018,47,27740,Tennessee,Franklin city,2.7%:4.4%,3,2.6%:3.6%,3,5.0%:5.7%,3,89.7%:86.4%,3
2018,47,40000,Tennessee,Knoxville city,5.4%:15.7%,3,1.7%:4.0%,3,2.6%:5.0%,3,90.3%:75.3%,3
2018,47,48000,Tennessee,Memphis city,28.9%:60.4%,2,2.6%:5.0%,2,3.1%:2.8%,2,65.4%:31.8%,2
2018,47,51560,Tennessee,Murfreesboro city,8.8%:17.7%,2,1.5%:4.5%,3,4.4%:5.9%,3,85.3%:71.9%,2
2018,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),13.4%:26.3%,1,3.0%:7.5%,1,3.8%:5.7%,1,79.8%:60.5%,1
2018,48,01000,Texas,Abilene city,4.1%:8.3%,3,10.8%:19.4%,3,3.4%:4.4%,3,81.6%:67.9%,3
2018,48,01924,Texas,Allen city,8.2%:10.4%,2,5.0%:8.0%,2,25.6%:18.1%,2,61.2%:63.5%,2
2018,48,03000,Texas,Amarillo city,2.2%:7.8%,3,14.4%:26.7%,3,6.5%:4.3%,3,76.9%:61.2%,3
2018,48,04000,Texas,Arlington city,14.0%:25.3%,3,15.9%:22.7%,3,10.2%:8.8%,3,59.9%:43.3%,3
2018,48,05000,Texas,Austin city,2.9%:8.0%,2,12.5%:25.2%,2,8.3%:9.3%,2,76.3%:57.5%,2
2018,48,06128,Texas,Baytown city,14.2%:21.2%,2,28.9%:37.1%,2,4.0%:3.1%,3,53.0%:38.6%,2
2018,48,07000,Texas,Beaumont city,25.7%:46.2%,3,10.5%:12.3%,3,10.0%:3.4%,3,53.8%:38.1%,3
2018,48,10768,Texas,Brownsville city,0.6%:0.8%,3,81.1%:89.6%,1,0.2%:0.5%,3,18.2%:9.1%,1
2018,48,10912,Texas,Bryan city,4.2%:10.3%,3,12.5%:22.5%,2,6.7%:8.3%,3,76.6%:58.9%,2
2018,48,13024,Texas,Carrollton city,5.1%:15.6%,2,12.6%:19.2%,2,21.6%:17.0%,2,60.7%:48.2%,2
2018,48,13552,Texas,Cedar Park city,2.3%:4.0%,3,12.6%:17.9%,3,10.2%:9.6%,3,74.9%:68.6%,3
2018,48,15976,Texas,College Station city,4.2%:10.3%,3,12.5%:22.5%,2,6.7%:8.3%,3,76.6%:58.9%,2
2018,48,16432,Texas,Conroe city,1.9%:3.9%,3,14.9%:21.6%,3,3.4%:3.9%,3,79.9%:70.6%,3
2018,48,17000,Texas,Corpus Christi city,1.4%:4.9%,3,44.2%:58.4%,2,4.8%:3.6%,3,49.6%:33.2%,2
2018,48,19000,Texas,Dallas city,7.0%:25.2%,2,13.5%:28.9%,2,6.3%:6.2%,2,73.2%:39.7%,2
2018,48,19972,Texas,Denton city,6.6%:12.1%,2,8.6%:13.4%,2,5.3%:7.6%,2,79.5%:66.9%,2
2018,48,22660,Texas,Edinburg city,0.0%:0.9%,3,82.8%:87.0%,2,5.5%:3.9%,3,11.7%:8.2%,2
2018,48,24000,Texas,El Paso city,3.3%:3.4%,2,73.3%:78.2%,2,2.4%:3.0%,2,21.0%:15.4%,2
2018,48,26232,Texas,Flower Mound town,1.7%:2.7%,2,8.9%:10.4%,2,9.7%:9.5%,2,79.7%:77.3%,2
2018,48,27000,Texas,Fort Worth city,7.0%:17.0%,2,17.4%:25.4%,2,6.0%:5.6%,2,69.6%:52.0%,2
2018,48,27684,Texas,Frisco city,8.8%:10.4%,2,7.3%:11.5%,2,22.3%:17.6%,2,61.6%:60.5%,2
2018,48,29000,Texas,Garland city,8.7%:17.5%,3,19.1%:27.5%,3,15.2%:11.6%,3,57.0%:43.4%,3
2018,48,30464,Texas,Grand Prairie city,20.6%:22.0%,2,29.9%:39.4%,2,8.7%:6.9%,2,40.8%:31.7%,2
2018,48,35000,Texas,Houston city,7.7%:23.6%,2,18.8%:35.8%,2,11.6%:9.6%,2,61.9%:31.1%,2
2018,48,37000,Texas,Irving city,4.9%:17.9%,3,18.3%:33.9%,3,21.2%:17.6%,3,55.7%:30.6%,3
2018,48,39148,Texas,Killeen city,30.9%:33.9%,1,17.7%:20.1%,1,7.0%:8.5%,3,44.4%:37.4%,1
2018,48,41464,Texas,Laredo city,NA%:0.4%,NA,91.2%:93.6%,1,0.2%:0.9%,3,8.5%:5.1%,3
2018,48,41980,Texas,League City city,5.0%:8.4%,2,12.6%:16.6%,2,8.7%:6.0%,2,73.7%:69.1%,2
2018,48,42508,Texas,Lewisville city,8.8%:15.8%,1,16.4%:22.7%,1,14.8%:11.3%,1,60.0%:50.3%,1
2018,48,43888,Texas,Longview city,11.0%:22.1%,2,8.3%:11.3%,2,5.7%:3.2%,3,75.0%:63.4%,2
2018,48,45000,Texas,Lubbock city,2.6%:6.8%,3,17.9%:30.9%,3,4.9%:4.1%,3,74.7%:58.3%,3
2018,48,45384,Texas,McAllen city,0.3%:0.8%,3,78.6%:86.7%,1,5.4%:3.6%,3,15.7%:8.9%,1
2018,48,45744,Texas,McKinney city,6.2%:11.4%,1,6.8%:11.4%,1,13.1%:8.3%,1,73.9%:68.9%,1
2018,48,47892,Texas,Mesquite city,14.0%:25.3%,2,29.0%:35.4%,2,8.3%:5.4%,2,48.7%:34.0%,2
2018,48,48072,Texas,Midland city,2.9%:6.7%,3,20.8%:36.4%,1,3.6%:3.0%,3,72.7%:53.9%,1
2018,48,48768,Texas,Mission city,0.0%:0.0%,3,83.4%:86.9%,2,2.1%:1.0%,3,14.5%:12.1%,2
2018,48,50820,Texas,New Braunfels city,4.3%:3.2%,2,17.8%:24.5%,2,2.0%:2.2%,3,75.8%:70.1%,2
2018,48,53388,Texas,Odessa city,2.0%:6.1%,3,45.6%:51.9%,2,4.3%:2.6%,3,48.0%:39.4%,2
2018,48,56000,Texas,Pasadena city,0.6%:3.8%,3,36.3%:54.7%,3,6.2%:4.3%,3,57.0%:37.2%,3
2018,48,56348,Texas,Pearland city,23.0%:21.8%,2,13.3%:21.6%,2,18.8%:10.6%,2,44.9%:46.1%,2
2018,48,57200,Texas,Pharr city,NA%:0.3%,NA,92.9%:93.4%,2,0.3%:0.4%,3,6.8%:6.0%,3
2018,48,58016,Texas,Plano city,2.2%:8.4%,1,7.5%:11.7%,1,24.1%:23.3%,1,66.3%:56.6%,1
2018,48,61796,Texas,Richardson city,4.3%:11.8%,2,5.5%:18.4%,2,9.8%:13.1%,2,80.4%:56.7%,2
2018,48,63500,Texas,Round Rock city,4.4%:9.2%,2,15.2%:19.9%,2,13.9%:11.1%,2,66.5%:59.8%,2
2018,48,64472,Texas,San Angelo city,2.3%:4.1%,3,17.7%:36.0%,1,0.9%:3.2%,3,79.0%:56.6%,1
2018,48,65000,Texas,San Antonio city,4.5%:8.2%,2,42.7%:55.3%,2,4.6%:4.5%,2,48.1%:31.9%,2
2018,48,70808,Texas,Sugar Land city,5.3%:12.8%,2,9.6%:15.0%,2,45.1%:29.7%,2,40.0%:42.5%,2
2018,48,72176,Texas,Temple city,7.1%:12.9%,3,14.4%:21.9%,2,2.5%:3.9%,3,76.0%:61.3%,2
2018,48,74144,Texas,Tyler city,7.2%:21.9%,1,7.8%:16.0%,1,3.0%:3.4%,3,82.0%:58.7%,1
2018,48,76000,Texas,Waco city,11.6%:20.3%,1,14.9%:25.1%,1,1.6%:3.8%,3,71.8%:50.8%,1
2018,48,79000,Texas,Wichita Falls city,3.5%:11.6%,3,12.8%:15.7%,3,4.1%:5.2%,3,79.5%:67.5%,3
2018,49,43660,Utah,Layton city,1.8%:1.8%,3,3.3%:8.9%,3,2.9%:3.7%,3,92.0%:85.7%,3
2018,49,44320,Utah,Lehi city,0.0%:0.2%,3,6.2%:7.4%,3,2.0%:4.1%,3,91.7%:88.4%,3
2018,49,55980,Utah,Ogden city,0.3%:1.5%,3,6.7%:16.7%,2,2.7%:3.8%,3,90.3%:77.9%,2
2018,49,57300,Utah,Orem city,0.0%:1.0%,3,7.7%:11.2%,2,4.4%:5.1%,3,87.8%:82.7%,2
2018,49,62470,Utah,Provo city,0.2%:1.2%,3,6.1%:12.9%,3,6.5%:6.9%,3,87.2%:78.9%,1
2018,49,65330,Utah,St. George city,NA,NA,3.1%:7.0%,3,3.6%:5.3%,3,93.3%:87.6%,2
2018,49,67000,Utah,Salt Lake City city,0.2%:2.4%,3,5.3%:12.2%,3,5.4%:8.8%,3,89.0%:76.6%,3
2018,49,67440,Utah,Sandy city,0.1%:0.5%,3,5.4%:7.5%,3,5.5%:5.7%,3,89.0%:86.3%,2
2018,49,70850,Utah,South Jordan city,1.0%:1.0%,3,6.0%:12.2%,3,5.0%:7.0%,3,88.1%:79.8%,3
2018,49,82950,Utah,West Jordan city,0.8%:0.7%,3,5.0%:12.2%,2,6.5%:7.7%,2,87.7%:79.4%,2
2018,49,83470,Utah,West Valley City city,0.3%:1.6%,3,22.6%:27.8%,2,8.8%:9.2%,2,68.4%:61.3%,2
2018,51,01000,Virginia,Alexandria city,4.9%:20.3%,3,2.5%:10.0%,3,5.4%:9.7%,3,87.1%:60.0%,3
2018,51,16000,Virginia,Chesapeake city,21.2%:30.4%,3,3.9%:5.4%,3,6.1%:6.2%,3,68.8%:58.0%,3
2018,51,35000,Virginia,Hampton city,37.8%:49.9%,3,2.4%:5.1%,3,5.5%:5.4%,3,54.3%:39.7%,3
2018,51,47672,Virginia,Lynchburg city,9.6%:19.3%,2,1.7%:3.5%,3,4.4%:5.1%,3,84.3%:72.1%,2
2018,51,56000,Virginia,Newport News city,23.7%:40.9%,2,3.2%:6.9%,3,6.7%:5.4%,2,66.3%:46.8%,2
2018,51,57000,Virginia,Norfolk city,17.9%:38.9%,2,4.5%:9.5%,3,6.7%:6.3%,2,71.0%:45.3%,2
2018,51,64000,Virginia,Portsmouth city,27.8%:45.8%,3,2.4%:4.5%,3,6.3%:5.0%,3,63.6%:44.7%,3
2018,51,67000,Virginia,Richmond city,15.2%:41.1%,3,2.2%:4.6%,3,3.4%:5.9%,3,79.2%:48.5%,3
2018,51,68000,Virginia,Roanoke city,8.2%:21.1%,3,2.2%:3.1%,3,2.8%:5.4%,3,86.8%:70.4%,3
2018,51,76432,Virginia,Suffolk city,23.9%:36.7%,2,2.4%:3.7%,3,4.0%:4.3%,3,69.7%:55.4%,2
2018,51,82000,Virginia,Virginia Beach city,9.9%:18.0%,2,3.2%:6.4%,2,7.3%:8.2%,2,79.6%:67.4%,2
2018,53,03180,Washington,Auburn city,3.9%:5.0%,2,5.9%:11.9%,2,19.7%:18.7%,2,70.4%:64.4%,2
2018,53,05210,Washington,Bellevue city,0.0%:3.2%,3,1.5%:3.7%,1,34.9%:36.8%,1,63.6%:56.4%,1
2018,53,05280,Washington,Bellingham city,0.2%:0.8%,3,2.7%:6.2%,3,5.8%:8.3%,2,91.4%:84.7%,2
2018,53,22640,Washington,Everett city,3.6%:4.4%,3,5.9%:9.9%,2,12.1%:15.4%,2,78.4%:70.3%,2
2018,53,23515,Washington,Federal Way city,3.2%:13.0%,3,7.2%:15.5%,2,15.9%:17.7%,2,73.7%:53.8%,2
2018,53,35275,Washington,Kennewick city,0.3%:1.3%,3,4.9%:16.4%,3,6.7%:5.0%,3,88.2%:77.2%,2
2018,53,35415,Washington,Kent city,5.7%:11.4%,1,5.1%:10.3%,1,27.1%:22.4%,1,62.2%:55.9%,1
2018,53,35940,Washington,Kirkland city,0.3%:1.3%,3,1.4%:5.8%,2,21.7%:23.1%,2,76.6%:69.8%,2
2018,53,53545,Washington,Pasco city,1.1%:1.9%,3,16.1%:25.5%,2,8.1%:7.1%,3,74.8%:65.5%,2
2018,53,57745,Washington,Renton city,9.3%:12.2%,2,5.1%:7.1%,2,32.3%:26.4%,2,53.3%:54.2%,2
2018,53,63000,Washington,Seattle city,2.6%:5.8%,2,2.3%:5.8%,2,16.9%:21.7%,2,78.1%:66.7%,2
2018,53,67000,Washington,Spokane city,1.7%:2.4%,3,3.3%:5.2%,3,5.2%:7.1%,3,89.9%:85.4%,3
2018,53,67167,Washington,Spokane Valley city,0.5%:1.4%,3,2.2%:3.8%,3,4.8%:5.8%,2,92.5%:89.0%,2
2018,53,70000,Washington,Tacoma city,3.6%:7.4%,3,3.7%:8.6%,3,9.4%:14.5%,3,83.3%:69.5%,3
2018,53,74060,Washington,Vancouver city,1.1%:2.5%,3,4.2%:8.4%,1,9.2%:8.9%,1,85.5%:80.2%,1
2018,53,80010,Washington,Yakima city,0.1%:0.9%,3,15.0%:27.4%,2,2.7%:4.0%,2,82.3%:67.7%,2
2018,55,02375,Wisconsin,Appleton city,0.0%:1.4%,3,1.8%:3.9%,3,2.4%:3.9%,3,95.8%:90.8%,3
2018,55,31000,Wisconsin,Green Bay city,NA%:4.0%,NA,6.2%:10.9%,3,2.9%:8.0%,3,90.9%:77.0%,2
2018,55,39225,Wisconsin,Kenosha city,0.6%:6.8%,3,6.0%:9.7%,3,1.2%:3.4%,3,92.3%:80.1%,2
2018,55,48000,Wisconsin,Madison city,0.4%:5.0%,3,1.3%:4.9%,3,6.5%:8.8%,3,91.9%:81.3%,3
2018,55,53000,Wisconsin,Milwaukee city,14.4%:37.3%,2,12.2%:14.6%,2,3.6%:5.7%,2,69.9%:42.3%,2
2018,55,66000,Wisconsin,Racine city,2.1%:12.8%,3,4.2%:8.6%,3,2.2%:2.4%,3,91.5%:76.3%,3
2019,01,03076,Alabama,Auburn city,14.7%:21.9%,2,1.0%:2.0%,3,8.4%:7.9%,3,75.9%:68.2%,2
2019,01,07000,Alabama,Birmingham city,35.2%:59.1%,3,1.3%:2.5%,3,1.6%:3.0%,3,61.8%:35.3%,3
2019,01,35896,Alabama,Hoover city,7.8%:20.0%,3,3.5%:4.0%,3,3.4%:4.0%,3,85.3%:71.9%,3
2019,01,37000,Alabama,Huntsville city,8.8%:28.4%,3,2.2%:4.6%,3,4.7%:4.2%,3,84.3%:62.8%,3
2019,01,50000,Alabama,Mobile city,27.1%:51.0%,3,0.9%:1.1%,3,4.8%:4.1%,3,67.3%:43.8%,3
2019,01,51000,Alabama,Montgomery city,27.6%:56.7%,3,1.4%:1.9%,3,6.6%:3.4%,3,64.3%:38.0%,3
2019,01,77256,Alabama,Tuscaloosa city,24.8%:39.2%,2,0.5%:2.9%,3,2.3%:4.2%,3,72.5%:53.7%,2
2019,02,03000,Alaska,Anchorage municipality,2.7%:5.0%,3,5.2%:7.7%,3,16.0%:22.0%,2,76.1%:65.3%,2
2019,04,04720,Arizona,Avondale city,8.4%:6.8%,2,38.0%:44.2%,2,7.1%:5.4%,2,46.6%:43.6%,2
2019,04,07940,Arizona,Buckeye city,2.6%:4.7%,3,21.3%:26.4%,2,5.1%:4.5%,2,71.1%:64.4%,2
2019,04,12000,Arizona,Chandler city,2.1%:3.7%,3,11.6%:16.0%,3,14.0%:13.9%,3,72.2%:66.4%,3
2019,04,23620,Arizona,Flagstaff city,1.6%:1.3%,3,14.8%:13.4%,3,11.1%:24.4%,3,72.4%:60.9%,3
2019,04,27400,Arizona,Gilbert town,2.9%:3.9%,3,8.9%:12.5%,1,6.6%:6.7%,1,81.6%:76.8%,1
2019,04,27820,Arizona,Glendale city,2.9%:7.7%,1,22.6%:29.1%,1,9.0%:6.7%,1,65.5%:56.5%,1
2019,04,28380,Arizona,Goodyear city,5.7%:5.4%,3,20.7%:24.9%,2,3.8%:4.7%,2,69.9%:65.1%,2
2019,04,46000,Arizona,Mesa city,2.1%:5.5%,2,12.8%:19.9%,2,3.5%:4.6%,2,81.6%:70.1%,2
2019,04,54050,Arizona,Peoria city,1.6%:4.0%,2,13.5%:16.5%,2,6.1%:6.0%,2,78.8%:73.5%,2
2019,04,55000,Arizona,Phoenix city,3.3%:7.0%,2,20.4%:32.1%,2,6.0%:7.8%,2,70.3%:53.1%,2
2019,04,65000,Arizona,Scottsdale city,0.6%:1.5%,3,5.1%:7.2%,3,5.9%:7.0%,3,88.4%:84.2%,3
