year,state,county,share_poverty_exposure,share_poverty_exposure_quality
2021,12,029,0,1
2021,12,031,0.09241564753503152,1
2021,12,033,0.07823090440219996,1
2021,12,035,0,1
2021,12,037,0,1
2021,12,039,0.27933185751660294,1
2021,12,041,0,1
2021,12,043,0,1
2021,12,045,0,1
2021,12,047,0.2557894736842105,1
2021,12,049,0.26438444230151076,1
2021,12,051,0.04213036565977742,1
2021,12,053,0,1
2021,12,055,0,1
2021,12,057,0.10180186496529482,1
2021,12,059,0,1
2021,12,061,0.12322133205787397,1
2021,12,063,0,1
2021,12,065,0.37084282460136675,1
2021,12,067,0,2
2021,12,069,0.03891491612513223,1
2021,12,071,0.036448681595927575,1
2021,12,073,0.4792397224501977,1
2021,12,075,0,1
2021,12,077,0,2
2021,12,079,0,1
2021,12,081,0,1
2021,12,083,0.04460966542750929,1
2021,12,085,0,1
2021,12,086,0.0847403899494012,1
2021,12,087,0,1
2021,12,089,0,1
2021,12,091,0.046733171564662536,1
2021,12,093,0,1
2021,12,095,0.03537091678199337,1
2021,12,097,0,1
2021,12,099,0.02904400266718594,1
2021,12,101,0,1
2021,12,103,0.04769254798195566,1
2021,12,105,0.026745578391535636,1
2021,12,107,0.09697895850476078,1
2021,12,109,0,1
2021,12,111,0.13410748611001397,1
2021,12,113,0,1
2021,12,115,0.049788319897929596,1
2021,12,117,0,1
2021,12,119,0.04738962859145059,1
2021,12,121,0,1
2021,12,123,0,1
2021,12,125,0,1
2021,12,127,0.052742312015448024,1
2021,12,129,0,1
2021,12,131,0,1
2021,12,133,0,1
2021,13,001,0,1
2021,13,003,0,1
2021,13,005,0,1
2021,13,007,0,1
2021,13,009,0.23618768988410038,1
2021,13,011,0,1
2021,13,013,0,1
2021,13,015,0,1
2021,13,017,0,1
2021,13,019,0,1
2021,13,021,0.48556741795175956,1
2021,13,023,0,1
2021,13,025,0,1
2021,13,027,0,1
2021,13,029,0,1
2021,13,031,0.27275047862156987,1
2021,13,033,0,1
2021,13,035,0,1
2021,13,037,0,1
2021,13,039,0,1
2021,13,043,0,1
2021,13,045,0.19408642911296436,1
2021,13,047,0,1
2021,13,049,0,1
2021,13,051,0.0819966572704368,1
2021,13,053,0,2
2021,13,055,0,1
2021,13,057,0,1
2021,13,059,0.48250604931005164,1
2021,13,061,0,2
2021,13,063,0.06920787690749065,1
2021,13,065,0,1
2021,13,067,0.030458738314864113,1
2021,13,069,0.10805323708549515,1
2021,13,071,0.21783828841344818,1
2021,13,073,0,1
2021,13,075,0,1
2021,13,077,0,1
2021,13,079,0,1
2021,13,081,0,1
2021,13,083,0,1
2021,13,085,0,2
2021,13,087,0,1
2021,13,089,0.06085462616311979,1
2021,13,091,0,1
2021,13,093,0,1
2021,13,095,0.4942144980562543,1
2021,13,097,0,1
2021,13,099,0,1
2021,13,101,0,1
2021,13,103,0,1
2021,13,105,0,1
2021,13,107,0.1793078055964654,1
2021,13,109,0,1
2021,13,111,0,1
2021,13,113,0,1
2021,13,115,0,1
2021,13,117,0,1
2021,13,119,0,1
2021,13,121,0.16489244325401958,1
2021,13,123,0,1
2021,13,125,0,2
2021,13,127,0.25093471383376476,1
2021,13,129,0,1
2021,13,131,0,1
2021,13,133,0,1
2021,13,135,0.038352760550291916,1
2021,13,137,0,1
2021,13,139,0,1
2021,13,141,0,1
2021,13,143,0,1
2021,13,145,0,1
2021,13,147,0,1
2021,13,149,0,1
2021,13,151,0,1
2021,13,153,0.059407750426517185,1
2021,13,155,0,1
2021,13,157,0,1
2021,13,159,0,1
2021,13,161,0,1
2021,13,163,0,1
2021,13,165,0,1
2021,13,167,0,1
2021,13,169,0,1
2021,13,171,0,1
2021,13,173,0,1
2021,13,175,0.1365371845949535,1
2021,13,177,0,1
2021,13,179,0,1
2021,13,181,0,1
2021,13,183,0,1
2021,13,185,0.2716745155562418,1
2021,13,187,0,1
2021,13,189,0,1
2021,13,191,0.2513611615245009,1
2021,13,193,0,1
2021,13,195,0,1
2021,13,197,0,1
2021,13,199,0,1
2021,13,201,0,1
2021,13,205,0.24272588055130168,1
2021,13,207,0,1
2021,13,209,0,1
2021,13,211,0,1
2021,13,213,0,1
2021,13,215,0.23778122575640032,1
2021,13,217,0,1
2021,13,219,0,1
2021,13,221,0,1
2021,13,223,0,1
2021,13,225,0,1
2021,13,227,0,1
2021,13,229,0,1
2021,13,231,0,1
2021,13,233,0,1
2021,13,235,0,1
2021,13,237,0,1
2021,13,239,0,2
2021,13,241,0,1
2021,13,243,0,1
2021,13,245,0.2315138602626155,1
2021,13,247,0,1
2021,13,249,0,1
2021,13,251,0,1
2021,13,253,0,1
2021,13,255,0,1
2021,13,257,0,1
2021,13,259,0,2
2021,13,261,0,1
2021,13,263,0,1
2021,13,265,0,2
2021,13,267,0,1
2021,13,269,0.40794223826714804,1
2021,13,271,0,1
2021,13,273,0.5833333333333334,1
2021,13,275,0,1
2021,13,277,0.20684076727524844,1
2021,13,279,0,1
2021,13,281,0,1
2021,13,283,0,1
2021,13,285,0,1
2021,13,287,0,1
2021,13,289,0,1
2021,13,291,0,1
2021,13,293,0.3473737204228897,1
2021,13,295,0,1
2021,13,297,0,1
2021,13,299,0.25703212901612704,1
2021,13,301,0,1
2021,13,303,0,1
2021,13,305,0,1
2021,13,307,0,2
2021,13,309,0,2
2021,13,311,0,1
2021,13,313,0,1
2021,13,315,0,1
2021,13,317,0,1
2021,13,319,0,1
2021,13,321,0,1
2021,15,001,0,1
2021,15,003,0.03247006998472415,1
2021,15,005,NA,NA
2021,15,007,0,1
2021,15,009,0,1
2021,16,001,0.08548205634514269,1
2021,16,003,0,1
2021,16,005,0,1
2021,16,007,0,1
2021,16,009,0,1
2021,16,011,0,1
2021,16,013,0,2
2021,16,015,0,1
2021,16,017,0,1
2021,16,019,0,1
2021,16,021,0,1
2021,16,023,0,1
2021,16,025,0,2
2021,16,027,0,1
2021,16,029,0,2
2021,16,031,0,1
2021,16,033,0,2
2021,16,035,0,1
2021,16,037,0,2
2021,16,039,0,1
2021,16,041,0,1
2021,16,043,0,1
2021,16,045,0,1
2021,16,047,0,1
2021,16,049,0,1
2021,16,051,0,1
2021,16,053,0,1
2021,16,055,0,1
2021,16,057,0,1
2021,16,059,0,1
2021,16,061,0,1
2021,16,063,0,2
2021,16,065,0.5159401431359791,1
2021,16,067,0,1
2021,16,069,0,1
2021,16,071,0,2
2021,16,073,0,1
2021,16,075,0,1
2021,16,077,0,2
2021,16,079,0,1
2021,16,081,0,2
2021,16,083,0,1
2021,16,085,0,2
2021,16,087,0,1
2021,17,001,0.059327534726729844,1
2021,17,003,0,1
2021,17,005,0,1
2021,17,007,0,1
2021,17,009,0,2
2021,17,011,0,1
2021,17,013,0,2
2021,17,015,0,1
2021,17,017,0,1
2021,17,019,0.4055563470579855,1
2021,17,021,0,1
2021,17,023,0,1
2021,17,025,0,1
2021,17,027,0,1
2021,17,029,0.06437867096625591,1
2021,17,031,0.10902180808484374,1
2021,17,033,0,1
2021,17,035,0,1
2021,17,037,0.37331920249056105,1
2021,17,039,0,1
2021,17,041,0,1
2021,17,043,0,1
2021,17,045,0,1
2021,17,047,0,1
2021,17,049,0,1
2021,17,051,0,1
2021,17,053,0,1
2021,17,055,0.17204615159924055,1
2021,17,057,0,1
2021,17,059,0,1
2021,17,061,0,1
2021,17,063,0,1
2021,17,065,0,1
2021,17,067,0,1
2021,17,069,0,1
2021,17,071,0,1
2021,17,073,0,1
2021,17,075,0,1
2021,17,077,0.4613643982567885,1
2021,17,079,0,2
2021,17,081,0.11242492492492492,1
2021,17,083,0,1
2021,17,085,0,1
2021,17,087,0,1
2021,17,089,0,1
2021,17,091,0.24177823050058206,1
2021,17,093,0,1
2021,17,095,0,1
2021,17,097,0.02269662494539515,1
2021,17,099,0,1
2021,17,101,0,1
2021,17,103,0,1
2021,17,105,0,1
2021,17,107,0,1
2021,17,109,0.4523809523809524,1
2021,17,111,0,1
2021,17,113,0.3372502937720329,1
2021,17,115,0.24348949919224555,1
2021,17,117,0,1
2021,17,119,0,1
2021,17,121,0,1
2021,17,123,0,1
2021,17,125,0,1
2021,17,127,0,1
2021,17,129,0,1
2021,17,131,0,1
2021,17,133,0,1
2021,17,135,0,1
2021,17,137,0,1
2021,17,139,0,1
2021,17,141,0,1
2021,17,143,0.225069477027466,1
2021,17,145,0,1
2021,17,147,0,1
2021,17,149,0,1
2021,17,151,0,1
2021,17,153,0,1
2021,17,155,0,1
2021,17,157,0,1
2021,17,159,0,1
2021,17,161,0.07841894921532314,1
2021,17,163,0.21191804178828424,1
2021,17,165,0,1
2021,17,167,0.07585902435435214,1
2021,17,169,0,2
2021,17,171,0,1
2021,17,173,0,1
2021,17,175,0,1
2021,17,177,0,1
2021,17,179,0,1
2021,17,181,0,1
2021,17,183,0.3328096947935368,1
2021,17,185,0,1
2021,17,187,0,1
2021,17,189,0,1
2021,17,191,0,1
2021,17,193,0,1
2021,17,195,0,1
2021,17,197,0.03096234309623431,1
2021,17,199,0,1
2021,17,201,0.1971815182999349,1
2021,17,203,0,1
2021,18,001,0,1
2021,18,003,0.07913187927426488,1
2021,18,005,0,1
2021,18,007,0,1
2021,18,009,0,1
2021,18,011,0,1
2021,18,013,0,1
2021,18,015,0,1
2021,18,017,0,1
2021,18,019,0,1
2021,18,021,0,1
2021,18,023,0,1
2021,18,025,0,1
2021,18,027,0,1
2021,18,029,0,1
2021,18,031,0,1
2021,18,033,0,1
2021,18,035,0.40352255917159763,1
2021,18,037,0,1
2021,18,039,0,1
2021,18,041,0,1
2021,18,043,0.3194162950952574,1
2021,18,045,0,1
2021,18,047,0,1
2021,18,049,0,1
2021,18,051,0,1
2021,18,053,0.13110918544194108,1
2021,18,055,0,1
2021,18,057,0,1
2021,18,059,0,1
2021,18,061,0,1
2021,18,063,0,1
2021,18,065,0,1
2021,18,067,0.14123581336696092,1
2021,18,069,0,1
2021,18,071,0,1
2021,18,073,0,1
2021,18,075,0,1
2021,18,077,0,1
2021,18,079,0,1
2021,18,081,0,1
2021,18,083,0.19427244582043343,1
2021,18,085,0,1
2021,18,087,0,1
2021,18,089,0.14149195109808044,1
2021,18,091,0,1
2021,18,093,0,1
2021,18,095,0,1
2021,18,097,0.09233861902053879,1
2021,18,099,0,1
2021,18,101,0,1
2021,18,103,0,1
2021,18,105,0.3323510994880106,1
2021,18,107,0,1
2021,18,109,0,1
2021,18,111,0,1
2021,18,113,0,1
2021,18,115,0,1
2021,18,117,0,1
2021,18,119,0,1
2021,18,121,0,1
2021,18,123,0,1
2021,18,125,0,1
2021,18,127,0.004289827819239584,1
2021,18,129,0,1
2021,18,131,0,1
2021,18,133,0,1
2021,18,135,0,1
2021,18,137,0,1
2021,18,139,0,1
2021,18,141,0.1932036247334755,1
2021,18,143,0,1
2021,18,145,0,1
2021,18,147,0,1
2021,18,149,0,1
2021,18,151,0,1
2021,18,153,0,1
2021,18,155,0,1
2021,18,157,0.28510092918936236,1
2021,18,159,0,1
2021,18,161,0,2
2021,18,163,1.517853754790726e-4,1
2021,18,165,0,1
2021,18,167,0.35339078690879244,1
2021,18,169,0,1
2021,18,171,0,1
2021,18,173,0,1
2021,18,175,0,1
2021,18,177,0.13040559976987248,1
2021,18,179,0,1
2021,18,181,0,1
2021,18,183,0,1
2021,19,001,0,1
2021,19,003,0,1
2021,19,005,0,1
2021,19,007,0,1
2021,19,009,0,1
2021,19,011,0,1
2021,19,013,0.06849675957637388,1
2021,19,015,0,1
2021,19,017,0,1
2021,19,019,0,1
2021,19,021,0,1
2021,19,023,0,1
2021,19,025,0,1
2021,19,027,0,1
2021,19,029,0,1
2021,19,031,0,1
2021,19,033,0,1
2021,19,035,0,2
2021,19,037,0,1
2021,19,039,0,1
2021,19,041,0,1
2021,19,043,0,1
2021,19,045,0,1
2021,19,047,0,1
2021,19,049,0,1
2021,19,051,0,2
2021,19,053,0,1
2021,19,055,0,1
2021,19,057,0,1
2021,19,059,0,1
2021,19,061,0,1
2021,19,063,0,1
2021,19,065,0,1
2021,19,067,0,1
2021,19,069,0,1
2021,19,071,0,1
2021,19,073,0,1
2021,19,075,0,1
2021,19,077,0,1
2021,19,079,0,1
2021,19,081,0,1
2021,19,083,0,1
2021,19,085,0,1
2021,19,087,0,1
2021,19,089,0,1
2021,19,091,0,1
2021,19,093,0,1
2021,19,095,0,1
2021,19,097,0,1
2021,19,099,0.0022123893805309734,1
2021,19,101,0,1
2021,19,103,0.3973452425257412,1
2021,19,105,0,1
2021,19,107,0,1
2021,19,109,0,1
2021,19,111,0,1
2021,19,113,0.03123538763677172,1
2021,19,115,0,1
2021,19,117,0,1
2021,19,119,0,1
2021,19,121,0,1
2021,19,123,0,1
2021,19,125,0,1
2021,19,127,0,1
2021,19,129,0,1
2021,19,131,0,1
2021,19,133,0,1
2021,19,135,0,1
2021,19,137,0,1
2021,19,139,0,1
2021,19,141,0,1
2021,19,143,0,1
2021,19,145,0,1
2021,19,147,0,1
2021,19,149,0,1
2021,19,151,0,1
2021,19,153,0.08982925018559762,1
2021,19,155,0,1
2021,19,157,0,1
2021,19,159,0,1
2021,19,161,0,1
2021,19,163,0.06865612452287712,1
2021,19,165,0,1
2021,19,167,0,1
2021,19,169,0.5949479940564636,1
2021,19,171,0,1
2021,19,173,0,1
2021,19,175,0,1
2021,19,177,0,1
2021,19,179,0,1
2021,19,181,0,1
2021,19,183,0,1
2021,19,185,0,1
2021,19,187,0,1
2021,19,189,0,1
2021,19,191,0,1
2021,19,193,0.06348396501457726,1
2021,19,195,0,1
2021,19,197,0,1
2021,20,001,0,1
2021,20,003,0,1
2021,20,005,0,1
2021,20,007,0,2
2021,20,009,0,1
2021,20,011,0,1
2021,20,013,0,1
2021,20,015,0,1
2021,20,017,0,2
2021,20,019,0,1
2021,20,021,0,1
2021,20,023,0,1
2021,20,025,0,2
2021,20,027,0,1
2021,20,029,0,1
2021,20,031,0,1
2021,20,033,0,2
2021,20,035,0,1
2021,20,037,0.1422379826635146,1
2021,20,039,0,1
2021,20,041,0,1
2021,20,043,0,1
2021,20,045,0.17452236273060712,1
2021,20,047,0,2
2021,20,049,0,1
2021,20,051,0,1
2021,20,053,0,1
2021,20,055,0,1
2021,20,057,0,1
2021,20,059,0,1
2021,20,061,0,1
2021,20,063,0,1
2021,20,065,0,1
2021,20,067,0,2
2021,20,069,0,2
2021,20,071,0,2
2021,20,073,0,1
2021,20,075,0,2
2021,20,077,0,1
2021,20,079,0,1
2021,20,081,0,2
2021,20,083,0,2
2021,20,085,0,1
2021,20,087,0,1
2021,20,089,0,1
2021,20,091,0,1
2021,20,093,0,2
2021,20,095,0,1
2021,20,097,0,2
2021,20,099,0,1
2021,20,101,0,2
2021,20,103,0,1
2021,20,105,0,2
2021,20,107,0,1
2021,20,109,0,2
2021,20,111,0,1
2021,20,113,0,1
2021,20,115,0,1
2021,20,117,0,1
2021,20,119,0,2
2021,20,121,0,1
2021,20,123,0,2
2021,20,125,0.1625069328896284,1
2021,20,127,0,1
2021,20,129,0,2
2021,20,131,0,1
2021,20,133,0,1
2021,20,135,0,2
2021,20,137,0,2
2021,20,139,0,1
2021,20,141,0,1
2021,20,143,0,1
2021,20,145,0,2
2021,20,147,0,1
2021,20,149,0,1
2021,20,151,0,1
2021,20,153,0,1
2021,20,155,0,1
2021,20,157,0,1
2021,20,159,0,1
2021,20,161,0.45977996856693815,1
2021,20,163,0,1
2021,20,165,0,1
2021,20,167,0,1
2021,20,169,0.14285714285714285,1
2021,20,171,0,2
2021,20,173,0.10046046223324183,1
2021,20,175,0,1
2021,20,177,0,1
2021,20,179,0,2
2021,20,181,0,2
2021,20,183,0,1
2021,20,185,0,1
2021,20,187,0,2
2021,20,189,0,2
2021,20,191,0,1
2021,20,193,0,2
2021,20,195,0,2
2021,20,197,0,1
2021,20,199,0,2
2021,20,201,0,1
2021,20,203,0,2
2021,20,205,0,1
2021,20,207,0,1
2021,20,209,0.06677779289699279,1
2021,21,001,0,1
2021,21,003,0,1
2021,21,005,0,1
2021,21,007,0,1
2021,21,009,0.25511903595571667,1
2021,21,011,0,1
2021,21,013,0,1
2021,21,015,0,1
2021,21,017,0,1
2021,21,019,0.05709068776628119,1
2021,21,021,0,1
2021,21,023,0,1
2021,21,025,0.17423518164435947,1
2021,21,027,0,1
2021,21,029,0,1
2021,21,031,0,1
2021,21,033,0,1
2021,21,035,0.24915117219078414,1
2021,21,037,0.2410167321934717,1
2021,21,039,0,1
2021,21,041,0,1
2021,21,043,0.20587113991612657,1
2021,21,045,0.3044496487119438,1
2021,21,047,0.14627802690582958,1
2021,21,049,0,1
2021,21,051,0.39088505210763724,1
2021,21,053,0,1
2021,21,055,0,1
2021,21,057,0,1
2021,21,059,0.041692130101174715,1
2021,21,061,0.0792712949286066,1
2021,21,063,0,1
2021,21,065,0,1
2021,21,067,0.20047009340013608,1
2021,21,069,0,1
2021,21,071,0.3351177730192719,1
2021,21,073,0,1
2021,21,075,0,1
2021,21,077,0,1
2021,21,079,0,1
2021,21,081,0,1
2021,21,083,0,1
2021,21,085,0,1
2021,21,087,0,1
2021,21,089,0,1
2021,21,091,0,1
2021,21,093,0,1
2021,21,095,0.18468672246098167,1
2021,21,097,0,1
2021,21,099,0,1
2021,21,101,0,1
2021,21,103,0,1
2021,21,105,0,1
2021,21,107,0.1449193639336867,1
2021,21,109,0.29651003022808464,1
2021,21,111,0.18268864329268292,1
2021,21,113,0,1
2021,21,115,0.22178304787000439,1
2021,21,117,0.2049205224258378,1
2021,21,119,0,1
2021,21,121,0.38377214446510716,1
2021,21,123,0,1
2021,21,125,0,1
2021,21,127,0.15088967971530248,1
2021,21,129,0,1
2021,21,131,0,1
2021,21,133,0,1
2021,21,135,0,1
2021,21,137,0,1
2021,21,139,0,1
2021,21,141,0,1
2021,21,143,0,1
2021,21,145,0.19181662812908415,1
2021,21,147,0.35452793834296725,1
2021,21,149,0,1
2021,21,151,0.0074816590397326944,1
2021,21,153,0,1
2021,21,155,0,1
2021,21,157,0,1
2021,21,159,0,1
2021,21,161,0,1
2021,21,163,0,1
2021,21,165,0,1
2021,21,167,0,1
2021,21,169,0,1
2021,21,171,0,1
2021,21,173,0,1
2021,21,175,0,1
2021,21,177,0,1
2021,21,179,0,1
2021,21,181,0,1
2021,21,183,0,1
2021,21,185,0,1
2021,21,187,0,1
2021,21,189,0,1
2021,21,191,0,1
2021,21,193,0,1
2021,21,195,0,1
2021,21,197,0,1
2021,21,199,0.14744294748419026,1
2021,21,201,0,1
2021,21,203,0,1
2021,21,205,0,1
2021,21,207,0,1
2021,21,209,0,1
2021,21,211,0,1
2021,21,213,0,1
2021,21,215,0,1
2021,21,217,0,1
2021,21,219,0,1
2021,21,221,0.0069901315789473685,1
2021,21,223,0,1
2021,21,225,0,1
2021,21,227,0.2198554583491822,1
2021,21,229,0,1
2021,21,231,0,1
2021,21,233,0,1
2021,21,235,0,1
2021,21,237,0,1
2021,21,239,0,1
2021,22,001,0.3220531455825573,1
2021,22,003,0.007981081879988175,1
2021,22,005,0.16537510305028855,1
2021,22,007,0,1
2021,22,009,0.11409883720930232,1
2021,22,011,0,1
2021,22,013,0,1
2021,22,015,0.12127479552505406,1
2021,22,017,0.3674813595071139,1
2021,22,019,0.09209489626192768,1
2021,22,021,0,1
2021,22,023,0,2
2021,22,025,0,1
2021,22,027,0.5374880611270296,1
2021,22,029,0.5024208566108007,1
2021,22,031,0,1
2021,22,033,0.1982175276448259,1
2021,22,035,0.8580298013245033,1
2021,22,037,0,1
2021,22,039,0.5513416815742397,1
2021,22,041,0.44031465093412,1
2021,22,043,0,1
2021,22,045,0.11977466231355227,1
2021,22,047,0,1
2021,22,049,0,1
2021,22,051,0.041842090085933446,1
2021,22,053,0,1
2021,22,055,0.06378522948048343,1
2021,22,057,0,1
2021,22,059,0,1
2021,22,061,0.41902333487868954,1
2021,22,063,0,1
2021,22,065,0.5183333333333333,1
2021,22,067,0.5920649713753162,1
2021,22,069,0.3474329661193099,1
2021,22,071,0.29167183535382013,1
2021,22,073,0.47180787191460977,1
2021,22,075,0.1238566131025958,1
2021,22,077,0,1
2021,22,079,0.23837331428811495,1
2021,22,081,0,1
2021,22,083,0.35532809358435385,1
2021,22,085,0.23936281701949277,1
2021,22,087,0.08782350445481545,1
2021,22,089,0,1
2021,22,091,0,1
2021,22,093,0,1
2021,22,095,0,1
2021,22,097,0.2922216428876144,1
2021,22,099,0,1
2021,22,101,0,1
2021,22,103,0,1
2021,22,105,0.1070833171790796,1
2021,22,107,0.4407853071564281,1
2021,22,109,0.2608988647555855,1
2021,22,111,0.2322527697989331,1
2021,22,113,0,1
2021,22,115,0,1
2021,22,117,0,1
2021,22,119,0.23827198680276318,1
2021,22,121,0,1
2021,22,123,0,1
2021,22,125,0,2
2021,22,127,0,1
2021,23,001,0.16962401313218167,1
2021,23,003,0,1
2021,23,005,0,1
2021,23,007,0,1
2021,23,009,0,1
2021,23,011,0,1
2021,23,013,0,1
2021,23,015,0,1
2021,23,017,0,1
2021,23,019,0.08317108481853128,1
2021,23,021,0,1
2021,23,023,0,1
2021,23,025,0,1
2021,23,027,0,1
2021,23,029,0,1
2021,23,031,0,1
2021,24,001,0,1
2021,24,003,0,1
2021,24,005,0.005383125073140286,1
2021,24,009,0,1
2021,24,011,0,1
2021,24,013,0,1
2021,24,015,0,1
2021,24,017,0,1
2021,24,019,0.313994593470576,1
2021,24,021,0,1
2021,24,023,0,1
2021,24,025,0.06512508606839569,1
2021,24,027,0,1
2021,24,029,0,1
2021,24,031,0,1
2021,24,033,0.026575110874373257,1
2021,24,035,0,1
2021,24,037,0,1
2021,24,039,0,1
2021,24,041,0,1
2021,24,043,0.07804929429113124,1
2021,24,045,0,1
2021,24,047,0,1
2021,24,510,0.22535162594602068,1
2021,25,001,0,1
2021,25,003,0.11454633516306102,1
2021,25,005,0.03349896076903092,1
2021,25,007,0,1
2021,25,009,0,1
2021,25,011,0,1
2021,25,013,0.22789115646258504,1
2021,25,015,0,1
2021,25,017,0.0012359454124109518,1
2021,25,019,0,1
2021,25,021,0,1
2021,25,023,0.001601898546425393,1
2021,25,025,0.12007863351056831,1
2021,25,027,0.07627900114344731,1
2021,26,001,0,1
2021,26,003,0,1
2021,26,005,0,1
2021,26,007,0,1
2021,26,009,0,1
2021,26,011,0,1
2021,26,013,0,1
2021,26,015,0,1
2021,26,017,0,1
2021,26,019,0,1
2021,26,021,0.24198226568326842,1
2021,26,023,0,1
2021,26,025,0.17131820376629647,1
2021,26,027,0,1
2021,26,029,0,1
2021,26,031,0,1
2021,26,033,0,1
2021,26,035,0,1
2021,26,037,0.24552623597209586,1
2021,26,039,0,1
2021,26,041,0,1
2021,26,043,0,1
2021,26,045,0,1
2021,26,047,0,1
2021,26,049,0.2189060589543774,1
2021,26,051,0,1
2021,26,053,0,1
2021,26,055,0,1
2021,26,057,0,1
2021,26,059,0,1
2021,26,061,0.3101882985877606,1
2021,26,063,0,1
2021,26,065,0.13976957542137827,1
2021,26,067,0,1
2021,26,069,0,1
2021,26,071,0,1
2021,26,073,0.43209092192573767,1
2021,26,075,0.07392673628377258,1
2021,26,077,0.19692946058091287,1
2021,26,079,0,1
2021,26,081,0.04480161618562367,1
2021,26,083,0.009950248756218905,1
2021,26,085,0,1
2021,26,087,0,1
2021,26,089,0,1
2021,26,091,0.12441950464396284,1
2021,26,093,0,1
2021,26,095,0,1
2021,26,097,0,1
2021,26,099,0.02316408170562732,1
2021,26,101,0,1
2021,26,103,0.13839565489868394,1
2021,26,105,0,1
2021,26,107,0.18096307735504702,1
2021,26,109,0,1
2021,26,111,0,1
2021,26,113,0,1
2021,26,115,0.03480278422273782,1
2021,26,117,0,1
2021,26,119,0,1
2021,26,121,0,1
2021,26,123,0,1
2021,26,125,0.051954856490165464,1
2021,26,127,0,1
2021,26,129,0,1
2021,26,131,0,1
2021,26,133,0,1
2021,26,135,0,1
2021,26,137,0,1
2021,26,139,0.18313698313698315,1
2021,26,141,0,1
2021,26,143,0,1
2021,26,145,0.31230578936253656,1
2021,26,147,0.04131490080202617,1
2021,26,149,0,1
2021,26,151,0,1
2021,26,153,0,1
2021,26,155,0,1
2021,26,157,0,1
2021,26,159,0,1
2021,26,161,0.304238558847754,1
2021,26,163,0.3087617137788747,1
2021,26,165,0,1
2021,27,001,0,1
2021,27,003,0,1
2021,27,005,0,1
2021,27,007,0,1
2021,27,009,0,1
2021,27,011,0,1
2021,27,013,0.09242751243314254,1
2021,27,015,0,1
2021,27,017,0,1
2021,27,019,0,1
2021,27,021,0,1
2021,27,023,0,1
2021,27,025,0,1
2021,27,027,0,1
2021,27,029,0,1
2021,27,031,0,1
2021,27,033,0,1
2021,27,035,0,1
2021,27,037,0,1
2021,27,039,0,1
2021,27,041,0,1
2021,27,043,0,1
2021,27,045,0,1
2021,27,047,0,1
2021,27,049,0,1
2021,27,051,0,1
2021,27,053,0.13421992564935328,1
2021,27,055,0,1
2021,27,057,0,1
2021,27,059,0,1
2021,27,061,0,1
2021,27,063,0,1
2021,27,065,0,1
2021,27,067,0,1
2021,27,069,0,1
2021,27,071,0,1
2021,27,073,0,1
2021,27,075,0,1
2021,27,077,0,2
2021,27,079,0,1
2021,27,081,0,1
2021,27,083,0,1
2021,27,085,0,1
2021,27,087,0,1
2021,27,089,0,1
2021,27,091,0,1
2021,27,093,0,1
2021,27,095,0,1
2021,27,097,0,1
2021,27,099,0,1
2021,27,101,0,1
2021,27,103,0,1
2021,27,105,0,1
2021,27,107,0,1
2021,27,109,0.06468487918292784,1
2021,27,111,0,1
2021,27,113,0,1
2021,27,115,0,1
2021,27,117,0,1
2021,27,119,0,1
2021,27,121,0,1
2021,27,123,0.044752782081983376,1
2021,27,125,0,1
2021,27,127,0,1
2021,27,129,0,1
2021,27,131,0,1
2021,27,133,0,1
2021,27,135,0,1
2021,27,137,0.17509101360413873,1
2021,27,139,0,1
2021,27,141,0,1
2021,27,143,0,1
2021,27,145,0.23232479958624255,1
2021,27,147,0,1
2021,27,149,0,1
2021,27,151,0,1
2021,27,153,0,1
2021,27,155,0,1
2021,27,157,0,1
2021,27,159,0,1
2021,27,161,0,1
2021,27,163,0,1
2021,27,165,0,1
2021,27,167,0,1
2021,27,169,0.25572457966373097,1
2021,27,171,0,1
2021,27,173,0,1
2021,28,001,0.2323394779166151,1
2021,28,003,0,1
2021,28,005,0.3319630010277492,1
2021,28,007,0,1
2021,28,009,0,2
2021,28,011,0.5403076923076923,1
2021,28,013,0,1
2021,28,015,0,2
2021,28,017,0,1
2021,28,019,0,1
2021,28,021,0,1
2021,28,023,0,1
2021,28,025,0.3098166627987932,1
2021,28,027,0.5640350877192982,1
2021,28,029,0,1
2021,28,031,0,1
2021,28,033,0,1
2021,28,035,0.2405616406432067,1
2021,28,037,0,1
2021,28,039,0,1
2021,28,041,0,1
2021,28,043,0,1
2021,28,045,0.11380858826831322,1
2021,28,047,0.28703908758719965,1
2021,28,049,0.18244808649390767,1
2021,28,051,0.375,1
2021,28,053,0.3436711143166246,1
2021,28,055,0,2
2021,28,057,0,1
2021,28,059,0,1
2021,28,061,0,1
2021,28,063,0.36666666666666664,1
2021,28,065,0,1
2021,28,067,0.29193109700815956,1
2021,28,069,0,1
2021,28,071,0.06830188679245283,1
2021,28,073,0.3865235432076493,1
2021,28,075,0.257139443183176,1
2021,28,077,0,1
2021,28,079,0,1
2021,28,081,0,1
2021,28,083,0.5242673462295842,1
2021,28,085,0,1
2021,28,087,0.36226615834737125,1
2021,28,089,0.31086556169429097,1
2021,28,091,0.20213131660364386,1
2021,28,093,0,1
2021,28,095,0,1
2021,28,097,0,1
2021,28,099,0,1
2021,28,101,0,1
2021,28,103,0.3786713286713287,1
2021,28,105,0.403005673976384,1
2021,28,107,0.3293923563376409,1
