year,metro,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2015,25180,income,Not Economically Disadvantaged,.96824992,.84131271,1.0951872,1
2015,25180,race-ethnicity,"Black, Non-Hispanic",1.0175264,.81695378,1.218099,1
2015,25180,race-ethnicity,Hispanic,.94784838,.69084167,1.2048551,1
2015,25180,race-ethnicity,"White, Non-Hispanic",1.0018913,.91015786,1.0936246,1
2015,25200,all,All,1.2653258,1.0660214,1.4646301,1
2015,25200,gender,Female,1.3555282,1.1441951,1.5668614,1
2015,25200,gender,Male,1.1699097,.91801178,1.4218076,1
2015,25200,income,Economically Disadvantaged,1.3348538,1.0928108,1.5768968,2
2015,25200,income,Not Economically Disadvantaged,1.0849335,.81200433,1.3578627,2
2015,25200,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25200,race-ethnicity,Hispanic,1.4933965,1.2828752,1.7039179,1
2015,25200,race-ethnicity,"White, Non-Hispanic",1.0883224,.86459345,1.3120513,1
2015,25220,all,All,1.1194644,1.020726,1.2182028,1
2015,25220,gender,Female,1.2016453,1.0931752,1.3101153,1
2015,25220,gender,Male,1.0456086,.92500257,1.1662147,1
2015,25220,income,Economically Disadvantaged,1.1105962,1.0150979,1.2060945,1
2015,25220,income,Not Economically Disadvantaged,1.1627425,.9551875,1.3702976,1
2015,25220,race-ethnicity,"Black, Non-Hispanic",1.085027,.98477381,1.1852802,1
2015,25220,race-ethnicity,Hispanic,.91702926,.5524165,1.281642,1
2015,25220,race-ethnicity,"White, Non-Hispanic",1.1581339,1.0323112,1.2839565,1
2015,25260,all,All,1.1614679,1.0758946,1.2470412,1
2015,25260,gender,Female,1.1746227,1.0823799,1.2668654,1
2015,25260,gender,Male,1.1520084,1.0456043,1.2584125,1
2015,25260,income,Economically Disadvantaged,1.165571,1.0784885,1.2526535,1
2015,25260,income,Not Economically Disadvantaged,1.0666471,.9126969,1.2205971,1
2015,25260,race-ethnicity,"Black, Non-Hispanic",1.0033565,.71016169,1.2965512,1
2015,25260,race-ethnicity,Hispanic,1.1913561,1.1216148,1.2610973,1
2015,25260,race-ethnicity,"White, Non-Hispanic",1.0877151,.93592495,1.2395053,1
2015,25300,all,All,1.0056911,.82059199,1.1907902,1
2015,25300,gender,Female,1.0918826,.88543016,1.2983351,1
2015,25300,gender,Male,.94041681,.71736962,1.163464,1
2015,25300,income,Economically Disadvantaged,.96270353,.74266118,1.1827458,1
2015,25300,income,Not Economically Disadvantaged,.97631645,.71938598,1.2332469,1
2015,25300,race-ethnicity,"Black, Non-Hispanic",.94270074,.46758699,1.4178145,1
2015,25300,race-ethnicity,Hispanic,,,,
2015,25300,race-ethnicity,"White, Non-Hispanic",1.0133215,.84580773,1.1808352,1
2015,25420,all,All,.95716059,.90570003,1.0086212,1
2015,25420,gender,Female,1.0442474,.98785144,1.1006433,1
2015,25420,gender,Male,.8775965,.81461334,.94057965,1
2015,25420,income,Economically Disadvantaged,.97066742,.89840168,1.0429331,1
2015,25420,income,Not Economically Disadvantaged,.94872779,.88651878,1.0109367,1
2015,25420,race-ethnicity,"Black, Non-Hispanic",.96395004,.86737901,1.060521,1
2015,25420,race-ethnicity,Hispanic,.94373298,.82766998,1.059796,1
2015,25420,race-ethnicity,"White, Non-Hispanic",.94804329,.89503461,1.0010519,1
2015,25460,all,All,.88148022,.7172271,1.0457333,1
2015,25460,gender,Female,.95871341,.777731,1.1396959,1
2015,25460,gender,Male,.82673401,.62669069,1.0267773,1
2015,25460,income,Economically Disadvantaged,.86914462,.68577558,1.0525136,1
2015,25460,income,Not Economically Disadvantaged,.9027155,.65599751,1.1494335,1
2015,25460,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25460,race-ethnicity,Hispanic,,,,
2015,25460,race-ethnicity,"White, Non-Hispanic",.89255214,.7490716,1.0360327,1
2015,25500,all,All,.824,.7183221,.9296779,1
2015,25500,gender,Female,.86777025,.75280815,.98273236,1
2015,25500,gender,Male,.7943691,.66413438,.92460382,1
2015,25500,income,Economically Disadvantaged,.79150069,.65717274,.92582864,1
2015,25500,income,Not Economically Disadvantaged,.8267976,.68963814,.96395707,1
2015,25500,race-ethnicity,"Black, Non-Hispanic",.69257689,.33284071,1.0523131,1
2015,25500,race-ethnicity,Hispanic,.91900694,.76390582,1.074108,1
2015,25500,race-ethnicity,"White, Non-Hispanic",.80880415,.70104349,.91656482,1
2015,25540,all,All,1.0091238,.97582364,1.042424,1
2015,25540,gender,Female,1.0926225,1.0565087,1.1287364,1
2015,25540,gender,Male,.93012983,.88897491,.97128475,1
2015,25540,income,Economically Disadvantaged,1.0332023,.98434293,1.0820616,1
2015,25540,income,Not Economically Disadvantaged,.99426055,.95491028,1.0336108,1
2015,25540,race-ethnicity,"Black, Non-Hispanic",.95581806,.890939,1.0206971,1
2015,25540,race-ethnicity,Hispanic,1.0346667,.98260313,1.0867302,1
2015,25540,race-ethnicity,"White, Non-Hispanic",1.0154399,.97879809,1.0520816,1
2015,25580,all,All,1.1414305,.94249737,1.3403636,1
2015,25580,gender,Female,1.1549859,.94928563,1.3606862,1
2015,25580,gender,Male,1.1106004,.85146332,1.3697374,1
2015,25580,income,Economically Disadvantaged,1.184023,.9404304,1.4276156,1
2015,25580,income,Not Economically Disadvantaged,1.0827944,.81560606,1.3499827,1
2015,25580,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25580,race-ethnicity,Hispanic,1.2931378,.97196329,1.6143123,1
2015,25580,race-ethnicity,"White, Non-Hispanic",1.1260526,.93473577,1.3173695,1
2015,25620,all,All,1.0149317,.92573708,1.1041263,1
2015,25620,gender,Female,1.0639778,.96666008,1.1612957,1
2015,25620,gender,Male,.96767533,.85806453,1.0772861,1
2015,25620,income,Economically Disadvantaged,1.0450182,.94414937,1.145887,1
2015,25620,income,Not Economically Disadvantaged,1.0317358,.90011191,1.1633596,1
2015,25620,race-ethnicity,"Black, Non-Hispanic",.96809083,.8617357,1.074446,1
2015,25620,race-ethnicity,Hispanic,1.1011003,.64177734,1.5604233,1
2015,25620,race-ethnicity,"White, Non-Hispanic",1.0390252,.93857765,1.1394727,1
2015,25700,all,All,.9449079,.703789,1.1860268,1
2015,25700,gender,Female,.93335921,.66688865,1.1998297,1
2015,25700,gender,Male,.93837959,.6454792,1.23128,1
2015,25700,income,Economically Disadvantaged,.79190379,.47874016,1.1050675,1
2015,25700,income,Not Economically Disadvantaged,1.0464368,.73896539,1.3539082,1
2015,25700,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25700,race-ethnicity,Hispanic,.76687396,.037563104,1.4961848,3
2015,25700,race-ethnicity,"White, Non-Hispanic",.96337003,.73955148,1.1871885,1
2015,25720,all,All,1.0465976,.81144959,1.2817456,1
2015,25720,gender,Female,1.0230412,.66939384,1.3766886,2
2015,25720,gender,Male,1.0330055,.73936242,1.3266486,1
2015,25720,income,Economically Disadvantaged,.86894161,.53256726,1.2053159,1
2015,25720,income,Not Economically Disadvantaged,1.0524241,.77056533,1.3342829,1
2015,25720,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25720,race-ethnicity,Hispanic,.94753128,.58775127,1.3073113,1
2015,25720,race-ethnicity,"White, Non-Hispanic",1.0254736,.70826519,1.342682,2
2015,25740,all,All,1.1393412,.98965901,1.2890235,2
2015,25740,gender,Female,1.1348588,.97314644,1.2965713,2
2015,25740,gender,Male,1.1136937,.92802006,1.2993674,2
2015,25740,income,Economically Disadvantaged,1.1049193,.88553929,1.3242993,2
2015,25740,income,Not Economically Disadvantaged,1.1131834,.93581009,1.2905567,2
2015,25740,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25740,race-ethnicity,Hispanic,1.1605681,.44486767,1.8762685,3
2015,25740,race-ethnicity,"White, Non-Hispanic",1.1446421,1.0086358,1.2806485,2
2015,25760,all,All,.84423673,.6188879,1.0695856,1
2015,25760,gender,Female,.88703865,.64738584,1.1266915,1
2015,25760,gender,Male,.81617939,.5321396,1.1002191,1
2015,25760,income,Economically Disadvantaged,.85826939,.65899575,1.057543,1
2015,25760,income,Not Economically Disadvantaged,1.1962972,-1.0947753,3.4873698,3
2015,25760,race-ethnicity,"Black, Non-Hispanic",.87733936,.70090073,1.0537781,1
2015,25760,race-ethnicity,Hispanic,,,,
2015,25760,race-ethnicity,"White, Non-Hispanic",.67716908,.090984933,1.2633532,2
2015,25780,all,All,.92860615,.77510327,1.082109,1
2015,25780,gender,Female,1.0015607,.83681709,1.1663043,1
2015,25780,gender,Male,.84768957,.65604466,1.0393344,1
2015,25780,income,Economically Disadvantaged,.95330888,.79916424,1.1074535,1
2015,25780,income,Not Economically Disadvantaged,.62615561,.32900983,.9233014,1
2015,25780,race-ethnicity,"Black, Non-Hispanic",.92017907,.77513981,1.0652183,1
2015,25780,race-ethnicity,Hispanic,1.0525169,.7385484,1.3664855,1
2015,25780,race-ethnicity,"White, Non-Hispanic",.88444257,.62962115,1.139264,1
2015,25820,all,All,.81747699,.60714084,1.0278132,1
2015,25820,gender,Female,.78706443,.55992681,1.014202,1
2015,25820,gender,Male,.84216148,.58113587,1.1031871,1
2015,25820,income,Economically Disadvantaged,.81464314,.61587226,1.013414,1
2015,25820,income,Not Economically Disadvantaged,.77646869,.28560239,1.2673351,1
2015,25820,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25820,race-ethnicity,Hispanic,.80551475,.65529597,.95573354,1
2015,25820,race-ethnicity,"White, Non-Hispanic",.78253955,.27297381,1.2921053,1
2015,25840,all,All,1.2297856,1.115297,1.3442742,1
2015,25840,gender,Female,1.2984146,1.1774576,1.4193716,1
2015,25840,gender,Male,1.1501347,1.0048805,1.2953888,1
2015,25840,income,Economically Disadvantaged,1.2732333,1.1500852,1.3963814,1
2015,25840,income,Not Economically Disadvantaged,1.1191615,.93645537,1.3018676,1
2015,25840,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25840,race-ethnicity,Hispanic,1.3603637,1.2410393,1.4796882,1
2015,25840,race-ethnicity,"White, Non-Hispanic",1.143842,1.0081854,1.2794986,1
2015,25860,all,All,.94604248,.88782281,1.0042621,1
2015,25860,gender,Female,.97595632,.91332883,1.0385838,1
2015,25860,gender,Male,.91138655,.83886617,.98390692,1
2015,25860,income,Economically Disadvantaged,.93547118,.86810732,1.002835,1
2015,25860,income,Not Economically Disadvantaged,.89994025,.81587243,.98400807,1
2015,25860,race-ethnicity,"Black, Non-Hispanic",.91620004,.75642687,1.0759733,1
2015,25860,race-ethnicity,Hispanic,1.0555469,.94869936,1.1623944,1
2015,25860,race-ethnicity,"White, Non-Hispanic",.91851944,.85986573,.97717315,1
2015,25880,all,All,1.1859381,1.0029569,1.3689194,1
2015,25880,gender,Female,1.1554548,.95712894,1.3537806,1
2015,25880,gender,Male,1.2068597,.98051667,1.4332027,1
2015,25880,income,Economically Disadvantaged,1.224579,1.0069705,1.4421874,1
2015,25880,income,Not Economically Disadvantaged,1.1521769,.89891732,1.4054364,1
2015,25880,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25880,race-ethnicity,Hispanic,,,,
2015,25880,race-ethnicity,"White, Non-Hispanic",1.1975576,1.0372484,1.3578668,1
2015,25900,all,All,1.0661478,.98068118,1.1516144,1
2015,25900,gender,Female,1.1115226,1.0169673,1.2060778,1
2015,25900,gender,Male,1.018856,.91514206,1.12257,1
2015,25900,income,Economically Disadvantaged,1.0723836,.98379725,1.16097,1
2015,25900,income,Not Economically Disadvantaged,1.0492325,.90248203,1.1959829,1
2015,25900,race-ethnicity,"Black, Non-Hispanic",,,,
2015,25900,race-ethnicity,Hispanic,1.1506073,.93491697,1.3662977,1
2015,25900,race-ethnicity,"White, Non-Hispanic",1.0290847,.84504682,1.2131226,1
2015,25940,all,All,1.0811521,.99209708,1.170207,1
2015,25940,gender,Female,1.1395612,1.0421785,1.2369438,1
2015,25940,gender,Male,1.026215,.91700399,1.1354259,1
2015,25940,income,Economically Disadvantaged,1.1422882,1.0427992,1.2417772,1
2015,25940,income,Not Economically Disadvantaged,.9781689,.84467417,1.1116636,1
2015,25940,race-ethnicity,"Black, Non-Hispanic",1.1699984,1.0589174,1.2810794,1
2015,25940,race-ethnicity,Hispanic,1.0727793,.94919634,1.1963623,1
2015,25940,race-ethnicity,"White, Non-Hispanic",.94377816,.82352901,1.0640273,1
2015,25980,all,All,.96921754,.84911025,1.0893248,1
2015,25980,gender,Female,.99073642,.81245548,1.1690174,1
2015,25980,gender,Male,.93811375,.73539239,1.140835,1
2015,25980,income,Economically Disadvantaged,.965792,.83839852,1.0931855,1
2015,25980,income,Not Economically Disadvantaged,1.0111605,.81403768,1.2082833,1
2015,25980,race-ethnicity,"Black, Non-Hispanic",.91576105,.73680574,1.0947164,1
2015,25980,race-ethnicity,Hispanic,1.1278144,.81604034,1.4395885,1
2015,25980,race-ethnicity,"White, Non-Hispanic",.94989365,.70944518,1.1903421,1
2015,26020,all,All,1.1348559,.91337752,1.3563342,2
2015,26020,gender,Female,1.063244,.82317072,1.3033173,2
2015,26020,gender,Male,1.2017395,.9278776,1.4756014,2
2015,26020,income,Economically Disadvantaged,1.1418353,.90844774,1.3752229,2
2015,26020,income,Not Economically Disadvantaged,1.0259823,.65734583,1.3946187,2
2015,26020,race-ethnicity,"Black, Non-Hispanic",1.2345015,.42322952,2.0457735,2
2015,26020,race-ethnicity,Hispanic,1.1483217,.97464174,1.3220018,2
2015,26020,race-ethnicity,"White, Non-Hispanic",1.1240357,.74081218,1.5072592,2
2015,26090,all,All,.95670533,.85452312,1.0588876,1
2015,26090,gender,Female,.98424423,.8746382,1.0938503,1
2015,26090,gender,Male,.93229294,.80465156,1.0599344,1
2015,26090,income,Economically Disadvantaged,.93021834,.80221146,1.0582252,1
2015,26090,income,Not Economically Disadvantaged,.92782086,.79332858,1.0623132,1
2015,26090,race-ethnicity,"Black, Non-Hispanic",1.0032344,.40891746,1.5975513,3
2015,26090,race-ethnicity,Hispanic,1.0342647,.81082016,1.2577093,1
2015,26090,race-ethnicity,"White, Non-Hispanic",.95413882,.86027402,1.0480036,1
2015,26140,all,All,.73412192,.61717814,.8510657,1
2015,26140,gender,Female,.76299781,.63796747,.88802814,1
2015,26140,gender,Male,.68851298,.5419516,.83507437,1
2015,26140,income,Economically Disadvantaged,.73535633,.61120945,.85950321,1
2015,26140,income,Not Economically Disadvantaged,.71164703,.52007538,.90321869,1
2015,26140,race-ethnicity,"Black, Non-Hispanic",.82689553,.43124032,1.2225507,1
2015,26140,race-ethnicity,Hispanic,.70714384,.43450046,.97978723,1
2015,26140,race-ethnicity,"White, Non-Hispanic",.7222054,.61099952,.83341128,1
2015,26220,all,All,1.4570553,.80556232,2.1085484,3
2015,26220,gender,Female,1.3515365,.64591658,2.0571566,3
2015,26220,gender,Male,1.5739741,.76747853,2.3804698,3
2015,26220,income,Economically Disadvantaged,1.4897329,.76170522,2.2177606,3
2015,26220,income,Not Economically Disadvantaged,1.3691217,.3929148,2.3453286,3
2015,26220,race-ethnicity,"Black, Non-Hispanic",,,,
2015,26220,race-ethnicity,Hispanic,1.4763474,.83385152,2.1188433,3
2015,26220,race-ethnicity,"White, Non-Hispanic",1.3498322,.56906688,2.1305976,3
2015,26300,all,All,.85544622,.74063593,.97025651,1
2015,26300,gender,Female,.89192468,.76488155,1.0189677,1
2015,26300,gender,Male,.82907361,.68975121,.96839601,1
2015,26300,income,Economically Disadvantaged,.85441792,.72941399,.97942185,1
2015,26300,income,Not Economically Disadvantaged,.87640142,.69447732,1.0583255,1
2015,26300,race-ethnicity,"Black, Non-Hispanic",.86450171,.62819684,1.1008066,1
2015,26300,race-ethnicity,Hispanic,.93223166,.6800878,1.1843755,1
2015,26300,race-ethnicity,"White, Non-Hispanic",.82688665,.71240711,.9413662,1
2015,26340,all,All,.90355361,.70878875,1.0983185,1
2015,26340,gender,Female,.92470342,.71232766,1.1370792,1
2015,26340,gender,Male,.87983727,.64034003,1.1193345,1
2015,26340,income,Economically Disadvantaged,.91453391,.67847729,1.1505905,1
2015,26340,income,Not Economically Disadvantaged,.88337779,.61854917,1.1482065,1
2015,26340,race-ethnicity,"Black, Non-Hispanic",,,,
2015,26340,race-ethnicity,Hispanic,,,,
2015,26340,race-ethnicity,"White, Non-Hispanic",.90669519,.73537856,1.0780119,1
2015,26380,all,All,1.0538532,.97586244,1.1318438,1
2015,26380,gender,Female,1.1082752,1.0227334,1.1938169,1
2015,26380,gender,Male,1.0055985,.91022068,1.1009765,1
2015,26380,income,Economically Disadvantaged,1.0545092,.97282958,1.1361887,1
2015,26380,income,Not Economically Disadvantaged,1.0393629,.90841764,1.1703081,1
2015,26380,race-ethnicity,"Black, Non-Hispanic",.99016213,.88081914,1.0995051,1
2015,26380,race-ethnicity,Hispanic,1.1202906,.87518424,1.365397,1
2015,26380,race-ethnicity,"White, Non-Hispanic",1.080845,.99367774,1.1680123,1
2015,26420,all,All,1.0195941,1.0070641,1.032124,1
2015,26420,gender,Female,1.0364242,1.0228101,1.0500382,1
2015,26420,gender,Male,1.0035496,.98808992,1.0190092,1
2015,26420,income,Economically Disadvantaged,.98194736,.96783412,.99606061,1
2015,26420,income,Not Economically Disadvantaged,.99714971,.97851551,1.0157839,1
2015,26420,race-ethnicity,"Black, Non-Hispanic",1.0982198,1.0768241,1.1196154,1
2015,26420,race-ethnicity,Hispanic,.95949298,.94756269,.97142327,1
2015,26420,race-ethnicity,"White, Non-Hispanic",1.0580884,1.0370339,1.0791429,1
2015,26460,all,All,.89548552,-.052995827,1.8439668,3
2015,26460,gender,Female,1.0537547,.061979651,2.0455298,3
2015,26460,gender,Male,.62228853,-.59487253,1.8394495,3
2015,26460,income,Economically Disadvantaged,.82919455,-.42514983,2.083539,3
2015,26460,income,Not Economically Disadvantaged,.93582863,-.25683102,2.1284883,3
2015,26460,race-ethnicity,"Black, Non-Hispanic",.78171152,-1.7758106,3.3392336,3
2015,26460,race-ethnicity,Hispanic,.99348193,-1.1879591,3.1749229,3
2015,26460,race-ethnicity,"White, Non-Hispanic",.83670944,-.068293519,1.7417125,3
2015,26500,all,All,.87833053,.69657558,1.0600855,1
2015,26500,gender,Female,1.0086707,.80714244,1.210199,1
2015,26500,gender,Male,.76357073,.54329628,.98384517,1
2015,26500,income,Economically Disadvantaged,.89443421,.6725328,1.1163356,1
2015,26500,income,Not Economically Disadvantaged,.88670439,.6418916,1.1315172,1
2015,26500,race-ethnicity,"Black, Non-Hispanic",,,,
2015,26500,race-ethnicity,Hispanic,,,,
2015,26500,race-ethnicity,"White, Non-Hispanic",.87135828,.71358144,1.0291351,1
2015,26540,all,All,1.4626567,1.2123992,1.7129142,1
2015,26540,gender,Female,1.503451,1.2391247,1.7677773,1
2015,26540,gender,Male,1.4210643,1.1033252,1.7388033,1
2015,26540,income,Economically Disadvantaged,1.4257315,1.1141021,1.737361,1
2015,26540,income,Not Economically Disadvantaged,1.470938,1.1402749,1.8016011,1
2015,26540,race-ethnicity,"Black, Non-Hispanic",,,,
2015,26540,race-ethnicity,Hispanic,,,,
2015,26540,race-ethnicity,"White, Non-Hispanic",1.4749793,1.2552269,1.6947317,1
2015,26580,all,All,.93487775,.85590172,1.0138538,1
2015,26580,gender,Female,.96527034,.87877578,1.0517648,1
2015,26580,gender,Male,.90618175,.80946338,1.0029001,1
2015,26580,income,Economically Disadvantaged,.9977116,.90961152,1.0858116,1
2015,26580,income,Not Economically Disadvantaged,.97051364,.85079098,1.0902363,1
2015,26580,race-ethnicity,"Black, Non-Hispanic",.72767526,.40578771,1.0495628,1
2015,26580,race-ethnicity,Hispanic,.99055058,.47758061,1.5035206,1
2015,26580,race-ethnicity,"White, Non-Hispanic",.9402284,.87070537,1.0097514,1
2015,26620,all,All,.84016716,.78501707,.89531726,1
2015,26620,gender,Female,.87306255,.81298447,.93314064,1
2015,26620,gender,Male,.81514305,.74726385,.88302225,1
2015,26620,income,Economically Disadvantaged,.91498804,.81851023,1.0114659,1
2015,26620,income,Not Economically Disadvantaged,.69458598,.62568527,.76348668,1
2015,26620,race-ethnicity,"Black, Non-Hispanic",.84334886,.76360154,.92309618,1
2015,26620,race-ethnicity,Hispanic,1.0365765,.88863081,1.1845222,1
2015,26620,race-ethnicity,"White, Non-Hispanic",.77289057,.71289176,.83288938,1
2015,26660,all,All,.97942817,.83762109,1.1212353,1
2015,26660,gender,Female,1.0015862,.83961505,1.1635573,1
2015,26660,gender,Male,.96978027,.80219924,1.1373613,1
2015,26660,income,Economically Disadvantaged,.94690573,.78980547,1.1040061,1
2015,26660,income,Not Economically Disadvantaged,.93314779,.71614289,1.1501527,1
2015,26660,race-ethnicity,"Black, Non-Hispanic",.91881776,.6813283,1.1563072,1
2015,26660,race-ethnicity,Hispanic,.98215002,.7947759,1.1695241,1
2015,26660,race-ethnicity,"White, Non-Hispanic",1.0045434,.83762592,1.171461,1
2015,26700,all,All,1.1084198,.83961803,1.3772216,1
2015,26700,gender,Female,1.0024266,.66791099,1.3369422,2
2015,26700,gender,Male,1.1092759,.7912181,1.4273337,1
2015,26700,income,Economically Disadvantaged,1.006063,.66488618,1.3472399,2
2015,26700,income,Not Economically Disadvantaged,1.1992809,.80824238,1.5903194,1
2015,26700,race-ethnicity,"Black, Non-Hispanic",,,,
2015,26700,race-ethnicity,Hispanic,3.1331513,-.19290684,6.4592094,3
2015,26700,race-ethnicity,"White, Non-Hispanic",1.1671963,.88744557,1.446947,1
2015,26740,all,All,.86793536,.72242612,1.0134447,1
2015,26740,gender,Female,.87532169,.71875203,1.0318913,1
2015,26740,gender,Male,.85408241,.67287648,1.0352883,1
2015,26740,income,Economically Disadvantaged,.84393841,.67541862,1.0124582,1
2015,26740,income,Not Economically Disadvantaged,.84750557,.63870704,1.0563041,1
2015,26740,race-ethnicity,"Black, Non-Hispanic",.86759728,.11640263,1.6187919,3
2015,26740,race-ethnicity,Hispanic,.94044012,.67230868,1.2085716,1
2015,26740,race-ethnicity,"White, Non-Hispanic",.85293615,.71215051,.99372178,1
2015,26780,all,All,.9680239,.77880156,1.1572462,1
2015,26780,gender,Female,1.00914,.80417651,1.2141036,1
2015,26780,gender,Male,.92241609,.68827766,1.1565546,1
2015,26780,income,Economically Disadvantaged,.94579649,.67428809,1.2173048,1
2015,26780,income,Not Economically Disadvantaged,.90780759,.68175036,1.1338648,1
2015,26780,race-ethnicity,"Black, Non-Hispanic",,,,
2015,26780,race-ethnicity,Hispanic,.93671823,.53228027,1.3411562,1
2015,26780,race-ethnicity,"White, Non-Hispanic",.96598232,.79282433,1.1391404,1
2015,26820,all,All,1.0538416,.97278631,1.1348969,1
2015,26820,gender,Female,1.1319653,1.0438074,1.2201232,1
2015,26820,gender,Male,.97465008,.87474871,1.0745515,1
2015,26820,income,Economically Disadvantaged,1.0696509,.96768892,1.1716129,1
2015,26820,income,Not Economically Disadvantaged,.9983809,.89086115,1.1059006,1
2015,26820,race-ethnicity,"Black, Non-Hispanic",,,,
2015,26820,race-ethnicity,Hispanic,1.2464958,1.1100322,1.3829595,1
2015,26820,race-ethnicity,"White, Non-Hispanic",1.0169504,.93999207,1.0939087,1
2015,26860,all,All,.98829335,.84458095,1.1320057,1
2015,26860,gender,Female,1.029819,.87282318,1.1868148,1
2015,26860,gender,Male,.95208943,.77564877,1.1285301,1
2015,26860,income,Economically Disadvantaged,.92471647,.74656719,1.1028657,1
2015,26860,income,Not Economically Disadvantaged,1.0636883,.87296337,1.2544132,1
2015,26860,race-ethnicity,"Black, Non-Hispanic",,,,
2015,26860,race-ethnicity,Hispanic,,,,
2015,26860,race-ethnicity,"White, Non-Hispanic",.97452366,.84834188,1.1007055,1
2015,26900,all,All,1.0685892,1.0441815,1.092997,1
2015,26900,gender,Female,1.1247839,1.098333,1.1512347,1
2015,26900,gender,Male,1.0124831,.9822973,1.0426689,1
2015,26900,income,Economically Disadvantaged,1.0521481,1.0213557,1.0829405,1
2015,26900,income,Not Economically Disadvantaged,1.051788,1.019877,1.083699,1
2015,26900,race-ethnicity,"Black, Non-Hispanic",1.1353179,1.0818069,1.1888289,1
2015,26900,race-ethnicity,Hispanic,1.1638499,1.1122196,1.2154803,1
2015,26900,race-ethnicity,"White, Non-Hispanic",1.0542212,1.0281023,1.08034,1
2015,26940,all,All,1.1884885,.95995867,1.4170183,1
2015,26940,gender,Female,1.1936876,.93873882,1.4486363,1
2015,26940,gender,Male,1.1905067,.9151839,1.4658295,1
2015,26940,income,Economically Disadvantaged,1.203527,1.000698,1.406356,1
2015,26940,income,Not Economically Disadvantaged,1.236843,.067153364,2.4065325,3
2015,26940,race-ethnicity,"Black, Non-Hispanic",1.1948602,1.0274255,1.3622949,1
2015,26940,race-ethnicity,Hispanic,,,,
2015,26940,race-ethnicity,"White, Non-Hispanic",,,,
2015,26960,all,All,.9892838,.8411631,1.1374046,1
2015,26960,gender,Female,1.0435034,.88378739,1.2032194,1
2015,26960,gender,Male,.94407827,.76000386,1.1281527,1
2015,26960,income,Economically Disadvantaged,.96861035,.78742433,1.1497964,1
2015,26960,income,Not Economically Disadvantaged,.94133192,.74180913,1.1408547,1
2015,26960,race-ethnicity,"Black, Non-Hispanic",,,,
2015,26960,race-ethnicity,Hispanic,1.2070543,.87308741,1.5410211,1
2015,26960,race-ethnicity,"White, Non-Hispanic",.96802777,.83412737,1.1019282,1
2015,26980,all,All,1.072571,.9732489,1.1718932,1
2015,26980,gender,Female,1.0169657,.90949011,1.1244414,1
2015,26980,gender,Male,1.1294518,1.0064358,1.2524678,1
2015,26980,income,Economically Disadvantaged,1.03891,.88819033,1.1896297,1
2015,26980,income,Not Economically Disadvantaged,1.06616,.95102423,1.1812956,1
2015,26980,race-ethnicity,"Black, Non-Hispanic",1.0559157,.847027,1.2648045,1
2015,26980,race-ethnicity,Hispanic,1.1173617,.90411294,1.3306104,1
2015,26980,race-ethnicity,"White, Non-Hispanic",1.0566001,.95682079,1.1563793,1
2015,27020,all,All,1.0192364,.80532795,1.233145,1
2015,27020,gender,Female,1.0640446,.83676177,1.2913275,1
2015,27020,gender,Male,.96380574,.6940223,1.2335892,1
2015,27020,income,Economically Disadvantaged,1.0988032,.82603937,1.3715669,1
2015,27020,income,Not Economically Disadvantaged,.90949637,.63242346,1.1865692,1
2015,27020,race-ethnicity,"Black, Non-Hispanic",,,,
2015,27020,race-ethnicity,Hispanic,,,,
2015,27020,race-ethnicity,"White, Non-Hispanic",1.0090883,.82131696,1.1968596,1
2015,27060,all,All,.81370515,.40859729,1.2188131,3
2015,27060,gender,Female,.89411366,.44739121,1.3408362,3
2015,27060,gender,Male,.76276439,.2697086,1.2558202,3
2015,27060,income,Economically Disadvantaged,.64488775,.10506389,1.1847116,3
2015,27060,income,Not Economically Disadvantaged,.88214278,.37558931,1.3886963,3
2015,27060,race-ethnicity,"Black, Non-Hispanic",.9135468,-.20128456,2.0283782,3
2015,27060,race-ethnicity,Hispanic,.42122704,-1.1151025,1.9575566,3
2015,27060,race-ethnicity,"White, Non-Hispanic",.76955014,.38566029,1.15344,3
2015,27100,all,All,1.053706,.96220511,1.145207,1
2015,27100,gender,Female,1.128453,1.0284877,1.2284184,1
2015,27100,gender,Male,.99059635,.87829053,1.1029022,1
2015,27100,income,Economically Disadvantaged,1.0484176,.93762708,1.1592081,1
2015,27100,income,Not Economically Disadvantaged,.97736126,.85270947,1.102013,1
2015,27100,race-ethnicity,"Black, Non-Hispanic",1.1221182,.91539347,1.328843,1
2015,27100,race-ethnicity,Hispanic,1.0486567,.73378187,1.3635315,1
2015,27100,race-ethnicity,"White, Non-Hispanic",1.0410103,.9538216,1.1281989,1
2015,27140,all,All,1.0126574,.96669531,1.0586195,1
2015,27140,gender,Female,1.0245813,.97519439,1.0739683,1
2015,27140,gender,Male,.99930012,.94198513,1.0566151,1
