year,state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,share_in_preschool_quality
2021,02,100,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,100,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,100,race-ethnicity,Other Races and Ethnicities,0.60620,0.77043,0.44197,3
2021,02,100,race-ethnicity,"White, Non-Hispanic",0.37242,0.48041,0.26444,3
2021,02,105,all,All,0.51745,0.56661,0.46830,2
2021,02,105,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,105,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,105,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,105,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,110,all,All,0.43181,0.51970,0.34391,2
2021,02,110,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,110,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,110,race-ethnicity,Other Races and Ethnicities,0.60620,0.77043,0.44197,3
2021,02,110,race-ethnicity,"White, Non-Hispanic",0.37242,0.48041,0.26444,3
2021,02,122,all,All,0.27281,0.33957,0.20605,2
2021,02,122,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,122,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,122,race-ethnicity,Other Races and Ethnicities,0.26190,0.40969,0.11411,3
2021,02,122,race-ethnicity,"White, Non-Hispanic",0.28946,0.36834,0.21058,2
2021,02,130,all,All,0.43181,0.51970,0.34391,2
2021,02,130,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,130,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,130,race-ethnicity,Other Races and Ethnicities,0.60620,0.77043,0.44197,3
2021,02,130,race-ethnicity,"White, Non-Hispanic",0.37242,0.48041,0.26444,3
2021,02,150,all,All,0.51745,0.56661,0.46830,2
2021,02,150,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,150,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,150,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,150,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,158,all,All,0.51745,0.56661,0.46830,2
2021,02,158,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,158,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,158,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,158,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,164,all,All,0.51745,0.56661,0.46830,2
2021,02,164,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,164,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,164,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,164,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,170,all,All,0.27281,0.33957,0.20605,2
2021,02,170,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,170,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,170,race-ethnicity,Other Races and Ethnicities,0.26190,0.40969,0.11411,3
2021,02,170,race-ethnicity,"White, Non-Hispanic",0.28946,0.36834,0.21058,2
2021,02,180,all,All,0.51745,0.56661,0.46830,2
2021,02,180,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,180,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,180,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,180,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,185,all,All,0.51745,0.56661,0.46830,2
2021,02,185,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,185,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,185,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,185,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,188,all,All,0.51745,0.56661,0.46830,2
2021,02,188,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,188,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,188,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,188,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,195,all,All,0.51745,0.56661,0.46830,2
2021,02,195,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,195,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,195,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,195,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,198,all,All,0.51745,0.56661,0.46830,2
2021,02,198,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,198,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,198,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,198,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,220,all,All,0.51745,0.56661,0.46830,2
2021,02,220,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,220,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,220,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,220,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,230,all,All,0.43181,0.51970,0.34391,2
2021,02,230,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,230,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,230,race-ethnicity,Other Races and Ethnicities,0.60620,0.77043,0.44197,3
2021,02,230,race-ethnicity,"White, Non-Hispanic",0.37242,0.48041,0.26444,3
2021,02,240,all,All,0.43181,0.51970,0.34391,2
2021,02,240,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,240,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,240,race-ethnicity,Other Races and Ethnicities,0.60620,0.77043,0.44197,3
2021,02,240,race-ethnicity,"White, Non-Hispanic",0.37242,0.48041,0.26444,3
2021,02,261,all,All,0.43181,0.51970,0.34391,2
2021,02,261,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,261,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,261,race-ethnicity,Other Races and Ethnicities,0.60620,0.77043,0.44197,3
2021,02,261,race-ethnicity,"White, Non-Hispanic",0.37242,0.48041,0.26444,3
2021,02,275,all,All,0.51745,0.56661,0.46830,2
2021,02,275,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,275,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,275,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,275,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,282,all,All,0.51745,0.56661,0.46830,2
2021,02,282,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,282,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,282,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,282,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,290,all,All,0.51745,0.56661,0.46830,2
2021,02,290,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,290,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,290,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,290,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,04,001,all,All,0.33861,0.39054,0.28668,2
2021,04,001,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,001,race-ethnicity,Hispanic,0.21115,0.35482,0.06748,3
2021,04,001,race-ethnicity,Other Races and Ethnicities,0.39858,0.46040,0.33677,2
2021,04,001,race-ethnicity,"White, Non-Hispanic",0.30680,0.43865,0.17496,3
2021,04,003,all,All,0.38389,0.45765,0.31013,2
2021,04,003,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,003,race-ethnicity,Hispanic,0.34182,0.44149,0.24215,3
2021,04,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,003,race-ethnicity,"White, Non-Hispanic",0.44956,0.56958,0.32955,3
2021,04,005,all,All,0.37517,0.45480,0.29553,1
2021,04,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,005,race-ethnicity,Hispanic,NA,NA,NA,3
2021,04,005,race-ethnicity,Other Races and Ethnicities,0.28762,0.38744,0.18780,3
2021,04,005,race-ethnicity,"White, Non-Hispanic",0.47406,0.61387,0.33425,3
2021,04,007,all,All,0.30496,0.38947,0.22044,2
2021,04,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,007,race-ethnicity,Hispanic,0.29566,0.43206,0.15926,3
2021,04,007,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,007,race-ethnicity,"White, Non-Hispanic",0.27109,0.40396,0.13823,3
2021,04,009,all,All,0.30496,0.38947,0.22044,2
2021,04,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,009,race-ethnicity,Hispanic,0.29566,0.43206,0.15926,3
2021,04,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,009,race-ethnicity,"White, Non-Hispanic",0.27109,0.40396,0.13823,3
2021,04,011,all,All,0.30496,0.38947,0.22044,2
2021,04,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,011,race-ethnicity,Hispanic,0.29566,0.43206,0.15926,3
2021,04,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,011,race-ethnicity,"White, Non-Hispanic",0.27109,0.40396,0.13823,3
2021,04,012,all,All,0.30109,0.37475,0.22743,2
2021,04,012,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,012,race-ethnicity,Hispanic,0.20054,0.31265,0.08842,3
2021,04,012,race-ethnicity,Other Races and Ethnicities,0.31578,0.48212,0.14945,3
2021,04,012,race-ethnicity,"White, Non-Hispanic",0.36739,0.48114,0.25363,3
2021,04,013,all,All,0.34959,0.36381,0.33537,1
2021,04,013,race-ethnicity,"Black, Non-Hispanic",0.32493,0.38753,0.26232,1
2021,04,013,race-ethnicity,Hispanic,0.25538,0.27594,0.23481,1
2021,04,013,race-ethnicity,Other Races and Ethnicities,0.41770,0.45910,0.37629,1
2021,04,013,race-ethnicity,"White, Non-Hispanic",0.44726,0.47001,0.42450,1
2021,04,015,all,All,0.30109,0.37475,0.22743,1
2021,04,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,015,race-ethnicity,Hispanic,0.20054,0.31265,0.08842,3
2021,04,015,race-ethnicity,Other Races and Ethnicities,0.31578,0.48212,0.14945,3
2021,04,015,race-ethnicity,"White, Non-Hispanic",0.36739,0.48114,0.25363,3
2021,04,017,all,All,0.33861,0.39054,0.28668,2
2021,04,017,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,017,race-ethnicity,Hispanic,0.21115,0.35482,0.06748,3
2021,04,017,race-ethnicity,Other Races and Ethnicities,0.39858,0.46040,0.33677,2
2021,04,017,race-ethnicity,"White, Non-Hispanic",0.30680,0.43865,0.17496,3
2021,04,019,all,All,0.39987,0.43127,0.36847,1
2021,04,019,race-ethnicity,"Black, Non-Hispanic",0.35253,0.52071,0.18434,3
2021,04,019,race-ethnicity,Hispanic,0.30989,0.35248,0.26731,1
2021,04,019,race-ethnicity,Other Races and Ethnicities,0.33867,0.43097,0.24637,1
2021,04,019,race-ethnicity,"White, Non-Hispanic",0.56897,0.62085,0.51709,1
2021,04,021,all,All,0.29123,0.33129,0.25116,1
2021,04,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,021,race-ethnicity,Hispanic,0.26522,0.32687,0.20358,1
2021,04,021,race-ethnicity,Other Races and Ethnicities,0.28023,0.37804,0.18242,3
2021,04,021,race-ethnicity,"White, Non-Hispanic",0.32838,0.39267,0.26410,1
2021,04,023,all,All,0.38389,0.45765,0.31013,2
2021,04,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,023,race-ethnicity,Hispanic,0.34182,0.44149,0.24215,3
2021,04,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,023,race-ethnicity,"White, Non-Hispanic",0.44956,0.56958,0.32955,3
2021,04,025,all,All,0.43171,0.51589,0.34753,1
2021,04,025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,025,race-ethnicity,Hispanic,0.49017,0.64136,0.33898,3
2021,04,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,025,race-ethnicity,"White, Non-Hispanic",0.42147,0.53323,0.30972,3
2021,04,027,all,All,0.37204,0.43789,0.30619,1
2021,04,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,04,027,race-ethnicity,Hispanic,0.35909,0.44093,0.27725,1
2021,04,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,04,027,race-ethnicity,"White, Non-Hispanic",0.37139,0.49909,0.24369,3
2021,05,001,all,All,0.37470,0.44145,0.30795,2
2021,05,001,race-ethnicity,"Black, Non-Hispanic",0.51300,0.63452,0.39149,3
2021,05,001,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,001,race-ethnicity,"White, Non-Hispanic",0.24399,0.32499,0.16298,2
2021,05,003,all,All,0.38555,0.47374,0.29735,2
2021,05,003,race-ethnicity,"Black, Non-Hispanic",0.55124,0.71843,0.38406,3
2021,05,003,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,003,race-ethnicity,"White, Non-Hispanic",0.26986,0.37861,0.16111,3
2021,05,005,all,All,0.34289,0.41810,0.26767,2
2021,05,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,005,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,005,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,005,race-ethnicity,"White, Non-Hispanic",0.32647,0.40803,0.24492,2
2021,05,007,all,All,0.33842,0.38963,0.28722,1
2021,05,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,007,race-ethnicity,Hispanic,0.16118,0.25582,0.06655,3
2021,05,007,race-ethnicity,Other Races and Ethnicities,0.29339,0.42220,0.16458,3
2021,05,007,race-ethnicity,"White, Non-Hispanic",0.40258,0.46754,0.33763,1
2021,05,009,all,All,0.34289,0.41810,0.26767,2
2021,05,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,009,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,009,race-ethnicity,"White, Non-Hispanic",0.32647,0.40803,0.24492,2
2021,05,011,all,All,0.38555,0.47374,0.29735,2
2021,05,011,race-ethnicity,"Black, Non-Hispanic",0.55124,0.71843,0.38406,3
2021,05,011,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,011,race-ethnicity,"White, Non-Hispanic",0.26986,0.37861,0.16111,3
2021,05,013,all,All,0.31066,0.40735,0.21398,3
2021,05,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,013,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,013,race-ethnicity,"White, Non-Hispanic",0.28431,0.39941,0.16920,3
2021,05,015,all,All,0.34289,0.41810,0.26767,2
2021,05,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,015,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,015,race-ethnicity,"White, Non-Hispanic",0.32647,0.40803,0.24492,2
2021,05,017,all,All,0.38555,0.47374,0.29735,2
2021,05,017,race-ethnicity,"Black, Non-Hispanic",0.55124,0.71843,0.38406,3
2021,05,017,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,017,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,017,race-ethnicity,"White, Non-Hispanic",0.26986,0.37861,0.16111,3
2021,05,019,all,All,0.50142,0.58872,0.41411,2
2021,05,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,019,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,019,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,019,race-ethnicity,"White, Non-Hispanic",0.42005,0.52317,0.31693,3
2021,05,021,all,All,0.54314,0.60912,0.47717,2
2021,05,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,021,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,021,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,021,race-ethnicity,"White, Non-Hispanic",0.45009,0.52466,0.37553,2
2021,05,023,all,All,0.31891,0.39252,0.24530,2
2021,05,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,023,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,023,race-ethnicity,"White, Non-Hispanic",0.36146,0.44311,0.27981,2
2021,05,025,all,All,0.38555,0.47374,0.29735,2
2021,05,025,race-ethnicity,"Black, Non-Hispanic",0.55124,0.71843,0.38406,3
2021,05,025,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,025,race-ethnicity,"White, Non-Hispanic",0.26986,0.37861,0.16111,3
2021,05,027,all,All,0.31066,0.40735,0.21398,3
2021,05,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,027,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,027,race-ethnicity,"White, Non-Hispanic",0.28431,0.39941,0.16920,3
2021,05,029,all,All,0.36490,0.43372,0.29608,2
2021,05,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,029,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,029,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,029,race-ethnicity,"White, Non-Hispanic",0.34229,0.42033,0.26424,2
2021,05,031,all,All,0.53445,0.58664,0.48227,2
2021,05,031,race-ethnicity,"Black, Non-Hispanic",0.76266,0.86772,0.65760,3
2021,05,031,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,031,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,031,race-ethnicity,"White, Non-Hispanic",0.44633,0.50871,0.38396,2
2021,05,033,all,All,0.36313,0.43169,0.29457,2
2021,05,033,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,033,race-ethnicity,Hispanic,0.15259,0.27346,0.03171,3
2021,05,033,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,033,race-ethnicity,"White, Non-Hispanic",0.43540,0.52198,0.34883,2
2021,05,035,all,All,0.44951,0.53437,0.36465,2
2021,05,035,race-ethnicity,"Black, Non-Hispanic",0.50901,0.65672,0.36129,3
2021,05,035,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,035,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,035,race-ethnicity,"White, Non-Hispanic",0.39565,0.50782,0.28347,3
2021,05,037,all,All,0.60556,0.69731,0.51381,2
2021,05,037,race-ethnicity,"Black, Non-Hispanic",0.68177,0.84574,0.51780,3
2021,05,037,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,037,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,037,race-ethnicity,"White, Non-Hispanic",0.57246,0.69560,0.44931,3
2021,05,039,all,All,0.31066,0.40735,0.21398,3
2021,05,039,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,039,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,039,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,039,race-ethnicity,"White, Non-Hispanic",0.28431,0.39941,0.16920,3
2021,05,041,all,All,0.38555,0.47374,0.29735,2
2021,05,041,race-ethnicity,"Black, Non-Hispanic",0.55125,0.71843,0.38406,3
2021,05,041,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,041,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,041,race-ethnicity,"White, Non-Hispanic",0.26986,0.37861,0.16111,3
2021,05,043,all,All,0.38555,0.47374,0.29735,2
2021,05,043,race-ethnicity,"Black, Non-Hispanic",0.55124,0.71843,0.38406,3
2021,05,043,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,043,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,043,race-ethnicity,"White, Non-Hispanic",0.26986,0.37861,0.16111,3
2021,05,045,all,All,0.42582,0.49101,0.36062,2
2021,05,045,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,045,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,045,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,045,race-ethnicity,"White, Non-Hispanic",0.44847,0.52237,0.37457,2
2021,05,047,all,All,0.49520,0.58580,0.40460,2
2021,05,047,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,047,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,047,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,047,race-ethnicity,"White, Non-Hispanic",0.49820,0.61062,0.38579,3
2021,05,049,all,All,0.31891,0.39252,0.24530,2
2021,05,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,049,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,049,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,049,race-ethnicity,"White, Non-Hispanic",0.36146,0.44311,0.27981,2
2021,05,051,all,All,0.50142,0.58872,0.41411,2
2021,05,051,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,051,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,051,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,051,race-ethnicity,"White, Non-Hispanic",0.42005,0.52317,0.31693,3
2021,05,053,all,All,0.36677,0.46922,0.26432,3
2021,05,053,race-ethnicity,"Black, Non-Hispanic",0.49574,0.67175,0.31974,3
2021,05,053,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,053,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,053,race-ethnicity,"White, Non-Hispanic",0.21862,0.34074,0.09649,3
2021,05,055,all,All,0.54314,0.60912,0.47717,2
2021,05,055,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,055,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,055,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,055,race-ethnicity,"White, Non-Hispanic",0.45009,0.52466,0.37553,2
2021,05,057,all,All,0.41764,0.50938,0.32589,2
2021,05,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,057,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,057,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,057,race-ethnicity,"White, Non-Hispanic",0.37442,0.48862,0.26023,3
2021,05,059,all,All,0.50142,0.58872,0.41411,2
2021,05,059,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,059,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,059,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,059,race-ethnicity,"White, Non-Hispanic",0.42005,0.52317,0.31693,3
2021,05,061,all,All,0.49520,0.58580,0.40460,2
2021,05,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,061,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,061,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,061,race-ethnicity,"White, Non-Hispanic",0.49820,0.61062,0.38579,3
2021,05,063,all,All,0.31891,0.39252,0.24530,2
2021,05,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,063,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,063,race-ethnicity,"White, Non-Hispanic",0.36146,0.44311,0.27981,2
2021,05,065,all,All,0.31891,0.39252,0.24530,2
2021,05,065,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,065,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,065,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,065,race-ethnicity,"White, Non-Hispanic",0.36146,0.44311,0.27981,2
2021,05,067,all,All,0.40240,0.49363,0.31117,2
2021,05,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,067,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,067,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,067,race-ethnicity,"White, Non-Hispanic",0.34488,0.44476,0.24499,3
2021,05,069,all,All,0.36677,0.46922,0.26432,3
2021,05,069,race-ethnicity,"Black, Non-Hispanic",0.49574,0.67175,0.31974,3
2021,05,069,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,069,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,069,race-ethnicity,"White, Non-Hispanic",0.21862,0.34074,0.09649,3
2021,05,071,all,All,0.36490,0.43372,0.29608,2
2021,05,071,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,05,071,race-ethnicity,Hispanic,NA,NA,NA,3
2021,05,071,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,05,071,race-ethnicity,"White, Non-Hispanic",0.34229,0.42033,0.26424,2
