year,state,county,subgroup_type,subgroup,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,hs_degree_quality
2018,35,061,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,35,061,race-ethnicity,"White, Non-Hispanic",1,1,1,3
2018,36,001,race-ethnicity,"Black, Non-Hispanic",0.5143171806,0.7333619868,0.2952723744,3
2018,36,001,race-ethnicity,Hispanic,0.8558558559,1,0.59565671,3
2018,36,001,race-ethnicity,Other Races and Ethnicities,0.9193245779,1,0.8218703909,3
2018,36,001,race-ethnicity,"White, Non-Hispanic",0.9527847369,0.9856498161,0.9199196578,1
2018,36,003,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,003,race-ethnicity,Hispanic,0.5185185185,0.8449610571,0.19207598,3
2018,36,003,race-ethnicity,Other Races and Ethnicities,0.8324873096,0.9922072325,0.6727673868,3
2018,36,003,race-ethnicity,"White, Non-Hispanic",0.8210526316,0.8699570644,0.7721481987,2
2018,36,005,race-ethnicity,"Black, Non-Hispanic",0.7424794022,0.7872168526,0.6977419518,1
2018,36,005,race-ethnicity,Hispanic,0.7579746627,0.7882276642,0.7277216611,1
2018,36,005,race-ethnicity,Other Races and Ethnicities,0.7974619289,0.876629403,0.7182944549,3
2018,36,005,race-ethnicity,"White, Non-Hispanic",0.9249266862,0.9753298584,0.8745235141,1
2018,36,007,race-ethnicity,"Black, Non-Hispanic",0.8778699859,1,0.7306368456,3
2018,36,007,race-ethnicity,Hispanic,0.7342921217,0.9074422099,0.5611420335,3
2018,36,007,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,007,race-ethnicity,"White, Non-Hispanic",0.9446119155,0.9692539724,0.9199698585,1
2018,36,009,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,009,race-ethnicity,Hispanic,0.5185185185,0.8449610571,0.19207598,3
2018,36,009,race-ethnicity,Other Races and Ethnicities,0.8324873096,0.9922072325,0.6727673868,3
2018,36,009,race-ethnicity,"White, Non-Hispanic",0.8210526316,0.8699570644,0.7721481987,2
2018,36,011,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,011,race-ethnicity,Hispanic,1,1,1,3
2018,36,011,race-ethnicity,Other Races and Ethnicities,0.825,1,0.5616962306,3
2018,36,011,race-ethnicity,"White, Non-Hispanic",0.860476422,0.915380379,0.805572465,2
2018,36,013,race-ethnicity,"Black, Non-Hispanic",0.8571428571,1,0.5979132292,3
2018,36,013,race-ethnicity,Hispanic,0.7590027701,0.9914969583,0.5265085819,3
2018,36,013,race-ethnicity,Other Races and Ethnicities,0.8545454545,1,0.5933664367,3
2018,36,013,race-ethnicity,"White, Non-Hispanic",0.9334653465,0.9713772052,0.8955534878,1
2018,36,015,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,015,race-ethnicity,Hispanic,0.8666882456,1,0.6311416927,3
2018,36,015,race-ethnicity,Other Races and Ethnicities,0.9808875818,1,0.8960235796,3
2018,36,015,race-ethnicity,"White, Non-Hispanic",0.7992947282,0.8464629008,0.7521265555,2
2018,36,017,race-ethnicity,"Black, Non-Hispanic",0.7777777778,1,0.4451167273,3
2018,36,017,race-ethnicity,Hispanic,0.7567567568,1,0.4134526549,3
2018,36,017,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,017,race-ethnicity,"White, Non-Hispanic",0.940415964,0.9806464432,0.9001854848,2
2018,36,019,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,019,race-ethnicity,Hispanic,1,1,1,3
2018,36,019,race-ethnicity,Other Races and Ethnicities,0.8979591837,1,0.7001938907,3
2018,36,019,race-ethnicity,"White, Non-Hispanic",0.8283818864,0.8825690549,0.7741947178,2
2018,36,021,race-ethnicity,"Black, Non-Hispanic",0.0409556314,0.2652258501,0,3
2018,36,021,race-ethnicity,Hispanic,0.843575419,1,0.5529089703,3
2018,36,021,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,021,race-ethnicity,"White, Non-Hispanic",0.9019721578,0.9614550042,0.8424893114,3
2018,36,023,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,023,race-ethnicity,Hispanic,1,1,1,3
2018,36,023,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,023,race-ethnicity,"White, Non-Hispanic",0.9184761905,0.9621221235,0.8748302575,2
2018,36,025,race-ethnicity,"Black, Non-Hispanic",0.7777777778,1,0.4451167273,3
2018,36,025,race-ethnicity,Hispanic,0.7567567568,1,0.4134526549,3
2018,36,025,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,025,race-ethnicity,"White, Non-Hispanic",0.940415964,0.9806464432,0.9001854848,2
2018,36,027,race-ethnicity,"Black, Non-Hispanic",0.5744680851,0.7810744768,0.3678616934,3
2018,36,027,race-ethnicity,Hispanic,0.9163879599,1,0.8283766731,3
2018,36,027,race-ethnicity,Other Races and Ethnicities,0.9819639279,1,0.9146152319,3
2018,36,027,race-ethnicity,"White, Non-Hispanic",0.9124270225,0.9539539881,0.870900057,1
2018,36,029,race-ethnicity,"Black, Non-Hispanic",0.7598089389,0.8375512947,0.6820665832,1
2018,36,029,race-ethnicity,Hispanic,0.7947712418,0.8867908527,0.702751631,3
2018,36,029,race-ethnicity,Other Races and Ethnicities,0.8474240423,0.9234217142,0.7714263703,3
2018,36,029,race-ethnicity,"White, Non-Hispanic",0.9430678466,0.9613812385,0.9247544548,1
2018,36,031,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,031,race-ethnicity,Hispanic,1,1,1,3
2018,36,031,race-ethnicity,Other Races and Ethnicities,0.8979591837,1,0.7001938907,3
2018,36,031,race-ethnicity,"White, Non-Hispanic",0.8283818864,0.8825690549,0.7741947178,2
2018,36,033,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,033,race-ethnicity,Hispanic,1,1,1,3
2018,36,033,race-ethnicity,Other Races and Ethnicities,0.8979591837,1,0.7001938907,3
2018,36,033,race-ethnicity,"White, Non-Hispanic",0.8283818864,0.8825690549,0.7741947178,2
2018,36,035,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,035,race-ethnicity,Hispanic,0.6428571429,1,0.2594513526,3
2018,36,035,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,035,race-ethnicity,"White, Non-Hispanic",0.8249522597,0.8953307137,0.7545738057,2
2018,36,037,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,037,race-ethnicity,Hispanic,1,1,1,3
2018,36,037,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,037,race-ethnicity,"White, Non-Hispanic",0.8897058824,0.9406942932,0.8387174715,2
2018,36,039,race-ethnicity,"Black, Non-Hispanic",0.0409556314,0.2652258501,0,3
2018,36,039,race-ethnicity,Hispanic,0.843575419,1,0.5529089703,3
2018,36,039,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,039,race-ethnicity,"White, Non-Hispanic",0.9019721578,0.9614550042,0.8424893114,3
2018,36,041,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,041,race-ethnicity,Hispanic,1,1,1,3
2018,36,041,race-ethnicity,Other Races and Ethnicities,0.8979591837,1,0.7001938907,3
2018,36,041,race-ethnicity,"White, Non-Hispanic",0.8283818864,0.8825690549,0.7741947178,2
2018,36,043,race-ethnicity,"Black, Non-Hispanic",0.7302426692,1,0.2952856874,3
2018,36,043,race-ethnicity,Hispanic,0.8242800537,1,0.6089456735,3
2018,36,043,race-ethnicity,Other Races and Ethnicities,0.9333864119,1,0.8071970941,3
2018,36,043,race-ethnicity,"White, Non-Hispanic",0.9084423326,0.9419257428,0.8749589224,2
2018,36,045,race-ethnicity,"Black, Non-Hispanic",0.8153846154,1,0.5279611293,3
2018,36,045,race-ethnicity,Hispanic,0.9954545455,1,0.963478041,3
2018,36,045,race-ethnicity,Other Races and Ethnicities,0.7692307692,1,0.4571088085,3
2018,36,045,race-ethnicity,"White, Non-Hispanic",0.8687994249,0.91582684,0.8217720098,1
2018,36,047,race-ethnicity,"Black, Non-Hispanic",0.854467571,0.8803701947,0.8285649473,1
2018,36,047,race-ethnicity,Hispanic,0.791721777,0.8264912938,0.7569522602,1
2018,36,047,race-ethnicity,Other Races and Ethnicities,0.8852577023,0.914351622,0.8561637825,1
2018,36,047,race-ethnicity,"White, Non-Hispanic",0.8669286085,0.8897894473,0.8440677697,1
2018,36,049,race-ethnicity,"Black, Non-Hispanic",0.8153846154,1,0.5279611293,3
2018,36,049,race-ethnicity,Hispanic,0.9954545455,1,0.963478041,3
2018,36,049,race-ethnicity,Other Races and Ethnicities,0.7692307692,1,0.4571088085,3
2018,36,049,race-ethnicity,"White, Non-Hispanic",0.8687994249,0.91582684,0.8217720098,2
2018,36,051,race-ethnicity,"Black, Non-Hispanic",,,0,3
2018,36,051,race-ethnicity,Hispanic,1,1,1,3
2018,36,051,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,051,race-ethnicity,"White, Non-Hispanic",0.9257307139,0.9678334092,0.8836280187,2
2018,36,053,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,053,race-ethnicity,Hispanic,1,1,1,3
2018,36,053,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,053,race-ethnicity,"White, Non-Hispanic",0.9184761905,0.9621221235,0.8748302575,2
2018,36,055,race-ethnicity,"Black, Non-Hispanic",0.7868801971,0.859847719,0.7139126752,1
2018,36,055,race-ethnicity,Hispanic,0.7110808973,0.8267394358,0.5954223589,3
2018,36,055,race-ethnicity,Other Races and Ethnicities,0.837164751,0.9365673672,0.7377621347,3
2018,36,055,race-ethnicity,"White, Non-Hispanic",0.9319735156,0.9560831075,0.9078639237,1
2018,36,057,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,057,race-ethnicity,Hispanic,0.6428571429,1,0.2594513526,3
2018,36,057,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,057,race-ethnicity,"White, Non-Hispanic",0.8249522597,0.8953307137,0.7545738057,2
2018,36,059,race-ethnicity,"Black, Non-Hispanic",0.9129770992,0.9608816719,0.8650725265,1
2018,36,059,race-ethnicity,Hispanic,0.7978115303,0.8530620541,0.7425610065,1
2018,36,059,race-ethnicity,Other Races and Ethnicities,0.9633827376,0.9921286775,0.9346367977,1
2018,36,059,race-ethnicity,"White, Non-Hispanic",0.9879694656,0.9962744974,0.9796644339,1
2018,36,061,race-ethnicity,"Black, Non-Hispanic",0.8121395221,0.8879429804,0.7363360638,1
2018,36,061,race-ethnicity,Hispanic,0.741711971,0.7968584986,0.6865654434,1
2018,36,061,race-ethnicity,Other Races and Ethnicities,0.95,0.993372755,0.906627245,3
2018,36,061,race-ethnicity,"White, Non-Hispanic",0.9541303445,0.9855787191,0.92268197,1
2018,36,063,race-ethnicity,"Black, Non-Hispanic",0.618466899,0.8368925367,0.4000412612,3
2018,36,063,race-ethnicity,Hispanic,0.4689655172,0.9063897975,0.031541237,3
2018,36,063,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,063,race-ethnicity,"White, Non-Hispanic",0.9430276723,0.9781830717,0.9078722729,1
2018,36,065,race-ethnicity,"Black, Non-Hispanic",0.6849303435,0.9884321705,0.3814285166,3
2018,36,065,race-ethnicity,Hispanic,0.9367509781,1,0.8393665686,3
2018,36,065,race-ethnicity,Other Races and Ethnicities,0.599758031,0.7598074752,0.4397085869,3
2018,36,065,race-ethnicity,"White, Non-Hispanic",0.9168227263,0.9439193169,0.8897261357,1
2018,36,067,race-ethnicity,"Black, Non-Hispanic",0.7708861194,0.8641534578,0.6776187809,3
2018,36,067,race-ethnicity,Hispanic,0.7708128786,0.8950065081,0.6466192492,3
2018,36,067,race-ethnicity,Other Races and Ethnicities,0.794279714,0.8933153237,0.6952441043,3
2018,36,067,race-ethnicity,"White, Non-Hispanic",0.9300838915,0.9534385229,0.9067292601,1
2018,36,069,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,069,race-ethnicity,Hispanic,1,1,1,3
2018,36,069,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,069,race-ethnicity,"White, Non-Hispanic",0.7614395887,0.8344252147,0.6884539627,1
2018,36,071,race-ethnicity,"Black, Non-Hispanic",0.9091743119,1,0.8080156325,3
2018,36,071,race-ethnicity,Hispanic,0.8866948754,0.960948717,0.8124410339,3
2018,36,071,race-ethnicity,Other Races and Ethnicities,0.875,1,0.6795576114,3
2018,36,071,race-ethnicity,"White, Non-Hispanic",0.8954908025,0.9361010509,0.8548805542,1
2018,36,073,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,073,race-ethnicity,Hispanic,1,1,1,3
2018,36,073,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,073,race-ethnicity,"White, Non-Hispanic",0.8897058824,0.9406942932,0.8387174715,2
2018,36,075,race-ethnicity,"Black, Non-Hispanic",,,0,3
2018,36,075,race-ethnicity,Hispanic,1,1,1,3
2018,36,075,race-ethnicity,Other Races and Ethnicities,0.8,1,0.5736786945,3
2018,36,075,race-ethnicity,"White, Non-Hispanic",0.8664745437,0.9238530352,0.8090960522,1
2018,36,077,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,077,race-ethnicity,Hispanic,0.9797979798,1,0.8878799966,3
2018,36,077,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,077,race-ethnicity,"White, Non-Hispanic",0.8678642715,0.9184732864,0.8172552565,2
2018,36,079,race-ethnicity,"Black, Non-Hispanic",,,0,3
2018,36,079,race-ethnicity,Hispanic,0.9567010309,1,0.8599493521,3
2018,36,079,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,079,race-ethnicity,"White, Non-Hispanic",1,1,1,3
2018,36,081,race-ethnicity,"Black, Non-Hispanic",0.8131629045,0.847466178,0.778859631,1
2018,36,081,race-ethnicity,Hispanic,0.860089573,0.8861822156,0.8339969303,1
2018,36,081,race-ethnicity,Other Races and Ethnicities,0.9381732012,0.9548314058,0.9215149967,1
2018,36,081,race-ethnicity,"White, Non-Hispanic",0.9226763864,0.947606115,0.8977466577,1
2018,36,083,race-ethnicity,"Black, Non-Hispanic",0.6218487395,0.8523677602,0.3913297187,3
2018,36,083,race-ethnicity,Hispanic,0.9714285714,1,0.8808645269,3
2018,36,083,race-ethnicity,Other Races and Ethnicities,0.875,1,0.6878781591,3
2018,36,083,race-ethnicity,"White, Non-Hispanic",0.9485148515,0.9883877787,0.9086419242,1
2018,36,085,race-ethnicity,"Black, Non-Hispanic",0.6511266511,0.8189072952,0.483346007,3
2018,36,085,race-ethnicity,Hispanic,0.869047619,0.941624034,0.7964712041,3
2018,36,085,race-ethnicity,Other Races and Ethnicities,0.9580777096,1,0.9055866999,3
2018,36,085,race-ethnicity,"White, Non-Hispanic",0.9257742969,0.9600269749,0.8915216189,1
2018,36,087,race-ethnicity,"Black, Non-Hispanic",0.8552507096,0.9718180781,0.738683341,3
2018,36,087,race-ethnicity,Hispanic,0.7998570407,0.9254311518,0.6742829297,3
2018,36,087,race-ethnicity,Other Races and Ethnicities,0.8935810811,1,0.7813447461,3
2018,36,087,race-ethnicity,"White, Non-Hispanic",0.8464444444,0.8944131723,0.7984757166,1
2018,36,089,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,089,race-ethnicity,Hispanic,1,1,1,3
2018,36,089,race-ethnicity,Other Races and Ethnicities,0.5196078431,0.8897280996,0.1494875867,3
2018,36,089,race-ethnicity,"White, Non-Hispanic",0.8440018966,0.901877958,0.7861258353,1
2018,36,091,race-ethnicity,"Black, Non-Hispanic",0.5,1,0,3
2018,36,091,race-ethnicity,Hispanic,1,1,1,3
2018,36,091,race-ethnicity,Other Races and Ethnicities,0.6489361702,1,0.1811793705,3
2018,36,091,race-ethnicity,"White, Non-Hispanic",0.892494929,0.9400481154,0.8449417426,1
2018,36,093,race-ethnicity,"Black, Non-Hispanic",0.7714285714,1,0.4354285714,3
2018,36,093,race-ethnicity,Hispanic,0.9561586639,1,0.8142797188,3
2018,36,093,race-ethnicity,Other Races and Ethnicities,0.8223938224,1,0.6061546344,3
2018,36,093,race-ethnicity,"White, Non-Hispanic",0.9425483504,0.994525658,0.8905710428,3
2018,36,095,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,095,race-ethnicity,Hispanic,0.9797979798,1,0.8878799966,3
2018,36,095,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,095,race-ethnicity,"White, Non-Hispanic",0.8678642715,0.9184732864,0.8172552565,2
2018,36,097,race-ethnicity,"Black, Non-Hispanic",,,0,3
2018,36,097,race-ethnicity,Hispanic,0.7832167832,1,0.4779631286,3
2018,36,097,race-ethnicity,Other Races and Ethnicities,0.4444444444,1,0,3
2018,36,097,race-ethnicity,"White, Non-Hispanic",0.8166922683,0.8718548753,0.7615296613,2
2018,36,099,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,099,race-ethnicity,Hispanic,1,1,1,3
2018,36,099,race-ethnicity,Other Races and Ethnicities,0.990990991,1,0.9153854179,3
2018,36,099,race-ethnicity,"White, Non-Hispanic",0.878757515,0.9334160174,0.8240990126,2
2018,36,101,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,101,race-ethnicity,Hispanic,0.7886581965,1,0.5057482652,3
2018,36,101,race-ethnicity,Other Races and Ethnicities,0.916523038,1,0.7450834628,3
2018,36,101,race-ethnicity,"White, Non-Hispanic",0.8121482742,0.8581465385,0.7661500099,2
2018,36,103,race-ethnicity,"Black, Non-Hispanic",0.9251421352,0.9804414046,0.8698428658,3
2018,36,103,race-ethnicity,Hispanic,0.8184705882,0.8644484985,0.772492678,1
2018,36,103,race-ethnicity,Other Races and Ethnicities,0.9664031621,1,0.9280964408,3
2018,36,103,race-ethnicity,"White, Non-Hispanic",0.9682524685,0.9800670999,0.956437837,1
2018,36,105,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,105,race-ethnicity,Hispanic,0.6723259762,0.9098575764,0.434794376,3
2018,36,105,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,105,race-ethnicity,"White, Non-Hispanic",0.8720414201,0.9538821223,0.7902007179,3
2018,36,107,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,107,race-ethnicity,Hispanic,0.4264705882,0.8222041063,0.0307370702,3
2018,36,107,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,107,race-ethnicity,"White, Non-Hispanic",0.9181260946,0.9698353295,0.8664168596,2
2018,36,109,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,109,race-ethnicity,Hispanic,1,1,1,3
2018,36,109,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,109,race-ethnicity,"White, Non-Hispanic",1,1,1,3
2018,36,111,race-ethnicity,"Black, Non-Hispanic",0.9634432109,1,0.8525367591,3
2018,36,111,race-ethnicity,Hispanic,0.8338806856,0.9930679965,0.6746933747,3
2018,36,111,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,111,race-ethnicity,"White, Non-Hispanic",0.8928645488,0.9433811609,0.8423479367,1
2018,36,113,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,113,race-ethnicity,Hispanic,1,1,1,3
2018,36,113,race-ethnicity,Other Races and Ethnicities,0.5375,0.9745349528,0.1004650472,3
2018,36,113,race-ethnicity,"White, Non-Hispanic",0.8502294535,0.913812988,0.7866459189,2
2018,36,115,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,115,race-ethnicity,Hispanic,1,1,1,3
2018,36,115,race-ethnicity,Other Races and Ethnicities,0.5375,0.9745349528,0.1004650472,3
2018,36,115,race-ethnicity,"White, Non-Hispanic",0.8502294535,0.913812988,0.7866459189,2
2018,36,117,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,117,race-ethnicity,Hispanic,1,1,1,3
2018,36,117,race-ethnicity,Other Races and Ethnicities,0.990990991,1,0.9153854179,3
2018,36,117,race-ethnicity,"White, Non-Hispanic",0.878757515,0.9334160174,0.8240990126,2
2018,36,119,race-ethnicity,"Black, Non-Hispanic",0.8257103257,0.9068374562,0.7445831952,3
2018,36,119,race-ethnicity,Hispanic,0.8097292672,0.8635930564,0.7558654781,1
2018,36,119,race-ethnicity,Other Races and Ethnicities,0.8791793976,0.9669254094,0.7914333859,3
2018,36,119,race-ethnicity,"White, Non-Hispanic",0.954345244,0.9770391975,0.9316512905,1
2018,36,121,race-ethnicity,"Black, Non-Hispanic",,,0,3
2018,36,121,race-ethnicity,Hispanic,1,1,1,3
2018,36,121,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,121,race-ethnicity,"White, Non-Hispanic",0.9257307139,0.9678334092,0.8836280187,2
2018,36,123,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,36,123,race-ethnicity,Hispanic,1,1,1,3
2018,36,123,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,36,123,race-ethnicity,"White, Non-Hispanic",0.7614395887,0.8344252147,0.6884539627,2
2018,37,001,race-ethnicity,"Black, Non-Hispanic",0.8418230563,0.9909561926,0.69268992,3
2018,37,001,race-ethnicity,Hispanic,0.7335581788,0.9182991445,0.548817213,3
2018,37,001,race-ethnicity,Other Races and Ethnicities,0.4863387978,0.7961263134,0.1765512822,3
2018,37,001,race-ethnicity,"White, Non-Hispanic",0.8901943064,0.9511690833,0.8292195294,1
2018,37,003,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,37,003,race-ethnicity,Hispanic,0.4747474747,0.7842551887,0.1652397608,3
2018,37,003,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,003,race-ethnicity,"White, Non-Hispanic",0.8838709677,0.9559010836,0.8118408519,3
2018,37,005,race-ethnicity,"Black, Non-Hispanic",0.8043478261,1,0.4869201927,3
2018,37,005,race-ethnicity,Hispanic,0.8142857143,0.9637648098,0.6648066188,3
2018,37,005,race-ethnicity,Other Races and Ethnicities,0.7614678899,1,0.2791929826,3
2018,37,005,race-ethnicity,"White, Non-Hispanic",0.8807448494,0.9405007063,0.8209889926,2
2018,37,007,race-ethnicity,"Black, Non-Hispanic",0.9622886866,1,0.8717320822,3
2018,37,007,race-ethnicity,Hispanic,0.7175572519,0.962281999,0.4728325048,3
2018,37,007,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,007,race-ethnicity,"White, Non-Hispanic",0.7520891365,0.8613495609,0.6428287121,3
2018,37,009,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,37,009,race-ethnicity,Hispanic,1,1,1,3
2018,37,009,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,009,race-ethnicity,"White, Non-Hispanic",0.9088868941,0.9529301578,0.8648436304,2
2018,37,011,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,37,011,race-ethnicity,Hispanic,1,1,1,3
2018,37,011,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,011,race-ethnicity,"White, Non-Hispanic",0.9088868941,0.9529301578,0.8648436304,2
2018,37,013,race-ethnicity,"Black, Non-Hispanic",0.9343629344,1,0.8284427316,3
2018,37,013,race-ethnicity,Hispanic,0.7490494297,1,0.4021290775,3
2018,37,013,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,013,race-ethnicity,"White, Non-Hispanic",0.8930041152,0.9639136945,0.822094536,3
2018,37,015,race-ethnicity,"Black, Non-Hispanic",0.7702479339,0.9421721834,0.5983236844,3
2018,37,015,race-ethnicity,Hispanic,1,1,1,3
2018,37,015,race-ethnicity,Other Races and Ethnicities,0.5,1,0,3
2018,37,015,race-ethnicity,"White, Non-Hispanic",0.826001955,0.94348868,0.7085152301,3
2018,37,017,race-ethnicity,"Black, Non-Hispanic",0.9453978159,1,0.8627046961,3
2018,37,017,race-ethnicity,Hispanic,0.5736434109,0.9163469363,0.2309398854,3
2018,37,017,race-ethnicity,Other Races and Ethnicities,0.9388646288,1,0.831137016,3
2018,37,017,race-ethnicity,"White, Non-Hispanic",0.7863636364,0.897768384,0.6749588887,3
2018,37,019,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,37,019,race-ethnicity,Hispanic,1,1,1,3
2018,37,019,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,019,race-ethnicity,"White, Non-Hispanic",0.8541832669,0.9374575184,0.7709090154,3
2018,37,021,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,37,021,race-ethnicity,Hispanic,0.8198757764,1,0.5688057287,3
2018,37,021,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,021,race-ethnicity,"White, Non-Hispanic",0.9271335413,0.9719870265,0.882280056,1
2018,37,023,race-ethnicity,"Black, Non-Hispanic",0.4106463878,0.8927585128,0,3
2018,37,023,race-ethnicity,Hispanic,0.7882352941,1,0.5213101138,3
2018,37,023,race-ethnicity,Other Races and Ethnicities,0.8149779736,1,0.5273098745,3
2018,37,023,race-ethnicity,"White, Non-Hispanic",0.8652777778,0.9366143323,0.7939412233,3
2018,37,025,race-ethnicity,"Black, Non-Hispanic",0.7118611695,0.8766985175,0.5470238214,3
2018,37,025,race-ethnicity,Hispanic,0.5143965906,0.6875659245,0.3412272566,3
2018,37,025,race-ethnicity,Other Races and Ethnicities,0.870222042,1,0.6506635068,3
2018,37,025,race-ethnicity,"White, Non-Hispanic",0.9453404926,0.9823402654,0.9083407198,1
2018,37,027,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,37,027,race-ethnicity,Hispanic,0.4747474747,0.7842551887,0.1652397608,3
2018,37,027,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,027,race-ethnicity,"White, Non-Hispanic",0.8838709677,0.9559010836,0.8118408519,3
2018,37,029,race-ethnicity,"Black, Non-Hispanic",0.8529411765,1,0.6794005487,3
2018,37,029,race-ethnicity,Hispanic,1,1,1,3
2018,37,029,race-ethnicity,Other Races and Ethnicities,0.7480314961,1,0.4006445322,3
2018,37,029,race-ethnicity,"White, Non-Hispanic",0.8924665857,0.9702091486,0.8147240227,3
2018,37,031,race-ethnicity,"Black, Non-Hispanic",0.9343629344,1,0.8284427316,3
2018,37,031,race-ethnicity,Hispanic,0.7490494297,1,0.4021290775,3
2018,37,031,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,031,race-ethnicity,"White, Non-Hispanic",0.8930041152,0.9639136945,0.822094536,3
2018,37,033,race-ethnicity,"Black, Non-Hispanic",0.7477110885,0.8790663333,0.6163558437,3
2018,37,033,race-ethnicity,Hispanic,0.974522293,1,0.8484393014,3
2018,37,033,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,033,race-ethnicity,"White, Non-Hispanic",0.8967213115,0.9695919832,0.8238506398,3
2018,37,035,race-ethnicity,"Black, Non-Hispanic",0.95625,1,0.8145121533,3
2018,37,035,race-ethnicity,Hispanic,0.8329238329,1,0.6301348806,3
2018,37,035,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,035,race-ethnicity,"White, Non-Hispanic",0.8957271658,0.9585198195,0.8329345121,3
2018,37,037,race-ethnicity,"Black, Non-Hispanic",0.8404907975,1,0.6135485119,3
2018,37,037,race-ethnicity,Hispanic,1,1,1,3
2018,37,037,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,37,037,race-ethnicity,"White, Non-Hispanic",0.9466474405,1,0.8809843112,3
2018,37,039,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,37,039,race-ethnicity,Hispanic,0.9090909091,1,0.5837769052,3
2018,37,039,race-ethnicity,Other Races and Ethnicities,0.7916666667,1,0.510242338,3
