year,state,county,subgroup_type,subgroup,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,share_hs_degree_quality
2021,26,159,race-ethnicity,"White, Non-Hispanic",0.93752,0.98619,0.88885,3
2021,26,161,all,All,0.97373,0.98437,0.96309,1
2021,26,161,race-ethnicity,"Black, Non-Hispanic",0.95514,1.00000,0.90978,3
2021,26,161,race-ethnicity,Hispanic,0.95324,1.00000,0.89692,3
2021,26,161,race-ethnicity,Other Races and Ethnicities,1.00000,1.00000,1.00000,1
2021,26,161,race-ethnicity,"White, Non-Hispanic",0.97204,0.98540,0.95869,1
2021,26,163,all,All,0.86917,0.88634,0.85200,1
2021,26,163,race-ethnicity,"Black, Non-Hispanic",0.82938,0.86449,0.79428,1
2021,26,163,race-ethnicity,Hispanic,0.87547,0.93382,0.81712,1
2021,26,163,race-ethnicity,Other Races and Ethnicities,0.88270,0.93888,0.82651,1
2021,26,163,race-ethnicity,"White, Non-Hispanic",0.90187,0.92259,0.88115,1
2021,26,165,all,All,0.89081,0.93193,0.84970,2
2021,26,165,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,26,165,race-ethnicity,Hispanic,NA,NA,NA,3
2021,26,165,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,26,165,race-ethnicity,"White, Non-Hispanic",0.88802,0.93371,0.84233,2
2021,27,001,all,All,0.87054,0.92537,0.81571,2
2021,27,001,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,001,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,001,race-ethnicity,"White, Non-Hispanic",0.92471,0.97273,0.87670,2
2021,27,003,all,All,0.83559,0.88549,0.78570,1
2021,27,003,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,003,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,003,race-ethnicity,"White, Non-Hispanic",0.83895,0.89644,0.78145,1
2021,27,005,all,All,0.84775,0.89490,0.80060,2
2021,27,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,005,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,005,race-ethnicity,Other Races and Ethnicities,0.71177,0.86402,0.55953,3
2021,27,005,race-ethnicity,"White, Non-Hispanic",0.87975,0.92767,0.83184,2
2021,27,007,all,All,0.84775,0.89490,0.80060,2
2021,27,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,007,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,007,race-ethnicity,Other Races and Ethnicities,0.71177,0.86402,0.55953,3
2021,27,007,race-ethnicity,"White, Non-Hispanic",0.87975,0.92767,0.83184,2
2021,27,009,all,All,0.93079,0.98183,0.87975,3
2021,27,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,009,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,009,race-ethnicity,"White, Non-Hispanic",0.96797,1.00000,0.93009,3
2021,27,011,all,All,0.88080,0.92295,0.83864,2
2021,27,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,011,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,011,race-ethnicity,"White, Non-Hispanic",0.91719,0.95628,0.87811,2
2021,27,013,all,All,0.95850,0.98056,0.93644,2
2021,27,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,013,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,013,race-ethnicity,"White, Non-Hispanic",0.98275,0.99834,0.96716,2
2021,27,015,all,All,0.95072,0.98298,0.91847,2
2021,27,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,015,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,015,race-ethnicity,"White, Non-Hispanic",0.96868,0.99646,0.94091,2
2021,27,017,all,All,0.87169,0.90892,0.83446,2
2021,27,017,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,017,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,017,race-ethnicity,Other Races and Ethnicities,0.71882,0.87221,0.56543,3
2021,27,017,race-ethnicity,"White, Non-Hispanic",0.91889,0.95220,0.88558,2
2021,27,019,all,All,0.99537,1.00000,0.98143,3
2021,27,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,019,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,019,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,019,race-ethnicity,"White, Non-Hispanic",0.99418,1.00000,0.97697,3
2021,27,021,all,All,0.87054,0.92537,0.81571,2
2021,27,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,021,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,021,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,021,race-ethnicity,"White, Non-Hispanic",0.92471,0.97273,0.87670,2
2021,27,023,all,All,0.95072,0.98298,0.91847,2
2021,27,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,023,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,023,race-ethnicity,"White, Non-Hispanic",0.96868,0.99646,0.94091,2
2021,27,025,all,All,0.87816,0.92431,0.83201,2
2021,27,025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,025,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,025,race-ethnicity,"White, Non-Hispanic",0.87365,0.92316,0.82415,2
2021,27,027,all,All,0.93687,0.96151,0.91222,2
2021,27,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,027,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,027,race-ethnicity,"White, Non-Hispanic",0.95554,0.97781,0.93327,2
2021,27,029,all,All,0.84775,0.89490,0.80060,2
2021,27,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,029,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,029,race-ethnicity,Other Races and Ethnicities,0.71177,0.86402,0.55953,3
2021,27,029,race-ethnicity,"White, Non-Hispanic",0.87975,0.92767,0.83184,2
2021,27,031,all,All,0.88117,0.93040,0.83195,2
2021,27,031,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,031,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,031,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,031,race-ethnicity,"White, Non-Hispanic",0.87991,0.93337,0.82644,2
2021,27,033,all,All,0.82723,0.88794,0.76653,2
2021,27,033,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,033,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,033,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,033,race-ethnicity,"White, Non-Hispanic",0.91089,0.96144,0.86033,2
2021,27,035,all,All,0.92739,0.96584,0.88894,2
2021,27,035,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,035,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,035,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,035,race-ethnicity,"White, Non-Hispanic",0.93936,0.97556,0.90316,2
2021,27,037,all,All,0.89836,0.94287,0.85384,1
2021,27,037,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,037,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,037,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,037,race-ethnicity,"White, Non-Hispanic",0.93482,0.97693,0.89272,1
2021,27,039,all,All,0.83991,0.89859,0.78123,2
2021,27,039,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,039,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,039,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,039,race-ethnicity,"White, Non-Hispanic",0.88830,0.94183,0.83476,2
2021,27,041,all,All,0.88080,0.92295,0.83864,2
2021,27,041,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,041,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,041,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,041,race-ethnicity,"White, Non-Hispanic",0.91719,0.95628,0.87811,2
2021,27,043,all,All,0.82723,0.88794,0.76653,2
2021,27,043,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,043,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,043,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,043,race-ethnicity,"White, Non-Hispanic",0.91089,0.96144,0.86033,2
2021,27,045,all,All,0.95999,0.98358,0.93639,2
2021,27,045,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,045,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,045,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,045,race-ethnicity,"White, Non-Hispanic",0.95557,0.98153,0.92961,2
2021,27,047,all,All,0.83991,0.89859,0.78123,2
2021,27,047,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,047,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,047,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,047,race-ethnicity,"White, Non-Hispanic",0.88830,0.94183,0.83476,2
2021,27,049,all,All,0.97039,0.98879,0.95199,2
2021,27,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,049,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,049,race-ethnicity,Other Races and Ethnicities,0.91358,1.00000,0.82650,3
2021,27,049,race-ethnicity,"White, Non-Hispanic",0.97657,0.99536,0.95779,2
2021,27,051,all,All,0.88080,0.92295,0.83864,2
2021,27,051,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,051,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,051,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,051,race-ethnicity,"White, Non-Hispanic",0.91719,0.95628,0.87811,2
2021,27,053,all,All,0.89305,0.91331,0.87280,1
2021,27,053,race-ethnicity,"Black, Non-Hispanic",0.76460,0.84817,0.68103,3
2021,27,053,race-ethnicity,Hispanic,0.83893,0.91754,0.76032,3
2021,27,053,race-ethnicity,Other Races and Ethnicities,0.92106,0.96171,0.88041,1
2021,27,053,race-ethnicity,"White, Non-Hispanic",0.93533,0.95604,0.91463,1
2021,27,055,all,All,0.95999,0.98358,0.93639,2
2021,27,055,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,055,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,055,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,055,race-ethnicity,"White, Non-Hispanic",0.95557,0.98153,0.92961,2
2021,27,057,all,All,0.84775,0.89490,0.80060,2
2021,27,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,057,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,057,race-ethnicity,Other Races and Ethnicities,0.71177,0.86402,0.55953,3
2021,27,057,race-ethnicity,"White, Non-Hispanic",0.87975,0.92767,0.83184,2
2021,27,059,all,All,0.87816,0.92431,0.83201,2
2021,27,059,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,059,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,059,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,059,race-ethnicity,"White, Non-Hispanic",0.87365,0.92316,0.82415,2
2021,27,061,all,All,0.87054,0.92537,0.81571,2
2021,27,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,061,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,061,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,061,race-ethnicity,"White, Non-Hispanic",0.92471,0.97273,0.87670,2
2021,27,063,all,All,0.82723,0.88794,0.76653,2
2021,27,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,063,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,063,race-ethnicity,"White, Non-Hispanic",0.91089,0.96144,0.86033,2
2021,27,065,all,All,0.87816,0.92431,0.83201,2
2021,27,065,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,065,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,065,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,065,race-ethnicity,"White, Non-Hispanic",0.87365,0.92316,0.82415,2
2021,27,067,all,All,0.94978,0.98450,0.91506,2
2021,27,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,067,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,067,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,067,race-ethnicity,"White, Non-Hispanic",0.96666,0.99672,0.93660,2
2021,27,069,all,All,0.93687,0.96151,0.91222,2
2021,27,069,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,069,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,069,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,069,race-ethnicity,"White, Non-Hispanic",0.95554,0.97781,0.93327,2
2021,27,071,all,All,0.88117,0.93040,0.83195,2
2021,27,071,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,071,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,071,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,071,race-ethnicity,"White, Non-Hispanic",0.87991,0.93337,0.82644,2
2021,27,073,all,All,0.95072,0.98298,0.91847,2
2021,27,073,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,073,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,073,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,073,race-ethnicity,"White, Non-Hispanic",0.96868,0.99646,0.94091,2
2021,27,075,all,All,0.88117,0.93040,0.83195,2
2021,27,075,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,075,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,075,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,075,race-ethnicity,"White, Non-Hispanic",0.87991,0.93337,0.82644,2
2021,27,077,all,All,0.84775,0.89490,0.80060,2
2021,27,077,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,077,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,077,race-ethnicity,Other Races and Ethnicities,0.71177,0.86402,0.55953,3
2021,27,077,race-ethnicity,"White, Non-Hispanic",0.87975,0.92767,0.83184,2
2021,27,079,all,All,0.97039,0.98879,0.95199,2
2021,27,079,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,079,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,079,race-ethnicity,Other Races and Ethnicities,0.91358,1.00000,0.82650,3
2021,27,079,race-ethnicity,"White, Non-Hispanic",0.97657,0.99536,0.95779,2
2021,27,081,all,All,0.95072,0.98298,0.91847,2
2021,27,081,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,081,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,081,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,081,race-ethnicity,"White, Non-Hispanic",0.96868,0.99646,0.94091,2
2021,27,083,all,All,0.95072,0.98298,0.91847,2
2021,27,083,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,083,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,083,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,083,race-ethnicity,"White, Non-Hispanic",0.96868,0.99646,0.94091,2
2021,27,085,all,All,0.94978,0.98450,0.91506,2
2021,27,085,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,085,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,085,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,085,race-ethnicity,"White, Non-Hispanic",0.96666,0.99672,0.93660,2
2021,27,087,all,All,0.84775,0.89490,0.80060,2
2021,27,087,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,087,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,087,race-ethnicity,Other Races and Ethnicities,0.71177,0.86402,0.55953,3
2021,27,087,race-ethnicity,"White, Non-Hispanic",0.87975,0.92767,0.83184,2
2021,27,089,all,All,0.93687,0.96151,0.91222,2
2021,27,089,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,089,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,089,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,089,race-ethnicity,"White, Non-Hispanic",0.95554,0.97781,0.93327,2
2021,27,091,all,All,0.82723,0.88794,0.76653,2
2021,27,091,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,091,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,091,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,091,race-ethnicity,"White, Non-Hispanic",0.91089,0.96144,0.86033,2
2021,27,093,all,All,0.94978,0.98450,0.91506,2
2021,27,093,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,093,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,093,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,093,race-ethnicity,"White, Non-Hispanic",0.96666,0.99672,0.93660,2
2021,27,095,all,All,0.87816,0.92431,0.83201,2
2021,27,095,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,095,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,095,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,095,race-ethnicity,"White, Non-Hispanic",0.87365,0.92316,0.82415,2
2021,27,097,all,All,0.92739,0.96584,0.88894,2
2021,27,097,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,097,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,097,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,097,race-ethnicity,"White, Non-Hispanic",0.93936,0.97556,0.90316,2
2021,27,099,all,All,0.83991,0.89859,0.78123,2
2021,27,099,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,099,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,099,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,099,race-ethnicity,"White, Non-Hispanic",0.88830,0.94183,0.83476,2
2021,27,101,all,All,0.82723,0.88794,0.76653,2
2021,27,101,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,101,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,101,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,101,race-ethnicity,"White, Non-Hispanic",0.91089,0.96144,0.86033,2
2021,27,103,all,All,0.95850,0.98056,0.93644,2
2021,27,103,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,103,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,103,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,103,race-ethnicity,"White, Non-Hispanic",0.98275,0.99834,0.96716,2
2021,27,105,all,All,0.82723,0.88794,0.76653,2
2021,27,105,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,105,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,105,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,105,race-ethnicity,"White, Non-Hispanic",0.91089,0.96144,0.86033,2
2021,27,107,all,All,0.93687,0.96151,0.91222,2
2021,27,107,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,107,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,107,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,107,race-ethnicity,"White, Non-Hispanic",0.95554,0.97781,0.93327,2
2021,27,109,all,All,0.97518,1.00000,0.94230,3
2021,27,109,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,109,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,109,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,109,race-ethnicity,"White, Non-Hispanic",0.99093,1.00000,0.96734,3
2021,27,111,all,All,0.88080,0.92295,0.83864,2
2021,27,111,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,111,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,111,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,111,race-ethnicity,"White, Non-Hispanic",0.91719,0.95628,0.87811,2
2021,27,113,all,All,0.93687,0.96151,0.91222,2
2021,27,113,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,113,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,113,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,113,race-ethnicity,"White, Non-Hispanic",0.95554,0.97781,0.93327,2
2021,27,115,all,All,0.87816,0.92431,0.83201,2
2021,27,115,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,115,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,115,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,115,race-ethnicity,"White, Non-Hispanic",0.87365,0.92316,0.82415,2
2021,27,117,all,All,0.82723,0.88794,0.76653,2
2021,27,117,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,117,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,117,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,117,race-ethnicity,"White, Non-Hispanic",0.91089,0.96144,0.86033,2
2021,27,119,all,All,0.93687,0.96151,0.91222,2
2021,27,119,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,119,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,119,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,119,race-ethnicity,"White, Non-Hispanic",0.95554,0.97781,0.93327,2
2021,27,121,all,All,0.88080,0.92295,0.83864,2
2021,27,121,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,121,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,121,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,121,race-ethnicity,"White, Non-Hispanic",0.91719,0.95628,0.87811,2
2021,27,123,all,All,0.92035,0.94138,0.89933,1
2021,27,123,race-ethnicity,"Black, Non-Hispanic",0.81761,0.92359,0.71162,3
2021,27,123,race-ethnicity,Hispanic,0.71313,0.83977,0.58649,3
2021,27,123,race-ethnicity,Other Races and Ethnicities,0.94265,0.98130,0.90400,1
2021,27,123,race-ethnicity,"White, Non-Hispanic",0.96410,0.98237,0.94582,1
2021,27,125,all,All,0.93687,0.96151,0.91222,2
2021,27,125,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,125,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,125,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,125,race-ethnicity,"White, Non-Hispanic",0.95554,0.97781,0.93327,2
2021,27,127,all,All,0.95072,0.98298,0.91847,2
2021,27,127,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,127,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,127,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,127,race-ethnicity,"White, Non-Hispanic",0.96868,0.99646,0.94091,2
2021,27,129,all,All,0.94978,0.98450,0.91506,2
2021,27,129,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,129,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,129,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,129,race-ethnicity,"White, Non-Hispanic",0.96666,0.99672,0.93660,2
2021,27,131,all,All,0.97039,0.98879,0.95199,2
2021,27,131,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,131,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,131,race-ethnicity,Other Races and Ethnicities,0.91358,1.00000,0.82650,3
2021,27,131,race-ethnicity,"White, Non-Hispanic",0.97657,0.99536,0.95779,2
2021,27,133,all,All,0.82723,0.88794,0.76653,2
2021,27,133,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,133,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,133,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,133,race-ethnicity,"White, Non-Hispanic",0.91089,0.96144,0.86033,2
2021,27,135,all,All,0.93687,0.96151,0.91222,2
2021,27,135,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,135,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,135,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,135,race-ethnicity,"White, Non-Hispanic",0.95554,0.97781,0.93327,2
2021,27,137,all,All,0.93677,0.95892,0.91463,1
2021,27,137,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,137,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,137,race-ethnicity,Other Races and Ethnicities,0.91951,0.99568,0.84334,3
2021,27,137,race-ethnicity,"White, Non-Hispanic",0.93776,0.96196,0.91357,1
2021,27,139,all,All,0.94741,0.98374,0.91109,1
2021,27,139,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,139,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,139,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,139,race-ethnicity,"White, Non-Hispanic",0.93650,0.98107,0.89193,1
2021,27,141,all,All,0.93079,0.98183,0.87975,3
2021,27,141,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,141,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,141,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,141,race-ethnicity,"White, Non-Hispanic",0.96797,1.00000,0.93009,3
2021,27,143,all,All,0.94978,0.98450,0.91506,2
2021,27,143,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,143,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,143,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,143,race-ethnicity,"White, Non-Hispanic",0.96666,0.99672,0.93660,2
2021,27,145,all,All,0.92186,0.94970,0.89402,1
2021,27,145,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,27,145,race-ethnicity,Hispanic,NA,NA,NA,3
2021,27,145,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,27,145,race-ethnicity,"White, Non-Hispanic",0.96696,0.98764,0.94628,1
