year,state,county,subgroup_type,subgroup,index_air_hazard,environmental_quality
2018,39,153,poverty,Extreme Poverty,45,1
2018,39,153,poverty,Not Extreme Poverty,55,1
2018,39,153,race-ethnicity,Majority Non-White,47,1
2018,39,153,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,39,153,race-ethnicity,No Majority Race/Ethnicity,51,1
2018,39,155,all,All,64,1
2018,39,155,poverty,Extreme Poverty,48,1
2018,39,155,poverty,Not Extreme Poverty,65,1
2018,39,155,race-ethnicity,Majority Non-White,49,1
2018,39,155,race-ethnicity,"Majority White, Non-Hispanic",65,1
2018,39,155,race-ethnicity,No Majority Race/Ethnicity,56,1
2018,39,157,all,All,70,1
2018,39,157,poverty,Not Extreme Poverty,70,1
2018,39,157,race-ethnicity,"Majority White, Non-Hispanic",70,1
2018,39,159,all,All,77,1
2018,39,159,poverty,Not Extreme Poverty,77,1
2018,39,159,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,39,161,all,All,77,1
2018,39,161,poverty,Not Extreme Poverty,77,1
2018,39,161,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,39,163,all,All,55,1
2018,39,163,poverty,Not Extreme Poverty,55,1
2018,39,163,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,39,165,all,All,53,1
2018,39,165,poverty,Not Extreme Poverty,53,1
2018,39,165,race-ethnicity,"Majority White, Non-Hispanic",53,1
2018,39,165,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,39,167,all,All,28,1
2018,39,167,poverty,Extreme Poverty,12,1
2018,39,167,poverty,Not Extreme Poverty,29,1
2018,39,167,race-ethnicity,"Majority White, Non-Hispanic",28,1
2018,39,169,all,All,75,1
2018,39,169,poverty,Not Extreme Poverty,75,1
2018,39,169,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,39,171,all,All,77,1
2018,39,171,poverty,Not Extreme Poverty,77,1
2018,39,171,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,39,173,all,All,72,1
2018,39,173,poverty,Extreme Poverty,77,1
2018,39,173,poverty,Not Extreme Poverty,72,1
2018,39,173,race-ethnicity,"Majority White, Non-Hispanic",72,1
2018,39,175,all,All,77,1
2018,39,175,poverty,Not Extreme Poverty,77,1
2018,39,175,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,40,001,all,All,31,1
2018,40,001,poverty,Not Extreme Poverty,31,1
2018,40,001,race-ethnicity,Majority Non-White,26,1
2018,40,001,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,40,003,all,All,54,1
2018,40,003,poverty,Not Extreme Poverty,54,1
2018,40,003,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,40,005,all,All,69,1
2018,40,005,poverty,Not Extreme Poverty,69,1
2018,40,005,race-ethnicity,"Majority White, Non-Hispanic",69,1
2018,40,007,all,All,97,1
2018,40,007,poverty,Not Extreme Poverty,97,1
2018,40,007,race-ethnicity,"Majority White, Non-Hispanic",97,1
2018,40,009,all,All,83,1
2018,40,009,poverty,Not Extreme Poverty,83,1
2018,40,009,race-ethnicity,"Majority White, Non-Hispanic",83,1
2018,40,011,all,All,63,1
2018,40,011,poverty,Not Extreme Poverty,63,1
2018,40,011,race-ethnicity,"Majority White, Non-Hispanic",68,1
2018,40,011,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,013,all,All,58,1
2018,40,013,poverty,Not Extreme Poverty,58,1
2018,40,013,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,40,013,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,015,all,All,72,1
2018,40,015,poverty,Not Extreme Poverty,72,1
2018,40,015,race-ethnicity,Majority Non-White,55,1
2018,40,015,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,40,015,race-ethnicity,No Majority Race/Ethnicity,93,1
2018,40,017,all,All,55,1
2018,40,017,poverty,Not Extreme Poverty,55,1
2018,40,017,race-ethnicity,Majority Non-White,55,1
2018,40,017,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,017,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,019,all,All,49,1
2018,40,019,poverty,Not Extreme Poverty,49,1
2018,40,019,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,40,019,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,40,021,all,All,30,1
2018,40,021,poverty,Not Extreme Poverty,30,1
2018,40,021,race-ethnicity,No Majority Race/Ethnicity,30,1
2018,40,023,all,All,51,1
2018,40,023,poverty,Extreme Poverty,40,1
2018,40,023,poverty,Not Extreme Poverty,53,1
2018,40,023,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,40,023,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,40,025,all,All,99,1
2018,40,025,poverty,Not Extreme Poverty,99,1
2018,40,025,race-ethnicity,"Majority White, Non-Hispanic",99,1
2018,40,027,all,All,49,1
2018,40,027,poverty,Extreme Poverty,41,1
2018,40,027,poverty,Not Extreme Poverty,50,1
2018,40,027,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,40,027,race-ethnicity,No Majority Race/Ethnicity,53,1
2018,40,029,all,All,61,1
2018,40,029,poverty,Not Extreme Poverty,61,1
2018,40,029,race-ethnicity,"Majority White, Non-Hispanic",61,1
2018,40,031,all,All,63,1
2018,40,031,poverty,Extreme Poverty,55,1
2018,40,031,poverty,Not Extreme Poverty,64,1
2018,40,031,race-ethnicity,Majority Non-White,55,1
2018,40,031,race-ethnicity,"Majority White, Non-Hispanic",70,1
2018,40,031,race-ethnicity,No Majority Race/Ethnicity,60,1
2018,40,033,all,All,93,1
2018,40,033,poverty,Not Extreme Poverty,93,1
2018,40,033,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,40,035,all,All,59,1
2018,40,035,poverty,Not Extreme Poverty,59,1
2018,40,035,race-ethnicity,"Majority White, Non-Hispanic",61,1
2018,40,035,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,037,all,All,39,1
2018,40,037,poverty,Not Extreme Poverty,39,1
2018,40,037,race-ethnicity,"Majority White, Non-Hispanic",39,1
2018,40,039,all,All,74,1
2018,40,039,poverty,Extreme Poverty,74,1
2018,40,039,poverty,Not Extreme Poverty,75,1
2018,40,039,race-ethnicity,Majority Non-White,77,1
2018,40,039,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,40,041,all,All,46,1
2018,40,041,poverty,Not Extreme Poverty,46,1
2018,40,041,race-ethnicity,Majority Non-White,26,1
2018,40,041,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,40,041,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,40,043,all,All,74,1
2018,40,043,poverty,Not Extreme Poverty,74,1
2018,40,043,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,40,045,all,All,93,1
2018,40,045,poverty,Not Extreme Poverty,93,1
2018,40,045,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,40,047,all,All,53,1
2018,40,047,poverty,Not Extreme Poverty,53,1
2018,40,047,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,40,047,race-ethnicity,No Majority Race/Ethnicity,47,1
2018,40,049,all,All,53,1
2018,40,049,poverty,Not Extreme Poverty,53,1
2018,40,049,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,40,049,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,051,all,All,54,1
2018,40,051,poverty,Not Extreme Poverty,54,1
2018,40,051,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,40,053,all,All,74,1
2018,40,053,poverty,Not Extreme Poverty,74,1
2018,40,053,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,40,055,all,All,93,1
2018,40,055,poverty,Not Extreme Poverty,93,1
2018,40,055,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,40,057,all,All,93,1
2018,40,057,poverty,Not Extreme Poverty,93,1
2018,40,057,race-ethnicity,No Majority Race/Ethnicity,93,1
2018,40,059,all,All,93,1
2018,40,059,poverty,Not Extreme Poverty,93,1
2018,40,059,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,40,061,all,All,31,1
2018,40,061,poverty,Not Extreme Poverty,31,1
2018,40,061,race-ethnicity,"Majority White, Non-Hispanic",31,1
2018,40,063,all,All,52,1
2018,40,063,poverty,Not Extreme Poverty,52,1
2018,40,063,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,40,063,race-ethnicity,No Majority Race/Ethnicity,53,1
2018,40,065,all,All,80,1
2018,40,065,poverty,Not Extreme Poverty,80,1
2018,40,065,race-ethnicity,Majority Non-White,77,1
2018,40,065,race-ethnicity,"Majority White, Non-Hispanic",81,1
2018,40,065,race-ethnicity,No Majority Race/Ethnicity,77,1
2018,40,067,all,All,87,1
2018,40,067,poverty,Not Extreme Poverty,87,1
2018,40,067,race-ethnicity,"Majority White, Non-Hispanic",87,1
2018,40,069,all,All,55,1
2018,40,069,poverty,Not Extreme Poverty,55,1
2018,40,069,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,071,all,All,45,1
2018,40,071,poverty,Not Extreme Poverty,45,1
2018,40,071,race-ethnicity,"Majority White, Non-Hispanic",46,1
2018,40,071,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,40,073,all,All,48,1
2018,40,073,poverty,Not Extreme Poverty,48,1
2018,40,073,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,40,075,all,All,93,1
2018,40,075,poverty,Not Extreme Poverty,93,1
2018,40,075,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,40,077,all,All,33,1
2018,40,077,poverty,Not Extreme Poverty,33,1
2018,40,077,race-ethnicity,"Majority White, Non-Hispanic",33,1
2018,40,079,all,All,26,1
2018,40,079,poverty,Not Extreme Poverty,26,1
2018,40,079,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,40,081,all,All,60,1
2018,40,081,poverty,Not Extreme Poverty,60,1
2018,40,081,race-ethnicity,"Majority White, Non-Hispanic",60,1
2018,40,083,all,All,59,1
2018,40,083,poverty,Not Extreme Poverty,59,1
2018,40,083,race-ethnicity,"Majority White, Non-Hispanic",59,1
2018,40,085,all,All,55,1
2018,40,085,poverty,Not Extreme Poverty,55,1
2018,40,085,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,085,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,087,all,All,55,1
2018,40,087,poverty,Not Extreme Poverty,55,1
2018,40,087,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,089,all,All,26,1
2018,40,089,poverty,Not Extreme Poverty,26,1
2018,40,089,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,40,089,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,40,091,all,All,46,1
2018,40,091,poverty,Not Extreme Poverty,46,1
2018,40,091,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,40,091,race-ethnicity,No Majority Race/Ethnicity,43,1
2018,40,093,all,All,74,1
2018,40,093,poverty,Not Extreme Poverty,74,1
2018,40,093,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,40,095,all,All,55,1
2018,40,095,poverty,Not Extreme Poverty,55,1
2018,40,095,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,095,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,097,all,All,37,1
2018,40,097,poverty,Not Extreme Poverty,37,1
2018,40,097,race-ethnicity,"Majority White, Non-Hispanic",36,1
2018,40,097,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,40,099,all,All,55,1
2018,40,099,poverty,Not Extreme Poverty,55,1
2018,40,099,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,101,all,All,36,1
2018,40,101,poverty,Extreme Poverty,26,1
2018,40,101,poverty,Not Extreme Poverty,37,1
2018,40,101,race-ethnicity,Majority Non-White,26,1
2018,40,101,race-ethnicity,"Majority White, Non-Hispanic",46,1
2018,40,101,race-ethnicity,No Majority Race/Ethnicity,31,1
2018,40,103,all,All,55,1
2018,40,103,poverty,Not Extreme Poverty,55,1
2018,40,103,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,105,all,All,52,1
2018,40,105,poverty,Not Extreme Poverty,52,1
2018,40,105,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,40,107,all,All,57,1
2018,40,107,poverty,Not Extreme Poverty,57,1
2018,40,107,race-ethnicity,"Majority White, Non-Hispanic",59,1
2018,40,107,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,40,109,all,All,38,1
2018,40,109,poverty,Extreme Poverty,31,1
2018,40,109,poverty,Not Extreme Poverty,38,1
2018,40,109,race-ethnicity,Majority Non-White,34,1
2018,40,109,race-ethnicity,"Majority White, Non-Hispanic",42,1
2018,40,109,race-ethnicity,No Majority Race/Ethnicity,33,1
2018,40,111,all,All,47,1
2018,40,111,poverty,Not Extreme Poverty,47,1
2018,40,111,race-ethnicity,Majority Non-White,26,1
2018,40,111,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,40,111,race-ethnicity,No Majority Race/Ethnicity,41,1
2018,40,113,all,All,35,1
2018,40,113,poverty,Not Extreme Poverty,35,1
2018,40,113,race-ethnicity,Majority Non-White,20,1
2018,40,113,race-ethnicity,"Majority White, Non-Hispanic",35,1
2018,40,113,race-ethnicity,No Majority Race/Ethnicity,47,1
2018,40,115,all,All,55,1
2018,40,115,poverty,Not Extreme Poverty,55,1
2018,40,115,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,115,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,117,all,All,53,1
2018,40,117,poverty,Not Extreme Poverty,53,1
2018,40,117,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,40,117,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,119,all,All,55,1
2018,40,119,poverty,Extreme Poverty,55,1
2018,40,119,poverty,Not Extreme Poverty,55,1
2018,40,119,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,119,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,121,all,All,29,1
2018,40,121,poverty,Not Extreme Poverty,29,1
2018,40,121,race-ethnicity,"Majority White, Non-Hispanic",29,1
2018,40,121,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,40,123,all,All,56,1
2018,40,123,poverty,Not Extreme Poverty,56,1
2018,40,123,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,40,123,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,125,all,All,57,1
2018,40,125,poverty,Extreme Poverty,55,1
2018,40,125,poverty,Not Extreme Poverty,57,1
2018,40,125,race-ethnicity,"Majority White, Non-Hispanic",57,1
2018,40,125,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,127,all,All,31,1
2018,40,127,poverty,Not Extreme Poverty,31,1
2018,40,127,race-ethnicity,"Majority White, Non-Hispanic",31,1
2018,40,129,all,All,93,1
2018,40,129,poverty,Not Extreme Poverty,93,1
2018,40,129,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,40,131,all,All,38,1
2018,40,131,poverty,Not Extreme Poverty,38,1
2018,40,131,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,40,131,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,40,133,all,All,56,1
2018,40,133,poverty,Not Extreme Poverty,56,1
2018,40,133,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,40,133,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,40,135,all,All,26,1
2018,40,135,poverty,Not Extreme Poverty,26,1
2018,40,135,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,40,135,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,40,137,all,All,60,1
2018,40,137,poverty,Not Extreme Poverty,60,1
2018,40,137,race-ethnicity,"Majority White, Non-Hispanic",60,1
2018,40,139,all,All,97,1
2018,40,139,poverty,Not Extreme Poverty,97,1
2018,40,139,race-ethnicity,Majority Non-White,97,1
2018,40,139,race-ethnicity,"Majority White, Non-Hispanic",97,1
2018,40,139,race-ethnicity,No Majority Race/Ethnicity,97,1
2018,40,141,all,All,93,1
2018,40,141,poverty,Not Extreme Poverty,93,1
2018,40,141,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,40,141,race-ethnicity,No Majority Race/Ethnicity,93,1
2018,40,143,all,All,23,1
2018,40,143,poverty,Extreme Poverty,16,1
2018,40,143,poverty,Not Extreme Poverty,24,1
2018,40,143,race-ethnicity,Majority Non-White,21,1
2018,40,143,race-ethnicity,"Majority White, Non-Hispanic",25,1
2018,40,143,race-ethnicity,No Majority Race/Ethnicity,21,1
2018,40,145,all,All,42,1
2018,40,145,poverty,Not Extreme Poverty,42,1
2018,40,145,race-ethnicity,"Majority White, Non-Hispanic",42,1
2018,40,147,all,All,45,1
2018,40,147,poverty,Not Extreme Poverty,45,1
2018,40,147,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,40,147,race-ethnicity,No Majority Race/Ethnicity,47,1
2018,40,149,all,All,81,1
2018,40,149,poverty,Not Extreme Poverty,81,1
2018,40,149,race-ethnicity,"Majority White, Non-Hispanic",81,1
2018,40,151,all,All,54,1
2018,40,151,poverty,Not Extreme Poverty,54,1
2018,40,151,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,40,153,all,All,88,1
2018,40,153,poverty,Not Extreme Poverty,88,1
2018,40,153,race-ethnicity,"Majority White, Non-Hispanic",88,1
2018,41,001,all,All,97,1
2018,41,001,poverty,Not Extreme Poverty,97,1
2018,41,001,race-ethnicity,"Majority White, Non-Hispanic",97,1
2018,41,003,all,All,45,1
2018,41,003,poverty,Extreme Poverty,47,1
2018,41,003,poverty,Not Extreme Poverty,45,1
2018,41,003,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,41,005,all,All,21,1
2018,41,005,poverty,Extreme Poverty,77,1
2018,41,005,poverty,Not Extreme Poverty,21,1
2018,41,005,race-ethnicity,Majority Non-White,77,1
2018,41,005,race-ethnicity,"Majority White, Non-Hispanic",21,1
2018,41,005,race-ethnicity,No Majority Race/Ethnicity,13,1
2018,41,007,all,All,79,1
2018,41,007,poverty,Not Extreme Poverty,79,1
2018,41,007,race-ethnicity,"Majority White, Non-Hispanic",79,1
2018,41,009,all,All,58,1
2018,41,009,poverty,Not Extreme Poverty,58,1
2018,41,009,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,41,011,all,All,39,1
2018,41,011,poverty,Not Extreme Poverty,39,1
2018,41,011,race-ethnicity,"Majority White, Non-Hispanic",39,1
2018,41,013,all,All,86,1
2018,41,013,poverty,Not Extreme Poverty,86,1
2018,41,013,race-ethnicity,"Majority White, Non-Hispanic",86,1
2018,41,015,all,All,30,1
2018,41,015,poverty,Not Extreme Poverty,30,1
2018,41,015,race-ethnicity,"Majority White, Non-Hispanic",30,1
2018,41,017,all,All,60,1
2018,41,017,poverty,Not Extreme Poverty,60,1
2018,41,017,race-ethnicity,"Majority White, Non-Hispanic",60,1
2018,41,019,all,All,38,1
2018,41,019,poverty,Not Extreme Poverty,38,1
2018,41,019,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,41,021,all,All,93,1
2018,41,021,poverty,Not Extreme Poverty,93,1
2018,41,021,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,41,023,all,All,97,1
2018,41,023,poverty,Not Extreme Poverty,97,1
2018,41,023,race-ethnicity,"Majority White, Non-Hispanic",97,1
2018,41,025,all,All,98,1
2018,41,025,poverty,Not Extreme Poverty,98,1
2018,41,025,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,41,027,all,All,62,1
2018,41,027,poverty,Not Extreme Poverty,62,1
2018,41,027,race-ethnicity,Majority Non-White,55,1
2018,41,027,race-ethnicity,"Majority White, Non-Hispanic",65,1
2018,41,029,all,All,15,1
2018,41,029,poverty,Extreme Poverty,4,1
2018,41,029,poverty,Not Extreme Poverty,16,1
2018,41,029,race-ethnicity,"Majority White, Non-Hispanic",16,1
2018,41,029,race-ethnicity,No Majority Race/Ethnicity,4,1
2018,41,031,all,All,81,1
2018,41,031,poverty,Not Extreme Poverty,81,1
2018,41,031,race-ethnicity,Majority Non-White,93,1
2018,41,031,race-ethnicity,"Majority White, Non-Hispanic",79,1
2018,41,031,race-ethnicity,No Majority Race/Ethnicity,77,1
2018,41,033,all,All,11,1
2018,41,033,poverty,Not Extreme Poverty,11,1
2018,41,033,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,41,035,all,All,40,1
2018,41,035,poverty,Not Extreme Poverty,40,1
2018,41,035,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,41,035,race-ethnicity,No Majority Race/Ethnicity,42,1
2018,41,037,all,All,94,1
2018,41,037,poverty,Not Extreme Poverty,94,1
2018,41,037,race-ethnicity,"Majority White, Non-Hispanic",94,1
2018,41,039,all,All,22,1
2018,41,039,poverty,Extreme Poverty,15,1
2018,41,039,poverty,Not Extreme Poverty,23,1
2018,41,039,race-ethnicity,"Majority White, Non-Hispanic",22,1
2018,41,041,all,All,83,1
2018,41,041,poverty,Not Extreme Poverty,83,1
2018,41,041,race-ethnicity,"Majority White, Non-Hispanic",83,1
2018,41,043,all,All,27,1
2018,41,043,poverty,Not Extreme Poverty,27,1
2018,41,043,race-ethnicity,"Majority White, Non-Hispanic",27,1
2018,41,045,all,All,74,1
2018,41,045,poverty,Not Extreme Poverty,74,1
2018,41,045,race-ethnicity,"Majority White, Non-Hispanic",78,1
2018,41,045,race-ethnicity,No Majority Race/Ethnicity,66,1
2018,41,047,all,All,23,1
2018,41,047,poverty,Not Extreme Poverty,23,1
2018,41,047,race-ethnicity,Majority Non-White,20,1
2018,41,047,race-ethnicity,"Majority White, Non-Hispanic",25,1
2018,41,047,race-ethnicity,No Majority Race/Ethnicity,18,1
2018,41,049,all,All,66,1
2018,41,049,poverty,Not Extreme Poverty,66,1
2018,41,049,race-ethnicity,"Majority White, Non-Hispanic",97,1
2018,41,049,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,41,051,all,All,12,1
2018,41,051,poverty,Extreme Poverty,12,1
2018,41,051,poverty,Not Extreme Poverty,12,1
2018,41,051,race-ethnicity,"Majority White, Non-Hispanic",13,1
2018,41,051,race-ethnicity,No Majority Race/Ethnicity,9,1
2018,41,053,all,All,37,1
2018,41,053,poverty,Not Extreme Poverty,37,1
2018,41,053,race-ethnicity,"Majority White, Non-Hispanic",37,1
2018,41,055,all,All,93,1
2018,41,055,poverty,Not Extreme Poverty,93,1
2018,41,055,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,41,057,all,All,72,1
2018,41,057,poverty,Not Extreme Poverty,72,1
2018,41,057,race-ethnicity,"Majority White, Non-Hispanic",72,1
2018,41,059,all,All,69,1
2018,41,059,poverty,Not Extreme Poverty,69,1
2018,41,059,race-ethnicity,"Majority White, Non-Hispanic",73,1
2018,41,059,race-ethnicity,No Majority Race/Ethnicity,63,1
2018,41,061,all,All,84,1
2018,41,061,poverty,Not Extreme Poverty,84,1
2018,41,061,race-ethnicity,"Majority White, Non-Hispanic",84,1
2018,41,063,all,All,98,1
2018,41,063,poverty,Not Extreme Poverty,98,1
2018,41,063,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,41,065,all,All,63,1
2018,41,065,poverty,Not Extreme Poverty,63,1
2018,41,065,race-ethnicity,"Majority White, Non-Hispanic",63,1
2018,41,067,all,All,22,1
2018,41,067,poverty,Not Extreme Poverty,22,1
2018,41,067,race-ethnicity,Majority Non-White,26,1
2018,41,067,race-ethnicity,"Majority White, Non-Hispanic",22,1
2018,41,067,race-ethnicity,No Majority Race/Ethnicity,22,1
2018,41,069,all,All,97,1
2018,41,069,poverty,Not Extreme Poverty,97,1
2018,41,069,race-ethnicity,"Majority White, Non-Hispanic",97,1
2018,41,071,all,All,40,1
2018,41,071,poverty,Not Extreme Poverty,40,1
2018,41,071,race-ethnicity,"Majority White, Non-Hispanic",39,1
2018,41,071,race-ethnicity,No Majority Race/Ethnicity,47,1
2018,42,001,all,All,75,1
2018,42,001,poverty,Not Extreme Poverty,75,1
2018,42,001,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,42,003,all,All,30,1
2018,42,003,poverty,Extreme Poverty,29,1
2018,42,003,poverty,Not Extreme Poverty,30,1
2018,42,003,race-ethnicity,Majority Non-White,23,1
2018,42,003,race-ethnicity,"Majority White, Non-Hispanic",31,1
2018,42,003,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,42,005,all,All,61,1
2018,42,005,poverty,Not Extreme Poverty,61,1
2018,42,005,race-ethnicity,"Majority White, Non-Hispanic",61,1
2018,42,007,all,All,50,1
2018,42,007,poverty,Extreme Poverty,37,1
2018,42,007,poverty,Not Extreme Poverty,50,1
2018,42,007,race-ethnicity,Majority Non-White,37,1
2018,42,007,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,42,007,race-ethnicity,No Majority Race/Ethnicity,47,1
2018,42,009,all,All,77,1
2018,42,009,poverty,Not Extreme Poverty,77,1
2018,42,009,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,42,011,all,All,45,1
2018,42,011,poverty,Extreme Poverty,20,1
2018,42,011,poverty,Not Extreme Poverty,47,1
2018,42,011,race-ethnicity,Majority Non-White,21,1
2018,42,011,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,42,011,race-ethnicity,No Majority Race/Ethnicity,31,1
2018,42,013,all,All,76,1
2018,42,013,poverty,Extreme Poverty,77,1
2018,42,013,poverty,Not Extreme Poverty,76,1
2018,42,013,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,42,015,all,All,76,1
2018,42,015,poverty,Not Extreme Poverty,76,1
2018,42,015,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,42,017,all,All,43,1
2018,42,017,poverty,Not Extreme Poverty,43,1
2018,42,017,race-ethnicity,"Majority White, Non-Hispanic",44,1
2018,42,017,race-ethnicity,No Majority Race/Ethnicity,33,1
2018,42,019,all,All,58,1
2018,42,019,poverty,Not Extreme Poverty,58,1
2018,42,019,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,42,021,all,All,77,1
2018,42,021,poverty,Extreme Poverty,77,1
2018,42,021,poverty,Not Extreme Poverty,77,1
2018,42,021,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,42,023,all,All,77,1
2018,42,023,poverty,Not Extreme Poverty,77,1
2018,42,023,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,42,025,all,All,77,1
2018,42,025,poverty,Not Extreme Poverty,77,1
2018,42,025,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,42,027,all,All,77,1
2018,42,027,poverty,Extreme Poverty,77,1
2018,42,027,poverty,Not Extreme Poverty,77,1
2018,42,027,race-ethnicity,Majority Non-White,93,1
2018,42,027,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,42,029,all,All,53,1
2018,42,029,poverty,Extreme Poverty,37,1
2018,42,029,poverty,Not Extreme Poverty,53,1
2018,42,029,race-ethnicity,Majority Non-White,50,1
2018,42,029,race-ethnicity,"Majority White, Non-Hispanic",53,1
2018,42,029,race-ethnicity,No Majority Race/Ethnicity,63,1
2018,42,031,all,All,77,1
2018,42,031,poverty,Not Extreme Poverty,77,1
2018,42,031,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,42,033,all,All,77,1
2018,42,033,poverty,Not Extreme Poverty,77,1
2018,42,033,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,42,035,all,All,75,1
2018,42,035,poverty,Extreme Poverty,73,1
2018,42,035,poverty,Not Extreme Poverty,75,1
2018,42,035,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,42,037,all,All,77,1
2018,42,037,poverty,Extreme Poverty,77,1
2018,42,037,poverty,Not Extreme Poverty,77,1
