year,state,place,subgroup_type,subgroup,index_air_hazard,environmental_quality
2018,36,63000,race-ethnicity,Majority Non-White,72,1
2018,36,63000,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,36,63000,race-ethnicity,No Majority Race/Ethnicity,72,1
2018,36,73000,all,All,66,1
2018,36,73000,race-ethnicity,Majority Non-White,68,1
2018,36,73000,race-ethnicity,"Majority White, Non-Hispanic",67,1
2018,36,73000,race-ethnicity,No Majority Race/Ethnicity,62,1
2018,36,84000,all,All,18,1
2018,36,84000,race-ethnicity,Majority Non-White,18,1
2018,36,84000,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,36,84000,race-ethnicity,No Majority Race/Ethnicity,18,1
2018,37,02140,all,All,57,1
2018,37,02140,race-ethnicity,Majority Non-White,NA,NA
2018,37,02140,race-ethnicity,"Majority White, Non-Hispanic",57,1
2018,37,02140,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,37,10740,all,All,33,1
2018,37,10740,race-ethnicity,Majority Non-White,26,1
2018,37,10740,race-ethnicity,"Majority White, Non-Hispanic",36,1
2018,37,10740,race-ethnicity,No Majority Race/Ethnicity,30,1
2018,37,12000,all,All,18,1
2018,37,12000,race-ethnicity,Majority Non-White,18,1
2018,37,12000,race-ethnicity,"Majority White, Non-Hispanic",18,1
2018,37,12000,race-ethnicity,No Majority Race/Ethnicity,18,1
2018,37,14100,all,All,26,1
2018,37,14100,race-ethnicity,Majority Non-White,26,1
2018,37,14100,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,37,14100,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,37,19000,all,All,29,1
2018,37,19000,race-ethnicity,Majority Non-White,28,1
2018,37,19000,race-ethnicity,"Majority White, Non-Hispanic",31,1
2018,37,19000,race-ethnicity,No Majority Race/Ethnicity,29,1
2018,37,22920,all,All,42,1
2018,37,22920,race-ethnicity,Majority Non-White,44,1
2018,37,22920,race-ethnicity,"Majority White, Non-Hispanic",43,1
2018,37,22920,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,37,25580,all,All,20,1
2018,37,25580,race-ethnicity,Majority Non-White,20,1
2018,37,25580,race-ethnicity,"Majority White, Non-Hispanic",20,1
2018,37,25580,race-ethnicity,No Majority Race/Ethnicity,19,1
2018,37,28000,all,All,29,1
2018,37,28000,race-ethnicity,Majority Non-White,26,1
2018,37,28000,race-ethnicity,"Majority White, Non-Hispanic",34,1
2018,37,28000,race-ethnicity,No Majority Race/Ethnicity,27,1
2018,37,28080,all,All,55,1
2018,37,28080,race-ethnicity,Majority Non-White,55,1
2018,37,28080,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,37,28080,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,37,31400,all,All,24,1
2018,37,31400,race-ethnicity,Majority Non-White,20,1
2018,37,31400,race-ethnicity,"Majority White, Non-Hispanic",30,1
2018,37,31400,race-ethnicity,No Majority Race/Ethnicity,24,1
2018,37,55000,all,All,38,1
2018,37,55000,race-ethnicity,Majority Non-White,42,1
2018,37,55000,race-ethnicity,"Majority White, Non-Hispanic",35,1
2018,37,55000,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,37,74440,all,All,36,1
2018,37,74440,race-ethnicity,Majority Non-White,47,1
2018,37,74440,race-ethnicity,"Majority White, Non-Hispanic",36,1
2018,37,74440,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,37,75000,all,All,34,1
2018,37,75000,race-ethnicity,Majority Non-White,30,1
2018,37,75000,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,37,75000,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,38,25700,all,All,57,1
2018,38,25700,race-ethnicity,Majority Non-White,NA,NA
2018,38,25700,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,38,25700,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,39,01000,all,All,49,1
2018,39,01000,race-ethnicity,Majority Non-White,47,1
2018,39,01000,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,39,01000,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,39,15000,all,All,30,1
2018,39,15000,race-ethnicity,Majority Non-White,29,1
2018,39,15000,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,39,15000,race-ethnicity,No Majority Race/Ethnicity,30,1
2018,39,16000,all,All,48,1
2018,39,16000,race-ethnicity,Majority Non-White,46,1
2018,39,16000,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,39,16000,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,39,18000,all,All,53,1
2018,39,18000,race-ethnicity,Majority Non-White,51,1
2018,39,18000,race-ethnicity,"Majority White, Non-Hispanic",53,1
2018,39,18000,race-ethnicity,No Majority Race/Ethnicity,53,1
2018,39,21000,all,All,44,1
2018,39,21000,race-ethnicity,Majority Non-White,50,1
2018,39,21000,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,39,21000,race-ethnicity,No Majority Race/Ethnicity,28,1
2018,39,61000,all,All,58,1
2018,39,61000,race-ethnicity,Majority Non-White,NA,NA
2018,39,61000,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,39,61000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,39,77000,all,All,63,1
2018,39,77000,race-ethnicity,Majority Non-White,47,1
2018,39,77000,race-ethnicity,"Majority White, Non-Hispanic",70,1
2018,39,77000,race-ethnicity,No Majority Race/Ethnicity,60,1
2018,40,09050,all,All,27,1
2018,40,09050,race-ethnicity,Majority Non-White,NA,NA
2018,40,09050,race-ethnicity,"Majority White, Non-Hispanic",28,1
2018,40,09050,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,40,23200,all,All,49,1
2018,40,23200,race-ethnicity,Majority Non-White,NA,NA
2018,40,23200,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,40,23200,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,40,41850,all,All,58,1
2018,40,41850,race-ethnicity,Majority Non-White,55,1
2018,40,41850,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,40,41850,race-ethnicity,No Majority Race/Ethnicity,59,1
2018,40,52500,all,All,48,1
2018,40,52500,race-ethnicity,Majority Non-White,NA,NA
2018,40,52500,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,40,52500,race-ethnicity,No Majority Race/Ethnicity,52,1
2018,40,55000,all,All,39,1
2018,40,55000,race-ethnicity,Majority Non-White,34,1
2018,40,55000,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,40,55000,race-ethnicity,No Majority Race/Ethnicity,33,1
2018,40,75000,all,All,22,1
2018,40,75000,race-ethnicity,Majority Non-White,21,1
2018,40,75000,race-ethnicity,"Majority White, Non-Hispanic",23,1
2018,40,75000,race-ethnicity,No Majority Race/Ethnicity,21,1
2018,41,05350,all,All,17,1
2018,41,05350,race-ethnicity,Majority Non-White,NA,NA
2018,41,05350,race-ethnicity,"Majority White, Non-Hispanic",18,1
2018,41,05350,race-ethnicity,No Majority Race/Ethnicity,16,1
2018,41,05800,all,All,55,1
2018,41,05800,race-ethnicity,Majority Non-White,NA,NA
2018,41,05800,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,41,05800,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,41,23850,all,All,14,1
2018,41,23850,race-ethnicity,Majority Non-White,NA,NA
2018,41,23850,race-ethnicity,"Majority White, Non-Hispanic",14,1
2018,41,23850,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,41,31250,all,All,10,1
2018,41,31250,race-ethnicity,Majority Non-White,NA,NA
2018,41,31250,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,41,31250,race-ethnicity,No Majority Race/Ethnicity,6,1
2018,41,34100,all,All,24,1
2018,41,34100,race-ethnicity,Majority Non-White,26,1
2018,41,34100,race-ethnicity,"Majority White, Non-Hispanic",23,1
2018,41,34100,race-ethnicity,No Majority Race/Ethnicity,25,1
2018,41,47000,all,All,10,1
2018,41,47000,race-ethnicity,Majority Non-White,NA,NA
2018,41,47000,race-ethnicity,"Majority White, Non-Hispanic",10,1
2018,41,47000,race-ethnicity,No Majority Race/Ethnicity,4,1
2018,41,59000,all,All,12,1
2018,41,59000,race-ethnicity,Majority Non-White,NA,NA
2018,41,59000,race-ethnicity,"Majority White, Non-Hispanic",12,1
2018,41,59000,race-ethnicity,No Majority Race/Ethnicity,9,1
2018,41,64900,all,All,18,1
2018,41,64900,race-ethnicity,Majority Non-White,20,1
2018,41,64900,race-ethnicity,"Majority White, Non-Hispanic",18,1
2018,41,64900,race-ethnicity,No Majority Race/Ethnicity,17,1
2018,42,02000,all,All,36,1
2018,42,02000,race-ethnicity,Majority Non-White,36,1
2018,42,02000,race-ethnicity,"Majority White, Non-Hispanic",37,1
2018,42,02000,race-ethnicity,No Majority Race/Ethnicity,33,1
2018,42,06088,all,All,30,1
2018,42,06088,race-ethnicity,Majority Non-White,37,1
2018,42,06088,race-ethnicity,"Majority White, Non-Hispanic",28,1
2018,42,06088,race-ethnicity,No Majority Race/Ethnicity,21,1
2018,42,24000,all,All,66,1
2018,42,24000,race-ethnicity,Majority Non-White,64,1
2018,42,24000,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,42,24000,race-ethnicity,No Majority Race/Ethnicity,67,1
2018,42,60000,all,All,12,1
2018,42,60000,race-ethnicity,Majority Non-White,10,1
2018,42,60000,race-ethnicity,"Majority White, Non-Hispanic",14,1
2018,42,60000,race-ethnicity,No Majority Race/Ethnicity,14,1
2018,42,61000,all,All,32,1
2018,42,61000,race-ethnicity,Majority Non-White,29,1
2018,42,61000,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,42,61000,race-ethnicity,No Majority Race/Ethnicity,34,1
2018,42,63624,all,All,22,1
2018,42,63624,race-ethnicity,Majority Non-White,21,1
2018,42,63624,race-ethnicity,"Majority White, Non-Hispanic",37,1
2018,42,63624,race-ethnicity,No Majority Race/Ethnicity,29,1
2018,42,69000,all,All,77,1
2018,42,69000,race-ethnicity,Majority Non-White,NA,NA
2018,42,69000,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,42,69000,race-ethnicity,No Majority Race/Ethnicity,77,1
2018,44,19180,all,All,65,1
2018,44,19180,race-ethnicity,Majority Non-White,NA,NA
2018,44,19180,race-ethnicity,"Majority White, Non-Hispanic",72,1
2018,44,19180,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,44,54640,all,All,49,1
2018,44,54640,race-ethnicity,Majority Non-White,48,1
2018,44,54640,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,44,54640,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,44,59000,all,All,50,1
2018,44,59000,race-ethnicity,Majority Non-White,49,1
2018,44,59000,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,44,59000,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,44,74300,all,All,74,1
2018,44,74300,race-ethnicity,Majority Non-White,NA,NA
2018,44,74300,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,44,74300,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,45,13330,all,All,29,1
2018,45,13330,race-ethnicity,Majority Non-White,23,1
2018,45,13330,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,45,13330,race-ethnicity,No Majority Race/Ethnicity,14,1
2018,45,16000,all,All,21,1
2018,45,16000,race-ethnicity,Majority Non-White,22,1
2018,45,16000,race-ethnicity,"Majority White, Non-Hispanic",21,1
2018,45,16000,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,45,48535,all,All,45,1
2018,45,48535,race-ethnicity,Majority Non-White,NA,NA
2018,45,48535,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,45,48535,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,45,50875,all,All,9,1
2018,45,50875,race-ethnicity,Majority Non-White,6,1
2018,45,50875,race-ethnicity,"Majority White, Non-Hispanic",12,1
2018,45,50875,race-ethnicity,No Majority Race/Ethnicity,13,1
2018,46,59020,all,All,69,1
2018,46,59020,race-ethnicity,Majority Non-White,NA,NA
2018,46,59020,race-ethnicity,"Majority White, Non-Hispanic",68,1
2018,46,59020,race-ethnicity,No Majority Race/Ethnicity,77,1
2018,47,14000,all,All,17,1
2018,47,14000,race-ethnicity,Majority Non-White,12,1
2018,47,14000,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,47,14000,race-ethnicity,No Majority Race/Ethnicity,17,1
2018,47,15160,all,All,32,1
2018,47,15160,race-ethnicity,Majority Non-White,24,1
2018,47,15160,race-ethnicity,"Majority White, Non-Hispanic",35,1
2018,47,15160,race-ethnicity,No Majority Race/Ethnicity,31,1
2018,47,27740,all,All,32,1
2018,47,27740,race-ethnicity,Majority Non-White,NA,NA
2018,47,27740,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,47,27740,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,47,40000,all,All,18,1
2018,47,40000,race-ethnicity,Majority Non-White,18,1
2018,47,40000,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,47,40000,race-ethnicity,No Majority Race/Ethnicity,9,1
2018,47,48000,all,All,16,1
2018,47,48000,race-ethnicity,Majority Non-White,14,1
2018,47,48000,race-ethnicity,"Majority White, Non-Hispanic",20,1
2018,47,48000,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,47,51560,all,All,28,1
2018,47,51560,race-ethnicity,Majority Non-White,26,1
2018,47,51560,race-ethnicity,"Majority White, Non-Hispanic",27,1
2018,47,51560,race-ethnicity,No Majority Race/Ethnicity,30,1
2018,47,52006,all,All,24,1
2018,47,52006,race-ethnicity,Majority Non-White,23,1
2018,47,52006,race-ethnicity,"Majority White, Non-Hispanic",25,1
2018,47,52006,race-ethnicity,No Majority Race/Ethnicity,23,1
2018,48,01000,all,All,88,1
2018,48,01000,race-ethnicity,Majority Non-White,88,1
2018,48,01000,race-ethnicity,"Majority White, Non-Hispanic",91,1
2018,48,01000,race-ethnicity,No Majority Race/Ethnicity,85,1
2018,48,01924,all,All,53,1
2018,48,01924,race-ethnicity,Majority Non-White,NA,NA
2018,48,01924,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,48,01924,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,48,03000,all,All,91,1
2018,48,03000,race-ethnicity,Majority Non-White,84,1
2018,48,03000,race-ethnicity,"Majority White, Non-Hispanic",94,1
2018,48,03000,race-ethnicity,No Majority Race/Ethnicity,91,1
2018,48,04000,all,All,37,1
2018,48,04000,race-ethnicity,Majority Non-White,36,1
2018,48,04000,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,48,04000,race-ethnicity,No Majority Race/Ethnicity,35,1
2018,48,05000,all,All,61,1
2018,48,05000,race-ethnicity,Majority Non-White,57,1
2018,48,05000,race-ethnicity,"Majority White, Non-Hispanic",64,1
2018,48,05000,race-ethnicity,No Majority Race/Ethnicity,63,1
2018,48,06128,all,All,7,1
2018,48,06128,race-ethnicity,Majority Non-White,4,1
2018,48,06128,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,48,06128,race-ethnicity,No Majority Race/Ethnicity,9,1
2018,48,07000,all,All,8,1
2018,48,07000,race-ethnicity,Majority Non-White,6,1
2018,48,07000,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,48,07000,race-ethnicity,No Majority Race/Ethnicity,12,1
2018,48,10768,all,All,85,1
2018,48,10768,race-ethnicity,Majority Non-White,85,1
2018,48,10768,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,10768,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,10912,all,All,58,1
2018,48,10912,race-ethnicity,Majority Non-White,58,1
2018,48,10912,race-ethnicity,"Majority White, Non-Hispanic",57,1
2018,48,10912,race-ethnicity,No Majority Race/Ethnicity,57,1
2018,48,13024,all,All,40,1
2018,48,13024,race-ethnicity,Majority Non-White,39,1
2018,48,13024,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,48,13024,race-ethnicity,No Majority Race/Ethnicity,41,1
2018,48,13552,all,All,78,1
2018,48,13552,race-ethnicity,Majority Non-White,NA,NA
2018,48,13552,race-ethnicity,"Majority White, Non-Hispanic",78,1
2018,48,13552,race-ethnicity,No Majority Race/Ethnicity,77,1
2018,48,15976,all,All,62,1
2018,48,15976,race-ethnicity,Majority Non-White,NA,NA
2018,48,15976,race-ethnicity,"Majority White, Non-Hispanic",64,1
2018,48,15976,race-ethnicity,No Majority Race/Ethnicity,59,1
2018,48,16432,all,All,30,1
2018,48,16432,race-ethnicity,Majority Non-White,22,1
2018,48,16432,race-ethnicity,"Majority White, Non-Hispanic",37,1
2018,48,16432,race-ethnicity,No Majority Race/Ethnicity,32,1
2018,48,17000,all,All,58,1
2018,48,17000,race-ethnicity,Majority Non-White,50,1
2018,48,17000,race-ethnicity,"Majority White, Non-Hispanic",86,1
2018,48,17000,race-ethnicity,No Majority Race/Ethnicity,84,1
2018,48,19000,all,All,41,1
2018,48,19000,race-ethnicity,Majority Non-White,43,1
2018,48,19000,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,48,19000,race-ethnicity,No Majority Race/Ethnicity,39,1
2018,48,19972,all,All,48,1
2018,48,19972,race-ethnicity,Majority Non-White,35,1
2018,48,19972,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,48,19972,race-ethnicity,No Majority Race/Ethnicity,44,1
2018,48,22660,all,All,78,1
2018,48,22660,race-ethnicity,Majority Non-White,78,1
2018,48,22660,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,22660,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,24000,all,All,36,1
2018,48,24000,race-ethnicity,Majority Non-White,35,1
2018,48,24000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,24000,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,48,26232,all,All,34,1
2018,48,26232,race-ethnicity,Majority Non-White,NA,NA
2018,48,26232,race-ethnicity,"Majority White, Non-Hispanic",34,1
2018,48,26232,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,48,27000,all,All,49,1
2018,48,27000,race-ethnicity,Majority Non-White,45,1
2018,48,27000,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,48,27000,race-ethnicity,No Majority Race/Ethnicity,53,1
2018,48,27684,all,All,49,1
2018,48,27684,race-ethnicity,Majority Non-White,40,1
2018,48,27684,race-ethnicity,"Majority White, Non-Hispanic",46,1
2018,48,27684,race-ethnicity,No Majority Race/Ethnicity,51,1
2018,48,29000,all,All,43,1
2018,48,29000,race-ethnicity,Majority Non-White,42,1
2018,48,29000,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,48,29000,race-ethnicity,No Majority Race/Ethnicity,43,1
2018,48,30464,all,All,35,1
2018,48,30464,race-ethnicity,Majority Non-White,37,1
2018,48,30464,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,30464,race-ethnicity,No Majority Race/Ethnicity,15,1
2018,48,35000,all,All,26,1
2018,48,35000,race-ethnicity,Majority Non-White,26,1
2018,48,35000,race-ethnicity,"Majority White, Non-Hispanic",22,1
2018,48,35000,race-ethnicity,No Majority Race/Ethnicity,27,1
2018,48,37000,all,All,36,1
2018,48,37000,race-ethnicity,Majority Non-White,35,1
2018,48,37000,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,48,37000,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,48,39148,all,All,62,1
2018,48,39148,race-ethnicity,Majority Non-White,63,1
2018,48,39148,race-ethnicity,"Majority White, Non-Hispanic",72,1
2018,48,39148,race-ethnicity,No Majority Race/Ethnicity,58,1
2018,48,41464,all,All,46,1
2018,48,41464,race-ethnicity,Majority Non-White,46,1
2018,48,41464,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,41464,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,41980,all,All,15,1
2018,48,41980,race-ethnicity,Majority Non-White,9,1
2018,48,41980,race-ethnicity,"Majority White, Non-Hispanic",14,1
2018,48,41980,race-ethnicity,No Majority Race/Ethnicity,17,1
2018,48,42508,all,All,36,1
2018,48,42508,race-ethnicity,Majority Non-White,34,1
2018,48,42508,race-ethnicity,"Majority White, Non-Hispanic",31,1
2018,48,42508,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,48,43888,all,All,9,1
2018,48,43888,race-ethnicity,Majority Non-White,2,1
2018,48,43888,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,48,43888,race-ethnicity,No Majority Race/Ethnicity,12,1
2018,48,45000,all,All,85,1
2018,48,45000,race-ethnicity,Majority Non-White,88,1
2018,48,45000,race-ethnicity,"Majority White, Non-Hispanic",84,1
2018,48,45000,race-ethnicity,No Majority Race/Ethnicity,83,1
2018,48,45384,all,All,75,1
2018,48,45384,race-ethnicity,Majority Non-White,75,1
2018,48,45384,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,45384,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,45744,all,All,57,1
2018,48,45744,race-ethnicity,Majority Non-White,55,1
2018,48,45744,race-ethnicity,"Majority White, Non-Hispanic",59,1
2018,48,45744,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,48,47892,all,All,45,1
2018,48,47892,race-ethnicity,Majority Non-White,45,1
2018,48,47892,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,48,47892,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,48,48072,all,All,75,1
2018,48,48072,race-ethnicity,Majority Non-White,78,1
2018,48,48072,race-ethnicity,"Majority White, Non-Hispanic",82,1
2018,48,48072,race-ethnicity,No Majority Race/Ethnicity,59,1
2018,48,48768,all,All,83,1
2018,48,48768,race-ethnicity,Majority Non-White,83,1
2018,48,48768,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,48768,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,50820,all,All,77,1
2018,48,50820,race-ethnicity,Majority Non-White,77,1
2018,48,50820,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,48,50820,race-ethnicity,No Majority Race/Ethnicity,77,1
2018,48,53388,all,All,84,1
2018,48,53388,race-ethnicity,Majority Non-White,87,1
2018,48,53388,race-ethnicity,"Majority White, Non-Hispanic",95,1
2018,48,53388,race-ethnicity,No Majority Race/Ethnicity,78,1
2018,48,56000,all,All,3,1
2018,48,56000,race-ethnicity,Majority Non-White,3,1
2018,48,56000,race-ethnicity,"Majority White, Non-Hispanic",1,1
2018,48,56000,race-ethnicity,No Majority Race/Ethnicity,3,1
2018,48,56348,all,All,26,1
2018,48,56348,race-ethnicity,Majority Non-White,32,1
2018,48,56348,race-ethnicity,"Majority White, Non-Hispanic",25,1
2018,48,56348,race-ethnicity,No Majority Race/Ethnicity,23,1
2018,48,57200,all,All,85,1
2018,48,57200,race-ethnicity,Majority Non-White,85,1
2018,48,57200,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,57200,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,58016,all,All,41,1
2018,48,58016,race-ethnicity,Majority Non-White,40,1
2018,48,58016,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,48,58016,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,48,61796,all,All,36,1
2018,48,61796,race-ethnicity,Majority Non-White,33,1
2018,48,61796,race-ethnicity,"Majority White, Non-Hispanic",33,1
2018,48,61796,race-ethnicity,No Majority Race/Ethnicity,39,1
2018,48,63500,all,All,68,1
2018,48,63500,race-ethnicity,Majority Non-White,65,1
2018,48,63500,race-ethnicity,"Majority White, Non-Hispanic",72,1
2018,48,63500,race-ethnicity,No Majority Race/Ethnicity,67,1
2018,48,64472,all,All,76,1
2018,48,64472,race-ethnicity,Majority Non-White,68,1
2018,48,64472,race-ethnicity,"Majority White, Non-Hispanic",89,1
2018,48,64472,race-ethnicity,No Majority Race/Ethnicity,74,1
2018,48,65000,all,All,65,1
2018,48,65000,race-ethnicity,Majority Non-White,65,1
2018,48,65000,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,48,65000,race-ethnicity,No Majority Race/Ethnicity,64,1
2018,48,70808,all,All,51,1
2018,48,70808,race-ethnicity,Majority Non-White,53,1
2018,48,70808,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,48,70808,race-ethnicity,No Majority Race/Ethnicity,51,1
2018,48,72176,all,All,63,1
2018,48,72176,race-ethnicity,Majority Non-White,59,1
2018,48,72176,race-ethnicity,"Majority White, Non-Hispanic",61,1
2018,48,72176,race-ethnicity,No Majority Race/Ethnicity,67,1
2018,48,74144,all,All,41,1
2018,48,74144,race-ethnicity,Majority Non-White,39,1
2018,48,74144,race-ethnicity,"Majority White, Non-Hispanic",43,1
2018,48,74144,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,48,76000,all,All,55,1
2018,48,76000,race-ethnicity,Majority Non-White,55,1
2018,48,76000,race-ethnicity,"Majority White, Non-Hispanic",57,1
2018,48,76000,race-ethnicity,No Majority Race/Ethnicity,53,1
2018,48,79000,all,All,59,1
2018,48,79000,race-ethnicity,Majority Non-White,58,1
2018,48,79000,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,48,79000,race-ethnicity,No Majority Race/Ethnicity,64,1
2018,49,43660,all,All,61,1
2018,49,43660,race-ethnicity,Majority Non-White,NA,NA
2018,49,43660,race-ethnicity,"Majority White, Non-Hispanic",61,1
2018,49,43660,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,49,44320,all,All,47,1
2018,49,44320,race-ethnicity,Majority Non-White,NA,NA
2018,49,44320,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,49,44320,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,49,55980,all,All,71,1
2018,49,55980,race-ethnicity,Majority Non-White,55,1
2018,49,55980,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,49,55980,race-ethnicity,No Majority Race/Ethnicity,67,1
2018,49,57300,all,All,50,1
2018,49,57300,race-ethnicity,Majority Non-White,NA,NA
2018,49,57300,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,49,57300,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,49,62470,all,All,50,1
2018,49,62470,race-ethnicity,Majority Non-White,47,1
2018,49,62470,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,49,62470,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,49,65330,all,All,80,1
2018,49,65330,race-ethnicity,Majority Non-White,NA,NA
2018,49,65330,race-ethnicity,"Majority White, Non-Hispanic",80,1
2018,49,65330,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,49,67000,all,All,36,1
2018,49,67000,race-ethnicity,Majority Non-White,14,1
2018,49,67000,race-ethnicity,"Majority White, Non-Hispanic",46,1
2018,49,67000,race-ethnicity,No Majority Race/Ethnicity,25,1
2018,49,67440,all,All,48,1
2018,49,67440,race-ethnicity,Majority Non-White,NA,NA
2018,49,67440,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,49,67440,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,49,70850,all,All,32,1
2018,49,70850,race-ethnicity,Majority Non-White,NA,NA
2018,49,70850,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,49,70850,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,49,82950,all,All,14,1
2018,49,82950,race-ethnicity,Majority Non-White,NA,NA
2018,49,82950,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,49,82950,race-ethnicity,No Majority Race/Ethnicity,1,1
2018,49,83470,all,All,11,1
2018,49,83470,race-ethnicity,Majority Non-White,11,1
2018,49,83470,race-ethnicity,"Majority White, Non-Hispanic",14,1
