year,state,place,subgroup_type,subgroup,index_air_hazard,index_air_hazard_quality
2014,48,56348,poverty,Not High-Poverty,20,1
2014,48,57200,all,All,79,1
2014,48,57200,poverty,High-Poverty,78,1
2014,48,57200,poverty,Not High-Poverty,79,1
2014,48,58016,all,All,44,1
2014,48,58016,poverty,High-Poverty,NA,NA
2014,48,58016,poverty,Not High-Poverty,44,1
2014,48,61796,all,All,39,1
2014,48,61796,poverty,High-Poverty,NA,NA
2014,48,61796,poverty,Not High-Poverty,39,1
2014,48,63500,all,All,63,1
2014,48,63500,poverty,High-Poverty,NA,NA
2014,48,63500,poverty,Not High-Poverty,63,1
2014,48,64472,all,All,70,1
2014,48,64472,poverty,High-Poverty,55,1
2014,48,64472,poverty,Not High-Poverty,70,1
2014,48,65000,all,All,60,1
2014,48,65000,poverty,High-Poverty,60,1
2014,48,65000,poverty,Not High-Poverty,60,1
2014,48,70808,all,All,42,1
2014,48,70808,poverty,High-Poverty,NA,NA
2014,48,70808,poverty,Not High-Poverty,42,1
2014,48,72176,all,All,63,1
2014,48,72176,poverty,High-Poverty,55,1
2014,48,72176,poverty,Not High-Poverty,63,1
2014,48,74144,all,All,38,1
2014,48,74144,poverty,High-Poverty,37,1
2014,48,74144,poverty,Not High-Poverty,38,1
2014,48,76000,all,All,51,1
2014,48,76000,poverty,High-Poverty,51,1
2014,48,76000,poverty,Not High-Poverty,51,1
2014,48,79000,all,All,69,1
2014,48,79000,poverty,High-Poverty,64,1
2014,48,79000,poverty,Not High-Poverty,69,1
2014,49,43660,all,All,67,1
2014,49,43660,poverty,High-Poverty,NA,NA
2014,49,43660,poverty,Not High-Poverty,67,1
2014,49,44320,all,All,69,1
2014,49,44320,poverty,High-Poverty,NA,NA
2014,49,44320,poverty,Not High-Poverty,69,1
2014,49,55980,all,All,73,1
2014,49,55980,poverty,High-Poverty,54,1
2014,49,55980,poverty,Not High-Poverty,75,1
2014,49,57300,all,All,80,1
2014,49,57300,poverty,High-Poverty,NA,NA
2014,49,57300,poverty,Not High-Poverty,80,1
2014,49,62470,all,All,76,1
2014,49,62470,poverty,High-Poverty,79,1
2014,49,62470,poverty,Not High-Poverty,75,1
2014,49,65330,all,All,58,1
2014,49,65330,poverty,High-Poverty,NA,NA
2014,49,65330,poverty,Not High-Poverty,58,1
2014,49,67000,all,All,28,1
2014,49,67000,poverty,High-Poverty,51,1
2014,49,67000,poverty,Not High-Poverty,28,1
2014,49,67440,all,All,64,1
2014,49,67440,poverty,High-Poverty,NA,NA
2014,49,67440,poverty,Not High-Poverty,64,1
2014,49,70850,all,All,39,1
2014,49,70850,poverty,High-Poverty,NA,NA
2014,49,70850,poverty,Not High-Poverty,39,1
2014,49,82950,all,All,20,1
2014,49,82950,poverty,High-Poverty,NA,NA
2014,49,82950,poverty,Not High-Poverty,20,1
2014,49,83470,all,All,11,1
2014,49,83470,poverty,High-Poverty,NA,NA
2014,49,83470,poverty,Not High-Poverty,11,1
2014,51,01000,all,All,27,1
2014,51,01000,poverty,High-Poverty,NA,NA
2014,51,01000,poverty,Not High-Poverty,27,1
2014,51,16000,all,All,67,1
2014,51,16000,poverty,High-Poverty,NA,NA
2014,51,16000,poverty,Not High-Poverty,67,1
2014,51,35000,all,All,72,1
2014,51,35000,poverty,High-Poverty,67,1
2014,51,35000,poverty,Not High-Poverty,72,1
2014,51,47672,all,All,42,1
2014,51,47672,poverty,High-Poverty,36,1
2014,51,47672,poverty,Not High-Poverty,45,1
2014,51,56000,all,All,61,1
2014,51,56000,poverty,High-Poverty,67,1
2014,51,56000,poverty,Not High-Poverty,61,1
2014,51,57000,all,All,53,1
2014,51,57000,poverty,High-Poverty,51,1
2014,51,57000,poverty,Not High-Poverty,53,1
2014,51,64000,all,All,63,1
2014,51,64000,poverty,High-Poverty,53,1
2014,51,64000,poverty,Not High-Poverty,64,1
2014,51,67000,all,All,35,1
2014,51,67000,poverty,High-Poverty,33,1
2014,51,67000,poverty,Not High-Poverty,35,1
2014,51,68000,all,All,61,1
2014,51,68000,poverty,High-Poverty,57,1
2014,51,68000,poverty,Not High-Poverty,62,1
2014,51,76432,all,All,72,1
2014,51,76432,poverty,High-Poverty,NA,NA
2014,51,76432,poverty,Not High-Poverty,72,1
2014,51,82000,all,All,67,1
2014,51,82000,poverty,High-Poverty,NA,NA
2014,51,82000,poverty,Not High-Poverty,67,1
2014,53,03180,all,All,3,1
2014,53,03180,poverty,High-Poverty,NA,NA
2014,53,03180,poverty,Not High-Poverty,3,1
2014,53,05210,all,All,9,1
2014,53,05210,poverty,High-Poverty,NA,NA
2014,53,05210,poverty,Not High-Poverty,9,1
2014,53,05280,all,All,34,1
2014,53,05280,poverty,High-Poverty,15,1
2014,53,05280,poverty,Not High-Poverty,38,1
2014,53,22640,all,All,9,1
2014,53,22640,poverty,High-Poverty,NA,NA
2014,53,22640,poverty,Not High-Poverty,9,1
2014,53,23515,all,All,3,1
2014,53,23515,poverty,High-Poverty,NA,NA
2014,53,23515,poverty,Not High-Poverty,3,1
2014,53,35275,all,All,49,1
2014,53,35275,poverty,High-Poverty,41,1
2014,53,35275,poverty,Not High-Poverty,50,1
2014,53,35415,all,All,6,1
2014,53,35415,poverty,High-Poverty,7,1
2014,53,35415,poverty,Not High-Poverty,6,1
2014,53,35940,all,All,8,1
2014,53,35940,poverty,High-Poverty,NA,NA
2014,53,35940,poverty,Not High-Poverty,8,1
2014,53,53545,all,All,36,1
2014,53,53545,poverty,High-Poverty,33,1
2014,53,53545,poverty,Not High-Poverty,37,1
2014,53,57745,all,All,8,1
2014,53,57745,poverty,High-Poverty,NA,NA
2014,53,57745,poverty,Not High-Poverty,8,1
2014,53,63000,all,All,6,1
2014,53,63000,poverty,High-Poverty,5,1
2014,53,63000,poverty,Not High-Poverty,6,1
2014,53,67000,all,All,8,1
2014,53,67000,poverty,High-Poverty,4,1
2014,53,67000,poverty,Not High-Poverty,8,1
2014,53,67167,all,All,19,1
2014,53,67167,poverty,High-Poverty,NA,NA
2014,53,67167,poverty,Not High-Poverty,19,1
2014,53,70000,all,All,11,1
2014,53,70000,poverty,High-Poverty,6,1
2014,53,70000,poverty,Not High-Poverty,11,1
2014,53,74060,all,All,22,1
2014,53,74060,poverty,High-Poverty,22,1
2014,53,74060,poverty,Not High-Poverty,22,1
2014,53,80010,all,All,39,1
2014,53,80010,poverty,High-Poverty,33,1
2014,53,80010,poverty,Not High-Poverty,41,1
2014,55,02375,all,All,88,1
2014,55,02375,poverty,High-Poverty,NA,NA
2014,55,02375,poverty,Not High-Poverty,88,1
2014,55,31000,all,All,84,1
2014,55,31000,poverty,High-Poverty,NA,NA
2014,55,31000,poverty,Not High-Poverty,84,1
2014,55,39225,all,All,78,1
2014,55,39225,poverty,High-Poverty,79,1
2014,55,39225,poverty,Not High-Poverty,77,1
2014,55,48000,all,All,82,1
2014,55,48000,poverty,High-Poverty,81,1
2014,55,48000,poverty,Not High-Poverty,82,1
2014,55,53000,all,All,68,1
2014,55,53000,poverty,High-Poverty,64,1
2014,55,53000,poverty,Not High-Poverty,70,1
2014,55,66000,all,All,81,1
2014,55,66000,poverty,High-Poverty,84,1
2014,55,66000,poverty,Not High-Poverty,81,1
2018,01,03076,all,All,15,1
2018,01,03076,poverty,High-Poverty,15,1
2018,01,03076,poverty,Not High-Poverty,15,1
2018,01,07000,all,All,7,1
2018,01,07000,poverty,High-Poverty,7,1
2018,01,07000,poverty,Not High-Poverty,8,1
2018,01,35896,all,All,9,1
2018,01,35896,poverty,High-Poverty,NA,NA
2018,01,35896,poverty,Not High-Poverty,9,1
2018,01,37000,all,All,18,1
2018,01,37000,poverty,High-Poverty,20,1
2018,01,37000,poverty,Not High-Poverty,18,1
2018,01,50000,all,All,17,1
2018,01,50000,poverty,High-Poverty,14,1
2018,01,50000,poverty,Not High-Poverty,17,1
2018,01,51000,all,All,15,1
2018,01,51000,poverty,High-Poverty,15,1
2018,01,51000,poverty,Not High-Poverty,15,1
2018,01,77256,all,All,7,1
2018,01,77256,poverty,High-Poverty,4,1
2018,01,77256,poverty,Not High-Poverty,7,1
2018,02,03000,all,All,46,1
2018,02,03000,poverty,High-Poverty,NA,NA
2018,02,03000,poverty,Not High-Poverty,46,1
2018,04,04720,all,All,20,1
2018,04,04720,poverty,High-Poverty,26,1
2018,04,04720,poverty,Not High-Poverty,20,1
2018,04,07940,all,All,68,1
2018,04,07940,poverty,High-Poverty,NA,NA
2018,04,07940,poverty,Not High-Poverty,68,1
2018,04,12000,all,All,19,1
2018,04,12000,poverty,High-Poverty,0,1
2018,04,12000,poverty,Not High-Poverty,19,1
2018,04,23620,all,All,92,1
2018,04,23620,poverty,High-Poverty,82,1
2018,04,23620,poverty,Not High-Poverty,95,1
2018,04,27400,all,All,26,1
2018,04,27400,poverty,High-Poverty,NA,NA
2018,04,27400,poverty,Not High-Poverty,26,1
2018,04,27820,all,All,26,1
2018,04,27820,poverty,High-Poverty,26,1
2018,04,27820,poverty,Not High-Poverty,26,1
2018,04,28380,all,All,34,1
2018,04,28380,poverty,High-Poverty,NA,NA
2018,04,28380,poverty,Not High-Poverty,34,1
2018,04,46000,all,All,27,1
2018,04,46000,poverty,High-Poverty,26,1
2018,04,46000,poverty,Not High-Poverty,27,1
2018,04,54050,all,All,34,1
2018,04,54050,poverty,High-Poverty,NA,NA
2018,04,54050,poverty,Not High-Poverty,34,1
2018,04,55000,all,All,26,1
2018,04,55000,poverty,High-Poverty,22,1
2018,04,55000,poverty,Not High-Poverty,26,1
2018,04,65000,all,All,37,1
2018,04,65000,poverty,High-Poverty,NA,NA
2018,04,65000,poverty,Not High-Poverty,37,1
2018,04,71510,all,All,53,1
2018,04,71510,poverty,High-Poverty,NA,NA
2018,04,71510,poverty,Not High-Poverty,53,1
2018,04,73000,all,All,16,1
2018,04,73000,poverty,High-Poverty,24,1
2018,04,73000,poverty,Not High-Poverty,15,1
2018,04,77000,all,All,58,1
2018,04,77000,poverty,High-Poverty,55,1
2018,04,77000,poverty,Not High-Poverty,58,1
2018,04,85540,all,All,34,1
2018,04,85540,poverty,High-Poverty,41,1
2018,04,85540,poverty,Not High-Poverty,33,1
2018,05,23290,all,All,28,1
2018,05,23290,poverty,High-Poverty,26,1
2018,05,23290,poverty,Not High-Poverty,29,1
2018,05,24550,all,All,13,1
2018,05,24550,poverty,High-Poverty,13,1
2018,05,24550,poverty,Not High-Poverty,14,1
2018,05,35710,all,All,47,1
2018,05,35710,poverty,High-Poverty,40,1
2018,05,35710,poverty,Not High-Poverty,48,1
2018,05,41000,all,All,20,1
2018,05,41000,poverty,High-Poverty,21,1
2018,05,41000,poverty,Not High-Poverty,20,1
2018,05,66080,all,All,23,1
2018,05,66080,poverty,High-Poverty,NA,NA
2018,05,66080,poverty,Not High-Poverty,23,1
2018,06,00562,all,All,48,1
2018,06,00562,poverty,High-Poverty,NA,NA
2018,06,00562,poverty,Not High-Poverty,48,1
2018,06,00884,all,All,4,1
2018,06,00884,poverty,High-Poverty,NA,NA
2018,06,00884,poverty,Not High-Poverty,4,1
2018,06,02000,all,All,6,1
2018,06,02000,poverty,High-Poverty,NA,NA
2018,06,02000,poverty,Not High-Poverty,6,1
2018,06,02252,all,All,32,1
2018,06,02252,poverty,High-Poverty,NA,NA
2018,06,02252,poverty,Not High-Poverty,32,1
2018,06,02364,all,All,54,1
2018,06,02364,poverty,High-Poverty,NA,NA
2018,06,02364,poverty,Not High-Poverty,54,1
2018,06,03526,all,All,24,1
2018,06,03526,poverty,High-Poverty,21,1
2018,06,03526,poverty,Not High-Poverty,24,1
2018,06,04982,all,All,4,1
2018,06,04982,poverty,High-Poverty,NA,NA
2018,06,04982,poverty,Not High-Poverty,4,1
2018,06,06000,all,All,40,1
2018,06,06000,poverty,High-Poverty,40,1
2018,06,06000,poverty,Not High-Poverty,40,1
2018,06,08786,all,All,5,1
2018,06,08786,poverty,High-Poverty,NA,NA
2018,06,08786,poverty,Not High-Poverty,5,1
2018,06,08954,all,All,12,1
2018,06,08954,poverty,High-Poverty,NA,NA
2018,06,08954,poverty,Not High-Poverty,12,1
2018,06,11194,all,All,51,1
2018,06,11194,poverty,High-Poverty,NA,NA
2018,06,11194,poverty,Not High-Poverty,51,1
2018,06,11530,all,All,0,1
2018,06,11530,poverty,High-Poverty,NA,NA
2018,06,11530,poverty,Not High-Poverty,0,1
2018,06,13014,all,All,1,1
2018,06,13014,poverty,High-Poverty,1,1
2018,06,13014,poverty,Not High-Poverty,1,1
2018,06,13210,all,All,9,1
2018,06,13210,poverty,High-Poverty,NA,NA
2018,06,13210,poverty,Not High-Poverty,9,1
2018,06,13214,all,All,16,1
2018,06,13214,poverty,High-Poverty,NA,NA
2018,06,13214,poverty,Not High-Poverty,16,1
2018,06,13392,all,All,31,1
2018,06,13392,poverty,High-Poverty,NA,NA
2018,06,13392,poverty,Not High-Poverty,31,1
2018,06,13588,all,All,1,1
2018,06,13588,poverty,High-Poverty,NA,NA
2018,06,13588,poverty,Not High-Poverty,1,1
2018,06,14218,all,All,11,1
2018,06,14218,poverty,High-Poverty,NA,NA
2018,06,14218,poverty,Not High-Poverty,11,1
2018,06,15044,all,All,1,1
2018,06,15044,poverty,High-Poverty,NA,NA
2018,06,15044,poverty,Not High-Poverty,1,1
2018,06,16000,all,All,41,1
2018,06,16000,poverty,High-Poverty,NA,NA
2018,06,16000,poverty,Not High-Poverty,41,1
2018,06,16350,all,All,15,1
2018,06,16350,poverty,High-Poverty,NA,NA
2018,06,16350,poverty,Not High-Poverty,15,1
2018,06,16532,all,All,32,1
2018,06,16532,poverty,High-Poverty,NA,NA
2018,06,16532,poverty,Not High-Poverty,32,1
2018,06,17918,all,All,69,1
2018,06,17918,poverty,High-Poverty,NA,NA
2018,06,17918,poverty,Not High-Poverty,69,1
2018,06,19766,all,All,4,1
2018,06,19766,poverty,High-Poverty,NA,NA
2018,06,19766,poverty,Not High-Poverty,4,1
2018,06,21712,all,All,20,1
2018,06,21712,poverty,High-Poverty,20,1
2018,06,21712,poverty,Not High-Poverty,20,1
2018,06,22020,all,All,6,1
2018,06,22020,poverty,High-Poverty,NA,NA
2018,06,22020,poverty,Not High-Poverty,6,1
2018,06,22230,all,All,4,1
2018,06,22230,poverty,High-Poverty,NA,NA
2018,06,22230,poverty,Not High-Poverty,4,1
2018,06,22804,all,All,38,1
2018,06,22804,poverty,High-Poverty,NA,NA
2018,06,22804,poverty,Not High-Poverty,38,1
2018,06,23182,all,All,34,1
2018,06,23182,poverty,High-Poverty,NA,NA
2018,06,23182,poverty,Not High-Poverty,34,1
2018,06,24638,all,All,4,1
2018,06,24638,poverty,High-Poverty,NA,NA
2018,06,24638,poverty,Not High-Poverty,4,1
2018,06,24680,all,All,12,1
2018,06,24680,poverty,High-Poverty,NA,NA
2018,06,24680,poverty,Not High-Poverty,12,1
2018,06,26000,all,All,55,1
2018,06,26000,poverty,High-Poverty,NA,NA
2018,06,26000,poverty,Not High-Poverty,55,1
2018,06,27000,all,All,10,1
2018,06,27000,poverty,High-Poverty,8,1
2018,06,27000,poverty,Not High-Poverty,11,1
2018,06,28000,all,All,6,1
2018,06,28000,poverty,High-Poverty,NA,NA
2018,06,28000,poverty,Not High-Poverty,6,1
2018,06,29000,all,All,6,1
2018,06,29000,poverty,High-Poverty,NA,NA
2018,06,29000,poverty,Not High-Poverty,6,1
2018,06,30000,all,All,10,1
2018,06,30000,poverty,High-Poverty,NA,NA
2018,06,30000,poverty,Not High-Poverty,10,1
2018,06,32548,all,All,4,1
2018,06,32548,poverty,High-Poverty,NA,NA
2018,06,32548,poverty,Not High-Poverty,4,1
2018,06,33000,all,All,46,1
2018,06,33000,poverty,High-Poverty,NA,NA
2018,06,33000,poverty,Not High-Poverty,46,1
2018,06,33182,all,All,48,1
2018,06,33182,poverty,High-Poverty,55,1
2018,06,33182,poverty,Not High-Poverty,47,1
2018,06,33434,all,All,42,1
2018,06,33434,poverty,High-Poverty,NA,NA
2018,06,33434,poverty,Not High-Poverty,42,1
2018,06,36000,all,All,32,1
2018,06,36000,poverty,High-Poverty,NA,NA
2018,06,36000,poverty,Not High-Poverty,32,1
2018,06,36448,all,All,49,1
2018,06,36448,poverty,High-Poverty,NA,NA
2018,06,36448,poverty,Not High-Poverty,49,1
2018,06,36546,all,All,2,1
2018,06,36546,poverty,High-Poverty,NA,NA
2018,06,36546,poverty,Not High-Poverty,2,1
2018,06,36770,all,All,18,1
2018,06,36770,poverty,High-Poverty,46,1
2018,06,36770,poverty,Not High-Poverty,15,1
2018,06,37692,poverty,High-Poverty,NA,NA
2018,06,37692,poverty,Not High-Poverty,NA,NA
2018,06,39496,all,All,20,1
2018,06,39496,poverty,High-Poverty,NA,NA
2018,06,39496,poverty,Not High-Poverty,20,1
2018,06,39892,all,All,1,1
2018,06,39892,poverty,High-Poverty,NA,NA
2018,06,39892,poverty,Not High-Poverty,1,1
2018,06,40130,all,All,63,1
2018,06,40130,poverty,High-Poverty,55,1
2018,06,40130,poverty,Not High-Poverty,63,1
2018,06,41992,all,All,55,1
2018,06,41992,poverty,High-Poverty,NA,NA
2018,06,41992,poverty,Not High-Poverty,55,1
2018,06,43000,all,All,0,1
2018,06,43000,poverty,High-Poverty,0,1
2018,06,43000,poverty,Not High-Poverty,0,1
2018,06,44000,all,All,10,1
2018,06,44000,poverty,High-Poverty,5,1
2018,06,44000,poverty,Not High-Poverty,11,1
2018,06,45484,all,All,26,1
2018,06,45484,poverty,High-Poverty,NA,NA
2018,06,45484,poverty,Not High-Poverty,26,1
2018,06,46842,all,All,33,1
2018,06,46842,poverty,High-Poverty,NA,NA
2018,06,46842,poverty,Not High-Poverty,33,1
2018,06,46898,all,All,17,1
2018,06,46898,poverty,High-Poverty,14,1
2018,06,46898,poverty,Not High-Poverty,17,1
2018,06,47766,all,All,58,1
2018,06,47766,poverty,High-Poverty,NA,NA
2018,06,47766,poverty,Not High-Poverty,58,1
2018,06,48256,all,All,21,1
2018,06,48256,poverty,High-Poverty,NA,NA
2018,06,48256,poverty,Not High-Poverty,21,1
2018,06,48354,all,All,26,1
2018,06,48354,poverty,High-Poverty,26,1
2018,06,48354,poverty,Not High-Poverty,25,1
2018,06,49270,all,All,23,1
2018,06,49270,poverty,High-Poverty,NA,NA
2018,06,49270,poverty,Not High-Poverty,23,1
2018,06,49670,all,All,55,1
2018,06,49670,poverty,High-Poverty,NA,NA
2018,06,49670,poverty,Not High-Poverty,55,1
2018,06,50076,all,All,39,1
2018,06,50076,poverty,High-Poverty,NA,NA
2018,06,50076,poverty,Not High-Poverty,39,1
2018,06,50258,all,All,54,1
2018,06,50258,poverty,High-Poverty,55,1
2018,06,50258,poverty,Not High-Poverty,54,1
2018,06,51182,all,All,44,1
2018,06,51182,poverty,High-Poverty,NA,NA
2018,06,51182,poverty,Not High-Poverty,44,1
2018,06,52526,all,All,5,1
2018,06,52526,poverty,High-Poverty,5,1
2018,06,52526,poverty,Not High-Poverty,5,1
2018,06,53000,all,All,47,1
2018,06,53000,poverty,High-Poverty,48,1
2018,06,53000,poverty,Not High-Poverty,47,1
2018,06,53322,all,All,45,1
2018,06,53322,poverty,High-Poverty,NA,NA
2018,06,53322,poverty,Not High-Poverty,45,1
2018,06,53896,all,All,6,1
2018,06,53896,poverty,High-Poverty,NA,NA
2018,06,53896,poverty,Not High-Poverty,6,1
2018,06,53980,all,All,7,1
2018,06,53980,poverty,High-Poverty,NA,NA
2018,06,53980,poverty,Not High-Poverty,7,1
2018,06,54652,all,All,51,1
2018,06,54652,poverty,High-Poverty,55,1
2018,06,54652,poverty,Not High-Poverty,51,1
2018,06,55156,all,All,67,1
2018,06,55156,poverty,High-Poverty,51,1
2018,06,55156,poverty,Not High-Poverty,68,1
2018,06,56000,all,All,6,1
2018,06,56000,poverty,High-Poverty,NA,NA
2018,06,56000,poverty,Not High-Poverty,6,1
2018,06,56700,all,All,28,1
2018,06,56700,poverty,High-Poverty,NA,NA
2018,06,56700,poverty,Not High-Poverty,28,1
2018,06,57456,all,All,19,1
2018,06,57456,poverty,High-Poverty,NA,NA
2018,06,57456,poverty,Not High-Poverty,19,1
2018,06,57792,all,All,54,1
2018,06,57792,poverty,High-Poverty,NA,NA
2018,06,57792,poverty,Not High-Poverty,54,1
2018,06,58072,all,All,5,1
2018,06,58072,poverty,High-Poverty,5,1
2018,06,58072,poverty,Not High-Poverty,5,1
2018,06,59444,all,All,3,1
2018,06,59444,poverty,High-Poverty,NA,NA
2018,06,59444,poverty,Not High-Poverty,3,1
2018,06,59451,all,All,17,1
2018,06,59451,poverty,High-Poverty,NA,NA
2018,06,59451,poverty,Not High-Poverty,17,1
2018,06,59920,all,All,0,1
2018,06,59920,poverty,High-Poverty,NA,NA
2018,06,59920,poverty,Not High-Poverty,0,1
2018,06,60102,all,All,58,1
2018,06,60102,poverty,High-Poverty,NA,NA
2018,06,60102,poverty,Not High-Poverty,58,1
2018,06,60466,all,All,12,1
2018,06,60466,poverty,High-Poverty,NA,NA
2018,06,60466,poverty,Not High-Poverty,12,1
2018,06,60620,all,All,14,1
2018,06,60620,poverty,High-Poverty,NA,NA
2018,06,60620,poverty,Not High-Poverty,14,1
2018,06,62000,all,All,9,1
2018,06,62000,poverty,High-Poverty,7,1
2018,06,62000,poverty,Not High-Poverty,9,1
2018,06,62938,all,All,2,1
2018,06,62938,poverty,High-Poverty,NA,NA
2018,06,62938,poverty,Not High-Poverty,2,1
2018,06,64000,all,All,2,1
2018,06,64000,poverty,High-Poverty,1,1
2018,06,64000,poverty,Not High-Poverty,2,1
2018,06,64224,all,All,73,1
2018,06,64224,poverty,High-Poverty,NA,NA
2018,06,64224,poverty,Not High-Poverty,73,1
2018,06,65000,all,All,14,1
2018,06,65000,poverty,High-Poverty,12,1
2018,06,65000,poverty,Not High-Poverty,14,1
2018,06,65042,all,All,65,1
2018,06,65042,poverty,High-Poverty,NA,NA
2018,06,65042,poverty,Not High-Poverty,65,1
2018,06,66000,all,All,34,1
2018,06,66000,poverty,High-Poverty,26,1
2018,06,66000,poverty,Not High-Poverty,35,1
2018,06,67000,all,All,46,1
2018,06,67000,poverty,High-Poverty,45,1
2018,06,67000,poverty,Not High-Poverty,46,1
2018,06,68000,all,All,35,1
2018,06,68000,poverty,High-Poverty,13,1
2018,06,68000,poverty,Not High-Poverty,35,1
2018,06,68084,all,All,47,1
2018,06,68084,poverty,High-Poverty,NA,NA
2018,06,68084,poverty,Not High-Poverty,47,1
2018,06,68196,all,All,44,1
2018,06,68196,poverty,High-Poverty,NA,NA
2018,06,68196,poverty,Not High-Poverty,44,1
2018,06,68252,all,All,54,1
2018,06,68252,poverty,High-Poverty,NA,NA
2018,06,68252,poverty,Not High-Poverty,54,1
2018,06,68378,all,All,51,1
2018,06,68378,poverty,High-Poverty,NA,NA
2018,06,68378,poverty,Not High-Poverty,51,1
2018,06,69000,all,All,9,1
2018,06,69000,poverty,High-Poverty,NA,NA
2018,06,69000,poverty,Not High-Poverty,9,1
2018,06,69070,all,All,58,1
2018,06,69070,poverty,High-Poverty,NA,NA
2018,06,69070,poverty,Not High-Poverty,58,1
2018,06,69084,all,All,20,1
2018,06,69084,poverty,High-Poverty,NA,NA
2018,06,69084,poverty,Not High-Poverty,20,1
2018,06,69088,all,All,42,1
2018,06,69088,poverty,High-Poverty,NA,NA
2018,06,69088,poverty,Not High-Poverty,42,1
2018,06,69196,all,All,76,1
2018,06,69196,poverty,High-Poverty,NA,NA
2018,06,69196,poverty,Not High-Poverty,76,1
2018,06,70000,all,All,16,1
2018,06,70000,poverty,High-Poverty,NA,NA
2018,06,70000,poverty,Not High-Poverty,16,1
2018,06,70098,all,All,38,1
2018,06,70098,poverty,High-Poverty,NA,NA
2018,06,70098,poverty,Not High-Poverty,38,1
2018,06,72016,all,All,54,1
2018,06,72016,poverty,High-Poverty,NA,NA
2018,06,72016,poverty,Not High-Poverty,54,1
2018,06,73080,all,All,4,1
2018,06,73080,poverty,High-Poverty,NA,NA
2018,06,73080,poverty,Not High-Poverty,4,1
2018,06,75000,all,All,18,1
2018,06,75000,poverty,High-Poverty,14,1
2018,06,75000,poverty,Not High-Poverty,18,1
2018,06,77000,all,All,48,1
2018,06,77000,poverty,High-Poverty,NA,NA
2018,06,77000,poverty,Not High-Poverty,48,1
2018,06,78120,all,All,49,1
2018,06,78120,poverty,High-Poverty,NA,NA
2018,06,78120,poverty,Not High-Poverty,49,1
2018,06,78582,all,All,44,1
2018,06,78582,poverty,High-Poverty,NA,NA
2018,06,78582,poverty,Not High-Poverty,44,1
2018,06,80000,all,All,3,1
2018,06,80000,poverty,High-Poverty,NA,NA
2018,06,80000,poverty,Not High-Poverty,3,1
2018,06,80238,all,All,45,1
2018,06,80238,poverty,High-Poverty,NA,NA
2018,06,80238,poverty,Not High-Poverty,45,1
2018,06,80854,all,All,10,1
2018,06,80854,poverty,High-Poverty,NA,NA
2018,06,80854,poverty,Not High-Poverty,10,1
2018,06,81344,all,All,14,1
2018,06,81344,poverty,High-Poverty,NA,NA
2018,06,81344,poverty,Not High-Poverty,14,1
2018,06,81554,all,All,26,1
2018,06,81554,poverty,High-Poverty,NA,NA
2018,06,81554,poverty,Not High-Poverty,26,1
2018,06,81666,all,All,45,1
2018,06,81666,poverty,High-Poverty,35,1
2018,06,81666,poverty,Not High-Poverty,45,1
2018,06,82590,all,All,48,1
2018,06,82590,poverty,High-Poverty,39,1
2018,06,82590,poverty,Not High-Poverty,49,1
2018,06,82954,all,All,9,1
2018,06,82954,poverty,High-Poverty,8,1
2018,06,82954,poverty,Not High-Poverty,9,1
2018,06,82996,all,All,41,1
2018,06,82996,poverty,High-Poverty,NA,NA
2018,06,82996,poverty,Not High-Poverty,41,1
2018,06,84200,all,All,4,1
2018,06,84200,poverty,High-Poverty,NA,NA
2018,06,84200,poverty,Not High-Poverty,4,1
2018,06,84550,all,All,10,1
2018,06,84550,poverty,High-Poverty,NA,NA
2018,06,84550,poverty,Not High-Poverty,10,1
2018,06,85292,all,All,3,1
2018,06,85292,poverty,High-Poverty,NA,NA
2018,06,85292,poverty,Not High-Poverty,3,1
2018,08,03455,all,All,38,1
2018,08,03455,poverty,High-Poverty,NA,NA
2018,08,03455,poverty,Not High-Poverty,38,1
2018,08,04000,all,All,49,1
2018,08,04000,poverty,High-Poverty,NA,NA
2018,08,04000,poverty,Not High-Poverty,49,1
2018,08,07850,all,All,74,1
2018,08,07850,poverty,High-Poverty,77,1
2018,08,07850,poverty,Not High-Poverty,73,1
2018,08,12815,all,All,53,1
2018,08,12815,poverty,High-Poverty,NA,NA
2018,08,12815,poverty,Not High-Poverty,53,1
2018,08,16000,all,All,78,1
2018,08,16000,poverty,High-Poverty,NA,NA
2018,08,16000,poverty,Not High-Poverty,78,1
2018,08,20000,all,All,24,1
2018,08,20000,poverty,High-Poverty,17,1
2018,08,20000,poverty,Not High-Poverty,24,1
2018,08,27425,all,All,41,1
2018,08,27425,poverty,High-Poverty,55,1
2018,08,27425,poverty,Not High-Poverty,39,1
2018,08,32155,all,All,1,1
2018,08,32155,poverty,High-Poverty,1,1
2018,08,32155,poverty,Not High-Poverty,1,1
2018,08,43000,all,All,38,1
2018,08,43000,poverty,High-Poverty,NA,NA
2018,08,43000,poverty,Not High-Poverty,38,1
2018,08,45970,all,All,7,1
2018,08,45970,poverty,High-Poverty,NA,NA
2018,08,45970,poverty,Not High-Poverty,7,1
2018,08,46465,all,All,20,1
2018,08,46465,poverty,High-Poverty,NA,NA
2018,08,46465,poverty,Not High-Poverty,20,1
2018,08,62000,all,All,72,1
2018,08,62000,poverty,High-Poverty,65,1
2018,08,62000,poverty,Not High-Poverty,72,1
2018,08,77290,all,All,16,1
2018,08,77290,poverty,High-Poverty,NA,NA
