zip,county,num_below_p50,pop2018,ec_zip,ec_se_zip,nbhd_ec_zip,ec_grp_mem_zip,ec_high_zip,ec_high_se_zip,nbhd_ec_high_zip,ec_grp_mem_high_zip,exposure_grp_mem_zip,exposure_grp_mem_high_zip,nbhd_exposure_zip,bias_grp_mem_zip,bias_grp_mem_high_zip,nbhd_bias_zip,nbhd_bias_high_zip,clustering_zip,support_ratio_zip,volunteering_rate_zip,civic_organizations_zip
45628,39141,582.884105682373,5082,.79816997,.0206,.90790999,.90086001,1.18915,.019920001,1.19102,1.26612,.89050001,1.00591,.83924001,-.01163,-.25867999,-.081830002,-.41916999,.10943,.96781999,.11265,.0076000001
45629,39145,517.1368980407715,2855,.72776002,.02218,.65322,.81511003,1.16187,.022849999,.96867001,1.1756001,.81413001,.94173998,.59697002,-.00121,-.24833,-.094219998,-.62265003,.11072,.963,.06323,.01179
45631,39053,1767.260971069336,14630,.70791,.01416,.60865998,.70038998,1.17565,.01637,1.06671,1.19302,.75664997,.87650001,.63717002,.074359998,-.36111999,.044750001,-.67413002,.1197,.99529999,.11736,.01462
45634,39163,371.4874663352966,1926,,,,,,,,,,,,,,,,.13068649,.95721012,.087320916,.0048335302
45638,39087,3185.571356773376,21715,.67865998,.01231,.50343001,.62432998,1.10034,.01434,.88488001,1.03741,.67334002,.77502,.53092003,.072779998,-.33855999,.05178,-.66667998,.11153,.99563998,.062419999,.01467
45640,39079,2387.451183319092,16079,.67773002,.0139,.6092,.68387997,1.10376,.016419999,.98211002,1.09955,.74270999,.85478002,.64103001,.079209998,-.28636,.049649999,-.53206998,.11942,.99400002,.08089,.01636
45644,39141,420.7060127258301,4679,.87694001,.023499999,.99305999,.97478002,1.21567,.02101,1.1686701,1.2698801,.95520002,1.0257601,.89414001,-.02049,-.23797999,-.11064,-.30702999,.10893,.94637001,.12148,.0064400001
45645,39087,537.1614872217178,2357,.76928002,.023460001,.84469002,.81054002,1.09797,.027559999,.98875999,1.08066,.78776002,.8642,.72428,-.02892,-.25047001,-.16622999,-.36515,.11617,.96091998,.076629996,.00403
45647,39141,355.8125991821289,2579,.67532003,.027319999,,.74665999,1.0376199,.032600001,,1.09858,.79496998,.91044003,,.060770001,-.20664001,,,.10824,.94046003,.11104,
45648,39145,1875.043762207031,12886,.74773997,.01523,.67088997,.79988998,1.15014,.01699,1.00639,1.16583,.78002,.90469003,.61881,-.02547,-.28865001,-.08416,-.62633997,.11966,.98249,.075939998,.0080399998
45651,39163,1045.185203552246,6019,.66624999,.018920001,.55271,.63340998,1.07406,.024660001,.89678001,1.0620199,.66593999,.80532998,.56063002,.04885,-.31873,.01414,-.59960002,.1301,.99476999,.094530001,.027829999
45652,39145,545.4294204711914,4120,.72194999,.02352,.68071997,.75461,1.06381,.02813,.98391002,1.10111,.76709998,.89425999,.66487002,.016279999,-.2313,-.02385,-.47986001,.12319,.97000998,.071900003,.00342
45653,39145,539.2477264404297,3782,.79869002,.02141,.86636001,.91706002,1.19007,.02186,1.17109,1.24174,.89286,.98922998,.79632002,-.027109999,-.25525999,-.087959997,-.47062999,.1185,.97468001,.090190001,.01402
45656,39079,1005.882658004761,6364,.64700001,.018409999,.57761002,.64833999,1.0478899,.024800001,.90569001,1.04855,.69863999,.80031002,.57066,.071999997,-.31018001,-.01218,-.58710003,.12492,.99564999,.071960002,.0097099999
45657,39145,455.1244587898254,1925,.65726,.02276,,.68910003,1.04705,.02826,,1.06665,.72605997,.82573998,,.05091,-.29175001,,,.1234,.98592001,.080689996,.0088099996
45658,39053,497.8433074951172,2989,,,,,,,,,,,,,,,,.11959003,.88939834,.10531627,.027601566
45659,39087,572.0486145019531,2574,.69722998,.02327,,.68870997,1.07514,.037149999,,1.04432,.71077001,.85694999,,.031029999,-.21864,,,.1211,.99220997,.067039996,.00379
45660,39001,1440.868104219437,7246,.65943003,.01753,.60807002,.70173001,1.09357,.01977,1.0142,1.1308,.75268,.85895997,.63437003,.06769,-.31648001,.041450001,-.59876001,.12154,.98874998,.063199997,.01019
45661,39131,1316.154973506927,6956,.64046001,.01747,.52732003,.68316001,1.0829,.02094,1.0054899,1.11567,.71161997,.84197003,.57024002,.039999999,-.32506999,.075269997,-.76327997,.11213,.98236001,.088169999,.01007
45662,39145,4365.445676803589,30289,.60886002,.01097,.41394001,.55148,1.16415,.01377,.92992997,1.12017,.63418001,.82656997,.48627001,.1304,-.35519001,.14875001,-.91236001,.10947,.99567002,.048360001,.01984
45663,39145,1183.760406494141,6162,.68879998,.017340001,.59650999,.72323,1.0826,.02066,.87551999,1.09504,.74163002,.85788,.56048,.024809999,-.27645001,-.064269997,-.56208003,.11605,.98751998,.06318,.0064699999
45669,39087,1175.073089599609,10040,.84042001,.01554,.74725997,.86028999,1.18859,.017000001,.97715998,1.1706899,.83894002,.95892,.66904002,-.02544,-.22085001,-.11692,-.46055001,.11289,.98294002,.062550001,.0094799995
45672,39079,291.4830017089844,1527,,,,,,,,,,,,,,,,.11739089,.8621819,.095751993,.0099576209
45678,39087,188.6091480255127,1086,,,,,,,,,,,,,,,,.10982306,.87551326,.056784429,
45679,39001,457.9719657897949,2830,.79935002,.02483,.72996998,.86124998,1.1198601,.0255,1.09251,1.16143,.86698002,.95675999,.75487,.00661,-.21392,.032979999,-.44727999,.12293,.96188998,.099869996,.02334
45680,39087,1896.718037128448,12977,.70357001,.01293,.54121,.70368999,1.10174,.016519999,.89876002,1.0729001,.74563998,.85171998,.55239999,.05627,-.25968,.02025,-.62699997,.10299,.97960001,.063560002,.0095699998
45681,39141,218.5180511474609,1670,,,,,,,,,,,,,,,,.11221039,.90487647,.074642666,.0064601325
45682,39145,387.591203212738,2090,.73044997,.027210001,,.78508002,1.14382,.0296,,1.16046,.81342,.90776002,,.034839999,-.27836999,,,.11773,.98140001,.068769999,.0038099999
45684,39145,284.1973419189453,2093,,,,,,,,,,,,,,,,.12618785,.94986856,.084591947,.0066479449
45685,39053,210.3049411773682,1120,,,,,,,,,,,,,,,,.10746348,.83120823,.10427497,.0024404814
45686,39053,535.1105396747589,3699,.67005998,.022190001,,.70646,1.09135,.03057,,1.09416,.77526999,.88704997,,.088760003,-.23348001,,,.12121,.94314998,.088710003,.01253
45690,39131,2114.601034164429,15599,.68094999,.01457,.59758002,.70108998,1.11025,.0175,1.02472,1.13679,.73231,.84525001,.59988999,.042629998,-.34492999,.00385,-.70815998,.1136,.98966998,.076219998,.01502
45692,39079,1558.398542404175,8731,.61247998,.016380001,.51564002,.61337,.99641001,.02138,.83345997,.98326999,.67211998,.75305998,.51779997,.087410003,-.30568999,.0041800002,-.60961002,.12316,.99322999,.071079999,.01353
45693,39001,1361.912397384644,8691,.70747,.017550001,.63784999,.71574998,1.07291,.01946,.95077997,1.07224,.73908001,.81256998,.61988997,.03156,-.31957999,-.028960001,-.53378999,.1311,.99579,.086759999,.01344
45694,39145,1452.060179710388,11618,.83076,.01538,.83438998,.88385999,1.2519701,.01504,1.2247699,1.29064,.88209999,1.0095299,.81909001,-.0020000001,-.27847001,-.018680001,-.49528,.118,.99053001,.06758,.01184
45696,39087,255.4832916259766,1595,,,,,,,,,,,,,,,,.12404175,.9815858,.13243578,.0082713757
45697,39001,739.6761331558228,4759,.81958002,.021129999,.94717997,.93422002,1.16392,.02148,1.13209,1.20485,.88141,.95276999,.78839999,-.059920002,-.26458001,-.2014,-.43594,.1183,.97562999,.076499999,.022260001
45701,39009,1640.506608009338,35704,.93515003,.01417,.69392997,.95524001,1.4288,.01336,1.22666,1.4320199,1.0036,1.20802,.86728001,.048190001,-.18543001,.19988,-.41437,.11219,.97624999,.14714,.0418
45710,39009,723.089973449707,5222,.84737003,.02259,.79684001,.8761,1.28411,.02196,1.1344301,1.30417,.90293998,1.10103,.78860998,.029720001,-.18449999,-.01044,-.43853,.11441,.97069001,.12491,.022469999
45711,39009,170.3997011184692,1232,,,,,,,,,,,,,,,,.10610005,.92058319,.084327944,.014094416
45714,39167,1081.392942905426,9388,.83692998,.01519,.64946997,.85847998,1.1834199,.01873,.88299,1.1932499,.89612001,.99970001,.63279003,.042010002,-.19361,-.02637,-.39539999,.10255,.9483,.06515,.02702
45715,39167,339.6081142425537,2440,.81871998,.02444,.82397002,.87822002,1.23673,.025699999,1.07329,1.23229,.91127998,1,.73205,.036290001,-.23229,-.12556,-.46614,.12919,.98246998,.12278,.01764
45719,39009,155.5240783691406,1019,,,,,,,,,,,,,,,,.10248774,.7269544,.10919635,.02253826
45723,39009,546.0489139556885,3481,.74659002,.022150001,.57235003,.75221002,1.1605999,.02912,.85663998,1.1512901,.81044,.97553998,.58866,.071850002,-.18016,.02771,-.45524001,.11662,.97136998,.074919999,.01619
45724,39167,192.1505537033081,2113,.77381003,.02877,,,1.12929,.035100002,,,,,,,,,,.11423,.95883,.073530003,.0036200001
45729,39167,146.4007091522217,1351,,,,,,,,,,,,,,,,.11379811,.85552484,.095128626,
45732,39009,919.7956166267395,4438,.69146001,.01856,.62437999,.71337003,1.0841399,.024329999,.84860998,1.05848,.73698997,.84776002,.55325001,.032049999,-.24857,-.12857001,-.53388,.12684999,.99457997,.086390004,.0056699999
45735,39009,249.0809593200684,1562,,,,,,,,,,,,,,,,.1142353,.96545351,.11714357,.0038668686
45742,39167,324.3168687820435,2840,.95558,.023840001,.98083001,1.00653,1.2629499,.023569999,.99453998,1.30343,.98234999,1.09237,.88515002,-.02462,-.19322,-.10809,-.12358,.11098,.89521998,.081670001,.01413
45743,39105,192.5799366235733,1864,.79047,.034060001,,.88488001,1.23326,.029999999,,1.3010401,.95077997,1.07047,,.069310002,-.21539,,,.14,.98196,.083690003,.020749999
45744,39167,341.9937958717346,2747,.77983999,.02503,.72671998,.86207002,1.18629,.02919,.97905999,1.19295,.91457999,1.00658,.70613003,.05742,-.18514,-.02916,-.38651001,.11224,.97249001,.073899999,.01173
45750,39167,2893.709317207336,26906,.80587,.01235,.60971999,.77079999,1.26538,.01388,1.0316499,1.22879,.84153998,.98800999,.68456,.084059998,-.24371,.10933,-.50704002,.10995,.98887002,.084799998,.02613
45760,39105,629.9831085205078,3823,.64433998,.02248,.55804002,.66911,1.0708899,.0286,.93540001,1.09692,.75278002,.84038001,.60786998,.11115,-.30526999,.081979997,-.53882003,.13147999,.98896998,.048950002,.023809999
45761,39009,281.4686489105225,1843,,,,,,,,,,,,,,,,.11370263,.89404297,.15306631,.017915763
45764,39009,1293.565925121307,9418,.67918003,.0167,.47027001,.69145,1.13016,.02313,.83313,1.13464,.75786,.90574998,.50915998,.087640002,-.25271001,.07638,-.63628,.11651,.98150998,.080020003,.01701
45766,39009,165.2570260763168,1000,,,,,,,,,,,,,,,,.11079719,.89343947,.10232685,.0044790106
45767,39167,461.0527191162109,2489,,,,,,,,,,,,,,,,.13957463,.99041581,.05785048,.010490205
45768,39167,286.3733825683594,1449,,,,,,,,,,,,,,,,.13336363,.97544879,.075284831,.0077350121
45769,39105,928.7905235290527,7058,.70958,.0189,.74629998,.74378002,1.13047,.02104,1.16242,1.20363,.81660002,.93158001,.77328998,.08918,-.29201999,.034910001,-.50322002,.13145,.99434,.067500003,.01456
45771,39105,471.8385400772095,3433,.79127997,.023220001,.86127001,.88688999,1.16688,.02241,1.16751,1.2255599,.83942997,.93172002,.77745003,-.056529999,-.31536999,-.10781,-.50171,.1453,.99394,.052560002,.01198
45772,39105,285.6141052246094,1623,.81454998,.03112,.92513001,.90938002,1.1291,.02665,1.08873,1.16241,.94638002,1.00234,.92456001,.03909,-.15968999,-.00062000001,-.17757,.12819999,.99101001,.12131,.01378
45775,39105,173.2063179016113,1159,,,,,,,,,,,,,,,,.13435096,.97167569,.056668893,.014715919
45780,39009,359.6947300434113,3176,.71868002,.028729999,,.74637002,1.32566,.02688,,1.38555,.93629998,1.19309,,.20285,-.16131,,,.10214,.91823,.13535,.01258
45784,39167,369.7129364013672,3402,.90780002,.024429999,.92707002,.96452999,1.24368,.02258,1.14951,1.26486,.96963,1.05581,.84605998,.00526,-.198,-.095760003,-.35866001,.11626,.94597,.091240004,.00709
45786,39167,453.1398591995239,3617,.89139003,.024289999,.96276999,.98435998,1.20996,.022709999,1.12089,1.23413,.96008003,1.04289,.89402997,-.025289999,-.18336999,-.076889999,-.25375,.1319,.98620999,.14234,.01492
45801,39003,3530.449100971222,22688,.65819001,.01143,.47114,.62261999,1.18753,.01527,.92447001,1.17906,.71665001,.98888999,.57246,.1312,-.19230001,.17699,-.61489999,.11059,.98227,.060759999,.02588
45804,39003,3407.130534589291,15665,.56993997,.01212,.30204001,.52253002,1.1539,.02166,.72100002,1.1494499,.64042997,.99059999,.41139999,.18409,-.16035999,.26583001,-.75256002,.10866,.97096997,.056710001,.0096500004
45805,39003,2044.122451782227,23285,.75116003,.01314,.63107997,.76993001,1.27519,.01414,1.12567,1.2996,.83583999,1.08796,.75613999,.078850001,-.19452,.16539,-.48870999,.1069,.97333997,.062909998,.0057399999
45806,39003,855.8122842311859,10608,.90965998,.016589999,.82984,.96152002,1.29378,.016890001,1.1415499,1.32733,.99075001,1.14513,.87715,.029510001,-.15910999,.053939998,-.30142999,.10361,.90118003,.072269998,.01337
45807,39003,837.2645502090454,12407,.96600997,.017240001,1.0132,1.06339,1.35276,.01565,1.28745,1.38416,1.0186501,1.17749,1.00718,-.043919999,-.17552,-.0059799999,-.27827999,.10629,.94827002,.084299996,.01172
45810,39065,541.9500141143799,8230,.90521997,.021840001,1.07213,1.0358,1.34436,.01723,1.39616,1.42441,1.09296,1.24094,1.1015,.052299999,-.14785001,.026660001,-.26751,.11565,.98335999,.1158,.025490001
45812,39065,267.2906051874161,1973,.75729001,.027249999,.76494998,.84268999,1.19315,.02918,1.02868,1.24112,.96038997,1.0822001,.80431998,.12255,-.14685,.048939999,-.27893999,.11987,.98023999,.11746,.022569999
45813,39125,318.6224765777588,3616,.94525999,.02899,1.1762201,1.09191,1.27965,.023560001,1.41115,1.33074,1.09468,1.14046,1.10227,.0025299999,-.16685,-.067089997,-.28022,.11506,.98896998,.092540003,.0144
45814,39063,204.4412994384766,3212,.99978,.033149999,,1.05962,1.41654,.02259,,1.46989,1.09966,1.2552,,.03641,-.17104,,,.10906,.95308,.15398,.01816
45817,39003,428.8834857940674,6892,1.12731,.02445,1.40519,1.22873,1.5064501,.0154,1.54811,1.53629,1.17061,1.30958,1.2381099,-.049649999,-.17310999,-.13495,-.25038001,.11838,.98484999,.1418,.02823
45821,39125,122.1103711128235,1186,,,,,,,,,,,,,,,,.10137951,.80647212,.12429216,
45822,39107,2235.801635742188,18714,.93629003,.016410001,.95969999,1.00221,1.38346,.01398,1.34701,1.40974,1.1243,1.2189699,1.07985,.10859,-.1565,.11127,-.2474,.12579,.99403,.078230001,.017340001
45827,39137,201.8003759384155,2050,1.12088,.035909999,1.15055,1.29181,1.5013601,.021779999,1.50623,1.57854,1.30204,1.39838,1.28462,.0078600002,-.12884,.10436,-.17251,.13621999,.98221999,.12819999,.00416
45828,39107,682.9711284637451,6248,1.13616,.02936,1.33372,1.3198,1.55601,.01552,1.64302,1.62348,1.3480901,1.44526,1.40697,.02098,-.12332,.052060001,-.16778,.14303,.99589998,.090259999,.01557
45830,39137,514.5701460838318,5796,1.01431,.02562,1.1047,1.1275001,1.43645,.018279999,1.45508,1.5011899,1.20094,1.32618,1.1907099,.061149999,-.13196,.072240002,-.22203,.1199,.98268002,.088420004,.01239
45831,39137,286.8109682798386,3269,.97820997,.03218,1.1272399,1.0830899,1.35789,.024150001,1.45087,1.4463201,1.12765,1.24281,1.13282,.03951,-.16374999,.0049299998,-.28075999,.11891,.98703998,.074940003,.0069200001
45832,39161,255.3693461418152,2923,.97224998,.031959999,1.08568,1.13383,1.33709,.02385,1.38213,1.41039,1.14653,1.2182699,1.09781,.01108,-.1577,.01105,-.25898999,.12071,.98120999,.10192,.0099499999
45833,39003,1047.563077926636,10605,.90280998,.01946,.92703998,.97310001,1.42075,.01619,1.36569,1.43769,1.03773,1.2069401,.96938002,.062279999,-.19118001,.043680001,-.40882999,.11681,.98681003,.069490001,.01211
45836,39065,156.8258972167969,1344,.90296,.03878,,1.0324301,1.26416,.03005,,1.33637,1.0644701,1.14185,,.03009,-.17036,,,.11267,.95665002,.18367,.01078
45840,39063,4523.036842346191,55820,.87940001,.01112,.74574,.85368001,1.40283,.0108,1.25336,1.38427,.9824,1.1371599,.90538001,.13102999,-.2173,.17632,-.38435,.10239,.98826998,.069710001,.017899999
45841,39063,82.29765748977661,818,,,,,,,,,,,,,,,,.11338916,.94148284,.17209487,.032719623
45843,39065,431.0332651138306,4117,.86159003,.024979999,.79803997,.91636002,1.22295,.025079999,1.12631,1.25801,.99119002,1.08628,.86477,.075499997,-.15808,.077169999,-.30243,.11922,.97816998,.12643,.032140002
45844,39137,246.1107063293457,3172,1.17415,.02943,1.37763,1.3069299,1.5353,.01877,1.61203,1.60781,1.30446,1.43014,1.3911999,-.00189,-.12423,.0097599998,-.15873,.12932999,.98795998,.13297001,.0033199999
45845,39149,278.073925614357,2871,1.27672,.03317,1.54557,1.39425,1.59598,.01849,1.6421,1.64501,1.32596,1.46377,1.39188,-.0515,-.12382,-.11042,-.17976999,.16214,.99601001,.061949998,.01136
45846,39107,534.6578769683838,4297,1.10905,.031849999,1.29553,1.27766,1.48405,.01914,1.53732,1.55251,1.28003,1.37014,1.2691,.00185,-.1331,-.02083,-.21134999,.16508,.99580997,.091820002,.01337
45849,39125,132.4943952560425,1084,,,,,,,,,,,,,,,,.11547029,.9496786,.1038148,.024260143
45850,39003,381.6162986755371,3419,.96039999,.026149999,1.10189,1.08564,1.32034,.02149,1.30818,1.36815,1.06078,1.1473,1.0307,-.023429999,-.1925,-.069069996,-.26921999,.11517,.97658998,.087549999,.026140001
45853,39137,78.70199584960938,1264,,,,,,,,,,,,,,,,.15383865,.99593121,.082460746,.031532817
45856,39137,634.0611981153488,5211,.98690999,.02619,1.0527101,1.0985301,1.40344,.019239999,1.3568701,1.44236,1.1666,1.2848001,1.14693,.058350001,-.12263,.082149997,-.18303999,.13399,.99575001,.1068,.0098700002
45858,39063,290.9610900878906,2880,.92398,.02734,.92916,1.0268101,1.298,.023879999,1.11288,1.28815,1.04243,1.15338,.89254999,.01498,-.11685,-.041019998,-.24686,.11211,.97750002,.080130003,.01191
45860,39107,215.1064605712891,2314,1.3370399,.039560001,,1.48921,1.6412899,.01784,,1.67462,1.44809,1.51939,,-.0284,-.10217,,,.16159,.99756998,.089419998,.0187
45862,39107,191.6040258407593,1524,.91303003,.039790001,,1.09078,1.29186,.02933,,1.40166,1.15722,1.23456,,.057410002,-.13535,,,.1103,.93355,.05139,.01027
45863,39161,97.02902984619141,1279,.96346998,.041269999,,,1.31716,.03032,,,,,,,,,,.11899,.96880001,.12077,.0080399998
45865,39011,254.0700149536133,4905,1.1828901,.032400001,1.59466,1.37293,1.61194,.016310001,1.75911,1.67319,1.36709,1.5057,1.47806,-.00428,-.11124,-.078890003,-.19014999,.13711999,.98865998,.089680001,.023189999
45867,39063,93.79986619949341,1113,.9788,.033519998,,,1.32333,.03308,,,,,,,,,,.11901,.95687002,.16041,.01422
45869,39011,359.0069050490856,4811,1.30079,.028209999,1.55878,1.4589,1.56387,.016179999,1.65861,1.63598,1.40123,1.45609,1.46076,-.041159999,-.12355,-.067100003,-.13544001,.13573,.98654997,.09787,.019200001
45871,39011,234.618203163147,2008,,,,,,,,,,,,,,,,.11832868,.97903365,.097442113,.034534086
45872,39173,574.4356017112732,4106,.77399999,.021849999,.82525998,.8678,1.1567301,.02385,1.07631,1.20592,.94918001,1.05085,.80514002,.08574,-.14756,-.02499,-.33680001,.10597,.98038,.066990003,.01275
45873,39125,224.4826431274414,2263,.84184003,.03001,.87532997,.95424002,1.15851,.029479999,1.14547,1.26174,1.05352,1.10919,.94889998,.094240002,-.13753,.077529997,-.20715,.10886,.97441,.1398,.0164
45874,39161,247.2753105163574,2534,.85112,.034820002,,1.01013,1.31642,.0286,,1.4041899,1.08667,1.19327,,.070440002,-.17676,,,.11176,.91043001,.087630004,.10205
45875,39137,916.5412712097168,11403,1.0960701,.02208,1.25026,1.22355,1.5071501,.01497,1.5519201,1.5792201,1.26282,1.37549,1.2819099,.031099999,-.14812,.02469,-.21063,.1364,.99349999,.11624,.01399
45877,39137,192.0270419120789,2148,1.12757,.037700001,,1.26083,1.4614,.02448,,1.57732,1.27162,1.39261,,.0084800003,-.13263001,,,.11212,.96528,.055300001,.01922
45879,39125,615.4630393981934,5805,.80844998,.022530001,.88002998,.93791997,1.23559,.02141,1.23071,1.28184,1.0107,1.0802701,.93146002,.072010003,-.18658,.055210002,-.32126999,.11322,.98930001,.11394,.029519999
45880,39125,226.7506561279297,2690,.91194999,.02988,1.0398,1.00441,1.29344,.02502,1.29726,1.3513499,1.06309,1.1512001,1.0315,.055190001,-.17387,-.0080500003,-.25764,.11578,.98536998,.090000004,.0097700004
45881,39063,131.4499225616455,1252,.94731998,.041889999,,1.00762,1.3232,.037050001,,1.39257,1.11836,1.25216,,.099019997,-.11213,,,.10899,.89753997,.082780004,.0031999999
45882,39107,386.416356086731,2875,.96473998,.036589999,1.42531,1.13072,1.3777699,.02307,1.57447,1.47526,1.20086,1.27865,1.23866,.05841,-.15376,-.15069,-.27111,.12545,.98452002,.091799997,.022390001
45883,39107,377.0039707422256,3877,1.14849,.042640001,1.34348,1.29327,1.59311,.017589999,1.66773,1.65418,1.3900501,1.4905601,1.41163,.069619998,-.10977,.048269998,-.18142,.15965,.99501997,.11025,.0077900002
45885,39011,1343.877967834473,12741,.95712,.0174,1.03224,1.0642,1.32919,.016009999,1.3469,1.38333,1.13491,1.21868,1.10655,.062309999,-.13510001,.067149997,-.21720999,.12296,.99269003,.07271,.01116
45887,39003,527.4502015113831,4298,.94730997,.02218,.82530999,.99470001,1.29289,.022260001,1.0463099,1.27214,1.01086,1.0968,.82116002,.01598,-.15987,-.0050499998,-.27418,.1124,.97742999,.093149997,.0121
45889,39063,123.5532491207123,1634,,,,,,,,,,,,,,,,.10208648,.94218987,.06027716,.033020109
45891,39161,1839.700916290283,14905,.82701999,.01661,.76893002,.83573997,1.32473,.01639,1.28097,1.35454,.98395997,1.0937901,.90398997,.15064,-.2384,.1494,-.41701001,.11831,.99576002,.080760002,.021670001
45895,39011,1838.319603919983,17930,.93520999,.016620001,1.05669,1.00541,1.31231,.01479,1.37019,1.3773201,1.10483,1.18288,1.1123199,.089989997,-.16438,.050020002,-.23183,.11146,.98712999,.088509999,.01681
45896,39011,208.021390914917,1839,.97008002,.03077,,1.09305,1.28478,.026620001,,1.3852201,1.06318,1.19475,,-.028100001,-.15943,,,.10408,.97296,.13275,.01133
45898,39161,163.4475364685059,873,,,,,,,,,,,,,,,,.12582363,.97121245,.10310897,.0068135485
46001,18095,1216.808650612831,9948,.76340002,.01608,.70692998,.80462003,1.14475,.0195,1.03392,1.1594599,.85316998,.95998001,.71932,.056899998,-.20779,.01723,-.43735,.10359,.97845,.095339999,.01385
46011,18095,1382.100497841835,17467,.74299997,.01495,.63020998,.77335,1.25643,.01591,1.12517,1.28008,.85021001,1.05862,.76419997,.090410002,-.20919999,.17533,-.47235,.10333,.94165999,.092550002,.01004
46012,18095,1468.021227002144,19394,.68787998,.01307,.53151,.72365999,1.17836,.016249999,1.01173,1.19937,.82085001,1.0113699,.65416002,.1184,-.18588001,.18749,-.54661,.098569997,.94590002,.082610004,.01218
46013,18095,1532.923030853271,16988,.68435001,.01248,.46724999,.69621998,1.17211,.015629999,.85257,1.16398,.78615999,.99646997,.58649999,.11441,-.1681,.20332,-.45366001,.10627,.95226997,.070880003,.0098799998
46016,18095,4122.882522583008,17996,.50615001,.01095,.19657999,.44143,1.0384099,.02255,.47889,1.03962,.58384001,.89011002,.29912001,.24391,-.16798,.34279999,-.60101002,.10234,.98100001,.061949998,.02733
46017,18095,513.4800665378571,5827,.74189001,.018990001,.60715997,.77521998,1.17272,.023159999,.90596002,1.21262,.86544001,1.04583,.74291003,.10424,-.15948001,.18274,-.21946,.095380001,.86703002,.088610001,.02005
46030,18057,248.112612247467,2813,1.00441,.03283,,1.12933,1.41829,.021199999,,1.47249,1.19329,1.30484,,.053599998,-.12849,,,.10402,.92164999,.090180002,.0298
46031,18057,162.0996203422546,2336,.97176999,.038570002,,1.10756,1.35325,.02723,,1.44095,1.19757,1.25972,,.075170003,-.14387,,,.099540003,.78516001,.072149999,.01335
46032,18057,1211.818229675293,48853,1.1608,.01694,1.56401,1.29593,1.59635,.0090100002,1.83157,1.64311,1.2724,1.4515001,1.57244,-.01849,-.13201,.0053699999,-.16479,.094750002,.83548999,.098520003,.025079999
46033,18057,652.2405757904053,38569,1.27154,.023539999,1.70143,1.30636,1.6389101,.0103,1.87147,1.68375,1.32206,1.48927,1.7122,.01187,-.13059001,.0062899999,-.09302,.091580003,.85448003,.12493,.00569
46034,18057,382.8025342077017,6434,1.0875601,.02385,1.23094,1.19847,1.47444,.01518,1.48616,1.51803,1.2224801,1.32249,1.2715,.019640001,-.14786001,.031890001,-.16881999,.097180001,.93786001,.10159,.019929999
46035,18023,93.98623275756836,1082,.86703998,.042470001,,,1.21567,.036869999,,,,,,,,,,.10489,.92684001,.098619998,.039900001
46036,18095,1510.113185346127,11850,.71354997,.015799999,.56752998,.72105002,1.14519,.019409999,.87545002,1.1371599,.79825002,.91018999,.59697998,.096709996,-.24936999,.04933,-.46647999,.11561,.99093002,.090829998,.01212
46037,18057,693.8614093363285,42231,1.11979,.01811,1.67168,1.25337,1.55109,.0096699996,1.8939101,1.59995,1.20652,1.40486,1.62633,-.038819999,-.13887,-.02789,-.16452999,.090010002,.83329999,.10123,.0082900003
46038,18057,1247.758834838867,42524,1.1298,.01578,1.5786,1.2890199,1.5226901,.0092599997,1.7689199,1.58259,1.217,1.38445,1.55553,-.059179999,-.14311001,-.01483,-.13718,.092260003,.79855001,.10036,.01801
46040,18057,334.6621208190918,11459,1.1039,.02029,1.3519599,1.20272,1.52931,.01104,1.7103,1.585,1.19854,1.3504699,1.4707201,-.00349,-.17366,.080750003,-.1629,.089830004,.87825,.10159,.01355
46041,18023,2744.108510017395,22664,.65074998,.01465,.60971999,.68787003,1.17391,.01627,1.09412,1.18479,.82033002,.96131998,.73448998,.16146,-.23247001,.16988,-.48963001,.11689,.99636,.073899999,.01589
46044,18095,228.9853639602661,3068,.89512002,.02606,1.00218,.98585999,1.26352,.0217,1.24001,1.2866,.97172999,1.07903,.94556999,-.01454,-.19236,-.059859999,-.31139001,.10754,.97206002,.18440001,.01699
46048,18095,111.8326187133789,2191,.94284999,.02877,,1.06363,1.26758,.024809999,,1.31512,1.06435,1.17355,,.00068,-.12063,,,.095980003,.73440999,.082780004,.020029999
46050,18023,187.6504037380219,2215,1.02198,.040920001,,1.09653,1.33734,.026249999,,1.37637,1.12564,1.18907,,.02586,-.15752,,,.11525,.91951001,.11722,.01694
46051,18095,223.8949239253998,2756,1.02976,.02462,.94107997,1.0937999,1.3863699,.019889999,1.25582,1.36753,1.0819499,1.18799,.97281998,-.01096,-.15113001,.032620002,-.29091001,.10424,.96811998,.094640002,.02541
46052,18011,2051.770957946777,22255,.92465001,.01491,.90824997,.97745001,1.3771,.01295,1.3287899,1.40258,1.08184,1.18268,1.0304199,.096490003,-.18594,.11856,-.28957,.11186,.98640001,.087509997,.01684
46055,18059,357.8604965209961,11934,1.09049,.02038,1.49444,1.23256,1.51194,.01173,1.7631201,1.5556,1.15308,1.33664,1.45859,-.06893,-.16381,-.02458,-.20879,.08653,.82028002,.090329997,.00526
46056,18095,124.9065546989441,2347,.86150002,.034960002,,.96698999,1.3287801,.028729999,,1.37814,1.03623,1.18923,,.066820003,-.15885,,,.10081,.79852003,.091349997,.02462
