state,place,environmental,subgroup,subgroup_type,geoid,environmental_quality,year
49,67440,NA,Majority Non-White,race-ethnicity,4967440,NA,2018
49,67440,53,"Majority White, Non-Hispanic",race-ethnicity,4967440,1,2018
49,67440,NA,No Majority Race/Ethnicity,race-ethnicity,4967440,NA,2018
49,70850,NA,Majority Non-White,race-ethnicity,4970850,NA,2018
49,70850,29,"Majority White, Non-Hispanic",race-ethnicity,4970850,1,2018
49,70850,NA,No Majority Race/Ethnicity,race-ethnicity,4970850,NA,2018
49,82950,NA,Majority Non-White,race-ethnicity,4982950,NA,2018
49,82950,19,"Majority White, Non-Hispanic",race-ethnicity,4982950,1,2018
49,82950,NA,No Majority Race/Ethnicity,race-ethnicity,4982950,NA,2018
49,83470,11,Majority Non-White,race-ethnicity,4983470,1,2018
49,83470,16,"Majority White, Non-Hispanic",race-ethnicity,4983470,1,2018
49,83470,NA,No Majority Race/Ethnicity,race-ethnicity,4983470,NA,2018
51,01000,24,Majority Non-White,race-ethnicity,5101000,1,2018
51,01000,24,"Majority White, Non-Hispanic",race-ethnicity,5101000,1,2018
51,01000,NA,No Majority Race/Ethnicity,race-ethnicity,5101000,NA,2018
51,16000,52,Majority Non-White,race-ethnicity,5116000,1,2018
51,16000,56,"Majority White, Non-Hispanic",race-ethnicity,5116000,1,2018
51,16000,NA,No Majority Race/Ethnicity,race-ethnicity,5116000,NA,2018
51,35000,49,Majority Non-White,race-ethnicity,5135000,1,2018
51,35000,51,"Majority White, Non-Hispanic",race-ethnicity,5135000,1,2018
51,35000,NA,No Majority Race/Ethnicity,race-ethnicity,5135000,NA,2018
51,47672,32,Majority Non-White,race-ethnicity,5147672,1,2018
51,47672,43,"Majority White, Non-Hispanic",race-ethnicity,5147672,1,2018
51,47672,NA,No Majority Race/Ethnicity,race-ethnicity,5147672,NA,2018
51,56000,49,Majority Non-White,race-ethnicity,5156000,1,2018
51,56000,48,"Majority White, Non-Hispanic",race-ethnicity,5156000,1,2018
51,56000,NA,No Majority Race/Ethnicity,race-ethnicity,5156000,NA,2018
51,57000,50,Majority Non-White,race-ethnicity,5157000,1,2018
51,57000,49,"Majority White, Non-Hispanic",race-ethnicity,5157000,1,2018
51,57000,NA,No Majority Race/Ethnicity,race-ethnicity,5157000,NA,2018
51,64000,53,Majority Non-White,race-ethnicity,5164000,1,2018
51,64000,55,"Majority White, Non-Hispanic",race-ethnicity,5164000,1,2018
51,64000,NA,No Majority Race/Ethnicity,race-ethnicity,5164000,NA,2018
51,67000,13,Majority Non-White,race-ethnicity,5167000,1,2018
51,67000,16,"Majority White, Non-Hispanic",race-ethnicity,5167000,1,2018
51,67000,NA,No Majority Race/Ethnicity,race-ethnicity,5167000,NA,2018
51,68000,43,Majority Non-White,race-ethnicity,5168000,1,2018
51,68000,43,"Majority White, Non-Hispanic",race-ethnicity,5168000,1,2018
51,68000,NA,No Majority Race/Ethnicity,race-ethnicity,5168000,NA,2018
51,76432,55,Majority Non-White,race-ethnicity,5176432,1,2018
51,76432,60,"Majority White, Non-Hispanic",race-ethnicity,5176432,1,2018
51,76432,NA,No Majority Race/Ethnicity,race-ethnicity,5176432,NA,2018
51,82000,54,Majority Non-White,race-ethnicity,5182000,1,2018
51,82000,54,"Majority White, Non-Hispanic",race-ethnicity,5182000,1,2018
51,82000,NA,No Majority Race/Ethnicity,race-ethnicity,5182000,NA,2018
53,03180,7,Majority Non-White,race-ethnicity,5303180,1,2018
53,03180,9,"Majority White, Non-Hispanic",race-ethnicity,5303180,1,2018
53,03180,NA,No Majority Race/Ethnicity,race-ethnicity,5303180,NA,2018
53,05210,12,Majority Non-White,race-ethnicity,5305210,1,2018
53,05210,12,"Majority White, Non-Hispanic",race-ethnicity,5305210,1,2018
53,05210,NA,No Majority Race/Ethnicity,race-ethnicity,5305210,NA,2018
53,05280,NA,Majority Non-White,race-ethnicity,5305280,NA,2018
53,05280,53,"Majority White, Non-Hispanic",race-ethnicity,5305280,1,2018
53,05280,NA,No Majority Race/Ethnicity,race-ethnicity,5305280,NA,2018
53,22640,17,Majority Non-White,race-ethnicity,5322640,1,2018
53,22640,17,"Majority White, Non-Hispanic",race-ethnicity,5322640,1,2018
53,22640,NA,No Majority Race/Ethnicity,race-ethnicity,5322640,NA,2018
53,23515,5,Majority Non-White,race-ethnicity,5323515,1,2018
53,23515,7,"Majority White, Non-Hispanic",race-ethnicity,5323515,1,2018
53,23515,NA,No Majority Race/Ethnicity,race-ethnicity,5323515,NA,2018
53,35275,NA,Majority Non-White,race-ethnicity,5335275,NA,2018
53,35275,49,"Majority White, Non-Hispanic",race-ethnicity,5335275,1,2018
53,35275,NA,No Majority Race/Ethnicity,race-ethnicity,5335275,NA,2018
53,35415,11,Majority Non-White,race-ethnicity,5335415,1,2018
53,35415,12,"Majority White, Non-Hispanic",race-ethnicity,5335415,1,2018
53,35415,NA,No Majority Race/Ethnicity,race-ethnicity,5335415,NA,2018
53,35940,NA,Majority Non-White,race-ethnicity,5335940,NA,2018
53,35940,13,"Majority White, Non-Hispanic",race-ethnicity,5335940,1,2018
53,35940,NA,No Majority Race/Ethnicity,race-ethnicity,5335940,NA,2018
53,53545,49,Majority Non-White,race-ethnicity,5353545,1,2018
53,53545,49,"Majority White, Non-Hispanic",race-ethnicity,5353545,1,2018
53,53545,NA,No Majority Race/Ethnicity,race-ethnicity,5353545,NA,2018
53,57745,9,Majority Non-White,race-ethnicity,5357745,1,2018
53,57745,14,"Majority White, Non-Hispanic",race-ethnicity,5357745,1,2018
53,57745,NA,No Majority Race/Ethnicity,race-ethnicity,5357745,NA,2018
53,63000,9,Majority Non-White,race-ethnicity,5363000,1,2018
53,63000,11,"Majority White, Non-Hispanic",race-ethnicity,5363000,1,2018
53,63000,NA,No Majority Race/Ethnicity,race-ethnicity,5363000,NA,2018
53,67000,NA,Majority Non-White,race-ethnicity,5367000,NA,2018
53,67000,17,"Majority White, Non-Hispanic",race-ethnicity,5367000,1,2018
53,67000,NA,No Majority Race/Ethnicity,race-ethnicity,5367000,NA,2018
53,67167,NA,Majority Non-White,race-ethnicity,5367167,NA,2018
53,67167,24,"Majority White, Non-Hispanic",race-ethnicity,5367167,1,2018
53,67167,NA,No Majority Race/Ethnicity,race-ethnicity,5367167,NA,2018
53,70000,13,Majority Non-White,race-ethnicity,5370000,1,2018
53,70000,16,"Majority White, Non-Hispanic",race-ethnicity,5370000,1,2018
53,70000,NA,No Majority Race/Ethnicity,race-ethnicity,5370000,NA,2018
53,74060,NA,Majority Non-White,race-ethnicity,5374060,NA,2018
53,74060,17,"Majority White, Non-Hispanic",race-ethnicity,5374060,1,2018
53,74060,NA,No Majority Race/Ethnicity,race-ethnicity,5374060,NA,2018
53,80010,47,Majority Non-White,race-ethnicity,5380010,1,2018
53,80010,47,"Majority White, Non-Hispanic",race-ethnicity,5380010,1,2018
53,80010,NA,No Majority Race/Ethnicity,race-ethnicity,5380010,NA,2018
55,02375,NA,Majority Non-White,race-ethnicity,5502375,NA,2018
55,02375,61,"Majority White, Non-Hispanic",race-ethnicity,5502375,1,2018
55,02375,NA,No Majority Race/Ethnicity,race-ethnicity,5502375,NA,2018
55,31000,58,Majority Non-White,race-ethnicity,5531000,1,2018
55,31000,76,"Majority White, Non-Hispanic",race-ethnicity,5531000,1,2018
55,31000,NA,No Majority Race/Ethnicity,race-ethnicity,5531000,NA,2018
55,39225,74,Majority Non-White,race-ethnicity,5539225,1,2018
55,39225,75,"Majority White, Non-Hispanic",race-ethnicity,5539225,1,2018
55,39225,NA,No Majority Race/Ethnicity,race-ethnicity,5539225,NA,2018
55,48000,65,Majority Non-White,race-ethnicity,5548000,1,2018
55,48000,72,"Majority White, Non-Hispanic",race-ethnicity,5548000,1,2018
55,48000,NA,No Majority Race/Ethnicity,race-ethnicity,5548000,NA,2018
55,53000,56,Majority Non-White,race-ethnicity,5553000,1,2018
55,53000,60,"Majority White, Non-Hispanic",race-ethnicity,5553000,1,2018
55,53000,NA,No Majority Race/Ethnicity,race-ethnicity,5553000,NA,2018
55,66000,75,Majority Non-White,race-ethnicity,5566000,1,2018
55,66000,75,"Majority White, Non-Hispanic",race-ethnicity,5566000,1,2018
55,66000,NA,No Majority Race/Ethnicity,race-ethnicity,5566000,NA,2018
01,03076,7,All,all,NA,1,2014
01,03076,6,High Poverty,poverty,NA,1,2014
01,03076,7,Not High Poverty,poverty,NA,1,2014
01,03076,NA,Majority Non-White,race-ethnicity,NA,NA,2014
01,03076,6,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
01,03076,7,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
01,07000,6,All,all,NA,1,2014
01,07000,4,High Poverty,poverty,NA,1,2014
01,07000,7,Not High Poverty,poverty,NA,1,2014
01,07000,6,Majority Non-White,race-ethnicity,NA,1,2014
01,07000,5,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
01,07000,7,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
01,35896,8,All,all,NA,1,2014
01,35896,NA,High Poverty,poverty,NA,NA,2014
01,35896,8,Not High Poverty,poverty,NA,1,2014
01,35896,7,Majority Non-White,race-ethnicity,NA,1,2014
01,35896,8,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
01,35896,7,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
01,37000,21,All,all,NA,1,2014
01,37000,15,High Poverty,poverty,NA,1,2014
01,37000,22,Not High Poverty,poverty,NA,1,2014
01,37000,21,Majority Non-White,race-ethnicity,NA,1,2014
01,37000,22,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
01,37000,17,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
01,50000,11,All,all,NA,1,2014
01,50000,9,High Poverty,poverty,NA,1,2014
01,50000,11,Not High Poverty,poverty,NA,1,2014
01,50000,11,Majority Non-White,race-ethnicity,NA,1,2014
01,50000,11,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
01,50000,11,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
01,51000,5,All,all,NA,1,2014
01,51000,5,High Poverty,poverty,NA,1,2014
01,51000,6,Not High Poverty,poverty,NA,1,2014
01,51000,6,Majority Non-White,race-ethnicity,NA,1,2014
01,51000,5,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
01,51000,6,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
01,77256,5,All,all,NA,1,2014
01,77256,4,High Poverty,poverty,NA,1,2014
01,77256,6,Not High Poverty,poverty,NA,1,2014
01,77256,4,Majority Non-White,race-ethnicity,NA,1,2014
01,77256,6,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
01,77256,5,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
02,03000,68,All,all,NA,1,2014
02,03000,NA,High Poverty,poverty,NA,NA,2014
02,03000,69,Not High Poverty,poverty,NA,1,2014
02,03000,61,Majority Non-White,race-ethnicity,NA,1,2014
02,03000,75,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
02,03000,62,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,04720,8,All,all,NA,1,2014
04,04720,9,High Poverty,poverty,NA,1,2014
04,04720,8,Not High Poverty,poverty,NA,1,2014
04,04720,7,Majority Non-White,race-ethnicity,NA,1,2014
04,04720,9,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,04720,9,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,07940,34,All,all,NA,1,2014
04,07940,41,High Poverty,poverty,NA,1,2014
04,07940,33,Not High Poverty,poverty,NA,1,2014
04,07940,30,Majority Non-White,race-ethnicity,NA,1,2014
04,07940,57,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,07940,31,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,12000,16,All,all,NA,1,2014
04,12000,16,High Poverty,poverty,NA,1,2014
04,12000,16,Not High Poverty,poverty,NA,1,2014
04,12000,16,Majority Non-White,race-ethnicity,NA,1,2014
04,12000,17,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,12000,15,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,23620,93,All,all,NA,1,2014
04,23620,91,High Poverty,poverty,NA,1,2014
04,23620,94,Not High Poverty,poverty,NA,1,2014
04,23620,NA,Majority Non-White,race-ethnicity,NA,NA,2014
04,23620,92,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,23620,94,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,27400,16,All,all,NA,1,2014
04,27400,NA,High Poverty,poverty,NA,NA,2014
04,27400,17,Not High Poverty,poverty,NA,1,2014
04,27400,NA,Majority Non-White,race-ethnicity,NA,NA,2014
04,27400,17,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,27400,15,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,27820,16,All,all,NA,1,2014
04,27820,14,High Poverty,poverty,NA,1,2014
04,27820,17,Not High Poverty,poverty,NA,1,2014
04,27820,14,Majority Non-White,race-ethnicity,NA,1,2014
04,27820,20,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,27820,15,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,28380,17,All,all,NA,1,2014
04,28380,41,High Poverty,poverty,NA,1,2014
04,28380,15,Not High Poverty,poverty,NA,1,2014
04,28380,15,Majority Non-White,race-ethnicity,NA,1,2014
04,28380,17,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,28380,17,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,46000,18,All,all,NA,1,2014
04,46000,13,High Poverty,poverty,NA,1,2014
04,46000,19,Not High Poverty,poverty,NA,1,2014
04,46000,15,Majority Non-White,race-ethnicity,NA,1,2014
04,46000,20,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,46000,15,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,54050,21,All,all,NA,1,2014
04,54050,16,High Poverty,poverty,NA,1,2014
04,54050,21,Not High Poverty,poverty,NA,1,2014
04,54050,16,Majority Non-White,race-ethnicity,NA,1,2014
04,54050,24,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,54050,15,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,55000,18,All,all,NA,1,2014
04,55000,11,High Poverty,poverty,NA,1,2014
04,55000,20,Not High Poverty,poverty,NA,1,2014
04,55000,12,Majority Non-White,race-ethnicity,NA,1,2014
04,55000,24,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,55000,16,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,65000,32,All,all,NA,1,2014
04,65000,21,High Poverty,poverty,NA,1,2014
04,65000,33,Not High Poverty,poverty,NA,1,2014
04,65000,NA,Majority Non-White,race-ethnicity,NA,NA,2014
04,65000,33,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,65000,20,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,71510,29,All,all,NA,1,2014
04,71510,24,High Poverty,poverty,NA,1,2014
04,71510,30,Not High Poverty,poverty,NA,1,2014
04,71510,24,Majority Non-White,race-ethnicity,NA,1,2014
04,71510,30,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,71510,29,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,73000,14,All,all,NA,1,2014
04,73000,13,High Poverty,poverty,NA,1,2014
04,73000,14,Not High Poverty,poverty,NA,1,2014
04,73000,15,Majority Non-White,race-ethnicity,NA,1,2014
04,73000,14,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,73000,13,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,77000,29,All,all,NA,1,2014
04,77000,21,High Poverty,poverty,NA,1,2014
04,77000,32,Not High Poverty,poverty,NA,1,2014
04,77000,20,Majority Non-White,race-ethnicity,NA,1,2014
04,77000,40,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,77000,24,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
04,85540,23,All,all,NA,1,2014
04,85540,NA,High Poverty,poverty,NA,NA,2014
04,85540,23,Not High Poverty,poverty,NA,1,2014
04,85540,26,Majority Non-White,race-ethnicity,NA,1,2014
04,85540,25,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
04,85540,19,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
05,23290,51,All,all,NA,1,2014
05,23290,NA,High Poverty,poverty,NA,NA,2014
05,23290,51,Not High Poverty,poverty,NA,1,2014
05,23290,NA,Majority Non-White,race-ethnicity,NA,NA,2014
05,23290,51,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
05,23290,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
05,24550,21,All,all,NA,1,2014
05,24550,22,High Poverty,poverty,NA,1,2014
05,24550,20,Not High Poverty,poverty,NA,1,2014
05,24550,22,Majority Non-White,race-ethnicity,NA,1,2014
05,24550,20,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
05,24550,20,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
05,35710,49,All,all,NA,1,2014
05,35710,47,High Poverty,poverty,NA,1,2014
05,35710,49,Not High Poverty,poverty,NA,1,2014
05,35710,47,Majority Non-White,race-ethnicity,NA,1,2014
05,35710,49,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
05,35710,50,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
05,41000,23,All,all,NA,1,2014
05,41000,21,High Poverty,poverty,NA,1,2014
05,41000,23,Not High Poverty,poverty,NA,1,2014
05,41000,23,Majority Non-White,race-ethnicity,NA,1,2014
05,41000,24,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
05,41000,21,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
05,66080,41,All,all,NA,1,2014
05,66080,NA,High Poverty,poverty,NA,NA,2014
05,66080,40,Not High Poverty,poverty,NA,1,2014
05,66080,NA,Majority Non-White,race-ethnicity,NA,NA,2014
05,66080,43,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
05,66080,39,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,00562,55,All,all,NA,1,2014
06,00562,NA,High Poverty,poverty,NA,NA,2014
06,00562,55,Not High Poverty,poverty,NA,1,2014
06,00562,52,Majority Non-White,race-ethnicity,NA,1,2014
06,00562,56,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,00562,57,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,00884,9,All,all,NA,1,2014
06,00884,NA,High Poverty,poverty,NA,NA,2014
06,00884,9,Not High Poverty,poverty,NA,1,2014
06,00884,9,Majority Non-White,race-ethnicity,NA,1,2014
06,00884,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,00884,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,02000,10,All,all,NA,1,2014
06,02000,NA,High Poverty,poverty,NA,NA,2014
06,02000,10,Not High Poverty,poverty,NA,1,2014
06,02000,8,Majority Non-White,race-ethnicity,NA,1,2014
06,02000,16,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,02000,20,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,02252,60,All,all,NA,1,2014
06,02252,NA,High Poverty,poverty,NA,NA,2014
06,02252,60,Not High Poverty,poverty,NA,1,2014
06,02252,59,Majority Non-White,race-ethnicity,NA,1,2014
06,02252,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,02252,61,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,02364,76,All,all,NA,1,2014
06,02364,NA,High Poverty,poverty,NA,NA,2014
06,02364,76,Not High Poverty,poverty,NA,1,2014
06,02364,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,02364,78,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,02364,76,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,03526,7,All,all,NA,1,2014
06,03526,8,High Poverty,poverty,NA,1,2014
06,03526,7,Not High Poverty,poverty,NA,1,2014
06,03526,8,Majority Non-White,race-ethnicity,NA,1,2014
06,03526,14,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,03526,4,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,04982,4,All,all,NA,1,2014
06,04982,NA,High Poverty,poverty,NA,NA,2014
06,04982,4,Not High Poverty,poverty,NA,1,2014
06,04982,4,Majority Non-White,race-ethnicity,NA,1,2014
06,04982,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,04982,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,06000,29,All,all,NA,1,2014
06,06000,31,High Poverty,poverty,NA,1,2014
06,06000,29,Not High Poverty,poverty,NA,1,2014
06,06000,30,Majority Non-White,race-ethnicity,NA,1,2014
06,06000,29,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,06000,30,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,08786,6,All,all,NA,1,2014
06,08786,NA,High Poverty,poverty,NA,NA,2014
06,08786,6,Not High Poverty,poverty,NA,1,2014
06,08786,6,Majority Non-White,race-ethnicity,NA,1,2014
06,08786,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,08786,6,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,08954,19,All,all,NA,1,2014
06,08954,NA,High Poverty,poverty,NA,NA,2014
06,08954,19,Not High Poverty,poverty,NA,1,2014
06,08954,20,Majority Non-White,race-ethnicity,NA,1,2014
06,08954,19,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,08954,18,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,11194,46,All,all,NA,1,2014
06,11194,NA,High Poverty,poverty,NA,NA,2014
06,11194,46,Not High Poverty,poverty,NA,1,2014
06,11194,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,11194,46,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,11194,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,11530,1,All,all,NA,1,2014
06,11530,NA,High Poverty,poverty,NA,NA,2014
06,11530,1,Not High Poverty,poverty,NA,1,2014
06,11530,1,Majority Non-White,race-ethnicity,NA,1,2014
06,11530,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,11530,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,13014,8,All,all,NA,1,2014
06,13014,6,High Poverty,poverty,NA,1,2014
06,13014,8,Not High Poverty,poverty,NA,1,2014
06,13014,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,13014,8,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,13014,7,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,13210,14,All,all,NA,1,2014
06,13210,NA,High Poverty,poverty,NA,NA,2014
06,13210,14,Not High Poverty,poverty,NA,1,2014
06,13210,14,Majority Non-White,race-ethnicity,NA,1,2014
06,13210,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,13210,20,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,13214,20,All,all,NA,1,2014
06,13214,NA,High Poverty,poverty,NA,NA,2014
06,13214,20,Not High Poverty,poverty,NA,1,2014
06,13214,19,Majority Non-White,race-ethnicity,NA,1,2014
06,13214,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,13214,22,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,13392,28,All,all,NA,1,2014
06,13392,NA,High Poverty,poverty,NA,NA,2014
06,13392,29,Not High Poverty,poverty,NA,1,2014
06,13392,28,Majority Non-White,race-ethnicity,NA,1,2014
06,13392,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,13392,36,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,13588,10,All,all,NA,1,2014
06,13588,NA,High Poverty,poverty,NA,NA,2014
06,13588,10,Not High Poverty,poverty,NA,1,2014
06,13588,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,13588,10,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,13588,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,14218,12,All,all,NA,1,2014
06,14218,NA,High Poverty,poverty,NA,NA,2014
06,14218,12,Not High Poverty,poverty,NA,1,2014
06,14218,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,14218,13,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,14218,10,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,15044,1,All,all,NA,1,2014
06,15044,2,High Poverty,poverty,NA,1,2014
06,15044,1,Not High Poverty,poverty,NA,1,2014
06,15044,1,Majority Non-White,race-ethnicity,NA,1,2014
06,15044,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,15044,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,16000,38,All,all,NA,1,2014
06,16000,NA,High Poverty,poverty,NA,NA,2014
06,16000,38,Not High Poverty,poverty,NA,1,2014
06,16000,34,Majority Non-White,race-ethnicity,NA,1,2014
06,16000,45,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,16000,36,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,16350,37,All,all,NA,1,2014
06,16350,NA,High Poverty,poverty,NA,NA,2014
06,16350,38,Not High Poverty,poverty,NA,1,2014
06,16350,32,Majority Non-White,race-ethnicity,NA,1,2014
06,16350,29,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,16350,43,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,16532,29,All,all,NA,1,2014
06,16532,NA,High Poverty,poverty,NA,NA,2014
06,16532,29,Not High Poverty,poverty,NA,1,2014
06,16532,35,Majority Non-White,race-ethnicity,NA,1,2014
06,16532,31,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,16532,23,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,17918,82,All,all,NA,1,2014
06,17918,NA,High Poverty,poverty,NA,NA,2014
06,17918,82,Not High Poverty,poverty,NA,1,2014
06,17918,82,Majority Non-White,race-ethnicity,NA,1,2014
06,17918,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,17918,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,19766,5,All,all,NA,1,2014
06,19766,NA,High Poverty,poverty,NA,NA,2014
06,19766,5,Not High Poverty,poverty,NA,1,2014
06,19766,5,Majority Non-White,race-ethnicity,NA,1,2014
06,19766,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,19766,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,21712,24,All,all,NA,1,2014
06,21712,23,High Poverty,poverty,NA,1,2014
06,21712,25,Not High Poverty,poverty,NA,1,2014
06,21712,24,Majority Non-White,race-ethnicity,NA,1,2014
06,21712,27,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,21712,23,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,22020,27,All,all,NA,1,2014
06,22020,NA,High Poverty,poverty,NA,NA,2014
06,22020,28,Not High Poverty,poverty,NA,1,2014
06,22020,28,Majority Non-White,race-ethnicity,NA,1,2014
06,22020,26,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,22020,26,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,22230,7,All,all,NA,1,2014
06,22230,NA,High Poverty,poverty,NA,NA,2014
06,22230,7,Not High Poverty,poverty,NA,1,2014
06,22230,7,Majority Non-White,race-ethnicity,NA,1,2014
06,22230,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
