year,state,county,state_name,county_name,subgroup_type,subgroup,share_debt_col,share_debt_col_ub,share_debt_col_lb,share_debt_col_quality,transportation_cost,index_transit_trips,transportation_cost_quality,index_transit_trips_quality,index_air_quality,index_air_quality_quality
2016,42,067,Pennsylvania,Juniata County,all,All,NA,NA,NA,NA,17.212684787792085,16.90557939914163,1,1,NA,NA
2016,42,067,Pennsylvania,Juniata County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,067,Pennsylvania,Juniata County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,17.212684787792085,16.90557939914163,1,1,NA,NA
2016,42,067,Pennsylvania,Juniata County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,069,Pennsylvania,Lackawanna County,all,All,NA,NA,NA,NA,37.27515611061552,38.522970561998214,1,1,NA,NA
2016,42,069,Pennsylvania,Lackawanna County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,069,Pennsylvania,Lackawanna County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,36.36859350547731,37.42356220657277,1,1,NA,NA
2016,42,069,Pennsylvania,Lackawanna County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,46.675456389452336,49.92292089249493,1,1,NA,NA
2016,42,071,Pennsylvania,Lancaster County,all,All,NA,NA,NA,NA,61.27190511138995,37.641658183195624,1,1,NA,NA
2016,42,071,Pennsylvania,Lancaster County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,83.72333772218565,65.14170506912443,1,1,NA,NA
2016,42,071,Pennsylvania,Lancaster County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,53.18028476141611,29.470561826577732,1,1,NA,NA
2016,42,071,Pennsylvania,Lancaster County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,84.55252058646315,55.25908817031532,1,1,NA,NA
2016,42,073,Pennsylvania,Lawrence County,all,All,NA,NA,NA,NA,21.5645178033842,20.075262119796538,1,1,NA,NA
2016,42,073,Pennsylvania,Lawrence County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,073,Pennsylvania,Lawrence County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,20.064534044207488,19.1008552704654,1,1,NA,NA
2016,42,073,Pennsylvania,Lawrence County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,43,34,1,1,NA,NA
2016,42,075,Pennsylvania,Lebanon County,all,All,NA,NA,NA,NA,55.50757150869321,50.01121704991587,1,1,NA,NA
2016,42,075,Pennsylvania,Lebanon County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,68,62,1,1,NA,NA
2016,42,075,Pennsylvania,Lebanon County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,50.454105110196174,43.52991038992492,1,1,NA,NA
2016,42,075,Pennsylvania,Lebanon County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,73.71065989847716,74.31979695431473,1,1,NA,NA
2016,42,077,Pennsylvania,Lehigh County,all,All,NA,NA,NA,NA,76.2621584338587,54.26744151918054,1,1,NA,NA
2016,42,077,Pennsylvania,Lehigh County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,89.02033640596788,70.00589185593462,1,1,NA,NA
2016,42,077,Pennsylvania,Lehigh County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,66.7203232499727,42.59227913071967,1,1,NA,NA
2016,42,077,Pennsylvania,Lehigh County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,83.99904470768055,63.477072984333205,1,1,NA,NA
2016,42,079,Pennsylvania,Luzerne County,all,All,NA,NA,NA,NA,35.344512823532874,38.72936603751362,1,1,NA,NA
2016,42,079,Pennsylvania,Luzerne County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,49.0974025974026,57.03010625737898,1,1,NA,NA
2016,42,079,Pennsylvania,Luzerne County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,31.45836469871312,34.5145714592967,1,1,NA,NA
2016,42,079,Pennsylvania,Luzerne County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,54.82151029748284,58.54141876430206,1,1,NA,NA
2016,42,081,Pennsylvania,Lycoming County,all,All,NA,NA,NA,NA,31.081177952145698,33.19180470793374,1,1,NA,NA
2016,42,081,Pennsylvania,Lycoming County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,081,Pennsylvania,Lycoming County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,28.17134353741497,29.806441326530617,1,1,NA,NA
2016,42,081,Pennsylvania,Lycoming County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,61,68,1,1,NA,NA
2016,42,083,Pennsylvania,McKean County,all,All,NA,NA,NA,NA,14.45483288166215,14.470415537488709,1,1,NA,NA
2016,42,083,Pennsylvania,McKean County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,083,Pennsylvania,McKean County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,14.45483288166215,14.470415537488709,1,1,NA,NA
2016,42,083,Pennsylvania,McKean County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,085,Pennsylvania,Mercer County,all,All,NA,NA,NA,NA,17.82725875011305,15.774351089807364,1,1,NA,NA
2016,42,085,Pennsylvania,Mercer County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,085,Pennsylvania,Mercer County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,15.756081452944414,13.951128233351678,1,1,NA,NA
2016,42,085,Pennsylvania,Mercer County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,27.36916835699797,24.17393509127789,1,1,NA,NA
2016,42,087,Pennsylvania,Mifflin County,all,All,NA,NA,NA,NA,13.861028389914631,20.20369267421084,1,1,NA,NA
2016,42,087,Pennsylvania,Mifflin County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,087,Pennsylvania,Mifflin County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,13.861028389914631,20.20369267421084,1,1,NA,NA
2016,42,087,Pennsylvania,Mifflin County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,089,Pennsylvania,Monroe County,all,All,NA,NA,NA,NA,42.347123876203355,11.07454849232238,1,1,NA,NA
2016,42,089,Pennsylvania,Monroe County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,089,Pennsylvania,Monroe County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,39.64331911380212,11.485619925691482,1,1,NA,NA
2016,42,089,Pennsylvania,Monroe County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,46.052998868351565,10.511127876273104,1,1,NA,NA
2016,42,091,Pennsylvania,Montgomery County,all,All,NA,NA,NA,NA,73.86739618024876,64.12380207979338,1,1,NA,NA
2016,42,091,Pennsylvania,Montgomery County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,88.45735453559811,86.02367184676545,1,1,NA,NA
2016,42,091,Pennsylvania,Montgomery County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,71.94277934862289,61.554319824065345,1,1,NA,NA
2016,42,091,Pennsylvania,Montgomery County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,75.868114121658,64.39045397452001,1,1,NA,NA
2016,42,093,Pennsylvania,Montour County,all,All,NA,NA,NA,NA,30.65538990825688,48.82683486238532,1,1,NA,NA
2016,42,093,Pennsylvania,Montour County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,093,Pennsylvania,Montour County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,30.65538990825688,48.82683486238532,1,1,NA,NA
2016,42,093,Pennsylvania,Montour County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,095,Pennsylvania,Northampton County,all,All,NA,NA,NA,NA,65.7615990057995,41.52883181441591,1,1,NA,NA
2016,42,095,Pennsylvania,Northampton County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,80.10496391865296,58.11108681390772,1,1,NA,NA
2016,42,095,Pennsylvania,Northampton County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,60.18282052762223,35.20810483172661,1,1,NA,NA
2016,42,095,Pennsylvania,Northampton County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,79.59803921568627,56.53030303030303,1,1,NA,NA
2016,42,097,Pennsylvania,Northumberland County,all,All,NA,NA,NA,NA,29.29881446955112,45.23285033944675,1,1,NA,NA
2016,42,097,Pennsylvania,Northumberland County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,097,Pennsylvania,Northumberland County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,29.29881446955112,45.23285033944675,1,1,NA,NA
2016,42,097,Pennsylvania,Northumberland County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,099,Pennsylvania,Perry County,all,All,NA,NA,NA,NA,38.46247679660568,19.96738265712013,1,1,NA,NA
2016,42,099,Pennsylvania,Perry County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,099,Pennsylvania,Perry County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,38.46247679660568,19.96738265712013,1,1,NA,NA
2016,42,099,Pennsylvania,Perry County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,101,Pennsylvania,Philadelphia County,all,All,NA,NA,NA,NA,93.0674719010734,92.837118164893,1,1,NA,NA
2016,42,101,Pennsylvania,Philadelphia County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,93.84743352369055,93.93439368251984,1,1,NA,NA
2016,42,101,Pennsylvania,Philadelphia County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,90.544464958843,89.42891760904685,1,1,NA,NA
2016,42,101,Pennsylvania,Philadelphia County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,92.775879464586,92.17989506961727,1,1,NA,NA
2016,42,103,Pennsylvania,Pike County,all,All,NA,NA,NA,NA,56.43643763466603,18.58558774239885,1,1,NA,NA
2016,42,103,Pennsylvania,Pike County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,103,Pennsylvania,Pike County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,56.49377031419285,19.450704225352112,1,1,NA,NA
2016,42,103,Pennsylvania,Pike County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,56,12,1,1,NA,NA
2016,42,105,Pennsylvania,Potter County,all,All,NA,NA,NA,NA,4.3875838926174495,16.543624161073826,1,1,NA,NA
2016,42,105,Pennsylvania,Potter County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,105,Pennsylvania,Potter County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,4.3875838926174495,16.543624161073826,1,1,NA,NA
2016,42,105,Pennsylvania,Potter County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,107,Pennsylvania,Schuylkill County,all,All,NA,NA,NA,NA,28.94961377648643,39.59790234568776,1,1,NA,NA
2016,42,107,Pennsylvania,Schuylkill County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,107,Pennsylvania,Schuylkill County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,28.94961377648643,39.59790234568776,1,1,NA,NA
2016,42,107,Pennsylvania,Schuylkill County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,109,Pennsylvania,Snyder County,all,All,NA,NA,NA,NA,27.11672597864769,22.7067615658363,1,1,NA,NA
2016,42,109,Pennsylvania,Snyder County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,109,Pennsylvania,Snyder County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,27.11672597864769,22.7067615658363,1,1,NA,NA
2016,42,109,Pennsylvania,Snyder County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,111,Pennsylvania,Somerset County,all,All,NA,NA,NA,NA,15.629501584557763,26.85609334485739,1,1,NA,NA
2016,42,111,Pennsylvania,Somerset County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,111,Pennsylvania,Somerset County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,15.629501584557763,26.85609334485739,1,1,NA,NA
2016,42,111,Pennsylvania,Somerset County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,113,Pennsylvania,Sullivan County,all,All,NA,NA,NA,NA,9.775316455696204,8.572784810126583,1,1,NA,NA
2016,42,113,Pennsylvania,Sullivan County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,113,Pennsylvania,Sullivan County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,9.775316455696204,8.572784810126583,1,1,NA,NA
2016,42,113,Pennsylvania,Sullivan County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,115,Pennsylvania,Susquehanna County,all,All,NA,NA,NA,NA,20.308430609597924,14.223605706874189,1,1,NA,NA
2016,42,115,Pennsylvania,Susquehanna County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,115,Pennsylvania,Susquehanna County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,20.308430609597924,14.223605706874189,1,1,NA,NA
2016,42,115,Pennsylvania,Susquehanna County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,117,Pennsylvania,Tioga County,all,All,NA,NA,NA,NA,17.49825877310474,22.10233056522904,1,1,NA,NA
2016,42,117,Pennsylvania,Tioga County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,117,Pennsylvania,Tioga County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,17.49825877310474,22.10233056522904,1,1,NA,NA
2016,42,117,Pennsylvania,Tioga County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,119,Pennsylvania,Union County,all,All,NA,NA,NA,NA,32.299653979238755,37.390657439446365,2,2,NA,NA
2016,42,119,Pennsylvania,Union County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,119,Pennsylvania,Union County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,32.299653979238755,37.390657439446365,2,2,NA,NA
2016,42,119,Pennsylvania,Union County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,121,Pennsylvania,Venango County,all,All,NA,NA,NA,NA,15.901805869074492,15.689240030097816,1,1,NA,NA
2016,42,121,Pennsylvania,Venango County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,121,Pennsylvania,Venango County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,15.901805869074492,15.689240030097816,1,1,NA,NA
2016,42,121,Pennsylvania,Venango County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,123,Pennsylvania,Warren County,all,All,NA,NA,NA,NA,14.118772018117763,17.377201811776548,1,1,NA,NA
2016,42,123,Pennsylvania,Warren County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,123,Pennsylvania,Warren County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,14.118772018117763,17.377201811776548,1,1,NA,NA
2016,42,123,Pennsylvania,Warren County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,125,Pennsylvania,Washington County,all,All,NA,NA,NA,NA,41.30687602035917,27.626716604244695,1,1,NA,NA
2016,42,125,Pennsylvania,Washington County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,125,Pennsylvania,Washington County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,41.30687602035917,27.626716604244695,1,1,NA,NA
2016,42,125,Pennsylvania,Washington County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,127,Pennsylvania,Wayne County,all,All,NA,NA,NA,NA,21.92939579090292,12.937542430414121,1,1,NA,NA
2016,42,127,Pennsylvania,Wayne County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,127,Pennsylvania,Wayne County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,21.92939579090292,12.937542430414121,1,1,NA,NA
2016,42,127,Pennsylvania,Wayne County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,129,Pennsylvania,Westmoreland County,all,All,NA,NA,NA,NA,41.615082404684834,28.959477156482414,1,1,NA,NA
2016,42,129,Pennsylvania,Westmoreland County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,129,Pennsylvania,Westmoreland County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,41.25499886532691,28.69641191154593,1,1,NA,NA
2016,42,129,Pennsylvania,Westmoreland County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,59.20197044334975,41.80788177339902,1,1,NA,NA
2016,42,131,Pennsylvania,Wyoming County,all,All,NA,NA,NA,NA,15.043932144410611,10.799043062200957,1,1,NA,NA
2016,42,131,Pennsylvania,Wyoming County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,131,Pennsylvania,Wyoming County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,15.043932144410611,10.799043062200957,1,1,NA,NA
2016,42,131,Pennsylvania,Wyoming County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,42,133,Pennsylvania,York County,all,All,NA,NA,NA,NA,59.397779051049085,47.297563504406426,1,1,NA,NA
2016,42,133,Pennsylvania,York County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,85.55112016293279,82.68798370672097,1,1,NA,NA
2016,42,133,Pennsylvania,York County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,51.90416798788007,37.93418595638234,1,1,NA,NA
2016,42,133,Pennsylvania,York County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,84.49553305539011,74.6929720071471,1,1,NA,NA
2016,44,001,Rhode Island,Bristol County,all,All,NA,NA,NA,NA,59.72049689440994,46.37639751552795,1,1,NA,NA
2016,44,001,Rhode Island,Bristol County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,44,001,Rhode Island,Bristol County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,59.72049689440994,46.37639751552795,1,1,NA,NA
2016,44,001,Rhode Island,Bristol County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,44,003,Rhode Island,Kent County,all,All,NA,NA,NA,NA,63.54328531000772,46.15056598919475,1,1,NA,NA
2016,44,003,Rhode Island,Kent County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,44,003,Rhode Island,Kent County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,63.54328531000772,46.15056598919475,1,1,NA,NA
2016,44,003,Rhode Island,Kent County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,44,005,Rhode Island,Newport County,all,All,NA,NA,NA,NA,57.72863446353925,41.15977705527171,1,1,NA,NA
2016,44,005,Rhode Island,Newport County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,44,005,Rhode Island,Newport County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,55.29768588251404,38.48445844173627,2,2,NA,NA
2016,44,005,Rhode Island,Newport County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,71.29106187929717,56.08556149732621,2,2,NA,NA
2016,44,007,Rhode Island,Providence County,all,All,NA,NA,NA,NA,75.55905681142553,70.61292077266575,1,1,NA,NA
2016,44,007,Rhode Island,Providence County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,84.02170890334156,84.48181206548553,1,1,NA,NA
2016,44,007,Rhode Island,Providence County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,67.98366346247208,59.60593261481697,1,1,NA,NA
2016,44,007,Rhode Island,Providence County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,83.48971722365039,79.88264781491003,1,1,NA,NA
2016,44,009,Rhode Island,Washington County,all,All,NA,NA,NA,NA,48.83283917799816,22.346181372047848,1,1,NA,NA
2016,44,009,Rhode Island,Washington County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,44,009,Rhode Island,Washington County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,48.843096667356654,22.461291658041812,2,2,NA,NA
2016,44,009,Rhode Island,Washington County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,48,13,2,2,NA,NA
2016,45,001,South Carolina,Abbeville County,all,All,NA,NA,NA,NA,3.19853539462978,16.934092758340114,1,1,NA,NA
2016,45,001,South Carolina,Abbeville County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,3.5073529411764706,14.713235294117649,1,1,NA,NA
2016,45,001,South Carolina,Abbeville County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,2.5627705627705626,31.251082251082252,1,1,NA,NA
2016,45,001,South Carolina,Abbeville County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,3,11.283018867924527,1,1,NA,NA
2016,45,003,South Carolina,Aiken County,all,All,NA,NA,NA,NA,22.303688700669,29.22273368931443,1,1,NA,NA
2016,45,003,South Carolina,Aiken County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,25.180232558139537,30.125968992248065,1,1,NA,NA
2016,45,003,South Carolina,Aiken County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,23.01065279326149,30.090548742722657,1,1,NA,NA
2016,45,003,South Carolina,Aiken County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,19.975886524822695,27.56737588652482,1,1,NA,NA
2016,45,005,South Carolina,Allendale County,all,All,NA,NA,NA,NA,0,0,1,1,NA,NA
2016,45,005,South Carolina,Allendale County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,0,0,1,1,NA,NA
2016,45,005,South Carolina,Allendale County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,45,005,South Carolina,Allendale County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,0,0,1,1,NA,NA
2016,45,007,South Carolina,Anderson County,all,All,NA,NA,NA,NA,21.623595505617978,29.019741678042635,1,1,NA,NA
2016,45,007,South Carolina,Anderson County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,29.728323699421967,25.79961464354528,1,1,NA,NA
2016,45,007,South Carolina,Anderson County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,19.008018939972505,31.9714372995265,1,1,NA,NA
2016,45,007,South Carolina,Anderson County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,23.695127210004312,17.39801638637344,1,1,NA,NA
2016,45,009,South Carolina,Bamberg County,all,All,NA,NA,NA,NA,0.7033656588705077,1.858528237307473,1,1,NA,NA
2016,45,009,South Carolina,Bamberg County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,0.6363636363636364,0,1,1,NA,NA
2016,45,009,South Carolina,Bamberg County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,45,009,South Carolina,Bamberg County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1,10.086687306501547,1,1,NA,NA
2016,45,011,South Carolina,Barnwell County,all,All,NA,NA,NA,NA,2.0523642047674873,12.035951543571707,1,1,NA,NA
2016,45,011,South Carolina,Barnwell County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,2.261723009814613,13.694111232279171,1,1,NA,NA
2016,45,011,South Carolina,Barnwell County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,1,0,1,1,NA,NA
2016,45,011,South Carolina,Barnwell County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,2,15,1,1,NA,NA
2016,45,013,South Carolina,Beaufort County,all,All,NA,NA,NA,NA,40.763700250016896,31.25359821609568,1,1,NA,NA
2016,45,013,South Carolina,Beaufort County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,41.42893450635386,40.61798631476051,1,1,NA,NA
2016,45,013,South Carolina,Beaufort County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,37.586666666666666,24.52084388185654,1,1,NA,NA
2016,45,013,South Carolina,Beaufort County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,44.86618781590849,29.123437084330934,1,1,NA,NA
2016,45,015,South Carolina,Berkeley County,all,All,NA,NA,NA,NA,39.02474363215349,35.4827654647701,1,1,NA,NA
2016,45,015,South Carolina,Berkeley County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,39.61654733492443,34.3587907716786,1,1,NA,NA
2016,45,015,South Carolina,Berkeley County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,38.7578642384106,37.49475717439294,1,1,NA,NA
2016,45,015,South Carolina,Berkeley County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,38.9521484375,32.957275390625,1,1,NA,NA
2016,45,017,South Carolina,Calhoun County,all,All,NA,NA,NA,NA,23.669054441260744,33.48615090735434,1,1,NA,NA
2016,45,017,South Carolina,Calhoun County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,22.887035633055344,33.18423047763457,1,1,NA,NA
2016,45,017,South Carolina,Calhoun County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,25,34,1,1,NA,NA
2016,45,017,South Carolina,Calhoun County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,45,019,South Carolina,Charleston County,all,All,NA,NA,NA,NA,55.89716897995153,50.85963317911434,1,1,NA,NA
