state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_income_50,pctl_income_80,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,housing_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
26,22000,Michigan,Detroit city,0.29093613910010324,1,1.1389973,1.0801661,1.1978285,1,0.99824882,1,0.99850827,1,0.95361835,1,0.9174244229700425,1,0.7813439932595895,1,12359.136,36047.48,77038.6144,1,0.58016,1,61.4%:75.8%,1,5.9%:5.5%,1,5.1%:5.4%,1,27.6%:13.3%,1,2090,2081,2099,0.0267602205,1,1.359966011248735,1.330211950015143,1.1738583051777094,1,0.5300141933037802,1,0.0460708300679307,0.7753470103367417,0.07777492108825415,0.1008072385070734,0.40698297309323894,1,0.1300043512518904,1,0.46329065371793937,1,0.81590844625894,1,0.7303601278515932,1,48,1,0.5370489533342465,2,0.3,1,368.6790397586828,1,3993.755207865465,6636.640450517147,1,0.5860194655185316,1
26,27440,Michigan,Farmington Hills city,0.6288275556027557,2,NA,NA,NA,NA,0,1,0,1,0,1,1,2,0.9402858541594526,1,28837.984,70859.0464,142645.028,2,NA,NA,27.5%:42.6%,2,2.3%:1.9%,3,6.6%:10.4%,2,63.7%:45.1%,2,NA,NA,NA,NA,NA,1.7035695368909032,1.1416984333474545,0.7160913343737579,2,0.8474741203905778,1,0.19002017934542503,0.17899915222868332,0.02207787555672306,0.6089027928691686,0,1,0.7953512444013412,1,0.9591634991217683,1,0.7305976096603484,1,0.36724923599778214,1,61,1,1.0098810139325842,3,2.5,2,450.32751091703057,1,826.2785227286296,1239.4177840929444,1,0.7942888114241502,2
26,29000,Michigan,Flint city,0.18723126327909756,3,0.92275691,0.66820133,1.1773126,1,0.89677715,1,0.79611653,1,0.65868133,1,0.7065452828266805,1,0.7426781256001537,1,14727.9704,39137.264,72094.96,1,NA,NA,45.5%:52.4%,1,4.2%:3.6%,3,4.5%:5.8%,1,45.8%:38.3%,1,601,601,601,0.0283356905,1,1.5504008716461504,1.5889799785823782,1.345927353439905,1,0.47568898467779847,1,0.06811743806414441,0.5552741501824467,0.04483147685807567,0.3317769348953332,0.3924431993249021,1,0.28477546864960407,1,0.8989291842965023,1,0.8995376850881311,1,0.4642287819050124,1,76,1,0.4469438631648089,3,2,1,349.6925117569034,2,2808.7190320722107,2883.1380833493376,1,0.6842428818698771,1
26,34000,Michigan,Grand Rapids city,0.4726292994185596,1,1.0551375,0.85555518,1.2547199,1,0.61046326,1,0.66034156,1,0.12319546,1,0.8712860552556906,1,0.8580294959011008,1,25748.199999999997,59107.56792,109172.368,1,NA,NA,10.4%:17.9%,1,6.1%:9.7%,1,7.9%:7.5%,1,75.6%:65.0%,1,1559,1557,1561,0.0268867277,1,1.6239657826716116,1.4042151189393404,1.263104329066283,1,0.6900240142030293,1,0.0840451232702241,0.17772847193441765,0.1574058162924926,0.5808205885028657,0.08541482454370511,1,0.7074481418412286,1,0.6053451875455312,1,0.8848042614736078,1,0.3158498039750534,1,55,1,0.820322557132457,3,2.3,2,207.78652668416447,2,2653.4181079359946,3869.4417208300906,1,0.8307698232462567,1
26,46000,Michigan,Lansing city,0.7208389454324597,1,0.83213085,0.64845294,1.0158088,1,0.79608893,1,0.766352,1,0.54854465,1,0.7703111889815454,1,0.8709768293541799,1,25748.2,50775.4504,89912.7144,1,NA,NA,17.0%:22.2%,2,7.0%:7.8%,2,4.2%:6.9%,2,71.8%:63.1%,2,1029,1028,1030,0.0626255274,1,1.668316168315568,1.8307725526115215,1.4316542454897636,1,0.6312291116051381,1,0.1158708359743644,0.23187372350165503,0.1293136840622579,0.5229417564617227,0.04969484441085549,1,0.7157020545931814,1,0.8458092504478986,1,0.8430155179473305,1,0.4330140554958608,1,75,1,0.7564726544660193,3,3,1,706.8525427056745,1,2719.3816465948307,4130.572575533488,1,0.7729307610686962,1
26,49000,Michigan,Livonia city,0.4515297906602254,2,1.0578549,0.8868891,1.2288207,1,0.34550196,1,0.11682893,1,0.079439253,1,0.9446614583333331,2,0.9336999181480472,1,32957.696,71579.996,133890.64,2,NA,NA,11.7%:19.4%,1,1.3%:1.8%,3,4.2%:5.0%,3,82.7%:73.9%,1,66,66,66,0.0038675652,1,1.9181178673670811,1.8479324653729623,1.594980237489478,2,0.849028488053738,1,0.07688836652884756,0.04354943648078577,0.03516485822822003,0.8443973387621466,0.01290760869565217,1,0.9153906634302724,1,0.946869462475088,1,0.9001934515008375,1,0.14921687289174568,1,54,1,1.022981483807936,2,2.4,1,736.1398665746492,1,855.2479694419376,2266.669465024031,1,0.797541174573021,2
26,69035,Michigan,Rochester Hills city,0.5803138302961585,2,NA,NA,NA,NA,0,1,0,1,0,1,0.9923558094455884,2,0.9370969864455848,1,46346.76,111232.224,202895.816,2,NA,NA,1.4%:4.4%,2,2.6%:4.2%,2,24.4%:23.8%,2,71.5%:67.6%,2,NA,NA,NA,NA,NA,2.0688344189932093,1.623607161247994,1.2893307420006686,2,0.8870909993333295,1,0.16250822476641663,0.03217528622187129,0.04576918015528359,0.7595473088564285,0,1,0.9523847148455904,1,0.9386929173442534,1,0.7809571676757139,1,0.22611253212070104,1,74,1,1.10817372,3,3,2,NA,NA,NA,NA,NA,0.808724193125794,2
26,74900,Michigan,Southfield city,0.6311219022893757,2,0.94959277,0.78790963,1.1112759,1,0.6042223,1,0.5,1,0.14455445,1,1,2,0.901832117171505,1,28601.10056,70447.0752,142645.028,2,NA,NA,28.6%:43.3%,2,2.2%:1.9%,3,6.4%:10.3%,2,62.8%:44.5%,2,175,174,176,0.0189250559,1,1.6659667597910055,1.1026553875862863,0.6792013049747935,2,0.8127650436946431,1,0.08172345004987139,0.6634469000997427,0.01665441755472728,0.23817523229565857,0,1,0.31111623820686446,1,0.9728130370901764,1,0.8906709694054333,1,0.6801099777711495,1,53,1,0.6901938797989419,3,2.2,2,325.0883392226148,1,1818.9931229985823,3199.643025880624,1,0.794213456331677,2
26,76460,Michigan,Sterling Heights city,0.5603046974185357,3,1.1445746,1.0423651,1.2467842,1,0.2585752,1,0.12524851,1,0.24206686,1,0.6720285969615728,3,0.9345452104250273,1,27808.056,64288.10576,124518.2952,1,NA,NA,2.9%:6.3%,3,1.0%:2.3%,3,10.8%:9.8%,1,85.3%:81.7%,1,65,65,65,0.0024406728,1,1.5496206843164575,1.364777179236043,1.1749086960813344,1,0.7200040986113783,1,0.1068610046098074,0.05832376064805836,0.02477212036222046,0.8100431143799137,0.00176191205760686,1,0.8907298792564197,1,0.9533892707997637,1,0.8570237880449526,1,0.1837508469820904,1,50,1,0.8962806304828621,2,1,1,201.78241129981504,1,1171.8458623621907,1557.488326296788,1,0.7004950979432888,1
26,80700,Michigan,Troy city,0.5833842986618201,2,1.1105636,0.95406777,1.2670594,1,0,1,0,1,0,1,0.9935934169878824,2,0.964837997054492,1,46964.7168,112056.1664,205985.6,2,NA,NA,1.3%:3.7%,2,2.6%:3.9%,3,24.8%:24.4%,2,71.4%:67.9%,2,19,19,19,0.0014459665,1,1.9686909286770655,1.6314497021900936,1.2942351065405346,2,0.8752479337954682,1,0.2960005522827688,0.03617452135493373,0.02210281664212076,0.6457221097201767,0,1,0.9365618475156732,1,0.9644887570742062,1,0.6589441521661878,1,0.32783874400026247,1,55,1,1.097734468676692,2,2,1,519.7505197505197,1,582.1980854197349,1737.3895434462445,1,0.8090751545268816,2
26,84000,Michigan,Warren city,0.3089402830514325,3,1.1776443,0.97712821,1.3781604,1,0.76843363,1,0.54694837,1,0.29356039,1,0.860128617363344,3,0.9020763187429854,1,28323.02,61795.68,109172.368,1,NA,NA,8.7%:20.6%,3,2.4%:3.1%,3,12.4%:10.0%,1,76.5%:66.3%,1,340,339,341,0.0147607885,1,1.7761492105841965,1.535155125346602,1.4709545704468243,1,0.6907962229243342,1,0.14134219689775246,0.20748079081412416,0.02566980344758122,0.6255072088405422,0.00412068393880547,1,0.6848156213462295,1,0.9446831874573988,1,0.8053125804113989,1,0.338132812853555,1,43,1,0.7309313862572515,3,1,2,980.3921568627452,1,1398.6013986013986,2659.788770899882,1,0.7926276052406179,1
26,86000,Michigan,Westland city,0.12414204715010443,3,0.99684787,0.84271336,1.1509824,1,0.44417307,1,0.30573249,1,0.29708272,1,0.7669376693766937,2,0.9154435564553148,1,24306.3008,51496.4,102889.8072,2,NA,NA,13.1%:26.7%,2,2.9%:3.4%,3,7.2%:6.1%,3,76.8%:63.8%,2,227,227,227,0.0187541302,1,1.6201097137656073,1.5577609486322432,1.2997159855030078,2,0.7299004324746632,1,0.09346641400171844,0.2207483433575405,0.0487988606537117,0.6369863819870294,0,1,0.6480935664022078,1,0.9327788818282834,1,0.8760011060669556,1,0.3069448161796789,1,54,1,0.815928031948052,3,2.3,2,1221.476510067114,1,1887.925047963183,2206.894928261202,1,0.7021133540135389,2
26,88940,Michigan,Wyoming city,0.25363800016495414,2,0.99472058,0.70832717,1.281114,1,0.7555359,1,0.82853776,1,0.50200135,1,0.7613538278217301,2,0.9027862969004894,1,29352.948,64267.5072,106906.5264,2,NA,NA,1.5%:6.7%,3,9.7%:14.2%,3,1.8%:5.6%,3,87.0%:73.5%,3,142,142,142,0.0210619997,1,1.8630419256266055,1.7150993210510452,1.4893298156551538,2,0.6802477589757296,1,0.07241761827079934,0.0770636215334421,0.2396867862969005,0.6108319738988581,0,1,0.9015588761082444,1,0.6816617067965113,1,0.907298491944984,1,0.3575568567481331,1,60,1,0.7702481644839069,3,3.8,2,1771.8832891246684,1,2195.10603588907,2504.4045676998367,1,0.8287129903930368,2
27,06616,Minnesota,Bloomington city,0.450434369034951,2,0.83854592,0.66468287,1.012409,1,0.10373648,1,0.12287334,1,0.012545454,1,0.9999395862103344,3,0.922033632988953,1,38313.3216,78171.5352,150369.488,2,NA,NA,2.8%:8.4%,3,4.7%:6.0%,3,6.8%:9.5%,2,85.7%:76.1%,2,278,278,278,0.0262462236,1,1.749113859573101,1.731949779363746,1.5430718956287108,2,0.8727002579582557,1,0.12778970436960507,0.10153629410975444,0.09265843731830582,0.6780155642023347,0,1,0.8521525657737729,1,0.8051711734116866,1,0.8421934391375006,1,0.2846708248970437,1,21,1,0.9913981127308066,2,1.8,1,3165.7576476167887,1,714.4773916543674,5202.602978666309,1,0.8221077561741607,2
27,07966,Minnesota,Brooklyn Park city,0.16619452313503305,3,NA,NA,NA,NA,0.70095801,1,0.82049304,1,0.53382087,1,1,3,0.925475383297946,1,43256.976,81364.312,156549.056,2,NA,NA,7.0%:18.4%,3,7.7%:6.5%,3,15.8%:12.2%,3,69.4%:62.8%,2,28,28,28,0.0130414534,1,1.6024063314881742,1.7366284622731616,1.7468575418994412,2,0.805162177376297,1,0.2523255950356024,0.300421129189297,0.05833636374300562,0.388916912032095,0,2,0.6186442794860836,1,0.9067106868981052,1,0.7271828792746209,1,0.5418195140674059,1,10,1,0.8460040441592427,3,1.5,2,4002.4014408645185,1,1514.4227949370652,4615.998216946051,1,0.8574516562481744,2
27,17000,Minnesota,Duluth city,0.5975901336248274,1,0.96287686,0.78915143,1.1366023,1,0.48318583,1,0.33956388,1,0.19097376,1,0.9833688385495252,1,0.8418770398219373,1,26366.1568,68696.1976,133272.6832,1,NA,NA,1.6%:1.5%,3,1.8%:1.3%,3,5.7%:6.9%,2,90.9%:90.3%,2,393,393,393,0.0386772938,1,1.7252389376151331,1.6907800479155612,1.213042401716243,1,0.725339118462377,1,0.07429276562373863,0.02571761368223178,0.02650182791110701,0.8734877927829225,0.2547909788493111,1,0.9233297427307642,1,0.9550014799893336,1,0.9119511415617726,1,0.12244641747397496,1,56,1,0.9789070658431254,2,2,1,410.01610777566265,1,1168.2485497803048,5873.5339230316795,1,0.8350059776121973,1
27,43000,Minnesota,Minneapolis city,0.42388361123776,1,0.95045638,0.84132797,1.0595849,1,0.73497951,1,0.68847388,1,0.18135555,1,0.8580017812818247,1,0.862083647971846,1,25768.798559999996,71065.032,149339.56,1,0.16416,1,4.6%:14.5%,1,5.1%:6.7%,1,7.6%:11.3%,1,82.6%:67.5%,1,2746,2744,2748,0.063835226,1,1.5090917257347836,1.2598879092419044,0.8745781175547936,1,0.7581427131951257,1,0.1188145597060394,0.1821304144289105,0.09832247683437194,0.6007325490306782,0.23719012995935193,1,0.6302839188567755,1,0.8330635085066175,1,0.8399110536451894,1,0.30536564777931974,1,9,1,1.0433578438270357,2,0.6,1,1227.0300563371973,1,1925.2348320712508,6844.416842511368,1,0.832716951654929,1
27,51730,Minnesota,Plymouth city,0.7687558130168577,2,NA,NA,NA,NA,0.022879465,1,0.0042872452,1,0.00162584,1,0.8638355603661998,2,0.9560811655046604,1,50116.29648,127402.0936,232145.7712,2,NA,NA,1.3%:10.8%,3,1.1%:0.8%,3,9.7%:8.3%,2,87.8%:80.1%,2,129,129,129,0.1172727272,1,1.8414193036043431,1.5640142331323814,1.882002391308004,2,0.8938747792390139,1,0.16369293050453557,0.04785466176874828,0.04648024589549442,0.7419721618312217,0,2,0.9120731142012264,1,0.9286439498109276,1,0.7683046100765457,1,0.23812856229492704,1,28,1,1.1253662730973453,3,1.4,2,256.31636763090444,1,407.32688607341873,2507.6842342004647,1,0.924690514937036,2
27,54880,Minnesota,Rochester city,0.6013892599519102,3,0.82112718,0.68747324,0.95478112,1,0.15160351,1,0.13532609,1,0.040642899,1,0.947772096420745,3,0.9122540340092874,1,41197.12,84660.0816,157578.984,2,NA,NA,1.3%:4.7%,3,1.2%:4.4%,3,8.3%:9.2%,3,89.2%:81.7%,3,416,416,416,0.022837067,1,1.8785886959344775,1.9578445880204347,1.936803181510336,2,0.7972715470038639,1,0.11849797881936323,0.08797982160157686,0.05833027093842916,0.7351919286406308,0.07657657228143755,1,0.8409775310194919,1,0.911430208327076,1,0.8681073922973305,1,0.24737981135561649,1,53,1,1.111690359852941,3,2.9,2,1480.2501385260823,1,869.4417532489226,3318.2440784418536,1,0.8864007926678227,2
27,58000,Minnesota,St. Paul city,0.2682129926018674,1,NA,NA,NA,NA,0.74683547,1,0.44117647,1,0.021978023,1,0.8302737250323068,1,0.8993385009249365,1,30176.890400000004,68490.212,133890.64,1,0.18435000000000001,1,3.7%:12.6%,1,3.9%:6.5%,3,13.7%:16.7%,1,78.7%:64.2%,1,289,285,293,0.006432944,1,1.6068876845910025,1.5189202204156456,1.0725385276165422,1,0.7287310727355556,1,0.2453357696988872,0.15772023334872204,0.08719261600446811,0.5097513809479227,0.05984403254972875,1,0.7124187936619413,1,0.8604174945505874,1,0.6322118296062204,1,0.3550199574073082,1,5,1,0.9120539477647762,2,0.9,1,664.8005598320503,1,1411.7791387275586,6335.088506574636,1,0.8421124784374472,1
27,71428,Minnesota,Woodbury city,0.2750161523236833,2,NA,NA,NA,NA,0,1,0,1,0,1,0.9999756917612982,3,0.9719512524657498,1,50569.4648,101962.872,180237.4,2,NA,NA,2.1%:3.5%,3,2.8%:5.6%,3,12.5%:10.6%,3,82.6%:80.3%,3,NA,NA,NA,NA,NA,1.7726024831971572,1.8137452602088175,1.509745527154424,2,0.9411235036688091,1,0.15032291188153593,0.04799092063663631,0.0423028075769449,0.7593833599048828,0,2,0.9345409039341902,1,0.9485035466715622,1,0.8232791358152223,1,0.23398264852854875,1,28,1,1.2056446069651745,3,2.9,1,686.6864815004612,3,290.4855838084687,2926.4733699029916,3,0.8760382825786206,2
28,36000,Mississippi,Jackson city,0.4926825684880195,1,0.79510236,0.69058841,0.8996163,1,1,1,1,1,1,1,0.8993327640770808,1,0.8485679483173154,1,14007.020800000002,38519.3072,79634.03296,1,NA,NA,42.8%:73.5%,2,1.1%:1.4%,3,1.1%:2.3%,2,54.9%:22.8%,2,3558,3558,3558,0.1580630839,1,1.394246036405273,1.1459263510290902,1.052661567081022,1,0.5211519438072448,1,0.01400483409118447,0.8259408302137077,0.01477650300058034,0.14527783269452751,0.22029767388398455,1,0.11937494793625426,1,0.9527519455986732,1,0.9488977186113978,1,0.5445273904924611,1,19,1,0.6409723291951959,2,1.2,1,NA,NA,NA,NA,NA,0.731015990078869,1
29,15670,Missouri,Columbia city,0.3614857854326623,3,0.97966057,0.84926367,1.1100575,1,0.39528102,1,0.35650769,1,0.17282936,1,0.9797512293896442,2,0.8319956249698413,1,24203.308,61795.68,122561.432,2,NA,NA,4.0%:7.3%,3,1.6%:3.0%,3,6.5%:7.4%,3,87.9%:82.2%,3,170,170,170,0.0089985179,1,1.7016015353795526,1.6718430539254276,0.9542420030374524,2,0.6017714261025644,1,0.11568898682665552,0.11423332421868716,0.03658458123562432,0.733493107719033,0.30781738439167333,1,0.8369587926401323,1,0.9376500528004024,1,0.8687088585408296,1,0.2488627891037203,1,42,1,0.958034494668588,3,4,2,5134.788189987164,1,1778.1602354795646,4449.019639381705,1,0.8433081318173947,2
29,35000,Missouri,Independence city,0.36656169833584634,2,0.96701926,0.79519975,1.1388388,1,0.46591422,1,0.50964886,1,0.36510327,1,0.8776404498229678,2,0.8882925632005236,1,28837.984,61795.68,107112.512,2,NA,NA,9.3%:17.0%,3,5.3%:7.2%,3,4.2%:3.7%,3,81.2%:72.1%,3,1101,1101,1101,0.0557383671,1,1.715077383640657,1.84132117385977,1.522274274905581,2,0.5547960390965816,1,0.06737298535547738,0.09552483023807576,0.09496032070686412,0.7421418636995828,0.08814800172160231,1,0.8622785906389006,1,0.8691783855071565,1,0.9022481281632416,1,0.24320991380006615,1,34,1,0.797524075944378,3,1.1,2,3096.356774243241,1,1115.110856581854,5173.034443262702,1,0.7993513792318199,2
29,38000,Missouri,Kansas City city,0.3127031751079594,1,0.99656999,0.85148716,1.1416528,1,0.76777166,1,0.67050141,1,0.18290731,1,0.9185662927763344,1,0.8705782167422408,1,26263.164,61795.68,118441.72,1,0.3924,1,12.2%:25.0%,2,4.8%:8.6%,2,5.4%:6.1%,2,77.6%:60.3%,2,3118,3117,3119,0.0456168056,1,1.5848434190261942,1.4679157345067948,1.1049041924634726,1,0.6309975342548678,1,0.07515564159754236,0.2629979884480011,0.1068112225102816,0.5550351474441749,0.11678875361871818,1,0.4832420898902255,1,0.7545035239989184,1,0.9019121126459128,1,0.3203999500101814,1,33,1,0.8687015790911123,2,0.3,1,560.7663141089603,2,2165.353155709246,6084.198672097127,1,0.8291298918255186,1
29,41348,Missouri,Lee's Summit city,0.5080831056607763,1,NA,NA,NA,NA,0.02601156,1,0.0050825919,1,0.013732222,1,0.9091405656410412,1,0.9523181042353036,1,46346.76000000001,97843.16,164891.4728,1,NA,NA,5.2%:8.2%,2,2.7%:3.9%,2,6.8%:6.2%,2,85.3%:81.7%,2,NA,NA,NA,NA,NA,2.122931311147468,1.955612501541696,3.0813841619014077,1,0.7465307511897021,1,0.0644722740443774,0.08488469019171992,0.04829714603262811,0.8023458897312745,0,2,0.8820667844706074,1,0.9263577574260032,1,0.9199441718013416,1,0.1929692723797395,1,57,1,0.9950721535341772,3,1.5,2,294.8068637085192,1,727.3845909578057,2529.4724725122055,1,0.8902735610783117,1
29,54074,Missouri,O'Fallon city,0.4988453347626323,3,NA,NA,NA,NA,0,1,0,1,0,1,1,3,0.9548908614347702,1,49436.544,101715.68928,177302.1052,3,NA,NA,2.1%:2.9%,3,1.5%:2.8%,3,6.0%:6.3%,3,90.4%:88.0%,3,159,159,159,0.0089501832,1,2.2348329725575087,2.047409895527842,1.9260020959933335,3,0.6013098171117762,3,0.07253144203872161,0.03844628972930111,0.04391973745071694,0.8451025307812603,0,2,0.9452272001898252,1,0.9485320332477492,1,0.9155411433039408,1,0.14155046327316684,1,26,1,1.101375934046891,3,1.9,2,1376.268195853551,1,828.1755908460167,2145.327195436224,1,0.8771954903174184,3
29,65000,Missouri,St. Louis city,0.42147121144689614,1,NA,NA,NA,NA,0.90106082,1,0.41501105,1,0.075388841,1,0.8700209277181421,1,0.812247553560754,1,16478.848,51496.40000000001,108657.404,1,0.44273,1,18.8%:39.9%,1,2.4%:3.1%,1,5.9%:6.8%,1,72.9%:50.2%,1,187,186,188,0.0168392621,1,1.499245707537348,1.608674283818837,1.1198593372658587,1,0.5668165557590191,1,0.0683417716084244,0.4460330199116871,0.04227063909613028,0.4433545693837582,0.10425270870414212,1,0.30835234853441945,1,0.9253303110833192,1,0.8979037043984346,1,0.3527364532453322,1,19,1,0.6953848244349498,1,0.6,1,1854.0498506118777,1,1766.9186589913045,8799.254921776695,1,0.7866402973074509,1
29,70000,Missouri,Springfield city,0.28976185984271513,2,1.0207726,0.91123623,1.1303089,1,0.67302191,1,0.55854344,1,0.44817409,1,0.9556628023786362,2,0.7619911863964461,1,23379.3656,48303.6232,95793.60328,2,NA,NA,0.5%:2.1%,3,1.9%:3.2%,3,6.3%:7.6%,2,91.3%:87.1%,2,2014,2014,2014,0.07849098,1,1.62598927450762,1.4935763212590247,1.186729684050808,2,0.5344438043420793,1,0.06788728551686506,0.0391807974947065,0.04491023291400509,0.8480216840744234,0.20702034227568383,1,0.933817437278294,1,0.9266137562497548,1,0.9049097337356008,1,0.15075590618529203,1,24,1,0.8976152641988796,3,2.4,2,3091.931216931217,2,2939.4494759879717,8967.218851384614,2,0.8025330505840158,2
30,06550,Montana,Billings city,0.5457438515232566,1,1.1162713,0.87232882,1.3602139,2,0.056910571,1,0.091090426,1,0.042053789,1,0.8894628587847179,1,0.8885373717466656,1,25830.63543712001,61404.30736,113292.08,1,NA,NA,0.5%:0.6%,3,3.1%:5.6%,3,5.6%:8.4%,2,90.9%:85.4%,2,465,464,466,0.0258419476,1,1.6021383711156372,1.6437138636708035,1.5754587296500222,1,0.5599033280396851,3,0.0886687584817917,0.0049961534804519,0.06944480460545083,0.8368902834323055,0,1,0.98631573656305,2,0.8919400281562182,1,0.8709662858282432,1,0.15006969710624618,1,77,1,0.922228418737024,3,6.3,2,4256.194945253972,1,2235.303269973809,7110.442652283276,1,0.8177424584548252,1
31,28000,Nebraska,Lincoln city,0.3393039678068903,1,0.9328894,0.84678727,1.0189916,1,0.39777777,1,0.34634653,1,0.15109722,1,0.9201193794464464,1,0.8893531071883127,1,27705.063200000004,62825.60800000001,128741,1,0.1808,1,1.9%:3.2%,3,3.8%:4.8%,3,5.3%:6.9%,3,89.0%:85.0%,3,236,236,236,0.0055847415,1,1.5763579682432751,1.5624565676800917,1.212919330018346,1,0.6475821419577951,1,0.09498644236622213,0.04041004925017984,0.08080972276022357,0.7837937856233744,0.08654567133410272,1,0.9211095025714456,1,0.8649406833592252,1,0.8637401396749906,1,0.19488660512801384,1,56,1,0.9620183925595835,2,0.8,1,3756.0148163533777,1,1793.2737535277518,5313.416523712025,1,0.8733046132245921,1
31,37000,Nebraska,Omaha city,0.46062265003035047,1,0.91162944,0.81325895,1.0099999,1,0.43281251,1,0.65518004,1,0.10823426,1,0.9290384641455004,1,0.8917016180420809,1,27705.063200000004,66945.32,135971.09456,1,0.21136,1,3.6%:11.0%,2,11.1%:11.9%,2,6.1%:6.0%,2,79.2%:71.1%,2,2089,2089,2089,0.0249835551,1,1.579167701328342,1.351877330635628,0.8834569500913404,1,0.6680399585207407,1,0.08027103280546,0.11825824336811738,0.14492305233588562,0.656547671490537,0.09609223683006723,1,0.6804359267147844,1,0.655663107117974,1,0.8688719069826913,1,0.2659308384293952,1,55,1,0.8610699416652422,2,0.4,1,0,3,0.2048932608557572,2.6636123911248437,3,0.8339961620068581,1
32,31900,Nevada,Henderson city,0.23932956028767832,1,NA,NA,NA,NA,0.40000001,1,0.33211577,1,0.21198311,1,0.9284381419706992,1,0.9384963855421686,1,31721.782399999996,73948.8304,149442.5528,1,NA,NA,4.3%:7.1%,3,14.0%:17.2%,3,15.5%:14.7%,3,66.3%:61.0%,3,NA,NA,NA,NA,NA,1.4437746295157827,1.1847191048186398,1.2606402946109043,1,0.7582794510997083,1,0.1512160642570281,0.05831967871485943,0.18647710843373497,0.6039871485943775,0,1,0.8987984342085461,1,0.7756880279660232,1,0.819077837075394,1,0.37559542191602335,1,37,1,0.958877762881636,3,0.5,1,1227.031316769428,1,1243.0522088353414,2856.867469879518,1,0.7713954028661457,1
32,40000,Nevada,Las Vegas city,0.294114040455606,1,1.0369415,1.0033937,1.0704894,2,0.70067793,1,0.78582007,1,0.36358932,1,0.7929666909335896,1,0.8576323359368354,1,24100.3152,59735.824,123591.36,1,0.34999,1,7.0%:15.3%,2,28.8%:34.1%,2,11.0%:11.6%,2,53.2%:39.0%,2,13304,13304,13304,0.0398663543,1,1.3197313675130249,1.0095558983911388,0.8204324938234882,1,0.6508859582644848,1,0.12771863273607167,0.11056639560418786,0.3405635915095796,0.4211513801501609,0.03811929924512516,1,0.8353731051486976,1,0.5339768862191612,1,0.8452010036436578,1,0.4857832949603192,1,41,1,0.7860879154517517,2,0.2,1,3189.376312354577,2,6325.596342704471,10590.81328195644,2,0.7229420004155245,1
32,51800,Nevada,North Las Vegas city,0.22058590187323993,1,NA,NA,NA,NA,0.77125889,1,0.80067933,1,0.55490029,1,0.9066382543890874,1,0.9083993868385984,1,31927.768,71065.032,127711.072,1,NA,NA,19.6%:25.2%,2,30.0%:36.0%,2,11.1%:11.2%,2,39.3%:27.6%,2,NA,NA,NA,NA,NA,1.4452803560848184,1.1067255786284302,1.0795889141446082,1,0.6610528652010376,1,0.12737349694574754,0.2127500596985033,0.4198923116030781,0.23998413175267105,0.06007897549887577,1,0.7312619660900659,1,0.4980342946882787,1,0.8270793123296738,1,0.6897472099460297,1,39,1,0.6886258910741371,2,0.3,1,779.8909892148904,3,1092.290034586617,2798.5117740854575,3,0.7529399385525506,1
32,60600,Nevada,Reno city,0.25323058485963496,1,1.0386949,0.96249127,1.1148984,2,0.40458488,1,0.5461697,1,0.17131311,1,0.9091159256704464,1,0.8673671574719233,1,27808.056,70035.104,133890.64,1,NA,NA,1.4%:3.0%,3,12.0%:19.7%,2,6.8%:11.0%,2,79.8%:66.3%,2,2253,2253,2253,0.0332036428,1,1.4625520695766208,1.1225374116969316,1.0266253015856388,1,0.727245153847145,1,0.13339078845613725,0.03180294944846929,0.2334742779314617,0.6013319841639317,0.10977599990026458,1,0.929276992668553,1,0.6365150967788019,1,0.8328119320493035,1,0.341298781831079,1,18,1,0.8520714509669848,3,0.8,1,1645.2860924455304,2,1672.097971244224,5526.079880575423,2,0.8315497085472752,1
