year,state,county,state_name,county_name,subgroup_type,subgroup,environmental,environmental_quality
2018,29,135,Missouri,Moniteau County,all,All,55,1
2018,29,135,Missouri,Moniteau County,poverty,High Poverty Tracts,NA,NA
2018,29,135,Missouri,Moniteau County,poverty,Not High Poverty Tracts,55,1
2018,29,135,Missouri,Moniteau County,race-ethnicity,Majority Non-White,NA,NA
2018,29,135,Missouri,Moniteau County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,135,Missouri,Moniteau County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,137,Missouri,Monroe County,all,All,60,1
2018,29,137,Missouri,Monroe County,poverty,High Poverty Tracts,NA,NA
2018,29,137,Missouri,Monroe County,poverty,Not High Poverty Tracts,60,1
2018,29,137,Missouri,Monroe County,race-ethnicity,Majority Non-White,NA,NA
2018,29,137,Missouri,Monroe County,race-ethnicity,"Majority White, Non-Hispanic",61,1
2018,29,137,Missouri,Monroe County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,139,Missouri,Montgomery County,all,All,55,1
2018,29,139,Missouri,Montgomery County,poverty,High Poverty Tracts,NA,NA
2018,29,139,Missouri,Montgomery County,poverty,Not High Poverty Tracts,55,1
2018,29,139,Missouri,Montgomery County,race-ethnicity,Majority Non-White,NA,NA
2018,29,139,Missouri,Montgomery County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,139,Missouri,Montgomery County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,141,Missouri,Morgan County,all,All,55,1
2018,29,141,Missouri,Morgan County,poverty,High Poverty Tracts,NA,NA
2018,29,141,Missouri,Morgan County,poverty,Not High Poverty Tracts,55,1
2018,29,141,Missouri,Morgan County,race-ethnicity,Majority Non-White,NA,NA
2018,29,141,Missouri,Morgan County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,141,Missouri,Morgan County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,143,Missouri,New Madrid County,all,All,55,1
2018,29,143,Missouri,New Madrid County,poverty,High Poverty Tracts,NA,NA
2018,29,143,Missouri,New Madrid County,poverty,Not High Poverty Tracts,55,1
2018,29,143,Missouri,New Madrid County,race-ethnicity,Majority Non-White,NA,NA
2018,29,143,Missouri,New Madrid County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,143,Missouri,New Madrid County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,145,Missouri,Newton County,all,All,47,1
2018,29,145,Missouri,Newton County,poverty,High Poverty Tracts,NA,NA
2018,29,145,Missouri,Newton County,poverty,Not High Poverty Tracts,47,1
2018,29,145,Missouri,Newton County,race-ethnicity,Majority Non-White,NA,NA
2018,29,145,Missouri,Newton County,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,29,145,Missouri,Newton County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,147,Missouri,Nodaway County,all,All,70,1
2018,29,147,Missouri,Nodaway County,poverty,High Poverty Tracts,NA,NA
2018,29,147,Missouri,Nodaway County,poverty,Not High Poverty Tracts,72,1
2018,29,147,Missouri,Nodaway County,race-ethnicity,Majority Non-White,NA,NA
2018,29,147,Missouri,Nodaway County,race-ethnicity,"Majority White, Non-Hispanic",70,1
2018,29,147,Missouri,Nodaway County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,149,Missouri,Oregon County,all,All,33,1
2018,29,149,Missouri,Oregon County,poverty,High Poverty Tracts,NA,NA
2018,29,149,Missouri,Oregon County,poverty,Not High Poverty Tracts,33,1
2018,29,149,Missouri,Oregon County,race-ethnicity,Majority Non-White,NA,NA
2018,29,149,Missouri,Oregon County,race-ethnicity,"Majority White, Non-Hispanic",33,1
2018,29,149,Missouri,Oregon County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,151,Missouri,Osage County,all,All,55,1
2018,29,151,Missouri,Osage County,poverty,High Poverty Tracts,NA,NA
2018,29,151,Missouri,Osage County,poverty,Not High Poverty Tracts,55,1
2018,29,151,Missouri,Osage County,race-ethnicity,Majority Non-White,NA,NA
2018,29,151,Missouri,Osage County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,151,Missouri,Osage County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,153,Missouri,Ozark County,all,All,31,1
2018,29,153,Missouri,Ozark County,poverty,High Poverty Tracts,NA,NA
2018,29,153,Missouri,Ozark County,poverty,Not High Poverty Tracts,31,1
2018,29,153,Missouri,Ozark County,race-ethnicity,Majority Non-White,NA,NA
2018,29,153,Missouri,Ozark County,race-ethnicity,"Majority White, Non-Hispanic",31,1
2018,29,153,Missouri,Ozark County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,155,Missouri,Pemiscot County,all,All,55,1
2018,29,155,Missouri,Pemiscot County,poverty,High Poverty Tracts,55,1
2018,29,155,Missouri,Pemiscot County,poverty,Not High Poverty Tracts,55,1
2018,29,155,Missouri,Pemiscot County,race-ethnicity,Majority Non-White,55,1
2018,29,155,Missouri,Pemiscot County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,155,Missouri,Pemiscot County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,157,Missouri,Perry County,all,All,40,1
2018,29,157,Missouri,Perry County,poverty,High Poverty Tracts,NA,NA
2018,29,157,Missouri,Perry County,poverty,Not High Poverty Tracts,40,1
2018,29,157,Missouri,Perry County,race-ethnicity,Majority Non-White,NA,NA
2018,29,157,Missouri,Perry County,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,29,157,Missouri,Perry County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,159,Missouri,Pettis County,all,All,55,1
2018,29,159,Missouri,Pettis County,poverty,High Poverty Tracts,NA,NA
2018,29,159,Missouri,Pettis County,poverty,Not High Poverty Tracts,55,1
2018,29,159,Missouri,Pettis County,race-ethnicity,Majority Non-White,NA,NA
2018,29,159,Missouri,Pettis County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,159,Missouri,Pettis County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,161,Missouri,Phelps County,all,All,42,1
2018,29,161,Missouri,Phelps County,poverty,High Poverty Tracts,26,1
2018,29,161,Missouri,Phelps County,poverty,Not High Poverty Tracts,45,1
2018,29,161,Missouri,Phelps County,race-ethnicity,Majority Non-White,NA,NA
2018,29,161,Missouri,Phelps County,race-ethnicity,"Majority White, Non-Hispanic",42,1
2018,29,161,Missouri,Phelps County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,163,Missouri,Pike County,all,All,55,1
2018,29,163,Missouri,Pike County,poverty,High Poverty Tracts,NA,NA
2018,29,163,Missouri,Pike County,poverty,Not High Poverty Tracts,55,1
2018,29,163,Missouri,Pike County,race-ethnicity,Majority Non-White,NA,NA
2018,29,163,Missouri,Pike County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,163,Missouri,Pike County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,165,Missouri,Platte County,all,All,48,1
2018,29,165,Missouri,Platte County,poverty,High Poverty Tracts,NA,NA
2018,29,165,Missouri,Platte County,poverty,Not High Poverty Tracts,48,1
2018,29,165,Missouri,Platte County,race-ethnicity,Majority Non-White,NA,NA
2018,29,165,Missouri,Platte County,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,29,165,Missouri,Platte County,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,29,167,Missouri,Polk County,all,All,55,1
2018,29,167,Missouri,Polk County,poverty,High Poverty Tracts,NA,NA
2018,29,167,Missouri,Polk County,poverty,Not High Poverty Tracts,55,1
2018,29,167,Missouri,Polk County,race-ethnicity,Majority Non-White,NA,NA
2018,29,167,Missouri,Polk County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,167,Missouri,Polk County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,169,Missouri,Pulaski County,all,All,37,1
2018,29,169,Missouri,Pulaski County,poverty,High Poverty Tracts,NA,NA
2018,29,169,Missouri,Pulaski County,poverty,Not High Poverty Tracts,39,1
2018,29,169,Missouri,Pulaski County,race-ethnicity,Majority Non-White,NA,NA
2018,29,169,Missouri,Pulaski County,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,29,169,Missouri,Pulaski County,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,29,171,Missouri,Putnam County,all,All,85,1
2018,29,171,Missouri,Putnam County,poverty,High Poverty Tracts,NA,NA
2018,29,171,Missouri,Putnam County,poverty,Not High Poverty Tracts,86,1
2018,29,171,Missouri,Putnam County,race-ethnicity,Majority Non-White,NA,NA
2018,29,171,Missouri,Putnam County,race-ethnicity,"Majority White, Non-Hispanic",85,1
2018,29,171,Missouri,Putnam County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,173,Missouri,Ralls County,all,All,55,1
2018,29,173,Missouri,Ralls County,poverty,High Poverty Tracts,NA,NA
2018,29,173,Missouri,Ralls County,poverty,Not High Poverty Tracts,55,1
2018,29,173,Missouri,Ralls County,race-ethnicity,Majority Non-White,NA,NA
2018,29,173,Missouri,Ralls County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,173,Missouri,Ralls County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,175,Missouri,Randolph County,all,All,55,1
2018,29,175,Missouri,Randolph County,poverty,High Poverty Tracts,NA,NA
2018,29,175,Missouri,Randolph County,poverty,Not High Poverty Tracts,55,1
2018,29,175,Missouri,Randolph County,race-ethnicity,Majority Non-White,NA,NA
2018,29,175,Missouri,Randolph County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,175,Missouri,Randolph County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,177,Missouri,Ray County,all,All,55,1
2018,29,177,Missouri,Ray County,poverty,High Poverty Tracts,NA,NA
2018,29,177,Missouri,Ray County,poverty,Not High Poverty Tracts,55,1
2018,29,177,Missouri,Ray County,race-ethnicity,Majority Non-White,NA,NA
2018,29,177,Missouri,Ray County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,177,Missouri,Ray County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,179,Missouri,Reynolds County,all,All,58,1
2018,29,179,Missouri,Reynolds County,poverty,High Poverty Tracts,NA,NA
2018,29,179,Missouri,Reynolds County,poverty,Not High Poverty Tracts,59,1
2018,29,179,Missouri,Reynolds County,race-ethnicity,Majority Non-White,NA,NA
2018,29,179,Missouri,Reynolds County,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,29,179,Missouri,Reynolds County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,181,Missouri,Ripley County,all,All,38,1
2018,29,181,Missouri,Ripley County,poverty,High Poverty Tracts,NA,NA
2018,29,181,Missouri,Ripley County,poverty,Not High Poverty Tracts,39,1
2018,29,181,Missouri,Ripley County,race-ethnicity,Majority Non-White,NA,NA
2018,29,181,Missouri,Ripley County,race-ethnicity,"Majority White, Non-Hispanic",39,1
2018,29,181,Missouri,Ripley County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,183,Missouri,St. Charles County,all,All,24,1
2018,29,183,Missouri,St. Charles County,poverty,High Poverty Tracts,NA,NA
2018,29,183,Missouri,St. Charles County,poverty,Not High Poverty Tracts,24,1
2018,29,183,Missouri,St. Charles County,race-ethnicity,Majority Non-White,NA,NA
2018,29,183,Missouri,St. Charles County,race-ethnicity,"Majority White, Non-Hispanic",24,1
2018,29,183,Missouri,St. Charles County,race-ethnicity,No Majority Race/Ethnicity,14,1
2018,29,185,Missouri,St. Clair County,all,All,55,1
2018,29,185,Missouri,St. Clair County,poverty,High Poverty Tracts,NA,NA
2018,29,185,Missouri,St. Clair County,poverty,Not High Poverty Tracts,55,1
2018,29,185,Missouri,St. Clair County,race-ethnicity,Majority Non-White,NA,NA
2018,29,185,Missouri,St. Clair County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,185,Missouri,St. Clair County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,186,Missouri,Ste. Genevieve County,all,All,55,1
2018,29,186,Missouri,Ste. Genevieve County,poverty,High Poverty Tracts,NA,NA
2018,29,186,Missouri,Ste. Genevieve County,poverty,Not High Poverty Tracts,55,1
2018,29,186,Missouri,Ste. Genevieve County,race-ethnicity,Majority Non-White,NA,NA
2018,29,186,Missouri,Ste. Genevieve County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,186,Missouri,Ste. Genevieve County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,187,Missouri,St. Francois County,all,All,47,1
2018,29,187,Missouri,St. Francois County,poverty,High Poverty Tracts,NA,NA
2018,29,187,Missouri,St. Francois County,poverty,Not High Poverty Tracts,47,1
2018,29,187,Missouri,St. Francois County,race-ethnicity,Majority Non-White,NA,NA
2018,29,187,Missouri,St. Francois County,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,29,187,Missouri,St. Francois County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,189,Missouri,St. Louis County,all,All,21,1
2018,29,189,Missouri,St. Louis County,poverty,High Poverty Tracts,20,1
2018,29,189,Missouri,St. Louis County,poverty,Not High Poverty Tracts,22,1
2018,29,189,Missouri,St. Louis County,race-ethnicity,Majority Non-White,20,1
2018,29,189,Missouri,St. Louis County,race-ethnicity,"Majority White, Non-Hispanic",23,1
2018,29,189,Missouri,St. Louis County,race-ethnicity,No Majority Race/Ethnicity,18,1
2018,29,195,Missouri,Saline County,all,All,49,1
2018,29,195,Missouri,Saline County,poverty,High Poverty Tracts,NA,NA
2018,29,195,Missouri,Saline County,poverty,Not High Poverty Tracts,49,1
2018,29,195,Missouri,Saline County,race-ethnicity,Majority Non-White,NA,NA
2018,29,195,Missouri,Saline County,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,29,195,Missouri,Saline County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,197,Missouri,Schuyler County,all,All,76,1
2018,29,197,Missouri,Schuyler County,poverty,High Poverty Tracts,NA,NA
2018,29,197,Missouri,Schuyler County,poverty,Not High Poverty Tracts,76,1
2018,29,197,Missouri,Schuyler County,race-ethnicity,Majority Non-White,NA,NA
2018,29,197,Missouri,Schuyler County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,29,197,Missouri,Schuyler County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,199,Missouri,Scotland County,all,All,76,1
2018,29,199,Missouri,Scotland County,poverty,High Poverty Tracts,NA,NA
2018,29,199,Missouri,Scotland County,poverty,Not High Poverty Tracts,76,1
2018,29,199,Missouri,Scotland County,race-ethnicity,Majority Non-White,NA,NA
2018,29,199,Missouri,Scotland County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,29,199,Missouri,Scotland County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,201,Missouri,Scott County,all,All,45,1
2018,29,201,Missouri,Scott County,poverty,High Poverty Tracts,NA,NA
2018,29,201,Missouri,Scott County,poverty,Not High Poverty Tracts,44,1
2018,29,201,Missouri,Scott County,race-ethnicity,Majority Non-White,55,1
2018,29,201,Missouri,Scott County,race-ethnicity,"Majority White, Non-Hispanic",43,1
2018,29,201,Missouri,Scott County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,203,Missouri,Shannon County,all,All,73,1
2018,29,203,Missouri,Shannon County,poverty,High Poverty Tracts,NA,NA
2018,29,203,Missouri,Shannon County,poverty,Not High Poverty Tracts,73,1
2018,29,203,Missouri,Shannon County,race-ethnicity,Majority Non-White,NA,NA
2018,29,203,Missouri,Shannon County,race-ethnicity,"Majority White, Non-Hispanic",73,1
2018,29,203,Missouri,Shannon County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,205,Missouri,Shelby County,all,All,83,1
2018,29,205,Missouri,Shelby County,poverty,High Poverty Tracts,NA,NA
2018,29,205,Missouri,Shelby County,poverty,Not High Poverty Tracts,83,1
2018,29,205,Missouri,Shelby County,race-ethnicity,Majority Non-White,NA,NA
2018,29,205,Missouri,Shelby County,race-ethnicity,"Majority White, Non-Hispanic",83,1
2018,29,205,Missouri,Shelby County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,207,Missouri,Stoddard County,all,All,51,1
2018,29,207,Missouri,Stoddard County,poverty,High Poverty Tracts,NA,NA
2018,29,207,Missouri,Stoddard County,poverty,Not High Poverty Tracts,51,1
2018,29,207,Missouri,Stoddard County,race-ethnicity,Majority Non-White,NA,NA
2018,29,207,Missouri,Stoddard County,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,29,207,Missouri,Stoddard County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,209,Missouri,Stone County,all,All,33,1
2018,29,209,Missouri,Stone County,poverty,High Poverty Tracts,NA,NA
2018,29,209,Missouri,Stone County,poverty,Not High Poverty Tracts,33,1
2018,29,209,Missouri,Stone County,race-ethnicity,Majority Non-White,NA,NA
2018,29,209,Missouri,Stone County,race-ethnicity,"Majority White, Non-Hispanic",33,1
2018,29,209,Missouri,Stone County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,211,Missouri,Sullivan County,all,All,79,1
2018,29,211,Missouri,Sullivan County,poverty,High Poverty Tracts,NA,NA
2018,29,211,Missouri,Sullivan County,poverty,Not High Poverty Tracts,80,1
2018,29,211,Missouri,Sullivan County,race-ethnicity,Majority Non-White,NA,NA
2018,29,211,Missouri,Sullivan County,race-ethnicity,"Majority White, Non-Hispanic",80,1
2018,29,211,Missouri,Sullivan County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,213,Missouri,Taney County,all,All,26,1
2018,29,213,Missouri,Taney County,poverty,High Poverty Tracts,NA,NA
2018,29,213,Missouri,Taney County,poverty,Not High Poverty Tracts,26,1
2018,29,213,Missouri,Taney County,race-ethnicity,Majority Non-White,NA,NA
2018,29,213,Missouri,Taney County,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,29,213,Missouri,Taney County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,215,Missouri,Texas County,all,All,61,1
2018,29,215,Missouri,Texas County,poverty,High Poverty Tracts,NA,NA
2018,29,215,Missouri,Texas County,poverty,Not High Poverty Tracts,61,1
2018,29,215,Missouri,Texas County,race-ethnicity,Majority Non-White,NA,NA
2018,29,215,Missouri,Texas County,race-ethnicity,"Majority White, Non-Hispanic",61,1
2018,29,215,Missouri,Texas County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,217,Missouri,Vernon County,all,All,54,1
2018,29,217,Missouri,Vernon County,poverty,High Poverty Tracts,NA,NA
2018,29,217,Missouri,Vernon County,poverty,Not High Poverty Tracts,54,1
2018,29,217,Missouri,Vernon County,race-ethnicity,Majority Non-White,NA,NA
2018,29,217,Missouri,Vernon County,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,29,217,Missouri,Vernon County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,219,Missouri,Warren County,all,All,52,1
2018,29,219,Missouri,Warren County,poverty,High Poverty Tracts,NA,NA
2018,29,219,Missouri,Warren County,poverty,Not High Poverty Tracts,52,1
2018,29,219,Missouri,Warren County,race-ethnicity,Majority Non-White,NA,NA
2018,29,219,Missouri,Warren County,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,29,219,Missouri,Warren County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,221,Missouri,Washington County,all,All,48,1
2018,29,221,Missouri,Washington County,poverty,High Poverty Tracts,NA,NA
2018,29,221,Missouri,Washington County,poverty,Not High Poverty Tracts,49,1
2018,29,221,Missouri,Washington County,race-ethnicity,Majority Non-White,NA,NA
2018,29,221,Missouri,Washington County,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,29,221,Missouri,Washington County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,223,Missouri,Wayne County,all,All,52,1
2018,29,223,Missouri,Wayne County,poverty,High Poverty Tracts,NA,NA
2018,29,223,Missouri,Wayne County,poverty,Not High Poverty Tracts,52,1
2018,29,223,Missouri,Wayne County,race-ethnicity,Majority Non-White,NA,NA
2018,29,223,Missouri,Wayne County,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,29,223,Missouri,Wayne County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,225,Missouri,Webster County,all,All,55,1
2018,29,225,Missouri,Webster County,poverty,High Poverty Tracts,NA,NA
2018,29,225,Missouri,Webster County,poverty,Not High Poverty Tracts,55,1
2018,29,225,Missouri,Webster County,race-ethnicity,Majority Non-White,NA,NA
2018,29,225,Missouri,Webster County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,29,225,Missouri,Webster County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,227,Missouri,Worth County,all,All,93,1
2018,29,227,Missouri,Worth County,poverty,High Poverty Tracts,NA,NA
2018,29,227,Missouri,Worth County,poverty,Not High Poverty Tracts,93,1
2018,29,227,Missouri,Worth County,race-ethnicity,Majority Non-White,NA,NA
2018,29,227,Missouri,Worth County,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,29,227,Missouri,Worth County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,229,Missouri,Wright County,all,All,51,1
2018,29,229,Missouri,Wright County,poverty,High Poverty Tracts,NA,NA
2018,29,229,Missouri,Wright County,poverty,Not High Poverty Tracts,52,1
2018,29,229,Missouri,Wright County,race-ethnicity,Majority Non-White,NA,NA
2018,29,229,Missouri,Wright County,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,29,229,Missouri,Wright County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,29,510,Missouri,St. Louis city,all,All,19,1
2018,29,510,Missouri,St. Louis city,poverty,High Poverty Tracts,19,1
2018,29,510,Missouri,St. Louis city,poverty,Not High Poverty Tracts,19,1
2018,29,510,Missouri,St. Louis city,race-ethnicity,Majority Non-White,20,1
2018,29,510,Missouri,St. Louis city,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,29,510,Missouri,St. Louis city,race-ethnicity,No Majority Race/Ethnicity,19,1
2018,30,001,Montana,Beaverhead County,all,All,98,1
2018,30,001,Montana,Beaverhead County,poverty,High Poverty Tracts,NA,NA
2018,30,001,Montana,Beaverhead County,poverty,Not High Poverty Tracts,98,1
2018,30,001,Montana,Beaverhead County,race-ethnicity,Majority Non-White,NA,NA
2018,30,001,Montana,Beaverhead County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,30,001,Montana,Beaverhead County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,30,003,Montana,Big Horn County,all,All,98,1
2018,30,003,Montana,Big Horn County,poverty,High Poverty Tracts,NA,NA
2018,30,003,Montana,Big Horn County,poverty,Not High Poverty Tracts,98,1
2018,30,003,Montana,Big Horn County,race-ethnicity,Majority Non-White,98,1
2018,30,003,Montana,Big Horn County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,30,003,Montana,Big Horn County,race-ethnicity,No Majority Race/Ethnicity,98,1
2018,30,005,Montana,Blaine County,all,All,98,1
2018,30,005,Montana,Blaine County,poverty,High Poverty Tracts,98,1
2018,30,005,Montana,Blaine County,poverty,Not High Poverty Tracts,98,1
2018,30,005,Montana,Blaine County,race-ethnicity,Majority Non-White,98,1
2018,30,005,Montana,Blaine County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,30,005,Montana,Blaine County,race-ethnicity,No Majority Race/Ethnicity,98,1
2018,30,007,Montana,Broadwater County,all,All,98,1
2018,30,007,Montana,Broadwater County,poverty,High Poverty Tracts,NA,NA
2018,30,007,Montana,Broadwater County,poverty,Not High Poverty Tracts,98,1
2018,30,007,Montana,Broadwater County,race-ethnicity,Majority Non-White,NA,NA
2018,30,007,Montana,Broadwater County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,30,007,Montana,Broadwater County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,30,009,Montana,Carbon County,all,All,98,1
2018,30,009,Montana,Carbon County,poverty,High Poverty Tracts,NA,NA
2018,30,009,Montana,Carbon County,poverty,Not High Poverty Tracts,98,1
2018,30,009,Montana,Carbon County,race-ethnicity,Majority Non-White,NA,NA
2018,30,009,Montana,Carbon County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,30,009,Montana,Carbon County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,30,011,Montana,Carter County,all,All,98,1
2018,30,011,Montana,Carter County,poverty,High Poverty Tracts,NA,NA
2018,30,011,Montana,Carter County,poverty,Not High Poverty Tracts,98,1
2018,30,011,Montana,Carter County,race-ethnicity,Majority Non-White,NA,NA
2018,30,011,Montana,Carter County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,30,011,Montana,Carter County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,30,013,Montana,Cascade County,all,All,81,1
2018,30,013,Montana,Cascade County,poverty,High Poverty Tracts,NA,NA
2018,30,013,Montana,Cascade County,poverty,Not High Poverty Tracts,81,1
2018,30,013,Montana,Cascade County,race-ethnicity,Majority Non-White,NA,NA
2018,30,013,Montana,Cascade County,race-ethnicity,"Majority White, Non-Hispanic",81,1
2018,30,013,Montana,Cascade County,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,30,015,Montana,Chouteau County,all,All,98,1
2018,30,015,Montana,Chouteau County,poverty,High Poverty Tracts,NA,NA
2018,30,015,Montana,Chouteau County,poverty,Not High Poverty Tracts,98,1
2018,30,015,Montana,Chouteau County,race-ethnicity,Majority Non-White,NA,NA
2018,30,015,Montana,Chouteau County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,30,015,Montana,Chouteau County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,30,017,Montana,Custer County,all,All,98,1
2018,30,017,Montana,Custer County,poverty,High Poverty Tracts,NA,NA
2018,30,017,Montana,Custer County,poverty,Not High Poverty Tracts,98,1
2018,30,017,Montana,Custer County,race-ethnicity,Majority Non-White,NA,NA
2018,30,017,Montana,Custer County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,30,017,Montana,Custer County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,30,019,Montana,Daniels County,all,All,98,1
2018,30,019,Montana,Daniels County,poverty,High Poverty Tracts,NA,NA
2018,30,019,Montana,Daniels County,poverty,Not High Poverty Tracts,98,1
2018,30,019,Montana,Daniels County,race-ethnicity,Majority Non-White,NA,NA
2018,30,019,Montana,Daniels County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,30,019,Montana,Daniels County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,30,021,Montana,Dawson County,all,All,96,1
2018,30,021,Montana,Dawson County,poverty,High Poverty Tracts,NA,NA
2018,30,021,Montana,Dawson County,poverty,Not High Poverty Tracts,96,1
2018,30,021,Montana,Dawson County,race-ethnicity,Majority Non-White,NA,NA
2018,30,021,Montana,Dawson County,race-ethnicity,"Majority White, Non-Hispanic",96,1
2018,30,021,Montana,Dawson County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,30,023,Montana,Deer Lodge County,all,All,98,1
2018,30,023,Montana,Deer Lodge County,poverty,High Poverty Tracts,NA,NA
2018,30,023,Montana,Deer Lodge County,poverty,Not High Poverty Tracts,98,1
2018,30,023,Montana,Deer Lodge County,race-ethnicity,Majority Non-White,NA,NA
2018,30,023,Montana,Deer Lodge County,race-ethnicity,"Majority White, Non-Hispanic",98,1
2018,30,023,Montana,Deer Lodge County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,30,025,Montana,Fallon County,all,All,98,1
