year,state,place,state_name,place_name,subgroup_type,subgroup,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality
2016,04,77000,Arizona,Tucson city,income,Not Low-Income,1.1089414,0.65274358,1.5651393,2
2016,04,85540,Arizona,Yuma city,all,All,1.1019387,0.95266604,1.2512114,1
2016,04,85540,Arizona,Yuma city,income,Low Income,1.091573,0.93434203,1.248804,1
2016,04,85540,Arizona,Yuma city,income,Not Low-Income,0.96340632,0.71063071,1.216182,2
2016,05,23290,Arkansas,Fayetteville city,all,All,1.050897,0.88367563,1.2181184,1
2016,05,23290,Arkansas,Fayetteville city,income,Low Income,0.9836778,0.75008756,1.217268,1
2016,05,23290,Arkansas,Fayetteville city,income,Not Low-Income,0.81923765,0.63050193,1.0079734,1
2016,05,24550,Arkansas,Fort Smith city,all,All,1.0005127,0.8610571,1.1399683,1
2016,05,24550,Arkansas,Fort Smith city,income,Low Income,0.95009232,0.8058489,1.0943357,1
2016,05,24550,Arkansas,Fort Smith city,income,Not Low-Income,0.97483015,0.73563063,1.2140297,1
2016,05,35710,Arkansas,Jonesboro city,all,All,0.89030403,0.61491919,1.1656889,1
2016,05,35710,Arkansas,Jonesboro city,income,Low Income,0.86350834,0.57091528,1.1561015,1
2016,05,35710,Arkansas,Jonesboro city,income,Not Low-Income,1.1121222,0.70358431,1.5206599,1
2016,05,41000,Arkansas,Little Rock city,all,All,0.95636946,0.84249669,1.0702422,1
2016,05,41000,Arkansas,Little Rock city,income,Low Income,0.98476553,0.85742766,1.1121035,1
2016,05,41000,Arkansas,Little Rock city,income,Not Low-Income,0.88231641,0.71987867,1.0447541,1
2016,05,66080,Arkansas,Springdale city,all,All,0.94799346,0.83686686,1.0591201,1
2016,05,66080,Arkansas,Springdale city,income,Low Income,0.89641762,0.77757215,1.0152631,1
2016,05,66080,Arkansas,Springdale city,income,Not Low-Income,0.7449047,0.56480956,0.92499983,1
2016,06,00562,California,Alameda city,all,All,1.0761756,0.91424263,1.2381085,1
2016,06,00562,California,Alameda city,income,Low Income,1.0461072,0.7078321,1.3843822,2
2016,06,00562,California,Alameda city,income,Not Low-Income,1.0635583,0.89375293,1.2333637,1
2016,06,00884,California,Alhambra city,all,All,1.2310432,1.0941113,1.3679751,1
2016,06,00884,California,Alhambra city,income,Low Income,1.2480265,1.0998793,1.3961737,1
2016,06,00884,California,Alhambra city,income,Not Low-Income,1.1283941,0.91860235,1.3381859,1
2016,06,02000,California,Anaheim city,all,All,1.0154712,0.88743258,1.1435097,1
2016,06,02000,California,Anaheim city,income,Low Income,1.0302901,0.91062784,1.1499524,1
2016,06,02000,California,Anaheim city,income,Not Low-Income,0.91798753,0.56523359,1.2707415,2
2016,06,02252,California,Antioch city,all,All,0.91947013,0.78587884,1.0530615,2
2016,06,02252,California,Antioch city,income,Low Income,0.89784068,0.75161737,1.044064,2
2016,06,02252,California,Antioch city,income,Not Low-Income,0.99537235,0.79543054,1.1953142,2
2016,06,02364,California,Apple Valley town,all,All,0.97911888,0.8402828,1.117955,1
2016,06,02364,California,Apple Valley town,income,Low Income,0.96211064,0.80802375,1.1161975,1
2016,06,02364,California,Apple Valley town,income,Not Low-Income,0.94228429,0.7397452,1.1448234,1
2016,06,03526,California,Bakersfield city,all,All,1.183859,1.0320993999999999,1.3356185,1
2016,06,03526,California,Bakersfield city,income,Low Income,1.1894152,1.0362232,1.3426071,1
2016,06,03526,California,Bakersfield city,income,Not Low-Income,1.2393063,1.0149403,1.4636723,1
2016,06,04982,California,Bellflower city,all,All,1.2090814,1.0639058,1.354257,1
2016,06,04982,California,Bellflower city,income,Low Income,1.1950685,1.0431042,1.3470328,1
2016,06,04982,California,Bellflower city,income,Not Low-Income,1.2420795,1.0018234,1.4823356,1
2016,06,06000,California,Berkeley city,all,All,0.95744997,0.64289755,1.2720023,3
2016,06,06000,California,Berkeley city,income,Low Income,1.0499817,0.64454669,1.4554168,3
2016,06,06000,California,Berkeley city,income,Not Low-Income,0.81159407,0.43395764,1.1892306,3
2016,06,08786,California,Buena Park city,all,All,0.92196965,0.74332374,1.1006155,1
2016,06,08786,California,Buena Park city,income,Low Income,0.96136993,0.76198936,1.1607505,1
2016,06,08786,California,Buena Park city,income,Not Low-Income,0.85742438,0.5984208,1.1164279,1
2016,06,08954,California,Burbank city,all,All,0.97597736,0.84143466,1.11052,1
2016,06,08954,California,Burbank city,income,Low Income,0.90947872,0.64494652,1.174011,2
2016,06,08954,California,Burbank city,income,Not Low-Income,0.95668119,0.74690652,1.1664559,2
2016,06,11194,California,Carlsbad city,all,All,1.1368562,0.98488259,1.2888298,1
2016,06,11194,California,Carlsbad city,income,Low Income,1.2748024,1.0049266,1.5446783,1
2016,06,11194,California,Carlsbad city,income,Not Low-Income,1.1168387,0.96447194,1.2692055,1
2016,06,11530,California,Carson city,all,All,NA,NA,NA,NA
2016,06,11530,California,Carson city,income,Low Income,NA,NA,NA,NA
2016,06,11530,California,Carson city,income,Not Low-Income,NA,NA,NA,NA
2016,06,13014,California,Chico city,all,All,1.181326,1.0407118,1.3219403,1
2016,06,13014,California,Chico city,income,Low Income,1.1853573,1.0015258,1.3691889,1
2016,06,13014,California,Chico city,income,Not Low-Income,1.1076791,0.94030392,1.2750543,1
2016,06,13210,California,Chino city,all,All,1.147544,1.0521035,1.2429845,1
2016,06,13210,California,Chino city,income,Low Income,1.2150991,1.0924795,1.3377187,1
2016,06,13210,California,Chino city,income,Not Low-Income,1.1096377,0.99469155,1.2245839,1
2016,06,13214,California,Chino Hills city,all,All,NA,NA,NA,NA
2016,06,13214,California,Chino Hills city,income,Low Income,NA,NA,NA,NA
2016,06,13214,California,Chino Hills city,income,Not Low-Income,NA,NA,NA,NA
2016,06,13392,California,Chula Vista city,all,All,1.0734019,1.0034391,1.1433648,1
2016,06,13392,California,Chula Vista city,income,Low Income,1.0767754,0.98623878,1.1673121,1
2016,06,13392,California,Chula Vista city,income,Not Low-Income,1.0719934,0.98809808,1.1558887,1
2016,06,13588,California,Citrus Heights city,all,All,NA,NA,NA,NA
2016,06,13588,California,Citrus Heights city,income,Low Income,NA,NA,NA,NA
2016,06,13588,California,Citrus Heights city,income,Not Low-Income,NA,NA,NA,NA
2016,06,14218,California,Clovis city,all,All,1.0844184,1.0019947,1.1668421,1
2016,06,14218,California,Clovis city,income,Low Income,1.1118835,0.99880856,1.2249585,1
2016,06,14218,California,Clovis city,income,Not Low-Income,1.0472151,0.95317191,1.1412582,1
2016,06,15044,California,Compton city,all,All,0.92783028,0.82517666,1.0304838,1
2016,06,15044,California,Compton city,income,Low Income,0.93159133,0.83620799,1.0269747,1
2016,06,15044,California,Compton city,income,Not Low-Income,0.91379303,0.59653437,1.2310517,1
2016,06,16000,California,Concord city,all,All,1.0604032,0.96980911,1.1509974,1
2016,06,16000,California,Concord city,income,Low Income,1.0833054,0.96197033,1.2046404,1
2016,06,16000,California,Concord city,income,Not Low-Income,0.99616712,0.89063746,1.1016967,1
2016,06,16350,California,Corona city,all,All,1.0454856,0.92789257,1.1630787,1
2016,06,16350,California,Corona city,income,Low Income,1.013943,0.8993026,1.1285833,1
2016,06,16350,California,Corona city,income,Not Low-Income,1.08174,0.82732946,1.3361506,3
2016,06,16532,California,Costa Mesa city,all,All,1.00007,0.88853401,1.1116059,1
2016,06,16532,California,Costa Mesa city,income,Low Income,1.1049681,0.96182495,1.2481111,1
2016,06,16532,California,Costa Mesa city,income,Not Low-Income,0.8887319,0.75428545,1.0231783,1
2016,06,17918,California,Daly City city,all,All,1.1161454,0.91146326,1.3208276,1
2016,06,17918,California,Daly City city,income,Low Income,1.1413376,0.89865184,1.3840233,1
2016,06,17918,California,Daly City city,income,Not Low-Income,1.0358835,0.80858839,1.2631787,1
2016,06,19766,California,Downey city,all,All,1.0306473,0.91847992,1.1428146,1
2016,06,19766,California,Downey city,income,Low Income,1.0228883,0.90527815,1.1404985,1
2016,06,19766,California,Downey city,income,Not Low-Income,1.0653369,0.88034356,1.2503303,1
2016,06,21712,California,El Cajon city,all,All,1.077495,0.85625362,1.2987363,3
2016,06,21712,California,El Cajon city,income,Low Income,1.1449484,0.91634423,1.3735526,3
2016,06,21712,California,El Cajon city,income,Not Low-Income,1.1058767,0.81312078,1.3986325,3
2016,06,22020,California,Elk Grove city,all,All,1.0924473,1.0268471,1.1580474,1
2016,06,22020,California,Elk Grove city,income,Low Income,1.0870577,1.0102594,1.163856,1
2016,06,22020,California,Elk Grove city,income,Not Low-Income,1.0307914,0.94284391,1.1187389,1
2016,06,22230,California,El Monte city,all,All,1.2928643,1.1406087,1.44512,1
2016,06,22230,California,El Monte city,income,Low Income,1.3014146,1.1591467,1.4436826,1
2016,06,22230,California,El Monte city,income,Not Low-Income,1.3799084,0.91344106,1.8463757,2
2016,06,22804,California,Escondido city,all,All,1.222203,1.1122336,1.3321723,1
2016,06,22804,California,Escondido city,income,Low Income,1.2807443,1.1761328,1.3853558,1
2016,06,22804,California,Escondido city,income,Not Low-Income,1.0950207,0.91722286,1.2728184,1
2016,06,23182,California,Fairfield city,all,All,1.0864257,0.95173651,1.2211149,1
2016,06,23182,California,Fairfield city,income,Low Income,0.99946767,0.83722991,1.1617054,1
2016,06,23182,California,Fairfield city,income,Not Low-Income,1.0629336,0.88959295,1.2362742,1
2016,06,24638,California,Folsom city,all,All,1.0547332,0.93887758,1.1705887,1
2016,06,24638,California,Folsom city,income,Low Income,1.1426457,0.9094519,1.3758396,2
2016,06,24638,California,Folsom city,income,Not Low-Income,0.98608112,0.86297059,1.1091917,1
2016,06,24680,California,Fontana city,all,All,1.0198774,0.93496859,1.1047863,1
2016,06,24680,California,Fontana city,income,Low Income,1.0312278,0.95205724,1.1103984,1
2016,06,24680,California,Fontana city,income,Not Low-Income,0.63531744,0.36230129,0.9083336,1
2016,06,26000,California,Fremont city,all,All,1.1083664,1.0184280000000001,1.1983048,1
2016,06,26000,California,Fremont city,income,Low Income,1.0966679,0.92502165,1.2683141,1
2016,06,26000,California,Fremont city,income,Not Low-Income,1.0552251,0.96697187,1.1434784,1
2016,06,27000,California,Fresno city,all,All,1.0516003,0.95650393,1.1466967,1
2016,06,27000,California,Fresno city,income,Low Income,1.0411856,0.95021027,1.132161,1
2016,06,27000,California,Fresno city,income,Not Low-Income,0.85659206,0.66269976,1.0504843,1
2016,06,28000,California,Fullerton city,all,All,1.1088413,0.9905504,1.2271322,1
2016,06,28000,California,Fullerton city,income,Low Income,1.1061766,0.9542467,1.2581065,1
2016,06,28000,California,Fullerton city,income,Not Low-Income,1.0936476,0.95116264,1.2361325,1
2016,06,29000,California,Garden Grove city,all,All,1.3730855,1.297969,1.448202,1
2016,06,29000,California,Garden Grove city,income,Low Income,1.3837171,1.3017894,1.4656447,1
2016,06,29000,California,Garden Grove city,income,Not Low-Income,1.3914062,1.2780778,1.5047345,1
2016,06,30000,California,Glendale city,all,All,1.0206954,0.91442227,1.1269686,1
2016,06,30000,California,Glendale city,income,Low Income,1.026801,0.89528012,1.1583219,1
2016,06,30000,California,Glendale city,income,Not Low-Income,1.0300981,0.89713871,1.1630574,1
2016,06,32548,California,Hawthorne city,all,All,1.1142581,0.94244361,1.2860726,1
2016,06,32548,California,Hawthorne city,income,Low Income,1.019755,0.85411859,1.1853913,1
2016,06,32548,California,Hawthorne city,income,Not Low-Income,1.2135996,0.77673256,1.6504666,1
2016,06,33000,California,Hayward city,all,All,1.295301,1.1850864,1.4055156,1
2016,06,33000,California,Hayward city,income,Low Income,1.314724,1.1957796,1.4336684,1
2016,06,33000,California,Hayward city,income,Not Low-Income,1.1178386,0.94524235,1.290435,1
2016,06,33182,California,Hemet city,all,All,1.0711561,0.95687521,1.1854371,1
2016,06,33182,California,Hemet city,income,Low Income,0.99830079,0.88206494,1.1145366,1
2016,06,33182,California,Hemet city,income,Not Low-Income,1.0681715,0.8563959,1.279947,1
2016,06,33434,California,Hesperia city,all,All,0.98547608,0.87559122,1.095361,1
2016,06,33434,California,Hesperia city,income,Low Income,0.98572445,0.87280989,1.098639,1
2016,06,33434,California,Hesperia city,income,Not Low-Income,0.99800813,0.80589461,1.1901217,1
2016,06,36000,California,Huntington Beach city,all,All,1.132094,0.98333806,1.2808498,1
2016,06,36000,California,Huntington Beach city,income,Low Income,1.1475272,0.90889621,1.3861581,1
2016,06,36000,California,Huntington Beach city,income,Not Low-Income,1.1135912,0.96055859,1.2666239,1
2016,06,36448,California,Indio city,all,All,NA,NA,NA,NA
2016,06,36448,California,Indio city,income,Low Income,NA,NA,NA,NA
2016,06,36448,California,Indio city,income,Not Low-Income,NA,NA,NA,NA
2016,06,36546,California,Inglewood city,all,All,0.95900667,0.82475007,1.0932633,1
2016,06,36546,California,Inglewood city,income,Low Income,0.93764621,0.80991423,1.0653782,1
2016,06,36546,California,Inglewood city,income,Not Low-Income,1.0930032,0.74858534,1.437421,1
2016,06,36770,California,Irvine city,all,All,1.0987804,1.0058017,1.1917591,1
2016,06,36770,California,Irvine city,income,Low Income,1.2077839,0.97673494,1.438833,1
2016,06,36770,California,Irvine city,income,Not Low-Income,1.0810411,0.99463946,1.1674427,1
2016,06,37692,California,Jurupa Valley city,all,All,1.0476873,0.93143487,1.1639397,1
2016,06,37692,California,Jurupa Valley city,income,Low Income,1.0782813,0.96492213,1.1916405,1
2016,06,37692,California,Jurupa Valley city,income,Not Low-Income,0.97135985,0.7215566,1.2211632,1
2016,06,39496,California,Lake Forest city,all,All,NA,NA,NA,NA
2016,06,39496,California,Lake Forest city,income,Low Income,NA,NA,NA,NA
2016,06,39496,California,Lake Forest city,income,Not Low-Income,NA,NA,NA,NA
2016,06,39892,California,Lakewood city,all,All,NA,NA,NA,NA
2016,06,39892,California,Lakewood city,income,Low Income,NA,NA,NA,NA
2016,06,39892,California,Lakewood city,income,Not Low-Income,NA,NA,NA,NA
2016,06,40130,California,Lancaster city,all,All,1.1930352,1.0531809,1.3328896,1
2016,06,40130,California,Lancaster city,income,Low Income,1.1941404,1.0568874,1.3313934,1
2016,06,40130,California,Lancaster city,income,Not Low-Income,1.2534008,0.96095216,1.5458493,1
2016,06,41992,California,Livermore city,all,All,1.0867356,0.94827098,1.2252002,1
2016,06,41992,California,Livermore city,income,Low Income,1.0581741,0.82978547,1.2865628,1
2016,06,41992,California,Livermore city,income,Not Low-Income,1.0447981,0.90201086,1.1875854,1
2016,06,43000,California,Long Beach city,all,All,1.150739,1.0914261,1.2100518,1
2016,06,43000,California,Long Beach city,income,Low Income,1.1583672,1.0957243,1.22101,1
2016,06,43000,California,Long Beach city,income,Not Low-Income,1.0883693,0.99239844,1.1843401,1
2016,06,44000,California,Los Angeles city,all,All,1.0038071,0.98299944,1.0246147,1
2016,06,44000,California,Los Angeles city,income,Low Income,1.0231942,1.0027361,1.0436523,1
2016,06,44000,California,Los Angeles city,income,Not Low-Income,0.83140904,0.78843069,0.87438738,1
2016,06,45484,California,Manteca city,all,All,1.3119328,1.2027861,1.4210795,1
2016,06,45484,California,Manteca city,income,Low Income,1.2855543,1.1678003,1.4033083,1
2016,06,45484,California,Manteca city,income,Not Low-Income,1.3201709,1.1517431,1.4885987,1
2016,06,46842,California,Menifee city,all,All,1.0311853,0.89436108,1.1680094,1
2016,06,46842,California,Menifee city,income,Low Income,1.0186936,0.8219552,1.2154319,2
2016,06,46842,California,Menifee city,income,Not Low-Income,0.98690778,0.8300159,1.1437997,1
2016,06,46898,California,Merced city,all,All,1.0508789,0.85649663,1.2452612,1
2016,06,46898,California,Merced city,income,Low Income,1.0385464,0.86477691,1.2123159,1
2016,06,46898,California,Merced city,income,Not Low-Income,1.060662,0.69770789,1.4236163,1
2016,06,47766,California,Milpitas city,all,All,1.3741035,1.2125919,1.5356152,1
2016,06,47766,California,Milpitas city,income,Low Income,1.3598928,1.1303127,1.589473,1
2016,06,47766,California,Milpitas city,income,Not Low-Income,1.3797667,1.1999356,1.5595978,1
2016,06,48256,California,Mission Viejo city,all,All,1.1519055,1.0546649,1.2491462,1
2016,06,48256,California,Mission Viejo city,income,Low Income,1.2501094,1.0909497,1.4092692,1
2016,06,48256,California,Mission Viejo city,income,Not Low-Income,1.101939,1.0013986,1.2024794,1
2016,06,48354,California,Modesto city,all,All,1.1226225,0.95774168,1.2875034,1
2016,06,48354,California,Modesto city,income,Low Income,1.1195577,0.95759487,1.2815205,1
2016,06,48354,California,Modesto city,income,Not Low-Income,1.0939573,0.85040259,1.3375119,1
2016,06,49270,California,Moreno Valley city,all,All,0.91155827,0.82400227,0.99911427,1
2016,06,49270,California,Moreno Valley city,income,Low Income,0.90090811,0.8152284,0.98658782,1
2016,06,49270,California,Moreno Valley city,income,Not Low-Income,1.0557749,0.87012982,1.24142,1
2016,06,49670,California,Mountain View city,all,All,1.2299372,1.0293362,1.4305382,1
2016,06,49670,California,Mountain View city,income,Low Income,1.1747378,0.89855319,1.4509225,1
2016,06,49670,California,Mountain View city,income,Not Low-Income,1.177598,0.94874179,1.4064542,1
2016,06,50076,California,Murrieta city,all,All,1.1253405,1.0145395,1.2361414,1
2016,06,50076,California,Murrieta city,income,Low Income,1.1094267,0.93966651,1.279187,1
2016,06,50076,California,Murrieta city,income,Not Low-Income,1.1157928,0.99757272,1.2340128,1
2016,06,50258,California,Napa city,all,All,1.1688858,1.0470645,1.2907071,1
2016,06,50258,California,Napa city,income,Low Income,1.1969378,1.0497593,1.3441163,1
2016,06,50258,California,Napa city,income,Not Low-Income,1.1158715,0.95763993,1.2741032,1
2016,06,51182,California,Newport Beach city,all,All,NA,NA,NA,NA
2016,06,51182,California,Newport Beach city,income,Low Income,NA,NA,NA,NA
2016,06,51182,California,Newport Beach city,income,Not Low-Income,NA,NA,NA,NA
2016,06,52526,California,Norwalk city,all,All,0.97003055,0.8524341,1.0876271,1
2016,06,52526,California,Norwalk city,income,Low Income,0.99365187,0.86923814,1.1180656,1
2016,06,52526,California,Norwalk city,income,Not Low-Income,0.91289854,0.72349191,1.1023052,1
2016,06,53000,California,Oakland city,all,All,0.77747452,0.63460165,0.92034739,3
2016,06,53000,California,Oakland city,income,Low Income,0.80406612,0.65372074,0.95441151,3
2016,06,53000,California,Oakland city,income,Not Low-Income,1.2429367,0.99826014,1.4876133,3
2016,06,53322,California,Oceanside city,all,All,1.2463155,1.1239157,1.3687153,2
2016,06,53322,California,Oceanside city,income,Low Income,1.2582704,1.121012,1.3955288,2
2016,06,53322,California,Oceanside city,income,Not Low-Income,1.1921977,1.0171711,1.3672242,2
2016,06,53896,California,Ontario city,all,All,1.2463626,1.1316185,1.3611068,1
2016,06,53896,California,Ontario city,income,Low Income,1.2486737,1.1398491,1.3574984,1
2016,06,53896,California,Ontario city,income,Not Low-Income,1.1148691,0.8530488,1.3766894,1
2016,06,53980,California,Orange city,all,All,1.0811894,0.98520195,1.1771768,1
2016,06,53980,California,Orange city,income,Low Income,1.1165045,0.99365294,1.2393562,1
2016,06,53980,California,Orange city,income,Not Low-Income,0.98637342,0.87017143,1.1025754,1
2016,06,54652,California,Oxnard city,all,All,1.1556618,1.0108001,1.3005235,1
2016,06,54652,California,Oxnard city,income,Low Income,1.1482821,1.0087235,1.2878406,1
2016,06,54652,California,Oxnard city,income,Not Low-Income,1.1323187,0.74535877,1.5192786,2
2016,06,55156,California,Palmdale city,all,All,1.1545461,1.039997,1.2690953,1
2016,06,55156,California,Palmdale city,income,Low Income,1.1573336,1.0470277,1.2676394,1
2016,06,55156,California,Palmdale city,income,Not Low-Income,1.0676104,0.83780193,1.2974188,1
2016,06,56000,California,Pasadena city,all,All,0.80229414,0.64854157,0.9560467,2
2016,06,56000,California,Pasadena city,income,Low Income,0.7686969,0.60083675,0.93655705,2
2016,06,56000,California,Pasadena city,income,Not Low-Income,0.9224543,0.69004184,1.1548667,2
2016,06,56700,California,Perris city,all,All,0.97505885,0.84460276,1.1055149,1
2016,06,56700,California,Perris city,income,Low Income,0.96915054,0.84608722,1.092214,1
2016,06,56700,California,Perris city,income,Not Low-Income,0.98247695,0.52552301,1.439431,1
2016,06,57456,California,Pittsburg city,all,All,0.97429985,0.81640536,1.1321944,1
2016,06,57456,California,Pittsburg city,income,Low Income,0.97015971,0.8160004,1.124319,1
2016,06,57456,California,Pittsburg city,income,Not Low-Income,0.83005702,0.48657116,1.1735429,1
2016,06,57792,California,Pleasanton city,all,All,1.277797,1.144492,1.4111019,1
2016,06,57792,California,Pleasanton city,income,Low Income,1.3528734,0.9203825,1.7853644,1
2016,06,57792,California,Pleasanton city,income,Not Low-Income,1.2730427,1.1528546,1.3932308,1
2016,06,58072,California,Pomona city,all,All,1.2395623,1.1370403,1.3420843,1
2016,06,58072,California,Pomona city,income,Low Income,1.2874479,1.1887959,1.3860999,1
2016,06,58072,California,Pomona city,income,Not Low-Income,0.93402904,0.69756567,1.1704924,1
2016,06,59444,California,Rancho Cordova city,all,All,1.0547332,0.93887758,1.1705887,1
2016,06,59444,California,Rancho Cordova city,income,Low Income,1.1426457,0.9094519,1.3758396,2
2016,06,59444,California,Rancho Cordova city,income,Not Low-Income,0.98608112,0.86297059,1.1091917,1
2016,06,59451,California,Rancho Cucamonga city,all,All,1.1830543,0.95522183,1.4108868,1
2016,06,59451,California,Rancho Cucamonga city,income,Low Income,1.2669866,1.0092919,1.5246813,1
2016,06,59451,California,Rancho Cucamonga city,income,Not Low-Income,1.074723,0.7572543,1.3921918,1
2016,06,59920,California,Redding city,all,All,1.0973279,0.81073231,1.3839236,1
2016,06,59920,California,Redding city,income,Low Income,1.0042259,0.65840054,1.350051,1
2016,06,59920,California,Redding city,income,Not Low-Income,1.1013505,0.73156041,1.4711407,1
2016,06,60102,California,Redwood City city,all,All,1.2467828,1.1043293,1.3892362,1
2016,06,60102,California,Redwood City city,income,Low Income,1.2571933,1.0952872,1.4190995,1
2016,06,60102,California,Redwood City city,income,Not Low-Income,0.88563675,0.68080878,1.0904647,1
2016,06,60466,California,Rialto city,all,All,0.89284265,0.79024243,0.99544287,1
2016,06,60466,California,Rialto city,income,Low Income,0.89093912,0.79327995,0.98859829,1
2016,06,60466,California,Rialto city,income,Not Low-Income,1.0275881,0.77125299,1.2839233,1
2016,06,60620,California,Richmond city,all,All,1.0034256,0.91006672,1.0967845,1
2016,06,60620,California,Richmond city,income,Low Income,1.0482308,0.95091689,1.1455446,1
2016,06,60620,California,Richmond city,income,Not Low-Income,0.97586811,0.819368,1.1323682,1
2016,06,62000,California,Riverside city,all,All,1.0862544,0.99534148,1.1771672,1
2016,06,62000,California,Riverside city,income,Low Income,1.0713112,0.97323596,1.1693866,1
2016,06,62000,California,Riverside city,income,Not Low-Income,1.0363553,0.90166265,1.1710479,1
2016,06,62938,California,Roseville city,all,All,0.97109663,0.82807988,1.1141135,1
2016,06,62938,California,Roseville city,income,Low Income,1.0513955,0.78036839,1.3224227,1
2016,06,62938,California,Roseville city,income,Not Low-Income,0.95190489,0.767524,1.1362858,2
2016,06,64000,California,Sacramento city,all,All,1.1768587,1.0731196,1.2805976,1
2016,06,64000,California,Sacramento city,income,Low Income,1.1656535,1.0547153,1.2765917,1
2016,06,64000,California,Sacramento city,income,Not Low-Income,1.163156,0.99952596,1.326786,1
2016,06,64224,California,Salinas city,all,All,1.2544572,1.0870566,1.4218578,1
2016,06,64224,California,Salinas city,income,Low Income,1.2470452,1.0957307,1.3983595,1
2016,06,64224,California,Salinas city,income,Not Low-Income,1.0936649,0.61205447,1.5752752,2
2016,06,65000,California,San Bernardino city,all,All,1.2742941,1.2036742,1.3449141,1
2016,06,65000,California,San Bernardino city,income,Low Income,1.2579236,1.1924146,1.3234326,1
2016,06,65000,California,San Bernardino city,income,Not Low-Income,1.2485957,1.0126269,1.4845645,1
2016,06,65042,California,San Buenaventura (Ventura) city,all,All,1.2406909,1.1204951,1.3608868,1
2016,06,65042,California,San Buenaventura (Ventura) city,income,Low Income,1.2942271,1.1467152,1.4417391,1
2016,06,65042,California,San Buenaventura (Ventura) city,income,Not Low-Income,1.1405475,0.98866004,1.2924351,1
2016,06,66000,California,San Diego city,all,All,1.0913494,1.0296229,1.1530757,1
2016,06,66000,California,San Diego city,income,Low Income,1.1033412,1.0350589,1.1716236,1
2016,06,66000,California,San Diego city,income,Not Low-Income,0.9968518,0.89711332,1.0965903,1
2016,06,67000,California,San Francisco city,all,All,1.1702532,1.0993217,1.2411846,1
2016,06,67000,California,San Francisco city,income,Low Income,1.1892946,1.1051058,1.2734834,1
2016,06,67000,California,San Francisco city,income,Not Low-Income,0.96104693,0.86657703,1.0555168,1
2016,06,68000,California,San Jose city,all,All,1.1245855,0.98809379,1.2610772,1
2016,06,68000,California,San Jose city,income,Low Income,1.1207999,0.95867467,1.282925,1
2016,06,68000,California,San Jose city,income,Not Low-Income,1.0569385,0.88802993,1.2258471,1
2016,06,68084,California,San Leandro city,all,All,0.94953966,0.76537472,1.1337045,1
2016,06,68084,California,San Leandro city,income,Low Income,0.99946058,0.79802167,1.2008995,1
2016,06,68084,California,San Leandro city,income,Not Low-Income,0.85323942,0.57741737,1.1290615,1
2016,06,68196,California,San Marcos city,all,All,1.0485388,0.93751907,1.1595585,1
2016,06,68196,California,San Marcos city,income,Low Income,1.1297134,0.98442823,1.2749987,1
2016,06,68196,California,San Marcos city,income,Not Low-Income,0.92190188,0.79010981,1.053694,1
2016,06,68252,California,San Mateo city,all,All,NA,NA,NA,NA
2016,06,68252,California,San Mateo city,income,Low Income,NA,NA,NA,NA
2016,06,68252,California,San Mateo city,income,Not Low-Income,NA,NA,NA,NA
2016,06,68378,California,San Ramon city,all,All,NA,NA,NA,NA
2016,06,68378,California,San Ramon city,income,Low Income,NA,NA,NA,NA
2016,06,68378,California,San Ramon city,income,Not Low-Income,NA,NA,NA,NA
2016,06,69000,California,Santa Ana city,all,All,1.0214475,0.95231134,1.0905837,1
2016,06,69000,California,Santa Ana city,income,Low Income,0.98486948,0.92047161,1.0492674,1
2016,06,69000,California,Santa Ana city,income,Not Low-Income,1.3053074,1.0942757,1.5163391,1
2016,06,69070,California,Santa Barbara city,all,All,1.2618669,1.017507,1.506227,1
2016,06,69070,California,Santa Barbara city,income,Low Income,1.2247717,1.0077455,1.441798,1
2016,06,69070,California,Santa Barbara city,income,Not Low-Income,0.92340469,0.60441637,1.242393,1
2016,06,69084,California,Santa Clara city,all,All,1.0413129,0.90990674,1.1727191,1
2016,06,69084,California,Santa Clara city,income,Low Income,1.0391723,0.8659156,1.212429,1
2016,06,69084,California,Santa Clara city,income,Not Low-Income,1.0428839,0.88823456,1.1975331,1
2016,06,69088,California,Santa Clarita city,all,All,0.9968794,0.88951659,1.1042422,1
2016,06,69088,California,Santa Clarita city,income,Low Income,1.115864,0.90703869,1.3246894,1
2016,06,69088,California,Santa Clarita city,income,Not Low-Income,1.0380059,0.93267649,1.1433353,1
2016,06,69196,California,Santa Maria city,all,All,1.3875244,1.2717061,1.5033426,1
2016,06,69196,California,Santa Maria city,income,Low Income,1.3455449,1.239333,1.4517568,1
2016,06,69196,California,Santa Maria city,income,Not Low-Income,1.2662796,0.54685605,1.9857031,3
2016,06,70000,California,Santa Monica city,all,All,1.0920911,0.93533301,1.2488492,1
2016,06,70000,California,Santa Monica city,income,Low Income,1.165844,0.89090991,1.440778,1
2016,06,70000,California,Santa Monica city,income,Not Low-Income,1.0374522,0.87767112,1.1972333,1
2016,06,70098,California,Santa Rosa city,all,All,0.93990535,0.65388417,1.2259265,1
2016,06,70098,California,Santa Rosa city,income,Low Income,0.99516654,0.59056491,1.3997682,1
2016,06,70098,California,Santa Rosa city,income,Not Low-Income,0.82787341,0.46568617,1.1900606,2
2016,06,72016,California,Simi Valley city,all,All,0.95922118,0.83687705,1.0815654,1
2016,06,72016,California,Simi Valley city,income,Low Income,1.0124414,0.82325983,1.201623,1
