year,state,place,state_name,place_name,subgroup_type,subgroup,environmental,environmental_quality
2018,17,68003,Illinois,Schaumburg village,race-ethnicity,Majority Non-White,23,1
2018,17,68003,Illinois,Schaumburg village,race-ethnicity,"Majority White, Non-Hispanic",21,1
2018,17,68003,Illinois,Schaumburg village,race-ethnicity,No Majority Race/Ethnicity,22,1
2018,17,72000,Illinois,Springfield city,all,All,45,1
2018,17,72000,Illinois,Springfield city,poverty,High Poverty Tracts,37,1
2018,17,72000,Illinois,Springfield city,poverty,Not High Poverty Tracts,46,1
2018,17,72000,Illinois,Springfield city,race-ethnicity,Majority Non-White,46,1
2018,17,72000,Illinois,Springfield city,race-ethnicity,"Majority White, Non-Hispanic",46,1
2018,17,72000,Illinois,Springfield city,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,17,79293,Illinois,Waukegan city,all,All,23,1
2018,17,79293,Illinois,Waukegan city,poverty,High Poverty Tracts,NA,NA
2018,17,79293,Illinois,Waukegan city,poverty,Not High Poverty Tracts,24,1
2018,17,79293,Illinois,Waukegan city,race-ethnicity,Majority Non-White,22,1
2018,17,79293,Illinois,Waukegan city,race-ethnicity,"Majority White, Non-Hispanic",35,1
2018,17,79293,Illinois,Waukegan city,race-ethnicity,No Majority Race/Ethnicity,28,1
2018,18,05860,Indiana,Bloomington city,all,All,52,1
2018,18,05860,Indiana,Bloomington city,poverty,High Poverty Tracts,50,1
2018,18,05860,Indiana,Bloomington city,poverty,Not High Poverty Tracts,53,1
2018,18,05860,Indiana,Bloomington city,race-ethnicity,Majority Non-White,NA,NA
2018,18,05860,Indiana,Bloomington city,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,18,05860,Indiana,Bloomington city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,18,10342,Indiana,Carmel city,all,All,55,1
2018,18,10342,Indiana,Carmel city,poverty,High Poverty Tracts,NA,NA
2018,18,10342,Indiana,Carmel city,poverty,Not High Poverty Tracts,55,1
2018,18,10342,Indiana,Carmel city,race-ethnicity,Majority Non-White,NA,NA
2018,18,10342,Indiana,Carmel city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,18,10342,Indiana,Carmel city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,22000,Indiana,Evansville city,all,All,35,1
2018,18,22000,Indiana,Evansville city,poverty,High Poverty Tracts,36,1
2018,18,22000,Indiana,Evansville city,poverty,Not High Poverty Tracts,35,1
2018,18,22000,Indiana,Evansville city,race-ethnicity,Majority Non-White,28,1
2018,18,22000,Indiana,Evansville city,race-ethnicity,"Majority White, Non-Hispanic",35,1
2018,18,22000,Indiana,Evansville city,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,18,23278,Indiana,Fishers city,all,All,55,1
2018,18,23278,Indiana,Fishers city,poverty,High Poverty Tracts,NA,NA
2018,18,23278,Indiana,Fishers city,poverty,Not High Poverty Tracts,55,1
2018,18,23278,Indiana,Fishers city,race-ethnicity,Majority Non-White,NA,NA
2018,18,23278,Indiana,Fishers city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,18,23278,Indiana,Fishers city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,18,25000,Indiana,Fort Wayne city,all,All,58,1
2018,18,25000,Indiana,Fort Wayne city,poverty,High Poverty Tracts,48,1
2018,18,25000,Indiana,Fort Wayne city,poverty,Not High Poverty Tracts,59,1
2018,18,25000,Indiana,Fort Wayne city,race-ethnicity,Majority Non-White,62,1
2018,18,25000,Indiana,Fort Wayne city,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,18,25000,Indiana,Fort Wayne city,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,18,31000,Indiana,Hammond city,all,All,40,1
2018,18,31000,Indiana,Hammond city,poverty,High Poverty Tracts,39,1
2018,18,31000,Indiana,Hammond city,poverty,Not High Poverty Tracts,40,1
2018,18,31000,Indiana,Hammond city,race-ethnicity,Majority Non-White,38,1
2018,18,31000,Indiana,Hammond city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,18,31000,Indiana,Hammond city,race-ethnicity,No Majority Race/Ethnicity,41,1
2018,18,36003,Indiana,Indianapolis city (balance),all,All,53,1
2018,18,36003,Indiana,Indianapolis city (balance),poverty,High Poverty Tracts,54,1
2018,18,36003,Indiana,Indianapolis city (balance),poverty,Not High Poverty Tracts,53,1
2018,18,36003,Indiana,Indianapolis city (balance),race-ethnicity,Majority Non-White,55,1
2018,18,36003,Indiana,Indianapolis city (balance),race-ethnicity,"Majority White, Non-Hispanic",53,1
2018,18,36003,Indiana,Indianapolis city (balance),race-ethnicity,No Majority Race/Ethnicity,50,1
2018,18,71000,Indiana,South Bend city,all,All,65,1
2018,18,71000,Indiana,South Bend city,poverty,High Poverty Tracts,56,1
2018,18,71000,Indiana,South Bend city,poverty,Not High Poverty Tracts,67,1
2018,18,71000,Indiana,South Bend city,race-ethnicity,Majority Non-White,54,1
2018,18,71000,Indiana,South Bend city,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,18,71000,Indiana,South Bend city,race-ethnicity,No Majority Race/Ethnicity,65,1
2018,19,12000,Iowa,Cedar Rapids city,all,All,48,1
2018,19,12000,Iowa,Cedar Rapids city,poverty,High Poverty Tracts,NA,NA
2018,19,12000,Iowa,Cedar Rapids city,poverty,Not High Poverty Tracts,49,1
2018,19,12000,Iowa,Cedar Rapids city,race-ethnicity,Majority Non-White,NA,NA
2018,19,12000,Iowa,Cedar Rapids city,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,19,12000,Iowa,Cedar Rapids city,race-ethnicity,No Majority Race/Ethnicity,8,1
2018,19,19000,Iowa,Davenport city,all,All,53,1
2018,19,19000,Iowa,Davenport city,poverty,High Poverty Tracts,NA,NA
2018,19,19000,Iowa,Davenport city,poverty,Not High Poverty Tracts,53,1
2018,19,19000,Iowa,Davenport city,race-ethnicity,Majority Non-White,NA,NA
2018,19,19000,Iowa,Davenport city,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,19,19000,Iowa,Davenport city,race-ethnicity,No Majority Race/Ethnicity,47,1
2018,19,21000,Iowa,Des Moines city,all,All,54,1
2018,19,21000,Iowa,Des Moines city,poverty,High Poverty Tracts,NA,NA
2018,19,21000,Iowa,Des Moines city,poverty,Not High Poverty Tracts,54,1
2018,19,21000,Iowa,Des Moines city,race-ethnicity,Majority Non-White,55,1
2018,19,21000,Iowa,Des Moines city,race-ethnicity,"Majority White, Non-Hispanic",53,1
2018,19,21000,Iowa,Des Moines city,race-ethnicity,No Majority Race/Ethnicity,54,1
2018,19,73335,Iowa,Sioux City city,all,All,76,1
2018,19,73335,Iowa,Sioux City city,poverty,High Poverty Tracts,75,1
2018,19,73335,Iowa,Sioux City city,poverty,Not High Poverty Tracts,76,1
2018,19,73335,Iowa,Sioux City city,race-ethnicity,Majority Non-White,74,1
2018,19,73335,Iowa,Sioux City city,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,19,73335,Iowa,Sioux City city,race-ethnicity,No Majority Race/Ethnicity,75,1
2018,20,36000,Kansas,Kansas City city,all,All,35,1
2018,20,36000,Kansas,Kansas City city,poverty,High Poverty Tracts,26,1
2018,20,36000,Kansas,Kansas City city,poverty,Not High Poverty Tracts,37,1
2018,20,36000,Kansas,Kansas City city,race-ethnicity,Majority Non-White,32,1
2018,20,36000,Kansas,Kansas City city,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,20,36000,Kansas,Kansas City city,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,20,38900,Kansas,Lawrence city,all,All,55,1
2018,20,38900,Kansas,Lawrence city,poverty,High Poverty Tracts,55,1
2018,20,38900,Kansas,Lawrence city,poverty,Not High Poverty Tracts,55,1
2018,20,38900,Kansas,Lawrence city,race-ethnicity,Majority Non-White,NA,NA
2018,20,38900,Kansas,Lawrence city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,20,38900,Kansas,Lawrence city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,20,52575,Kansas,Olathe city,all,All,55,1
2018,20,52575,Kansas,Olathe city,poverty,High Poverty Tracts,NA,NA
2018,20,52575,Kansas,Olathe city,poverty,Not High Poverty Tracts,55,1
2018,20,52575,Kansas,Olathe city,race-ethnicity,Majority Non-White,55,1
2018,20,52575,Kansas,Olathe city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,20,52575,Kansas,Olathe city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,20,53775,Kansas,Overland Park city,all,All,48,1
2018,20,53775,Kansas,Overland Park city,poverty,High Poverty Tracts,NA,NA
2018,20,53775,Kansas,Overland Park city,poverty,Not High Poverty Tracts,48,1
2018,20,53775,Kansas,Overland Park city,race-ethnicity,Majority Non-White,NA,NA
2018,20,53775,Kansas,Overland Park city,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,20,53775,Kansas,Overland Park city,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,20,71000,Kansas,Topeka city,all,All,55,1
2018,20,71000,Kansas,Topeka city,poverty,High Poverty Tracts,NA,NA
2018,20,71000,Kansas,Topeka city,poverty,Not High Poverty Tracts,55,1
2018,20,71000,Kansas,Topeka city,race-ethnicity,Majority Non-White,55,1
2018,20,71000,Kansas,Topeka city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,20,71000,Kansas,Topeka city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,20,79000,Kansas,Wichita city,all,All,34,1
2018,20,79000,Kansas,Wichita city,poverty,High Poverty Tracts,33,1
2018,20,79000,Kansas,Wichita city,poverty,Not High Poverty Tracts,35,1
2018,20,79000,Kansas,Wichita city,race-ethnicity,Majority Non-White,38,1
2018,20,79000,Kansas,Wichita city,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,20,79000,Kansas,Wichita city,race-ethnicity,No Majority Race/Ethnicity,24,1
2018,21,46027,Kentucky,Lexington-Fayette urban county,all,All,36,1
2018,21,46027,Kentucky,Lexington-Fayette urban county,poverty,High Poverty Tracts,23,1
2018,21,46027,Kentucky,Lexington-Fayette urban county,poverty,Not High Poverty Tracts,38,1
2018,21,46027,Kentucky,Lexington-Fayette urban county,race-ethnicity,Majority Non-White,22,1
2018,21,46027,Kentucky,Lexington-Fayette urban county,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,21,46027,Kentucky,Lexington-Fayette urban county,race-ethnicity,No Majority Race/Ethnicity,31,1
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),all,All,25,1
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),poverty,High Poverty Tracts,12,1
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),poverty,Not High Poverty Tracts,27,1
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),race-ethnicity,Majority Non-White,15,1
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),race-ethnicity,"Majority White, Non-Hispanic",29,1
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),race-ethnicity,No Majority Race/Ethnicity,17,1
2018,22,05000,Louisiana,Baton Rouge city,all,All,1,1
2018,22,05000,Louisiana,Baton Rouge city,poverty,High Poverty Tracts,1,1
2018,22,05000,Louisiana,Baton Rouge city,poverty,Not High Poverty Tracts,2,1
2018,22,05000,Louisiana,Baton Rouge city,race-ethnicity,Majority Non-White,1,1
2018,22,05000,Louisiana,Baton Rouge city,race-ethnicity,"Majority White, Non-Hispanic",1,1
2018,22,05000,Louisiana,Baton Rouge city,race-ethnicity,No Majority Race/Ethnicity,2,1
2018,22,40735,Louisiana,Lafayette city,all,All,42,1
2018,22,40735,Louisiana,Lafayette city,poverty,High Poverty Tracts,26,1
2018,22,40735,Louisiana,Lafayette city,poverty,Not High Poverty Tracts,44,1
2018,22,40735,Louisiana,Lafayette city,race-ethnicity,Majority Non-White,30,1
2018,22,40735,Louisiana,Lafayette city,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,22,40735,Louisiana,Lafayette city,race-ethnicity,No Majority Race/Ethnicity,41,1
2018,22,41155,Louisiana,Lake Charles city,all,All,23,1
2018,22,41155,Louisiana,Lake Charles city,poverty,High Poverty Tracts,17,1
2018,22,41155,Louisiana,Lake Charles city,poverty,Not High Poverty Tracts,23,1
2018,22,41155,Louisiana,Lake Charles city,race-ethnicity,Majority Non-White,24,1
2018,22,41155,Louisiana,Lake Charles city,race-ethnicity,"Majority White, Non-Hispanic",23,1
2018,22,41155,Louisiana,Lake Charles city,race-ethnicity,No Majority Race/Ethnicity,19,1
2018,22,55000,Louisiana,New Orleans city,all,All,13,1
2018,22,55000,Louisiana,New Orleans city,poverty,High Poverty Tracts,11,1
2018,22,55000,Louisiana,New Orleans city,poverty,Not High Poverty Tracts,13,1
2018,22,55000,Louisiana,New Orleans city,race-ethnicity,Majority Non-White,14,1
2018,22,55000,Louisiana,New Orleans city,race-ethnicity,"Majority White, Non-Hispanic",12,1
2018,22,55000,Louisiana,New Orleans city,race-ethnicity,No Majority Race/Ethnicity,11,1
2018,22,70000,Louisiana,Shreveport city,all,All,13,1
2018,22,70000,Louisiana,Shreveport city,poverty,High Poverty Tracts,12,1
2018,22,70000,Louisiana,Shreveport city,poverty,Not High Poverty Tracts,14,1
2018,22,70000,Louisiana,Shreveport city,race-ethnicity,Majority Non-White,13,1
2018,22,70000,Louisiana,Shreveport city,race-ethnicity,"Majority White, Non-Hispanic",12,1
2018,22,70000,Louisiana,Shreveport city,race-ethnicity,No Majority Race/Ethnicity,9,1
2018,24,04000,Maryland,Baltimore city,all,All,33,1
2018,24,04000,Maryland,Baltimore city,poverty,High Poverty Tracts,27,1
2018,24,04000,Maryland,Baltimore city,poverty,Not High Poverty Tracts,34,1
2018,24,04000,Maryland,Baltimore city,race-ethnicity,Majority Non-White,34,1
2018,24,04000,Maryland,Baltimore city,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,24,04000,Maryland,Baltimore city,race-ethnicity,No Majority Race/Ethnicity,31,1
2018,24,30325,Maryland,Frederick city,all,All,48,1
2018,24,30325,Maryland,Frederick city,poverty,High Poverty Tracts,NA,NA
2018,24,30325,Maryland,Frederick city,poverty,Not High Poverty Tracts,49,1
2018,24,30325,Maryland,Frederick city,race-ethnicity,Majority Non-White,45,1
2018,24,30325,Maryland,Frederick city,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,24,30325,Maryland,Frederick city,race-ethnicity,No Majority Race/Ethnicity,54,1
2018,25,07000,Massachusetts,Boston city,all,All,27,1
2018,25,07000,Massachusetts,Boston city,poverty,High Poverty Tracts,20,1
2018,25,07000,Massachusetts,Boston city,poverty,Not High Poverty Tracts,29,1
2018,25,07000,Massachusetts,Boston city,race-ethnicity,Majority Non-White,27,1
2018,25,07000,Massachusetts,Boston city,race-ethnicity,"Majority White, Non-Hispanic",28,1
2018,25,07000,Massachusetts,Boston city,race-ethnicity,No Majority Race/Ethnicity,25,1
2018,25,09000,Massachusetts,Brockton city,all,All,76,1
2018,25,09000,Massachusetts,Brockton city,poverty,High Poverty Tracts,76,1
2018,25,09000,Massachusetts,Brockton city,poverty,Not High Poverty Tracts,76,1
2018,25,09000,Massachusetts,Brockton city,race-ethnicity,Majority Non-White,76,1
2018,25,09000,Massachusetts,Brockton city,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,25,09000,Massachusetts,Brockton city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,25,11000,Massachusetts,Cambridge city,all,All,26,1
2018,25,11000,Massachusetts,Cambridge city,poverty,High Poverty Tracts,NA,NA
2018,25,11000,Massachusetts,Cambridge city,poverty,Not High Poverty Tracts,28,1
2018,25,11000,Massachusetts,Cambridge city,race-ethnicity,Majority Non-White,45,1
2018,25,11000,Massachusetts,Cambridge city,race-ethnicity,"Majority White, Non-Hispanic",27,1
2018,25,11000,Massachusetts,Cambridge city,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,25,23000,Massachusetts,Fall River city,all,All,74,1
2018,25,23000,Massachusetts,Fall River city,poverty,High Poverty Tracts,NA,NA
2018,25,23000,Massachusetts,Fall River city,poverty,Not High Poverty Tracts,74,1
2018,25,23000,Massachusetts,Fall River city,race-ethnicity,Majority Non-White,NA,NA
2018,25,23000,Massachusetts,Fall River city,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,25,23000,Massachusetts,Fall River city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,25,34550,Massachusetts,Lawrence city,all,All,55,1
2018,25,34550,Massachusetts,Lawrence city,poverty,High Poverty Tracts,55,1
2018,25,34550,Massachusetts,Lawrence city,poverty,Not High Poverty Tracts,55,1
2018,25,34550,Massachusetts,Lawrence city,race-ethnicity,Majority Non-White,55,1
2018,25,34550,Massachusetts,Lawrence city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,25,34550,Massachusetts,Lawrence city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,25,37000,Massachusetts,Lowell city,all,All,55,1
2018,25,37000,Massachusetts,Lowell city,poverty,High Poverty Tracts,55,1
2018,25,37000,Massachusetts,Lowell city,poverty,Not High Poverty Tracts,55,1
2018,25,37000,Massachusetts,Lowell city,race-ethnicity,Majority Non-White,55,1
2018,25,37000,Massachusetts,Lowell city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,25,37000,Massachusetts,Lowell city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,25,37490,Massachusetts,Lynn city,all,All,53,1
2018,25,37490,Massachusetts,Lynn city,poverty,High Poverty Tracts,NA,NA
2018,25,37490,Massachusetts,Lynn city,poverty,Not High Poverty Tracts,53,1
2018,25,37490,Massachusetts,Lynn city,race-ethnicity,Majority Non-White,52,1
2018,25,37490,Massachusetts,Lynn city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,25,37490,Massachusetts,Lynn city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,25,45000,Massachusetts,New Bedford city,all,All,78,1
2018,25,45000,Massachusetts,New Bedford city,poverty,High Poverty Tracts,76,1
2018,25,45000,Massachusetts,New Bedford city,poverty,Not High Poverty Tracts,77,1
2018,25,45000,Massachusetts,New Bedford city,race-ethnicity,Majority Non-White,76,1
2018,25,45000,Massachusetts,New Bedford city,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,25,45000,Massachusetts,New Bedford city,race-ethnicity,No Majority Race/Ethnicity,81,1
2018,25,45560,Massachusetts,Newton city,all,All,55,1
2018,25,45560,Massachusetts,Newton city,poverty,High Poverty Tracts,NA,NA
2018,25,45560,Massachusetts,Newton city,poverty,Not High Poverty Tracts,55,1
2018,25,45560,Massachusetts,Newton city,race-ethnicity,Majority Non-White,NA,NA
2018,25,45560,Massachusetts,Newton city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,25,45560,Massachusetts,Newton city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,25,55745,Massachusetts,Quincy city,all,All,51,1
2018,25,55745,Massachusetts,Quincy city,poverty,High Poverty Tracts,NA,NA
2018,25,55745,Massachusetts,Quincy city,poverty,Not High Poverty Tracts,51,1
2018,25,55745,Massachusetts,Quincy city,race-ethnicity,Majority Non-White,20,1
2018,25,55745,Massachusetts,Quincy city,race-ethnicity,"Majority White, Non-Hispanic",53,1
2018,25,55745,Massachusetts,Quincy city,race-ethnicity,No Majority Race/Ethnicity,52,1
2018,25,62535,Massachusetts,Somerville city,all,All,30,1
2018,25,62535,Massachusetts,Somerville city,poverty,High Poverty Tracts,NA,NA
2018,25,62535,Massachusetts,Somerville city,poverty,Not High Poverty Tracts,29,1
2018,25,62535,Massachusetts,Somerville city,race-ethnicity,Majority Non-White,NA,NA
2018,25,62535,Massachusetts,Somerville city,race-ethnicity,"Majority White, Non-Hispanic",34,1
2018,25,62535,Massachusetts,Somerville city,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,25,67000,Massachusetts,Springfield city,all,All,49,1
2018,25,67000,Massachusetts,Springfield city,poverty,High Poverty Tracts,49,1
2018,25,67000,Massachusetts,Springfield city,poverty,Not High Poverty Tracts,49,1
2018,25,67000,Massachusetts,Springfield city,race-ethnicity,Majority Non-White,49,1
2018,25,67000,Massachusetts,Springfield city,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,25,67000,Massachusetts,Springfield city,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,25,82000,Massachusetts,Worcester city,all,All,76,1
2018,25,82000,Massachusetts,Worcester city,poverty,High Poverty Tracts,76,1
2018,25,82000,Massachusetts,Worcester city,poverty,Not High Poverty Tracts,76,1
2018,25,82000,Massachusetts,Worcester city,race-ethnicity,Majority Non-White,76,1
2018,25,82000,Massachusetts,Worcester city,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,25,82000,Massachusetts,Worcester city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,26,03000,Michigan,Ann Arbor city,all,All,75,1
2018,26,03000,Michigan,Ann Arbor city,poverty,High Poverty Tracts,75,1
2018,26,03000,Michigan,Ann Arbor city,poverty,Not High Poverty Tracts,75,1
2018,26,03000,Michigan,Ann Arbor city,race-ethnicity,Majority Non-White,75,1
2018,26,03000,Michigan,Ann Arbor city,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,26,03000,Michigan,Ann Arbor city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,26,21000,Michigan,Dearborn city,all,All,49,1
2018,26,21000,Michigan,Dearborn city,poverty,High Poverty Tracts,45,1
2018,26,21000,Michigan,Dearborn city,poverty,Not High Poverty Tracts,52,1
2018,26,21000,Michigan,Dearborn city,race-ethnicity,Majority Non-White,NA,NA
2018,26,21000,Michigan,Dearborn city,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,26,21000,Michigan,Dearborn city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,26,22000,Michigan,Detroit city,all,All,48,1
2018,26,22000,Michigan,Detroit city,poverty,High Poverty Tracts,47,1
2018,26,22000,Michigan,Detroit city,poverty,Not High Poverty Tracts,50,1
2018,26,22000,Michigan,Detroit city,race-ethnicity,Majority Non-White,49,1
2018,26,22000,Michigan,Detroit city,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,26,22000,Michigan,Detroit city,race-ethnicity,No Majority Race/Ethnicity,42,1
2018,26,27440,Michigan,Farmington Hills city,all,All,61,1
2018,26,27440,Michigan,Farmington Hills city,poverty,High Poverty Tracts,NA,NA
2018,26,27440,Michigan,Farmington Hills city,poverty,Not High Poverty Tracts,62,1
2018,26,27440,Michigan,Farmington Hills city,race-ethnicity,Majority Non-White,55,1
2018,26,27440,Michigan,Farmington Hills city,race-ethnicity,"Majority White, Non-Hispanic",63,1
2018,26,27440,Michigan,Farmington Hills city,race-ethnicity,No Majority Race/Ethnicity,59,1
2018,26,29000,Michigan,Flint city,all,All,76,1
2018,26,29000,Michigan,Flint city,poverty,High Poverty Tracts,76,1
2018,26,29000,Michigan,Flint city,poverty,Not High Poverty Tracts,76,1
2018,26,29000,Michigan,Flint city,race-ethnicity,Majority Non-White,76,1
2018,26,29000,Michigan,Flint city,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,26,29000,Michigan,Flint city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,26,34000,Michigan,Grand Rapids city,all,All,55,1
2018,26,34000,Michigan,Grand Rapids city,poverty,High Poverty Tracts,44,1
2018,26,34000,Michigan,Grand Rapids city,poverty,Not High Poverty Tracts,57,1
2018,26,34000,Michigan,Grand Rapids city,race-ethnicity,Majority Non-White,45,1
2018,26,34000,Michigan,Grand Rapids city,race-ethnicity,"Majority White, Non-Hispanic",60,1
2018,26,34000,Michigan,Grand Rapids city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,26,46000,Michigan,Lansing city,all,All,75,1
2018,26,46000,Michigan,Lansing city,poverty,High Poverty Tracts,75,1
2018,26,46000,Michigan,Lansing city,poverty,Not High Poverty Tracts,75,1
2018,26,46000,Michigan,Lansing city,race-ethnicity,Majority Non-White,76,1
2018,26,46000,Michigan,Lansing city,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,26,46000,Michigan,Lansing city,race-ethnicity,No Majority Race/Ethnicity,75,1
2018,26,49000,Michigan,Livonia city,all,All,54,1
2018,26,49000,Michigan,Livonia city,poverty,High Poverty Tracts,NA,NA
2018,26,49000,Michigan,Livonia city,poverty,Not High Poverty Tracts,54,1
2018,26,49000,Michigan,Livonia city,race-ethnicity,Majority Non-White,NA,NA
2018,26,49000,Michigan,Livonia city,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,26,49000,Michigan,Livonia city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,26,69035,Michigan,Rochester Hills city,all,All,74,1
2018,26,69035,Michigan,Rochester Hills city,poverty,High Poverty Tracts,NA,NA
2018,26,69035,Michigan,Rochester Hills city,poverty,Not High Poverty Tracts,74,1
2018,26,69035,Michigan,Rochester Hills city,race-ethnicity,Majority Non-White,NA,NA
2018,26,69035,Michigan,Rochester Hills city,race-ethnicity,"Majority White, Non-Hispanic",73,1
2018,26,69035,Michigan,Rochester Hills city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,26,74900,Michigan,Southfield city,all,All,53,1
2018,26,74900,Michigan,Southfield city,poverty,High Poverty Tracts,NA,NA
2018,26,74900,Michigan,Southfield city,poverty,Not High Poverty Tracts,53,1
2018,26,74900,Michigan,Southfield city,race-ethnicity,Majority Non-White,54,1
2018,26,74900,Michigan,Southfield city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,26,74900,Michigan,Southfield city,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,26,76460,Michigan,Sterling Heights city,all,All,50,1
2018,26,76460,Michigan,Sterling Heights city,poverty,High Poverty Tracts,49,1
2018,26,76460,Michigan,Sterling Heights city,poverty,Not High Poverty Tracts,50,1
2018,26,76460,Michigan,Sterling Heights city,race-ethnicity,Majority Non-White,49,1
2018,26,76460,Michigan,Sterling Heights city,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,26,76460,Michigan,Sterling Heights city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,26,80700,Michigan,Troy city,all,All,55,1
2018,26,80700,Michigan,Troy city,poverty,High Poverty Tracts,NA,NA
2018,26,80700,Michigan,Troy city,poverty,Not High Poverty Tracts,55,1
2018,26,80700,Michigan,Troy city,race-ethnicity,Majority Non-White,49,1
2018,26,80700,Michigan,Troy city,race-ethnicity,"Majority White, Non-Hispanic",57,1
2018,26,80700,Michigan,Troy city,race-ethnicity,No Majority Race/Ethnicity,51,1
2018,26,84000,Michigan,Warren city,all,All,43,1
2018,26,84000,Michigan,Warren city,poverty,High Poverty Tracts,26,1
2018,26,84000,Michigan,Warren city,poverty,Not High Poverty Tracts,45,1
2018,26,84000,Michigan,Warren city,race-ethnicity,Majority Non-White,41,1
2018,26,84000,Michigan,Warren city,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,26,84000,Michigan,Warren city,race-ethnicity,No Majority Race/Ethnicity,39,1
2018,26,86000,Michigan,Westland city,all,All,54,1
2018,26,86000,Michigan,Westland city,poverty,High Poverty Tracts,NA,NA
2018,26,86000,Michigan,Westland city,poverty,Not High Poverty Tracts,55,1
2018,26,86000,Michigan,Westland city,race-ethnicity,Majority Non-White,55,1
2018,26,86000,Michigan,Westland city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,26,86000,Michigan,Westland city,race-ethnicity,No Majority Race/Ethnicity,54,1
2018,26,88940,Michigan,Wyoming city,all,All,60,1
2018,26,88940,Michigan,Wyoming city,poverty,High Poverty Tracts,46,1
2018,26,88940,Michigan,Wyoming city,poverty,Not High Poverty Tracts,61,1
