year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,share_debt_coll,share_debt_coll_quality,index_air_hazard,index_air_hazard_quality,share_transit_commuter,share_transit_commuter_quality,share_transportation_cost,share_transportation_cost_quality
2020,31,28000,Nebraska,Lincoln city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,31,28000,Nebraska,Lincoln city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,31,28000,Nebraska,Lincoln city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,31,28000,Nebraska,Lincoln city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,31,37000,Nebraska,Omaha city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,31,37000,Nebraska,Omaha city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,31,37000,Nebraska,Omaha city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,31,37000,Nebraska,Omaha city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,31900,Nevada,Henderson city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,31900,Nevada,Henderson city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,31900,Nevada,Henderson city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,31900,Nevada,Henderson city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,40000,Nevada,Las Vegas city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,40000,Nevada,Las Vegas city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,40000,Nevada,Las Vegas city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,40000,Nevada,Las Vegas city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,51800,Nevada,North Las Vegas city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,51800,Nevada,North Las Vegas city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,51800,Nevada,North Las Vegas city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,51800,Nevada,North Las Vegas city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,60600,Nevada,Reno city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,60600,Nevada,Reno city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,60600,Nevada,Reno city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,60600,Nevada,Reno city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,68400,Nevada,Sparks city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,68400,Nevada,Sparks city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,68400,Nevada,Sparks city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,32,68400,Nevada,Sparks city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,33,45140,New Hampshire,Manchester city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,33,45140,New Hampshire,Manchester city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,33,45140,New Hampshire,Manchester city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,33,45140,New Hampshire,Manchester city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,33,50260,New Hampshire,Nashua city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,33,50260,New Hampshire,Nashua city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,33,50260,New Hampshire,Nashua city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,33,50260,New Hampshire,Nashua city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,13690,New Jersey,Clifton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,13690,New Jersey,Clifton city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,13690,New Jersey,Clifton city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,13690,New Jersey,Clifton city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,21000,New Jersey,Elizabeth city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,21000,New Jersey,Elizabeth city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,21000,New Jersey,Elizabeth city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,21000,New Jersey,Elizabeth city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,36000,New Jersey,Jersey City city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,36000,New Jersey,Jersey City city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,36000,New Jersey,Jersey City city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,36000,New Jersey,Jersey City city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,51000,New Jersey,Newark city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,51000,New Jersey,Newark city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,51000,New Jersey,Newark city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,51000,New Jersey,Newark city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,57000,New Jersey,Paterson city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,57000,New Jersey,Paterson city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,57000,New Jersey,Paterson city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,57000,New Jersey,Paterson city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,74000,New Jersey,Trenton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,74000,New Jersey,Trenton city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,74000,New Jersey,Trenton city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,34,74000,New Jersey,Trenton city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,02000,New Mexico,Albuquerque city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,02000,New Mexico,Albuquerque city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,02000,New Mexico,Albuquerque city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,02000,New Mexico,Albuquerque city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,39380,New Mexico,Las Cruces city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,39380,New Mexico,Las Cruces city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,39380,New Mexico,Las Cruces city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,39380,New Mexico,Las Cruces city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,63460,New Mexico,Rio Rancho city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,63460,New Mexico,Rio Rancho city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,63460,New Mexico,Rio Rancho city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,63460,New Mexico,Rio Rancho city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,70500,New Mexico,Santa Fe city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,70500,New Mexico,Santa Fe city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,70500,New Mexico,Santa Fe city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,35,70500,New Mexico,Santa Fe city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,01000,New York,Albany city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,01000,New York,Albany city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,01000,New York,Albany city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,01000,New York,Albany city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,11000,New York,Buffalo city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,11000,New York,Buffalo city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,11000,New York,Buffalo city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,11000,New York,Buffalo city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,50617,New York,New Rochelle city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,50617,New York,New Rochelle city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,50617,New York,New Rochelle city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,50617,New York,New Rochelle city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,51000,New York,New York city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,51000,New York,New York city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,51000,New York,New York city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,51000,New York,New York city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,63000,New York,Rochester city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,63000,New York,Rochester city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,63000,New York,Rochester city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,63000,New York,Rochester city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,73000,New York,Syracuse city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,73000,New York,Syracuse city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,73000,New York,Syracuse city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,73000,New York,Syracuse city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,84000,New York,Yonkers city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,84000,New York,Yonkers city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,84000,New York,Yonkers city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,84000,New York,Yonkers city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,02140,North Carolina,Asheville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,02140,North Carolina,Asheville city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,02140,North Carolina,Asheville city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,02140,North Carolina,Asheville city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,10740,North Carolina,Cary town,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,10740,North Carolina,Cary town,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,10740,North Carolina,Cary town,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,10740,North Carolina,Cary town,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,12000,North Carolina,Charlotte city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,12000,North Carolina,Charlotte city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,12000,North Carolina,Charlotte city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,12000,North Carolina,Charlotte city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,14100,North Carolina,Concord city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,14100,North Carolina,Concord city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,14100,North Carolina,Concord city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,14100,North Carolina,Concord city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,19000,North Carolina,Durham city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,19000,North Carolina,Durham city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,19000,North Carolina,Durham city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,19000,North Carolina,Durham city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,22920,North Carolina,Fayetteville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,22920,North Carolina,Fayetteville city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,22920,North Carolina,Fayetteville city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,22920,North Carolina,Fayetteville city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,25580,North Carolina,Gastonia city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,25580,North Carolina,Gastonia city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,25580,North Carolina,Gastonia city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,25580,North Carolina,Gastonia city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,28000,North Carolina,Greensboro city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,28000,North Carolina,Greensboro city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,28000,North Carolina,Greensboro city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,28000,North Carolina,Greensboro city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,28080,North Carolina,Greenville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,28080,North Carolina,Greenville city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,28080,North Carolina,Greenville city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,28080,North Carolina,Greenville city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,31400,North Carolina,High Point city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,31400,North Carolina,High Point city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,31400,North Carolina,High Point city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,31400,North Carolina,High Point city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,55000,North Carolina,Raleigh city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,55000,North Carolina,Raleigh city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,55000,North Carolina,Raleigh city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,55000,North Carolina,Raleigh city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,74440,North Carolina,Wilmington city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,74440,North Carolina,Wilmington city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,74440,North Carolina,Wilmington city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,74440,North Carolina,Wilmington city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,75000,North Carolina,Winston-Salem city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,75000,North Carolina,Winston-Salem city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,75000,North Carolina,Winston-Salem city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,37,75000,North Carolina,Winston-Salem city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,38,25700,North Dakota,Fargo city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,38,25700,North Dakota,Fargo city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,38,25700,North Dakota,Fargo city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,38,25700,North Dakota,Fargo city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,01000,Ohio,Akron city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,01000,Ohio,Akron city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,01000,Ohio,Akron city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,01000,Ohio,Akron city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,15000,Ohio,Cincinnati city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,15000,Ohio,Cincinnati city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,15000,Ohio,Cincinnati city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,15000,Ohio,Cincinnati city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,16000,Ohio,Cleveland city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,16000,Ohio,Cleveland city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,16000,Ohio,Cleveland city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,16000,Ohio,Cleveland city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,18000,Ohio,Columbus city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,18000,Ohio,Columbus city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,18000,Ohio,Columbus city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,18000,Ohio,Columbus city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,21000,Ohio,Dayton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,21000,Ohio,Dayton city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,21000,Ohio,Dayton city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,21000,Ohio,Dayton city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,61000,Ohio,Parma city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,61000,Ohio,Parma city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,61000,Ohio,Parma city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,61000,Ohio,Parma city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,77000,Ohio,Toledo city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,77000,Ohio,Toledo city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,77000,Ohio,Toledo city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,77000,Ohio,Toledo city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,09050,Oklahoma,Broken Arrow city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,09050,Oklahoma,Broken Arrow city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,09050,Oklahoma,Broken Arrow city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,09050,Oklahoma,Broken Arrow city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,23200,Oklahoma,Edmond city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,23200,Oklahoma,Edmond city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,23200,Oklahoma,Edmond city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,23200,Oklahoma,Edmond city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,41850,Oklahoma,Lawton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,41850,Oklahoma,Lawton city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,41850,Oklahoma,Lawton city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,41850,Oklahoma,Lawton city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,52500,Oklahoma,Norman city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,52500,Oklahoma,Norman city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,52500,Oklahoma,Norman city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,52500,Oklahoma,Norman city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,55000,Oklahoma,Oklahoma City city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,55000,Oklahoma,Oklahoma City city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,55000,Oklahoma,Oklahoma City city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,55000,Oklahoma,Oklahoma City city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,75000,Oklahoma,Tulsa city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,75000,Oklahoma,Tulsa city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,75000,Oklahoma,Tulsa city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,40,75000,Oklahoma,Tulsa city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,41,05350,Oregon,Beaverton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,41,05350,Oregon,Beaverton city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,41,05350,Oregon,Beaverton city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,41,05350,Oregon,Beaverton city,TRUE,Mixed neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,41,05800,Oregon,Bend city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2020,41,05800,Oregon,Bend city,TRUE,Neighborhoods of color,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2020,41,05800,Oregon,Bend city,TRUE,White neighborhoods,race-ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
