state,place,state_name,place_name,year,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_desc_rep_total_population,count_desc_rep_total_nonhisp,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,count_desc_rep_total_hispanic,share_desc_rep_white_nonhispanic,count_desc_rep_total_population_quality,count_desc_rep_total_nonhisp_quality,share_desc_rep_asian_other_quality,share_desc_rep_black_nonhispanic_quality,count_desc_rep_total_hispanic_quality,share_desc_rep_white_nonhispanic_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality
18,22000,Indiana,Evansville city,2017,2.3%:8.4%,3,1.4%:2.2%,3,3.4%:4.0%,3,92.9%:85.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,22000,Indiana,Evansville city,2018,2.0%:9.3%,3,1.3%:2.6%,3,0.6%:2.3%,3,96.1%:85.8%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,22000,Indiana,Evansville city,2019,1.3%:8.8%,3,0.2%:1.5%,3,2.2%:2.9%,3,96.3%:86.8%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,22000,Indiana,Evansville city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7859741017799,3,2.1,2
18,22000,Indiana,Evansville city,2021,2.5%:7.4%,3,1.6%:1.8%,3,6.5%:5.9%,3,89.4%:84.9%,3,117184,113372,0.0542394866193337,0.1354195111960677,0.03253003823047515,0.7778109639541234,1,1,1,1,1,1,NA,NA,NA,NA
18,22000,Indiana,Evansville city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,23278,Indiana,Fishers city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,23278,Indiana,Fishers city,2014,2.2%:3.9%,3,1.1%:1.7%,3,8.7%:8.0%,3,88.1%:86.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,23278,Indiana,Fishers city,2015,2.7%:3.6%,3,1.4%:3.3%,3,14.0%:7.2%,3,81.9%:85.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,23278,Indiana,Fishers city,2016,2.4%:4.0%,3,3.5%:3.6%,3,7.3%:6.6%,3,86.7%:85.8%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,23278,Indiana,Fishers city,2017,1.9%:4.4%,3,3.9%:3.2%,3,7.1%:7.4%,3,87.1%:84.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,23278,Indiana,Fishers city,2018,2.3%:5.0%,3,2.6%:2.7%,3,7.1%:7.2%,3,88.0%:85.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,23278,Indiana,Fishers city,2019,1.9%:2.7%,3,1.5%:2.9%,3,7.6%:8.1%,3,89.0%:86.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,23278,Indiana,Fishers city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1060783071103415,3,2.5,2
18,23278,Indiana,Fishers city,2021,1.3%:3.3%,3,3.5%:2.7%,3,9.5%:10.4%,3,85.6%:83.6%,3,97154,94560,0.10025320624987134,0.05708462852790415,0.02669987854334355,0.8159622866788809,1,1,1,1,1,1,NA,NA,NA,NA
18,23278,Indiana,Fishers city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,25000,Indiana,Fort Wayne city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,25000,Indiana,Fort Wayne city,2014,3.7%:14.1%,2,4.6%:6.2%,2,7.1%:4.2%,2,84.6%:75.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,25000,Indiana,Fort Wayne city,2015,5.4%:14.1%,2,2.8%:5.5%,2,3.2%:5.1%,2,88.7%:75.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,25000,Indiana,Fort Wayne city,2016,5.9%:14.5%,2,4.8%:6.6%,2,2.6%:5.0%,2,86.6%:73.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,25000,Indiana,Fort Wayne city,2017,3.4%:12.5%,2,2.6%:6.7%,2,4.3%:6.0%,2,89.6%:74.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,25000,Indiana,Fort Wayne city,2018,7.2%:14.4%,2,4.0%:7.2%,2,3.2%:6.0%,2,85.6%:72.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,25000,Indiana,Fort Wayne city,2019,6.0%:15.0%,2,7.2%:6.9%,2,5.6%:5.2%,2,81.1%:72.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,25000,Indiana,Fort Wayne city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7415696518630643,3,0.9,1
18,25000,Indiana,Fort Wayne city,2021,4.9%:12.9%,2,4.7%:6.2%,2,11.5%:9.6%,2,78.8%:71.4%,2,262676,237814,0.10217911038694057,0.1504515067992508,0.09464892110432624,0.6527204617094824,1,1,1,1,1,1,NA,NA,NA,NA
18,25000,Indiana,Fort Wayne city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,31000,Indiana,Hammond city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,31000,Indiana,Hammond city,2014,9.3%:23.8%,2,37.3%:36.0%,2,0.8%:0.7%,3,52.6%:39.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,31000,Indiana,Hammond city,2015,10.6%:26.7%,2,31.5%:32.4%,2,1.1%:2.2%,3,56.9%:38.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,31000,Indiana,Hammond city,2016,12.6%:30.0%,2,37.7%:36.5%,2,1.1%:0.7%,3,48.5%:32.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,31000,Indiana,Hammond city,2017,12.7%:24.6%,2,31.4%:37.7%,2,0.5%:1.9%,3,55.3%:35.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,31000,Indiana,Hammond city,2018,9.2%:25.2%,2,39.3%:36.4%,2,4.1%:0.8%,3,47.4%:37.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,31000,Indiana,Hammond city,2019,17.1%:30.5%,2,38.7%:34.5%,2,0.1%:0.8%,3,44.0%:34.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,31000,Indiana,Hammond city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6518268244195429,3,1.7,2
18,31000,Indiana,Hammond city,2021,12.1%:29.1%,2,49.2%:39.9%,2,2.5%:2.1%,3,36.3%:28.9%,2,77491,46963,0.03155205120594649,0.21607670568195017,0.39395542708185466,0.3584158160302487,1,1,1,1,1,1,NA,NA,NA,NA
18,31000,Indiana,Hammond city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,36003,Indiana,Indianapolis city (balance),2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,36003,Indiana,Indianapolis city (balance),2014,12.7%:26.8%,1,2.5%:6.5%,1,4.5%:4.0%,1,80.2%:62.7%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,36003,Indiana,Indianapolis city (balance),2015,13.6%:26.2%,1,3.1%:6.4%,1,4.5%:4.3%,1,78.8%:63.0%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,36003,Indiana,Indianapolis city (balance),2016,13.3%:25.4%,1,3.3%:6.9%,1,2.7%:5.0%,1,80.6%:62.7%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,36003,Indiana,Indianapolis city (balance),2017,14.6%:27.4%,1,3.3%:6.9%,1,4.4%:5.1%,1,77.6%:60.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,36003,Indiana,Indianapolis city (balance),2018,13.3%:27.8%,1,3.2%:7.4%,1,3.2%:5.3%,1,80.4%:59.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,36003,Indiana,Indianapolis city (balance),2019,15.0%:28.5%,1,4.6%:6.4%,1,4.8%:4.5%,1,75.6%:60.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,36003,Indiana,Indianapolis city (balance),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7032263077290216,2,0.3,1
18,36003,Indiana,Indianapolis city (balance),2021,13.9%:27.4%,1,6.0%:7.8%,1,9.1%:7.1%,1,71.0%:57.7%,1,880104,785432,0.08135174933871452,0.28457659549325987,0.10756910546935362,0.5265025496986719,1,1,1,1,1,1,NA,NA,NA,NA
18,36003,Indiana,Indianapolis city (balance),2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,71000,Indiana,South Bend city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,71000,Indiana,South Bend city,2014,6.5%:25.2%,2,8.4%:8.4%,2,3.8%:4.2%,3,81.3%:62.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,71000,Indiana,South Bend city,2015,15.6%:21.4%,2,8.7%:9.5%,2,2.2%:3.3%,3,73.4%:65.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,71000,Indiana,South Bend city,2016,7.6%:24.1%,2,4.5%:7.9%,3,3.4%:2.7%,3,84.4%:65.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,71000,Indiana,South Bend city,2017,8.7%:26.7%,2,4.9%:7.7%,3,3.9%:2.7%,3,82.5%:62.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,71000,Indiana,South Bend city,2018,8.2%:22.4%,2,6.9%:11.4%,2,1.8%:3.3%,3,83.1%:62.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,71000,Indiana,South Bend city,2019,15.2%:25.0%,2,7.3%:9.5%,2,5.0%:3.7%,3,72.5%:61.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,71000,Indiana,South Bend city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6796790159262336,3,1.3,2
18,71000,Indiana,South Bend city,2021,9.5%:21.1%,2,9.5%:10.9%,2,6.0%:5.0%,2,75.0%:63.0%,2,102786,86544,0.07381355437510945,0.2482536532212558,0.15801762885996148,0.5199151635436733,1,1,1,1,1,1,NA,NA,NA,NA
18,71000,Indiana,South Bend city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12000,Iowa,Cedar Rapids city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12000,Iowa,Cedar Rapids city,2014,1.9%:4.5%,3,5.2%:2.5%,3,1.3%:2.5%,3,91.6%:90.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12000,Iowa,Cedar Rapids city,2015,0.9%:3.9%,3,1.4%:2.0%,3,2.1%:3.1%,3,95.6%:91.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12000,Iowa,Cedar Rapids city,2016,2.2%:3.8%,3,1.1%:2.0%,3,2.2%:3.5%,3,94.5%:90.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12000,Iowa,Cedar Rapids city,2017,1.3%:4.1%,3,1.4%:2.6%,3,2.9%:5.6%,3,94.4%:87.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12000,Iowa,Cedar Rapids city,2018,1.2%:5.7%,3,1.8%:2.6%,3,1.4%:2.1%,3,95.5%:89.6%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12000,Iowa,Cedar Rapids city,2019,0.5%:5.5%,3,0.7%:1.9%,3,2.3%:4.2%,3,96.4%:88.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12000,Iowa,Cedar Rapids city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.001675587065527,3,1.9,1
19,12000,Iowa,Cedar Rapids city,2021,2.2%:4.4%,3,1.5%:3.2%,3,4.1%:5.1%,3,92.2%:87.3%,3,136512,130481,0.08020540318799813,0.0859704641350211,0.04417926629160806,0.7896448663853727,1,1,1,1,1,1,NA,NA,NA,NA
19,12000,Iowa,Cedar Rapids city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19000,Iowa,Davenport city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19000,Iowa,Davenport city,2014,3.0%:6.4%,3,2.9%:4.2%,3,1.6%:3.2%,3,92.6%:86.2%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19000,Iowa,Davenport city,2015,1.7%:5.5%,3,2.2%:4.4%,3,3.3%:3.6%,3,92.8%:86.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19000,Iowa,Davenport city,2016,2.1%:7.4%,3,2.5%:4.1%,3,3.8%:3.6%,3,91.6%:84.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19000,Iowa,Davenport city,2017,7.9%:6.7%,3,2.5%:5.1%,3,3.2%:4.3%,3,86.4%:83.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19000,Iowa,Davenport city,2018,1.4%:6.3%,3,2.3%:5.2%,3,2.5%:3.3%,3,93.7%:85.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19000,Iowa,Davenport city,2019,1.1%:8.1%,3,3.3%:6.1%,3,4.2%:3.7%,3,91.3%:82.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19000,Iowa,Davenport city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7688770113381674,3,1.3,1
19,19000,Iowa,Davenport city,2021,2.3%:5.8%,3,6.7%:7.1%,3,12.3%:8.9%,3,78.8%:78.2%,3,101725,92682,0.07442614893094127,0.1074367166379946,0.08889653477512903,0.7292405996559351,1,1,1,1,1,1,NA,NA,NA,NA
19,19000,Iowa,Davenport city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,21000,Iowa,Des Moines city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,21000,Iowa,Des Moines city,2014,6.2%:11.0%,3,4.4%:8.4%,2,6.2%:6.3%,2,83.3%:74.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,21000,Iowa,Des Moines city,2015,3.3%:9.2%,3,5.0%:9.0%,2,5.0%:6.3%,2,86.7%:75.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,21000,Iowa,Des Moines city,2016,4.0%:9.6%,3,4.5%:8.0%,2,4.9%:6.1%,2,86.6%:76.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,21000,Iowa,Des Moines city,2017,3.2%:9.5%,3,5.0%:8.9%,2,3.8%:6.9%,2,87.9%:74.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,21000,Iowa,Des Moines city,2018,3.0%:9.4%,3,5.2%:8.4%,2,5.6%:7.5%,2,86.3%:74.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,21000,Iowa,Des Moines city,2019,4.7%:13.5%,3,4.9%:7.8%,2,4.3%:5.9%,2,86.1%:72.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,21000,Iowa,Des Moines city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7831145697461929,2,1.1,1
19,21000,Iowa,Des Moines city,2021,5.1%:8.2%,3,8.9%:10.8%,2,6.5%:8.2%,2,79.6%:72.8%,2,213545,182445,0.1108571963754712,0.1088857149546934,0.1456367510360814,0.634620337633754,1,1,1,1,1,1,NA,NA,NA,NA
19,21000,Iowa,Des Moines city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73335,Iowa,Sioux City city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73335,Iowa,Sioux City city,2014,0.2%:2.2%,3,3.2%:9.4%,3,1.4%:3.7%,3,95.2%:84.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73335,Iowa,Sioux City city,2015,0.2%:4.3%,3,3.0%:9.7%,3,1.7%:3.8%,3,95.0%:82.2%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73335,Iowa,Sioux City city,2016,0.1%:4.0%,3,2.1%:8.8%,3,1.6%:4.8%,3,96.2%:82.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73335,Iowa,Sioux City city,2017,0.5%:1.6%,3,6.2%:10.1%,3,1.9%:6.6%,3,91.4%:81.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73335,Iowa,Sioux City city,2018,0.0%:3.2%,3,10.6%:9.8%,3,3.3%:5.3%,3,86.1%:81.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73335,Iowa,Sioux City city,2019,0.4%:5.2%,3,6.3%:12.2%,3,4.4%:5.3%,3,88.9%:77.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73335,Iowa,Sioux City city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7240768549267588,2,1.5,1
19,73335,Iowa,Sioux City city,2021,1.0%:3.9%,3,6.1%:10.8%,3,5.1%:4.3%,3,87.9%:80.9%,3,85081,67257,0.0953209294672136,0.04479260939575228,0.20949448172917573,0.6503919794078584,1,1,1,1,1,1,NA,NA,NA,NA
19,73335,Iowa,Sioux City city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,36000,Kansas,Kansas City city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,36000,Kansas,Kansas City city,2014,15.9%:25.1%,1,13.1%:19.8%,1,4.8%:6.6%,3,66.2%:48.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,36000,Kansas,Kansas City city,2015,17.2%:25.2%,1,16.6%:19.0%,1,2.9%:4.4%,3,63.3%:51.3%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,36000,Kansas,Kansas City city,2016,17.5%:25.4%,1,13.7%:19.9%,1,2.3%:6.6%,3,66.5%:48.1%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,36000,Kansas,Kansas City city,2017,19.1%:23.2%,1,13.1%:22.2%,1,6.4%:7.2%,3,61.4%:47.4%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,36000,Kansas,Kansas City city,2018,21.6%:22.8%,1,14.1%:23.1%,1,5.9%:7.0%,3,58.5%:47.2%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,36000,Kansas,Kansas City city,2019,16.1%:25.0%,1,15.1%:21.2%,1,6.9%:7.9%,3,61.9%:45.9%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,36000,Kansas,Kansas City city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6094395119026913,2,1.1,1
20,36000,Kansas,Kansas City city,2021,13.4%:21.9%,1,18.6%:20.7%,1,6.4%:9.1%,3,61.6%:48.4%,1,155745,107169,0.10270634691322354,0.21409355035474653,0.3118944428392565,0.3713056598927734,1,1,1,1,1,1,NA,NA,NA,NA
20,36000,Kansas,Kansas City city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,38900,Kansas,Lawrence city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,38900,Kansas,Lawrence city,2014,1.1%:4.4%,3,0.9%:3.0%,3,3.3%:8.3%,3,94.7%:84.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,38900,Kansas,Lawrence city,2015,3.3%:4.8%,3,0.1%:3.4%,3,4.5%:7.3%,3,92.1%:84.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,38900,Kansas,Lawrence city,2016,2.2%:6.0%,3,2.4%:3.8%,3,9.5%:8.7%,3,85.9%:81.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,38900,Kansas,Lawrence city,2017,4.8%:6.5%,3,1.5%:4.8%,3,5.4%:10.4%,3,88.3%:78.2%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,38900,Kansas,Lawrence city,2018,2.2%:4.0%,3,2.4%:3.5%,3,6.1%:8.3%,3,89.4%:84.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,38900,Kansas,Lawrence city,2019,0.1%:4.9%,3,1.6%:4.5%,3,4.0%:7.6%,3,94.3%:83.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,38900,Kansas,Lawrence city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2566033493975903,2,2.5,2
20,38900,Kansas,Lawrence city,2021,1.7%:5.0%,3,0.7%:3.1%,3,4.7%:13.3%,3,92.9%:78.6%,3,94745,88243,0.13781202174257218,0.04741147290094464,0.06862631273418122,0.746150192622302,1,1,1,1,1,1,NA,NA,NA,NA
20,38900,Kansas,Lawrence city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,52575,Kansas,Olathe city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,52575,Kansas,Olathe city,2014,2.4%:3.0%,3,3.1%:6.9%,3,4.2%:6.3%,3,90.4%:83.8%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,52575,Kansas,Olathe city,2015,3.1%:4.4%,3,4.1%:8.9%,3,3.2%:4.5%,3,89.6%:82.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,52575,Kansas,Olathe city,2016,2.0%:4.7%,3,2.7%:6.3%,3,6.1%:6.2%,3,89.2%:82.8%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,52575,Kansas,Olathe city,2017,2.6%:6.2%,3,3.0%:6.2%,3,4.9%:4.9%,3,89.5%:82.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
