state,county,state_name,county_name,population,subgroup_type,subgroup,lbw,lbw_lb,lbw_ub,lbw_quality,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
29,087,Missouri,Holt County,4404,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,087,Missouri,Holt County,4404,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,087,Missouri,Holt County,4404,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.98531383,0.58391047,1.3867172,1
29,089,Missouri,Howard County,10137,all,All,0.080713093,0.077662379,0.083763808,3,1.0243837,0.71611559,1.3326517,1
29,089,Missouri,Howard County,10137,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,089,Missouri,Howard County,10137,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,089,Missouri,Howard County,10137,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,089,Missouri,Howard County,10137,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0473558,0.75865734,1.3360542,1
29,091,Missouri,Howell County,40076,all,All,0.080713093,0.077662379,0.083763808,3,1.0729254,0.93093073,1.2149202,1
29,091,Missouri,Howell County,40076,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,091,Missouri,Howell County,40076,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,091,Missouri,Howell County,40076,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,091,Missouri,Howell County,40076,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0598336,0.93346894,1.1861984,1
29,093,Missouri,Iron County,10177,all,All,0.080713093,0.077662379,0.083763808,3,0.88804561,0.65366894,1.1224222,1
29,093,Missouri,Iron County,10177,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,093,Missouri,Iron County,10177,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,093,Missouri,Iron County,10177,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,093,Missouri,Iron County,10177,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.89957106,0.69087988,1.1082622,1
29,095,Missouri,Jackson County,700307,all,All,0.094812363,0.088779911,0.10084482,1,1.0550076,1.022844,1.0871712,1
29,095,Missouri,Jackson County,700307,race-ethnicity,"Black, Non-Hispanic",0.15205871,0.13784865,0.16626877,1,1.0671043,1.0219775,1.1122311,1
29,095,Missouri,Jackson County,700307,race-ethnicity,Hispanic,0.07888446,0.063970707,0.093798213,1,1.1498553,1.0827565,1.216954,1
29,095,Missouri,Jackson County,700307,race-ethnicity,Other Races and Ethnicities,0.1037594,0.08058165,0.12693715,1,NA,NA,NA,NA
29,095,Missouri,Jackson County,700307,race-ethnicity,"White, Non-Hispanic",0.067181796,0.059993368,0.074370228,1,1.0033956,0.96282512,1.0439659,1
29,097,Missouri,Jasper County,120636,all,All,0.073932439,0.060985014,0.086879864,1,0.97222996,0.90136772,1.0430923,1
29,097,Missouri,Jasper County,120636,race-ethnicity,"Black, Non-Hispanic",0.3548387,0.1864066,0.52327079,2,0.89566123,0.6065132,1.1848092,1
29,097,Missouri,Jasper County,120636,race-ethnicity,Hispanic,0.096618354,0.056371093,0.13686562,2,1.0165801,0.84467322,1.1884869,1
29,097,Missouri,Jasper County,120636,race-ethnicity,Other Races and Ethnicities,0.11023622,0.055766676,0.16470577,2,NA,NA,NA,NA
29,097,Missouri,Jasper County,120636,race-ethnicity,"White, Non-Hispanic",0.058430716,0.045148384,0.071713053,1,0.97302186,0.90431809,1.0417256,1
29,099,Missouri,Jefferson County,224347,all,All,0.086152636,0.075244777,0.097060494,1,0.92467505,0.86772668,0.98162341,1
29,099,Missouri,Jefferson County,224347,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3,0.79551244,0.45907733,1.1319475,1
29,099,Missouri,Jefferson County,224347,race-ethnicity,Hispanic,NA,NA,NA,3,1.1325634,0.64438522,1.6207415,1
29,099,Missouri,Jefferson County,224347,race-ethnicity,Other Races and Ethnicities,0.15662651,0.078434989,0.23481803,2,NA,NA,NA,NA
29,099,Missouri,Jefferson County,224347,race-ethnicity,"White, Non-Hispanic",0.081779659,0.070723705,0.092835613,1,0.92548358,0.87429667,0.9766705,1
29,101,Missouri,Johnson County,53652,all,All,0.080713093,0.077662379,0.083763808,3,1.0206586,0.89657837,1.1447389,1
29,101,Missouri,Johnson County,53652,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,1.1560229,0.67898381,1.633062,3
29,101,Missouri,Johnson County,53652,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,0.89219183,0.48197171,1.3024119,3
29,101,Missouri,Johnson County,53652,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,101,Missouri,Johnson County,53652,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0158229,0.8962158,1.13543,1
29,103,Missouri,Knox County,3947,all,All,0.080713093,0.077662379,0.083763808,3,1.1022234,0.57920682,1.62524,3
29,103,Missouri,Knox County,3947,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,103,Missouri,Knox County,3947,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,103,Missouri,Knox County,3947,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,103,Missouri,Knox County,3947,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.1475545,0.67602539,1.6190836,3
29,105,Missouri,Laclede County,35713,all,All,0.080713093,0.077662379,0.083763808,3,0.93976367,0.80041081,1.0791165,1
29,105,Missouri,Laclede County,35713,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,105,Missouri,Laclede County,35713,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,105,Missouri,Laclede County,35713,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,105,Missouri,Laclede County,35713,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.93136448,0.80457973,1.0581492,1
29,107,Missouri,Lafayette County,32598,all,All,0.080713093,0.077662379,0.083763808,3,0.99085349,0.84480041,1.1369066,1
29,107,Missouri,Lafayette County,32598,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,107,Missouri,Lafayette County,32598,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,107,Missouri,Lafayette County,32598,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,107,Missouri,Lafayette County,32598,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.98345065,0.85110593,1.1157954,1
29,109,Missouri,Lawrence County,38359,all,All,0.080713093,0.077662379,0.083763808,3,1.1120633,0.97709352,1.247033,1
29,109,Missouri,Lawrence County,38359,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,109,Missouri,Lawrence County,38359,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,1.1440753,0.80969381,1.4784567,1
29,109,Missouri,Lawrence County,38359,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,109,Missouri,Lawrence County,38359,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.1040488,0.97790861,1.2301891,1
29,111,Missouri,Lewis County,9855,all,All,0.080713093,0.077662379,0.083763808,3,0.93508828,0.6471945,1.222982,1
29,111,Missouri,Lewis County,9855,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,111,Missouri,Lewis County,9855,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,111,Missouri,Lewis County,9855,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,111,Missouri,Lewis County,9855,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.94456816,0.68178362,1.2073528,1
29,113,Missouri,Lincoln County,57686,all,All,0.080713093,0.077662379,0.083763808,3,0.99941128,0.88957715,1.1092454,1
29,113,Missouri,Lincoln County,57686,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,1.043746,0.099502012,1.98799,3
29,113,Missouri,Lincoln County,57686,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,1.0622109,0.61903697,1.5053848,3
29,113,Missouri,Lincoln County,57686,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,113,Missouri,Lincoln County,57686,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0013089,0.90022171,1.1023961,1
29,115,Missouri,Linn County,12037,all,All,0.080713093,0.077662379,0.083763808,3,1.0594852,0.81148422,1.3074862,1
29,115,Missouri,Linn County,12037,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,115,Missouri,Linn County,12037,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,115,Missouri,Linn County,12037,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,115,Missouri,Linn County,12037,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0501274,0.82429785,1.2759569,1
29,117,Missouri,Livingston County,15146,all,All,0.080713093,0.077662379,0.083763808,3,0.92316926,0.69042939,1.1559092,1
29,117,Missouri,Livingston County,15146,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,117,Missouri,Livingston County,15146,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,117,Missouri,Livingston County,15146,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,117,Missouri,Livingston County,15146,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.93672889,0.72455919,1.1488986,1
29,119,Missouri,McDonald County,23078,all,All,0.080713093,0.077662379,0.083763808,3,0.91342157,0.74879247,1.0780506,1
29,119,Missouri,McDonald County,23078,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,119,Missouri,McDonald County,23078,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,0.98657507,0.70272398,1.2704262,1
29,119,Missouri,McDonald County,23078,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,119,Missouri,McDonald County,23078,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.94189286,0.77222228,1.1115634,1
29,121,Missouri,Macon County,15153,all,All,0.080713093,0.077662379,0.083763808,3,0.95544112,0.72158098,1.1893013,1
29,121,Missouri,Macon County,15153,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,121,Missouri,Macon County,15153,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,121,Missouri,Macon County,15153,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,121,Missouri,Macon County,15153,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.94547594,0.73022497,1.1607269,1
29,123,Missouri,Madison County,12188,all,All,0.080713093,0.077662379,0.083763808,3,0.6002236,0.36051473,0.8399325,1
29,123,Missouri,Madison County,12188,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,123,Missouri,Madison County,12188,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,123,Missouri,Madison County,12188,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,123,Missouri,Madison County,12188,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.60426229,0.3876586,0.82086599,1
29,125,Missouri,Maries County,8769,all,All,0.080713093,0.077662379,0.083763808,3,0.93037623,0.64529961,1.2154529,1
29,125,Missouri,Maries County,8769,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,125,Missouri,Maries County,8769,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,125,Missouri,Maries County,8769,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,125,Missouri,Maries County,8769,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.93208432,0.68171233,1.1824564,1
29,127,Missouri,Marion County,28592,all,All,0.080713093,0.077662379,0.083763808,3,1.0082707,0.85817379,1.1583678,1
29,127,Missouri,Marion County,28592,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,0.8732869,0.46999317,1.2765806,1
29,127,Missouri,Marion County,28592,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,127,Missouri,Marion County,28592,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,127,Missouri,Marion County,28592,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0179642,0.8777625,1.1581659,1
29,129,Missouri,Mercer County,3641,all,All,0.080713093,0.077662379,0.083763808,3,1.0015357,0.55153942,1.4515319,1
29,129,Missouri,Mercer County,3641,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,129,Missouri,Mercer County,3641,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,129,Missouri,Mercer County,3641,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,129,Missouri,Mercer County,3641,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.95513105,0.5405072,1.3697549,1
29,131,Missouri,Miller County,25336,all,All,0.080713093,0.077662379,0.083763808,3,1.0331653,0.88527149,1.1810592,1
29,131,Missouri,Miller County,25336,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,131,Missouri,Miller County,25336,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,131,Missouri,Miller County,25336,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,131,Missouri,Miller County,25336,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0502858,0.91786283,1.1827087,1
29,133,Missouri,Mississippi County,13336,all,All,0.080713093,0.077662379,0.083763808,3,0.89358008,0.66564316,1.1215171,1
29,133,Missouri,Mississippi County,13336,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,1.0841019,0.74540704,1.4227967,1
29,133,Missouri,Mississippi County,13336,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,133,Missouri,Mississippi County,13336,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,133,Missouri,Mississippi County,13336,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.83029461,0.59036613,1.0702231,1
29,135,Missouri,Moniteau County,16121,all,All,0.080713093,0.077662379,0.083763808,3,1.0506691,0.83249199,1.2688462,1
29,135,Missouri,Moniteau County,16121,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,135,Missouri,Moniteau County,16121,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,135,Missouri,Moniteau County,16121,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,135,Missouri,Moniteau County,16121,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0753062,0.87282729,1.2777851,1
29,137,Missouri,Monroe County,8664,all,All,0.080713093,0.077662379,0.083763808,3,0.91663426,0.64385074,1.1894177,1
29,137,Missouri,Monroe County,8664,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,137,Missouri,Monroe County,8664,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,137,Missouri,Monroe County,8664,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,137,Missouri,Monroe County,8664,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.92504245,0.67473513,1.1753497,1
29,139,Missouri,Montgomery County,11534,all,All,0.080713093,0.077662379,0.083763808,3,1.142941,0.87902635,1.4068557,1
29,139,Missouri,Montgomery County,11534,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,139,Missouri,Montgomery County,11534,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,139,Missouri,Montgomery County,11534,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,139,Missouri,Montgomery County,11534,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.1106763,0.87077427,1.3505783,1
29,141,Missouri,Morgan County,20358,all,All,0.080713093,0.077662379,0.083763808,3,0.81526411,0.58663762,1.0438906,1
29,141,Missouri,Morgan County,20358,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,141,Missouri,Morgan County,20358,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,141,Missouri,Morgan County,20358,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,141,Missouri,Morgan County,20358,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.81651586,0.61319691,1.0198349,1
29,143,Missouri,New Madrid County,17296,all,All,0.080713093,0.077662379,0.083763808,3,0.81968462,0.59480214,1.0445671,1
29,143,Missouri,New Madrid County,17296,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,0.98776472,0.57800579,1.3975236,1
29,143,Missouri,New Madrid County,17296,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,143,Missouri,New Madrid County,17296,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,143,Missouri,New Madrid County,17296,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.78802258,0.55994505,1.0161002,1
29,145,Missouri,Newton County,58266,all,All,0.080713093,0.077662379,0.083763808,3,0.80458671,0.68961436,0.91955906,1
29,145,Missouri,Newton County,58266,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,145,Missouri,Newton County,58266,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,0.8392697,0.50288111,1.1756583,1
29,145,Missouri,Newton County,58266,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,145,Missouri,Newton County,58266,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.81564063,0.70434791,0.92693335,1
29,147,Missouri,Nodaway County,22304,all,All,0.080713093,0.077662379,0.083763808,3,0.85598403,0.64378577,1.0681823,1
29,147,Missouri,Nodaway County,22304,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,147,Missouri,Nodaway County,22304,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,147,Missouri,Nodaway County,22304,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,147,Missouri,Nodaway County,22304,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.86030424,0.67179596,1.0488125,1
29,149,Missouri,Oregon County,10541,all,All,0.080713093,0.077662379,0.083763808,3,1.031678,0.7876181,1.2757378,1
29,149,Missouri,Oregon County,10541,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,149,Missouri,Oregon County,10541,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,149,Missouri,Oregon County,10541,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,149,Missouri,Oregon County,10541,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0340446,0.81649506,1.2515942,1
29,151,Missouri,Osage County,13714,all,All,0.080713093,0.077662379,0.083763808,3,0.89058548,0.60024023,1.1809307,1
29,151,Missouri,Osage County,13714,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,151,Missouri,Osage County,13714,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,151,Missouri,Osage County,13714,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,151,Missouri,Osage County,13714,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.87355226,0.61854148,1.128563,1
29,153,Missouri,Ozark County,9017,all,All,0.080713093,0.077662379,0.083763808,3,0.92588341,0.64814597,1.2036208,1
29,153,Missouri,Ozark County,9017,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,153,Missouri,Ozark County,9017,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,153,Missouri,Ozark County,9017,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,153,Missouri,Ozark County,9017,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.94168335,0.69734073,1.186026,1
29,155,Missouri,Pemiscot County,16272,all,All,0.080713093,0.077662379,0.083763808,3,0.62357193,0.44600484,0.801139,1
29,155,Missouri,Pemiscot County,16272,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,0.21621615,-0.10440454,0.5368368,1
29,155,Missouri,Pemiscot County,16272,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,155,Missouri,Pemiscot County,16272,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,155,Missouri,Pemiscot County,16272,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.75123537,0.55420911,0.94826162,1
29,157,Missouri,Perry County,19150,all,All,0.080713093,0.077662379,0.083763808,3,1.0802916,0.86561948,1.2949637,1
29,157,Missouri,Perry County,19150,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,157,Missouri,Perry County,19150,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,157,Missouri,Perry County,19150,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,157,Missouri,Perry County,19150,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.1002289,0.90417677,1.296281,1
29,159,Missouri,Pettis County,42542,all,All,0.080713093,0.077662379,0.083763808,3,0.9102239,0.78201789,1.0384299,1
29,159,Missouri,Pettis County,42542,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,1.6609983,-1.2656294,4.587626,3
29,159,Missouri,Pettis County,42542,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,0.90547085,0.64366108,1.1672807,1
29,159,Missouri,Pettis County,42542,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,159,Missouri,Pettis County,42542,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,0.90283638,0.77512753,1.0305452,1
29,161,Missouri,Phelps County,44732,all,All,0.080713093,0.077662379,0.083763808,3,1.018177,0.88249528,1.1538588,1
29,161,Missouri,Phelps County,44732,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,0.82258362,0.32695264,1.3182145,3
29,161,Missouri,Phelps County,44732,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,161,Missouri,Phelps County,44732,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,161,Missouri,Phelps County,44732,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0367898,0.91229987,1.1612797,1
29,163,Missouri,Pike County,18504,all,All,0.080713093,0.077662379,0.083763808,3,1.1374177,0.93418133,1.340654,1
29,163,Missouri,Pike County,18504,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
29,163,Missouri,Pike County,18504,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,NA,NA,NA,NA
29,163,Missouri,Pike County,18504,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,163,Missouri,Pike County,18504,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.1339233,0.94262421,1.3252224,1
29,165,Missouri,Platte County,102985,all,All,0.080713093,0.077662379,0.083763808,3,1.0259926,0.94251859,1.1094667,1
29,165,Missouri,Platte County,102985,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,0.90079474,0.69009513,1.1114944,1
29,165,Missouri,Platte County,102985,race-ethnicity,Hispanic,0.062103033,0.049536798,0.074669264,3,1.370064,1.0668492,1.6732788,1
29,165,Missouri,Platte County,102985,race-ethnicity,Other Races and Ethnicities,0.10405508,0.087501556,0.12060861,3,NA,NA,NA,NA
29,165,Missouri,Platte County,102985,race-ethnicity,"White, Non-Hispanic",0.076795474,0.073591083,0.079999864,3,1.0340277,0.94931811,1.1187372,1
29,167,Missouri,Polk County,32201,all,All,0.080713093,0.077662379,0.083763808,3,0.96197373,0.81380296,1.1101445,1
29,167,Missouri,Polk County,32201,race-ethnicity,"Black, Non-Hispanic",0.14852256,0.12908605,0.16795906,3,NA,NA,NA,NA
