year,state,county,subgroup_type,subgroup,Broad industry,Unweighted N,share_employed,share_employed_ub,share_employed_lb,employed_quality
2018,6,95,race-ethnicity,Other Races and Ethnicities,Retail Trade,191,0.883781666,0.929233269,0.838330063,1
2018,6,95,race-ethnicity,Other Races and Ethnicities,"Transportation and Warehousing, and Utilities",99,0.932737535,0.982078154,0.883396917,3
2018,6,95,race-ethnicity,Other Races and Ethnicities,"Unemployed, last worked 5 years ago or earlier or never worked",15,,,,3
2018,6,95,race-ethnicity,Other Races and Ethnicities,Wholesale Trade,43,0.804930332,0.923369641,0.686491024,3
2018,6,95,race-ethnicity,"White, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",25,,,,3
2018,6,95,race-ethnicity,"White, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",205,0.826544622,0.878377602,0.774711643,1
2018,6,95,race-ethnicity,"White, Non-Hispanic",Construction,250,0.895021443,0.933018774,0.857024113,1
2018,6,95,race-ethnicity,"White, Non-Hispanic","Educational Services, and Health Care and Social Assistance",671,0.869470327,0.894960737,0.843979917,1
2018,6,95,race-ethnicity,"White, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",180,0.906691061,0.949183447,0.864198676,1
2018,6,95,race-ethnicity,"White, Non-Hispanic",Information,64,0.858439202,0.943845983,0.77303242,3
2018,6,95,race-ethnicity,"White, Non-Hispanic",Manufacturing,249,0.922462702,0.95568167,0.889243734,1
2018,6,95,race-ethnicity,"White, Non-Hispanic",Military,116,0.875320677,0.935439143,0.815202212,1
2018,6,95,race-ethnicity,"White, Non-Hispanic",Not in universe,258,0,0,0,1
2018,6,95,race-ethnicity,"White, Non-Hispanic","Other Services, Except Public Administration",146,0.847441861,0.905766531,0.78911719,1
2018,6,95,race-ethnicity,"White, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",303,0.902488919,0.935891704,0.869086134,1
2018,6,95,race-ethnicity,"White, Non-Hispanic",Public Administration,258,0.90984252,0.944791155,0.874893885,1
2018,6,95,race-ethnicity,"White, Non-Hispanic",Retail Trade,311,0.805888062,0.849846208,0.761929917,1
2018,6,95,race-ethnicity,"White, Non-Hispanic","Transportation and Warehousing, and Utilities",168,0.909210526,0.952656687,0.865764365,1
2018,6,95,race-ethnicity,"White, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",24,,,,3
2018,6,95,race-ethnicity,"White, Non-Hispanic",Wholesale Trade,82,0.885385082,0.954335328,0.816434836,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",0,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",4,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic",Construction,4,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic","Educational Services, and Health Care and Social Assistance",21,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",2,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic",Information,4,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic",Manufacturing,7,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic",Military,2,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic",Not in universe,8,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic","Other Services, Except Public Administration",4,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",11,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic",Public Administration,3,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic",Retail Trade,9,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic","Transportation and Warehousing, and Utilities",9,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",2,,,,3
2018,6,97,race-ethnicity,"Black, Non-Hispanic",Wholesale Trade,1,,,,3
2018,6,97,race-ethnicity,Hispanic,"Agriculture, Forestry, Fishing, and Hunting, and Mining",105,0.847123288,0.915957667,0.778288909,1
2018,6,97,race-ethnicity,Hispanic,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",168,0.805448187,0.865308347,0.745588027,1
2018,6,97,race-ethnicity,Hispanic,Construction,172,0.976072315,0.998911636,0.953232994,1
2018,6,97,race-ethnicity,Hispanic,"Educational Services, and Health Care and Social Assistance",282,0.917369531,0.949504196,0.885234865,1
2018,6,97,race-ethnicity,Hispanic,"Finance and Insurance, and Real Estate, and Rental and Leasing",66,0.823663254,0.915608729,0.731717779,3
2018,6,97,race-ethnicity,Hispanic,Information,25,,,,3
2018,6,97,race-ethnicity,Hispanic,Manufacturing,212,0.896317979,0.937354536,0.855281421,1
2018,6,97,race-ethnicity,Hispanic,Military,7,,,,3
2018,6,97,race-ethnicity,Hispanic,Not in universe,186,0,0,0,1
2018,6,97,race-ethnicity,Hispanic,"Other Services, Except Public Administration",93,0.861737401,0.931891722,0.791583079,3
2018,6,97,race-ethnicity,Hispanic,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",204,0.861196431,0.908641646,0.813751217,1
2018,6,97,race-ethnicity,Hispanic,Public Administration,56,0.930865922,0.997309301,0.864422543,3
2018,6,97,race-ethnicity,Hispanic,Retail Trade,155,0.874527112,0.926676812,0.822377413,1
2018,6,97,race-ethnicity,Hispanic,"Transportation and Warehousing, and Utilities",53,0.900063654,0.980808811,0.819318497,3
2018,6,97,race-ethnicity,Hispanic,"Unemployed, last worked 5 years ago or earlier or never worked",6,,,,3
2018,6,97,race-ethnicity,Hispanic,Wholesale Trade,39,0.917293233,1,0.83084654,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,"Agriculture, Forestry, Fishing, and Hunting, and Mining",6,,,,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,"Arts, Entertainment, and Recreation, and Accommodation and Food Services",81,0.784357048,0.873922,0.694792096,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,Construction,34,0.917067308,1,0.824367229,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,"Educational Services, and Health Care and Social Assistance",147,0.893403694,0.943291264,0.843516124,1
2018,6,97,race-ethnicity,Other Races and Ethnicities,"Finance and Insurance, and Real Estate, and Rental and Leasing",28,,,,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,Information,21,,,,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,Manufacturing,82,0.95218171,0.998367256,0.905996163,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,Military,5,,,,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,Not in universe,62,0,0,0,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,"Other Services, Except Public Administration",51,0.871917263,0.963635125,0.780199402,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,"Professional, Scientific, and Management, and Administrative,  and Waste Management Services",68,0.807326007,0.901068746,0.713583269,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,Public Administration,39,0.957908163,1,0.894887257,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,Retail Trade,60,0.846564376,0.937759904,0.755368848,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,"Transportation and Warehousing, and Utilities",25,,,,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,"Unemployed, last worked 5 years ago or earlier or never worked",3,,,,3
2018,6,97,race-ethnicity,Other Races and Ethnicities,Wholesale Trade,19,,,,3
2018,6,97,race-ethnicity,"White, Non-Hispanic","Agriculture, Forestry, Fishing, and Hunting, and Mining",85,0.866889632,0.939105803,0.794673462,3
2018,6,97,race-ethnicity,"White, Non-Hispanic","Arts, Entertainment, and Recreation, and Accommodation and Food Services",433,0.819237314,0.855484256,0.782990371,1
2018,6,97,race-ethnicity,"White, Non-Hispanic",Construction,405,0.90331361,0.932096242,0.874530977,1
2018,6,97,race-ethnicity,"White, Non-Hispanic","Educational Services, and Health Care and Social Assistance",1121,0.915057077,0.931377859,0.898736295,1
2018,6,97,race-ethnicity,"White, Non-Hispanic","Finance and Insurance, and Real Estate, and Rental and Leasing",355,0.885503898,0.918627113,0.852380683,1
2018,6,97,race-ethnicity,"White, Non-Hispanic",Information,131,0.858540256,0.918218658,0.798861853,1
2018,6,97,race-ethnicity,"White, Non-Hispanic",Manufacturing,459,0.930391616,0.953673247,0.907109985,1
2018,6,97,race-ethnicity,"White, Non-Hispanic",Military,21,,,,3
2018,6,97,race-ethnicity,"White, Non-Hispanic",Not in universe,363,0,0,0,1
2018,6,97,race-ethnicity,"White, Non-Hispanic","Other Services, Except Public Administration",257,0.872043011,0.912883456,0.831202565,1
2018,6,97,race-ethnicity,"White, Non-Hispanic","Professional, Scientific, and Management, and Administrative,  and Waste Management Services",670,0.853006682,0.879819575,0.826193788,1
2018,6,97,race-ethnicity,"White, Non-Hispanic",Public Administration,283,0.937836867,0.965968371,0.909705363,1
2018,6,97,race-ethnicity,"White, Non-Hispanic",Retail Trade,538,0.855199059,0.884935175,0.825462944,1
2018,6,97,race-ethnicity,"White, Non-Hispanic","Transportation and Warehousing, and Utilities",177,0.876022495,0.924573532,0.827471458,1
2018,6,97,race-ethnicity,"White, Non-Hispanic","Unemployed, last worked 5 years ago or earlier or never worked",21,,,,3
2018,6,97,race-ethnicity,"White, Non-Hispanic",Wholesale Trade,150,0.917338108,0.961406564,0.873269653,1
