SCHOOL_YEAR_TEXT,STNAM,FIPST,LEAID,LEANM,SUBGRANT_STATUS,TOTAL,PREK_FLAG,HOTELS_MOTELS,UNSHELTERED,SHELTERED,DOUBLED_UP,CDW,LEP,MIG,UHY,DATE_CUR
2015-2016,ARIZONA,04,0400619,American Charter Schools Foundation d.b.a. Alta Vista High S,No,47,,.,.,.,47,S,4,.,.,12APR17
2015-2016,ARIZONA,04,0400621,Pinnacle Education-Tempe  Inc.,No,3,,.,.,.,.,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400626,Pinnacle Education-Casa Grande  Inc.,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400632,Cochise Community Development Corporation,No,19,,.,.,19,.,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400633,Canyon Rose Academy  Inc.,No,23,,.,.,S,S,4,.,.,.,12APR17
2015-2016,ARIZONA,04,0400637,Edkey  Inc. - Redwood Academy,No,19,,4,.,8,6,3,S,.,.,12APR17
2015-2016,ARIZONA,04,0400638,Edkey  Inc. - Pathfinder Academy,No,5,,.,.,.,5,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400641,Edkey  Inc. - Sequoia Ranch School,No,340,,S,S,43,273,54,64,.,.,12APR17
2015-2016,ARIZONA,04,0400649,Heritage Elementary School,No,30,,S,.,S,23,6,S,.,.,12APR17
2015-2016,ARIZONA,04,0400650,Integrity Education Incorporated,No,3,,.,.,.,.,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400653,Edkey  Inc. - Arizona Conservatory for Arts and Academics,No,5,,.,.,.,4,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400680,Amphitheater Unified District,Yes,225,,S,S,89,128,50,20,.,.,12APR17
2015-2016,ARIZONA,04,0400745,Legacy Traditional Charter School - Maricopa,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400766,Imagine Coolidge Elementary  Inc.,No,13,,S,.,S,9,3,.,.,.,12APR17
2015-2016,ARIZONA,04,0400769,Imagine Prep Coolidge  Inc.,No,S,,S,.,.,.,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400785,AZ Compass Schools  Inc.,No,5,,.,.,.,5,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400786,West Valley Arts and Technology Academy  Inc.,No,3,,S,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400787,Kaizen Education Foundation dba Vista Grove Preparatory  2,No,123,,6,S,S,110,13,17,.,.,12APR17
2015-2016,ARIZONA,04,0400789,Kaizen Education Foundation dba Liberty Arts Academy,No,28,,.,.,3,25,S,S,.,.,12APR17
2015-2016,ARIZONA,04,0400790,Apache Junction Unified District,No,28,,.,5,10,13,5,.,.,S,12APR17
2015-2016,ARIZONA,04,0400792,Vector School District  Inc.,No,10,,3,.,.,7,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400796,CAFA  Inc. dba Learning Foundation and Performing Arts Alta,No,8,,S,.,.,S,4,.,.,.,12APR17
2015-2016,ARIZONA,04,0400799,Kaizen Education Foundation dba Gilbert Arts Academy,No,6,,.,.,S,S,S,S,.,.,12APR17
2015-2016,ARIZONA,04,0400803,CAFA  Inc. dba Learning Foundation and Performing Arts Gilbe,No,22,,.,.,S,S,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400811,Ombudsman Educational Services Ltd. a subsidiary of Educ 2,No,11,,.,.,S,S,5,.,.,.,12APR17
2015-2016,ARIZONA,04,0400813,Camp Verde Unified School District dba South Verde Technolog,No,24,,S,.,S,22,5,.,.,.,12APR17
2015-2016,ARIZONA,04,0400814,CPLC Community Schools dba Hiaki High School,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400816,Educational Options Foundation,No,3,,.,.,.,S,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400817,Ed Ahead,No,3,,.,.,S,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400821,Pima Prevention Partnership,No,3,,.,.,S,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400823,Kaizen Education Foundation dba Mission Heights Preparatory,No,10,,.,S,S,6,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400839,Pima Rose Academy  Inc.,No,6,,.,.,.,6,.,S,.,.,12APR17
2015-2016,ARIZONA,04,0400846,South Valley Academy  Inc.,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400853,South Phoenix Academy Inc.,No,12,,.,.,.,11,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400872,Institute for Transformative Education  Inc.,No,5,,.,.,.,5,S,S,.,.,12APR17
2015-2016,ARIZONA,04,0400880,Southwest Leadership Academy,No,30,,.,.,29,.,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400882,Kaizen Education Foundation dba Advance U,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400894,Kaizen Education Foundation dba Discover U Elementary School,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400895,Espiritu Community Development Corp. 2,No,S,,S,.,.,.,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400904,Edkey  Inc. - Sequoia Pathway Academy,No,7,,.,.,.,7,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400917,Innovative Humanities Education Corporation,No,4,,.,.,.,.,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400924,Western School of Science and Technology  Inc.,No,S,,.,.,.,.,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400929,Noah Webster Schools-Pima,No,3,,S,.,S,.,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0400938,Create Academy,No,11,,S,.,7,S,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0400960,Avondale Elementary District,No,480,Y,S,S,135,338,66,58,S,.,12APR17
2015-2016,ARIZONA,04,0401000,Bagdad Unified District,No,44,,.,.,4,40,9,.,.,.,12APR17
2015-2016,ARIZONA,04,0401050,Balsz Elementary District,No,82,,13,.,64,5,3,5,.,.,12APR17
2015-2016,ARIZONA,04,0401180,Bisbee Unified District,No,8,,.,.,.,8,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0401380,Buckeye Elementary District,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0401410,Buckeye Union High School District,No,31,,.,.,S,S,S,S,.,.,12APR17
2015-2016,ARIZONA,04,0401460,Sierra Vista Unified District,No,115,Y,8,.,27,78,24,9,.,.,12APR17
2015-2016,ARIZONA,04,0401500,Bullhead City School District,Yes,46,,S,.,S,27,S,S,.,.,12APR17
2015-2016,ARIZONA,04,0401600,Camp Verde Unified District,No,205,Y,S,S,15,184,33,10,.,.,12APR17
2015-2016,ARIZONA,04,0401650,Canon Elementary District,No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0401680,Cartwright Elementary District,Yes,150,Y,4,.,11,112,S,15,.,.,12APR17
2015-2016,ARIZONA,04,0401710,Casa Grande Elementary District,No,185,Y,82,.,26,77,24,S,.,.,12APR17
2015-2016,ARIZONA,04,0401740,Casa Grande Union High School District,No,125,,8,7,20,90,18,S,.,.,12APR17
2015-2016,ARIZONA,04,0401760,Catalina Foothills Unified District,No,13,,.,.,S,S,5,.,.,.,12APR17
2015-2016,ARIZONA,04,0401810,Cedar Unified District,No,7,,.,.,S,S,3,S,.,.,12APR17
2015-2016,ARIZONA,04,0401870,Chandler Unified District #80,No,679,Y,33,70,85,482,127,12,17,33,12APR17
2015-2016,ARIZONA,04,0402190,Concho Elementary District,No,3,,.,.,S,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0402320,Coolidge Unified District,No,86,,6,.,20,60,10,4,.,.,12APR17
2015-2016,ARIZONA,04,0402370,Cottonwood-Oak Creek Elementary District,No,62,Y,S,S,37,21,11,S,.,.,12APR17
2015-2016,ARIZONA,04,0402400,Crane Elementary District,No,101,,4,9,10,78,13,27,14,S,12APR17
2015-2016,ARIZONA,04,0402530,Douglas Unified District,No,124,Y,3,.,29,92,10,32,S,.,12APR17
2015-2016,ARIZONA,04,0402600,Duncan Unified District,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0402690,Dysart Unified District,No,197,Y,19,S,S,170,42,4,.,.,12APR17
2015-2016,ARIZONA,04,0402860,Flagstaff Unified District,Yes,321,,87,41,93,99,70,9,.,12,12APR17
2015-2016,ARIZONA,04,0403010,Flowing Wells Unified District,No,150,Y,S,S,16,127,17,18,.,.,12APR17
2015-2016,ARIZONA,04,0403040,Fountain Hills Unified District,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0403060,Fowler Elementary District,No,140,Y,33,.,7,100,16,17,.,.,12APR17
2015-2016,ARIZONA,04,0403200,Fort Thomas Unified District,No,3,,.,.,.,3,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0403240,Gadsden Elementary District,No,50,,7,.,9,34,3,20,16,.,12APR17
2015-2016,ARIZONA,04,0403310,Gila Bend Unified District,No,15,,.,.,.,9,S,5,.,.,12APR17
2015-2016,ARIZONA,04,0403400,Gilbert Unified District,No,176,,20,.,12,138,43,4,.,.,12APR17
2015-2016,ARIZONA,04,0403420,Glendale Elementary District,No,361,,11,11,97,240,53,24,S,S,12APR17
2015-2016,ARIZONA,04,0403450,Glendale Union High School District,Yes,368,,11,5,111,206,64,9,.,.,12APR17
2015-2016,ARIZONA,04,0403500,Globe Unified District,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0403780,Higley Unified School District,Yes,147,,S,S,87,54,24,S,.,.,12APR17
2015-2016,ARIZONA,04,0403820,Holbrook Unified District,No,44,Y,16,.,19,9,7,S,.,.,12APR17
2015-2016,ARIZONA,04,0403860,Maricopa County Regional District,No,2387,,.,.,1358,.,3,1638,.,1747,12APR17
2015-2016,ARIZONA,04,0403870,Humboldt Unified District,No,341,Y,S,S,105,229,72,10,.,.,12APR17
2015-2016,ARIZONA,04,0403950,Baboquivari Unified School District #40,No,4,,.,.,S,S,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0403960,Isaac Elementary District,No,20,,3,.,.,17,.,S,.,.,12APR17
2015-2016,ARIZONA,04,0403990,J O Combs Unified School District,No,44,,3,.,3,38,9,.,.,.,12APR17
2015-2016,ARIZONA,04,0404010,Joseph City Unified District,No,3,,.,.,.,S,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0404060,Kayenta Unified District,No,35,,.,.,.,35,4,4,.,.,12APR17
2015-2016,ARIZONA,04,0404170,Kirkland Elementary District,No,7,,.,S,.,S,.,S,.,.,12APR17
2015-2016,ARIZONA,04,0404230,Kyrene Elementary District,No,156,Y,26,6,19,105,26,3,.,.,12APR17
2015-2016,ARIZONA,04,0404290,Laveen Elementary District,No,56,Y,S,.,S,42,15,4,.,.,12APR17
2015-2016,ARIZONA,04,0404320,Liberty Elementary District,No,25,,.,S,.,S,6,3,.,.,12APR17
2015-2016,ARIZONA,04,0404380,Litchfield Elementary District,No,40,,.,.,.,40,5,3,.,.,12APR17
2015-2016,ARIZONA,04,0404440,Littleton Elementary District,No,367,Y,6,.,156,205,45,26,.,.,12APR17
2015-2016,ARIZONA,04,0404500,Madison Elementary District,No,8,,.,.,3,5,S,S,.,.,12APR17
2015-2016,ARIZONA,04,0404570,Mammoth-San Manuel Unified District,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0404630,Marana Unified District,Yes,355,Y,18,10,135,191,94,20,S,.,12APR17
2015-2016,ARIZONA,04,0404720,Maricopa Unified School District,Yes,172,Y,.,S,S,55,45,8,.,87,12APR17
2015-2016,ARIZONA,04,0404770,Altar Valley Elementary District,No,14,,.,S,S,12,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0404820,Mayer Unified School District,Yes,122,,.,14,10,96,20,.,.,.,12APR17
2015-2016,ARIZONA,04,0404970,Mesa Unified District,No,931,Y,104,49,139,622,65,47,.,284,12APR17
2015-2016,ARIZONA,04,0405030,Miami Unified District,No,87,,.,.,.,86,12,4,.,.,12APR17
2015-2016,ARIZONA,04,0405070,Mingus Union High School District,No,S,,S,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0405100,Mobile Elementary District,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0405190,Mohave Valley Elementary District,No,33,,S,.,S,28,6,.,.,.,12APR17
2015-2016,ARIZONA,04,0405220,Mohawk Valley Elementary District,No,S,,.,.,S,.,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0405340,Morristown Elementary District,No,S,,.,.,.,.,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0405460,Nadaburg Unified School District,No,97,,.,.,.,95,10,S,.,.,12APR17
2015-2016,ARIZONA,04,0405530,Nogales Unified District,No,139,Y,S,.,S,129,12,65,.,.,12APR17
2015-2016,ARIZONA,04,0405670,Osborn Elementary District,Yes,260,Y,80,.,34,144,28,18,.,6,12APR17
2015-2016,ARIZONA,04,0405820,Page Unified District,Yes,94,Y,S,S,12,79,16,13,.,.,12APR17
2015-2016,ARIZONA,04,0405850,Palo Verde Elementary District,No,9,,.,.,9,.,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0405880,Palominas Elementary District,No,13,,.,.,.,.,.,S,.,.,12APR17
2015-2016,ARIZONA,04,0405930,Paradise Valley Unified District,Yes,267,Y,39,3,32,192,65,21,.,.,12APR17
2015-2016,ARIZONA,04,0405980,Parker Unified School District,No,14,Y,S,S,9,3,3,.,.,.,12APR17
2015-2016,ARIZONA,04,0406070,Payson Unified District,Yes,528,Y,5,46,24,449,109,25,.,8,12APR17
2015-2016,ARIZONA,04,0406210,Pendergast Elementary District,No,238,Y,15,6,10,200,33,12,.,.,12APR17
2015-2016,ARIZONA,04,0406250,Peoria Unified School District,Yes,328,Y,32,.,76,214,74,19,.,5,12APR17
2015-2016,ARIZONA,04,0406300,Phoenix Elementary District,Yes,292,Y,20,7,106,159,32,23,.,.,12APR17
2015-2016,ARIZONA,04,0406330,Phoenix Union High School District,No,456,,9,7,102,338,66,82,.,.,12APR17
2015-2016,ARIZONA,04,0406440,Pima Unified District,No,4,,.,.,.,3,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0406510,Pine Strawberry Elementary District,No,13,Y,.,.,13,.,5,.,.,.,12APR17
2015-2016,ARIZONA,04,0406580,Blue Ridge Unified School District No. 32,No,16,,S,.,S,12,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0406730,Prescott Unified District,Yes,62,,14,S,26,S,12,S,.,.,12APR17
2015-2016,ARIZONA,04,0406780,Quartzsite Elementary District,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0406810,Queen Creek Unified District,No,33,,.,.,S,S,9,S,S,.,12APR17
2015-2016,ARIZONA,04,0407020,Riverside Elementary District,No,34,,S,.,S,31,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0407080,Roosevelt Elementary District,Yes,725,Y,6,3,90,624,101,85,.,.,12APR17
2015-2016,ARIZONA,04,0407170,Saddle Mountain Unified School District,No,29,,.,.,6,23,6,S,.,.,12APR17
2015-2016,ARIZONA,04,0407240,Safford Unified District,No,21,,.,.,5,16,5,.,.,.,12APR17
2015-2016,ARIZONA,04,0407300,Sahuarita Unified District,No,6,,.,.,S,S,.,S,.,.,12APR17
2015-2016,ARIZONA,04,0407520,Santa Cruz Valley Unified District,Yes,90,Y,S,.,S,85,14,14,.,.,12APR17
2015-2016,ARIZONA,04,0407530,Santa Cruz Valley Union High School District,No,12,,.,S,.,S,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0407570,Scottsdale Unified District,Yes,221,Y,22,8,112,77,37,10,.,.,12APR17
2015-2016,ARIZONA,04,0407630,Seligman Unified District,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0407700,Show Low Unified District,No,61,,6,S,S,50,11,S,.,.,12APR17
2015-2016,ARIZONA,04,0407750,Deer Valley Unified District,Yes,546,Y,82,.,226,240,80,29,.,.,12APR17
2015-2016,ARIZONA,04,0407820,Snowflake Unified District,No,25,,S,.,S,21,5,3,.,.,12APR17
2015-2016,ARIZONA,04,0408130,Stanfield Elementary District,No,108,Y,S,S,7,95,7,20,6,.,12APR17
2015-2016,ARIZONA,04,0408170,Sunnyside Unified District,Yes,696,Y,24,32,164,437,110,67,.,137,12APR17
2015-2016,ARIZONA,04,0408280,Tanque Verde Unified District,No,20,Y,.,.,17,3,8,.,.,.,12APR17
2015-2016,ARIZONA,04,0408310,Tempe School District,No,173,Y,29,4,30,106,40,5,.,4,12APR17
2015-2016,ARIZONA,04,0408340,Tempe Union High School District,No,242,,17,5,26,195,41,8,.,.,12APR17
2015-2016,ARIZONA,04,0408490,Tolleson Elementary District,Yes,225,Y,S,S,54,133,32,32,.,.,12APR17
2015-2016,ARIZONA,04,0408520,Tolleson Union High School District,Yes,180,,S,24,134,S,36,8,.,9,12APR17
2015-2016,ARIZONA,04,0408550,Toltec School District,No,18,,S,.,S,11,6,3,.,.,12APR17
2015-2016,ARIZONA,04,0408600,Tombstone Unified District,No,3,,.,.,.,3,S,.,.,.,12APR17
2015-2016,ARIZONA,04,0408800,Tucson Unified District,No,2320,Y,45,5,748,1505,494,135,.,.,12APR17
2015-2016,ARIZONA,04,0408820,Union Elementary District,No,53,,12,.,.,41,10,6,.,.,12APR17
2015-2016,ARIZONA,04,0408850,Vail Unified District,No,56,,3,5,12,36,10,.,.,.,12APR17
2015-2016,ARIZONA,04,0409060,Washington Elementary School District,Yes,758,Y,100,10,225,422,136,29,.,.,12APR17
2015-2016,ARIZONA,04,0409160,Whiteriver Unified District,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARIZONA,04,0409190,Wickenburg Unified District,No,52,,.,.,.,.,8,4,.,.,12APR17
2015-2016,ARIZONA,04,0409250,Willcox Unified District,No,4,,.,.,.,4,.,S,S,.,12APR17
2015-2016,ARIZONA,04,0409310,Williams Unified District,Yes,52,,.,7,.,45,7,S,.,.,12APR17
2015-2016,ARIZONA,04,0409600,Yuma Elementary District,No,127,,7,.,51,67,29,11,8,.,12APR17
2015-2016,ARIZONA,04,0409630,Yuma Union High School District,No,56,,S,S,12,40,6,S,9,.,12APR17
2015-2016,ARKANSAS,05,0500001,DEWITT SCHOOL DISTRICT,No,10,,.,.,6,4,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500006,WARREN SCHOOL DISTRICT,No,5,,.,.,.,5,S,S,.,.,12APR17
2015-2016,ARKANSAS,05,0500009,CORNING SCHOOL DISTRICT,No,18,,.,.,.,18,S,.,S,.,12APR17
2015-2016,ARKANSAS,05,0500012,RIVERSIDE SCHOOL DISTRICT,No,4,,.,.,.,4,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500015,SHERIDAN SCHOOL DISTRICT,No,11,,3,.,.,8,.,4,.,.,12APR17
2015-2016,ARKANSAS,05,0500016,MARMADUKE SCHOOL DISTRICT,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500017,PARAGOULD SCHOOL DISTRICT,No,163,Y,17,.,12,134,28,38,9,S,12APR17
2015-2016,ARKANSAS,05,0500019,BATESVILLE SCHOOL DISTRICT,Yes,150,Y,9,3,5,133,27,16,S,4,12APR17
2015-2016,ARKANSAS,05,0500020,MIDLAND SCHOOL DISTRICT,No,41,Y,.,.,.,41,3,.,S,S,12APR17
2015-2016,ARKANSAS,05,0500021,IZARD CO. CONS. SCHOOL DIST.,No,28,,.,.,S,S,5,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500023,NEWPORT SCHOOL DISTRICT,No,132,Y,.,S,S,130,29,3,7,.,12APR17
2015-2016,ARKANSAS,05,0500026,PINE BLUFF SCHOOL DISTRICT,No,121,Y,14,5,28,74,21,4,.,.,12APR17
2015-2016,ARKANSAS,05,0500028,STAR CITY SCHOOL DISTRICT,No,24,,S,.,S,21,3,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500029,GOSNELL SCHOOL DISTRICT,No,5,,.,S,.,S,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500030,NEVADA SCHOOL DISTRICT,No,S,,.,.,.,S,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500032,BEARDEN SCHOOL DISTRICT,No,9,,.,.,S,S,S,.,.,S,12APR17
2015-2016,ARKANSAS,05,0500041,WESTERN YELL CO. SCHOOL DIST.,No,29,Y,.,.,.,29,5,7,3,.,12APR17
2015-2016,ARKANSAS,05,0500042,HAMBURG SCHOOL DISTRICT,No,37,,4,.,.,33,3,6,S,.,12APR17
2015-2016,ARKANSAS,05,0500043,MOUNTAIN HOME SCHOOL DISTRICT,No,68,,S,.,S,61,11,S,.,S,12APR17
2015-2016,ARKANSAS,05,0500044,MAGNOLIA SCHOOL DISTRICT,No,31,Y,3,.,3,25,5,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500045,RIVERCREST SCHOOL DISTRICT #57,No,16,,4,.,.,12,4,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500046,MANILA SCHOOL DISTRICT,No,137,Y,.,.,7,130,19,S,3,.,12APR17
2015-2016,ARKANSAS,05,0500047,TRUMANN SCHOOL DISTRICT,No,140,,.,.,12,128,24,4,7,34,12APR17
2015-2016,ARKANSAS,05,0500048,EAST POINSETT CO. SCHOOL DIST.,No,31,,.,.,.,31,7,.,S,.,12APR17
2015-2016,ARKANSAS,05,0500049,DEQUEEN SCHOOL DISTRICT,No,39,,.,S,S,19,3,24,4,.,12APR17
2015-2016,ARKANSAS,05,0500051,PALESTINE-WHEATLEY SCH. DIST.,No,35,Y,.,.,.,35,3,.,S,.,12APR17
2015-2016,ARKANSAS,05,0500055,BENTON COUNTY SCHOOL OF ARTS,No,15,,.,.,.,15,3,S,.,.,12APR17
2015-2016,ARKANSAS,05,0500061,IMBODEN CHARTER SCHOOL DISTRICT,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500062,KIPP DELTA PUBLIC SCHOOLS,No,20,,S,.,S,15,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500065,LAFAYETTE COUNTY SCHOOL DISTRICT,No,12,,S,.,.,S,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500067,CLEVELAND COUNTY SCHOOL DIST.,No,19,,.,.,.,19,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500070,CEDAR RIDGE SCHOOL DISTRICT,Yes,85,,.,S,S,74,14,S,.,S,12APR17
2015-2016,ARKANSAS,05,0500071,HILLCREST SCHOOL DISTRICT,No,42,,.,11,7,24,9,.,.,15,12APR17
2015-2016,ARKANSAS,05,0500072,DEER/MT. JUDEA SCHOOL DISTRICT,No,7,Y,.,.,.,7,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500073,OUACHITA RIVER SCHOOL DISTRICT,No,11,,.,.,.,11,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500074,LISA ACADEMY CHARTER,No,5,,.,.,.,5,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500076,OZARK MOUNTAIN SCHOOL DISTRICT,No,47,,.,.,S,S,5,S,.,17,12APR17
2015-2016,ARKANSAS,05,0500079,TWO RIVERS SCHOOL DISTRICT,No,25,,S,.,.,S,5,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500082,LAWRENCE COUNTY SCHOOL DISTRICT,No,32,Y,S,.,23,S,5,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500394,ARKANSAS VIRTUAL ACADEMY,No,3,,.,.,.,3,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500397,COVENANT KEEPERS MIDDLE CHARTER,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500406,PINE BLUFF LIGHTHOUSE ACADEMY,No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500408,RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF LITTLE ROCK,No,3,,.,.,3,.,S,.,.,S,12APR17
2015-2016,ARKANSAS,05,0500410,RESPONSIVE ED SOLUTIONS QUEST MIDDLE SCHOOL OF PINE BLUFF,No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500412,RESPONSIVE ED SOLUTIONS QUEST MIDDLE SCHOOL OF LITTLE ROCK,No,S,,S,.,.,.,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0500414,ROCKBRIDGE MONTESSORI,No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0502250,ALMA SCHOOL DISTRICT,No,179,,4,10,4,161,25,.,12,6,12APR17
2015-2016,ARKANSAS,05,0502280,ALPENA SCHOOL DISTRICT,No,58,,.,.,.,58,8,.,S,S,12APR17
2015-2016,ARKANSAS,05,0502430,ARKADELPHIA SCHOOL DISTRICT,No,34,,4,.,.,30,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0502550,ARMOREL SCHOOL DISTRICT,No,9,,.,S,.,S,S,.,.,S,12APR17
2015-2016,ARKANSAS,05,0502580,ASHDOWN SCHOOL DISTRICT,Yes,32,,.,S,S,28,11,.,.,3,12APR17
2015-2016,ARKANSAS,05,0502610,ATKINS SCHOOL DISTRICT,No,46,Y,.,.,.,46,10,.,4,.,12APR17
2015-2016,ARKANSAS,05,0502700,BALD KNOB SCHOOL DISTRICT,No,46,,.,.,10,36,6,.,S,23,12APR17
2015-2016,ARKANSAS,05,0502730,BARTON-LEXA SCHOOL DISTRICT,No,5,,.,.,.,5,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0502790,BAUXITE SCHOOL DISTRICT,No,9,,3,.,.,6,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0502820,BAY SCHOOL DISTRICT,No,46,,.,.,.,46,13,.,.,12,12APR17
2015-2016,ARKANSAS,05,0502880,BEEBE SCHOOL DISTRICT,No,7,,S,.,S,4,4,.,S,.,12APR17
2015-2016,ARKANSAS,05,0502960,BENTON SCHOOL DISTRICT,No,58,,10,6,3,39,13,3,.,S,12APR17
2015-2016,ARKANSAS,05,0503030,PEA RIDGE SCHOOL DISTRICT,No,59,,.,S,S,53,4,S,.,S,12APR17
2015-2016,ARKANSAS,05,0503060,BENTONVILLE SCHOOL DISTRICT,No,369,,S,S,70,286,75,27,.,.,12APR17
2015-2016,ARKANSAS,05,0503090,BERGMAN SCHOOL DISTRICT,No,9,,.,.,S,S,.,.,.,.,12APR17
2015-2016,ARKANSAS,05,0503150,BERRYVILLE SCHOOL DISTRICT,No,21,,S,.,S,18,4,9,8,3,12APR17
2015-2016,ARKANSAS,05,0503240,BISMARCK SCHOOL DISTRICT,No,120,,S,.,S,117,12,3,.,.,12APR17
2015-2016,ARKANSAS,05,0503320,BLYTHEVILLE SCHOOL DISTRICT,No,220,,S,.,S,214,24,3,.,.,12APR17
2015-2016,ARKANSAS,05,0503420,LEAD HILL SCHOOL DISTRICT,No,14,,.,4,.,10,S,.,4,.,12APR17
2015-2016,ARKANSAS,05,0503450,BOONEVILLE SCHOOL DISTRICT,No,23,,.,.,.,23,S,.,.,.,12APR17
2015-2016,ARKANSAS,05,0503480,BRADFORD SCHOOL DISTRICT,No,96,Y,.,.,.,96,16,.,.,.,12APR17
2015-2016,ARKANSAS,05,0503630,BRINKLEY SCHOOL DISTRICT,No,53,,S,.,S,47,8,.,6,.,12APR17
2015-2016,ARKANSAS,05,0503640,BROOKLAND SCHOOL DISTRICT,No,106,,.,.,.,106,19,.,.,.,12APR17
