tract_fips_2020,Tract_fips_2022,tract_name,town_name,town_fips_2020,town_fips_2022,county_name,county_fips_2020,ce_name_2022,ce_fips_2022,PUMA2020code,PUMA2020name,school_district_code,school_district_name,zip5_zcta2020
09001074300,09120074300,743,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06607
09001074400,09120074400,744,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06607
09001080100,09120080100,801,Stratford,0900174190,0912074190,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,138,Stratford,06614
09001021801,09190021801,218.01,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06906
09001021802,09190021802,218.02,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06906
09001080200,09120080200,802,Stratford,0900174190,0912074190,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,138,Stratford,06615
09001080500,09120080500,805,Stratford,0900174190,0912074190,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,138,Stratford,06615
09001080600,09120080600,806,Stratford,0900174190,0912074190,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,138,Stratford,06615
09001080700,09120080700,807,Stratford,0900174190,0912074190,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,138,Stratford,06615
09001044300,09190044300,443,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06855
09001044400,09190044400,444,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06855
09001044500,09190044500,445,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06854
09001044600,09190044600,446,Norwalk,0900156060,0919056060,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,103,Norwalk,06853
09001090700,09120090700,907,Trumbull,0900177200,0912077200,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,144,Trumbull,06611
09001110100,09140110100,1101,Shelton,0900168170,0914068170,Fairfield,09001,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,126,Shelton,06484
09001200302,09190200302,2003.02,Bethel,0900104720,0919004720,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,9,Bethel,06801
09001210300,09190210300,2103,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001080900,09120080900,809,Stratford,0900174190,0912074190,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,138,Stratford,06614
09011693700,09180693700,6937,Waterford,0901180280,0918080280,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,152,Waterford,06375
09011716102,09180716102,7161.02,East Lyme,0901123400,0918023400,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,45,East Lyme,06333
09011713100,09180713100,7131,Bozrah,0901106820,0918006820,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,13,Bozrah,06334
09011696500,09180696500,6965,Norwich,0901156270,0918056270,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,104,Norwich,06360
09003405600,09140405600,4056,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003510200,09110510200,5102,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06108
09003510400,09110510400,5104,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06108
09003510300,09110510300,5103,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06108
09003492400,09110492400,4924,Wethersfield,0900384900,0911084900,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield,06109
09003405200,09140405200,4052,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09001022201,09190022201,222.01,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001022202,09190022202,222.02,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001022101,09190022101,221.01,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001022102,09190022102,221.02,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001020302,09190020302,203.02,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06903
09001020301,09190020301,203.01,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06903
09003415300,09110415300,4153,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
09003492500,09110492500,4925,Wethersfield,0900384900,0911084900,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield,06109
09003494100,09110494100,4941,Newington,0900352140,0911052140,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
09003494201,09110494201,4942.01,Newington,0900352140,0911052140,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
09003494202,09110494202,4942.02,Newington,0900352140,0911052140,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
09003494300,09110494300,4943,Newington,0900352140,0911052140,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
09003510700,09110510700,5107,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
09003510900,09110510900,5109,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
09003510800,09110510800,5108,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
09003502300,09110502300,5023,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06114
09003415500,09110415500,4155,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
09003415600,09110415600,4156,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
09003415700,09110415700,4157,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06052
09003415800,09110415800,4158,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06052
09003415900,09110415900,4159,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09003416000,09110416000,4160,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09003416100,09110416100,4161,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
09003494400,09110494400,4944,Newington,0900352140,0911052140,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
09003494500,09110494500,4945,Newington,0900352140,0911052140,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
09003502400,09110502400,5024,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06114
09003416200,09110416200,4162,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
09003416300,09110416300,4163,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
09003416400,09110416400,4164,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06052
09003416600,09110416600,4166,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09003416700,09110416700,4167,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09003416800,09110416800,4168,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09003417100,09110417100,4171,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
09003417400,09110417400,4174,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09003417500,09110417500,4175,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09007590102,09130590102,5901.02,Haddam,0900735230,0913035230,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,217,Region 17,06441
09007680102,09130680102,6801.02,Westbrook,0900781680,0913081680,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,154,Westbrook,06498
09007630101,09130630101,6301.01,Essex,0900726270,0913026270,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,204,Region 4,06442
09007590101,09130590101,5901.01,Haddam,0900735230,0913035230,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,217,Region 17,06438
09007680101,09130680101,6801.01,Westbrook,0900781680,0913081680,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,154,Westbrook,06498
09007541301,09130541301,5413.01,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09007541302,09130541302,5413.02,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09007630102,09130630102,6301.02,Essex,0900726270,0913026270,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,204,Region 4,06426
09003504800,09110504800,5048,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06106
09003420500,09110420500,4205,Plainville,0900360120,0911060120,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville,06062
09003430201,09110430201,4302.01,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
09003430302,09110430302,4303.02,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06479
09003430602,09110430602,4306.02,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
09003497700,09110497700,4977,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06117
09003500200,09110500200,5002,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06114
09003500300,09110500300,5003,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06106
09007585100,09130585100,5851,Durham,0900720810,0913020810,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,213,Region 13,06422
09007610400,09130610400,6104,Clinton,0900715350,0913015350,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,27,Clinton,06413
09009125300,09140125300,1253,Ansonia,0900901220,0914001220,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,2,Ansonia,06401
09009125400,09140125400,1254,Ansonia,0900901220,0914001220,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,2,Ansonia,06401
09003460301,09110460301,4603.01,Farmington,0900327600,0911027600,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,52,Farmington,06085
09003462202,09110462202,4622.02,Avon,0900302060,0911002060,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,4,Avon,06001
09003466201,09110466201,4662.01,Simsbury,0900368940,0911068940,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,128,Simsbury,06070
09003466400,09110466400,4664,Simsbury,0900368940,0911068940,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,128,Simsbury,06070
09003492100,09110492100,4921,Wethersfield,0900384900,0911084900,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield,06109
09009140200,09170140200,1402,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06519
09009140300,09170140300,1403,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06519
09009140400,09170140400,1404,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06519
09009140500,09170140500,1405,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06519
09009140600,09170140600,1406,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06519
09009140700,09170140700,1407,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06511
09003492600,09110492600,4926,Wethersfield,0900384900,0911084900,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield,06109
09003471200,09110471200,4712,Bloomfield,0900305910,0911005910,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,11,Bloomfield,06002
09003511300,09110511300,5113,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06108
09003480800,09110480800,4808,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003520400,09110520400,5204,Glastonbury,0900331240,0911031240,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury,06033
09003515101,09110515101,5151.01,Manchester,0900344700,0911044700,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester,06040
09003490100,09110490100,4901,Rocky Hill,0900365370,0911065370,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",119,Rocky Hill,06067
09003406002,09140406002,4060.02,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003471100,09110471100,4711,Bloomfield,0900305910,0911005910,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,11,Bloomfield,06002
09003471500,09110471500,4715,Bloomfield,0900305910,0911005910,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,11,Bloomfield,06002
09003473400,09110473400,4734,Windsor,0900387000,0911087000,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,164,Windsor,06095
09003473602,09110473602,4736.02,Windsor,0900387000,0911087000,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,164,Windsor,06095
09003492200,09110492200,4922,Wethersfield,0900384900,0911084900,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield,06109
09003492300,09110492300,4923,Wethersfield,0900384900,0911084900,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",159,Wethersfield,06109
09003500400,09110500400,5004,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06114
09003501200,09110501200,5012,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06120
09011702500,09180702500,7025,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06340
09011702600,09180702600,7026,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06340
09011702700,09180702700,7027,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06340
09011980000,09180980000,9800,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06340
09011705300,09180705300,7053,Stonington,0901173770,0918073770,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,137,Stonington,06355
09011709200,09180709200,7092,Griswold,0901133900,0918033900,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,58,Griswold,06351
09011712100,09180712100,7121,Franklin,0901129910,0918029910,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,53,Franklin,06254
09001090300,09120090300,903,Trumbull,0900177200,0912077200,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,144,Trumbull,06611
09001010101,09190010101,101.01,Greenwich,0900133620,0919033620,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,57,Greenwich,06831
09001020600,09190020600,206,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06905
09001021300,09190021300,213,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06905
09001021100,09190021100,211,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06906
09001035300,09190035300,353,New Canaan,0900150580,0919050580,Fairfield,09001,Western Connecticut Planning Region,09190,20802,Western Central,90,New Canaan,06840
09001073600,09120073600,736,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06608
09001050100,09190050100,501,Westport,0900183500,0919083500,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,158,Westport,06880
09001060500,09120060500,605,Fairfield,0900126620,0912026620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,51,Fairfield,06890
09001100300,09120100300,1003,Monroe,0900148620,0912048620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,85,Monroe,06468
09001045300,09190045300,453,Wilton,0900186370,0919086370,Fairfield,09001,Western Connecticut Planning Region,09190,20802,Western Central,161,Wilton,06897
09001061000,09120061000,610,Fairfield,0900126620,0912026620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,51,Fairfield,06825
09001080800,09120080800,808,Stratford,0900174190,0912074190,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,138,Stratford,06614
09003490304,09110490304,4903.04,Rocky Hill,0900365370,0911065370,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",119,Rocky Hill,06067
09003490303,09110490303,4903.03,Rocky Hill,0900365370,0911065370,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",119,Rocky Hill,06067
09003400102,09110400102,4001.02,Berlin,0900304300,0911004300,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",7,Berlin,06037
09003400101,09110400101,4001.01,Berlin,0900304300,0911004300,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",7,Berlin,06037
09003420602,09110420602,4206.02,Plainville,0900360120,0911060120,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville,06062
09003420601,09110420601,4206.01,Plainville,0900360120,0911060120,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville,06062
09003514104,09110514104,5141.04,Manchester,0900344700,0911044700,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester,06042
09003405801,09140405801,4058.01,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003430603,09110430603,4306.03,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
09003477104,09110477104,4771.04,Suffield,0900374540,0911074540,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,139,Suffield,06078
09003405802,09140405802,4058.02,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003477103,09110477103,4771.03,Suffield,0900374540,0911074540,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,139,Suffield,06078
09003502700,09110502700,5027,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06106
09003503102,09110503102,5031.02,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06105
09003514103,09110514103,5141.03,Manchester,0900344700,0911044700,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester,06042
09003503101,09110503101,5031.01,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06105
09003405401,09140405401,4054.01,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09001030300,09190030300,303,Darien,0900118850,0919018850,Fairfield,09001,Western Connecticut Planning Region,09190,20802,Western Central,35,Darien,06820
09001210702,09190210702,2107.02,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09001210701,09190210701,2107.01,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06810
09013526102,09110526102,5261.02,Hebron,0901337910,0911037910,Tolland,09013,Capitol Planning Region,09110,20203,Capitol East,208,Region 8,06248
09013526101,09110526101,5261.01,Hebron,0901337910,0911037910,Tolland,09013,Capitol Planning Region,09110,20203,Capitol East,208,Region 8,06231
09013890202,09110890202,8902.02,Stafford,0901372090,0911072090,Tolland,09013,Capitol Planning Region,09110,20204,Northeastern Planning Region & Stafford Town,134,Stafford,06076
09009151000,09170151000,1510,Milford,0900947535,0917047535,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,84,Milford,06460
09007542000,09130542000,5420,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09007640100,09130640100,6401,Killingworth,0900740710,0913040710,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,217,Region 17,06419
09007570300,09130570300,5703,Cromwell,0900718080,0913018080,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,33,Cromwell,06416
09007560200,09130560200,5602,Portland,0900761800,0913061800,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,113,Portland,06480
09007560100,09130560100,5601,Portland,0900761800,0913061800,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,113,Portland,06480
09007670100,09130670100,6701,Old Saybrook,0900757320,0913057320,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,106,Old Saybrook,06475
09007542100,09130542100,5421,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09007541200,09130541200,5412,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09007620100,09130620100,6201,Deep River,0900719130,0913019130,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,204,Region 4,06417
09007610100,09130610100,6101,Clinton,0900715350,0913015350,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,27,Clinton,06413
09007670200,09130670200,6702,Old Saybrook,0900757320,0913057320,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,106,Old Saybrook,06475
09007570200,09130570200,5702,Cromwell,0900718080,0913018080,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,33,Cromwell,06416
09009120100,09140120100,1201,Derby,0900919550,0914019550,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,37,Derby,06418
09009120200,09140120200,1202,Derby,0900919550,0914019550,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,37,Derby,06418
09007541402,09130541402,5414.02,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09007541401,09130541401,5414.01,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09007550202,09130550202,5502.02,East Hampton,0900722490,0913022490,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,42,East Hampton,06424
