state,county,state_name,county_name,share_digital_access,share_digital_access_quality
25,021,Massachusetts,Norfolk County,0.9384932532403252,1
25,023,Massachusetts,Plymouth County,0.9177261143082688,1
25,025,Massachusetts,Suffolk County,0.8976404191444437,1
25,027,Massachusetts,Worcester County,0.9169888224037008,1
26,001,Michigan,Alcona County,NA,NA
26,003,Michigan,Alger County,NA,NA
26,005,Michigan,Allegan County,0.9297450424929179,1
26,007,Michigan,Alpena County,NA,NA
26,009,Michigan,Antrim County,NA,NA
26,011,Michigan,Arenac County,NA,NA
26,013,Michigan,Baraga County,NA,NA
26,015,Michigan,Barry County,NA,NA
26,017,Michigan,Bay County,0.8690668099588035,1
26,019,Michigan,Benzie County,NA,NA
26,021,Michigan,Berrien County,0.9120847877935904,1
26,023,Michigan,Branch County,NA,NA
26,025,Michigan,Calhoun County,0.8870158087959841,1
26,027,Michigan,Cass County,NA,NA
26,029,Michigan,Charlevoix County,NA,NA
26,031,Michigan,Cheboygan County,NA,NA
26,033,Michigan,Chippewa County,NA,NA
26,035,Michigan,Clare County,NA,NA
26,037,Michigan,Clinton County,0.8891325378910029,1
26,039,Michigan,Crawford County,NA,NA
26,041,Michigan,Delta County,NA,NA
26,043,Michigan,Dickinson County,NA,NA
26,045,Michigan,Eaton County,0.8956432735525789,1
26,047,Michigan,Emmet County,NA,NA
26,049,Michigan,Genesee County,0.8873652872878833,1
26,051,Michigan,Gladwin County,NA,NA
26,053,Michigan,Gogebic County,NA,NA
26,055,Michigan,Grand Traverse County,0.9114474116368965,1
26,057,Michigan,Gratiot County,NA,NA
26,059,Michigan,Hillsdale County,NA,NA
26,061,Michigan,Houghton County,NA,NA
26,063,Michigan,Huron County,NA,NA
26,065,Michigan,Ingham County,0.8906443853652362,1
26,067,Michigan,Ionia County,0.8929976396538158,1
26,069,Michigan,Iosco County,NA,NA
26,071,Michigan,Iron County,NA,NA
26,073,Michigan,Isabella County,NA,NA
26,075,Michigan,Jackson County,0.8979611160207045,1
26,077,Michigan,Kalamazoo County,0.874719780067714,1
26,079,Michigan,Kalkaska County,NA,NA
26,081,Michigan,Kent County,0.9156156191323832,1
26,083,Michigan,Keweenaw County,NA,NA
26,085,Michigan,Lake County,NA,NA
26,087,Michigan,Lapeer County,0.8668708698488329,1
26,089,Michigan,Leelanau County,NA,NA
26,091,Michigan,Lenawee County,0.8713934768973448,1
26,093,Michigan,Livingston County,0.9247454972592013,1
26,095,Michigan,Luce County,NA,NA
26,097,Michigan,Mackinac County,NA,NA
26,099,Michigan,Macomb County,0.926586445143126,1
26,101,Michigan,Manistee County,NA,NA
26,103,Michigan,Marquette County,0.8642475465372123,1
26,105,Michigan,Mason County,NA,NA
26,107,Michigan,Mecosta County,NA,NA
26,109,Michigan,Menominee County,NA,NA
26,111,Michigan,Midland County,0.8825760792639773,1
26,113,Michigan,Missaukee County,NA,NA
26,115,Michigan,Monroe County,0.8816445842468147,1
26,117,Michigan,Montcalm County,0.8039892140534539,1
26,119,Michigan,Montmorency County,NA,NA
26,121,Michigan,Muskegon County,0.8676529626050108,1
26,123,Michigan,Newaygo County,NA,NA
26,125,Michigan,Oakland County,0.9366950727237778,1
26,127,Michigan,Oceana County,NA,NA
26,129,Michigan,Ogemaw County,NA,NA
26,131,Michigan,Ontonagon County,NA,NA
26,133,Michigan,Osceola County,NA,NA
26,135,Michigan,Oscoda County,NA,NA
26,137,Michigan,Otsego County,NA,NA
26,139,Michigan,Ottawa County,0.9263181512227956,1
26,141,Michigan,Presque Isle County,NA,NA
26,143,Michigan,Roscommon County,NA,NA
26,145,Michigan,Saginaw County,0.8978618732261117,1
26,147,Michigan,St. Clair County,0.8997236249981913,1
26,149,Michigan,St. Joseph County,NA,NA
26,151,Michigan,Sanilac County,NA,NA
26,153,Michigan,Schoolcraft County,NA,NA
26,155,Michigan,Shiawassee County,0.8539942016836075,1
26,157,Michigan,Tuscola County,NA,NA
26,159,Michigan,Van Buren County,0.8797336662505202,1
26,161,Michigan,Washtenaw County,0.9289807545794826,1
26,163,Michigan,Wayne County,0.8871156469078912,1
26,165,Michigan,Wexford County,NA,NA
27,001,Minnesota,Aitkin County,NA,NA
27,003,Minnesota,Anoka County,0.9374203083342993,1
27,005,Minnesota,Becker County,NA,NA
27,007,Minnesota,Beltrami County,NA,NA
27,009,Minnesota,Benton County,NA,NA
27,011,Minnesota,Big Stone County,NA,NA
27,013,Minnesota,Blue Earth County,0.9176424668227947,1
27,015,Minnesota,Brown County,NA,NA
27,017,Minnesota,Carlton County,NA,NA
27,019,Minnesota,Carver County,0.9456201446557728,1
27,021,Minnesota,Cass County,NA,NA
27,023,Minnesota,Chippewa County,NA,NA
27,025,Minnesota,Chisago County,NA,NA
27,027,Minnesota,Clay County,0.9105893557012563,1
27,029,Minnesota,Clearwater County,NA,NA
27,031,Minnesota,Cook County,NA,NA
27,033,Minnesota,Cottonwood County,NA,NA
27,035,Minnesota,Crow Wing County,0.9175417032484635,1
27,037,Minnesota,Dakota County,0.9480298505758283,1
27,039,Minnesota,Dodge County,NA,NA
27,041,Minnesota,Douglas County,NA,NA
27,043,Minnesota,Faribault County,NA,NA
27,045,Minnesota,Fillmore County,NA,NA
27,047,Minnesota,Freeborn County,NA,NA
27,049,Minnesota,Goodhue County,NA,NA
27,051,Minnesota,Grant County,NA,NA
27,053,Minnesota,Hennepin County,0.9215805280479346,1
27,055,Minnesota,Houston County,NA,NA
27,057,Minnesota,Hubbard County,NA,NA
27,059,Minnesota,Isanti County,NA,NA
27,061,Minnesota,Itasca County,NA,NA
27,063,Minnesota,Jackson County,NA,NA
27,065,Minnesota,Kanabec County,NA,NA
27,067,Minnesota,Kandiyohi County,NA,NA
27,069,Minnesota,Kittson County,NA,NA
27,071,Minnesota,Koochiching County,NA,NA
27,073,Minnesota,Lac qui Parle County,NA,NA
27,075,Minnesota,Lake County,NA,NA
27,077,Minnesota,Lake of the Woods County,NA,NA
27,079,Minnesota,Le Sueur County,NA,NA
27,081,Minnesota,Lincoln County,NA,NA
27,083,Minnesota,Lyon County,NA,NA
27,085,Minnesota,McLeod County,NA,NA
27,087,Minnesota,Mahnomen County,NA,NA
27,089,Minnesota,Marshall County,NA,NA
27,091,Minnesota,Martin County,NA,NA
27,093,Minnesota,Meeker County,NA,NA
27,095,Minnesota,Mille Lacs County,NA,NA
27,097,Minnesota,Morrison County,NA,NA
27,099,Minnesota,Mower County,NA,NA
27,101,Minnesota,Murray County,NA,NA
27,103,Minnesota,Nicollet County,NA,NA
27,105,Minnesota,Nobles County,NA,NA
27,107,Minnesota,Norman County,NA,NA
27,109,Minnesota,Olmsted County,0.9211579023929013,1
27,111,Minnesota,Otter Tail County,NA,NA
27,113,Minnesota,Pennington County,NA,NA
27,115,Minnesota,Pine County,NA,NA
27,117,Minnesota,Pipestone County,NA,NA
27,119,Minnesota,Polk County,NA,NA
27,121,Minnesota,Pope County,NA,NA
27,123,Minnesota,Ramsey County,0.9157303117577331,1
27,125,Minnesota,Red Lake County,NA,NA
27,127,Minnesota,Redwood County,NA,NA
27,129,Minnesota,Renville County,NA,NA
27,131,Minnesota,Rice County,0.9173018292682927,1
27,133,Minnesota,Rock County,NA,NA
27,135,Minnesota,Roseau County,NA,NA
27,137,Minnesota,St. Louis County,0.8821467437997594,1
27,139,Minnesota,Scott County,0.9469371330321377,1
27,141,Minnesota,Sherburne County,0.9340304129072153,1
27,143,Minnesota,Sibley County,NA,NA
27,145,Minnesota,Stearns County,0.9120180969341098,1
27,147,Minnesota,Steele County,NA,NA
27,149,Minnesota,Stevens County,NA,NA
27,151,Minnesota,Swift County,NA,NA
27,153,Minnesota,Todd County,NA,NA
27,155,Minnesota,Traverse County,NA,NA
27,157,Minnesota,Wabasha County,NA,NA
27,159,Minnesota,Wadena County,NA,NA
27,161,Minnesota,Waseca County,NA,NA
27,163,Minnesota,Washington County,0.9466352738119805,1
27,165,Minnesota,Watonwan County,NA,NA
27,167,Minnesota,Wilkin County,NA,NA
27,169,Minnesota,Winona County,NA,NA
27,171,Minnesota,Wright County,0.9180453319728883,1
27,173,Minnesota,Yellow Medicine County,NA,NA
28,001,Mississippi,Adams County,NA,NA
28,003,Mississippi,Alcorn County,NA,NA
28,005,Mississippi,Amite County,NA,NA
28,007,Mississippi,Attala County,NA,NA
28,009,Mississippi,Benton County,NA,NA
28,011,Mississippi,Bolivar County,NA,NA
28,013,Mississippi,Calhoun County,NA,NA
28,015,Mississippi,Carroll County,NA,NA
28,017,Mississippi,Chickasaw County,NA,NA
28,019,Mississippi,Choctaw County,NA,NA
28,021,Mississippi,Claiborne County,NA,NA
28,023,Mississippi,Clarke County,NA,NA
28,025,Mississippi,Clay County,NA,NA
28,027,Mississippi,Coahoma County,NA,NA
28,029,Mississippi,Copiah County,NA,NA
28,031,Mississippi,Covington County,NA,NA
28,033,Mississippi,DeSoto County,0.9286697445014768,1
28,035,Mississippi,Forrest County,0.8694956748816713,1
28,037,Mississippi,Franklin County,NA,NA
28,039,Mississippi,George County,NA,NA
28,041,Mississippi,Greene County,NA,NA
28,043,Mississippi,Grenada County,NA,NA
28,045,Mississippi,Hancock County,NA,NA
28,047,Mississippi,Harrison County,0.8751657488263191,1
28,049,Mississippi,Hinds County,0.8888901453044609,1
28,051,Mississippi,Holmes County,NA,NA
28,053,Mississippi,Humphreys County,NA,NA
28,055,Mississippi,Issaquena County,NA,NA
28,057,Mississippi,Itawamba County,NA,NA
28,059,Mississippi,Jackson County,0.8882069568497025,1
28,061,Mississippi,Jasper County,NA,NA
28,063,Mississippi,Jefferson County,NA,NA
28,065,Mississippi,Jefferson Davis County,NA,NA
28,067,Mississippi,Jones County,0.7474355420016634,1
28,069,Mississippi,Kemper County,NA,NA
28,071,Mississippi,Lafayette County,NA,NA
28,073,Mississippi,Lamar County,0.8561163032191069,1
28,075,Mississippi,Lauderdale County,0.8292964244521338,1
28,077,Mississippi,Lawrence County,NA,NA
28,079,Mississippi,Leake County,NA,NA
28,081,Mississippi,Lee County,0.8365310327066701,1
28,083,Mississippi,Leflore County,NA,NA
28,085,Mississippi,Lincoln County,NA,NA
28,087,Mississippi,Lowndes County,NA,NA
28,089,Mississippi,Madison County,0.9237059108862865,1
28,091,Mississippi,Marion County,NA,NA
28,093,Mississippi,Marshall County,NA,NA
28,095,Mississippi,Monroe County,NA,NA
28,097,Mississippi,Montgomery County,NA,NA
28,099,Mississippi,Neshoba County,NA,NA
28,101,Mississippi,Newton County,NA,NA
28,103,Mississippi,Noxubee County,NA,NA
28,105,Mississippi,Oktibbeha County,NA,NA
28,107,Mississippi,Panola County,NA,NA
28,109,Mississippi,Pearl River County,NA,NA
28,111,Mississippi,Perry County,NA,NA
28,113,Mississippi,Pike County,NA,NA
28,115,Mississippi,Pontotoc County,NA,NA
28,117,Mississippi,Prentiss County,NA,NA
28,119,Mississippi,Quitman County,NA,NA
28,121,Mississippi,Rankin County,0.9015050680864134,1
28,123,Mississippi,Scott County,NA,NA
28,125,Mississippi,Sharkey County,NA,NA
28,127,Mississippi,Simpson County,NA,NA
28,129,Mississippi,Smith County,NA,NA
28,131,Mississippi,Stone County,NA,NA
28,133,Mississippi,Sunflower County,NA,NA
28,135,Mississippi,Tallahatchie County,NA,NA
28,137,Mississippi,Tate County,NA,NA
28,139,Mississippi,Tippah County,NA,NA
28,141,Mississippi,Tishomingo County,NA,NA
28,143,Mississippi,Tunica County,NA,NA
28,145,Mississippi,Union County,NA,NA
28,147,Mississippi,Walthall County,NA,NA
28,149,Mississippi,Warren County,NA,NA
28,151,Mississippi,Washington County,NA,NA
28,153,Mississippi,Wayne County,NA,NA
28,155,Mississippi,Webster County,NA,NA
28,157,Mississippi,Wilkinson County,NA,NA
28,159,Mississippi,Winston County,NA,NA
28,161,Mississippi,Yalobusha County,NA,NA
28,163,Mississippi,Yazoo County,NA,NA
29,001,Missouri,Adair County,NA,NA
29,003,Missouri,Andrew County,NA,NA
29,005,Missouri,Atchison County,NA,NA
29,007,Missouri,Audrain County,NA,NA
29,009,Missouri,Barry County,NA,NA
29,011,Missouri,Barton County,NA,NA
29,013,Missouri,Bates County,NA,NA
29,015,Missouri,Benton County,NA,NA
29,017,Missouri,Bollinger County,NA,NA
29,019,Missouri,Boone County,0.9025976544822146,1
29,021,Missouri,Buchanan County,0.8044130061421128,1
29,023,Missouri,Butler County,NA,NA
29,025,Missouri,Caldwell County,NA,NA
29,027,Missouri,Callaway County,NA,NA
29,029,Missouri,Camden County,NA,NA
29,031,Missouri,Cape Girardeau County,0.8967429177397364,1
29,033,Missouri,Carroll County,NA,NA
29,035,Missouri,Carter County,NA,NA
29,037,Missouri,Cass County,0.9211691352015391,1
29,039,Missouri,Cedar County,NA,NA
29,041,Missouri,Chariton County,NA,NA
29,043,Missouri,Christian County,0.9070739369460339,1
29,045,Missouri,Clark County,NA,NA
29,047,Missouri,Clay County,0.9243102235422854,1
29,049,Missouri,Clinton County,NA,NA
29,051,Missouri,Cole County,0.8935248518011856,1
29,053,Missouri,Cooper County,NA,NA
29,055,Missouri,Crawford County,NA,NA
29,057,Missouri,Dade County,NA,NA
29,059,Missouri,Dallas County,NA,NA
29,061,Missouri,Daviess County,NA,NA
29,063,Missouri,DeKalb County,NA,NA
29,065,Missouri,Dent County,NA,NA
29,067,Missouri,Douglas County,NA,NA
29,069,Missouri,Dunklin County,NA,NA
29,071,Missouri,Franklin County,0.8858682005980506,1
29,073,Missouri,Gasconade County,NA,NA
29,075,Missouri,Gentry County,NA,NA
29,077,Missouri,Greene County,0.8499686989449254,1
29,079,Missouri,Grundy County,NA,NA
29,081,Missouri,Harrison County,NA,NA
29,083,Missouri,Henry County,NA,NA
29,085,Missouri,Hickory County,NA,NA
29,087,Missouri,Holt County,NA,NA
29,089,Missouri,Howard County,NA,NA
29,091,Missouri,Howell County,NA,NA
29,093,Missouri,Iron County,NA,NA
29,095,Missouri,Jackson County,0.8912401558886787,1
29,097,Missouri,Jasper County,0.9044313603966533,1
29,099,Missouri,Jefferson County,0.9070955491760664,1
29,101,Missouri,Johnson County,NA,NA
29,103,Missouri,Knox County,NA,NA
29,105,Missouri,Laclede County,NA,NA
29,107,Missouri,Lafayette County,NA,NA
29,109,Missouri,Lawrence County,NA,NA
29,111,Missouri,Lewis County,NA,NA
29,113,Missouri,Lincoln County,NA,NA
29,115,Missouri,Linn County,NA,NA
29,117,Missouri,Livingston County,NA,NA
29,119,Missouri,McDonald County,NA,NA
29,121,Missouri,Macon County,NA,NA
29,123,Missouri,Madison County,NA,NA
29,125,Missouri,Maries County,NA,NA
29,127,Missouri,Marion County,NA,NA
29,129,Missouri,Mercer County,NA,NA
29,131,Missouri,Miller County,NA,NA
29,133,Missouri,Mississippi County,NA,NA
29,135,Missouri,Moniteau County,NA,NA
29,137,Missouri,Monroe County,NA,NA
29,139,Missouri,Montgomery County,NA,NA
29,141,Missouri,Morgan County,NA,NA
29,143,Missouri,New Madrid County,NA,NA
29,145,Missouri,Newton County,NA,NA
29,147,Missouri,Nodaway County,NA,NA
29,149,Missouri,Oregon County,NA,NA
29,151,Missouri,Osage County,NA,NA
29,153,Missouri,Ozark County,NA,NA
29,155,Missouri,Pemiscot County,NA,NA
29,157,Missouri,Perry County,NA,NA
29,159,Missouri,Pettis County,NA,NA
29,161,Missouri,Phelps County,NA,NA
29,163,Missouri,Pike County,NA,NA
29,165,Missouri,Platte County,0.9234113790136949,1
29,167,Missouri,Polk County,NA,NA
29,169,Missouri,Pulaski County,NA,NA
29,171,Missouri,Putnam County,NA,NA
29,173,Missouri,Ralls County,NA,NA
29,175,Missouri,Randolph County,NA,NA
29,177,Missouri,Ray County,NA,NA
29,179,Missouri,Reynolds County,NA,NA
29,181,Missouri,Ripley County,NA,NA
29,183,Missouri,St. Charles County,0.9499065535096051,1
29,185,Missouri,St. Clair County,NA,NA
29,186,Missouri,Ste. Genevieve County,NA,NA
29,187,Missouri,St. Francois County,0.8991661898144364,1
29,189,Missouri,St. Louis County,0.9334217365423053,1
29,195,Missouri,Saline County,NA,NA
29,197,Missouri,Schuyler County,NA,NA
29,199,Missouri,Scotland County,NA,NA
29,201,Missouri,Scott County,NA,NA
29,203,Missouri,Shannon County,NA,NA
29,205,Missouri,Shelby County,NA,NA
29,207,Missouri,Stoddard County,NA,NA
29,209,Missouri,Stone County,NA,NA
29,211,Missouri,Sullivan County,NA,NA
29,213,Missouri,Taney County,NA,NA
29,215,Missouri,Texas County,NA,NA
29,217,Missouri,Vernon County,NA,NA
29,219,Missouri,Warren County,NA,NA
29,221,Missouri,Washington County,NA,NA
29,223,Missouri,Wayne County,NA,NA
29,225,Missouri,Webster County,NA,NA
29,227,Missouri,Worth County,NA,NA
29,229,Missouri,Wright County,NA,NA
29,510,Missouri,St. Louis city,0.8719969261466282,1
30,001,Montana,Beaverhead County,NA,NA
30,003,Montana,Big Horn County,NA,NA
30,005,Montana,Blaine County,NA,NA
30,007,Montana,Broadwater County,NA,NA
30,009,Montana,Carbon County,NA,NA
30,011,Montana,Carter County,NA,NA
30,013,Montana,Cascade County,0.8905016552075375,1
30,015,Montana,Chouteau County,NA,NA
30,017,Montana,Custer County,NA,NA
30,019,Montana,Daniels County,NA,NA
30,021,Montana,Dawson County,NA,NA
30,023,Montana,Deer Lodge County,NA,NA
30,025,Montana,Fallon County,NA,NA
30,027,Montana,Fergus County,NA,NA
30,029,Montana,Flathead County,0.8879767179219876,1
30,031,Montana,Gallatin County,0.9317507982362779,1
30,033,Montana,Garfield County,NA,NA
30,035,Montana,Glacier County,NA,NA
30,037,Montana,Golden Valley County,NA,NA
30,039,Montana,Granite County,NA,NA
30,041,Montana,Hill County,NA,NA
30,043,Montana,Jefferson County,NA,NA
30,045,Montana,Judith Basin County,NA,NA
30,047,Montana,Lake County,NA,NA
30,049,Montana,Lewis and Clark County,0.906453619724305,1
30,051,Montana,Liberty County,NA,NA
30,053,Montana,Lincoln County,NA,NA
30,055,Montana,McCone County,NA,NA
30,057,Montana,Madison County,NA,NA
30,059,Montana,Meagher County,NA,NA
30,061,Montana,Mineral County,NA,NA
30,063,Montana,Missoula County,0.9163574346864575,1
30,065,Montana,Musselshell County,NA,NA
30,067,Montana,Park County,NA,NA
30,069,Montana,Petroleum County,NA,NA
30,071,Montana,Phillips County,NA,NA
30,073,Montana,Pondera County,NA,NA
30,075,Montana,Powder River County,NA,NA
30,077,Montana,Powell County,NA,NA
30,079,Montana,Prairie County,NA,NA
30,081,Montana,Ravalli County,NA,NA
30,083,Montana,Richland County,NA,NA
30,085,Montana,Roosevelt County,NA,NA
30,087,Montana,Rosebud County,NA,NA
30,089,Montana,Sanders County,NA,NA
30,091,Montana,Sheridan County,NA,NA
30,093,Montana,Silver Bow County,NA,NA
30,095,Montana,Stillwater County,NA,NA
30,097,Montana,Sweet Grass County,NA,NA
30,099,Montana,Teton County,NA,NA
30,101,Montana,Toole County,NA,NA
30,103,Montana,Treasure County,NA,NA
30,105,Montana,Valley County,NA,NA
30,107,Montana,Wheatland County,NA,NA
30,109,Montana,Wibaux County,NA,NA
30,111,Montana,Yellowstone County,0.9142449329146446,1
31,001,Nebraska,Adams County,NA,NA
31,003,Nebraska,Antelope County,NA,NA
31,005,Nebraska,Arthur County,NA,NA
31,007,Nebraska,Banner County,NA,NA
31,009,Nebraska,Blaine County,NA,NA
31,011,Nebraska,Boone County,NA,NA
31,013,Nebraska,Box Butte County,NA,NA
31,015,Nebraska,Boyd County,NA,NA
31,017,Nebraska,Brown County,NA,NA
31,019,Nebraska,Buffalo County,NA,NA
31,021,Nebraska,Burt County,NA,NA
31,023,Nebraska,Butler County,NA,NA
31,025,Nebraska,Cass County,NA,NA
31,027,Nebraska,Cedar County,NA,NA
31,029,Nebraska,Chase County,NA,NA
31,031,Nebraska,Cherry County,NA,NA
31,033,Nebraska,Cheyenne County,NA,NA
31,035,Nebraska,Clay County,NA,NA
31,037,Nebraska,Colfax County,NA,NA
31,039,Nebraska,Cuming County,NA,NA
31,041,Nebraska,Custer County,NA,NA
31,043,Nebraska,Dakota County,NA,NA
31,045,Nebraska,Dawes County,NA,NA
31,047,Nebraska,Dawson County,NA,NA
31,049,Nebraska,Deuel County,NA,NA
31,051,Nebraska,Dixon County,NA,NA
31,053,Nebraska,Dodge County,NA,NA
31,055,Nebraska,Douglas County,0.9119872377307613,1
31,057,Nebraska,Dundy County,NA,NA
31,059,Nebraska,Fillmore County,NA,NA
31,061,Nebraska,Franklin County,NA,NA
31,063,Nebraska,Frontier County,NA,NA
31,065,Nebraska,Furnas County,NA,NA
31,067,Nebraska,Gage County,NA,NA
31,069,Nebraska,Garden County,NA,NA
31,071,Nebraska,Garfield County,NA,NA
31,073,Nebraska,Gosper County,NA,NA
31,075,Nebraska,Grant County,NA,NA
31,077,Nebraska,Greeley County,NA,NA
31,079,Nebraska,Hall County,NA,NA
31,081,Nebraska,Hamilton County,NA,NA
31,083,Nebraska,Harlan County,NA,NA
31,085,Nebraska,Hayes County,NA,NA
31,087,Nebraska,Hitchcock County,NA,NA
31,089,Nebraska,Holt County,NA,NA
31,091,Nebraska,Hooker County,NA,NA
31,093,Nebraska,Howard County,NA,NA
31,095,Nebraska,Jefferson County,NA,NA
31,097,Nebraska,Johnson County,NA,NA
31,099,Nebraska,Kearney County,NA,NA
31,101,Nebraska,Keith County,NA,NA
31,103,Nebraska,Keya Paha County,NA,NA
31,105,Nebraska,Kimball County,NA,NA
31,107,Nebraska,Knox County,NA,NA
31,109,Nebraska,Lancaster County,0.9183462727067159,1
31,111,Nebraska,Lincoln County,NA,NA
31,113,Nebraska,Logan County,NA,NA
31,115,Nebraska,Loup County,NA,NA
31,117,Nebraska,McPherson County,NA,NA
31,119,Nebraska,Madison County,NA,NA
31,121,Nebraska,Merrick County,NA,NA
31,123,Nebraska,Morrill County,NA,NA
31,125,Nebraska,Nance County,NA,NA
31,127,Nebraska,Nemaha County,NA,NA
31,129,Nebraska,Nuckolls County,NA,NA
31,131,Nebraska,Otoe County,NA,NA
31,133,Nebraska,Pawnee County,NA,NA
31,135,Nebraska,Perkins County,NA,NA
31,137,Nebraska,Phelps County,NA,NA
31,139,Nebraska,Pierce County,NA,NA
31,141,Nebraska,Platte County,NA,NA
31,143,Nebraska,Polk County,NA,NA
31,145,Nebraska,Red Willow County,NA,NA
31,147,Nebraska,Richardson County,NA,NA
31,149,Nebraska,Rock County,NA,NA
31,151,Nebraska,Saline County,NA,NA
31,153,Nebraska,Sarpy County,0.9535913066525311,1
31,155,Nebraska,Saunders County,NA,NA
31,157,Nebraska,Scotts Bluff County,NA,NA
31,159,Nebraska,Seward County,NA,NA
31,161,Nebraska,Sheridan County,NA,NA
31,163,Nebraska,Sherman County,NA,NA
31,165,Nebraska,Sioux County,NA,NA
31,167,Nebraska,Stanton County,NA,NA
31,169,Nebraska,Thayer County,NA,NA
31,171,Nebraska,Thomas County,NA,NA
31,173,Nebraska,Thurston County,NA,NA
31,175,Nebraska,Valley County,NA,NA
31,177,Nebraska,Washington County,NA,NA
31,179,Nebraska,Wayne County,NA,NA
31,181,Nebraska,Webster County,NA,NA
31,183,Nebraska,Wheeler County,NA,NA
31,185,Nebraska,York County,NA,NA
32,001,Nevada,Churchill County,NA,NA
32,003,Nevada,Clark County,0.9142929124453848,1
32,005,Nevada,Douglas County,NA,NA
32,007,Nevada,Elko County,NA,NA
32,009,Nevada,Esmeralda County,NA,NA
32,011,Nevada,Eureka County,NA,NA
32,013,Nevada,Humboldt County,NA,NA
32,015,Nevada,Lander County,NA,NA
32,017,Nevada,Lincoln County,NA,NA
32,019,Nevada,Lyon County,NA,NA
32,021,Nevada,Mineral County,NA,NA
32,023,Nevada,Nye County,NA,NA
32,027,Nevada,Pershing County,NA,NA
32,029,Nevada,Storey County,NA,NA
32,031,Nevada,Washoe County,0.9070836101548188,1
32,033,Nevada,White Pine County,NA,NA
32,510,Nevada,Carson City,NA,NA
33,001,New Hampshire,Belknap County,NA,NA
33,003,New Hampshire,Carroll County,NA,NA
33,005,New Hampshire,Cheshire County,0.9301001251564456,1
33,007,New Hampshire,Coos County,NA,NA
33,009,New Hampshire,Grafton County,0.9093191005892145,1
33,011,New Hampshire,Hillsborough County,0.940625446918053,1
33,013,New Hampshire,Merrimack County,0.9247388107829227,1
33,015,New Hampshire,Rockingham County,0.9444653939822453,1
33,017,New Hampshire,Strafford County,0.927351171474452,1
33,019,New Hampshire,Sullivan County,NA,NA
34,001,New Jersey,Atlantic County,0.9072934973637962,1
34,003,New Jersey,Bergen County,0.9458467277291464,1
34,005,New Jersey,Burlington County,0.9404936087198158,1
34,007,New Jersey,Camden County,0.9066574952095514,1
34,009,New Jersey,Cape May County,0.9419105079999176,1
34,011,New Jersey,Cumberland County,0.8660868615927658,1
34,013,New Jersey,Essex County,0.8941659328315249,1
34,015,New Jersey,Gloucester County,0.9348547606480528,1
34,017,New Jersey,Hudson County,0.9117251072158042,1
34,019,New Jersey,Hunterdon County,0.9364941106601999,1
34,021,New Jersey,Mercer County,0.8990751022491361,1
34,023,New Jersey,Middlesex County,0.9381593093337677,1
34,025,New Jersey,Monmouth County,0.9326429362367842,1
34,027,New Jersey,Morris County,0.94879494800171,1
34,029,New Jersey,Ocean County,0.8819049272056302,1
34,031,New Jersey,Passaic County,0.9114294000847779,1
34,033,New Jersey,Salem County,0.8706633361087982,1
34,035,New Jersey,Somerset County,0.9500760497165419,1
34,037,New Jersey,Sussex County,0.9322068438481786,1
34,039,New Jersey,Union County,0.9203801061335308,1
34,041,New Jersey,Warren County,0.904542158349265,1
35,001,New Mexico,Bernalillo County,0.9006787140742396,1
35,003,New Mexico,Catron County,NA,NA
35,005,New Mexico,Chaves County,NA,NA
35,006,New Mexico,Cibola County,NA,NA
35,007,New Mexico,Colfax County,NA,NA
35,009,New Mexico,Curry County,NA,NA
35,011,New Mexico,De Baca County,NA,NA
35,013,New Mexico,Doña Ana County,0.8893709327548807,1
35,015,New Mexico,Eddy County,NA,NA
35,017,New Mexico,Grant County,NA,NA
35,019,New Mexico,Guadalupe County,NA,NA
35,021,New Mexico,Harding County,NA,NA
35,023,New Mexico,Hidalgo County,NA,NA
35,025,New Mexico,Lea County,0.8577013291634089,1
35,027,New Mexico,Lincoln County,NA,NA
35,028,New Mexico,Los Alamos County,NA,NA
35,029,New Mexico,Luna County,NA,NA
35,031,New Mexico,McKinley County,0.6437828700225394,1
35,033,New Mexico,Mora County,NA,NA
35,035,New Mexico,Otero County,0.8768978087569603,1
35,037,New Mexico,Quay County,NA,NA
35,039,New Mexico,Rio Arriba County,NA,NA
35,041,New Mexico,Roosevelt County,NA,NA
35,043,New Mexico,Sandoval County,0.9009442149477558,1
35,045,New Mexico,San Juan County,0.7352558856097443,1
35,047,New Mexico,San Miguel County,NA,NA
35,049,New Mexico,Santa Fe County,0.8828386490000276,1
35,051,New Mexico,Sierra County,NA,NA
35,053,New Mexico,Socorro County,NA,NA
35,055,New Mexico,Taos County,NA,NA
35,057,New Mexico,Torrance County,NA,NA
35,059,New Mexico,Union County,NA,NA
35,061,New Mexico,Valencia County,0.8471801925722146,1
36,001,New York,Albany County,0.9006808109946118,1
36,003,New York,Allegany County,NA,NA
36,005,New York,Bronx County,0.8205052201074976,1
36,007,New York,Broome County,0.8963194816583037,1
36,009,New York,Cattaraugus County,0.8308033483258371,1
36,011,New York,Cayuga County,0.8811199701009095,1
36,013,New York,Chautauqua County,0.8830813323290037,1
36,015,New York,Chemung County,0.8749672193245724,1
36,017,New York,Chenango County,NA,NA
36,019,New York,Clinton County,0.8813457313953839,1
36,021,New York,Columbia County,NA,NA
36,023,New York,Cortland County,NA,NA
36,025,New York,Delaware County,NA,NA
36,027,New York,Dutchess County,0.9181477936903989,1
36,029,New York,Erie County,0.8948573484159816,1
