state,place,city_name,subgroup,achievement_change,achievement_change_lb,achievement_change_ub,achievement_change_quality,year,state_name,_merge,subgroup_type,missing_outcome
20,38900,Lawrence,"Black, Non-Hispanic",,,,,2022,Kansas,Matched (3),race-ethnicity,1
20,38900,Lawrence,Economically Disadvantaged,-.51811153,-.87556088,-.16066222,1,2022,Kansas,Matched (3),income,0
20,38900,Lawrence,Not Economically Disadvantaged,,,,,2022,Kansas,Matched (3),income,1
20,38900,Lawrence,Hispanic,-.53144836,-.89406145,-.1688353,1,2022,Kansas,Matched (3),race-ethnicity,0
20,38900,Lawrence,All,-.48196638,-.79790395,-.16602883,1,2022,Kansas,Matched (3),,0
20,38900,Lawrence,"White, Non-Hispanic",-.42916992,-.72726053,-.13107933,1,2022,Kansas,Matched (3),race-ethnicity,0
20,52575,Olathe,Hispanic,-.6122635,-.8813417,-.34318534,1,2022,Kansas,Matched (3),race-ethnicity,0
20,52575,Olathe,"White, Non-Hispanic",-.42855656,-.71254832,-.14456482,1,2022,Kansas,Matched (3),race-ethnicity,0
20,52575,Olathe,All,-.50168055,-.80668765,-.19667342,1,2022,Kansas,Matched (3),,0
20,52575,Olathe,Economically Disadvantaged,-.52485883,-.85045004,-.19926767,1,2022,Kansas,Matched (3),income,0
20,52575,Olathe,Not Economically Disadvantaged,,,,,2022,Kansas,Matched (3),income,1
20,52575,Olathe,"Black, Non-Hispanic",-.50335729,-.6615895,-.34512514,1,2022,Kansas,Matched (3),race-ethnicity,0
20,53775,Overland Park,Not Economically Disadvantaged,,,,,2022,Kansas,Matched (3),income,1
20,53775,Overland Park,Economically Disadvantaged,-.49813682,-.88398761,-.11228604,1,2022,Kansas,Matched (3),income,0
20,53775,Overland Park,All,-.42834887,-.73540181,-.12129591,1,2022,Kansas,Matched (3),,0
20,53775,Overland Park,"Black, Non-Hispanic",-.47629067,-.66911799,-.28346336,1,2022,Kansas,Matched (3),race-ethnicity,0
20,53775,Overland Park,Hispanic,-.59700537,-.93907571,-.25493503,3,2022,Kansas,Matched (3),race-ethnicity,0
20,53775,Overland Park,"White, Non-Hispanic",-.38243672,-.66827369,-.09659975,1,2022,Kansas,Matched (3),race-ethnicity,0
20,71000,Topeka,"White, Non-Hispanic",-.61537671,-.92023647,-.31051695,1,2022,Kansas,Matched (3),race-ethnicity,0
20,71000,Topeka,Economically Disadvantaged,-.6327638,-.97665411,-.28887352,1,2022,Kansas,Matched (3),income,0
20,71000,Topeka,Not Economically Disadvantaged,,,,,2022,Kansas,Matched (3),income,1
20,71000,Topeka,Hispanic,-.51235539,-.80136061,-.22335018,1,2022,Kansas,Matched (3),race-ethnicity,0
20,71000,Topeka,"Black, Non-Hispanic",-.83653742,-1.0174153,-.65565962,1,2022,Kansas,Matched (3),race-ethnicity,0
20,71000,Topeka,All,-.63273358,-.95204157,-.31342563,1,2022,Kansas,Matched (3),,0
20,79000,Wichita,"White, Non-Hispanic",-.73672026,-1.0262831,-.44715747,1,2022,Kansas,Matched (3),race-ethnicity,0
20,79000,Wichita,Hispanic,-.78971791,-1.029035,-.55040085,1,2022,Kansas,Matched (3),race-ethnicity,0
20,79000,Wichita,Not Economically Disadvantaged,,,,,2022,Kansas,Matched (3),income,1
20,79000,Wichita,"Black, Non-Hispanic",-.79545331,-.93599904,-.65490758,1,2022,Kansas,Matched (3),race-ethnicity,0
20,79000,Wichita,All,-.74743992,-1.0530702,-.44180968,1,2022,Kansas,Matched (3),,0
20,79000,Wichita,Economically Disadvantaged,-.7501179,-1.0591562,-.44107968,1,2022,Kansas,Matched (3),income,0
21,46027,Lexington,Hispanic,-.31597525,-.57666457,-.055285953,1,2022,Kentucky,Matched (3),race-ethnicity,0
21,46027,Lexington,"White, Non-Hispanic",-.2909402,-.61442059,.032540165,1,2022,Kentucky,Matched (3),race-ethnicity,0
21,46027,Lexington,Not Economically Disadvantaged,-.57218444,-.89393342,-.25043544,1,2022,Kentucky,Matched (3),income,0
21,46027,Lexington,All,-.37893349,-.70821303,-.049653932,1,2022,Kentucky,Matched (3),,0
21,46027,Lexington,Economically Disadvantaged,-.34587458,-.67835766,-.013391472,1,2022,Kentucky,Matched (3),income,0
21,46027,Lexington,"Black, Non-Hispanic",-.16600411,-.44796461,.1159564,1,2022,Kentucky,Matched (3),race-ethnicity,0
21,48006,Louisville,Economically Disadvantaged,-.48586068,-.81291813,-.15880325,1,2022,Kentucky,Matched (3),income,0
21,48006,Louisville,"White, Non-Hispanic",-.49775401,-.8150537,-.1804543,1,2022,Kentucky,Matched (3),race-ethnicity,0
21,48006,Louisville,Hispanic,-.5823828,-.83043003,-.33433557,1,2022,Kentucky,Matched (3),race-ethnicity,0
21,48006,Louisville,All,-.59752125,-.92387623,-.27116632,1,2022,Kentucky,Matched (3),,0
21,48006,Louisville,Not Economically Disadvantaged,-.41043055,-.7238453,-.097015806,1,2022,Kentucky,Matched (3),income,0
21,48006,Louisville,"Black, Non-Hispanic",-.39904872,-.65845913,-.13963832,1,2022,Kentucky,Matched (3),race-ethnicity,0
22,05000,Baton Rouge,Not Economically Disadvantaged,-.075875223,-.33630013,.18454967,1,2022,Louisiana,Matched (3),income,0
22,05000,Baton Rouge,"White, Non-Hispanic",.079694085,-.21246119,.37184936,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,05000,Baton Rouge,"Black, Non-Hispanic",.019050771,-.27482921,.31293073,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,05000,Baton Rouge,Economically Disadvantaged,-.063461989,-.34837016,.22144617,1,2022,Louisiana,Matched (3),income,0
22,05000,Baton Rouge,Hispanic,.02893463,-.24236871,.30023798,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,05000,Baton Rouge,All,-.015843716,-.27556473,.24387731,1,2022,Louisiana,Matched (3),,0
22,40735,Lafayette,Hispanic,.1589787,-.11903363,.43699104,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,40735,Lafayette,Economically Disadvantaged,.42594281,.13994037,.71194524,1,2022,Louisiana,Matched (3),income,0
22,40735,Lafayette,Not Economically Disadvantaged,.29171667,.032597315,.55083597,1,2022,Louisiana,Matched (3),income,0
22,40735,Lafayette,"Black, Non-Hispanic",.5267247,.22748426,.82596511,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,40735,Lafayette,"White, Non-Hispanic",.39780933,.13656665,.65905201,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,40735,Lafayette,All,.40722853,.14692892,.66752809,1,2022,Louisiana,Matched (3),,0
22,41155,Lake Charles,"White, Non-Hispanic",.0054962724,-.2527653,.26375782,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,41155,Lake Charles,"Black, Non-Hispanic",.20851371,-.11091145,.52793884,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,41155,Lake Charles,Hispanic,,,,,2022,Louisiana,Matched (3),race-ethnicity,1
22,41155,Lake Charles,Not Economically Disadvantaged,.039630041,-.22231336,.30157343,1,2022,Louisiana,Matched (3),income,0
22,41155,Lake Charles,Economically Disadvantaged,.06332095,-.22170106,.34834296,1,2022,Louisiana,Matched (3),income,0
22,41155,Lake Charles,All,.11726858,-.14237776,.37691495,1,2022,Louisiana,Matched (3),,0
22,55000,New Orleans,"Black, Non-Hispanic",,,,,2022,Louisiana,Using only (2),race-ethnicity,1
22,55000,New Orleans,Hispanic,,,,,2022,Louisiana,Using only (2),race-ethnicity,1
22,55000,New Orleans,Economically Disadvantaged,,,,,2022,Louisiana,Using only (2),income,1
22,55000,New Orleans,Not Economically Disadvantaged,,,,,2022,Louisiana,Using only (2),income,1
22,55000,New Orleans,"White, Non-Hispanic",,,,,2022,Louisiana,Using only (2),race-ethnicity,1
22,55000,New Orleans,All,,,,,2022,Louisiana,Using only (2),,1
22,70000,Shreveport,"White, Non-Hispanic",.071375772,-.19522245,.33797401,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,70000,Shreveport,"Black, Non-Hispanic",-.024603548,-.32016045,.27095336,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,70000,Shreveport,Not Economically Disadvantaged,.10077512,-.15822013,.35977036,1,2022,Louisiana,Matched (3),income,0
22,70000,Shreveport,Hispanic,-.0079853125,-.29807416,.28210351,1,2022,Louisiana,Matched (3),race-ethnicity,0
22,70000,Shreveport,All,-.02737123,-.28747663,.23273416,1,2022,Louisiana,Matched (3),,0
22,70000,Shreveport,Economically Disadvantaged,-.068868004,-.35494623,.2172102,1,2022,Louisiana,Matched (3),income,0
24,04000,Baltimore,Economically Disadvantaged,-.74040061,-1.0058403,-.47496101,1,2022,Maryland,Matched (3),income,0
24,04000,Baltimore,Not Economically Disadvantaged,-.47942752,-.73945355,-.21940151,1,2022,Maryland,Matched (3),income,0
24,04000,Baltimore,"White, Non-Hispanic",-.2260486,-.52074361,.068646394,1,2022,Maryland,Matched (3),race-ethnicity,0
24,04000,Baltimore,All,-.74482805,-.96249515,-.52716094,1,2022,Maryland,Matched (3),,0
24,04000,Baltimore,Hispanic,,,,,2022,Maryland,Matched (3),race-ethnicity,1
24,04000,Baltimore,"Black, Non-Hispanic",-.80999011,-1.0139515,-.60602862,1,2022,Maryland,Matched (3),race-ethnicity,0
24,30325,Frederick,"Black, Non-Hispanic",-.54296499,-.77851731,-.30741268,1,2022,Maryland,Matched (3),race-ethnicity,0
24,30325,Frederick,Hispanic,-.76798993,-.94327462,-.59270525,1,2022,Maryland,Matched (3),race-ethnicity,0
24,30325,Frederick,All,-.74395931,-.96150553,-.52641308,1,2022,Maryland,Matched (3),,0
24,30325,Frederick,Economically Disadvantaged,-1.0895007,-1.3762673,-.80273408,1,2022,Maryland,Matched (3),income,0
24,30325,Frederick,"White, Non-Hispanic",-.70798373,-.9672575,-.44870999,1,2022,Maryland,Matched (3),race-ethnicity,0
24,30325,Frederick,Not Economically Disadvantaged,-1.1790338,-1.4355211,-.92254645,1,2022,Maryland,Matched (3),income,0
25,07000,Boston,"White, Non-Hispanic",,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,07000,Boston,"Black, Non-Hispanic",,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,07000,Boston,Hispanic,,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,07000,Boston,All,,,,,2022,Massachusetts,Using only (2),,1
25,07000,Boston,Economically Disadvantaged,,,,,2022,Massachusetts,Using only (2),income,1
25,07000,Boston,Not Economically Disadvantaged,,,,,2022,Massachusetts,Using only (2),income,1
25,09000,Brockton,Not Economically Disadvantaged,-.027559986,-.32439184,.26927188,1,2022,Massachusetts,Matched (3),income,0
25,09000,Brockton,"White, Non-Hispanic",-.42202991,-.7045899,-.13946991,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,09000,Brockton,"Black, Non-Hispanic",-.39041147,-.70840251,-.072420388,3,2022,Massachusetts,Matched (3),race-ethnicity,0
25,09000,Brockton,Hispanic,-.51143789,-.94724351,-.075632289,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,09000,Brockton,Economically Disadvantaged,-.30337083,-.64917046,.042428803,1,2022,Massachusetts,Matched (3),income,0
25,09000,Brockton,All,-.46305308,-.79618424,-.12992188,1,2022,Massachusetts,Matched (3),,0
25,11000,Cambridge,Hispanic,,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,11000,Cambridge,Not Economically Disadvantaged,,,,,2022,Massachusetts,Using only (2),income,1
25,11000,Cambridge,"White, Non-Hispanic",,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,11000,Cambridge,All,,,,,2022,Massachusetts,Using only (2),,1
25,11000,Cambridge,"Black, Non-Hispanic",,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,11000,Cambridge,Economically Disadvantaged,,,,,2022,Massachusetts,Using only (2),income,1
25,23000,Fall River,Economically Disadvantaged,-.4427495,-.78649676,-.099002257,1,2022,Massachusetts,Matched (3),income,0
25,23000,Fall River,"White, Non-Hispanic",-.50803673,-.78463358,-.2314399,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,23000,Fall River,Hispanic,-.56447363,-1.0138122,-.11513508,3,2022,Massachusetts,Matched (3),race-ethnicity,0
25,23000,Fall River,All,-.61860263,-.95406717,-.28313813,1,2022,Massachusetts,Matched (3),,0
25,23000,Fall River,"Black, Non-Hispanic",,,,,2022,Massachusetts,Matched (3),race-ethnicity,1
25,23000,Fall River,Not Economically Disadvantaged,-.14996226,-.45389646,.15397194,1,2022,Massachusetts,Matched (3),income,0
25,34550,Lawrence,All,,,,,2022,Massachusetts,Using only (2),,1
25,34550,Lawrence,Economically Disadvantaged,,,,,2022,Massachusetts,Using only (2),income,1
25,34550,Lawrence,"White, Non-Hispanic",,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,34550,Lawrence,Not Economically Disadvantaged,,,,,2022,Massachusetts,Using only (2),income,1
25,34550,Lawrence,"Black, Non-Hispanic",,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,34550,Lawrence,Hispanic,,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,37000,Lowell,Economically Disadvantaged,-.46997306,-.81017411,-.12977199,1,2022,Massachusetts,Matched (3),income,0
25,37000,Lowell,Not Economically Disadvantaged,-.11106411,-.4092268,.18709858,1,2022,Massachusetts,Matched (3),income,0
25,37000,Lowell,"Black, Non-Hispanic",,,,,2022,Massachusetts,Matched (3),race-ethnicity,1
25,37000,Lowell,"White, Non-Hispanic",-.46574503,-.74673814,-.18475194,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,37000,Lowell,All,-.62917989,-.96275425,-.2956056,1,2022,Massachusetts,Matched (3),,0
25,37000,Lowell,Hispanic,-.72815645,-1.1347694,-.32154346,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,37490,Lynn,Not Economically Disadvantaged,-.3190172,-.61657745,-.021456912,1,2022,Massachusetts,Matched (3),income,0
25,37490,Lynn,"Black, Non-Hispanic",-.54870081,-.8779639,-.21943778,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,37490,Lynn,Economically Disadvantaged,-.76062763,-1.1228211,-.39843416,3,2022,Massachusetts,Matched (3),income,0
25,37490,Lynn,"White, Non-Hispanic",-.53455448,-.81952369,-.2495853,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,37490,Lynn,All,-.83439499,-1.1673572,-.50143278,1,2022,Massachusetts,Matched (3),,0
25,37490,Lynn,Hispanic,-1.098061,-1.4873289,-.70879298,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,45000,New Bedford,All,-.60307437,-.94319892,-.26294979,1,2022,Massachusetts,Matched (3),,0
25,45000,New Bedford,Hispanic,-.910658,-1.3543999,-.46691608,3,2022,Massachusetts,Matched (3),race-ethnicity,0
25,45000,New Bedford,Not Economically Disadvantaged,-.087442644,-.39298579,.21810049,1,2022,Massachusetts,Matched (3),income,0
25,45000,New Bedford,Economically Disadvantaged,-.42591205,-.77896571,-.072858416,1,2022,Massachusetts,Matched (3),income,0
25,45000,New Bedford,"Black, Non-Hispanic",,,,,2022,Massachusetts,Matched (3),race-ethnicity,1
25,45000,New Bedford,"White, Non-Hispanic",-.39725262,-.67649001,-.11801521,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,45560,Newton,Hispanic,,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,45560,Newton,Not Economically Disadvantaged,,,,,2022,Massachusetts,Using only (2),income,1
25,45560,Newton,Economically Disadvantaged,,,,,2022,Massachusetts,Using only (2),income,1
25,45560,Newton,"Black, Non-Hispanic",,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,45560,Newton,"White, Non-Hispanic",,,,,2022,Massachusetts,Using only (2),race-ethnicity,1
25,45560,Newton,All,,,,,2022,Massachusetts,Using only (2),,1
25,55745,Quincy,Not Economically Disadvantaged,-.10421941,-.40164545,.19320664,1,2022,Massachusetts,Matched (3),income,0
25,55745,Quincy,"White, Non-Hispanic",-.36714712,-.64703345,-.087260775,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,55745,Quincy,"Black, Non-Hispanic",,,,,2022,Massachusetts,Matched (3),race-ethnicity,1
25,55745,Quincy,Hispanic,,,,,2022,Massachusetts,Matched (3),race-ethnicity,1
25,55745,Quincy,All,-.50134683,-.83815533,-.16453835,1,2022,Massachusetts,Matched (3),,0
25,55745,Quincy,Economically Disadvantaged,-.56418687,-.92282534,-.20554838,1,2022,Massachusetts,Matched (3),income,0
25,62535,Somerville,Not Economically Disadvantaged,.077894002,-.22914331,.38493133,1,2022,Massachusetts,Matched (3),income,0
25,62535,Somerville,Economically Disadvantaged,-.63372654,-1.0379703,-.22948274,3,2022,Massachusetts,Matched (3),income,0
25,62535,Somerville,Hispanic,,,,,2022,Massachusetts,Matched (3),race-ethnicity,1
25,62535,Somerville,"White, Non-Hispanic",,,,,2022,Massachusetts,Matched (3),race-ethnicity,1
25,62535,Somerville,All,-.4341796,-.78292149,-.085437723,1,2022,Massachusetts,Matched (3),,0
25,62535,Somerville,"Black, Non-Hispanic",,,,,2022,Massachusetts,Matched (3),race-ethnicity,1
25,67000,Springfield,Not Economically Disadvantaged,-.077501185,-.3780477,.22304533,1,2022,Massachusetts,Matched (3),income,0
25,67000,Springfield,Economically Disadvantaged,-.27263826,-.60637867,.061102148,1,2022,Massachusetts,Matched (3),income,0
25,67000,Springfield,"Black, Non-Hispanic",-.32997218,-.63695061,-.022993779,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,67000,Springfield,Hispanic,-.35322413,-.7149471,.0084988698,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,67000,Springfield,"White, Non-Hispanic",-.39708722,-.68267465,-.11149979,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,67000,Springfield,All,-.49920443,-.83086872,-.16754009,1,2022,Massachusetts,Matched (3),,0
25,82000,Worcester,All,-.57201236,-.90970367,-.23432109,1,2022,Massachusetts,Matched (3),,0
25,82000,Worcester,"White, Non-Hispanic",-.40525681,-.68377501,-.12673861,1,2022,Massachusetts,Matched (3),race-ethnicity,0
25,82000,Worcester,Not Economically Disadvantaged,-.072575852,-.3709577,.22580598,1,2022,Massachusetts,Matched (3),income,0
25,82000,Worcester,Hispanic,,,,,2022,Massachusetts,Matched (3),race-ethnicity,1
25,82000,Worcester,Economically Disadvantaged,-.43345422,-.77579296,-.091115497,1,2022,Massachusetts,Matched (3),income,0
25,82000,Worcester,"Black, Non-Hispanic",-.36541685,-.68380439,-.047029339,3,2022,Massachusetts,Matched (3),race-ethnicity,0
26,03000,Ann Arbor,All,-.39731696,-.7385959,-.056038048,1,2022,Michigan,Matched (3),,0
26,03000,Ann Arbor,Economically Disadvantaged,-.87586159,-1.2495956,-.50212759,1,2022,Michigan,Matched (3),income,0
26,03000,Ann Arbor,Not Economically Disadvantaged,-.30523014,-.60350442,-.0069558676,1,2022,Michigan,Matched (3),income,0
26,03000,Ann Arbor,"White, Non-Hispanic",-.38924173,-.69988507,-.078598373,1,2022,Michigan,Matched (3),race-ethnicity,0
26,03000,Ann Arbor,Hispanic,-.34602711,-.64347565,-.048578553,1,2022,Michigan,Matched (3),race-ethnicity,0
26,03000,Ann Arbor,"Black, Non-Hispanic",-1.127929,-1.6043762,-.65148175,1,2022,Michigan,Matched (3),race-ethnicity,0
26,21000,Dearborn,"White, Non-Hispanic",-.58155519,-.88021249,-.28289789,1,2022,Michigan,Matched (3),race-ethnicity,0
26,21000,Dearborn,Economically Disadvantaged,-.59785533,-.94513923,-.25057149,1,2022,Michigan,Matched (3),income,0
26,21000,Dearborn,Not Economically Disadvantaged,-.47681379,-.78131151,-.1723161,1,2022,Michigan,Matched (3),income,0
26,21000,Dearborn,"Black, Non-Hispanic",,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,21000,Dearborn,All,-.62083125,-.95516169,-.28650081,1,2022,Michigan,Matched (3),,0
26,21000,Dearborn,Hispanic,,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,22000,Detroit,Hispanic,-.83985716,-1.1054485,-.57426578,1,2022,Michigan,Matched (3),race-ethnicity,0
26,22000,Detroit,"White, Non-Hispanic",,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,22000,Detroit,All,-1.0349829,-1.3742756,-.69569027,1,2022,Michigan,Matched (3),,0
26,22000,Detroit,Economically Disadvantaged,-1.0143512,-1.3678477,-.66085494,1,2022,Michigan,Matched (3),income,0
26,22000,Detroit,"Black, Non-Hispanic",-1.0612769,-1.471871,-.65068275,1,2022,Michigan,Matched (3),race-ethnicity,0
26,22000,Detroit,Not Economically Disadvantaged,-.76961917,-1.087893,-.45134526,3,2022,Michigan,Matched (3),income,0
26,27440,Farmington Hills,All,,,,,2022,Michigan,Using only (2),,1
26,27440,Farmington Hills,"Black, Non-Hispanic",,,,,2022,Michigan,Using only (2),race-ethnicity,1
26,27440,Farmington Hills,Hispanic,,,,,2022,Michigan,Using only (2),race-ethnicity,1
26,27440,Farmington Hills,Economically Disadvantaged,,,,,2022,Michigan,Using only (2),income,1
26,27440,Farmington Hills,Not Economically Disadvantaged,,,,,2022,Michigan,Using only (2),income,1
26,27440,Farmington Hills,"White, Non-Hispanic",,,,,2022,Michigan,Using only (2),race-ethnicity,1
26,29000,Flint,"White, Non-Hispanic",-.66167754,-.98222333,-.34113175,1,2022,Michigan,Matched (3),race-ethnicity,0
26,29000,Flint,Hispanic,,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,29000,Flint,All,-.73745024,-1.097206,-.37769446,1,2022,Michigan,Matched (3),,0
26,29000,Flint,Not Economically Disadvantaged,,,,,2022,Michigan,Matched (3),income,1
26,29000,Flint,"Black, Non-Hispanic",-.92583805,-1.4105623,-.4411138,1,2022,Michigan,Matched (3),race-ethnicity,0
26,29000,Flint,Economically Disadvantaged,-.68969727,-1.0732477,-.3061468,1,2022,Michigan,Matched (3),income,0
26,34000,Grand Rapids,All,-.50004858,-.84648329,-.15361382,1,2022,Michigan,Matched (3),,0
26,34000,Grand Rapids,Hispanic,-.80199629,-1.0810333,-.52295923,1,2022,Michigan,Matched (3),race-ethnicity,0
26,34000,Grand Rapids,Economically Disadvantaged,-.62440622,-.99282748,-.2559849,1,2022,Michigan,Matched (3),income,0
26,34000,Grand Rapids,Not Economically Disadvantaged,-.17409855,-.4821451,.13394798,1,2022,Michigan,Matched (3),income,0
26,34000,Grand Rapids,"White, Non-Hispanic",-.27494422,-.59003764,.040149171,1,2022,Michigan,Matched (3),race-ethnicity,0
26,34000,Grand Rapids,"Black, Non-Hispanic",-.86919844,-1.3271214,-.41127551,1,2022,Michigan,Matched (3),race-ethnicity,0
26,46000,Lansing,Not Economically Disadvantaged,-.56956983,-.90833706,-.23080258,1,2022,Michigan,Matched (3),income,0
26,46000,Lansing,All,-1.1152558,-1.4810919,-.74941981,1,2022,Michigan,Matched (3),,0
26,46000,Lansing,"White, Non-Hispanic",-.80638629,-1.1503426,-.46242991,1,2022,Michigan,Matched (3),race-ethnicity,0
26,46000,Lansing,"Black, Non-Hispanic",,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,46000,Lansing,Hispanic,,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,46000,Lansing,Economically Disadvantaged,-1.178903,-1.5749077,-.78289819,1,2022,Michigan,Matched (3),income,0
26,49000,Livonia,All,-.33362171,-.67518336,.007939945,1,2022,Michigan,Matched (3),,0
26,49000,Livonia,Economically Disadvantaged,-.47733983,-.83914894,-.1155307,1,2022,Michigan,Matched (3),income,0
26,49000,Livonia,Not Economically Disadvantaged,-.18726918,-.48041257,.10587421,1,2022,Michigan,Matched (3),income,0
26,49000,Livonia,"White, Non-Hispanic",-.27120492,-.5731864,.030776585,1,2022,Michigan,Matched (3),race-ethnicity,0
26,49000,Livonia,"Black, Non-Hispanic",-.5675813,-1.0502938,-.084868789,1,2022,Michigan,Matched (3),race-ethnicity,0
26,49000,Livonia,Hispanic,,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,69035,Rochester Hills,Not Economically Disadvantaged,,,,,2022,Michigan,Using only (2),income,1
26,69035,Rochester Hills,All,,,,,2022,Michigan,Using only (2),,1
26,69035,Rochester Hills,"Black, Non-Hispanic",,,,,2022,Michigan,Using only (2),race-ethnicity,1
26,69035,Rochester Hills,Hispanic,,,,,2022,Michigan,Using only (2),race-ethnicity,1
26,69035,Rochester Hills,Economically Disadvantaged,,,,,2022,Michigan,Using only (2),income,1
26,69035,Rochester Hills,"White, Non-Hispanic",,,,,2022,Michigan,Using only (2),race-ethnicity,1
26,74900,Southfield,Hispanic,,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,74900,Southfield,All,-.47024819,-.81597877,-.1245176,1,2022,Michigan,Matched (3),,0
26,74900,Southfield,"Black, Non-Hispanic",-.38622588,-.80480701,.032355215,1,2022,Michigan,Matched (3),race-ethnicity,0
26,74900,Southfield,Economically Disadvantaged,-.5025025,-.8746165,-.13038847,1,2022,Michigan,Matched (3),income,0
26,74900,Southfield,Not Economically Disadvantaged,-.32056436,-.63393873,-.0071900128,1,2022,Michigan,Matched (3),income,0
26,74900,Southfield,"White, Non-Hispanic",,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,76460,Sterling Heights,Not Economically Disadvantaged,-.29965973,-.58823419,-.011085291,1,2022,Michigan,Matched (3),income,0
26,76460,Sterling Heights,Hispanic,-.33832669,-.63678658,-.039866805,1,2022,Michigan,Matched (3),race-ethnicity,0
26,76460,Sterling Heights,"Black, Non-Hispanic",-.55484807,-1.0452052,-.064490885,1,2022,Michigan,Matched (3),race-ethnicity,0
26,76460,Sterling Heights,All,-.406425,-.73971337,-.073136605,1,2022,Michigan,Matched (3),,0
26,76460,Sterling Heights,Economically Disadvantaged,-.44304198,-.79235244,-.093731523,1,2022,Michigan,Matched (3),income,0
26,76460,Sterling Heights,"White, Non-Hispanic",-.394584,-.69260371,-.096564293,1,2022,Michigan,Matched (3),race-ethnicity,0
26,80700,Troy,All,-.35634896,-.69778782,-.014910129,1,2022,Michigan,Matched (3),,0
26,80700,Troy,Economically Disadvantaged,-.49828416,-.88423824,-.11233007,1,2022,Michigan,Matched (3),income,0
26,80700,Troy,"White, Non-Hispanic",-.43372163,-.74150157,-.12594171,1,2022,Michigan,Matched (3),race-ethnicity,0
26,80700,Troy,Hispanic,,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,80700,Troy,"Black, Non-Hispanic",,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,80700,Troy,Not Economically Disadvantaged,-.32170245,-.61792564,-.025479235,1,2022,Michigan,Matched (3),income,0
26,84000,Warren,Not Economically Disadvantaged,-.50658691,-.81611371,-.19706009,1,2022,Michigan,Matched (3),income,0
26,84000,Warren,Hispanic,,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,84000,Warren,"Black, Non-Hispanic",-.83088213,-1.3140109,-.34775341,1,2022,Michigan,Matched (3),race-ethnicity,0
26,84000,Warren,Economically Disadvantaged,-.61881232,-.98114622,-.25647834,1,2022,Michigan,Matched (3),income,0
26,84000,Warren,All,-.69120049,-1.037828,-.34457296,1,2022,Michigan,Matched (3),,0
26,84000,Warren,"White, Non-Hispanic",-.61644405,-.92271698,-.31017116,1,2022,Michigan,Matched (3),race-ethnicity,0
26,86000,Westland,Hispanic,,,,,2022,Michigan,Matched (3),race-ethnicity,1
26,86000,Westland,All,-.7023617,-1.0465448,-.35817859,1,2022,Michigan,Matched (3),,0
26,86000,Westland,"Black, Non-Hispanic",-.69174141,-1.1546162,-.22886647,1,2022,Michigan,Matched (3),race-ethnicity,0
26,86000,Westland,Not Economically Disadvantaged,-.49533668,-.80407709,-.18659627,1,2022,Michigan,Matched (3),income,0
