year,state,county,race_ind,environmental_quality,quality_flag
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,111,"Predominantly White, Non-Hispanic",97.17647058823529,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,113,"Predominantly White, Non-Hispanic",96,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,115,"Predominantly White, Non-Hispanic",95.125,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,117,"Predominantly White, Non-Hispanic",97.4,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,119,"Predominantly White, Non-Hispanic",94.8,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,121,"Predominantly White, Non-Hispanic",96.75,1
2014,27,123,No Predominant Racial Group,15.647058823529411,1
2014,27,123,Predominantly People of Color,13.142857142857142,1
2014,27,123,"Predominantly White, Non-Hispanic",21.406593406593405,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,125,"Predominantly White, Non-Hispanic",93,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,127,"Predominantly White, Non-Hispanic",93.16666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,129,"Predominantly White, Non-Hispanic",95,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,131,"Predominantly White, Non-Hispanic",86.07692307692308,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,133,"Predominantly White, Non-Hispanic",96.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,135,"Predominantly White, Non-Hispanic",97.8,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,137,"Predominantly White, Non-Hispanic",91.06060606060606,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,139,"Predominantly White, Non-Hispanic",77.61904761904762,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,141,"Predominantly White, Non-Hispanic",84.36363636363636,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,143,"Predominantly White, Non-Hispanic",91.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,145,"Predominantly White, Non-Hispanic",85.10344827586206,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,147,"Predominantly White, Non-Hispanic",90.75,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,149,"Predominantly White, Non-Hispanic",95.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,151,"Predominantly White, Non-Hispanic",95.75,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,153,"Predominantly White, Non-Hispanic",97,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,155,"Predominantly White, Non-Hispanic",93.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,157,"Predominantly White, Non-Hispanic",91,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,159,"Predominantly White, Non-Hispanic",97.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,161,"Predominantly White, Non-Hispanic",93.2,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,27,163,Predominantly People of Color,83,1
2014,27,163,"Predominantly White, Non-Hispanic",56.520833333333336,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,165,"Predominantly White, Non-Hispanic",91.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,167,"Predominantly White, Non-Hispanic",95.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,169,"Predominantly White, Non-Hispanic",87.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,171,"Predominantly White, Non-Hispanic",88.70588235294117,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,27,173,"Predominantly White, Non-Hispanic",95.5,1
2014,28,001,No Predominant Racial Group,41.333333333333336,1
2014,28,001,Predominantly People of Color,41.4,1
2014,28,001,"Predominantly White, Non-Hispanic",41,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,003,"Predominantly White, Non-Hispanic",37.714285714285715,1
2014,28,005,No Predominant Racial Group,30,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,005,"Predominantly White, Non-Hispanic",34.5,1
2014,28,007,No Predominant Racial Group,28.5,1
2014,28,007,Predominantly People of Color,33,1
2014,28,007,"Predominantly White, Non-Hispanic",33.666666666666664,1
2014,28,009,No Predominant Racial Group,43,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,009,"Predominantly White, Non-Hispanic",35,1
2014,28,011,No Predominant Racial Group,53,1
2014,28,011,Predominantly People of Color,58,1
2014,28,011,"Predominantly White, Non-Hispanic",49,1
2014,28,013,No Predominant Racial Group,26,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,013,"Predominantly White, Non-Hispanic",36.333333333333336,1
2014,28,015,No Predominant Racial Group,43,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,015,"Predominantly White, Non-Hispanic",47,1
2014,28,017,No Predominant Racial Group,27,1
2014,28,017,Predominantly People of Color,29,1
2014,28,017,"Predominantly White, Non-Hispanic",32,1
2014,28,019,No Predominant Racial Group,30.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,019,"Predominantly White, Non-Hispanic",36,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,021,Predominantly People of Color,38,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,023,Predominantly People of Color,22,1
2014,28,023,"Predominantly White, Non-Hispanic",19,1
2014,28,025,No Predominant Racial Group,23.666666666666668,1
2014,28,025,Predominantly People of Color,16.5,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,027,No Predominant Racial Group,64,1
2014,28,027,Predominantly People of Color,58.666666666666664,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,029,No Predominant Racial Group,30.5,1
2014,28,029,Predominantly People of Color,20,1
2014,28,029,"Predominantly White, Non-Hispanic",28,1
2014,28,031,No Predominant Racial Group,27,1
2014,28,031,Predominantly People of Color,23.5,1
2014,28,031,"Predominantly White, Non-Hispanic",25,1
2014,28,033,No Predominant Racial Group,33.375,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,033,"Predominantly White, Non-Hispanic",34.2,1
2014,28,035,No Predominant Racial Group,13.5,1
2014,28,035,Predominantly People of Color,15.5,1
2014,28,035,"Predominantly White, Non-Hispanic",20,1
2014,28,037,No Predominant Racial Group,36,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,037,"Predominantly White, Non-Hispanic",32,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,039,"Predominantly White, Non-Hispanic",27.8,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,041,"Predominantly White, Non-Hispanic",26,1
2014,28,043,No Predominant Racial Group,33,1
2014,28,043,Predominantly People of Color,29,1
2014,28,043,"Predominantly White, Non-Hispanic",35.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,045,"Predominantly White, Non-Hispanic",47,1
2014,28,047,No Predominant Racial Group,37.23076923076923,1
2014,28,047,Predominantly People of Color,NA,1
2014,28,047,"Predominantly White, Non-Hispanic",40.16,1
2014,28,049,No Predominant Racial Group,23.571428571428573,1
2014,28,049,Predominantly People of Color,14.104166666666666,1
2014,28,049,"Predominantly White, Non-Hispanic",18,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,051,Predominantly People of Color,40.2,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,053,No Predominant Racial Group,58,1
2014,28,053,Predominantly People of Color,55,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,055,Predominantly People of Color,57,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,057,"Predominantly White, Non-Hispanic",31.2,1
2014,28,059,No Predominant Racial Group,18,1
2014,28,059,Predominantly People of Color,7.6,1
2014,28,059,"Predominantly White, Non-Hispanic",29.72222222222222,1
2014,28,061,No Predominant Racial Group,17,1
2014,28,061,Predominantly People of Color,10,1
2014,28,061,"Predominantly White, Non-Hispanic",14,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,063,Predominantly People of Color,43.5,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,065,No Predominant Racial Group,29,1
2014,28,065,Predominantly People of Color,29,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,067,No Predominant Racial Group,13.5,1
2014,28,067,Predominantly People of Color,10,1
2014,28,067,"Predominantly White, Non-Hispanic",18.5,1
2014,28,069,No Predominant Racial Group,26,1
2014,28,069,Predominantly People of Color,21,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,071,No Predominant Racial Group,39,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,071,"Predominantly White, Non-Hispanic",34.44444444444444,1
2014,28,073,No Predominant Racial Group,21.333333333333332,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,073,"Predominantly White, Non-Hispanic",26.2,1
2014,28,075,No Predominant Racial Group,15.5,1
2014,28,075,Predominantly People of Color,7.25,1
2014,28,075,"Predominantly White, Non-Hispanic",14.555555555555555,1
2014,28,077,No Predominant Racial Group,23,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,077,"Predominantly White, Non-Hispanic",33,1
2014,28,079,No Predominant Racial Group,25,1
2014,28,079,Predominantly People of Color,24,1
2014,28,079,"Predominantly White, Non-Hispanic",26,1
2014,28,081,No Predominant Racial Group,16,1
2014,28,081,Predominantly People of Color,15.666666666666666,1
2014,28,081,"Predominantly White, Non-Hispanic",24.727272727272727,1
2014,28,083,No Predominant Racial Group,60,1
2014,28,083,Predominantly People of Color,46.5,1
2014,28,083,"Predominantly White, Non-Hispanic",40,1
2014,28,085,No Predominant Racial Group,17,1
2014,28,085,Predominantly People of Color,9,1
2014,28,085,"Predominantly White, Non-Hispanic",30.5,1
2014,28,087,No Predominant Racial Group,5.666666666666667,1
2014,28,087,Predominantly People of Color,10.166666666666666,1
2014,28,087,"Predominantly White, Non-Hispanic",10.6,1
2014,28,089,No Predominant Racial Group,21.333333333333332,1
2014,28,089,Predominantly People of Color,23.285714285714285,1
2014,28,089,"Predominantly White, Non-Hispanic",17.181818181818183,1
2014,28,091,No Predominant Racial Group,25.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,091,"Predominantly White, Non-Hispanic",27.75,1
2014,28,093,No Predominant Racial Group,42.333333333333336,1
2014,28,093,Predominantly People of Color,39,1
2014,28,093,"Predominantly White, Non-Hispanic",46,1
2014,28,095,No Predominant Racial Group,11.5,1
2014,28,095,Predominantly People of Color,9,1
2014,28,095,"Predominantly White, Non-Hispanic",16.6,1
2014,28,097,No Predominant Racial Group,36.666666666666664,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,099,No Predominant Racial Group,12,1
2014,28,099,Predominantly People of Color,21.5,1
2014,28,099,"Predominantly White, Non-Hispanic",27,1
2014,28,101,No Predominant Racial Group,23,1
2014,28,101,Predominantly People of Color,17,1
2014,28,101,"Predominantly White, Non-Hispanic",23.333333333333332,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,103,Predominantly People of Color,21,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,105,No Predominant Racial Group,21.666666666666668,1
2014,28,105,Predominantly People of Color,20,1
2014,28,105,"Predominantly White, Non-Hispanic",19.75,1
2014,28,107,No Predominant Racial Group,43,1
2014,28,107,Predominantly People of Color,51.5,1
2014,28,107,"Predominantly White, Non-Hispanic",43,1
2014,28,109,No Predominant Racial Group,20,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,109,"Predominantly White, Non-Hispanic",27.25,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,111,"Predominantly White, Non-Hispanic",23,1
2014,28,113,No Predominant Racial Group,28,1
2014,28,113,Predominantly People of Color,19,1
2014,28,113,"Predominantly White, Non-Hispanic",24.666666666666668,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,115,"Predominantly White, Non-Hispanic",32.333333333333336,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,117,Predominantly People of Color,32,1
2014,28,117,"Predominantly White, Non-Hispanic",38.75,1
2014,28,119,No Predominant Racial Group,56,1
2014,28,119,Predominantly People of Color,58,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,121,No Predominant Racial Group,17.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,121,"Predominantly White, Non-Hispanic",19.08,1
2014,28,123,No Predominant Racial Group,24,1
2014,28,123,Predominantly People of Color,21,1
2014,28,123,"Predominantly White, Non-Hispanic",23,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,125,Predominantly People of Color,56,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,127,No Predominant Racial Group,25.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,127,"Predominantly White, Non-Hispanic",27.333333333333332,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,129,"Predominantly White, Non-Hispanic",21,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,131,"Predominantly White, Non-Hispanic",25.666666666666668,1
2014,28,133,No Predominant Racial Group,54,1
2014,28,133,Predominantly People of Color,59,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,135,No Predominant Racial Group,54,1
2014,28,135,Predominantly People of Color,54.5,1
2014,28,135,"Predominantly White, Non-Hispanic",53,1
2014,28,137,No Predominant Racial Group,43,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,137,"Predominantly White, Non-Hispanic",47.5,1
2014,28,139,No Predominant Racial Group,35,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,139,"Predominantly White, Non-Hispanic",40,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,141,"Predominantly White, Non-Hispanic",38.25,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,143,Predominantly People of Color,60.5,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,145,No Predominant Racial Group,29,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,145,"Predominantly White, Non-Hispanic",34,1
2014,28,147,No Predominant Racial Group,32.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,147,"Predominantly White, Non-Hispanic",32,1
2014,28,149,No Predominant Racial Group,31,1
2014,28,149,Predominantly People of Color,30,1
2014,28,149,"Predominantly White, Non-Hispanic",39.25,1
2014,28,151,No Predominant Racial Group,55,1
2014,28,151,Predominantly People of Color,51.93333333333333,1
2014,28,151,"Predominantly White, Non-Hispanic",58,1
2014,28,153,No Predominant Racial Group,22,1
2014,28,153,Predominantly People of Color,20,1
2014,28,153,"Predominantly White, Non-Hispanic",25,1
2014,28,155,No Predominant Racial Group,33,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,155,"Predominantly White, Non-Hispanic",34.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,157,Predominantly People of Color,36,1
2014,NA,NA,"Predominantly White, Non-Hispanic",NA,1
2014,28,159,No Predominant Racial Group,24.5,1
2014,28,159,Predominantly People of Color,15,1
2014,28,159,"Predominantly White, Non-Hispanic",29.5,1
2014,28,161,No Predominant Racial Group,41.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,28,161,"Predominantly White, Non-Hispanic",38,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,28,163,Predominantly People of Color,38,1
2014,28,163,"Predominantly White, Non-Hispanic",44.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,001,"Predominantly White, Non-Hispanic",86.28571428571429,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,003,"Predominantly White, Non-Hispanic",84.25,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,005,"Predominantly White, Non-Hispanic",88,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,007,"Predominantly White, Non-Hispanic",77.42857142857143,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,009,"Predominantly White, Non-Hispanic",67,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,011,"Predominantly White, Non-Hispanic",68.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,013,"Predominantly White, Non-Hispanic",74.75,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,015,"Predominantly White, Non-Hispanic",69.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,017,"Predominantly White, Non-Hispanic",66.66666666666667,1
2014,29,019,No Predominant Racial Group,49,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,019,"Predominantly White, Non-Hispanic",61.964285714285715,1
2014,29,021,No Predominant Racial Group,71,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,021,"Predominantly White, Non-Hispanic",73.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,023,"Predominantly White, Non-Hispanic",54,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,025,"Predominantly White, Non-Hispanic",86,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,027,"Predominantly White, Non-Hispanic",73.25,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,029,"Predominantly White, Non-Hispanic",64.72727272727273,1
2014,29,031,No Predominant Racial Group,33,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,031,"Predominantly White, Non-Hispanic",33.06666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,033,"Predominantly White, Non-Hispanic",84.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,035,"Predominantly White, Non-Hispanic",60.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,037,"Predominantly White, Non-Hispanic",72.65,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,039,"Predominantly White, Non-Hispanic",74.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,041,"Predominantly White, Non-Hispanic",85,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,043,"Predominantly White, Non-Hispanic",60,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,045,"Predominantly White, Non-Hispanic",87.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,047,"Predominantly White, Non-Hispanic",57.38636363636363,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,049,"Predominantly White, Non-Hispanic",81.75,1
2014,29,051,No Predominant Racial Group,48.5,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,051,"Predominantly White, Non-Hispanic",60.76923076923077,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,053,"Predominantly White, Non-Hispanic",67.2,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,055,"Predominantly White, Non-Hispanic",64,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,057,"Predominantly White, Non-Hispanic",71,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,059,"Predominantly White, Non-Hispanic",69.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,061,"Predominantly White, Non-Hispanic",87,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,063,"Predominantly White, Non-Hispanic",86,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,065,"Predominantly White, Non-Hispanic",69,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,067,"Predominantly White, Non-Hispanic",66,1
2014,29,069,No Predominant Racial Group,64,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,069,"Predominantly White, Non-Hispanic",62.111111111111114,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,071,"Predominantly White, Non-Hispanic",56.588235294117645,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,073,"Predominantly White, Non-Hispanic",75,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,075,"Predominantly White, Non-Hispanic",90,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,077,"Predominantly White, Non-Hispanic",46.693548387096776,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,079,"Predominantly White, Non-Hispanic",87.75,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,081,"Predominantly White, Non-Hispanic",87.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,083,"Predominantly White, Non-Hispanic",71.83333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,085,"Predominantly White, Non-Hispanic",72,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,087,"Predominantly White, Non-Hispanic",86.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,089,"Predominantly White, Non-Hispanic",79.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,091,"Predominantly White, Non-Hispanic",58.25,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,093,"Predominantly White, Non-Hispanic",72.5,1
2014,29,095,No Predominant Racial Group,51.65,1
2014,29,095,Predominantly People of Color,46.17460317460318,1
2014,29,095,"Predominantly White, Non-Hispanic",55.88495575221239,1
2014,29,097,No Predominant Racial Group,62,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,097,"Predominantly White, Non-Hispanic",53.61904761904762,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,099,"Predominantly White, Non-Hispanic",52.45238095238095,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,101,"Predominantly White, Non-Hispanic",76.55555555555556,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,103,"Predominantly White, Non-Hispanic",88.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,105,"Predominantly White, Non-Hispanic",54,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,107,"Predominantly White, Non-Hispanic",75.14285714285714,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,109,"Predominantly White, Non-Hispanic",50.42857142857143,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,111,"Predominantly White, Non-Hispanic",84.5,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,113,"Predominantly White, Non-Hispanic",70.28571428571429,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,115,"Predominantly White, Non-Hispanic",85.8,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,117,"Predominantly White, Non-Hispanic",83.8,1
2014,29,119,No Predominant Racial Group,66,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,119,"Predominantly White, Non-Hispanic",67.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,121,"Predominantly White, Non-Hispanic",84.6,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,123,"Predominantly White, Non-Hispanic",71.66666666666667,1
2014,NA,NA,No Predominant Racial Group,NA,1
2014,NA,NA,Predominantly People of Color,NA,1
2014,29,125,"Predominantly White, Non-Hispanic",73.33333333333333,1
2014,NA,NA,No Predominant Racial Group,NA,1
