year,state,county,state_name,county_name,ratio_population_pc_physician,ratio_population_pc_physician_quality,low_pop_flag
2018,13,303,Georgia,Washington County,1568,1,0
2018,13,305,Georgia,Wayne County,2484,1,0
2018,13,307,Georgia,Webster County,1306,2,0
2018,13,309,Georgia,Wheeler County,7879,3,0
2018,13,311,Georgia,White County,4995,1,0
2018,13,313,Georgia,Whitfield County,1927,1,0
2018,13,315,Georgia,Wilcox County,8812,3,0
2018,13,317,Georgia,Wilkes County,2469,1,0
2018,13,319,Georgia,Wilkinson County,3012,2,0
2018,13,321,Georgia,Worth County,2900,1,0
2018,15,001,Hawaii,Hawaii County,1297,1,0
2018,15,003,Hawaii,Honolulu County,1078,1,0
2018,15,005,Hawaii,Kalawao County,0,NA,1
2018,15,007,Hawaii,Kauai County,1387,1,0
2018,15,009,Hawaii,Maui County,1161,1,0
2018,16,001,Idaho,Ada County,1051,1,0
2018,16,003,Idaho,Adams County,4250,3,0
2018,16,005,Idaho,Bannock County,1320,1,0
2018,16,007,Idaho,Bear Lake County,1210,1,0
2018,16,009,Idaho,Benewah County,1845,1,0
2018,16,011,Idaho,Bingham County,3082,1,0
2018,16,013,Idaho,Blaine County,983,1,0
2018,16,015,Idaho,Boise County,7634,3,0
2018,16,017,Idaho,Bonner County,1864,1,0
2018,16,019,Idaho,Bonneville County,2597,1,0
2018,16,021,Idaho,Boundary County,2390,1,0
2018,16,023,Idaho,Butte County,2611,3,0
2018,16,025,Idaho,Camas County,0,NA,1
2018,16,027,Idaho,Canyon County,3148,1,0
2018,16,029,Idaho,Caribou County,2353,2,0
2018,16,031,Idaho,Cassia County,1256,1,0
2018,16,033,Idaho,Clark County,0,NA,1
2018,16,035,Idaho,Clearwater County,876,1,0
2018,16,037,Idaho,Custer County,0,NA,0
2018,16,039,Idaho,Elmore County,1514,1,0
2018,16,041,Idaho,Franklin County,2288,1,0
2018,16,043,Idaho,Fremont County,4389,2,0
2018,16,045,Idaho,Gem County,1763,1,0
2018,16,047,Idaho,Gooding County,3799,2,0
2018,16,049,Idaho,Idaho County,1501,1,0
2018,16,051,Idaho,Jefferson County,4206,1,0
2018,16,053,Idaho,Jerome County,2668,1,0
2018,16,055,Idaho,Kootenai County,1233,1,0
2018,16,057,Idaho,Latah County,1216,1,0
2018,16,059,Idaho,Lemhi County,1137,1,0
2018,16,061,Idaho,Lewis County,3861,3,0
2018,16,063,Idaho,Lincoln County,5360,3,0
2018,16,065,Idaho,Madison County,1572,1,0
2018,16,067,Idaho,Minidoka County,4165,1,0
2018,16,069,Idaho,Nez Perce County,1443,1,0
2018,16,071,Idaho,Oneida County,2244,2,0
2018,16,073,Idaho,Owyhee County,11693,3,0
2018,16,075,Idaho,Payette County,2355,1,0
2018,16,077,Idaho,Power County,3884,2,0
2018,16,079,Idaho,Shoshone County,2133,1,0
2018,16,081,Idaho,Teton County,2910,2,0
2018,16,083,Idaho,Twin Falls County,1411,1,0
2018,16,085,Idaho,Valley County,649,1,0
2018,16,087,Idaho,Washington County,2032,1,0
2018,17,001,Illinois,Adams County,1060,1,0
2018,17,003,Illinois,Alexander County,6060,3,0
2018,17,005,Illinois,Bond County,1663,1,0
2018,17,007,Illinois,Boone County,1847,1,0
2018,17,009,Illinois,Brown County,6556,3,0
2018,17,011,Illinois,Bureau County,1941,1,0
2018,17,013,Illinois,Calhoun County,4802,3,0
2018,17,015,Illinois,Carroll County,3578,1,0
2018,17,017,Illinois,Cass County,0,NA,0
2018,17,019,Illinois,Champaign County,1040,1,0
2018,17,021,Illinois,Christian County,2512,1,0
2018,17,023,Illinois,Clark County,2599,1,0
2018,17,025,Illinois,Clay County,6626,2,0
2018,17,027,Illinois,Clinton County,2509,1,0
2018,17,029,Illinois,Coles County,1454,1,0
2018,17,031,Illinois,Cook County,1055,1,0
2018,17,033,Illinois,Crawford County,1881,1,0
2018,17,035,Illinois,Cumberland County,0,NA,0
2018,17,037,Illinois,DeKalb County,3471,1,0
2018,17,039,Illinois,De Witt County,3154,1,0
2018,17,041,Illinois,Douglas County,3896,1,0
2018,17,043,Illinois,DuPage County,744,1,0
2018,17,045,Illinois,Edgar County,2893,1,0
2018,17,047,Illinois,Edwards County,0,NA,0
2018,17,049,Illinois,Effingham County,1267,1,0
2018,17,051,Illinois,Fayette County,7139,2,0
2018,17,053,Illinois,Ford County,1326,1,0
2018,17,055,Illinois,Franklin County,2977,1,0
2018,17,057,Illinois,Fulton County,2904,1,0
2018,17,059,Illinois,Gallatin County,5058,3,0
2018,17,061,Illinois,Greene County,6522,2,0
2018,17,063,Illinois,Grundy County,3186,1,0
2018,17,065,Illinois,Hamilton County,2721,2,0
2018,17,067,Illinois,Hancock County,4461,1,0
2018,17,069,Illinois,Hardin County,978,2,0
2018,17,071,Illinois,Henderson County,0,NA,0
2018,17,073,Illinois,Henry County,4909,1,0
2018,17,075,Illinois,Iroquois County,2509,1,0
2018,17,077,Illinois,Jackson County,756,1,0
2018,17,079,Illinois,Jasper County,4806,2,0
2018,17,081,Illinois,Jefferson County,1719,1,0
2018,17,083,Illinois,Jersey County,2427,1,0
2018,17,085,Illinois,Jo Daviess County,2137,1,0
2018,17,087,Illinois,Johnson County,12456,3,0
2018,17,089,Illinois,Kane County,2439,1,0
2018,17,091,Illinois,Kankakee County,2620,1,0
2018,17,093,Illinois,Kendall County,2722,1,0
2018,17,095,Illinois,Knox County,1927,1,0
2018,17,097,Illinois,Lake County,900,1,0
2018,17,099,Illinois,LaSalle County,2545,1,0
2018,17,101,Illinois,Lawrence County,3941,1,0
2018,17,103,Illinois,Lee County,1426,1,0
2018,17,105,Illinois,Livingston County,2235,1,0
2018,17,107,Illinois,Logan County,3214,1,0
2018,17,109,Illinois,McDonough County,1997,1,0
2018,17,111,Illinois,McHenry County,2004,1,0
2018,17,113,Illinois,McLean County,1800,1,0
2018,17,115,Illinois,Macon County,1177,1,0
2018,17,117,Illinois,Macoupin County,4119,1,0
2018,17,119,Illinois,Madison County,2186,1,0
2018,17,121,Illinois,Marion County,2894,1,0
2018,17,123,Illinois,Marshall County,11534,3,0
2018,17,125,Illinois,Mason County,4522,2,0
2018,17,127,Illinois,Massac County,4693,2,0
2018,17,129,Illinois,Menard County,2458,1,0
2018,17,131,Illinois,Mercer County,15601,3,0
2018,17,133,Illinois,Monroe County,2641,1,0
2018,17,135,Illinois,Montgomery County,2043,1,0
2018,17,137,Illinois,Morgan County,2614,1,0
2018,17,139,Illinois,Moultrie County,2943,1,0
2018,17,141,Illinois,Ogle County,1643,1,0
2018,17,143,Illinois,Peoria County,814,1,0
2018,17,145,Illinois,Perry County,1925,1,0
2018,17,147,Illinois,Piatt County,1822,1,0
2018,17,149,Illinois,Pike County,1735,1,0
2018,17,151,Illinois,Pope County,0,NA,0
2018,17,153,Illinois,Pulaski County,0,NA,0
2018,17,155,Illinois,Putnam County,5740,3,0
2018,17,157,Illinois,Randolph County,2140,1,0
2018,17,159,Illinois,Richland County,1970,1,0
2018,17,161,Illinois,Rock Island County,1939,1,0
2018,17,163,Illinois,St. Clair County,1684,1,0
2018,17,165,Illinois,Saline County,1594,1,0
2018,17,167,Illinois,Sangamon County,817,1,0
2018,17,169,Illinois,Schuyler County,3454,2,0
2018,17,171,Illinois,Scott County,0,NA,0
2018,17,173,Illinois,Shelby County,3624,1,0
2018,17,175,Illinois,Stark County,5427,3,0
2018,17,177,Illinois,Stephenson County,2238,1,0
2018,17,179,Illinois,Tazewell County,2100,1,0
2018,17,181,Illinois,Union County,1403,1,0
2018,17,183,Illinois,Vermilion County,2478,1,0
2018,17,185,Illinois,Wabash County,2310,1,0
2018,17,187,Illinois,Warren County,2433,1,0
2018,17,189,Illinois,Washington County,6998,2,0
2018,17,191,Illinois,Wayne County,2333,1,0
2018,17,193,Illinois,White County,3416,1,0
2018,17,195,Illinois,Whiteside County,1686,1,0
2018,17,197,Illinois,Will County,1812,1,0
2018,17,199,Illinois,Williamson County,1242,1,0
2018,17,201,Illinois,Winnebago County,1340,1,0
2018,17,203,Illinois,Woodford County,1923,1,0
2018,18,001,Indiana,Adams County,2545,1,0
2018,18,003,Indiana,Allen County,1427,1,0
2018,18,005,Indiana,Bartholomew County,1403,1,0
2018,18,007,Indiana,Benton County,0,NA,0
2018,18,009,Indiana,Blackford County,1491,1,0
2018,18,011,Indiana,Boone County,472,1,0
2018,18,013,Indiana,Brown County,3047,1,0
2018,18,015,Indiana,Carroll County,6709,2,0
2018,18,017,Indiana,Cass County,2372,1,0
2018,18,019,Indiana,Clark County,2347,1,0
2018,18,021,Indiana,Clay County,2379,1,0
2018,18,023,Indiana,Clinton County,6450,1,0
2018,18,025,Indiana,Crawford County,0,NA,0
2018,18,027,Indiana,Daviess County,2072,1,0
2018,18,029,Indiana,Dearborn County,2155,1,0
2018,18,031,Indiana,Decatur County,1786,1,0
2018,18,033,Indiana,DeKalb County,2161,1,0
2018,18,035,Indiana,Delaware County,911,1,0
2018,18,037,Indiana,Dubois County,1182,1,0
2018,18,039,Indiana,Elkhart County,2015,1,0
2018,18,041,Indiana,Fayette County,1646,1,0
2018,18,043,Indiana,Floyd County,1525,1,0
2018,18,045,Indiana,Fountain County,5450,2,0
2018,18,047,Indiana,Franklin County,1263,1,0
2018,18,049,Indiana,Fulton County,2232,1,0
2018,18,051,Indiana,Gibson County,3041,1,0
2018,18,053,Indiana,Grant County,2355,1,0
2018,18,055,Indiana,Greene County,3201,1,0
2018,18,057,Indiana,Hamilton County,688,1,0
2018,18,059,Indiana,Hancock County,1193,1,0
2018,18,061,Indiana,Harrison County,2242,1,0
2018,18,063,Indiana,Hendricks County,2141,1,0
2018,18,065,Indiana,Henry County,2541,1,0
2018,18,067,Indiana,Howard County,1681,1,0
2018,18,069,Indiana,Huntington County,1812,1,0
2018,18,071,Indiana,Jackson County,1764,1,0
2018,18,073,Indiana,Jasper County,4171,1,0
2018,18,075,Indiana,Jay County,2596,1,0
2018,18,077,Indiana,Jefferson County,1789,1,0
2018,18,079,Indiana,Jennings County,2510,1,0
2018,18,081,Indiana,Johnson County,1250,1,0
2018,18,083,Indiana,Knox County,1230,1,0
2018,18,085,Indiana,Kosciusko County,2645,1,0
2018,18,087,Indiana,LaGrange County,4370,1,0
2018,18,089,Indiana,Lake County,1922,1,0
2018,18,091,Indiana,LaPorte County,2558,1,0
2018,18,093,Indiana,Lawrence County,2404,1,0
2018,18,095,Indiana,Madison County,2091,1,0
2018,18,097,Indiana,Marion County,1207,1,0
2018,18,099,Indiana,Marshall County,2202,1,0
2018,18,101,Indiana,Martin County,5108,2,0
2018,18,103,Indiana,Miami County,5081,1,0
2018,18,105,Indiana,Monroe County,1689,1,0
2018,18,107,Indiana,Montgomery County,2556,1,0
2018,18,109,Indiana,Morgan County,2262,1,0
2018,18,111,Indiana,Newton County,14011,3,0
2018,18,113,Indiana,Noble County,3656,1,0
2018,18,115,Indiana,Ohio County,5844,3,0
2018,18,117,Indiana,Orange County,2165,1,0
2018,18,119,Indiana,Owen County,10422,2,0
2018,18,121,Indiana,Parke County,4232,2,0
2018,18,123,Indiana,Perry County,1910,1,0
2018,18,125,Indiana,Pike County,12410,3,0
2018,18,127,Indiana,Porter County,1585,1,0
2018,18,129,Indiana,Posey County,3192,1,0
2018,18,131,Indiana,Pulaski County,2494,1,0
2018,18,133,Indiana,Putnam County,3148,1,0
2018,18,135,Indiana,Randolph County,4970,1,0
2018,18,137,Indiana,Ripley County,28523,3,0
2018,18,139,Indiana,Rush County,2777,1,0
2018,18,141,Indiana,St. Joseph County,1074,1,0
2018,18,143,Indiana,Scott County,2171,1,0
2018,18,145,Indiana,Shelby County,2973,1,0
2018,18,147,Indiana,Spencer County,2904,1,0
2018,18,149,Indiana,Starke County,5734,2,0
2018,18,151,Indiana,Steuben County,3843,1,0
2018,18,153,Indiana,Sullivan County,2586,1,0
2018,18,155,Indiana,Switzerland County,0,NA,0
2018,18,157,Indiana,Tippecanoe County,1451,1,0
2018,18,159,Indiana,Tipton County,3026,1,0
2018,18,161,Indiana,Union County,7037,3,0
2018,18,163,Indiana,Vanderburgh County,1168,1,0
2018,18,165,Indiana,Vermillion County,2580,1,0
2018,18,167,Indiana,Vigo County,1130,1,0
2018,18,169,Indiana,Wabash County,2406,1,0
2018,18,171,Indiana,Warren County,0,NA,0
2018,18,173,Indiana,Warrick County,632,1,0
2018,18,175,Indiana,Washington County,3992,1,0
2018,18,177,Indiana,Wayne County,1735,1,0
2018,18,179,Indiana,Wells County,1763,1,0
2018,18,181,Indiana,White County,3017,1,0
2018,18,183,Indiana,Whitley County,1704,1,0
2018,19,001,Iowa,Adair County,2354,2,0
2018,19,003,Iowa,Adams County,3645,3,0
2018,19,005,Iowa,Allamakee County,1729,1,0
2018,19,007,Iowa,Appanoose County,1382,1,0
2018,19,009,Iowa,Audubon County,1376,1,0
2018,19,011,Iowa,Benton County,5128,1,0
2018,19,013,Iowa,Black Hawk County,1085,1,0
2018,19,015,Iowa,Boone County,1882,1,0
2018,19,017,Iowa,Bremer County,1782,1,0
2018,19,019,Iowa,Buchanan County,2120,1,0
2018,19,021,Iowa,Buena Vista County,1987,1,0
2018,19,023,Iowa,Butler County,7270,2,0
2018,19,025,Iowa,Calhoun County,1386,1,0
2018,19,027,Iowa,Carroll County,1120,1,0
2018,19,029,Iowa,Cass County,1847,1,0
2018,19,031,Iowa,Cedar County,4657,2,0
2018,19,033,Iowa,Cerro Gordo County,637,1,0
2018,19,035,Iowa,Cherokee County,1415,1,0
2018,19,037,Iowa,Chickasaw County,1709,1,0
2018,19,039,Iowa,Clarke County,2356,2,0
2018,19,041,Iowa,Clay County,1152,1,0
2018,19,043,Iowa,Clayton County,3511,1,0
2018,19,045,Iowa,Clinton County,1861,1,0
2018,19,047,Iowa,Crawford County,5719,2,0
2018,19,049,Iowa,Dallas County,2097,1,0
2018,19,051,Iowa,Davis County,3006,2,0
2018,19,053,Iowa,Decatur County,3945,2,0
2018,19,055,Iowa,Delaware County,1707,1,0
2018,19,057,Iowa,Des Moines County,1505,1,0
2018,19,059,Iowa,Dickinson County,1319,1,0
2018,19,061,Iowa,Dubuque County,1242,1,0
2018,19,063,Iowa,Emmet County,1322,1,0
2018,19,065,Iowa,Fayette County,2809,1,0
2018,19,067,Iowa,Floyd County,2627,1,0
2018,19,069,Iowa,Franklin County,3375,2,0
2018,19,071,Iowa,Fremont County,6993,3,0
2018,19,073,Iowa,Greene County,2245,1,0
2018,19,075,Iowa,Grundy County,4101,2,0
2018,19,077,Iowa,Guthrie County,2680,2,0
2018,19,079,Iowa,Hamilton County,2990,1,0
2018,19,081,Iowa,Hancock County,5356,2,0
2018,19,083,Iowa,Hardin County,2410,1,0
2018,19,085,Iowa,Harrison County,2827,1,0
2018,19,087,Iowa,Henry County,1433,1,0
2018,19,089,Iowa,Howard County,1837,1,0
2018,19,091,Iowa,Humboldt County,4774,2,0
2018,19,093,Iowa,Ida County,3420,2,0
2018,19,095,Iowa,Iowa County,1467,1,0
2018,19,097,Iowa,Jackson County,2776,1,0
2018,19,099,Iowa,Jasper County,2476,1,0
2018,19,101,Iowa,Jefferson County,1414,1,0
2018,19,103,Iowa,Johnson County,522,1,0
2018,19,105,Iowa,Jones County,2593,1,0
2018,19,107,Iowa,Keokuk County,10225,3,0
2018,19,109,Iowa,Kossuth County,1864,1,0
2018,19,111,Iowa,Lee County,1548,1,0
2018,19,113,Iowa,Linn County,1614,1,0
2018,19,115,Iowa,Louisa County,11169,3,0
2018,19,117,Iowa,Lucas County,1235,1,0
2018,19,119,Iowa,Lyon County,2953,2,0
2018,19,121,Iowa,Madison County,2031,1,0
2018,19,123,Iowa,Mahaska County,1571,1,0
2018,19,125,Iowa,Marion County,1078,1,0
2018,19,127,Iowa,Marshall County,2104,1,0
2018,19,129,Iowa,Mills County,1674,1,0
2018,19,131,Iowa,Mitchell County,3523,2,0
2018,19,133,Iowa,Monona County,1085,1,0
2018,19,135,Iowa,Monroe County,1558,1,0
2018,19,137,Iowa,Montgomery County,1429,1,0
2018,19,139,Iowa,Muscatine County,2146,1,0
2018,19,141,Iowa,O'Brien County,1384,1,0
2018,19,143,Iowa,Osceola County,3020,2,0
2018,19,145,Iowa,Page County,2178,1,0
2018,19,147,Iowa,Palo Alto County,2232,1,0
2018,19,149,Iowa,Plymouth County,2091,1,0
2018,19,151,Iowa,Pocahontas County,3370,2,0
2018,19,153,Iowa,Polk County,1026,1,0
2018,19,155,Iowa,Pottawattamie County,2175,1,0
2018,19,157,Iowa,Poweshiek County,1100,1,0
2018,19,159,Iowa,Ringgold County,828,1,0
2018,19,161,Iowa,Sac County,1620,1,0
2018,19,163,Iowa,Scott County,1104,1,0
2018,19,165,Iowa,Shelby County,1930,1,0
2018,19,167,Iowa,Sioux County,1164,1,0
2018,19,169,Iowa,Story County,1464,1,0
2018,19,171,Iowa,Tama County,4226,1,0
2018,19,173,Iowa,Taylor County,3096,2,0
2018,19,175,Iowa,Union County,1236,1,0
2018,19,177,Iowa,Van Buren County,878,1,0
2018,19,179,Iowa,Wapello County,1853,1,0
2018,19,181,Iowa,Warren County,1891,1,0
2018,19,183,Iowa,Washington County,1703,1,0
2018,19,185,Iowa,Wayne County,2134,2,0
2018,19,187,Iowa,Webster County,1649,1,0
2018,19,189,Iowa,Winnebago County,2104,1,0
2018,19,191,Iowa,Winneshiek County,910,1,0
2018,19,193,Iowa,Woodbury County,1554,1,0
2018,19,195,Iowa,Worth County,3726,2,0
2018,19,197,Iowa,Wright County,2538,1,0
2018,20,001,Kansas,Allen County,1556,1,0
2018,20,003,Kansas,Anderson County,2626,2,0
2018,20,005,Kansas,Atchison County,2024,1,0
2018,20,007,Kansas,Barber County,2236,2,0
2018,20,009,Kansas,Barton County,1741,1,0
2018,20,011,Kansas,Bourbon County,2093,1,0
2018,20,013,Kansas,Brown County,960,1,0
2018,20,015,Kansas,Butler County,1517,1,0
2018,20,017,Kansas,Chase County,0,NA,0
2018,20,019,Kansas,Chautauqua County,0,NA,0
2018,20,021,Kansas,Cherokee County,4003,1,0
2018,20,023,Kansas,Cheyenne County,0,NA,0
2018,20,025,Kansas,Clark County,334,1,0
2018,20,027,Kansas,Clay County,800,1,0
2018,20,029,Kansas,Cloud County,2182,1,0
2018,20,031,Kansas,Coffey County,1372,1,0
2018,20,033,Kansas,Comanche County,874,2,1
2018,20,035,Kansas,Cowley County,1957,1,0
2018,20,037,Kansas,Crawford County,1301,1,0
2018,20,039,Kansas,Decatur County,0,NA,0
2018,20,041,Kansas,Dickinson County,2340,1,0
2018,20,043,Kansas,Doniphan County,2561,2,0
2018,20,045,Kansas,Douglas County,1114,1,0
2018,20,047,Kansas,Edwards County,2849,3,0
2018,20,049,Kansas,Elk County,2508,3,0
2018,20,051,Kansas,Ellis County,1595,1,0
2018,20,053,Kansas,Ellsworth County,2065,2,0
2018,20,055,Kansas,Finney County,1464,1,0
2018,20,057,Kansas,Ford County,2259,1,0
2018,20,059,Kansas,Franklin County,2330,1,0
2018,20,061,Kansas,Geary County,2507,1,0
2018,20,063,Kansas,Gove County,653,2,0
2018,20,065,Kansas,Graham County,2492,3,0
2018,20,067,Kansas,Grant County,1834,1,0
2018,20,069,Kansas,Gray County,6033,3,0
2018,20,071,Kansas,Greeley County,1227,3,1
2018,20,073,Kansas,Greenwood County,2018,2,0
2018,20,075,Kansas,Hamilton County,0,NA,0
2018,20,077,Kansas,Harper County,1835,2,0
2018,20,079,Kansas,Harvey County,1267,1,0
2018,20,081,Kansas,Haskell County,1998,2,0
2018,20,083,Kansas,Hodgeman County,606,2,1
2018,20,085,Kansas,Jackson County,1476,1,0
2018,20,087,Kansas,Jefferson County,1898,1,0
2018,20,089,Kansas,Jewell County,0,NA,0
2018,20,091,Kansas,Johnson County,810,1,0
2018,20,093,Kansas,Kearny County,657,1,0
2018,20,095,Kansas,Kingman County,3655,2,0
2018,20,097,Kansas,Kiowa County,2516,3,0
2018,20,099,Kansas,Labette County,1664,1,0
2018,20,101,Kansas,Lane County,1560,3,1
2018,20,103,Kansas,Leavenworth County,2199,1,0
2018,20,105,Kansas,Lincoln County,3023,3,0
2018,20,107,Kansas,Linn County,4875,2,0
2018,20,109,Kansas,Logan County,948,2,0
2018,20,111,Kansas,Lyon County,1758,1,0
2018,20,113,Kansas,McPherson County,1427,1,0
2018,20,115,Kansas,Marion County,5975,2,0
2018,20,117,Kansas,Marshall County,1944,1,0
2018,20,119,Kansas,Meade County,0,NA,0
2018,20,121,Kansas,Miami County,2105,1,0
2018,20,123,Kansas,Mitchell County,1025,1,0
2018,20,125,Kansas,Montgomery County,2677,1,0
2018,20,127,Kansas,Morris County,1840,2,0
2018,20,129,Kansas,Morton County,889,2,0
2018,20,131,Kansas,Nemaha County,1016,1,0
2018,20,133,Kansas,Neosho County,1595,1,0
2018,20,135,Kansas,Ness County,1420,2,0
2018,20,137,Kansas,Norton County,2715,2,0
2018,20,139,Kansas,Osage County,0,NA,0
2018,20,141,Kansas,Osborne County,1738,2,0
2018,20,143,Kansas,Ottawa County,2901,2,0
2018,20,145,Kansas,Pawnee County,937,1,0
2018,20,147,Kansas,Phillips County,1772,2,0
2018,20,149,Kansas,Pottawatomie County,1517,1,0
2018,20,151,Kansas,Pratt County,1172,1,0
2018,20,153,Kansas,Rawlins County,0,NA,0
2018,20,155,Kansas,Reno County,1685,1,0
2018,20,157,Kansas,Republic County,1555,2,0
2018,20,159,Kansas,Rice County,1906,1,0
2018,20,161,Kansas,Riley County,1474,1,0
2018,20,163,Kansas,Rooks County,836,1,0
2018,20,165,Kansas,Rush County,3093,3,0
2018,20,167,Kansas,Russell County,2302,2,0
2018,20,169,Kansas,Saline County,1110,1,0
2018,20,171,Kansas,Scott County,1224,1,0
2018,20,173,Kansas,Sedgwick County,1119,1,0
2018,20,175,Kansas,Seward County,2722,1,0
2018,20,177,Kansas,Shawnee County,1305,1,0
2018,20,179,Kansas,Sheridan County,2533,3,0
2018,20,181,Kansas,Sherman County,5899,3,0
2018,20,183,Kansas,Smith County,721,1,0
2018,20,185,Kansas,Stafford County,4178,3,0
2018,20,187,Kansas,Stanton County,1987,3,1
2018,20,189,Kansas,Stevens County,2780,2,0
2018,20,191,Kansas,Sumner County,3833,1,0
2018,20,193,Kansas,Thomas County,1542,1,0
2018,20,195,Kansas,Trego County,1396,2,0
2018,20,197,Kansas,Wabaunsee County,2300,2,0
2018,20,199,Kansas,Wallace County,0,NA,1
2018,20,201,Kansas,Washington County,1807,2,0
2018,20,203,Kansas,Wichita County,1052,2,0
2018,20,205,Kansas,Wilson County,1444,1,0
2018,20,207,Kansas,Woodson County,0,NA,0
2018,20,209,Kansas,Wyandotte County,2175,1,0
2018,21,001,Kentucky,Adair County,2745,1,0
2018,21,003,Kentucky,Allen County,7041,2,0
2018,21,005,Kentucky,Anderson County,3777,1,0
2018,21,007,Kentucky,Ballard County,0,NA,0
2018,21,009,Kentucky,Barren County,1299,1,0
2018,21,011,Kentucky,Bath County,12383,3,0
2018,21,013,Kentucky,Bell County,2044,1,0
2018,21,015,Kentucky,Boone County,1585,1,0
2018,21,017,Kentucky,Bourbon County,1442,1,0
2018,21,019,Kentucky,Boyd County,964,1,0
2018,21,021,Kentucky,Boyle County,1433,1,0
2018,21,023,Kentucky,Bracken County,4120,2,0
2018,21,025,Kentucky,Breathitt County,1818,1,0
2018,21,027,Kentucky,Breckinridge County,4078,1,0
2018,21,029,Kentucky,Bullitt County,5405,1,0
2018,21,031,Kentucky,Butler County,12772,3,0
2018,21,033,Kentucky,Caldwell County,2119,1,0
2018,21,035,Kentucky,Calloway County,2446,1,0
2018,21,037,Kentucky,Campbell County,1502,1,0
2018,21,039,Kentucky,Carlisle County,2386,2,0
2018,21,041,Kentucky,Carroll County,3579,2,0
2018,21,043,Kentucky,Carter County,4501,1,0
2018,21,045,Kentucky,Casey County,15888,3,0
2018,21,047,Kentucky,Christian County,1667,1,0
2018,21,049,Kentucky,Clark County,2132,1,0
2018,21,051,Kentucky,Clay County,2872,1,0
2018,21,053,Kentucky,Clinton County,2552,2,0
2018,21,055,Kentucky,Crittenden County,2229,2,0
2018,21,057,Kentucky,Cumberland County,2220,2,0
2018,21,059,Kentucky,Daviess County,1872,1,0
2018,21,061,Kentucky,Edmonson County,12274,3,0
2018,21,063,Kentucky,Elliott County,7508,3,0
2018,21,065,Kentucky,Estill County,3550,2,0
2018,21,067,Kentucky,Fayette County,801,1,0
2018,21,069,Kentucky,Fleming County,2062,1,0
2018,21,071,Kentucky,Floyd County,1707,1,0
2018,21,073,Kentucky,Franklin County,2674,1,0
2018,21,075,Kentucky,Fulton County,3060,2,0
2018,21,077,Kentucky,Gallatin County,2208,1,0
2018,21,079,Kentucky,Garrard County,3512,1,0
2018,21,081,Kentucky,Grant County,2284,1,0
2018,21,083,Kentucky,Graves County,3110,1,0
2018,21,085,Kentucky,Grayson County,1755,1,0
2018,21,087,Kentucky,Green County,5524,2,0
2018,21,089,Kentucky,Greenup County,1603,1,0
2018,21,091,Kentucky,Hancock County,0,NA,0
2018,21,093,Kentucky,Hardin County,1577,1,0
2018,21,095,Kentucky,Harlan County,3773,1,0
2018,21,097,Kentucky,Harrison County,2086,1,0
2018,21,099,Kentucky,Hart County,2701,1,0
2018,21,101,Kentucky,Henderson County,1900,1,0
2018,21,103,Kentucky,Henry County,2013,1,0
2018,21,105,Kentucky,Hickman County,4421,3,0
2018,21,107,Kentucky,Hopkins County,959,1,0
2018,21,109,Kentucky,Jackson County,4481,2,0
2018,21,111,Kentucky,Jefferson County,1072,1,0
2018,21,113,Kentucky,Jessamine County,1254,1,0
2018,21,115,Kentucky,Johnson County,1399,1,0
2018,21,117,Kentucky,Kenton County,1169,1,0
2018,21,119,Kentucky,Knott County,3025,1,0
2018,21,121,Kentucky,Knox County,4472,1,0
2018,21,123,Kentucky,Larue County,14307,3,0
2018,21,125,Kentucky,Laurel County,2427,1,0
2018,21,127,Kentucky,Lawrence County,3114,1,0
2018,21,129,Kentucky,Lee County,3516,2,0
2018,21,131,Kentucky,Leslie County,5072,2,0
2018,21,133,Kentucky,Letcher County,1369,1,0
2018,21,135,Kentucky,Lewis County,4419,2,0
2018,21,137,Kentucky,Lincoln County,3521,1,0
2018,21,139,Kentucky,Livingston County,3081,2,0
2018,21,141,Kentucky,Logan County,3374,1,0
2018,21,143,Kentucky,Lyon County,2670,2,0
2018,21,145,Kentucky,McCracken County,1037,1,0
2018,21,147,Kentucky,McCreary County,8704,2,0
2018,21,149,Kentucky,McLean County,0,NA,0
2018,21,151,Kentucky,Madison County,1847,1,0
2018,21,153,Kentucky,Magoffin County,2472,1,0
2018,21,155,Kentucky,Marion County,2156,1,0
2018,21,157,Kentucky,Marshall County,2228,1,0
2018,21,159,Kentucky,Martin County,3774,2,0
2018,21,161,Kentucky,Mason County,1429,1,0
2018,21,163,Kentucky,Meade County,4786,1,0
2018,21,165,Kentucky,Menifee County,2150,2,0
2018,21,167,Kentucky,Mercer County,4355,1,0
2018,21,169,Kentucky,Metcalfe County,5015,2,0
2018,21,171,Kentucky,Monroe County,2144,1,0
2018,21,173,Kentucky,Montgomery County,2169,1,0
2018,21,175,Kentucky,Morgan County,4448,2,0
2018,21,177,Kentucky,Muhlenberg County,2367,1,0
2018,21,179,Kentucky,Nelson County,1994,1,0
2018,21,181,Kentucky,Nicholas County,7166,3,0
2018,21,183,Kentucky,Ohio County,3441,1,0
2018,21,185,Kentucky,Oldham County,1704,1,0
2018,21,187,Kentucky,Owen County,2720,2,0
2018,21,189,Kentucky,Owsley County,0,NA,0
2018,21,191,Kentucky,Pendleton County,4843,2,0
2018,21,193,Kentucky,Perry County,815,1,0
2018,21,195,Kentucky,Pike County,1123,1,0
2018,21,197,Kentucky,Powell County,12442,3,0
