year,state,city_name,stateplacefp,homeless_count,homeless_count_lb,homeless_count_ub,homeless_share,homeless_quality,black_count,black_count_lb,black_count_ub,black_share,black_quality,hispanic_count,hispanic_count_lb,hispanic_count_ub,hispanic_share,hispanic_quality,other_count,other_count_lb,other_count_ub,other_share,other_quality,white_count,white_count_lb,white_count_ub,white_share,white_quality
2019,40,Edmond,4023200,90,89,91,.0027128863,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
2019,40,Lawton,4041850,736,736,736,.053805102,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
2019,40,Norman,4052500,292,292,292,.016607894,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
2019,40,Oklahoma City,4055000,3250,3246,3254,.054179307,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
2019,40,Tulsa,4075000,1972,1971,1973,.036935754,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
2019,41,Beaverton,4105350,1892,1892,1892,.045821123,1,95,95,95,.039451826,1,1207,1207,1207,.057806514,1,205,205,205,.0096643409,1,385,385,385,.010100745,1
2019,41,Bend,4105800,397,397,397,.021285722,1,4,4,4,.016806724,1,52,52,52,.011479029,1,30,30,30,.014137606,1,277,277,277,.0091070486,1
2019,41,Eugene,4123850,1177,1177,1177,.050840136,1,35,35,35,.046916891,1,244,244,244,.031524546,1,161,126,130,.024753997,1,631,630,632,.020123741,1
2019,41,Gresham,4131250,302,302,302,.025282545,1,20,20,20,.025062656,1,131,131,131,.019253381,1,51,51,51,.018345324,1,100,100,100,.0073953555,1
2019,41,Hillsboro,4134100,515,515,515,.025348231,1,21,21,21,.020874752,1,333,333,333,.021536671,1,30,0,2,.004929346,3,122,122,122,.0067418213,1
2019,41,Medford,4147000,1207,1207,1207,.083252862,1,22,22,22,.10576923,1,398,398,398,.052066982,1,132,132,132,.059836809,1,655,655,655,.034539126,1
2019,41,Portland,4159000,2250,2250,2250,.033264831,1,373,373,373,.029509494,1,714,714,714,.027239433,1,482,464,466,.017595094,1,538,538,538,.0077655888,1
2019,41,Salem,4164900,1141,1141,1141,.027083483,1,41,41,41,.035839159,1,446,446,446,.012723227,1,176,23,25,.018314255,2,466,466,466,.012110187,1
2019,42,Allentown,4202000,690,688,692,.022486556,1,149,144,154,.023100775,2,444,442,446,.014036419,1,57,0,14,.010160428,3,65,61,69,.0036768864,3
2019,42,Bethlehem,4206088,389,388,390,.023856249,1,65,63,67,.018550228,2,255,254,256,.018515829,1,27,0,8,.011658031,3,57,55,59,.0043778801,2
2019,42,Erie,4224000,340,340,340,.016091628,1,122,120,124,.013585746,1,54,51,57,.014225501,3,73,0,14,.013973966,3,114,113,115,.0046994807,1
2019,42,Philadelphia,4260000,5592,5583,5601,.02884794,1,3416,3394,3438,.016740011,1,1328,1262,1394,.015415331,3,675,331,497,.014252534,3,333,256,410,.0066443193,3
2019,42,Pittsburgh,4261000,1386,1386,1386,.018963961,1,951,947,955,.024634752,1,71,47,95,.015249141,3,222,0,56,.011098891,3,225,212,238,.002713786,3
2019,42,Reading,4263624,909,909,909,.033542436,1,71,68,74,.019420132,2,703,703,703,.018715722,1,44,0,10,.024202419,3,99,98,100,.0088677891,1
2019,42,Scranton,4269000,243,243,243,.024319455,1,58,58,58,.021481482,1,101,101,101,.015486048,1,18,0,2,.007556675,3,68,68,68,.0081145586,1
2019,44,Cranston,4419180,72,72,72,.0068735084,1,1,0,2,.00098231831,3,22,22,22,.0035335689,1,29,0,2,.0088630803,3,20,20,20,.0019168104,1
2019,44,Pawtucket,4454640,105,105,105,.011489222,1,25,25,25,.00464684,1,23,22,24,.0045871558,2,11,0,2,.0075239399,3,43,42,44,.0066957334,1
2019,44,Providence,4459000,340,338,342,.012506898,1,91,87,95,.010329171,2,164,160,168,.0045271353,1,35,0,4,.007231405,3,34,31,37,.0075656432,3
2019,44,Warwick,4474300,85,85,85,.0098722419,1,1,0,2,.0022026431,3,24,24,24,.01171875,1,1,0,2,.0006329114,3,48,48,48,.0036535242,1
2019,45,Charleston,4513330,350,350,350,.0069583887,1,223,223,223,.0062721493,1,61,61,61,.005561634,1,18,0,2,.0034924331,3,46,46,46,.00093885214,1
2019,45,Columbia,4516000,1369,1369,1369,.01657084,1,958,958,958,.011815783,1,162,162,162,.010538641,1,88,50,56,.007751938,3,158,158,158,.0027509837,1
2019,45,Mount Pleasant,4548535,,,,,,,,,,,,,,,,,,,,,,,,,
2019,45,North Charleston,4550875,,,,,,,,,,,,,,,,,,,,,,,,,
2019,46,Sioux Falls,4659020,758,758,758,.030084141,1,96,96,96,.015,1,200,200,200,.031279325,1,316,316,316,.04433221,1,146,146,146,.0047915983,1
2019,47,Chattanooga,4714000,1463,1463,1463,.03226589,1,484,484,484,.020013232,1,211,211,211,.01447585,1,185,0,2,.025744503,3,582,582,582,.013009075,1
2019,47,Clarksville,4715160,934,934,934,.025531683,1,453,453,453,.025627971,1,117,117,117,.012007389,1,105,105,105,.012817383,1,259,259,259,.0068971026,1
2019,47,Franklin,4727740,179,179,179,.0039757458,1,45,45,45,.011780105,1,40,40,40,.0057012541,1,11,10,12,.0011472674,3,78,77,79,.0011203355,1
2019,47,Knoxville,4740000,515,514,516,.008348193,1,172,171,173,.010600272,1,64,64,64,.0048171007,1,52,52,52,.005635024,1,227,227,227,.0026819471,1
2019,47,Memphis,4748000,1594,1594,1594,.014081521,1,1334,1334,1334,.0079561993,1,142,142,142,.0040462757,1,67,0,2,.0080586961,3,44,44,44,.0028720626,1
2019,47,Murfreesboro,4751560,1304,1304,1304,.023008788,1,436,436,436,.020392891,1,273,273,273,.014812805,1,79,0,4,.0077725304,3,487,487,487,.0076845395,1
2019,47,Nashville,4752006,4062,4062,4062,.041619707,1,2029,2028,2030,.023520274,1,1275,1274,1276,.025511226,1,172,170,172,.015197031,1,573,573,573,.012027203,1
2019,48,Abilene,4801000,1414,1414,1414,.066090211,1,267,267,267,.055417184,1,700,699,701,.041627023,1,81,81,81,.028066529,1,360,359,361,.019704433,1
2019,48,Allen,4801924,79,78,80,.0030100972,1,39,38,40,.0065900641,2,14,14,14,.0019880715,1,2,0,2,.0001480385,3,22,22,22,.00084550347,1
2019,48,Amarillo,4803000,1980,1980,1980,.057095073,1,304,302,306,.043981481,1,1071,1071,1071,.033896696,1,106,0,6,.017514871,3,488,488,488,.019679006,1
2019,48,Arlington,4804000,2271,2271,2271,.03814755,1,1072,1072,1072,.035626452,1,756,756,756,.013555189,1,160,160,160,.014633254,1,283,283,283,.012708819,1
2019,48,Austin,4805000,1541,1534,1548,.013700335,1,370,363,377,.024643665,1,963,957,969,.0088755758,1,48,47,49,.0022792022,1,148,142,154,.0018411624,2
2019,48,Baytown,4806128,372,372,372,.01554794,1,103,103,103,.013952859,1,176,176,176,.0058285864,1,17,0,2,.0087809917,3,74,74,74,.0088750301,1
2019,48,Beaumont,4807000,1659,1659,1659,.089097746,1,1202,1202,1202,.055315234,1,320,320,320,.031465095,1,50,50,50,.024606299,1,87,87,87,.026299879,1
2019,48,Brownsville,4810768,1962,1962,1962,.045598216,1,4,4,4,.039215688,1,1926,1926,1926,.022759501,1,2,0,2,.0099009899,3,28,28,28,.024822695,1
2019,48,Bryan,4810912,679,679,679,.041047033,1,238,237,239,.038055643,1,315,314,316,.016102647,1,23,0,4,.025612472,3,95,94,96,.014913658,1
2019,48,Carrollton,4813024,371,371,371,.01376981,1,164,164,164,.017657192,1,135,135,135,.0045241285,1,11,0,4,.0013962935,3,54,54,54,.0078488374,1
2019,48,Cedar Park,4813552,,,,,,,,,,,,,,,,,,,,,,,,,
2019,48,College Station,4815976,162,162,162,.011005435,1,69,69,69,.014380992,1,37,37,37,.0054427772,1,3,0,4,.0009328358,3,41,40,42,.0028028439,1
2019,48,Conroe,4816432,723,723,723,.01115758,1,185,185,185,.016885724,1,290,290,290,.0059944601,1,50,0,2,.0045620436,3,197,197,197,.003321867,1
2019,48,Corpus Christi,4817000,1350,1349,1351,.025036164,1,104,101,107,.029361943,2,1047,1043,1051,.012969478,1,32,29,35,.008700381,3,136,135,137,.0068355449,1
2019,48,Dallas,4819000,4214,4212,4216,.02213805,1,2002,1997,2007,.024537321,1,1827,1823,1831,.0072627384,1,167,161,173,.01177217,2,181,177,185,.0054243589,1
2019,48,Denton,4819972,926,926,926,.029330716,1,329,328,330,.029490856,1,319,319,319,.01548243,1,30,0,4,.0083565461,3,223,223,223,.0080238916,1
2019,48,Edinburg,4822660,28,28,28,.00081568444,1,0,0,0,0,3,28,28,28,.00041692724,1,0,0,0,0,3,0,0,0,0,3
2019,48,El Paso,4824000,2237,2236,2238,.013795102,1,79,79,79,.010690122,1,2040,2039,2041,.0069890302,1,37,0,8,.0053747823,3,75,75,75,.004130411,1
2019,48,Flower Mound,4826232,,,,,,,,,,,,,,,,,,,,,,,,,
2019,48,Fort Worth,4827000,3492,3491,3493,.025662696,1,1565,1565,1565,.028055646,1,1350,1347,1353,.0083044218,1,179,43,49,.012621633,3,372,371,373,.0093896715,1
2019,48,Frisco,4827684,124,124,124,.0019378633,1,41,40,42,.002855551,1,32,31,33,.0018256503,2,2,0,2,.000043202144,3,33,32,34,.00066270382,2
2019,48,Garland,4829000,1473,1473,1473,.026444767,1,284,284,284,.014494233,1,957,957,957,.016644057,1,130,130,130,.0086482167,1,102,102,102,.0052910051,1
2019,48,Grand Prairie,4830464,1267,1267,1267,.04329256,1,282,282,282,.027047765,1,779,779,779,.020278009,1,45,0,2,.012945915,3,157,157,157,.02526553,1
2019,48,Houston,4835000,14962,14961,14963,.024904042,1,5778,5774,5782,.022014784,1,8053,8049,8057,.011108689,1,500,249,267,.0058852611,2,566,561,571,.0043799235,1
2019,48,Irving,4837000,631,631,631,.018811114,1,224,224,224,.027059676,1,299,299,299,.0062484327,1,32,32,32,.0069025024,1,76,76,76,.012021512,1
2019,48,Killeen,4839148,697,697,697,.015374095,1,403,403,403,.012702515,1,179,179,179,.0063349376,1,37,0,2,.0031667238,3,78,78,78,.004103967,1
2019,48,Laredo,4841464,947,947,947,.014132641,1,1,0,2,.0078125,3,938,938,938,.0070561329,1,1,0,2,.0024390244,3,2,0,4,.0036764706,3
2019,48,League City,4841980,965,965,965,.022765877,1,167,167,167,.024336929,1,443,443,443,.016204551,1,67,0,2,.0055053411,3,285,285,285,.0074207154,1
2019,48,Lewisville,4842508,1311,1311,1311,.01856073,1,428,428,428,.025247758,1,436,436,436,.0096145365,1,117,7,11,.0048676985,3,323,323,323,.005880211,1
2019,48,Longview,4843888,95,95,95,.0062438385,1,46,45,47,.0052861413,1,7,6,8,.00064385578,3,3,0,4,.0015923567,3,27,26,28,.0030093624,2
2019,48,Lubbock,4845000,1021,1021,1021,.028394237,1,191,190,192,.022765197,1,652,651,653,.016478796,1,31,0,10,.0093599036,3,136,133,139,.0065865945,1
2019,48,Mcallen,4845384,303,303,303,.013230286,1,0,0,0,0,3,275,274,276,.0064384718,1,4,4,4,.0048899758,1,9,8,10,.0042452831,3
2019,48,Mckinney,4845744,709,709,709,.028796555,1,254,254,254,.035005514,1,320,320,320,.022408964,1,35,35,35,.0079113925,1,100,100,100,.0042951638,1
2019,48,Mesquite,4847892,798,798,798,.01941417,1,348,348,348,.017410446,1,280,279,281,.0058098519,1,45,45,45,.012864494,1,120,119,121,.011398177,1
2019,48,Midland,4848072,707,707,707,.024044348,1,72,72,72,.017595308,1,437,437,437,.011937934,1,29,27,29,.010812826,2,166,166,166,.010759658,1
2019,48,Mission,4848768,176,176,176,.0068629361,1,0,0,0,0,3,176,176,176,.0035395382,1,0,0,0,0,3,0,0,0,0,3
2019,48,New Braunfels,4850820,666,666,666,.01923188,1,37,37,37,.023153942,1,422,422,422,.014476844,1,26,0,4,.0074413279,3,173,173,173,.0049403165,1
2019,48,Odessa,4853388,2306,2306,2306,.06666474,1,150,150,150,.057077624,1,1750,1750,1750,.033058789,1,62,0,4,.03433001,3,330,330,330,.02793769,1
2019,48,Pasadena,4856000,1078,1078,1078,.020386551,1,236,236,236,.030148186,1,718,718,718,.0081522353,1,14,0,2,.0034516766,3,103,103,103,.017764747,1
2019,48,Pearland,4856348,226,226,226,.010386029,1,67,67,67,.01045568,1,114,114,114,.0073387409,1,2,0,2,.00030543678,3,37,37,37,.0024617431,1
2019,48,Pharr,4857200,747,746,748,.01810953,1,0,0,0,0,3,741,740,742,.0090604518,1,0,0,0,0,3,6,6,6,.012096774,1
2019,48,Plano,4858016,526,526,526,.0099944901,1,260,260,260,.019196693,1,141,141,141,.0050803488,1,40,0,2,.0013397642,3,83,83,83,.0024337322,1
2019,48,Richardson,4861796,1032,1032,1032,.01727804,1,502,502,502,.017265098,1,376,376,376,.0073581212,1,62,7,11,.0054915855,3,80,79,81,.0028579594,1
2019,48,Round Rock,4863500,926,925,927,.017596869,1,249,249,249,.026693825,1,459,459,459,.014523478,1,73,72,74,.0029456865,1,145,145,145,.0036679145,1
2019,48,San Angelo,4864472,243,243,243,.012977996,1,25,25,25,.013827434,1,149,148,150,.0068796747,1,10,8,12,.0066934405,3,50,49,51,.0040038438,1
2019,48,San Antonio,4865000,7262,7258,7266,.021353673,1,1030,1022,1038,.020548219,1,5518,5515,5521,.011144053,1,163,92,114,.0046264757,3,464,457,471,.00465611,1
2019,48,Sugar Land,4870808,1090,1090,1090,.013357025,1,677,677,677,.015221008,1,263,263,263,.006121119,1,61,15,17,.0012207814,3,87,87,87,.0033723544,1
2019,48,Temple,4872176,244,244,244,.027981652,1,117,117,117,.02534662,1,84,84,84,.010692464,1,2,0,2,.0019120459,3,29,29,29,.0073941867,1
2019,48,Tyler,4874144,417,417,417,.018425239,1,154,154,154,.013599435,1,145,144,146,.0069464403,1,20,3,5,.0091827363,3,78,77,79,.0071638501,1
2019,48,Waco,4876000,874,872,876,.039788764,1,353,352,354,.028435636,1,373,370,376,.015298171,1,28,0,6,.022508038,3,109,108,110,.018499661,1
2019,48,Wichita Falls,4879000,361,361,361,.023807954,1,128,128,128,.030769231,1,100,100,100,.0090514123,1,2,0,2,.00073260075,3,112,112,112,.0090410076,1
2019,49,Layton,4943660,7,5,9,.0023801429,3,0,0,0,0,3,2,0,4,.0013071896,3,0,0,0,0,3,2,0,4,.00052301254,3
2019,49,Lehi,4944320,,,,,,,,,,,,,,,,,,,,,,,,,
2019,49,Ogden,4955980,779,779,779,.01723337,1,33,33,33,.032803182,1,375,375,375,.018251728,1,60,48,52,.013679891,2,311,311,311,.0048240987,1
2019,49,Orem,4957300,,,,,,,,,,,,,,,,,,,,,,,,,
2019,49,Provo,4962470,292,292,292,.016311027,1,4,4,4,.011560693,1,161,161,161,.017865069,1,54,52,56,.017219387,2,70,68,72,.0030030031,2
2019,49,Salt Lake City,4967000,2084,2082,2086,.022760782,1,131,128,134,.017959967,1,818,814,822,.012556797,1,439,437,439,.019347731,1,695,692,698,.0078982655,1
2019,49,Sandy,4967440,1728,1728,1728,.049192928,1,68,68,68,.060070671,1,711,711,711,.060172647,1,246,246,246,.039549839,1,703,703,703,.013761109,1
2019,49,South Jordan,4970850,1,0,2,.0025316456,3,0,0,0,0,3,1,0,2,.0080645159,3,0,0,0,0,3,0,0,0,0,3
2019,49,St. George,4965330,989,989,989,.027533408,1,16,16,16,.023323616,1,326,326,326,.031442903,1,144,144,144,.035856575,1,503,503,503,.0088603133,1
2019,49,West Jordan,4982950,1982,1980,1984,.032859724,1,39,39,39,.030092593,1,716,714,718,.03723349,1,250,250,250,.025982125,1,975,973,977,.010775148,1
2019,49,West Valley City,4983470,17,16,18,.019976499,3,0,0,0,0,3,9,8,10,.016791046,3,2,0,4,.011363637,3,2,0,4,.0021097045,3
2019,51,Alexandria,5101000,164,164,164,.010064437,1,107,107,107,.0127472,1,43,43,43,.0035245901,1,2,0,2,.00071174378,3,9,9,9,.00097975181,1
2019,51,Chesapeake,5116000,158,158,158,.0037983509,1,125,125,125,.0046610488,1,6,6,6,.00067370309,1,14,14,14,.0014992504,1,13,13,13,.00034092102,1
2019,51,Hampton,5135000,341,341,341,.017407728,1,266,266,266,.011486311,1,1,0,2,.00037064494,3,33,0,2,.0077247191,3,21,21,21,.0023204419,1
2019,51,Lynchburg,5147672,176,176,176,.021471269,1,131,131,131,.016424272,1,15,15,15,.013066202,1,2,0,2,.0010416667,3,15,15,15,.0028037382,1
2019,51,Newport News,5156000,554,554,554,.019336823,1,393,393,393,.012810483,1,94,94,94,.011344437,1,38,0,2,.0066086957,3,1,0,2,.000079453363,3
2019,51,Norfolk,5157000,785,785,785,.026309615,1,624,624,624,.018051377,1,61,61,61,.0090183327,1,2,0,2,.00035701535,3,66,66,66,.005180534,1
2019,51,Portsmouth,5164000,208,208,208,.0148667,1,184,184,184,.0090927063,1,1,0,2,.0009487666,3,11,0,2,.0069796955,3,9,9,9,.0017591869,1
2019,51,Richmond,5167000,852,852,852,.033794772,1,797,797,797,.025134027,1,31,31,31,.003187333,1,15,15,15,.0082236845,1,9,9,9,.0012566323,1
2019,51,Roanoke,5168000,604,604,604,.021542193,1,348,348,348,.024939086,1,39,38,40,.0064655175,2,62,0,4,.011978362,3,148,148,148,.0047874749,1
2019,51,Suffolk,5176432,143,143,143,.0099846395,1,97,97,97,.0061712684,1,5,5,5,.0030266345,1,10,10,10,.0044444446,1,31,31,31,.0034352837,1
2019,51,Virginia Beach,5182000,792,792,792,.011527377,1,437,437,437,.013798548,1,97,97,97,.0056711882,1,86,0,2,.0037165082,3,168,168,168,.0025649639,1
2019,53,Auburn,5303180,212,212,212,.011810585,1,76,76,76,.026950354,1,55,55,55,.0050109331,1,53,0,2,.0056708753,3,26,26,26,.0020379371,1
2019,53,Bellevue,5305210,349,349,349,.016103728,1,41,41,41,.029796511,1,227,227,227,.040148567,1,30,0,2,.0013443269,3,45,45,45,.0032110747,1
2019,53,Bellingham,5305280,550,550,550,.039639641,1,22,21,23,.056701031,2,213,213,213,.044172544,1,93,0,4,.022409638,3,211,211,211,.01145121,1
2019,53,Everett,5322640,1385,1385,1385,.037199184,1,111,111,111,.02536563,1,431,431,431,.024129437,1,277,224,226,.014186213,1,566,566,566,.017293002,1
2019,53,Federal Way,5323515,817,817,817,.03508094,1,321,321,321,.045211267,1,210,210,210,.014143319,1,205,205,205,.015122455,1,81,81,81,.0073051946,1
2019,53,Kennewick,5335275,411,411,411,.020446744,1,18,17,19,.022670025,3,225,225,225,.01519449,1,28,0,4,.0097629009,3,139,139,139,.0063937441,1
2019,53,Kent,5335415,436,436,436,.015911829,1,145,145,145,.020935604,1,134,134,134,.010697749,1,99,99,99,.005471427,1,58,58,58,.0033611497,1
2019,53,Kirkland,5335940,3,3,3,.0036945813,1,1,0,2,.011111111,3,1,0,2,.0037037036,3,4,0,2,.018691588,3,1,0,2,.0009487666,3
2019,53,Pasco,5353545,250,250,250,.013014733,1,10,10,10,.02631579,1,191,191,191,.0070179305,1,10,0,2,.0061425059,3,39,39,39,.0042409743,1
2019,53,Renton,5357745,611,611,611,.037741676,1,219,219,219,.047177941,1,175,175,175,.021398876,1,134,134,134,.011498198,1,83,83,83,.010461306,1
2019,53,Seattle,5363000,2686,2685,2687,.04670817,1,986,983,989,.056368627,1,827,824,830,.055170115,1,553,537,545,.018341625,1,337,333,341,.0064151376,1
2019,53,Spokane,5367000,1627,1625,1629,.041665599,1,98,95,101,.04283217,2,274,272,276,.032076798,1,368,0,10,.0259009,3,863,861,865,.016088739,1
2019,53,Spokane Valley,5367167,374,374,374,.025299331,1,27,27,27,.036784742,1,36,36,36,.043902438,1,30,0,2,.010683761,3,279,279,279,.011067037,1
2019,53,Tacoma,5370000,2335,2335,2335,.054928251,1,553,552,554,.055622611,1,504,503,505,.025614962,1,748,704,708,.030618092,1,533,532,534,.017196877,1
2019,53,Vancouver,5374060,2029,2027,2031,.04179541,1,122,120,124,.045252226,1,624,622,626,.024405507,1,409,401,405,.02620451,1,886,884,888,.016635999,1
2019,53,Yakima,5380010,885,885,885,.034936048,1,13,10,16,.041935485,3,579,579,579,.017435558,1,87,0,8,.037147738,3,213,213,213,.014378291,1
2019,55,Appleton,5502375,306,306,306,.019028667,1,78,78,78,.050000001,1,56,56,56,.015810277,1,58,58,58,.010906355,1,115,115,115,.0052893017,1
2019,55,Green Bay,5531000,1210,1210,1210,.040846638,1,321,321,321,.078102186,1,342,342,342,.026610645,1,264,10,14,.029106947,3,245,245,245,.0073764077,1
2019,55,Kenosha,5539225,393,393,393,.018931547,1,164,164,164,.028621292,1,110,110,110,.0091544604,1,2,0,2,.00055586436,3,72,72,72,.0035689501,1
2019,55,Madison,5548000,1244,1244,1244,.046345279,1,687,687,687,.071922109,1,260,260,260,.02171734,1,199,0,2,.020372646,3,95,95,95,.0042425864,1
2019,55,Milwaukee,5553000,4916,4914,4918,.061572377,1,3638,3632,3644,.044666536,1,811,810,812,.017798359,1,278,276,280,.016011979,1,161,158,164,.010516003,1
2019,55,Racine,5566000,702,702,702,.038827434,1,352,352,352,.037719674,1,162,161,163,.015499426,1,80,79,81,.028571429,1,107,106,108,.0078815557,1
2018,01,Auburn,0103076,31,31,31,.0035477227,1,,,,,,,,,,,,,,,,,,,,
2018,01,Birmingham,0107000,452,452,452,.0076239309,1,,,,,,,,,,,,,,,,,,,,
2018,01,Hoover,0135896,51,51,51,.0036553899,1,,,,,,,,,,,,,,,,,,,,
2018,01,Huntsville,0137000,435,435,435,.010096087,1,,,,,,,,,,,,,,,,,,,,
2018,01,Mobile,0150000,7883,7883,7883,.14607075,1,,,,,,,,,,,,,,,,,,,,
2018,01,Montgomery,0151000,439,439,439,.015195569,1,,,,,,,,,,,,,,,,,,,,
2018,01,Tuscaloosa,0177256,423,423,423,.014463021,1,,,,,,,,,,,,,,,,,,,,
2018,02,Anchorage,0203000,1928,1928,1928,.04134766,1,,,,,,,,,,,,,,,,,,,,
2018,04,Avondale,0404720,585,585,585,.029617254,1,,,,,,,,,,,,,,,,,,,,
2018,04,Buckeye,0407940,39,39,39,.0029009224,1,,,,,,,,,,,,,,,,,,,,
2018,04,Chandler,0412000,365,363,367,.0058826376,1,,,,,,,,,,,,,,,,,,,,
2018,04,Flagstaff,0423620,298,297,299,.029464109,1,,,,,,,,,,,,,,,,,,,,
2018,04,Gilbert,0427400,399,398,400,.0078018066,1,,,,,,,,,,,,,,,,,,,,
2018,04,Glendale,0427820,1508,1508,1508,.0162243,1,,,,,,,,,,,,,,,,,,,,
2018,04,Goodyear,0428380,,,,,,,,,,,,,,,,,,,,,,,,,
2018,04,Mesa,0446000,1645,1642,1648,.02342971,1,,,,,,,,,,,,,,,,,,,,
2018,04,Peoria,0454050,1,0,2,.0015337423,3,,,,,,,,,,,,,,,,,,,,
2018,04,Phoenix,0455000,6949,6933,6965,.032134995,1,,,,,,,,,,,,,,,,,,,,
2018,04,Scottsdale,0465000,134,134,134,.0047646137,1,,,,,,,,,,,,,,,,,,,,
2018,04,Surprise,0471510,46,46,46,.0017003659,1,,,,,,,,,,,,,,,,,,,,
2018,04,Tempe,0473000,700,698,702,.015942788,1,,,,,,,,,,,,,,,,,,,,
2018,04,Tucson,0477000,3053,3047,3059,.03208011,1,,,,,,,,,,,,,,,,,,,,
2018,04,Yuma,0485540,361,361,361,.012664445,1,,,,,,,,,,,,,,,,,,,,
2018,05,Fayetteville,0523290,322,322,322,.03115928,1,,,,,,,,,,,,,,,,,,,,
2018,05,Fort Smith,0524550,224,223,225,.01500737,1,,,,,,,,,,,,,,,,,,,,
2018,05,Jonesboro,0535710,276,276,276,.018336434,1,,,,,,,,,,,,,,,,,,,,
2018,05,Little Rock,0541000,1048,1044,1052,.023565389,1,,,,,,,,,,,,,,,,,,,,
2018,05,Springdale,0566080,344,343,345,.014592966,1,,,,,,,,,,,,,,,,,,,,
2018,06,Alameda,0600562,92,91,93,.0083197681,1,,,,,,,,,,,,,,,,,,,,
2018,06,Alhambra,0600884,301,301,301,.018208215,1,,,,,,,,,,,,,,,,,,,,
2018,06,Anaheim,0602000,7782,7781,7783,.13828275,1,,,,,,,,,,,,,,,,,,,,
2018,06,Antioch,0602252,523,523,523,.031160628,1,,,,,,,,,,,,,,,,,,,,
2018,06,Apple Valley,0602364,807,807,807,.055111658,1,,,,,,,,,,,,,,,,,,,,
2018,06,Bakersfield,0603526,3726,3725,3727,.029936848,1,,,,,,,,,,,,,,,,,,,,
2018,06,Bellflower,0604982,188,188,188,.016108302,1,,,,,,,,,,,,,,,,,,,,
2018,06,Berkeley,0606000,290,289,291,.020899395,1,,,,,,,,,,,,,,,,,,,,
2018,06,Buena Park,0608786,765,765,765,.08719936,1,,,,,,,,,,,,,,,,,,,,
2018,06,Burbank,0608954,133,133,133,.0087482734,1,,,,,,,,,,,,,,,,,,,,
2018,06,Carlsbad,0611194,101,101,101,.008837942,1,,,,,,,,,,,,,,,,,,,,
2018,06,Carson,0611530,26,26,26,.050980393,1,,,,,,,,,,,,,,,,,,,,
2018,06,Chico,0613014,1522,1521,1523,.10185371,1,,,,,,,,,,,,,,,,,,,,
2018,06,Chino,0613210,2704,2704,2704,.098006524,1,,,,,,,,,,,,,,,,,,,,
2018,06,Chino Hills,0613214,,,,,,,,,,,,,,,,,,,,,,,,,
2018,06,Chula Vista,0613392,1267,1266,1268,.018188605,1,,,,,,,,,,,,,,,,,,,,
2018,06,Citrus Heights,0613588,,,,,,,,,,,,,,,,,,,,,,,,,
2018,06,Clovis,0614218,180,180,180,.0041605029,1,,,,,,,,,,,,,,,,,,,,
2018,06,Compton,0615044,384,384,384,.01834424,1,,,,,,,,,,,,,,,,,,,,
2018,06,Concord,0616000,754,754,754,.022418458,1,,,,,,,,,,,,,,,,,,,,
2018,06,Corona,0616350,825,825,825,.044091709,1,,,,,,,,,,,,,,,,,,,,
2018,06,Costa Mesa,0616532,1175,1175,1175,.049507037,1,,,,,,,,,,,,,,,,,,,,
2018,06,Daly City,0617918,100,100,100,.009380863,1,,,,,,,,,,,,,,,,,,,,
2018,06,Downey,0619766,627,627,627,.025824787,1,,,,,,,,,,,,,,,,,,,,
2018,06,El Cajon,0621712,1233,1233,1233,.029583244,1,,,,,,,,,,,,,,,,,,,,
2018,06,El Monte,0622230,2572,2572,2572,.11187473,1,,,,,,,,,,,,,,,,,,,,
2018,06,Elk Grove,0622020,799,798,800,.012500587,1,,,,,,,,,,,,,,,,,,,,
2018,06,Escondido,0622804,1622,1620,1624,.06289991,1,,,,,,,,,,,,,,,,,,,,
2018,06,Fairfield,0623182,573,573,573,.020991318,1,,,,,,,,,,,,,,,,,,,,
2018,06,Folsom,0624638,,,,,,,,,,,,,,,,,,,,,,,,,
2018,06,Fontana,0624680,997,997,997,.026373569,1,,,,,,,,,,,,,,,,,,,,
2018,06,Fremont,0626000,282,281,283,.0078516537,1,,,,,,,,,,,,,,,,,,,,
2018,06,Fresno,0627000,2673,2669,2677,.026766671,1,,,,,,,,,,,,,,,,,,,,
2018,06,Fullerton,0628000,610,610,610,.022793513,1,,,,,,,,,,,,,,,,,,,,
2018,06,Garden Grove,0629000,997,997,997,.023569183,1,,,,,,,,,,,,,,,,,,,,
2018,06,Glendale,0630000,1856,1856,1856,.071968667,1,,,,,,,,,,,,,,,,,,,,
2018,06,Hawthorne,0632548,55,54,56,.0064645042,1,,,,,,,,,,,,,,,,,,,,
2018,06,Hayward,0633000,1020,1020,1020,.051233109,1,,,,,,,,,,,,,,,,,,,,
2018,06,Hemet,0633182,1340,1339,1341,.059635069,1,,,,,,,,,,,,,,,,,,,,
2018,06,Hesperia,0633434,1615,1614,1616,.063788608,1,,,,,,,,,,,,,,,,,,,,
2018,06,Huntington Beach,0636000,1267,1267,1267,.041390348,1,,,,,,,,,,,,,,,,,,,,
