state,county,state_name,county_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
29,151,Missouri,Osage County,1.0:2.2,3,6.0:4.0,3,4.9:7.3,3,88.2:86.5,3
29,153,Missouri,Ozark County,0.7:0.5,3,0.6:1.8,3,3.9:4.3,3,94.8:93.4,3
29,155,Missouri,Pemiscot County,2.2:10.2,3,4.4:2.2,3,5.1:6.7,3,88.4:80.9,3
29,157,Missouri,Perry County,NA,NA,0.2:0.3,3,4.9:5.7,3,94.8:94.0,3
29,159,Missouri,Pettis County,1.6:3.2,3,2.3:3.4,3,3.3:6.4,3,92.8:87.0,3
29,161,Missouri,Phelps County,1.0:2.2,3,6.0:4.0,3,4.9:7.3,3,88.2:86.5,3
29,163,Missouri,Pike County,0.3:1.7,3,0.5:1.7,3,2.9:3.4,3,96.3:93.2,3
29,165,Missouri,Platte County,3.5:7.2,1,5.6:5.6,1,4.3:5.7,1,86.5:81.5,1
29,167,Missouri,Polk County,NA:0.4,NA,1.6:1.8,3,4.9:5.2,3,93.6:92.6,3
29,169,Missouri,Pulaski County,1.0:2.2,2,6.0:4.0,2,4.9:7.3,2,88.2:86.5,2
29,171,Missouri,Putnam County,0.2:0.6,3,1.4:1.7,3,1.8:3.4,3,96.7:94.3,3
29,173,Missouri,Ralls County,0.8:2.7,3,0.4:0.7,3,2.9:4.4,3,95.9:92.1,3
29,175,Missouri,Randolph County,1.6:3.2,3,2.3:3.4,3,3.3:6.4,3,92.8:87.0,3
29,177,Missouri,Ray County,0.5:1.2,3,5.2:3.7,3,3.9:4.8,3,90.4:90.2,3
29,179,Missouri,Reynolds County,1.2:1.6,3,0.3:0.6,3,3.0:4.6,3,95.6:93.2,3
29,181,Missouri,Ripley County,1.2:1.6,3,0.3:0.6,3,3.0:4.6,3,95.6:93.2,3
29,183,Missouri,St. Charles County,2.8:3.9,1,3.0:2.6,1,9.9:7.0,1,84.3:86.4,1
29,185,Missouri,St. Clair County,0.0:0.1,3,2.2:2.4,3,2.8:5.8,3,94.9:91.7,3
29,186,Missouri,Ste. Genevieve County,NA,NA,0.2:0.3,3,4.9:5.7,3,94.8:94.0,3
29,187,Missouri,St. Francois County,NA,NA,0.2:0.3,2,4.9:5.7,2,94.8:94.0,2
29,189,Missouri,St. Louis County,10.7:22.8,1,1.6:2.2,1,8.9:9.2,1,78.8:65.8,1
29,195,Missouri,Saline County,1.6:3.2,3,2.3:3.4,3,3.3:6.4,3,92.8:87.0,3
29,197,Missouri,Schuyler County,0.2:0.6,3,1.4:1.7,3,1.8:3.4,3,96.7:94.3,3
29,199,Missouri,Scotland County,0.8:2.7,3,0.4:0.7,3,2.9:4.4,3,95.9:92.1,3
29,201,Missouri,Scott County,7.1:6.7,3,1.1:2.5,3,3.3:8.1,3,88.5:82.7,3
29,203,Missouri,Shannon County,1.2:1.6,3,0.3:0.6,3,3.0:4.6,3,95.6:93.2,3
29,205,Missouri,Shelby County,0.8:2.7,3,0.4:0.7,3,2.9:4.4,3,95.9:92.1,3
29,207,Missouri,Stoddard County,2.2:10.2,3,4.4:2.2,3,5.1:6.7,3,88.4:80.9,3
29,209,Missouri,Stone County,0.2:0.3,3,3.3:4.5,3,5.2:7.7,3,91.3:87.6,3
29,211,Missouri,Sullivan County,0.2:0.6,3,1.4:1.7,3,1.8:3.4,3,96.7:94.3,3
29,213,Missouri,Taney County,0.2:0.3,2,3.3:4.5,2,5.2:7.7,2,91.3:87.6,2
29,215,Missouri,Texas County,0.7:0.5,3,0.6:1.8,3,3.9:4.3,3,94.8:93.4,3
29,217,Missouri,Vernon County,0.0:0.1,3,2.2:2.4,3,2.8:5.8,3,94.9:91.7,3
29,219,Missouri,Warren County,0.3:1.7,3,0.5:1.7,3,2.9:3.4,3,96.3:93.2,3
29,221,Missouri,Washington County,NA,NA,0.2:0.3,3,4.9:5.7,3,94.8:94.0,3
29,223,Missouri,Wayne County,1.2:1.6,3,0.3:0.6,3,3.0:4.6,3,95.6:93.2,3
29,225,Missouri,Webster County,NA:0.1,NA,5.0:1.6,3,4.6:5.2,3,90.4:93.1,3
29,227,Missouri,Worth County,0.2:0.6,3,1.4:1.7,3,1.8:3.4,3,96.7:94.3,3
29,229,Missouri,Wright County,0.7:0.5,3,0.6:1.8,3,3.9:4.3,3,94.8:93.4,3
29,510,Missouri,St. Louis city,23.7:39.5,1,2.8:3.1,1,4.7:7.7,1,68.8:49.7,1
30,001,Montana,Beaverhead County,NA,NA,1.8:4.3,3,3.6:4.3,3,94.6:91.4,3
30,003,Montana,Big Horn County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,005,Montana,Blaine County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,007,Montana,Broadwater County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,009,Montana,Carbon County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,011,Montana,Carter County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,013,Montana,Cascade County,0.4:0.8,2,1.9:4.3,2,8.0:7.7,2,89.7:87.3,2
30,015,Montana,Chouteau County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,017,Montana,Custer County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,019,Montana,Daniels County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,021,Montana,Dawson County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,023,Montana,Deer Lodge County,NA,NA,1.8:4.3,3,3.6:4.3,3,94.6:91.4,3
30,025,Montana,Fallon County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,027,Montana,Fergus County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,029,Montana,Flathead County,NA,NA,1.4:3.2,1,5.7:9.3,1,92.9:87.5,1
30,031,Montana,Gallatin County,0.4:0.3,1,2.9:2.4,1,3.6:5.2,1,93.0:92.1,1
30,033,Montana,Garfield County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,035,Montana,Glacier County,NA,NA,1.4:3.2,3,5.7:9.3,3,92.9:87.5,3
30,037,Montana,Golden Valley County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,039,Montana,Granite County,NA,NA,1.8:4.3,3,3.6:4.3,3,94.6:91.4,3
30,041,Montana,Hill County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,043,Montana,Jefferson County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,045,Montana,Judith Basin County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,047,Montana,Lake County,0.0:0.0,3,1.1:2.3,3,6.4:9.8,3,92.5:87.9,3
30,049,Montana,Lewis and Clark County,0.4:0.8,2,1.9:4.3,2,8.0:7.7,2,89.7:87.3,2
30,051,Montana,Liberty County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,053,Montana,Lincoln County,NA,NA,1.4:3.2,3,5.7:9.3,3,92.9:87.5,3
30,055,Montana,McCone County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,057,Montana,Madison County,NA,NA,1.8:4.3,3,3.6:4.3,3,94.6:91.4,3
30,059,Montana,Meagher County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,061,Montana,Mineral County,0.0:0.0,3,1.1:2.3,3,6.4:9.8,3,92.5:87.9,3
30,063,Montana,Missoula County,0.0:0.0,2,1.1:2.3,2,6.4:9.8,2,92.5:87.9,2
30,065,Montana,Musselshell County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,067,Montana,Park County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,069,Montana,Petroleum County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,071,Montana,Phillips County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,073,Montana,Pondera County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,075,Montana,Powder River County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,077,Montana,Powell County,NA,NA,1.8:4.3,3,3.6:4.3,3,94.6:91.4,3
30,079,Montana,Prairie County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,081,Montana,Ravalli County,NA,NA,1.8:4.3,2,3.6:4.3,2,94.6:91.4,2
30,083,Montana,Richland County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,085,Montana,Roosevelt County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,087,Montana,Rosebud County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,089,Montana,Sanders County,0.0:0.0,3,1.1:2.3,3,6.4:9.8,3,92.5:87.9,3
30,091,Montana,Sheridan County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,093,Montana,Silver Bow County,NA,NA,1.8:4.3,3,3.6:4.3,3,94.6:91.4,3
30,095,Montana,Stillwater County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,097,Montana,Sweet Grass County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,099,Montana,Teton County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,101,Montana,Toole County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,103,Montana,Treasure County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,105,Montana,Valley County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,107,Montana,Wheatland County,NA:0.7,NA,2.6:2.5,3,6.5:11.6,3,90.9:85.3,3
30,109,Montana,Wibaux County,0.0:0.1,3,1.5:3.1,3,39.1:16.7,3,59.4:80.2,3
30,111,Montana,Yellowstone County,0.0:0.7,1,2.5:3.2,1,19.5:11.1,1,78.0:85.0,1
31,001,Nebraska,Adams County,NA:1.0,NA,3.1:5.7,3,3.3:3.0,3,93.6:90.3,3
31,003,Nebraska,Antelope County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,005,Nebraska,Arthur County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,007,Nebraska,Banner County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,009,Nebraska,Blaine County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,011,Nebraska,Boone County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,013,Nebraska,Box Butte County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,015,Nebraska,Boyd County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,017,Nebraska,Brown County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,019,Nebraska,Buffalo County,NA:1.0,NA,3.1:5.7,2,3.3:3.0,2,93.6:90.3,2
31,021,Nebraska,Burt County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,023,Nebraska,Butler County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,025,Nebraska,Cass County,NA,NA,4.1:5.0,3,1.8:2.7,3,94.1:92.2,3
31,027,Nebraska,Cedar County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,029,Nebraska,Chase County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,031,Nebraska,Cherry County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,033,Nebraska,Cheyenne County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,035,Nebraska,Clay County,NA:1.0,NA,3.1:5.7,3,3.3:3.0,3,93.6:90.3,3
31,037,Nebraska,Colfax County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,039,Nebraska,Cuming County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,041,Nebraska,Custer County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,043,Nebraska,Dakota County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,045,Nebraska,Dawes County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,047,Nebraska,Dawson County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,049,Nebraska,Deuel County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,051,Nebraska,Dixon County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,053,Nebraska,Dodge County,NA,NA,4.1:5.0,3,1.8:2.7,3,94.1:92.2,3
31,055,Nebraska,Douglas County,2.8:9.8,1,5.8:10.5,1,6.1:7.2,1,85.3:72.6,1
31,057,Nebraska,Dundy County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,059,Nebraska,Fillmore County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,061,Nebraska,Franklin County,NA:1.0,NA,3.1:5.7,3,3.3:3.0,3,93.6:90.3,3
31,063,Nebraska,Frontier County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,065,Nebraska,Furnas County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,067,Nebraska,Gage County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,069,Nebraska,Garden County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,071,Nebraska,Garfield County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,073,Nebraska,Gosper County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,075,Nebraska,Grant County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,077,Nebraska,Greeley County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,079,Nebraska,Hall County,1.1:1.7,2,8.7:13.3,2,2.2:2.8,2,87.9:82.3,2
31,081,Nebraska,Hamilton County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,083,Nebraska,Harlan County,NA:1.0,NA,3.1:5.7,3,3.3:3.0,3,93.6:90.3,3
31,085,Nebraska,Hayes County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,087,Nebraska,Hitchcock County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,089,Nebraska,Holt County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,091,Nebraska,Hooker County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,093,Nebraska,Howard County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,095,Nebraska,Jefferson County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,097,Nebraska,Johnson County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,099,Nebraska,Kearney County,NA:1.0,NA,3.1:5.7,3,3.3:3.0,3,93.6:90.3,3
31,101,Nebraska,Keith County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,103,Nebraska,Keya Paha County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,105,Nebraska,Kimball County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,107,Nebraska,Knox County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,109,Nebraska,Lancaster County,0.8:2.6,1,7.3:6.7,1,5.6:6.6,1,86.3:84.1,1
31,111,Nebraska,Lincoln County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,113,Nebraska,Logan County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,115,Nebraska,Loup County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,117,Nebraska,McPherson County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,119,Nebraska,Madison County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,121,Nebraska,Merrick County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,123,Nebraska,Morrill County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,125,Nebraska,Nance County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,127,Nebraska,Nemaha County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,129,Nebraska,Nuckolls County,NA:1.0,NA,3.1:5.7,3,3.3:3.0,3,93.6:90.3,3
31,131,Nebraska,Otoe County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,133,Nebraska,Pawnee County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,135,Nebraska,Perkins County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,137,Nebraska,Phelps County,NA:1.0,NA,3.1:5.7,3,3.3:3.0,3,93.6:90.3,3
31,139,Nebraska,Pierce County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,141,Nebraska,Platte County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,143,Nebraska,Polk County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,145,Nebraska,Red Willow County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,147,Nebraska,Richardson County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,149,Nebraska,Rock County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,151,Nebraska,Saline County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,153,Nebraska,Sarpy County,1.8:3.2,1,6.3:8.4,1,5.2:7.4,1,86.7:81.0,1
31,155,Nebraska,Saunders County,NA,NA,4.1:5.0,3,1.8:2.7,3,94.1:92.2,3
31,157,Nebraska,Scotts Bluff County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,159,Nebraska,Seward County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,161,Nebraska,Sheridan County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,163,Nebraska,Sherman County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,165,Nebraska,Sioux County,NA:0.0,NA,6.6:10.7,3,5.4:7.3,3,88.0:81.9,3
31,167,Nebraska,Stanton County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,169,Nebraska,Thayer County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
31,171,Nebraska,Thomas County,NA:0.8,NA,7.6:9.8,3,4.6:4.1,3,87.8:85.3,3
31,173,Nebraska,Thurston County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,175,Nebraska,Valley County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,177,Nebraska,Washington County,NA,NA,4.1:5.0,3,1.8:2.7,3,94.1:92.2,3
31,179,Nebraska,Wayne County,NA:1.3,NA,4.5:10.0,3,2.9:6.3,3,92.5:82.4,3
31,181,Nebraska,Webster County,NA:1.0,NA,3.1:5.7,3,3.3:3.0,3,93.6:90.3,3
31,183,Nebraska,Wheeler County,1.1:1.7,3,8.7:13.3,3,2.2:2.8,3,87.9:82.3,3
31,185,Nebraska,York County,NA:0.5,NA,6.5:4.4,3,2.2:4.0,3,91.3:91.1,3
32,001,Nevada,Churchill County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,003,Nevada,Clark County,6.7:12.6,1,17.7:24.5,1,18.6:16.3,1,56.9:46.6,1
32,005,Nevada,Douglas County,0.2:0.4,3,10.9:14.7,3,6.2:8.0,3,82.7:76.9,3
32,007,Nevada,Elko County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,009,Nevada,Esmeralda County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,011,Nevada,Eureka County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,013,Nevada,Humboldt County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,015,Nevada,Lander County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,017,Nevada,Lincoln County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,019,Nevada,Lyon County,0.2:0.4,3,10.9:14.7,3,6.2:8.0,3,82.7:76.9,3
32,021,Nevada,Mineral County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,023,Nevada,Nye County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,027,Nevada,Pershing County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,029,Nevada,Storey County,0.2:0.4,3,10.9:14.7,3,6.2:8.0,3,82.7:76.9,3
32,031,Nevada,Washoe County,1.1:2.4,1,11.5:18.4,1,10.1:11.1,1,77.3:68.1,1
32,033,Nevada,White Pine County,1.6:1.6,3,12.8:13.8,3,8.2:9.1,3,77.3:75.5,3
32,510,Nevada,Carson City,0.2:0.4,3,10.9:14.7,3,6.2:8.0,3,82.7:76.9,3
33,001,New Hampshire,Belknap County,0.0:0.2,2,0.4:0.6,2,1.8:4.9,2,97.8:94.3,2
33,003,New Hampshire,Carroll County,0.0:0.2,2,0.4:0.6,2,1.8:4.9,2,97.8:94.3,2
33,005,New Hampshire,Cheshire County,0.4:0.4,2,1.4:1.8,2,5.0:3.9,2,93.2:93.9,2
33,007,New Hampshire,Coos County,0.1:0.6,3,1.0:1.7,3,6.7:8.7,3,92.1:89.1,3
33,009,New Hampshire,Grafton County,0.1:0.6,2,1.0:1.7,2,6.7:8.7,2,92.1:89.1,2
33,011,New Hampshire,Hillsborough County,1.1:3.0,1,2.9:6.2,1,6.8:6.7,1,89.2:84.1,1
33,013,New Hampshire,Merrimack County,0.1:0.9,1,0.7:1.5,1,4.8:4.5,1,94.4:93.1,1
33,015,New Hampshire,Rockingham County,0.3:0.5,1,0.9:2.3,1,5.6:6.0,1,93.2:91.2,1
33,017,New Hampshire,Strafford County,1.6:1.2,1,1.6:1.6,1,4.7:6.7,1,92.2:90.6,1
33,019,New Hampshire,Sullivan County,0.1:0.6,3,1.0:1.7,3,6.7:8.7,3,92.1:89.1,3
34,001,New Jersey,Atlantic County,4.2:11.6,1,8.3:14.3,1,10.7:10.5,1,76.8:63.6,1
34,003,New Jersey,Bergen County,3.6:4.9,1,14.2:19.4,1,18.7:18.5,1,63.5:57.2,1
34,005,New Jersey,Burlington County,10.3:14.1,1,6.9:7.2,1,10.4:9.7,1,72.3:69.0,1
34,007,New Jersey,Camden County,10.5:17.5,1,8.2:14.5,1,9.5:8.5,1,71.8:59.5,1
34,009,New Jersey,Cape May County,1.7:3.9,1,2.2:5.6,1,3.0:4.4,1,93.1:86.1,1
34,011,New Jersey,Cumberland County,7.6:12.1,1,20.9:22.8,1,5.4:5.7,1,66.1:59.4,1
34,013,New Jersey,Essex County,16.5:36.7,1,13.1:20.1,1,16.8:11.4,1,53.6:31.8,1
34,015,New Jersey,Gloucester County,6.7:9.5,1,4.0:6.0,1,6.1:7.3,1,83.2:77.2,1
34,017,New Jersey,Hudson County,9.0:10.9,1,26.8:38.0,1,24.9:19.7,1,39.4:31.4,1
34,019,New Jersey,Hunterdon County,2.2:1.6,1,3.1:5.3,1,6.9:6.3,1,87.9:86.8,1
34,021,New Jersey,Mercer County,7.1:18.4,1,10.2:15.1,1,18.3:15.0,1,64.4:51.5,1
34,023,New Jersey,Middlesex County,5.0:10.7,1,11.8:18.4,1,31.3:24.5,1,51.9:46.4,1
34,025,New Jersey,Monmouth County,2.1:5.4,1,5.3:8.3,1,8.1:8.6,1,84.6:77.7,1
34,027,New Jersey,Morris County,2.5:3.0,1,8.4:12.0,1,15.7:13.2,1,73.5:71.8,1
34,029,New Jersey,Ocean County,1.1:2.3,1,5.5:7.8,1,4.7:5.0,1,88.7:84.8,1
34,031,New Jersey,Passaic County,7.2:10.0,1,21.0:38.8,1,8.4:7.1,1,63.3:44.1,1
34,033,New Jersey,Salem County,9.6:15.7,2,5.1:13.2,2,3.2:5.5,2,82.1:65.7,2
34,035,New Jersey,Somerset County,5.0:8.9,1,6.8:13.8,1,25.0:21.4,1,63.2:55.9,1
34,037,New Jersey,Sussex County,2.9:2.7,1,8.2:8.9,1,4.2:4.3,1,84.7:84.1,1
34,039,New Jersey,Union County,12.6:20.6,1,16.7:29.1,1,11.6:9.6,1,59.0:40.7,1
34,041,New Jersey,Warren County,2.9:3.3,1,8.6:9.6,1,9.2:5.4,1,79.2:81.7,1
35,001,New Mexico,Bernalillo County,2.8:2.2,1,38.9:44.1,1,8.5:9.2,1,49.8:44.4,1
35,003,New Mexico,Catron County,0.6:1.7,3,31.7:38.5,3,4.4:6.0,3,63.3:53.8,3
35,005,New Mexico,Chaves County,1.3:2.5,2,35.2:44.9,2,2.7:3.0,2,60.8:49.6,2
35,006,New Mexico,Cibola County,0.4:0.6,3,22.8:19.7,3,61.0:67.1,3,15.8:12.7,3
35,007,New Mexico,Colfax County,1.3:2.5,3,35.2:44.9,3,2.7:3.0,3,60.8:49.6,3
35,009,New Mexico,Curry County,1.3:2.5,3,35.2:44.9,3,2.7:3.0,3,60.8:49.6,3
35,011,New Mexico,De Baca County,1.3:2.5,3,35.2:44.9,3,2.7:3.0,3,60.8:49.6,3
35,013,New Mexico,Doña Ana County,1.4:2.2,1,50.8:63.6,1,3.2:3.4,1,44.6:30.8,1
35,015,New Mexico,Eddy County,1.2:1.8,2,45.0:52.3,2,4.9:5.0,2,48.9:40.9,2
35,017,New Mexico,Grant County,0.6:1.7,3,31.7:38.5,3,4.4:6.0,3,63.3:53.8,3
35,019,New Mexico,Guadalupe County,1.3:2.5,3,35.2:44.9,3,2.7:3.0,3,60.8:49.6,3
35,021,New Mexico,Harding County,1.3:2.5,3,35.2:44.9,3,2.7:3.0,3,60.8:49.6,3
35,023,New Mexico,Hidalgo County,0.6:1.7,3,31.7:38.5,3,4.4:6.0,3,63.3:53.8,3
35,025,New Mexico,Lea County,1.2:1.8,2,45.0:52.3,2,4.9:5.0,2,48.9:40.9,2
