year,state,place,subgroup,share_meps20,share_meps20_quality
2017,13,19000,Other Races and Ethnicities,56.641823,1
2017,13,3440,Other Races and Ethnicities,100,1
2016,13,80508,"Black, Non-Hispanic",77.606438,1
2016,13,4204,Other Races and Ethnicities,99.905746,1
2020,13,4000,Other Races and Ethnicities,10.411502,1
2019,13,42425,"White, Non-Hispanic",0,1
2018,13,69000,Other Races and Ethnicities,36.242477,1
2016,13,67284,"White, Non-Hispanic",2.09319,1
2019,13,19000,Other Races and Ethnicities,55.175224,1
2019,13,4204,"White, Non-Hispanic",82.410629,1
2017,13,4000,"Black, Non-Hispanic",67.093063,1
2017,13,19000,"Black, Non-Hispanic",88.271957,1
2019,13,67284,Hispanic,29.950859,1
2020,13,67284,Other Races and Ethnicities,1.5109891,1
2019,13,68516,Hispanic,0,1
2018,13,72122,All,,
2020,13,69000,All,46.950264,1
2019,13,72122,"White, Non-Hispanic",,
2020,13,49008,Hispanic,93.75,1
2017,13,4204,"White, Non-Hispanic",99.592072,1
2016,13,4000,All,47.015999,1
2017,13,68516,"White, Non-Hispanic",100,1
2016,13,3440,All,95.740501,1
2016,13,49008,Other Races and Ethnicities,98.702499,1
2018,13,80508,Other Races and Ethnicities,49.652779,1
2020,13,4204,Other Races and Ethnicities,85.95285,1
2020,13,72122,"White, Non-Hispanic",,
2016,13,3440,"White, Non-Hispanic",89.68969,1
2020,13,67284,"Black, Non-Hispanic",3.7349932,1
2016,13,67284,Other Races and Ethnicities,5.4416404,1
2019,13,3440,Other Races and Ethnicities,60.43084,1
2020,13,42425,Hispanic,0,1
2018,13,72122,"Black, Non-Hispanic",,
2019,13,4000,"Black, Non-Hispanic",70.724991,1
2016,13,4000,Hispanic,35.926918,1
2018,13,42425,"White, Non-Hispanic",0,1
2019,13,80508,All,63.198391,1
2017,13,4204,Other Races and Ethnicities,100,1
2019,13,42425,Hispanic,0,1
2020,13,4000,"White, Non-Hispanic",1.7334319,1
2020,13,42425,Other Races and Ethnicities,0,1
2016,13,42425,All,0,1
2020,13,80508,"Black, Non-Hispanic",75.895805,1
2018,13,19000,All,74.613686,1
2019,13,72122,All,,
2017,13,49008,"Black, Non-Hispanic",99.622246,1
2018,13,67284,Hispanic,31.468004,1
2016,13,3440,"Black, Non-Hispanic",96.921127,1
2018,13,4000,"Black, Non-Hispanic",67.779282,1
2016,13,19000,"Black, Non-Hispanic",84.977272,1
2017,13,42425,"White, Non-Hispanic",0,1
2018,13,49008,Other Races and Ethnicities,99.36937,1
2017,13,4000,All,46.113571,1
2019,13,4204,Hispanic,92.845261,1
2017,13,42425,"Black, Non-Hispanic",0,1
2018,13,3440,Hispanic,100,1
2018,13,42425,All,0,1
2019,13,3440,"Black, Non-Hispanic",69.52224,1
2016,13,19000,All,69.930519,1
2018,13,67284,All,13.302974,1
2016,13,49008,Hispanic,99.547104,1
2019,13,42425,All,0,1
2018,13,80508,Hispanic,68.663597,1
2020,13,68516,"Black, Non-Hispanic",0,1
2016,13,68516,All,100,1
2018,13,49008,"Black, Non-Hispanic",99.536781,1
2018,13,3440,All,100,1
2017,13,80508,All,63.74157,1
2016,13,68516,Hispanic,100,1
2020,13,4000,All,41.992493,1
2017,13,67284,Other Races and Ethnicities,3.129771,1
2017,13,3440,"Black, Non-Hispanic",100,1
2020,13,49008,All,89.996742,1
2017,13,19000,All,74.839561,1
2020,13,69000,Other Races and Ethnicities,30.327869,1
2020,13,4000,"Black, Non-Hispanic",60.415451,1
2018,13,3440,"Black, Non-Hispanic",100,1
2019,13,3440,All,64.74939,1
2016,13,19000,"White, Non-Hispanic",38.860973,1
2017,13,68516,All,100,1
2018,13,4000,"White, Non-Hispanic",4.3605533,1
2016,13,80508,Other Races and Ethnicities,52.674637,1
2020,13,68516,Other Races and Ethnicities,0,1
2019,13,68516,Other Races and Ethnicities,0,1
2017,13,67284,Hispanic,23.933403,1
2019,13,4000,All,49.56852,1
2020,13,69000,"White, Non-Hispanic",14.847093,1
2018,13,67284,Other Races and Ethnicities,5.219985,1
2019,13,72122,Other Races and Ethnicities,,
2019,13,42425,Other Races and Ethnicities,0,1
2018,13,19000,Other Races and Ethnicities,56.125,1
2019,13,68516,All,0,1
2019,15,71550,"Black, Non-Hispanic",,
2017,15,71550,"Black, Non-Hispanic",,
2017,15,71550,Other Races and Ethnicities,,
2016,15,71550,"Black, Non-Hispanic",,
2018,15,71550,"White, Non-Hispanic",,
2016,15,71550,All,,
2020,15,71550,"White, Non-Hispanic",,
2019,15,71550,All,,
2018,15,71550,Other Races and Ethnicities,,
2016,15,71550,Hispanic,,
2017,15,71550,"White, Non-Hispanic",,
2020,15,71550,"Black, Non-Hispanic",,
2017,15,71550,All,,
2018,15,71550,"Black, Non-Hispanic",,
2018,15,71550,All,,
2019,15,71550,Other Races and Ethnicities,,
2016,15,71550,Other Races and Ethnicities,,
2020,15,71550,Hispanic,,
2020,15,71550,All,,
2016,15,71550,"White, Non-Hispanic",,
2019,15,71550,"White, Non-Hispanic",,
2017,15,71550,Hispanic,,
2018,15,71550,Hispanic,,
2019,15,71550,Hispanic,,
2020,15,71550,Other Races and Ethnicities,,
2018,16,8830,"Black, Non-Hispanic",20.433018,1
2016,16,56260,Other Races and Ethnicities,45.374451,1
2016,16,52120,Other Races and Ethnicities,1.4559894,1
2016,16,8830,Hispanic,24.937027,1
2016,16,8830,All,15.167571,1
2018,16,56260,"White, Non-Hispanic",22.905416,1
2020,16,8830,All,1.627255,1
2020,16,52120,All,0,1
2018,16,52120,Other Races and Ethnicities,1.1223345,1
2016,16,56260,"White, Non-Hispanic",41.585911,1
2017,16,52120,"Black, Non-Hispanic",4.0247679,1
2017,16,52120,Other Races and Ethnicities,1.4705882,1
2017,16,56260,"White, Non-Hispanic",31.351393,1
2020,16,8830,"White, Non-Hispanic",1.2851275,1
2018,16,52120,"Black, Non-Hispanic",4.3835616,1
2016,16,52120,All,1.7563851,1
2020,16,52120,Hispanic,0,1
2019,16,56260,"Black, Non-Hispanic",8.6419754,1
2020,16,56260,Other Races and Ethnicities,8.4942083,1
2016,16,52120,Hispanic,3.305485,1
2017,16,56260,Hispanic,44.943501,1
2020,16,56260,Hispanic,9.4476547,1
2018,16,52120,"White, Non-Hispanic",1.6994674,1
2017,16,8830,All,13.686326,1
2019,16,52120,Other Races and Ethnicities,1.5546918,1
2017,16,8830,Other Races and Ethnicities,15.393903,1
2019,16,52120,Hispanic,3.7552607,1
2016,16,8830,Other Races and Ethnicities,17.266851,1
2018,16,8830,"White, Non-Hispanic",12.60386,1
2018,16,52120,All,1.895202,1
2019,16,8830,"White, Non-Hispanic",3.0754001,1
2019,16,8830,Hispanic,4.4897113,1
2020,16,8830,Other Races and Ethnicities,1.7366136,1
2017,16,56260,Other Races and Ethnicities,36.821323,1
2019,16,8830,All,3.4768381,1
2016,16,52120,"White, Non-Hispanic",1.5623503,1
2019,16,8830,"Black, Non-Hispanic",6.7992301,1
2019,16,52120,All,1.9916921,1
2018,16,8830,All,14.366816,1
2016,16,56260,Hispanic,54.243649,1
2016,16,8830,"Black, Non-Hispanic",19.066149,1
2016,16,52120,"Black, Non-Hispanic",2.5,1
2017,16,8830,"Black, Non-Hispanic",19.609262,1
2020,16,8830,"Black, Non-Hispanic",5.7319908,1
2018,16,8830,Other Races and Ethnicities,15.854006,1
2020,16,56260,"Black, Non-Hispanic",5.9880238,1
2019,16,56260,All,20.150806,1
2019,16,56260,Hispanic,25.003357,1
2020,16,52120,Other Races and Ethnicities,0,1
2018,16,8830,Hispanic,22.375,1
2016,16,56260,All,45.87899,1
2018,16,56260,Hispanic,29.67918,1
2017,16,8830,Hispanic,22.692471,1
2018,16,56260,All,25.582043,1
2019,16,8830,Other Races and Ethnicities,3.9721658,1
2020,16,8830,Hispanic,2.3010547,1
2017,16,52120,Hispanic,3.1945441,1
2019,16,56260,"White, Non-Hispanic",17.127544,1
2020,16,56260,"White, Non-Hispanic",7.1517568,1
2016,16,8830,"White, Non-Hispanic",13.19428,1
2017,16,8830,"White, Non-Hispanic",11.80739,1
2017,16,56260,"Black, Non-Hispanic",26.797386,1
2017,16,56260,All,36.097908,1
2019,16,56260,Other Races and Ethnicities,24.250441,1
2019,16,52120,"Black, Non-Hispanic",3.0054646,1
2016,16,56260,"Black, Non-Hispanic",34.86842,1
2018,16,56260,"Black, Non-Hispanic",18.518518,1
2020,16,56260,All,8.0355844,1
2018,16,52120,Hispanic,3.4832602,1
2020,16,52120,"Black, Non-Hispanic",0,1
2017,16,52120,All,1.7991062,1
2018,16,56260,Other Races and Ethnicities,30.81761,1
2017,16,52120,"White, Non-Hispanic",1.6056581,1
2020,16,52120,"White, Non-Hispanic",0,1
2019,16,52120,"White, Non-Hispanic",1.7598821,1
2017,17,23074,"White, Non-Hispanic",48.205288,1
2017,17,14351,All,83.370598,1
2019,17,2154,All,0,1
2020,17,38570,"White, Non-Hispanic",22.064777,1
2016,17,3012,"Black, Non-Hispanic",37.141445,1
2017,17,3012,"Black, Non-Hispanic",38.413723,1
2020,17,79293,All,22.627443,1
2018,17,14351,All,83.294792,1
2018,17,23074,Other Races and Ethnicities,63.489098,1
2016,17,23074,Other Races and Ethnicities,62.274368,1
2018,17,51622,Hispanic,0,1
2016,17,51622,Other Races and Ethnicities,0,1
2019,17,6613,"White, Non-Hispanic",13.09897,1
2016,17,14351,All,84.316879,1
2019,17,6613,All,18.03504,1
2016,17,14000,Hispanic,82.284973,1
2017,17,59000,Hispanic,72.972977,1
2018,17,2154,"White, Non-Hispanic",0,1
2020,17,59000,Other Races and Ethnicities,39.419319,1
2017,17,14351,Other Races and Ethnicities,90.38031,1
2020,17,12385,All,3.4408381,1
2017,17,38570,"White, Non-Hispanic",33.691895,1
2016,17,14351,Other Races and Ethnicities,92.553543,1
2016,17,65000,"White, Non-Hispanic",32.601917,1
2020,17,65000,All,38.782303,1
2018,17,72000,All,63.737122,1
2019,17,38570,"Black, Non-Hispanic",70.192093,1
2018,17,23074,"Black, Non-Hispanic",86.069275,1
2018,17,3012,"White, Non-Hispanic",9.9782829,1
2018,17,51622,All,0,1
2016,17,6613,All,23.102791,1
2017,17,79293,All,94.781136,1
2019,17,23074,"Black, Non-Hispanic",84.031624,1
2020,17,72000,"Black, Non-Hispanic",34.105076,1
2019,17,59000,"Black, Non-Hispanic",86.765083,1
2020,17,23074,All,27.032623,1
2016,17,38570,"Black, Non-Hispanic",71.685349,1
2016,17,79293,"Black, Non-Hispanic",93.819077,1
2018,17,59000,"Black, Non-Hispanic",83.954597,1
2018,17,2154,Hispanic,0,1
2018,17,6613,"Black, Non-Hispanic",44.245049,1
2018,17,68003,Other Races and Ethnicities,0,1
2016,17,2154,Other Races and Ethnicities,0,1
2017,17,38570,Hispanic,76.576187,1
2017,17,14351,"Black, Non-Hispanic",80.441643,1
2016,17,14000,Other Races and Ethnicities,56.123642,1
2016,17,68003,"Black, Non-Hispanic",0,1
2020,17,51622,All,0,1
2020,17,2154,Hispanic,0,1
2018,17,68003,Hispanic,0,1
2016,17,65000,All,44.201382,1
2018,17,72000,Other Races and Ethnicities,55.931347,1
2020,17,14000,"White, Non-Hispanic",13.647662,1
2020,17,65000,Other Races and Ethnicities,34.347965,1
2018,17,59000,Other Races and Ethnicities,50.988144,1
2020,17,6613,"Black, Non-Hispanic",17.148241,1
2018,17,72000,"White, Non-Hispanic",58.672775,1
2020,17,14351,"White, Non-Hispanic",65.725807,1
2020,17,51622,Hispanic,0,1
2016,17,14000,"White, Non-Hispanic",33.147957,1
2019,17,38570,Other Races and Ethnicities,54.272728,1
2018,17,65000,"White, Non-Hispanic",65.105103,1
2016,17,12385,Other Races and Ethnicities,28.624767,1
2020,17,24582,Other Races and Ethnicities,0,1
2018,17,38570,Other Races and Ethnicities,59.194397,1
2018,17,79293,Hispanic,98.129295,1
2017,17,14000,"White, Non-Hispanic",35.771317,1
2016,17,59000,"Black, Non-Hispanic",83.981865,1
2016,17,3012,Hispanic,70.020836,1
2019,17,12385,"Black, Non-Hispanic",30.483065,1
2017,17,14000,Hispanic,87.479897,1
2018,17,72000,"Black, Non-Hispanic",71.921867,1
2017,17,65000,Other Races and Ethnicities,65.680664,1
2019,17,65000,Hispanic,76.223343,1
2020,17,14351,Hispanic,58.157143,1
2018,17,38570,All,65.163116,1
2017,17,68003,"White, Non-Hispanic",0,1
2017,17,72000,Hispanic,60.206184,1
2016,17,79293,All,94.26683,1
2018,17,65000,Hispanic,81.269447,1
2017,17,12385,All,28.547527,1
2020,17,51622,Other Races and Ethnicities,0,1
2016,17,72000,"White, Non-Hispanic",62.450352,1
2016,17,79293,"White, Non-Hispanic",90.873016,1
2018,17,51622,Other Races and Ethnicities,0,1
2020,17,23074,"White, Non-Hispanic",11.648204,1
2019,17,14351,Other Races and Ethnicities,85.057472,1
2016,17,12385,"White, Non-Hispanic",19.271446,1
2019,17,59000,"White, Non-Hispanic",40.045959,1
2018,17,65000,Other Races and Ethnicities,71.20224,1
2018,17,59000,"White, Non-Hispanic",38.383194,1
2019,17,24582,Other Races and Ethnicities,.071225069,1
2019,17,79293,Hispanic,94.636444,1
2019,17,79293,All,94.457146,1
2016,17,23074,All,79.235268,1
2018,17,3012,All,44.904945,1
2019,17,59000,Other Races and Ethnicities,56.125828,1
2019,17,12385,Hispanic,33.512684,1
2016,17,38570,Other Races and Ethnicities,74.468086,1
2016,17,14000,All,75.72673,1
2020,17,6613,All,8.4970531,1
2018,17,14000,Hispanic,86.563164,1
2016,17,65000,Hispanic,48.587055,1
2020,17,3012,"White, Non-Hispanic",1.3775911,1
2020,17,68003,"Black, Non-Hispanic",0,1
2018,17,68003,All,0,1
2017,17,51622,Other Races and Ethnicities,0,1
2016,17,12385,"Black, Non-Hispanic",40.09177,1
2017,17,6613,Other Races and Ethnicities,28.918169,1
2017,17,24582,All,.32540902,1
2020,17,68003,"White, Non-Hispanic",0,1
2017,17,59000,"Black, Non-Hispanic",79.967079,1
2017,17,14351,Hispanic,83.163132,1
2018,17,79293,"Black, Non-Hispanic",98.511505,1
2020,17,72000,All,28.636061,1
2020,17,59000,Hispanic,63.916912,1
2018,17,79293,All,98.189819,1
2017,17,14000,"Black, Non-Hispanic",89.89386,1
2017,17,51622,"Black, Non-Hispanic",0,1
2017,17,2154,"White, Non-Hispanic",.11150048,1
2017,17,2154,Hispanic,2.0955575,1
2016,17,68003,All,0,1
2019,17,24582,Hispanic,.22977941,1
2018,17,6613,Hispanic,51.554405,1
2016,17,72000,"Black, Non-Hispanic",75.570969,1
2017,17,23074,Other Races and Ethnicities,64.778328,1
2020,17,51622,"White, Non-Hispanic",0,1
2017,17,12385,"Black, Non-Hispanic",37.31736,1
2020,17,14351,Other Races and Ethnicities,37.974682,1
2018,17,51622,"Black, Non-Hispanic",0,1
2020,17,23074,"Black, Non-Hispanic",29.341793,1
2016,17,51622,Hispanic,0,1
2019,17,2154,"Black, Non-Hispanic",0,1
2018,17,68003,"Black, Non-Hispanic",0,1
2016,17,59000,"White, Non-Hispanic",35.378166,1
2018,17,68003,"White, Non-Hispanic",0,1
2017,17,24582,Hispanic,.13519603,1
2017,17,68003,Other Races and Ethnicities,0,1
2016,17,14351,Hispanic,82.370369,1
2016,17,72000,All,67.538071,1
2020,17,65000,"Black, Non-Hispanic",44.596893,1
2018,17,3012,"Black, Non-Hispanic",41.142132,1
2017,17,6613,"Black, Non-Hispanic",41.582279,1
2020,17,12385,"White, Non-Hispanic",.58498538,1
2017,17,72000,Other Races and Ethnicities,59.571045,1
2016,17,24582,All,.30192131,1
2019,17,12385,Other Races and Ethnicities,19.843657,1
2016,17,59000,Other Races and Ethnicities,48.961258,1
2018,17,24582,"Black, Non-Hispanic",6.13801,1
2020,17,24582,All,0,1
2016,17,12385,All,30.870876,1
2017,17,59000,Other Races and Ethnicities,47.762039,1
2016,17,2154,Hispanic,0,1
2019,17,38570,All,64.462959,1
2017,17,51622,"White, Non-Hispanic",0,1
2018,17,65000,"Black, Non-Hispanic",82.710945,1
2017,17,12385,"White, Non-Hispanic",17.373259,1
2020,17,3012,Other Races and Ethnicities,1.4043993,1
2016,17,59000,Hispanic,77.630707,1
2017,17,59000,All,61.57885,1
2018,17,79293,Other Races and Ethnicities,97.264435,1
2016,17,6613,Hispanic,41.878841,1
2019,17,68003,"Black, Non-Hispanic",0,1
2020,17,38570,"Black, Non-Hispanic",54.759682,1
2017,17,12385,Other Races and Ethnicities,27.429274,1
2017,17,72000,All,67.501579,1
2019,17,14351,All,82.872345,1
2019,17,6613,Other Races and Ethnicities,14.483714,1
2016,17,14000,"Black, Non-Hispanic",81.75808,1
2019,17,65000,"White, Non-Hispanic",57.804546,1
2016,17,72000,Other Races and Ethnicities,60.976891,1
2019,17,3012,Hispanic,68.399765,1
2016,17,2154,All,0,1
2016,17,51622,"White, Non-Hispanic",0,1
2019,17,14000,Other Races and Ethnicities,52.593338,1
2019,17,51622,All,.10598483,1
2020,17,2154,"Black, Non-Hispanic",0,1
2016,17,14351,"Black, Non-Hispanic",79.204895,1
2020,17,59000,"Black, Non-Hispanic",73.223747,1
2019,17,2154,Other Races and Ethnicities,0,1
2016,17,23074,"White, Non-Hispanic",47.995178,1
2016,17,38570,Hispanic,76.255371,1
2016,17,6613,"Black, Non-Hispanic",30.961298,1
2020,17,2154,"White, Non-Hispanic",0,1
2016,17,68003,Hispanic,0,1
2017,17,79293,Other Races and Ethnicities,92.113098,1
2017,17,68003,All,0,1
2018,17,12385,Other Races and Ethnicities,31.053604,1
2017,17,24582,Other Races and Ethnicities,.36845985,1
2020,17,24582,"Black, Non-Hispanic",0,1
2018,17,38570,"Black, Non-Hispanic",71.66774,1
2020,17,68003,Hispanic,0,1
2020,17,59000,"White, Non-Hispanic",22.293558,1
2020,17,3012,All,12.356143,1
2017,17,79293,Hispanic,94.979698,1
2019,17,2154,"White, Non-Hispanic",0,1
2018,17,23074,"White, Non-Hispanic",45.924767,1
2018,17,14000,All,80.367058,1
2019,17,23074,"White, Non-Hispanic",44.423557,1
2018,17,6613,Other Races and Ethnicities,29.374561,1
2018,17,14351,"White, Non-Hispanic",72.384933,1
2016,17,72000,Hispanic,64.033264,1
2017,17,65000,"Black, Non-Hispanic",77.255707,1
2020,17,79293,Other Races and Ethnicities,19.448946,1
2017,17,3012,All,43.373676,1
2019,17,14000,Hispanic,82.988663,1
2019,17,3012,"White, Non-Hispanic",8.7531261,1
2018,17,24582,Hispanic,5.5681305,1
2019,17,59000,All,68.518059,1
2019,17,51622,"White, Non-Hispanic",.01892864,1
2019,17,6613,Hispanic,33.583332,1
2020,17,65000,Hispanic,46.785713,1
2017,17,51622,All,0,1
2016,17,2154,"White, Non-Hispanic",0,1
2019,17,68003,Hispanic,0,1
2018,17,2154,Other Races and Ethnicities,0,1
2017,17,51622,Hispanic,0,1
2019,17,51622,Hispanic,.033211559,1
2019,17,68003,Other Races and Ethnicities,0,1
2016,17,51622,"Black, Non-Hispanic",0,1
2020,17,68003,All,0,1
2018,17,38570,"White, Non-Hispanic",33.755527,1
2017,17,2154,"Black, Non-Hispanic",0,1
2018,17,2154,All,0,1
2017,17,38570,All,64.934265,1
2016,17,14351,"White, Non-Hispanic",87.096771,1
2019,17,23074,Hispanic,88.167786,1
2016,17,65000,Other Races and Ethnicities,43.011093,1
2019,17,79293,"White, Non-Hispanic",93.400002,1
2016,17,23074,"Black, Non-Hispanic",86.100677,1
2020,17,79293,"Black, Non-Hispanic",25.863821,1
2018,17,14000,"Black, Non-Hispanic",89.484535,1
2019,17,79293,Other Races and Ethnicities,90.98101,1
2018,17,65000,All,75.924767,1
2017,17,6613,Hispanic,50.741062,1
2017,17,72000,"White, Non-Hispanic",62.914444,1
2017,17,2154,All,.36646307,1
2020,17,79293,Hispanic,22.427931,1
2018,17,59000,Hispanic,76.996201,1
2018,17,3012,Hispanic,69.684113,1
2017,17,79293,"Black, Non-Hispanic",94.970909,1
2018,17,14000,"White, Non-Hispanic",34.514946,1
2017,17,38570,Other Races and Ethnicities,61.016949,1
2018,17,14000,Other Races and Ethnicities,56.99054,1
2016,17,3012,Other Races and Ethnicities,10.540284,1
2020,17,14351,"Black, Non-Hispanic",56.776558,1
2020,17,3012,Hispanic,20.943176,1
2016,17,24582,"Black, Non-Hispanic",.7535795,1
2019,17,3012,Other Races and Ethnicities,9.6790886,1
2019,17,38570,Hispanic,75.568901,1
2016,17,24582,Hispanic,.047169812,1
2020,17,72000,Other Races and Ethnicities,27.117031,1
2019,17,72000,"Black, Non-Hispanic",71.057449,1
2016,17,6613,Other Races and Ethnicities,20.665251,1
2019,17,14000,All,76.762993,1
2020,17,79293,"White, Non-Hispanic",18.31579,1
2017,17,6613,All,32.576965,1
2019,17,72000,"White, Non-Hispanic",57.674164,1
2016,17,51622,All,0,1
2018,17,2154,"Black, Non-Hispanic",0,1
2018,17,79293,"White, Non-Hispanic",99.318565,1
2020,17,2154,All,0,1
2020,17,14000,"Black, Non-Hispanic",78.986168,1
2018,17,14351,Hispanic,83.570915,1
2016,17,38570,"White, Non-Hispanic",34.969212,1
2017,17,14000,All,81.370361,1
2016,17,59000,All,64.136635,1
2018,17,59000,All,65.987984,1
2016,17,6613,"White, Non-Hispanic",16.698133,1
2020,17,38570,All,48.44273,1
2019,17,65000,"Black, Non-Hispanic",76.27137,1
2016,17,68003,Other Races and Ethnicities,0,1
2016,17,65000,"Black, Non-Hispanic",52.295685,1
2020,17,14351,All,58.150684,1
2019,17,14351,Hispanic,83.087029,1
2020,17,72000,"White, Non-Hispanic",24.039186,1
2019,17,12385,All,23.778868,1
2018,17,14351,Other Races and Ethnicities,81.553398,1
2019,17,2154,Hispanic,0,1
2019,17,65000,All,69.581535,1
2016,17,12385,Hispanic,40.700809,1
2016,17,68003,"White, Non-Hispanic",0,1
2019,17,72000,All,63.111668,1
2020,17,12385,Hispanic,5.1801801,1
2019,17,14000,"White, Non-Hispanic",29.772715,1
2016,17,38570,All,65.448158,1
2017,17,3012,"White, Non-Hispanic",8.4281225,1
2020,17,23074,Other Races and Ethnicities,13.675214,1
2018,17,12385,"White, Non-Hispanic",19.819277,1
2020,17,59000,All,53.27602,1
2019,17,6613,"Black, Non-Hispanic",23.275862,1
2017,17,6613,"White, Non-Hispanic",26.103022,1
2019,17,14000,"Black, Non-Hispanic",87.03212,1
2020,17,12385,"Black, Non-Hispanic",5.8312993,1
2020,17,38570,Hispanic,56.512123,1
2020,17,14000,Other Races and Ethnicities,36.996517,1
2019,17,59000,Hispanic,79.109795,1
2017,17,14351,"White, Non-Hispanic",85.265228,1
2020,17,6613,Hispanic,6.0498219,1
2019,17,24582,"Black, Non-Hispanic",.93059325,1
2017,17,59000,"White, Non-Hispanic",33.427876,1
2017,17,65000,Hispanic,73.647606,1
2020,17,51622,"Black, Non-Hispanic",0,1
2017,17,68003,"Black, Non-Hispanic",0,1
2019,17,79293,"Black, Non-Hispanic",94.686455,1
2018,17,51622,"White, Non-Hispanic",0,1
2017,17,23074,All,80.030136,1
2017,17,65000,All,68.970528,1
2017,17,79293,"White, Non-Hispanic",92.868462,1
2016,17,79293,Other Races and Ethnicities,92.320534,1
2019,17,51622,"Black, Non-Hispanic",1.3842746,1
2017,17,65000,"White, Non-Hispanic",57.29953,1
2017,17,38570,"Black, Non-Hispanic",71.911057,1
2019,17,72000,Hispanic,59.836067,1
2018,17,3012,Other Races and Ethnicities,11.046919,1
2017,17,68003,Hispanic,0,1
2018,17,23074,Hispanic,88.655563,1
2017,17,23074,Hispanic,89.201988,1
2017,17,24582,"White, Non-Hispanic",.10239607,1
2020,17,14000,Hispanic,73.241638,1
2020,17,12385,Other Races and Ethnicities,2.0121951,1
2019,17,51622,Other Races and Ethnicities,.03148945,1
2020,17,2154,Other Races and Ethnicities,0,1
2020,17,72000,Hispanic,21.834061,1
2017,17,3012,Other Races and Ethnicities,10.357404,1
2017,17,14000,Other Races and Ethnicities,58.084465,1
2020,17,14000,All,66.409996,1
2016,17,23074,Hispanic,89.178894,1
2017,17,24582,"Black, Non-Hispanic",.88325655,1
2019,17,3012,All,43.591805,1
2020,17,6613,"White, Non-Hispanic",5.352253,1
2016,17,3012,"White, Non-Hispanic",7.390759,1
2019,17,23074,Other Races and Ethnicities,62.321541,1
2020,17,68003,Other Races and Ethnicities,0,1
2017,17,3012,Hispanic,68.398415,1
2018,17,24582,Other Races and Ethnicities,2.4158125,1
2019,17,65000,Other Races and Ethnicities,63.575352,1
2017,17,2154,Other Races and Ethnicities,.070721358,1
2020,17,3012,"Black, Non-Hispanic",6.4942212,1
2019,17,23074,All,78.054337,1
2016,17,79293,Hispanic,94.566444,1
2016,17,24582,Other Races and Ethnicities,.30165914,1
2018,17,72000,Hispanic,60.256409,1
2018,17,14351,"Black, Non-Hispanic",78.37838,1
2018,17,24582,"White, Non-Hispanic",1.8419975,1
2020,17,65000,"White, Non-Hispanic",25.948025,1
2018,17,12385,Hispanic,38.557213,1
2019,17,3012,"Black, Non-Hispanic",38.439754,1
2019,17,72000,Other Races and Ethnicities,57.417187,1
2016,17,24582,"White, Non-Hispanic",.16563147,1
2020,17,6613,Other Races and Ethnicities,9.6385546,1
2019,17,38570,"White, Non-Hispanic",33.769524,1
2018,17,12385,"Black, Non-Hispanic",40.172413,1
2017,17,12385,Hispanic,36.86515,1
2019,17,24582,"White, Non-Hispanic",.02027164,1
2020,17,23074,Hispanic,32.435589,1
2019,17,14351,"Black, Non-Hispanic",77.622375,1
2020,17,24582,Hispanic,0,1
2019,17,68003,All,0,1
2019,17,24582,All,.2794807,1
2016,17,2154,"Black, Non-Hispanic",0,1
2018,17,6613,All,34.808598,1
2016,17,3012,All,43.876709,1
2019,17,68003,"White, Non-Hispanic",0,1
2017,17,72000,"Black, Non-Hispanic",75.664337,1
2018,17,38570,Hispanic,76.396408,1
2017,17,23074,"Black, Non-Hispanic",88.771667,1
2018,17,12385,All,31.415516,1
2019,17,12385,"White, Non-Hispanic",14.378882,1
2018,17,24582,All,3.6719596,1
2020,17,38570,Other Races and Ethnicities,43.902439,1
2018,17,23074,All,78.945663,1
2018,17,6613,"White, Non-Hispanic",28.831631,1
2019,17,14351,"White, Non-Hispanic",75,1
2020,17,24582,"White, Non-Hispanic",0,1
2018,18,22000,"White, Non-Hispanic",29.679564,1
2019,18,71000,Other Races and Ethnicities,47.134388,1
2016,18,5860,Other Races and Ethnicities,20.767649,1
2019,18,10342,All,0,1
2019,18,36003,"White, Non-Hispanic",,
2019,18,31000,Other Races and Ethnicities,38.486843,1
2019,18,22000,Other Races and Ethnicities,40.328785,1
2016,18,36003,Hispanic,,
2020,18,22000,Other Races and Ethnicities,25.120773,1
2017,18,10342,"White, Non-Hispanic",0,1
2016,18,5860,All,24.508848,1
2017,18,36003,"White, Non-Hispanic",,
2018,18,31000,Other Races and Ethnicities,94.5,1
2019,18,71000,All,47.92955,1
2018,18,23278,"White, Non-Hispanic",0,1
2016,18,22000,Other Races and Ethnicities,60.063446,1
2016,18,23278,All,0,1
2016,18,23278,"Black, Non-Hispanic",0,1
2019,18,31000,All,38.876926,1
2017,18,71000,"White, Non-Hispanic",51.179485,1
2017,18,71000,Hispanic,71.438881,1
2016,18,71000,All,71.129219,1
2018,18,10342,"White, Non-Hispanic",0,1
2020,18,36003,Hispanic,,
2017,18,71000,"Black, Non-Hispanic",74.451721,1
2020,18,5860,Other Races and Ethnicities,3.3922262,1
2018,18,71000,"White, Non-Hispanic",55.725464,1
2016,18,23278,Hispanic,0,1
2018,18,22000,Hispanic,52.249771,1
2016,18,10342,Other Races and Ethnicities,0,1
2017,18,31000,All,97.667137,1
2018,18,10342,Hispanic,0,1
2017,18,22000,Hispanic,46.846848,1
2020,18,22000,All,17.951977,1
2019,18,25000,Hispanic,50.897667,1
